ID,SC,DC,EC,IC,LAC,BC,NC
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,2805.0508,2,0.002857995,1.606079,1,0,2
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,2.0695662,1,2.23E-05,1.26711,0,0,0
9,1773.799,5,0.002271688,2.1926827,2.4,3950.423,3
10,0,0,0,0,0,0,0
11,586.8769,2,0.001208863,1.606079,0,449.15216,0
12,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0
14,238.46611,4,0.000834,2.0434132,0,9549.964,0
15,0,0,0,0,0,0,0
16,1752.7599,6,0.002469642,2.3133724,0.33333334,16141.415,0.4
17,764.02734,3,0.001728677,1.8541015,0,6844.723,0
18,216.38385,1,0.000966,1.26711,0,0,0
19,834.2955,1,0.001568861,1.26711,0,0,0
20,4245.8716,1,0.003547536,1.26711,0,0,0
21,5616.394,9,0.003717048,2.567844,1.3333334,11683.998,2.1666667
22,3680.6863,3,0.003419629,1.8541015,0,3786.5322,0
23,671.57104,3,0.001438905,1.8541015,0,6322.75,0
24,10944.462,3,0.005962773,1.8541015,0,7637.569,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,26830.215,2,0.009209778,1.606079,0,607.85077,0
29,3077.541,1,0.00361691,1.26711,0,0,0
30,6.11622,2,0.000118,1.606079,0,353.2155,0
31,102.519165,2,0.000567,1.606079,1,0,2
32,475.89554,2,0.001192911,1.606079,0,494.18082,0
33,19916.932,7,0.009415863,2.4130175,0,4162.289,0
34,0,0,0,0,0,0,0
35,18623.06,3,0.007470671,1.8541015,0.6666667,1988.9127,1
36,42145.664,15,0.012521356,2.841263,1.7333333,30941.361,3.023088
37,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
39,9.789756,1,0.000148,1.26711,0,0,0
40,0,0,0,0,0,0,0
41,6223.426,3,0.005223683,1.8541015,0.6666667,1842.1803,1
42,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0
44,7224.8647,10,0.004747526,2.6291678,0.4,24704.096,0.5833333
45,0,0,0,0,0,0,0
46,9752.007,10,0.005368718,2.6291678,4.8,5700.1855,5.611111
47,0,0,0,0,0,0,0
48,34461.168,11,0.012317067,2.682538,0.36363637,25670.81,2.1666667
49,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0
52,12.300723,3,0.000131,1.8541015,0,1364.2446,0
53,0,0,0,0,0,0,0
54,4.280316,2,6.04E-05,1.6060787,0,1599.6982,0
55,0,0,0,0,0,0,0
56,1.5411565,1,0,1.26711,0,0,0
57,19592.283,6,0.009257089,2.3133724,0,7221.731,0
58,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0
62,7.509718,2,7.54E-05,1.6060787,0,649.01794,0
63,0,0,0,0,0,0,0
