,LAC
0,0.0
1,0.0
2,0.75
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,2.54
10,0.0
11,0.0
12,0.0
13,0.89714288
14,0.0
15,0.0
16,1.05714288
17,0.0
18,0.0
19,0.0
20,1.0857143
21,0.0
22,0.46666668
23,0.08
24,0.0
25,1.4266667
26,0.0
27,0.0
28,0.4
29,0.0
30,0.0
31,1.0
32,0.0
33,0.733333336
34,0.0
35,0.0
36,2.90947368
37,0.0
38,0.0
39,0.0
40,0.82424246
41,0.3
42,0.0
43,0.9400000000000001
44,0.68440712
45,0.0
46,7.097923939999999
47,0.0
48,0.726739952
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,2.08
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,1.0
68,2.5714286399999997
69,2.8690908799999995
70,0.5714286
71,1.2
72,0.3957265039999999
73,0.12000000000000002
74,0.4800000000000001
75,0.0
76,0.49493760399999986
77,0.61428572
78,0.0
79,0.0
80,1.92
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,2.6399999999999997
94,0.0
95,0.0
96,0.0
97,2.9866667000000002
98,1.06
99,0.15
100,0.0
101,0.0
102,0.0
103,0.0
104,1.18219464
105,0.916666675
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,1.4545454599999998
112,0.0
113,1.25
114,1.69189508
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,1.4000000400000001
123,0.0
124,1.14666668
125,0.0
126,1.20779222
127,0.40000001999999996
128,0.6666667
129,0.0
130,0.0
131,0.0
132,0.0
133,0.7
134,1.0
135,0.0
136,0.266666668
137,0.4
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,1.3333334
151,0.0
152,0.0
153,0.86666668
154,0.0
155,0.0
156,0.0
157,0.5
158,0.0
159,0.0
160,0.0
161,4.0714284
162,0.763809524
163,0.0
164,0.32
165,0.0
166,0.2
167,0.0
168,0.0
169,2.0914285999999995
170,0.0
171,0.0
172,0.0
173,0.0
174,0.7777778000000001
175,0.0
176,0.0
177,0.0
178,0.0
179,0.422377624
180,0.26428572
181,0.388585882
182,0.23888888800000002
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.778852176
201,0.42793651599999993
202,0.29343860200000005
203,0.910066188
204,0.0
205,0.0
206,0.0
207,1.3333334
208,0.56666668
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.4285715
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.5800000000000001
224,0.0
225,0.7333333400000001
226,0.0
227,0.0
228,0.0
229,0.0
230,1.5393407200000002
231,0.0
232,0.6800000199999999
233,0.0
234,0.0
235,0.33333335
236,3.5571428
237,0.0
238,0.0
239,0.0
240,2.3
241,0.0
242,0.0
243,0.0
244,0.737549032
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,4.275
253,0.0
254,3.78990364
255,0.0
256,1.3
257,0.0
258,0.0
259,0.0
260,3.18888886
261,0.9482517500000001
262,0.0
263,0.0
264,0.0
265,1.5
266,0.0
267,0.0
268,0.876190488
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,1.19608394
275,1.60303028
276,0.0
277,1.95598082
278,0.26428572
279,0.8852525279999999
280,0.0
281,0.0
282,2.1082579
283,0.0
284,0.0
285,0.0
286,0.304761916
287,0.0
288,0.0
289,0.0
290,0.0
291,3.6266666800000005
292,0.0
293,0.0
294,0.0
295,0.5714286
296,0.0
297,0.0
298,0.0
299,0.5782040159999999
300,0.0
301,0.0
302,0.36484849
303,0.0
304,0.0
305,0.21428571999999999
306,0.0
307,0.8470995859999999
308,0.386666668
309,0.3
310,0.0
311,0.0
312,1.0
313,0.0
314,6.1100002
315,0.378181822
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,3.8030959600000003
322,3.5623932600000003
323,0.0
324,2.0
325,0.0
326,0.0
327,1.0877192666666666
328,0.74312908
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,1.32857148
339,0.8
340,0.0
341,0.0
342,2.11764704
343,0.93333336
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,1.53333332
350,0.0
351,0.0
352,0.0
353,0.0
354,1.7
355,0.0
356,0.0
357,3.9733333199999996
358,0.0
359,0.2
360,0.0
361,0.0
362,3.07619044
363,0.0
364,0.8901802679999999
365,0.0
366,2.3
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.34666667199999995
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.67643495
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,1.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.56666668
393,0.0
394,0.0
395,0.0
396,0.13333334
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,1.8098039200000002
406,0.0
407,4.51034482
408,0.0
409,0.0
410,0.0
411,0.84333334
412,0.0
413,5.3149946
414,0.501111124
415,0.0
416,0.0
417,4.6666667
418,0.33333334
419,0.0
420,0.0
421,0.0
422,0.27999999999999997
423,0.0
424,0.0
425,1.5
426,0.0
427,0.32564103
428,0.0
429,1.3082251599999999
430,0.0
431,0.90909092
432,1.85
433,0.0
434,0.0
435,0.0
436,2.88333338
437,0.0
438,0.0
439,0.0
440,2.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.71428574
446,1.25692308
447,1.9799081199999997
448,0.0
449,0.34666667999999995
450,0.0
451,0.0
452,1.2
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.16
461,0.0
462,1.83238098
463,0.76
464,0.12444444400000002
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,1.8333333500000002
472,2.4615386000000004
473,0.0
474,0.08924163199999999
475,0.2
476,0.53333334
477,0.0
478,0.17142858
479,0.298607978
480,0.0
481,0.0
482,0.0
483,0.0
484,0.7623529600000001
485,0.0
486,0.2936508
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,1.7166666400000001
499,0.42000000000000004
500,0.0
501,0.0
502,0.0
503,4.368145200000001
504,0.0
505,0.0
506,0.7008612200000001
507,0.0
