,EC
0,0.0
1,0.0
2,0.00158632575
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,1.5385999999999998e-05
9,0.0011475146
10,0.00042475000000000005
11,0.0015581966000000002
12,0.0
13,0.00056886
14,0.0020612642000000002
15,2.408e-05
16,0.0035559992
17,0.001458984
18,0.0009658164
19,0.003983704333333333
20,0.0096701094
21,0.0
22,0.007582098800000001
23,0.0037321073999999994
24,0.0042639596
25,0.0097959148
26,0.0
27,9.724999999999999e-05
28,0.007186698199999999
29,0.0040808979999999995
30,0.0001346
31,0.00044
32,0.0008464246
33,0.004185027199999999
34,0.000106
35,0.0095297216
36,0.013736747799999999
37,0.00018275
38,0.0
39,0.0024401312
40,0.014606029000000001
41,0.0048438718
42,0.0
43,0.0049042864
44,0.0159631072
45,0.00044699999999999997
46,0.0211627142
47,0.0006993333333333334
48,0.010223478599999999
49,0.001189462
50,0.0
51,0.0
52,0.0003156
53,0.0
54,0.0006094000000000001
55,5.7075e-05
56,7.484000000000001e-06
57,0.0079772334
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0024758474000000003
63,0.00011710000000000001
64,0.0013132292
65,0.001324623
66,0.0006632500000000001
67,5.176666666666666e-05
68,0.0141606204
69,0.004610061
70,0.00732520825
71,0.0013649634
72,0.022139062400000003
73,0.0088062412
74,0.0086010112
75,0.00044479999999999997
76,0.0016967558000000002
77,0.0007588706
78,0.0014029948000000001
79,0.0026819672
80,0.0007906788000000001
81,0.0
82,0.0030827088
83,0.0006993333333333334
84,0.000308
85,0.0021811805999999998
86,0.0008990000000000001
87,0.0
88,0.0013258369999999998
89,0.0104152648
90,0.004561413666666667
91,0.0
92,0.0015336373333333334
93,0.06295305500000001
94,0.0025928427999999996
95,0.0
96,7.852e-05
97,0.03780132
98,0.004404354
99,0.0095448644
100,6.35e-05
101,0.0031980618
102,7.908000000000001e-05
103,0.0
104,0.0225837048
105,0.003075936
106,0.0005868
107,0.0
108,0.001009898
109,0.00014942000000000002
110,0.0
111,0.006391027200000001
112,0.0009724796
113,0.0093509912
114,0.0326709672
115,0.0
116,0.0009925099999999998
117,0.0
118,0.0010935524
119,0.0022182754999999998
120,0.0
121,0.0006566
122,0.0017394439999999997
123,0.0030482350000000003
124,0.0021689619999999995
125,0.0010400114
126,0.021638928600000003
127,0.00032779999999999994
128,0.000397
129,0.0
130,0.0
131,0.0
132,0.0
133,0.001134283
134,0.004791956
135,0.00450073
136,0.0018658022
137,0.0045363606
138,0.0015183462
139,0.0014022865
140,0.0
141,0.007477392599999999
142,0.0
143,0.001066725
144,0.0006604932000000001
145,0.0024384391999999998
146,0.0
147,0.0019092901999999998
148,0.0030020271999999996
149,0.0008897730000000001
150,0.000142626
151,0.0006397999999999999
152,0.0005196666666666666
153,0.0024490382
154,0.0
155,0.0083091188
156,0.0
157,0.0044373654
158,0.00011418
159,4.284e-05
160,0.0
161,0.0011366442
162,0.025036074800000002
163,0.0001644
164,0.0021308826
165,0.0017367338
166,0.0002384
167,0.0008530225000000001
168,0.0057584424
169,0.0079413758
170,0.0026802477999999996
171,0.0013277353333333332
172,0.00022300000000000003
173,0.00011825
174,0.03763220666666667
175,6.943749999999999e-06
176,0.0
177,0.0
178,0.0015557009999999998
179,0.005760576599999999
180,0.010781970200000001
181,0.0121770154
182,0.0036913377999999997
183,0.0
184,0.0003438
185,0.0
186,0.0
187,0.000262
188,0.001612068
189,0.00044550000000000004
190,0.0
191,0.0
192,0.0
193,0.0
194,0.00370189425
195,0.0
196,0.0
197,0.0
198,0.0020249179999999997
199,0.0
200,0.045083834999999996
201,0.016745417000000002
202,0.041937397599999995
203,0.08270064
204,0.000140082
205,7.282e-05
206,0.0004476
207,0.007732103666666667
208,0.0023492341999999996
209,0.003908377000000001
210,0.0
211,0.0
212,0.0024452444
213,0.004548479
214,0.0005900000000000001
215,3.690000000000001e-05
216,0.0
217,0.0
218,0.0007836638
219,0.0
220,0.0006674874
221,0.0
222,0.0010936392
223,0.007909570799999998
224,0.0
225,0.0030999741999999998
226,0.0005315
227,0.0
228,0.0
229,0.0
230,0.027164717799999998
231,0.0
232,0.0012367994
233,0.0027305296000000004
234,0.0
235,0.00221868325
236,0.0046649204
237,0.00133442
238,0.0001654
239,0.0
240,0.0025431982
241,0.0
242,0.0
243,1.908e-05
244,0.0107469116
245,5.4980000000000006e-05
246,0.0
247,0.002179037
248,0.00113039525
249,0.0013132294
250,6.024e-05
251,0.0
252,0.025448875599999997
253,0.0015384962
254,0.0107447524
255,0.005417478
256,0.0055073694999999995
257,0.010966382799999999
258,0.0065110386
259,0.0
260,0.0035208292
261,0.0042144288
262,0.0
263,0.0
264,0.0
265,0.00012442000000000003
266,0.0007036864
267,0.0006360000000000001
268,0.006945741
269,2.0966666666666667e-05
270,0.00033132
271,0.005765208799999999
272,0.006044499
273,0.0
274,0.0081755658
275,0.0053673594000000005
276,0.0
277,0.0027324492
278,0.001643319
279,0.011577286600000002
280,0.0
281,0.0023806714
282,0.0021527207999999997
283,0.0
284,0.0058457634000000005
285,0.0015057235999999998
286,0.0039601374
287,0.0004194
288,0.0
289,0.0
290,0.0
291,0.0055772721999999995
292,0.0
293,0.002835197333333334
294,0.0
295,0.00029219999999999995
296,0.0006714
297,0.0033716151999999997
298,0.0
299,0.0438439568
300,0.0005862
301,0.002014641
302,0.007923066
303,0.0002158
304,0.00167895775
305,0.0039258956
306,0.0
307,0.009557626199999999
308,0.0018255877999999999
309,0.007714477799999999
310,0.0010156922
311,0.0
312,0.0016136392
313,0.0
314,0.098670518
315,0.0213142606
316,0.0023267865999999997
317,0.0023141698
318,0.0
319,0.0
320,0.001971375
321,0.013249734600000002
322,0.0076537644000000005
323,0.0034152148
324,0.0005044
325,0.0
326,0.0
327,0.0024024816666666665
328,0.0604178576
329,0.0013132294
330,0.0
331,4.063333333333333e-05
332,0.0
333,0.0006544000000000001
334,0.0
335,0.0
336,0.0
337,0.0008870616
338,0.003679839
339,0.0003144
340,0.00039075
341,0.00140228675
342,0.0053045002
343,0.0055738678
344,0.0
345,2.738e-05
346,0.00066866575
347,0.0009673428
348,0.0012971615
349,0.0008898235999999999
350,0.0014143792
351,0.0
352,0.0018494205999999998
353,0.0015025321999999996
354,0.0016050352
355,0.0005292
356,0.0019393805999999999
357,0.0101100236
358,6.3e-07
359,0.0024566548000000002
360,0.0
361,0.0007286
362,0.030202893
363,9.228e-05
364,0.028562586399999996
365,0.0006842
366,0.0009328958
367,0.00065252
368,0.0
369,0.006477965800000001
370,0.0
371,0.0
372,0.001009898
373,0.0023667306000000003
374,0.0
375,0.0
376,0.0
377,0.0013258369999999998
378,0.0015365970000000002
379,0.012408196199999999
380,0.000421
381,0.0006993333333333334
382,0.0006678
383,0.0
384,0.0
385,0.004354596200000001
386,0.001871672
387,0.0
