,DC
2126,2.2
2127,40.0
2128,0.0
2129,5.0
2130,14.0
2131,2.6
2132,6.2
2133,1.6
2134,0.0
2135,8.0
2136,9.6
2137,0.0
2138,55.2
2139,1.0
2140,2.0
2141,9.6
2142,3.0
2143,3.0
2144,1.0
2145,1.3333333333333333
2146,1.0
2147,0.0
2148,2.0
2149,18.2
2150,3.4
2151,1.6
2152,2.8
2153,1.0
2154,0.0
2155,1.0
2156,1.2
2157,0.0
2158,0.0
2159,0.0
2160,24.8
2161,0.0
2162,0.0
2163,0.0
2164,12.6
2165,1.0
2166,7.6
2167,6.0
2168,0.0
2169,0.0
2170,6.2
2171,1.4
2172,28.8
2173,1.0
2174,1.4
2175,8.4
2176,0.0
2177,0.0
2178,1.0
2179,0.0
2180,2.6
2181,1.0
2182,2.8
2183,3.8
2184,6.2
2185,1.6
2186,2.0
2187,3.0
2188,0.0
2189,5.0
2190,24.0
2191,2.0
2192,9.4
2193,2.0
2194,9.0
2195,0.0
2196,7.0
2197,16.4
2198,5.0
2199,0.0
2200,1.0
2201,6.4
2202,0.0
2203,1.0
2204,1.8
2205,21.4
2206,1.0
2207,9.8
2208,3.6
2209,2.2
2210,0.0
2211,19.2
2212,1.8
2213,1.0
2214,4.0
2215,2.6
2216,1.8
2217,0.0
2218,121.8
2219,4.2
2220,0.0
2221,1.0
2222,7.0
2223,11.2
2224,2.4
2225,4.4
2226,6.0
2227,3.0
2228,1.0
2229,0.0
2230,2.0
2231,5.0
2232,1.8
2233,0.0
2234,8.8
2235,2.0
2236,16.2
2237,0.0
2238,0.0
2239,0.0
2240,14.4
2241,12.8
2242,0.0
2243,2.0
2244,2.0
2245,1.0
2246,0.0
2247,5.2
2248,4.6
2249,1.0
2250,6.4
2251,1.0
2252,4.6
2253,1.0
2254,15.2
2255,1.8
2256,1.6
2257,8.0
2258,1.0
2259,3.6
2260,22.2
2261,17.2
2262,1.6
2263,3.0
2264,5.0
2265,13.2
2266,5.0
2267,6.0
2268,0.0
2269,0.0
2270,2.8
2271,9.8
2272,12.0
2273,1.0
2274,1.8
2275,5.6
2276,4.2
2277,3.8
2278,11.6
2279,6.2
2280,7.2
2281,1.0
2282,0.0
2283,5.4
2284,2.0
2285,2.0
2286,2.0
2287,3.0
2288,29.2
2289,1.25
2290,4.0
2291,5.0
2292,1.0
2293,0.0
2294,3.8
2295,2.0
2296,2.0
2297,2.0
2298,2.0
2299,2.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,4.8
2306,1.0
2307,0.0
2308,10.8
2309,2.4
2310,2.0
2311,5.0
2312,3.0
2313,1.0
2314,4.4
2315,1.0
2316,1.0
2317,1.0
2318,0.0
2319,16.8
2320,1.2
2321,0.0
2322,0.0
2323,0.0
2324,19.8
2325,1.0
2326,2.2
2327,0.0
2328,2.4
2329,6.0
2330,0.0
2331,1.0
2332,1.0
2333,1.6
2334,1.0
2335,0.0
2336,0.0
2337,5.0
2338,69.8
2339,1.0
2340,8.0
2341,1.0
2342,1.0
2343,0.0
2344,1.0
2345,1.0
2346,0.0
2347,11.8
2348,2.0
2349,2.2
2350,1.8
2351,3.4
2352,0.0
2353,0.0
2354,4.0
2355,1.0
2356,2.0
2357,0.0
2358,0.0
2359,1.0
2360,1.6
2361,52.2
2362,0.0
2363,3.6
2364,0.0
2365,0.0
2366,7.6
2367,6.4
2368,7.0
2369,3.0
2370,1.0
2371,2.4
2372,5.0
2373,3.6
2374,0.0
2375,2.0
2376,7.4
2377,0.0
2378,0.0
2379,6.6
2380,1.0
2381,1.0
2382,1.0
2383,0.0
2384,3.6
2385,2.6
2386,14.0
2387,14.2
2388,0.0
2389,1.0
2390,1.0
2391,0.0
2392,1.0
2393,5.0
2394,7.0
2395,11.2
2396,1.8
2397,8.4
2398,1.0
2399,3.0
2400,6.6
2401,3.2
2402,1.8
2403,6.0
2404,1.6
2405,4.6
2406,1.0
2407,2.4
2408,0.0
2409,2.6
2410,0.0
2411,1.0
2412,4.4
2413,6.8
2414,1.2
2415,1.0
2416,20.8
2417,6.6
2418,1.0
2419,1.0
2420,0.0
2421,1.0
2422,0.0
2423,1.0
2424,2.8
2425,3.0
2426,14.0
2427,6.6
2428,29.2
2429,1.0
2430,2.2
2431,0.0
2432,2.4
2433,6.6
2434,3.4
2435,2.0
2436,0.0
2437,2.4
2438,9.6
2439,0.0
2440,1.0
2441,9.4
2442,2.0
2443,1.0
2444,1.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,6.2
2451,7.0
2452,8.8
2453,2.0
2454,2.0
2455,9.0
2456,4.6
2457,21.6
2458,2.0
2459,1.0
2460,1.0
2461,1.0
2462,2.0
2463,0.0
2464,4.0
2465,4.0
2466,1.0
2467,2.6
2468,5.0
2469,1.2
2470,1.0
2471,8.0
2472,0.0
2473,1.0
2474,1.0
2475,0.0
2476,1.2
2477,1.0
2478,0.0
2479,0.0
2480,0.0
2481,0.0
2482,1.0
2483,0.0
2484,0.0
2485,3.4
2486,8.0
2487,5.5
2488,6.0
2489,2.0
2490,20.5
2491,0.0
2492,5.6
2493,5.2
2494,4.2
2495,10.0
2496,2.0
2497,1.0
2498,3.6
2499,44.2
2500,1.0
2501,2.0
2502,2.0
2503,0.0
2504,4.4
2505,7.4
2506,2.8
2507,1.0
2508,15.4
2509,0.0
2510,1.0
2511,4.0
2512,3.8
2513,6.8
2514,0.0
2515,1.0
2516,2.0
2517,0.0
2518,9.6
2519,0.0
2520,1.6
2521,0.0
2522,4.8
2523,4.6
2524,0.0
2525,1.6
2526,5.0
2527,10.8
2528,1.0
2529,1.0
2530,11.2
2531,2.6
2532,0.0
2533,2.0
2534,3.0
2535,16.0
2536,1.0
2537,0.0
2538,23.0
2539,4.4
2540,1.0
2541,2.0
2542,8.25
2543,1.0
2544,13.2
2545,0.0
2546,2.0
2547,3.5
2548,5.6
2549,0.0
2550,1.5
2551,2.0
2552,2.0
2553,2.8
2554,3.2
2555,0.0
2556,0.0
2557,9.2
2558,4.8
2559,5.8
2560,1.0
2561,1.0
2562,29.2
2563,0.0
2564,0.0
2565,15.0
2566,3.6
2567,1.2
2568,1.0
2569,14.0
2570,1.0
2571,4.0
2572,13.2
2573,2.4
2574,16.0
2575,1.0
2576,0.0
2577,5.4
2578,16.2
2579,0.0
2580,1.0
2581,3.4
2582,1.0
2583,23.6
2584,0.0
2585,16.6
2586,1.0
2587,23.4
2588,1.0
2589,1.0
2590,1.0
2591,2.0
2592,2.25
2593,20.0
2594,0.0
2595,3.4
2596,6.0
2597,1.0
2598,0.0
2599,0.0
2600,1.0
2601,0.0
2602,0.0
2603,2.6
2604,0.0
2605,5.8
2606,1.0
2607,0.0
2608,15.4
2609,0.0
2610,0.0
2611,0.0
2612,1.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,2.6
2618,2.6
2619,1.0
2620,1.0
2621,0.0
2622,0.0
2623,1.0
2624,8.6
2625,0.0
2626,2.8
2627,1.0
2628,1.0
2629,1.0
2630,3.6
2631,5.8
2632,1.0
2633,1.0
2634,16.8
2635,1.0
2636,1.0
2637,1.0
2638,0.0
2639,1.0
2640,10.2
2641,1.0
2642,4.0
2643,1.0
2644,0.0
2645,5.4
2646,0.0
2647,2.0
2648,0.0
2649,16.4
2650,0.0
2651,1.0
2652,2.6
2653,1.0
2654,0.0
2655,1.0
2656,0.0
2657,1.0
2658,5.4
2659,0.0
2660,3.8
2661,3.0
2662,3.2
2663,0.0
2664,0.0
2665,0.0
2666,1.0
2667,7.6
2668,0.0
2669,0.0
2670,4.6
2671,2.0
2672,14.2
2673,0.0
2674,0.0
2675,8.2
2676,1.0
2677,1.0
2678,1.0
2679,1.6
2680,7.4
2681,0.0
2682,2.8
2683,0.0
2684,2.0
2685,1.0
2686,40.8
2687,1.8
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,2.6
2694,1.4
2695,1.6
2696,3.0
2697,1.0
2698,11.4
2699,1.0
2700,1.0
2701,4.0
2702,1.0
2703,10.2
2704,3.6
2705,0.0
2706,0.0
2707,0.0
2708,0.0
2709,1.0
2710,8.0
2711,0.0
2712,5.4
2713,9.8
2714,1.0
2715,2.0
2716,2.4
2717,3.0
2718,4.8
2719,1.0
2720,6.8
2721,2.0
2722,2.2
2723,16.0
2724,8.2
2725,6.0
2726,16.2
2727,1.0
2728,14.0
2729,1.6
2730,4.0
2731,10.2
2732,0.0
2733,0.0
2734,4.6
2735,11.0
2736,0.0
2737,1.0
2738,0.0
2739,13.4
2740,5.0
2741,1.0
2742,3.0
2743,2.0
2744,4.0
2745,8.4
2746,109.0
2747,1.6
2748,15.8
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,1.25
2756,3.6
2757,0.0
2758,0.0
2759,2.4
2760,1.0
2761,1.6
2762,0.0
2763,8.6
2764,13.6
2765,3.0
2766,3.6
2767,1.6
2768,7.0
2769,1.0
2770,0.0
2771,0.0
2772,1.0
2773,0.0
2774,1.0
2775,1.0
2776,0.0
2777,1.4
2778,1.0
2779,3.4
2780,6.8
2781,0.0
2782,4.0
2783,2.0
2784,0.0
2785,1.8
2786,9.2
2787,0.0
2788,3.0
2789,1.8
2790,0.0
2791,10.2
2792,1.4
2793,2.0
2794,1.0
2795,1.0
2796,0.0
2797,1.0
2798,1.0
2799,3.0
2800,1.0
2801,1.75
2802,1.0
2803,8.4
2804,0.0
2805,1.0
2806,3.6666666666666665
2807,5.8
2808,15.2
2809,7.0
2810,2.2
2811,4.0
2812,12.4
2813,2.0
2814,8.0
2815,1.0
2816,0.0
2817,1.0
2818,13.4
2819,3.0
2820,1.25
2821,4.0
2822,12.0
2823,4.0
2824,0.0
2825,3.8
2826,0.0
2827,4.6
2828,1.0
2829,1.0
2830,0.0
2831,0.0
2832,1.8
2833,0.0
2834,1.0
2835,1.0
2836,10.4
2837,1.0
2838,1.0
2839,2.6
2840,1.0
2841,3.0
2842,1.0
2843,2.0
2844,1.0
2845,4.0
2846,0.0
2847,1.0
2848,0.0
2849,4.6
2850,1.0
2851,11.0
2852,0.0
2853,8.0
2854,0.0
2855,1.0
2856,0.0
2857,0.0
2858,0.0
2859,20.2
2860,0.0
2861,1.0
2862,1.6
2863,2.2
2864,8.2
2865,4.0
2866,1.0
2867,0.0
2868,1.8
2869,2.8
2870,5.6
2871,11.2
2872,4.6
2873,1.0
2874,0.0
2875,0.0
2876,0.0
2877,3.6
2878,3.0
2879,2.0
2880,3.6
2881,0.0
2882,27.0
2883,1.4
2884,2.0
2885,5.0
2886,0.0
2887,0.0
2888,12.6
2889,1.0
2890,0.0
2891,0.0
2892,10.0
2893,0.0
2894,3.6
2895,1.0
2896,3.4
2897,3.0
2898,0.0
2899,3.8
2900,0.0
2901,4.4
2902,1.8
2903,2.0
2904,0.0
2905,0.0
2906,5.5
2907,1.0
2908,31.4
2909,15.8
2910,1.0
2911,1.0
2912,6.0
2913,0.0
2914,0.0
2915,11.4
2916,1.0
2917,1.0
2918,0.0
2919,6.2
2920,12.6
2921,0.0
2922,2.0
2923,1.0
2924,0.0
2925,1.0
2926,0.0
2927,0.0
2928,2.0
2929,12.2
2930,3.2
2931,0.0
2932,2.8
2933,1.8
2934,11.0
2935,1.0
2936,0.0
2937,0.0
2938,8.8
2939,0.0
2940,2.6
2941,0.0
2942,6.5
2943,7.0
2944,21.4
2945,4.0
2946,2.0
2947,1.6
2948,2.0
2949,1.4
2950,1.8
2951,1.0
2952,4.0
2953,0.0
2954,2.0
2955,0.0
2956,1.0
2957,0.0
2958,1.25
2959,2.6
2960,1.0
2961,0.0
2962,4.0
2963,1.0
2964,0.0
2965,4.0
2966,1.0
2967,2.0
2968,1.0
2969,1.0
2970,8.4
2971,3.6
2972,5.4
2973,1.0
2974,1.0
2975,3.2
2976,0.0
2977,2.0
2978,6.0
2979,1.0
2980,1.25
2981,1.0
2982,0.0
2983,0.0
2984,0.0
2985,1.0
2986,1.0
2987,2.4
2988,1.0
2989,2.0
2990,10.0
2991,12.8
2992,1.0
2993,0.0
2994,2.6
2995,1.0
2996,0.0
2997,9.8
2998,2.0
2999,3.8
3000,0.0
3001,2.0
3002,0.0
3003,7.0
3004,4.2
3005,4.0
3006,1.0
3007,2.0
3008,3.8
3009,32.6
3010,3.0
3011,5.6
3012,6.0
3013,4.2
3014,1.0
3015,1.0
3016,4.5
3017,1.0
3018,13.8
3019,6.0
3020,2.8
3021,0.0
3022,1.0
3023,1.0
3024,1.0
3025,0.0
3026,13.2
3027,0.0
3028,2.8
3029,1.0
3030,2.6
3031,1.0
3032,4.2
3033,4.6
3034,1.0
3035,4.2
3036,1.0
3037,3.6
3038,1.0
3039,1.0
3040,1.0
3041,0.0
3042,0.0
3043,2.2
3044,1.0
3045,1.0
3046,0.0
3047,2.0
3048,1.0
3049,1.0
3050,0.0
3051,2.0
3052,1.0
3053,1.4
3054,1.0
3055,38.8
3056,5.2
3057,5.0
3058,1.0
3059,0.0
3060,17.6
3061,1.0
3062,5.2
3063,0.0
3064,2.0
3065,1.0
3066,4.0
3067,1.0
3068,3.2
3069,0.0
3070,4.4
3071,4.0
3072,1.0
3073,7.0
3074,3.0
3075,2.2
3076,2.6
3077,1.8
3078,3.0
3079,4.8
3080,2.8
3081,5.8
3082,11.0
3083,0.0
3084,1.0
3085,12.8
3086,1.0
3087,9.2
3088,0.0
3089,2.8
3090,2.0
3091,4.0
3092,0.0
3093,12.4
3094,2.2
3095,0.0
3096,0.0
3097,0.0
3098,2.0
3099,0.0
3100,1.0
3101,2.0
3102,1.0
3103,3.0
3104,2.2
3105,4.0
3106,12.2
3107,2.0
3108,1.8
3109,0.0
3110,0.0
3111,2.0
3112,1.4
3113,2.0
3114,1.0
3115,1.4
3116,4.5
3117,0.0
3118,1.8
3119,1.0
3120,0.0
3121,1.0
3122,1.0
3123,1.4
3124,0.0
3125,3.0
3126,0.0
3127,0.0
3128,6.6
3129,1.0
3130,4.0
3131,1.0
3132,7.8
3133,0.0
3134,0.0
3135,2.4
3136,2.0
3137,1.8
3138,1.0
3139,2.0
3140,9.0
3141,5.4
3142,1.0
3143,12.0
3144,7.2
3145,1.0
3146,1.0
3147,8.4
3148,17.0
3149,0.0
3150,0.0
3151,1.0
3152,2.0
3153,1.0
3154,1.0
3155,6.8
3156,4.2
3157,1.0
3158,2.0
3159,0.0
3160,3.0
3161,1.0
3162,1.0
3163,0.0
3164,3.4
3165,1.0
3166,1.6
3167,0.0
3168,1.6
3169,5.0
3170,1.0
3171,1.2
3172,5.0
3173,0.0
3174,1.0
3175,9.4
3176,1.4
3177,1.0
3178,1.6
3179,2.0
3180,0.0
3181,1.6666666666666667
3182,6.8
3183,1.0
3184,1.0
3185,8.2
3186,2.6
3187,0.0
3188,21.0
3189,2.0
3190,0.0
3191,2.0
3192,13.4
3193,2.75
3194,4.0
3195,2.8
3196,5.4
3197,5.8
3198,1.0
3199,7.8
3200,1.0
3201,1.4
3202,0.0
3203,1.0
3204,2.6
3205,2.8
3206,1.0
3207,31.8
3208,4.2
3209,4.8
3210,1.0
3211,1.0
3212,8.0
3213,5.0
3214,1.6
3215,6.8
3216,4.6
3217,2.0
3218,0.0
3219,0.0
3220,1.0
3221,11.6
3222,1.0
3223,17.4
3224,13.8
3225,20.6
3226,1.4
3227,4.0
3228,0.0
3229,2.8
3230,1.0
3231,3.0
3232,1.6
3233,1.0
3234,14.4
3235,3.0
3236,4.6
3237,0.0
3238,3.5
3239,1.0
3240,1.25
3241,5.0
3242,3.6
3243,1.6
3244,1.0
3245,1.8
3246,0.0
3247,1.0
3248,0.0
3249,2.0
3250,5.6
3251,1.0
3252,2.0
3253,27.2
3254,12.2
3255,0.0
3256,1.0
3257,1.25
3258,0.0
3259,0.0
3260,3.0
3261,0.0
3262,3.0
3263,0.0
3264,4.8
3265,1.0
3266,0.0
3267,3.0
3268,1.0
3269,2.0
3270,1.0
3271,0.0
3272,25.4
3273,9.4
3274,1.0
3275,0.0
3276,36.0
3277,2.0
3278,5.6
3279,2.0
3280,1.0
3281,5.0
3282,2.0
3283,0.0
3284,1.6
3285,62.6
3286,6.4
3287,1.0
3288,0.0
3289,15.0
3290,13.0
3291,1.0
3292,1.0
3293,9.8
3294,0.0
3295,2.0
3296,0.0
3297,0.0
3298,0.0
3299,5.0
3300,3.4
3301,3.0
3302,0.0
3303,3.0
3304,1.5
3305,5.4
3306,1.0
3307,5.0
3308,2.8
3309,0.0
3310,1.0
3311,0.0
3312,0.0
3313,1.0
3314,3.0
3315,11.0
3316,1.4
3317,0.0
3318,2.0
3319,1.4
3320,1.8
3321,0.0
3322,10.0
3323,1.0
3324,16.0
3325,3.8
3326,1.0
3327,5.0
3328,1.0
3329,3.0
3330,3.8
3331,3.0
3332,2.0
3333,4.4
3334,1.8
3335,2.4
3336,2.6
3337,3.0
3338,0.0
3339,1.0
3340,1.0
3341,0.0
3342,1.25
3343,1.0
3344,0.0
3345,1.0
3346,0.0
3347,0.0
3348,1.0
3349,12.2
3350,8.6
3351,4.0
3352,3.6
3353,0.0
3354,2.0
3355,18.4
3356,2.4
3357,1.0
3358,1.0
3359,1.8
3360,5.8
3361,14.2
3362,5.0
3363,16.4
3364,1.0
3365,0.0
3366,1.0
3367,4.0
3368,1.0
3369,2.6666666666666665
3370,45.4
3371,2.0
3372,1.0
3373,28.0
3374,10.4
3375,16.4
3376,0.0
3377,0.0
3378,1.4
3379,13.0
3380,1.0
3381,1.0
3382,1.0
3383,0.0
3384,0.0
3385,4.4
3386,2.6
3387,1.0
3388,1.4
3389,49.4
3390,1.0
3391,0.0
3392,0.0
3393,2.6
3394,11.2
3395,4.2
3396,1.0
3397,1.0
3398,2.6
3399,6.6
3400,3.0
3401,8.0
3402,4.0
3403,1.0
3404,6.6
3405,2.0
3406,2.4
3407,0.0
3408,4.6
3409,4.0
3410,1.0
3411,2.0
3412,1.0
3413,0.0
3414,1.0
3415,13.6
3416,1.0
3417,9.8
3418,1.6
3419,3.0
3420,6.0
3421,7.0
3422,9.0
3423,2.0
3424,0.0
3425,1.0
3426,23.4
3427,0.0
3428,1.0
3429,0.0
3430,0.0
3431,2.5
3432,3.0
3433,0.0
3434,10.5
3435,0.0
3436,5.4
3437,3.0
3438,1.0
3439,1.0
3440,6.4
3441,1.0
3442,0.0
3443,1.0
3444,0.0
3445,7.8
3446,0.0
3447,2.5
3448,4.8
3449,26.0
3450,18.8
3451,1.0
3452,3.0
3453,2.0
3454,0.0
3455,1.0
3456,1.8
3457,2.4
3458,9.2
3459,4.2
3460,10.6
3461,1.0
3462,0.0
3463,2.4
3464,1.0
3465,0.0
3466,3.0
3467,1.0
3468,6.2
3469,1.0
3470,6.2
3471,2.4
3472,2.4
3473,0.0
3474,1.0
3475,6.2
3476,1.0
3477,5.6
3478,1.0
3479,0.0
3480,1.2
3481,1.0
3482,2.0
3483,0.0
3484,1.0
3485,4.0
3486,9.6
3487,1.0
3488,1.0
3489,0.0
3490,56.2
3491,14.6
3492,4.0
3493,4.2
3494,6.4
3495,1.0
3496,4.8
3497,4.6
3498,8.6
3499,12.2
3500,2.0
3501,4.0
3502,1.0
3503,1.0
3504,18.4
3505,0.0
3506,0.0
3507,3.6
3508,1.0
3509,10.0
3510,1.0
3511,4.0
3512,31.75
3513,1.0
3514,6.0
3515,0.0
3516,2.0
3517,18.2
3518,59.6
3519,0.0
3520,1.0
3521,4.6
3522,5.6
3523,0.0
3524,1.0
3525,1.6
3526,1.0
3527,2.2
3528,1.0
3529,2.0
3530,2.0
3531,5.5
3532,0.0
3533,0.0
3534,10.6
3535,4.0
3536,0.0
3537,1.0
3538,2.0
3539,8.4
3540,13.0
3541,0.0
3542,2.4
3543,1.0
3544,1.0
3545,2.4
3546,3.0
3547,1.8
3548,1.4
3549,0.0
3550,2.4
3551,0.0
3552,5.0
3553,5.4
3554,1.0
3555,1.75
3556,4.8
3557,1.0
3558,9.4
3559,6.2
3560,0.0
3561,0.0
3562,9.0
3563,15.0
3564,12.4
3565,3.0
3566,0.0
3567,0.0
3568,0.0
3569,1.0
3570,2.6
3571,9.4
3572,4.0
3573,1.6
3574,1.0
3575,2.0
3576,3.0
3577,71.4
3578,8.2
3579,6.6
3580,0.0
3581,1.0
3582,0.0
3583,1.0
3584,1.0
3585,6.4
3586,0.0
3587,2.0
3588,0.0
3589,0.0
3590,0.0
3591,1.0
3592,0.0
3593,2.8
3594,0.0
3595,3.0
3596,0.0
3597,1.0
3598,0.0
3599,3.0
3600,5.8
3601,2.2
3602,11.6
3603,6.4
3604,0.0
3605,1.0
3606,3.2
3607,4.2
3608,2.0
3609,2.0
3610,1.0
3611,1.0
3612,1.6
3613,22.0
3614,0.0
3615,6.4
3616,6.0
3617,1.6
3618,4.2
3619,1.0
3620,6.4
3621,2.4
3622,0.0
3623,2.0
3624,12.8
3625,13.0
3626,1.0
3627,0.0
3628,2.6
3629,0.0
3630,3.6
3631,0.0
3632,1.4
3633,26.8
3634,0.0
3635,1.0
3636,3.5
3637,5.6
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,11.0
3643,0.0
3644,0.0
3645,2.0
3646,1.0
3647,1.8
3648,3.0
3649,2.6
3650,1.75
3651,1.0
3652,1.0
3653,4.6
3654,6.2
3655,4.6
3656,1.8
3657,1.0
3658,0.0
3659,1.0
3660,28.0
3661,2.6
3662,2.0
3663,2.5
3664,1.0
3665,1.0
3666,0.0
3667,4.0
3668,7.2
3669,1.0
3670,0.0
3671,90.2
3672,5.8
3673,42.0
3674,7.8
3675,2.0
3676,4.4
3677,5.4
3678,0.0
3679,1.0
3680,0.0
3681,21.0
3682,14.8
3683,1.0
3684,2.8
3685,4.2
3686,19.4
3687,1.0
3688,6.0
3689,1.4
3690,1.0
3691,0.0
3692,1.0
3693,1.0
3694,3.6
3695,1.0
3696,5.0
3697,6.6
3698,1.0
3699,12.8
3700,0.0
3701,1.0
3702,1.0
3703,0.0
3704,0.0
3705,0.0
3706,2.8
3707,1.2
3708,12.2
3709,6.6
3710,1.0
3711,1.0
3712,0.0
3713,1.0
3714,1.0
3715,3.8
3716,1.0
3717,7.8
3718,0.0
3719,44.0
3720,13.0
3721,40.8
3722,0.0
3723,0.0
3724,5.6
3725,1.0
3726,16.0
3727,19.6
3728,0.0
3729,1.0
3730,2.0
3731,1.0
3732,9.4
3733,16.2
3734,3.0
3735,7.2
3736,3.8
3737,1.0
3738,0.0
3739,1.0
3740,0.0
3741,1.0
3742,5.2
3743,2.8
3744,5.0
3745,1.8
3746,0.0
3747,2.0
3748,1.8
3749,2.0
3750,8.8
3751,3.0
3752,13.6
3753,1.6
3754,2.0
3755,1.0
3756,19.2
3757,4.0
3758,3.0
3759,2.2
3760,0.0
3761,0.0
3762,9.8
3763,1.0
3764,3.0
3765,1.0
3766,1.0
3767,8.0
3768,5.0
3769,1.0
3770,5.4
3771,0.0
3772,0.0
3773,1.0
3774,1.0
3775,2.6
3776,1.8
3777,0.0
3778,1.0
3779,3.2
3780,1.6
3781,0.0
3782,2.0
3783,2.0
3784,1.0
3785,3.8
3786,5.4
3787,0.0
3788,1.0
3789,0.0
3790,6.25
3791,3.2
3792,4.0
3793,2.0
3794,9.6
3795,0.0
3796,0.0
3797,2.0
3798,9.0
3799,0.0
3800,1.0
3801,2.6
3802,0.0
3803,2.0
3804,1.8
3805,22.6
3806,18.2
3807,9.0
3808,4.8
3809,3.0
3810,1.0
3811,1.0
3812,1.0
3813,8.0
3814,4.4
3815,0.0
3816,5.0
3817,3.0
3818,1.6
3819,10.0
3820,0.0
3821,6.8
3822,4.6
3823,2.8
3824,1.8
3825,9.6
3826,11.6
3827,1.0
3828,1.0
3829,1.4
3830,17.0
3831,3.0
3832,1.6
3833,2.0
3834,0.0
3835,1.0
3836,0.0
3837,0.0
3838,3.0
3839,6.4
3840,4.6
3841,0.0
3842,1.0
3843,0.0
3844,5.0
3845,8.8
3846,2.0
3847,1.0
3848,1.75
3849,5.0
3850,1.0
3851,9.8
3852,1.0
3853,13.4
3854,2.0
3855,4.6
3856,0.0
3857,1.0
3858,1.0
3859,4.6
3860,1.0
3861,0.0
3862,4.2
3863,2.0
3864,3.0
3865,8.6
3866,0.0
3867,20.4
3868,1.0
3869,1.0
3870,2.0
3871,9.6
3872,0.0
3873,1.8
3874,0.0
3875,0.0
3876,1.6
3877,2.4
3878,1.0
3879,0.0
3880,0.0
3881,0.0
3882,1.6
3883,0.0
3884,21.8
3885,14.4
3886,2.0
3887,3.0
3888,5.0
3889,2.8
3890,0.0
3891,0.0
3892,0.0
3893,1.0
3894,1.0
3895,15.2
3896,0.0
3897,0.0
3898,4.0
3899,12.6
3900,1.6
3901,5.4
3902,0.0
3903,9.0
3904,0.0
3905,2.2
3906,0.0
3907,0.0
3908,2.6
3909,3.8
3910,0.0
3911,0.0
3912,5.0
3913,0.0
3914,0.0
3915,11.0
3916,6.8
3917,3.0
3918,1.2
3919,27.6
3920,3.4
3921,1.5
3922,2.0
3923,0.0
3924,4.8
3925,0.0
3926,1.4
3927,0.0
3928,0.0
3929,1.0
3930,4.0
3931,1.0
3932,8.4
3933,2.4
3934,6.2
3935,1.0
3936,0.0
3937,10.0
3938,2.8
3939,6.6
3940,0.0
3941,1.0
3942,0.0
3943,9.6
3944,3.0
3945,0.0
3946,3.2
3947,2.0
3948,45.2
3949,2.0
3950,1.0
3951,35.0
3952,0.0
3953,1.0
3954,3.4
3955,1.0
3956,0.0
3957,1.0
3958,0.0
3959,0.0
3960,3.0
3961,8.0
3962,1.0
3963,5.4
3964,0.0
3965,0.0
3966,2.0
3967,15.0
3968,9.8
3969,8.8
3970,1.0
3971,11.0
3972,7.4
3973,5.8
3974,16.2
3975,5.2
3976,18.4
3977,1.8
3978,2.0
3979,2.6
3980,2.0
3981,4.6
3982,0.0
3983,7.25
3984,8.0
3985,4.8
3986,0.0
3987,1.0
3988,9.4
3989,14.6
3990,1.0
3991,27.4
3992,3.0
3993,10.0
3994,7.2
3995,26.8
3996,0.0
3997,1.0
3998,1.0
3999,2.6
4000,0.0
4001,5.0
4002,6.0
4003,3.2
4004,1.0
4005,5.333333333333333
4006,1.0
4007,18.0
4008,1.0
4009,0.0
4010,0.0
4011,1.0
4012,0.0
4013,11.0
4014,0.0
4015,0.0
4016,1.0
4017,1.0
4018,1.0
4019,1.0
4020,1.0
4021,1.8
4022,6.6
4023,1.0
4024,3.0
4025,3.4
4026,3.2
4027,5.8
4028,2.0
4029,1.0
4030,1.0
4031,1.0
4032,0.0
4033,17.8
4034,0.0
4035,2.0
4036,1.0
4037,4.6
4038,2.0
4039,0.0
4040,2.6
4041,7.4
4042,0.0
4043,14.4
4044,3.25
4045,1.0
4046,2.0
4047,1.0
4048,8.2
4049,8.8
4050,0.0
4051,0.0
4052,2.2
4053,3.0
4054,82.25
4055,0.0
4056,1.0
4057,1.0
4058,1.0
4059,0.0
4060,2.8
4061,1.0
4062,3.6
4063,5.0
4064,0.0
4065,1.6
4066,0.0
4067,5.8
4068,18.0
4069,0.0
4070,3.0
4071,1.0
4072,1.0
4073,1.0
4074,6.4
4075,1.6
4076,5.4
4077,3.2
4078,5.6
4079,1.0
4080,1.0
4081,1.0
4082,5.0
4083,1.0
4084,1.0
4085,5.6
4086,1.0
4087,2.0
4088,0.0
4089,9.8
4090,8.4
4091,1.75
4092,9.4
4093,1.6
4094,3.8
4095,1.0
4096,16.0
4097,1.0
4098,3.2
4099,2.75
4100,0.0
4101,1.4
4102,6.0
4103,22.4
4104,1.0
4105,2.4
4106,1.6
4107,16.6
4108,3.0
4109,1.0
4110,1.0
4111,1.0
4112,1.0
4113,5.8
4114,0.0
4115,2.2
4116,7.0
4117,6.0
4118,6.6
4119,1.0
4120,4.8
4121,1.8
