,IC
626,1.2783340333333333
627,0.0
628,1.2783340333333333
629,3.27396454
630,1.280285225
631,1.27919472
632,2.4916930199999996
633,1.27919472
634,2.1654955199999995
635,1.7275860399999998
636,0.0
637,1.71028796
638,1.27919472
639,3.1370194
640,2.8187266600000003
641,0.0
642,1.27919472
643,1.4878302
644,1.7790248000000002
645,2.8612385799999998
646,0.0
647,0.0
648,1.27919472
649,1.9968602400000002
650,2.16734394
651,0.0
652,1.27919472
653,2.4029089200000002
654,0.0
655,2.6414063800000003
656,2.0750819399999996
657,0.0
658,1.2783340333333333
659,1.9586267200000003
660,2.2095123200000004
661,1.2813989
662,1.6291247000000002
663,0.0
664,0.0
665,3.0539287799999997
666,1.8801303800000002
667,2.0750819999999996
668,1.27919472
669,0.0
670,1.6255637
671,1.27919472
672,1.6255637
673,0.0
674,1.27919472
675,0.0
676,2.39496646
677,1.55614912
678,2.3579383
679,3.00211636
680,1.6255637
681,1.27919472
682,0.0
683,1.90818872
684,1.27919472
685,2.55444952
686,0.0
687,2.45732874
688,1.6255637
689,2.3293927599999997
690,1.8801303800000002
691,1.280285225
692,2.5919104600000002
693,2.89987034
694,1.27919472
695,1.27919472
696,0.0
697,1.46909556
698,0.0
699,0.0
700,0.0
701,1.80471638
702,1.278906575
703,1.6255637
704,2.4708564799999997
705,0.0
706,2.9648220800000002
707,1.6241774666666666
708,2.8161125
709,0.0
710,0.0
711,2.56076566
712,1.67660162
713,2.8785043249999998
714,2.9573640400000003
715,1.27883735
716,0.0
717,2.42969054
718,2.6868974999999997
719,1.99772456
720,1.2783340333333333
721,2.22919774
722,2.8187266600000003
723,2.5715755
724,3.0949568199999997
725,2.4441800000000002
726,0.0
727,1.278906575
728,2.6881546
729,0.0
730,2.5762742249999997
731,2.2729985200000002
732,1.3486093000000001
733,2.32116514
734,2.53470402
735,1.6255637
736,1.27919472
737,0.0
738,0.0
739,1.27919472
740,1.2803473
741,2.64689038
742,1.278906575
743,0.0
744,1.67660162
745,1.278906575
746,0.0
747,0.0
748,0.0
749,2.03650296
750,2.4437629199999997
751,1.6255637
752,1.9974051200000003
753,2.22919774
754,0.0
755,1.5568268600000001
756,2.074327675
757,1.6255637
758,0.0
759,1.67660162
760,1.87298615
761,1.27919472
762,0.0
763,2.29572938
764,0.0
765,1.365605575
766,2.0595783
767,2.9152818799999998
768,2.1680879400000004
769,2.33281882
770,0.0
771,2.9744427666666664
772,3.30017992
773,0.0
774,0.0
775,2.161988
776,2.2739379200000003
777,1.2781871
778,1.278906575
779,2.6041494800000002
780,1.280285225
781,0.0
782,1.46909556
783,2.92072818
784,2.495614
785,0.0
786,2.15913568
787,1.27919472
788,2.360154375
789,1.41805764
790,1.8801303800000002
791,1.27588845
792,1.4179639400000001
793,1.27919472
794,3.0534117200000006
795,1.4878302
796,0.0
797,0.0
798,0.0
799,0.0
800,1.2813989
801,0.0
802,2.2434683200000003
803,0.0
804,2.38063788
805,1.67663218
806,0.0
807,1.2783340333333333
808,1.6255637
809,1.99772456
810,0.0
811,1.27919472
812,2.33706474
813,0.0
814,1.280285225
815,1.27919472
816,1.6255637
817,1.9965856600000003
818,2.0808835
819,1.27919472
820,2.0750819999999996
821,2.3004067399999997
822,1.86815974
823,1.8801303800000002
824,0.0
825,0.0
826,3.3053151199999995
827,2.64007888
828,1.82909246
829,1.6255637
830,1.27919472
831,0.0
832,0.0
833,1.6255637
834,0.0
835,0.0
836,2.0750819399999996
837,2.0907305000000003
838,1.278906575
839,0.0
840,1.27919472
841,2.35406046
842,1.9173281799999997
843,0.0
844,1.27919472
845,3.1147010200000005
846,1.280285225
847,2.4654645
848,0.0
849,1.27919472
850,1.2813989
851,1.2813989
852,1.9192282200000002
853,0.0
854,2.15762872
855,1.5568268600000001
856,1.36705345
857,0.0
858,2.74501282
859,1.9697679399999999
860,0.0
861,2.1680879400000004
862,0.0
863,1.280285225
864,2.60350386
865,1.27919472
866,2.03650296
867,1.5887231199999998
868,1.9079141400000001
869,0.0
870,2.2434682199999996
871,2.2729985200000002
872,2.22919774
873,0.0
874,1.6255637
875,1.6255637
876,1.2803473
877,2.6525083799999996
878,1.75148155
879,0.0
880,0.0
881,2.8943126400000003
882,1.4169282199999997
883,2.65486324
884,1.27883735
885,1.278906575
886,1.27919472
887,1.7609556000000002
888,1.278906575
889,2.4164226999999996
890,1.2803473
891,1.82909246
892,0.0
893,0.0
894,2.5214516199999997
895,1.27919472
896,1.6255637
897,1.55614912
898,2.5566672400000003
899,1.6255637
900,1.5410795750000001
901,2.2330978000000004
902,2.7181154599999995
903,1.365605575
904,2.32898908
905,2.3749604599999996
906,2.0750819399999996
907,0.0
908,1.2813989
909,1.4878302
910,1.6255637
911,2.4749022
912,1.27919472
913,1.77902482
914,1.3486093000000001
915,2.7602637999999997
916,2.41642274
917,1.27919472
918,2.44148786
919,2.6036723599999996
920,0.0
921,2.2326770000000002
922,1.27919472
923,1.62556374
924,0.0
925,1.27919472
926,1.4878302
927,1.4169282199999997
928,1.6255637
929,2.98814642
930,1.8801303800000002
931,1.4878302
932,1.6255637
933,2.97045182
934,0.0
935,1.6255637
936,2.4881059000000003
937,0.0
938,0.0
939,2.35406046
940,1.365605575
941,0.0
942,1.280285225
943,2.91504098
944,1.6241774666666666
945,0.0
946,2.0907305000000003
947,1.9968602400000002
948,1.27919472
949,1.82909246
950,1.7790248000000002
951,1.27919472
952,2.7480239333333336
953,2.43378998
954,2.88196004
955,3.14730716
956,0.0
957,2.68927518
958,0.0
959,1.27919472
960,2.68815454
961,2.6809735
962,1.5561153600000002
963,1.6255637
964,2.51794346
965,2.5042136399999997
966,1.280285225
967,2.84522156
968,2.7669922399999995
969,1.2813989
970,0.0
971,1.27919472
972,2.5385708
973,2.43660574
974,1.27919472
975,1.27919472
976,1.27919472
977,0.0
978,0.0
979,0.0
980,0.0
981,2.8484334799999997
982,2.9449777
983,2.526992
984,0.0
985,1.278906575
986,2.5266993999999996
987,0.0
988,0.0
989,1.8795105250000002
990,2.1850916
991,2.60323426
992,1.27919472
993,2.35406046
994,2.2542500000000003
995,2.0808834
996,0.0
997,3.03193516
998,1.27919472
999,1.27919472
1000,1.27919472
1001,1.6255637
1002,0.0
1003,1.6255637
1004,1.280285225
1005,0.0
1006,3.0750894200000003
1007,2.62869632
1008,0.0
1009,0.0
1010,0.0
1011,1.2803473
1012,2.35011566
1013,2.3293927599999997
1014,1.45107345
1015,2.45023062
1016,1.67660162
1017,1.27919472
1018,1.36705345
1019,2.4967841199999996
1020,1.8801303800000002
1021,1.27919472
1022,1.2781871
1023,0.0
1024,2.5490316400000004
1025,2.22919774
1026,2.9341782600000004
1027,0.0
1028,2.7014312599999997
1029,1.6255637
1030,1.99772456
1031,0.0
1032,1.2783340333333333
1033,1.6255637
1034,1.5561153600000002
1035,1.27919472
1036,1.280285225
1037,1.27919472
1038,0.0
1039,2.6032344599999995
1040,0.0
1041,2.17263234
1042,0.0
1043,2.5097538
1044,1.8801303800000002
1045,2.85629168
1046,1.8801303800000002
1047,0.0
1048,1.280285225
1049,1.6241774666666666
1050,2.07767678
1051,2.6566322999999996
1052,2.5213393
1053,1.6255637
1054,3.04546256
1055,1.6255637
1056,1.62764305
1057,1.4169282199999997
1058,1.27919472
1059,1.6241774666666666
1060,1.27883735
1061,3.1754203599999995
1062,1.6255637
1063,1.77802398
1064,1.4169282199999997
1065,0.0
1066,0.0
1067,1.27883735
1068,2.30457808
1069,1.6255637
1070,1.27919472
1071,0.0
1072,1.280285225
1073,0.0
1074,3.10522474
1075,1.55614912
1076,0.0
1077,2.66586568
1078,2.64588222
1079,0.0
1080,1.6202222
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,1.2783340333333333
1086,1.6255637
1087,1.27919472
1088,1.6241774666666666
1089,1.8801303800000002
1090,1.27919472
1091,1.5561153600000002
1092,1.6255637
1093,0.0
1094,2.8606400400000007
1095,0.0
1096,1.9968602400000002
1097,0.0
1098,1.27919472
1099,1.5557911399999997
1100,1.62498815
1101,1.8801303800000002
1102,2.8358579400000004
1103,1.27919472
1104,1.4878302
1105,0.0
1106,2.41642274
1107,1.27919472
1108,0.0
1109,2.03650302
1110,1.27919472
1111,1.27919472
1112,1.27919472
1113,0.0
1114,2.41307524
1115,1.5565670600000001
1116,0.0
1117,2.3511628333333334
1118,2.3615273666666665
1119,2.4634557
1120,0.0
1121,2.99645588
1122,1.6255637
1123,0.0
1124,1.81812264
1125,1.9192282200000002
1126,2.16611078
1127,3.0857870199999997
1128,2.39496646
1129,0.0
1130,2.53080054
1131,1.27919472
1132,1.2813989
1133,1.27919472
1134,2.6703309600000003
1135,1.280285225
1136,1.27919472
1137,1.6241774666666666
1138,1.278906575
1139,2.0790710199999998
1140,1.6250995750000001
1141,1.4878302
1142,1.27588845
1143,3.13832198
1144,1.6255637
1145,2.9005056600000003
1146,1.94582232
1147,1.27919472
1148,2.5532429
1149,1.3486093000000001
1150,0.0
1151,1.9192282200000002
1152,0.0
1153,1.27588845
1154,2.64333314
1155,0.0
1156,1.2803473
1157,2.535830625
1158,1.27588845
1159,1.27919472
1160,2.3457381999999996
1161,1.27919472
1162,2.45403856
1163,1.27919472
1164,1.27919472
1165,1.280285225
1166,2.65648116
1167,1.3970898666666667
1168,1.27919472
1169,1.27759
1170,3.20192478
1171,2.46884776
1172,0.0
1173,1.6241774666666666
1174,1.96860542
1175,0.0
1176,2.0750819399999996
1177,2.5340602999999997
1178,1.28048575
1179,2.0980745
1180,2.0750819399999996
1181,1.4878302
1182,1.6250995750000001
1183,1.27919472
1184,1.27919472
1185,1.6255637
1186,1.82969244
1187,2.48872874
1188,2.60340572
1189,1.6255637
1190,2.74734356
1191,1.6255637
1192,2.629768725
1193,0.0
1194,1.6581377
1195,2.8374594600000003
1196,1.2813989
1197,1.27588845
1198,2.4162001999999996
1199,2.16014916
1200,0.0
1201,1.94582232
1202,2.35406046
1203,2.2734248
1204,0.0
1205,2.90811264
1206,0.0
1207,1.82909246
1208,2.52669918
1209,0.0
1210,1.27919472
1211,0.0
1212,1.8801303800000002
1213,0.0
1214,0.0
1215,1.8801303800000002
1216,2.62413874
1217,2.1661108799999997
1218,1.27919472
1219,2.5331671799999995
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,1.6255637
1225,1.2783340333333333
1226,1.27919472
1227,1.34793156
1228,1.27919472
1229,2.8592312800000004
1230,1.55614912
1231,0.0
1232,1.6255637
1233,1.55614912
1234,0.0
1235,0.0
1236,1.27588845
1237,2.22919774
1238,0.0
1239,1.2783340333333333
1240,0.0
1241,1.27919472
1242,1.27919472
1243,1.27919472
1244,0.0
1245,2.077952125
1246,1.6255637
1247,1.41805764
1248,2.2538653999999996
1249,0.0
1250,1.27919472
1251,0.0
1252,0.0
1253,0.0
1254,2.2589269199999995
1255,2.62656282
1256,1.4169282199999997
1257,2.7222829499999994
1258,1.6274202
1259,1.77802398
1260,1.27919472
1261,0.0
1262,0.0
1263,0.0
1264,1.2813989
1265,2.22919774
1266,0.0
1267,2.13619174
1268,1.8848932000000003
1269,2.8960983
1270,1.2813989
1271,2.60340572
1272,0.0
1273,2.1680879400000004
1274,2.0663797500000003
1275,1.2791947399999999
1276,1.2783340666666667
1277,0.0
1278,1.2791947399999999
1279,2.3462173999999996
1280,1.6202222
1281,0.0
1282,2.0750819399999996
1283,1.2803473
1284,0.0
1285,2.8341231999999996
1286,1.6255637
1287,2.2358934
1288,1.8801303800000002
1289,2.32270646
1290,1.2803473
1291,1.2773747666666668
1292,1.28048575
1293,0.0
1294,2.1059976
1295,2.22919774
1296,2.90292942
1297,1.8801303800000002
1298,1.278906575
1299,1.85617486
1300,2.09247082
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,1.2803473
1306,0.0
1307,0.0
1308,0.0
1309,1.6255637
1310,0.0
1311,0.0
1312,2.05797004
1313,2.8819601800000005
1314,1.8801303800000002
1315,1.6255637
1316,2.43660574
1317,2.4654645
1318,1.2803473
1319,0.0
1320,2.6145145333333333
1321,2.1680879400000004
1322,1.2803473
1323,0.0
1324,1.6255637
1325,1.280285225
1326,2.0750819399999996
1327,0.0
1328,1.8801303800000002
1329,2.07432775
1330,2.367741
1331,3.3807052000000004
1332,1.8824863250000001
1333,2.90831874
1334,0.0
1335,1.278906625
1336,1.82969244
1337,2.8529764600000003
1338,0.0
1339,2.27583782
1340,2.8918203999999994
1341,2.2603440800000003
1342,0.0
1343,1.99772456
1344,1.2758885
1345,1.8801303800000002
1346,2.35406038
1347,2.1669654800000004
1348,0.0
1349,1.2783340333333333
1350,2.1371497400000004
1351,2.7153221400000005
1352,1.3656056250000002
1353,0.0
1354,1.27919476
1355,2.34286
1356,1.2783341000000001
1357,2.0728277
1358,0.0
1359,1.6255637
1360,1.2758885
1361,0.0
1362,2.2059244199999997
1363,1.6255637
1364,0.0
1365,1.6202222
1366,1.6273254000000001
1367,1.4878302200000002
1368,0.0
1369,1.95748782
1370,1.3670535000000001
1371,1.2783340333333333
1372,2.45732874
1373,0.0
1374,0.0
1375,2.61809594
1376,1.6202222
1377,2.2544544800000006
1378,1.27919476
1379,1.95748782
1380,2.09768874
1381,1.3670535000000001
1382,3.25846135
1383,3.24047294
1384,1.6572547
1385,1.3486093000000001
1386,1.8848932000000003
1387,0.0
1388,1.27919472
1389,0.0
1390,1.41692824
1391,0.0
1392,0.0
1393,1.8801303800000002
1394,2.4162165599999996
1395,0.0
1396,2.3708095399999998
1397,1.28048575
1398,1.27919472
1399,1.77802398
1400,2.20527814
1401,0.0
1402,0.0
1403,1.67660162
1404,2.41586642
1405,1.27919476
1406,2.4338413799999996
1407,0.0
1408,3.0393070599999996
1409,2.30457802
1410,3.0785893399999997
1411,1.8801303800000002
1412,3.02781316
1413,2.0750819999999996
1414,1.27919472
1415,0.0
1416,3.29284416
1417,1.6255637
1418,1.6273254000000001
1419,0.0
1420,2.2358934
1421,1.8801303800000002
1422,1.280285275
1423,3.15747588
1424,3.0418279000000004
1425,2.0750819999999996
1426,1.27919476
1427,2.75409898
1428,1.7790248000000002
1429,2.13619174
1430,3.35556294
1431,0.0
1432,0.0
1433,0.0
1434,1.2758885
1435,1.6065533000000003
1436,0.0
1437,1.2803473
1438,1.6273254000000001
1439,0.0
1440,3.1322908799999998
1441,1.48670078
1442,3.0057448
1443,2.37479964
1444,1.280285225
1445,1.6255637
1446,0.0
1447,1.6255637
1448,1.6273254000000001
1449,2.34038544
1450,0.0
1451,2.6032468799999995
1452,2.0980745
1453,1.2803473
1454,0.0
1455,0.0
1456,2.9959789999999997
1457,2.1680879400000004
1458,0.0
1459,2.64155742
1460,3.23738654
1461,1.3489673000000002
1462,2.73434726
1463,1.27919476
1464,1.2758885
1465,1.2803473
1466,3.1147125000000004
1467,3.13711232
1468,2.9481533
1469,1.8848932000000003
1470,0.0
1471,1.2813989333333333
1472,0.0
1473,0.0
1474,2.7611230200000003
1475,1.27919476
1476,0.0
1477,0.0
1478,0.0
1479,1.27919476
1480,1.2813989333333333
1481,1.27919476
1482,0.0
1483,1.27919472
1484,2.0750819399999996
1485,0.0
1486,1.6255637
1487,1.3489673000000002
1488,2.0532691200000004
1489,0.0
1490,3.0154043
1491,2.43658942
1492,1.278906625
1493,0.0
1494,1.5568268600000001
1495,1.6255637
1496,1.98494624
1497,0.0
1498,1.27919472
1499,2.5726573750000004
1500,1.8782779333333333
1501,3.18367714
1502,0.0
1503,1.8801303800000002
1504,1.9075887400000002
1505,1.9977245
1506,1.99772456
1507,2.13687434
1508,1.8801303800000002
1509,2.22919774
1510,1.34860934
1511,1.27883735
1512,2.0359580800000003
1513,0.0
1514,1.2813989
1515,1.5887231199999998
1516,0.0
1517,1.27919476
1518,1.2783341000000001
1519,0.0
1520,2.7822845666666667
1521,0.0
1522,2.30375138
1523,1.5887231199999998
1524,0.0
1525,1.27919476
1526,2.3615272
1527,1.55614912
1528,2.21741538
1529,2.22919774
1530,1.34860934
1531,1.2813989333333333
1532,1.280285275
1533,0.0
1534,1.48741228
1535,1.27919476
1536,1.27919476
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,1.280285275
1543,0.0
1544,0.0
1545,0.0
1546,1.8801303800000002
1547,2.73235092
1548,2.2325098
1549,0.0
1550,0.0
1551,0.0
1552,2.4885435199999995
1553,1.8801303800000002
1554,1.8824863250000001
1555,0.0
1556,1.2783340333333333
1557,2.0750819999999996
1558,1.6273254000000001
1559,2.40562124
1560,1.2813989333333333
1561,0.0
1562,0.0
1563,1.7609556000000002
1564,2.9451544400000005
1565,1.2803473
1566,3.28441932
1567,1.48670078
1568,2.19828214
1569,3.3703470799999997
1570,1.27919476
1571,0.0
1572,2.49869438
1573,1.27919472
1574,0.0
1575,2.3316189199999995
1576,2.2808981200000003
1577,2.7374260599999998
1578,1.27919476
1579,1.27919476
1580,2.6910479599999997
1581,1.67660162
1582,1.55614912
1583,0.0
1584,1.27919476
1585,1.8801303800000002
1586,1.6769184
1587,0.0
1588,0.0
1589,2.0808834
1590,2.7304420000000005
1591,0.0
1592,1.27919472
1593,1.55614912
1594,1.27919472
1595,0.0
1596,2.5266851999999997
1597,2.81058522
1598,1.6255637
1599,0.0
1600,2.4654645
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,1.4878302200000002
1607,1.27919476
1608,2.11578276
1609,1.27919476
1610,1.27919476
1611,3.12030794
1612,0.0
1613,1.70857564
1614,2.02801244
1615,0.0
1616,1.2813989333333333
1617,2.31958608
1618,1.87298615
1619,1.48670078
1620,0.0
1621,0.0
1622,1.2813989333333333
