,SC
632,114152.577
633,1261.1284179999998
634,1853.183756
635,22.817359279999998
636,0.0
637,1056.0636960000002
638,5.15896458
639,224370.34800000006
640,240292.28999999995
641,0.0
642,325.93807560000005
643,2083.81004
644,771.7423799999999
645,12161.8563
646,0.0
647,0.0
648,439.977548
649,12650.63302
650,69.6413438
651,0.0
652,578.08854
653,1868.2637399999999
654,0.0
655,3558.1050999999998
656,64.20571340000001
657,0.0
658,8.593141866666667
659,725.425868
660,1964.0094000000001
661,5363.674899999999
662,149.53124
663,0.0
664,0.0
665,95216.9932
666,819.02775
667,5522.3899
668,1.6533224399999997
669,0.0
670,156.2632828
671,3.5448725800000007
672,419.620334
673,0.0
674,25.2990054
675,0.0
676,7631.479120000001
677,10.24895554
678,9506.457
679,38130.0192
680,3.06759492
681,1.6026155
682,0.0
683,746.933828
684,4.57754692
685,12794.7971
686,0.0
687,3161.66688
688,311.386098
689,2395.33812
690,24.554176000000002
691,86.86436549999999
692,11706.320332000001
693,23300.0518
694,25.2990024
695,58.557341199999996
696,0.0
697,9.842122
698,0.0
699,0.0
700,0.0
701,599.099406
702,9.976126625
703,1724.2888699999999
704,3084.06074
705,0.0
706,11512.57838
707,19.14485266666667
708,27654.743200000004
709,0.0
710,0.0
711,5066.5743751
712,4528.357994
713,16186.36725
714,163774.428
715,8.413801375
716,0.0
717,54933.42799999999
718,3368.3035
719,50390.301799999994
720,6085.596166666666
721,2901.5764599999998
722,10037.8541
723,2913.24694
724,151015.58000000002
725,26618.867399999996
726,0.0
727,268.9481425
728,34679.8802
729,0.0
730,16325.464499999998
731,6839.63946
732,42.337314199999994
733,11729.80234
734,12239.289719999999
735,4785.22422
736,1.58058684
737,0.0
738,0.0
739,3969.4926800000003
740,10.393408
741,40878.081
742,617.1335899999999
743,0.0
744,25.92746082
745,46.070958250000004
746,0.0
747,0.0
748,0.0
749,570.536058
750,3122.2028499999997
751,6046.63576
752,152.8768136
753,109365.522
754,0.0
755,48.437389100000004
756,117.0379575
757,5.6301626
758,0.0
759,250.577056
760,5158.157999999999
761,2.0933988999999995
762,0.0
763,1614.190795
764,0.0
765,1236.7226785
766,2573.2113
767,543996.3120000002
768,3656.9932
769,687.132564
770,0.0
771,11214.112666666666
772,5377075.3
773,0.0
774,0.0
775,102.1463652
776,4433.41528
777,57.426286250000004
778,1242.246275
779,2397.21116
780,55.70085974999999
781,0.0
782,1176.13423848
783,73173.95859999998
784,1066.2691102
785,0.0
786,14310.664299999999
787,1.61791512
788,184.49183999999997
789,447.81121799999994
790,9474.693539999998
791,5832.7047
792,3.54181916
793,2.12393512
794,25499.672199999994
795,1246.440964
796,0.0
797,0.0
798,0.0
799,0.0
800,1.7995010999999999
801,0.0
802,6262.242759999999
803,0.0
804,8671.74748
805,1074.742856
806,0.0
807,1.6680749
808,497.643592
809,10552.153080000002
810,0.0
811,3.5112463600000003
812,1465.010044
813,0.0
814,3.236878125
815,30.626879600000002
816,476.50801
817,2346.5263800000002
818,2063.3109666666664
819,1388.9323200000001
820,586.28949
821,3887.67796
822,12882.49094
823,11753.734199999999
824,0.0
825,0.0
826,94470.4186
827,1188.730144
828,1187.8509099999999
829,70.0611998
830,3.9204632599999996
831,0.0
832,0.0
833,4060.0248999999994
834,0.0
835,0.0
836,1017.1347159999998
837,795.9270328
838,2.193733275
839,0.0
840,116.320412
841,14112.084599999998
842,1087.668913
843,0.0
844,3969.49262
845,3417035.66
846,105.47875125
847,12828.146666666667
848,0.0
849,12.7515672
850,46.950596999999995
851,1.5431427666666666
852,8512.218640000001
853,0.0
854,3737.7966
855,138.28190020000002
856,185.76144825
857,0.0
858,45588.9116
859,8543.2545
860,0.0
861,200.63813
862,0.0
863,2.2669659500000003
864,1483.73144
865,3.9752524
866,308.239954
867,368.74621186
868,16740.098179999997
869,0.0
870,379055.522
871,1643.6430400000002
872,46051.0178
873,0.0
874,3922.4331119999997
875,653.4809779999999
876,278.09558
877,12378.7098
878,78.3251155
879,0.0
880,0.0
881,607845.328
882,737.0400400000001
883,16584.61906
884,99.4385335
885,281.55561
886,4.53913124
887,9.04033488
888,8.75322535
889,27240.2894
890,1.5401793
891,5570.7812
892,0.0
893,0.0
894,1750.1511299999997
895,1.570027
896,177.380996
897,135.866003
898,47445.4292
899,3939.7138399999994
900,8.455938
901,5582.891100000001
902,60954.2848
903,1963.06307
904,22962.5658
905,23250.3326
906,2369.60648
907,0.0
908,555.35032
909,70.79044279999998
910,42.23586339999999
911,7201.942239999999
912,2.7597808799999997
913,27.1311792
914,186.959318
915,25197.244799999997
916,8718.17644
917,388.04996
918,22645.399960000002
919,702.1496880000001
920,0.0
921,1914.5631
922,1.7327260599999998
923,48.374405800000005
924,0.0
925,108.6463932
926,320.698812
927,689.0144720000001
928,1164.4295539999998
929,16317.5913
930,16.4396724
931,165.52288468
932,250.761701
933,76465.78570000001
934,0.0
935,458.803088
936,15419.84838
937,0.0
938,0.0
939,1344.5023720000002
940,87.28924675000002
941,0.0
942,6.578306125
943,38536.4302
944,1058.7516
945,0.0
946,244.3659
947,680.255316
948,6.029396779999999
949,826.9918
950,283.20784399999997
951,9.550720519999999
952,113820.58033333335
953,813.609088
954,124903.37299999999
955,185757.612
956,0.0
957,88055.13337999998
958,0.0
959,988.1895817600001
960,32279.465799999998
961,5550.7358
962,119.94666474
963,6.6856827999999995
964,11142.056139999999
965,3586.865696
966,97.448552
967,27393.696000000004
968,68151.7062
969,560.05425
970,0.0
971,1.9511482
972,18965.183250000002
973,11271.607
974,17.720088600000004
975,2.2171340400000004
976,1.6358182200000002
977,0.0
978,0.0
979,0.0
980,0.0
981,37350.2194
982,107407.0128
983,6135.78534
984,0.0
985,23.81015825
986,11340.3784
987,0.0
988,0.0
989,339.46682
990,36476.4362
991,29867.522600000004
992,956.8930079999998
993,8355.970519999999
994,2499.90852
995,93.76454466666667
996,0.0
997,127271.37199999997
998,5.955815540000001
999,1.7853226799999997
1000,439.977518
1001,22.9176432
1002,0.0
1003,5.95118302
1004,8.416497750000001
1005,0.0
1006,62373.8032
1007,43015.124800000005
1008,0.0
1009,0.0
1010,0.0
1011,2.375211
1012,301.97797299999996
1013,1872.74516
1014,1985.118385
1015,9515.341120000001
1016,1717.1518179999998
1017,789.777694
1018,7145.0923
1019,27615.565300000006
1020,712.61167
1021,36.299390599999995
1022,4.44546705
1023,0.0
1024,57244.016500000005
1025,1983.683682
1026,55686.58600000001
1027,0.0
1028,15860.148920000001
1029,5.74891806
1030,3110.366974
1031,0.0
1032,1.5430246666666667
1033,4.650511100000001
1034,3683.450683
1035,10.130734919999998
1036,1439.681875
1037,44.655228
1038,0.0
1039,3638.84164
1040,0.0
1041,2726.6729
1042,0.0
1043,71900.1818
1044,234.01477600000004
1045,98843.60232
1046,373.22016199999996
1047,0.0
1048,55.70086025
1049,10453.382366666667
1050,520.228848
1051,32181.514400000004
1052,4512.51374
1053,3.13146594
1054,14720.304139999998
1055,4100.603996
1056,1029.7940700000001
1057,3.18100938
1058,1.54327738
1059,521.9229083333333
1060,23.720801375
1061,6104.2646
1062,4727.24846
1063,906.598892
1064,3651.0004240000003
1065,0.0
1066,0.0
1067,13.9824084
1068,79358.55720000001
1069,46.14803500000001
1070,2.91413586
1071,0.0
1072,2.3211059
1073,0.0
1074,20531.572399999997
1075,497.85182936
1076,0.0
1077,6377.72788
1078,9596.685220000003
1079,0.0
1080,7321.9613
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,1.7024950333333333
1086,72.49944740000001
1087,4.54860832
1088,25.900719666666664
1089,5909.2674400000005
1090,1.5428353600000002
1091,55.053152
1092,1709.5917679999998
1093,0.0
1094,25219.377
1095,0.0
1096,285.29566
1097,0.0
1098,2.0581238399999995
1099,1111.415318
1100,44.7941165
1101,1665.5488799999998
1102,418423.04399999994
1103,2.67232098
1104,11.10735558
1105,0.0
1106,3048.952832
1107,9.46134994
1108,0.0
1109,3965.1795399999996
1110,2.1426582400000003
1111,1.7853611399999998
1112,1.64821238
1113,0.0
1114,8519.708799999999
1115,3748.0732479999997
1116,0.0
1117,36402.132333333335
1118,36938.27333333334
1119,8056.935820000001
1120,0.0
1121,49360.0702
1122,11.331458399999999
1123,0.0
1124,1866.4354739999999
1125,380.98856
1126,8054.7474999999995
1127,228115.94299999997
1128,6038.79794
1129,0.0
1130,33570.86846
1131,2340.2653248
1132,1.5419179333333333
1133,1.54278834
1134,4711.03362
1135,1.6070304750000002
1136,13.772964739999997
1137,12.086848833333333
1138,111.91148375
1139,5365.899652
1140,188.6159035
1141,63164.5162
1142,1.5382905
1143,8991.37234
1144,4.18280294
1145,37530.8808
1146,5498.53332
1147,144.126038
1148,20351.3824
1149,2067.327606
1150,0.0
1151,315.70014899999995
1152,0.0
1153,5832.70485
1154,22755.0334
1155,0.0
1156,35.133724
1157,14477.194075
1158,285.10852
1159,3.3573724
1160,303.32293000000004
1161,289.65326999999996
1162,43675.41359999999
1163,800.031822
1164,11.632486500000002
1165,2.836036
1166,14257.392799999998
1167,1095.9208533333333
1168,2.6723501599999997
1169,35.3985025
1170,153232.63199999998
1171,130310.17940000002
1172,0.0
1173,189.62913333333333
1174,24352.761204000002
1175,0.0
1176,31.203841999999998
1177,687.0923300000001
1178,233.41065000000003
1179,45.0660218
1180,2179.16514
1181,12.096394
1182,393.5839475
1183,9.73543368
1184,3.8391703
1185,1133.08272
1186,4081.3342300000004
1187,274.135836
1188,2666.5951400000004
1189,9.5819978
1190,45523.1392
1191,12568.351359999999
1192,47126.59875
1193,0.0
1194,478.3060904000001
1195,72499.7092
1196,114.54554833333331
1197,405.26754999999997
1198,2239.88792
1199,1422.4394459999999
1200,0.0
1201,251.16407599999997
1202,504.983716
1203,2616.18064
1204,0.0
1205,1807808.48
1206,0.0
1207,138.898348
1208,3421.4479399999996
1209,0.0
1210,3715.4330800000002
1211,0.0
1212,298.904838
1213,0.0
1214,0.0
1215,134.43685399999998
1216,17677.2002
1217,540.093588
1218,96.28738539999999
1219,5772.8227
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,4134.4998
1225,1.6061396666666667
1226,85.47327320000001
1227,2.01483904
1228,342.62364
1229,72673.8934
1230,339.5765212
1231,0.0
1232,82.529358
1233,381.86774879999996
1234,0.0
1235,0.0
1236,405.267515
1237,1324.16694
1238,0.0
1239,544.4767666666665
1240,0.0
1241,61.672430600000006
1242,9.460436099999999
1243,25.298988200000004
1244,0.0
1245,898.7821600000001
1246,7.30498266
1247,77.1591742
1248,144.217468
1249,0.0
1250,789.7776959999999
1251,0.0
1252,0.0
1253,0.0
1254,1672.0249568
1255,32786.9464
1256,309.82374200000004
1257,2465.3313500000004
1258,7850.1406
1259,407.23251100000004
1260,1.57884654
1261,0.0
1262,0.0
1263,0.0
1264,40.54125966666666
1265,2736.63032
1266,0.0
1267,20194.3636
1268,758.6901666666666
1269,30362.8108
1270,9.268895666666666
1271,16694.999200000002
1272,0.0
1273,104.53810739999999
1274,196.886005
1275,497.358626
1276,1.6261136
1277,0.0
1278,13.503352759999999
1279,7158.48634
1280,5870.50275
1281,0.0
1282,11658.271700000001
1283,43.575359999999996
1284,0.0
1285,35195.1806
1286,10.592925139999998
1287,1108.1387333333334
1288,43310.1314
1289,16567.26988
1290,43.575359999999996
1291,18.542863999999998
1292,1.54206225
1293,0.0
1294,1562.38468
1295,3360.7148199999997
1296,12354.53468
1297,51.019153200000005
1298,4418.734375
1299,4466.99876
1300,2887.5604246000003
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,43.575359999999996
1306,0.0
1307,0.0
1308,0.0
1309,87402.12899999999
1310,0.0
1311,0.0
1312,137.692326
1313,2182087.5599999996
1314,6.53486156
1315,5.32296738
1316,20305.724299999998
1317,6472.441666666667
1318,732.77435
1319,0.0
1320,1687.628566666667
1321,1470.9689720000001
1322,4320.0415
1323,0.0
1324,12.336996599999999
1325,1684.9522650000001
1326,1004.8411000000002
1327,0.0
1328,1177.8607299999999
1329,320.07298499999996
1330,2218.27456625
1331,339320.61799999996
1332,7451.3325
1333,141347.086
1334,0.0
1335,37.714136
1336,309.055052
1337,59575.727399999996
1338,0.0
1339,1616.9189208000003
1340,78922.9426
1341,24262.60968
1342,0.0
1343,3494.85092
1344,9.79937
1345,371.2100088
1346,7259.103
1347,36033.3708
1348,0.0
1349,242.36145333333332
1350,1076.975468
1351,38178.8298
1352,2.581697625
1353,0.0
1354,3.0437708800000003
1355,2492.0417500000003
1356,2.4070094666666666
1357,9520.832913333334
1358,0.0
1359,316.36740399999996
1360,5832.70485
1361,0.0
1362,1418.97172054
1363,316.367392
1364,0.0
1365,3279.4555
1366,351.680555
1367,446.73281720000006
1368,0.0
1369,1022.9039399999999
1370,48.7623335
1371,14.9913431
1372,2240.70244
1373,0.0
1374,0.0
1375,176.77833
1376,310.815
1377,17974.120600000002
1378,242.022316
1379,1894.8237000000001
1380,1285.16317
1381,4919.143475
1382,92710.56625
1383,1191496.512
1384,8073.706640000001
1385,42.3373112
1386,2707.6559333333335
1387,0.0
1388,21.524279739999997
1389,0.0
1390,44.8952996
1391,0.0
1392,0.0
1393,840.75977
1394,4139.4655
1395,0.0
1396,6448.9211
1397,5258.5723
1398,31.8723282
1399,47.1717488
1400,3031.877954
1401,0.0
1402,0.0
1403,62.82464540000001
1404,5601.527
1405,786.478248
1406,6760.7835
1407,0.0
1408,147691.93
1409,6388.053720000001
1410,39897.7042
1411,2110.08264
1412,104318.5874
1413,4531.46428
1414,37.0828834
1415,0.0
1416,183004.18199999997
1417,705.102652
1418,13.801946749999999
1419,0.0
1420,1643.6699
1421,623.2633020000001
1422,138.92155350000002
1423,94343.00100000002
1424,2644026.7600000002
1425,13990.60348
1426,2.8510893
1427,169566.85500000004
1428,408.42501400000003
1429,6151.437260000001
1430,4277285.776
1431,0.0
1432,0.0
1433,0.0
1434,16931.807
1435,92.47675530000001
1436,0.0
1437,79.513885
1438,297.084515
1439,0.0
1440,82396.53159999999
1441,6.485068839999999
1442,42968.864
1443,1983.8677199999997
1444,17.375196250000002
1445,131.94123480000002
1446,0.0
1447,5.30468674
1448,5.258778875
1449,5579.03584
1450,0.0
1451,1712.30144
1452,11373.37512
1453,7794.205
1454,0.0
1455,0.0
1456,924012.7805999999
1457,250.77196400000003
1458,0.0
1459,93914.419
1460,1518610.2399999998
1461,74.062804
1462,73770.51800000001
1463,49.42295039999999
1464,1.54373375
1465,43.575367
1466,132726.20880000002
1467,134992.784
1468,79953.93460000001
1469,118.59474666666665
1470,0.0
1471,6.705339700000001
1472,0.0
1473,0.0
1474,57035.2922
1475,32.002736
1476,0.0
1477,0.0
1478,0.0
1479,497.358586
1480,755.6321133333335
1481,45.7559536
1482,0.0
1483,32.4783642
1484,215294.92400000003
1485,0.0
1486,215.13435080000005
1487,93.50969046000002
1488,716.490194
1489,0.0
1490,18892.907
1491,1112.55062
1492,33.89867325
1493,0.0
1494,5.67103988
1495,4080.79876
1496,5698.3955000000005
1497,0.0
1498,25.298992199999997
1499,33218.958249999996
1500,4669.3148
1501,146881.187
1502,0.0
1503,13.147025399999999
1504,133.582584
1505,1327.6960880000001
1506,13072.4759906
1507,184.118122
1508,521.138322
1509,1010.580166
1510,3.42585356
1511,58.750021499999995
1512,4747.94442
1513,0.0
1514,621.83236
1515,1388.445356
1516,0.0
1517,6.692981499999999
1518,1.6015997333333336
1519,0.0
1520,18272.482
1521,0.0
1522,354.930284
1523,97.5900914
1524,0.0
1525,1.6722614199999999
1526,3001.0908
1527,815.3089739999999
1528,159.0631232
1529,2489.5304
1530,390.15560400000004
1531,1.5428449333333336
1532,1.541055375
1533,0.0
1534,2772.5397300000004
1535,9.015793680000002
1536,31.211638600000004
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,292.521435
1543,0.0
1544,0.0
1545,0.0
1546,164000.98
1547,4901.71632
1548,16770.316285
1549,0.0
1550,0.0
1551,0.0
1552,6179.06346
1553,1852.52176
1554,269.86485500000003
1555,0.0
1556,5.478336466666666
1557,1603.1346039999999
1558,19.145188625
1559,17002.508779999996
1560,613.3346
1561,0.0
1562,0.0
1563,2647.913236
1564,34576.5058
1565,4.056258000000001
1566,239507.37999999998
1567,595.3053320000001
1568,11655.78868
1569,2195186.12
1570,87.54041600000001
1571,0.0
1572,7933.473940000001
1573,14837.888500000001
1574,0.0
1575,3266.57182
1576,736.370621
1577,3507.59322
1578,1135.6959520000003
1579,1343.23526
1580,26071.7434
1581,1536.75963
1582,4.3691841600000005
1583,0.0
1584,6.97324766
1585,7411.55336
1586,2538.9812904
1587,0.0
1588,0.0
1589,1095.6098
1590,7639.4088
1591,0.0
1592,25.298993000000003
1593,848.8194739999999
1594,342.623652
1595,0.0
1596,20538.928600000003
1597,37341.3994
1598,1176.34625
1599,0.0
1600,71470.53333333334
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,92.8875984
1607,31.502997200000003
1608,5492.65268
1609,187.797268
1610,3969.49252
1611,750200.06
1612,0.0
1613,7.505259620000001
1614,207.7220612
1615,0.0
1616,8.5213835
1617,5425.73448
1618,2503.2160999999996
1619,1141.5988819999998
1620,0.0
1621,0.0
1622,28.645437666666666
1623,2.5161559333333336
1624,16505.5153
1625,1.9639467200000003
1626,0.0
1627,0.0
1628,383.03073
1629,0.0
1630,294.68149999999997
1631,103.313067
1632,20682.238
1633,789.777644
1634,0.0
1635,26461.7915
1636,141016.7904
1637,49.4229242
1638,7082.62334
1639,160.088996
1640,37.104792200000006
1641,53.58975955
1642,0.0
1643,445.90021800000005
1644,309.079068
1645,0.0
1646,28384.313399999995
