,B6N
0,0.0
1,0.0
2,1323.9017666666666
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,1229.5309833333333
10,0.0
11,413.24060333333335
12,0.0
13,6712.783118333334
14,7954.2672999999995
15,0.0
16,18629.452400000002
17,8101.79385
18,624.5978483333333
19,358.5496666666666
20,1209.9700683333333
21,9473.41485
22,3367.251533333334
23,11837.10585
24,8210.800016666666
25,6816.336833333334
26,0.0
27,0.0
28,3713.953416666666
29,0.0
30,1220.6412666666668
31,387.38037166666663
32,1447.5655400000003
33,1830.9337200000002
34,141.649225
35,2784.794033333333
36,35506.59883333334
37,0.0
38,0.0
39,5006.3851233333335
40,4371.706166666667
41,2573.3931166666666
42,0.0
43,2287.8173666666667
44,53533.46616666667
45,0.0
46,12844.04645
47,0.0
48,38356.73366666667
49,0.0
50,0.0
51,0.0
52,7461.4770340000005
53,0.0
54,2423.9030333333335
55,0.0
56,5015.0
57,8266.065059999999
58,0.0
59,0.0
60,0.0
61,0.0
62,6619.870099999999
63,0.0
64,0.0
65,4522.451175
66,0.0
67,0.0
68,10053.925891666668
69,23916.9325
70,23652.805375
71,179.94823499999998
72,63531.463500000005
73,18895.720166666666
74,6289.326433333333
75,877.159705
76,85453.73599999999
77,14299.949
78,5826.7348999999995
79,14115.351499999997
80,463.98826
81,0.0
82,6448.473099999999
83,0.0
84,632.3545
85,9803.121333333334
86,0.0
87,0.0
88,0.0
89,1870.8687133333333
90,7435.333333333333
91,0.0
92,244.31101666666666
93,12547.437
94,649.3437399999999
95,0.0
96,0.0
97,378555.28333333327
98,5188.6740666666665
99,7238.150799999999
100,0.0
101,0.0
102,72.565436
103,137.34742666666668
104,46878.934
105,662.28802
106,0.0
107,0.0
108,0.0
109,1377.0164949999998
110,953.7835
111,20602.829833333333
112,66.751693
113,6929.155216666667
114,232771.0366666667
115,0.0
116,0.0
117,44424.37616666666
118,0.0
119,7626.37635
120,0.0
121,0.0
122,12974.80925
123,1057.5176733333333
124,5285.224066666667
125,27126.5
126,10839.089583333332
127,974.4788066666666
128,476.40204000000006
129,0.0
130,0.0
131,0.0
132,7596.7305
133,617.3970583333333
134,7196.434883333332
135,18793.624
136,53262.02095
137,1926.6436983333333
138,2355.657983333333
139,0.0
140,0.0
141,19363.262333333332
142,258.97333
143,1204.19085
144,8279.067683333335
145,0.0
146,978.3262000000001
147,0.0
148,2424.1053666666667
149,0.0
150,5242.27542
151,619.0507216666666
152,1203.62421
153,44.080711666666666
154,0.0
155,2985.3843399999996
156,0.0
157,1904.5625533333334
158,3052.586538333333
159,117.05841833333334
160,0.0
161,1.9105605666666667
162,125335.87349999999
163,370.50627333333335
164,11524.701166666666
165,22009.643666666667
166,106.74862
167,0.0
168,709.470026
169,2081.4059
170,5838.1449999999995
171,0.0
172,0.0
173,0.0
174,104402.88333333332
175,0.0
176,0.0
177,4669.39486
178,2187.2959666666666
179,26384.277333333335
180,12289.606500000002
181,61978.63366666667
182,9635.490966666666
183,0.0
184,0.0
185,0.0
186,0.0
187,363.66110499999996
188,2328.63375
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,2946.4125000000004
195,0.0
196,0.0
197,0.0
198,6379.149666666667
199,0.0
200,129655.5125
201,27345.39616666667
202,105333.44116666669
203,492454.43166666664
204,325.172562
205,349.394878
206,4898.5988333333335
207,2340.24852
208,1525.6716833333332
209,14143.324416666665
210,0.0
211,0.0
212,8160.724833333335
213,0.0
214,12415.077666666666
215,65.78649333333333
216,958.3121125
217,5027.566366666667
218,0.0
219,0.0
220,1455.8838333333333
221,0.0
222,16870.15366666667
223,1802.786325
224,0.0
225,9083.921516666667
226,0.0
227,0.0
228,0.0
229,0.0
230,89434.60366666668
231,0.0
232,3081.4830333333334
233,6964.839816666667
234,0.0
235,17808.792250000002
236,8022.190916666666
237,25683.592166666665
238,0.0
239,31.07365
240,1039.26917
241,0.0
242,0.0
243,0.0
244,88939.60733333333
245,0.0
246,0.0
247,3805.6846666666665
248,0.0
249,0.0
250,7541.706833333334
251,0.0
252,15255.758333333333
253,122.96826666666668
254,9581.9615
255,424.3632178333334
256,572.9427983333334
257,19212.5308
258,2506.3233366666664
259,0.0
260,6506.2285833333335
261,19117.407166666668
262,0.0
263,0.0
264,0.0
265,402.041802
266,3281.8602499999997
267,0.0
268,3660.085266666667
269,0.0
270,416.02675500000004
271,7153.131
272,0.0
273,0.0
274,49682.49133333333
275,22084.176333333337
276,0.0
277,105051.72080000001
278,15314.421166666667
279,18185.655
280,90727.09
281,0.0
282,30732.548
283,0.0
284,15160.277
285,0.0
286,11935.170833333335
287,0.0
288,0.0
289,0.0
290,0.0
291,146.4789803333333
292,0.0
293,47.1108558
294,0.0
295,23981.234833333332
296,0.0
297,5540.7315456666665
298,14713.019333333332
299,185961.11719999998
300,820.7448166666667
301,843.37514
302,38960.507000000005
303,663.8383116666666
304,191.026845
305,14147.144166666665
306,0.0
307,43589.146166666666
308,15023.504833333332
309,5480.222566666666
310,2248.5051333333336
311,0.0
312,0.0
313,4558.8
314,3516.3438799999994
315,12262.3675
316,2912.8059
317,2487.3059316666668
318,0.0
319,0.0
320,0.0
321,26078.063049999997
322,7539.368066666666
323,12923.71725
324,0.0
325,0.0
326,5015.0
327,120109.01833333333
328,1070570.3233333332
329,2214.82705
330,0.0
331,0.0
332,0.0
333,671.152832
334,1.0
335,0.0
336,1114.3565925
337,4607.656683333334
338,27198.573666666663
339,0.0
340,487.34446399999996
341,0.0
342,25079.698333333334
343,1707.0247016666665
344,0.0
345,0.0
346,611.397465
347,4821.5792
348,0.0
349,3916.1759333333334
350,292.56850833333334
351,0.0
352,2173.757883333333
353,3034.0783283333335
354,1077.9477166666666
355,0.0
356,1136.04315
357,26697.242
358,0.0
359,11834.94425
360,94382.07800000001
361,3035.4939
362,78141.6295
363,2693.785283333333
364,252095.66833333333
365,5040.46405
366,3812.145383333333
367,1240.1685049999999
368,0.0
369,16985.291666666668
370,5875.8682149999995
371,0.0
372,0.0
373,4493.442516666666
374,0.0
375,0.0
376,0.0
377,0.0
378,70.277505
379,72313.34899999999
380,0.0
381,0.0
382,0.0
383,18028.57475
384,0.0
385,1972.578319166667
386,197.82833100000002
387,0.0
388,784.3948733333332
389,4394.239066666666
390,254.04425
391,0.0
392,8121.962333333333
393,21.284470833333334
394,20244.737833333333
395,1349.6620333333333
396,76.42320733333334
397,0.0
398,0.0
399,6979.487966666665
400,528.1166633333333
401,0.0
402,0.0
403,288.46091666666666
404,0.0
405,32745.788499999995
406,0.0
407,44387.3302
408,0.0
409,7598.0
410,5145.419866666666
411,67675.12966666666
412,5637.715399999999
413,29420.981499999998
414,53916.6865
415,0.0
416,0.0
417,69.646641
418,6775.712366666667
419,0.0
420,0.0
421,0.0
422,5274.080049833334
423,0.0
424,0.0
