ID,D6N
2289,28.33333333
2290,1.166666667
2291,4.4
2292,16
2293,1
2294,0
2295,4
2296,2.666666667
2297,2.333333333
2298,2
2299,2
2300,2
2301,0
2302,0
2303,0
2304,0
2305,0
2306,5.6
2307,1
2308,1
2309,12
2310,3
2311,2
2312,7.333333333
2313,4
2314,1
2315,4.5
2316,1
2317,1
2318,1
2319,1
2320,23.33333333
2321,1.666666667
2322,0
2323,0
2324,0
2325,18.5
2326,2.5
2327,2.666666667
2328,0
2329,2.333333333
2330,6
2331,0
2332,1
2333,1
2334,2.666666667
2335,1.75
2336,0
2337,8
2338,5.5
2339,68.5
2340,1
2341,9.333333333
2342,1
2343,1
2344,0
2345,1.4
2346,1
2347,3.4
2348,16.66666667
2349,2
2350,2
2351,2
2352,3.666666667
2353,1.5
2354,1
2355,4
2356,1
2357,2
2358,0
2359,0
2360,1
2361,2.333333333
2362,56.33333333
2363,1
2364,4
2365,0
2366,1
2367,11.5
2368,6.166666667
2369,7
2370,3
2371,1
2372,2.833333333
2373,9
2374,4
2375,1.166666667
2376,2
2377,6.833333333
2378,0
2379,0
2380,6.5
2381,1
2382,1
2383,1
2384,0
2385,4
2386,2.5
2387,18
2388,20.5
2389,0
2390,1.833333333
2391,1
2392,1
2393,1
2394,4.666666667
2395,7.333333333
2396,16.16666667
2397,1.833333333
2398,8.666666667
2399,1
2400,3
2401,6.833333333
2402,3.5
2403,3.833333333
2404,8.333333333
2405,1.6
2406,4
2407,1
2408,3
2409,1
2410,2.833333333
2411,0
2412,1
2413,4.5
2414,9
2415,2
2416,1.666666667
2417,19.5
2418,7
2419,1
2420,1
2421,1
2422,1
2423,1
2424,1
2425,3.333333333
2426,2.833333333
2427,15
2428,8
2429,28.66666667
2430,1
2431,4
2432,10.5
2433,2.333333333
2434,6.166666667
2435,3.5
2436,1.833333333
2437,1
2438,2.166666667
2439,11.16666667
2440,0
2441,1
2442,9.666666667
2443,2
2444,2
2445,1
2446,0
2447,0
2448,0
2449,0
2450,0
2451,6.666666667
2452,7.166666667
2453,11.66666667
2454,2
2455,4.333333333
2456,7
2457,5
2458,21.83333333
2459,2
2460,1
2461,1
2462,1
2463,2
2464,0
2465,4
2466,3.666666667
2467,1
2468,3
2469,4.833333333
2470,1.166666667
2471,1
2472,7.666666667
2473,0
2474,1
2475,1
2476,0
2477,2
2478,1
2479,1
2480,0
2481,0
2482,7
2483,1.666666667
2484,0
2485,0
2486,3.2
2487,9.833333333
2488,7.6
2489,6.833333333
2490,1.833333333
2491,26.66666667
2492,0
2493,5.166666667
2494,5.5
2495,4.166666667
2496,8.666666667
2497,2.666666667
2498,1
2499,4.5
2500,47.66666667
2501,1
2502,2
2503,1.833333333
2504,0
2505,4
2506,7.333333333
2507,2.833333333
2508,1
2509,14.33333333
2510,12
2511,1.833333333
2512,3.833333333
2513,5.666666667
2514,6.666666667
2515,0
2516,1
2517,2
2518,1
2519,10
2520,0
2521,2
2522,13.5
2523,6.833333333
2524,5
2525,0
2526,1.5
2527,6.5
2528,11.66666667
2529,1
2530,1.5
2531,11
2532,2.666666667
2533,3
2534,2
2535,2.833333333
2536,15.5
2537,1
2538,0
2539,23
2540,4.833333333
2541,1
2542,1.833333333
2543,10.33333333
2544,1.5
2545,14.5
2546,0
2547,2
2548,5.5
2549,7.833333333
2550,0
2551,1.833333333
2552,3
2553,2
2554,2.833333333
2555,3
2556,21
2557,0
2558,9.833333333
2559,5.333333333
2560,8
2561,1
2562,1
2563,29.16666667
2564,1
2565,1
2566,20.5
2567,3.5
2568,1.2
2569,1
2570,16.83333333
2571,2.166666667
2572,4.333333333
2573,13.16666667
2574,2.166666667
2575,18.33333333
2576,1.5
2577,0
2578,5.333333333
2579,18.5
2580,0
2581,1
2582,3.666666667
2583,1
2584,33.33333333
2585,0
2586,23.83333333
2587,1
2588,21.66666667
2589,1
2590,1
2591,1
2592,2
2593,2.666666667
2594,20
2595,1
2596,4.166666667
2597,12.25
2598,1
2599,0
2600,0
2601,1
2602,1
2603,4
2604,2.5
2605,0
2606,7
2607,2.666666667
2608,1
2609,19.5
2610,0
2611,3
2612,0
2613,1
2614,0
2615,8
2616,1
2617,0
2618,2.666666667
2619,2.833333333
2620,1
2621,1
2622,4
2623,0
2624,1
2625,9.5
2626,1
2627,2.666666667
2628,1
2629,1
2630,1
2631,3.666666667
2632,5.666666667
2633,1.4
2634,1
2635,16.83333333
2636,1
2637,1
2638,1
2639,0
2640,1
2641,11.16666667
2642,1.166666667
2643,5
2644,1
2645,0
2646,6
2647,0
2648,1.833333333
2649,1
2650,17
2651,0
2652,1
2653,3
2654,1
2655,2
2656,1
2657,0
2658,1
2659,5.833333333
2660,1
2661,4
2662,2.833333333
2663,3.333333333
2664,0
2665,0
2666,0
2667,1.2
2668,7.666666667
2669,1
2670,0
2671,5.166666667
2672,2.666666667
2673,14.5
2674,0
2675,0
2676,9.833333333
2677,1
2678,1
2679,1
2680,1.833333333
2681,6.333333333
2682,0
2683,3.833333333
2684,1
2685,1.833333333
2686,1
2687,46.5
2688,1.666666667
2689,0
2690,1.5
2691,0
2692,0
2693,0
2694,2.333333333
2695,1.166666667
2696,1.5
2697,4.833333333
2698,1
2699,14.16666667
2700,1
2701,1.2
2702,3.833333333
2703,1
2704,11.33333333
2705,4
2706,0
2707,64.25
2708,0
2709,0
2710,1.333333333
2711,7.833333333
2712,0
2713,6.166666667
2714,11
2715,1
2716,2.333333333
2717,2.833333333
2718,3
2719,4.666666667
2720,1.166666667
2721,6.5
2722,2
2723,2.666666667
2724,15
2725,8.2
2726,7.25
2727,19
2728,1
2729,16.83333333
2730,1.833333333
2731,3.5
2732,9.666666667
2733,0
2734,0
2735,5
2736,15.66666667
2737,19.5
2738,1
2739,1
2740,13
2741,6.833333333
2742,1.666666667
2743,2.666666667
2744,2
2745,4
2746,11.5
2747,133
2748,2.333333333
2749,16.33333333
2750,0
2751,1
2752,0
2753,1
2754,0
2755,0
2756,1.25
2757,3.666666667
2758,1
2759,1
2760,2.166666667
2761,1
2762,1.5
2763,0
2764,8.666666667
2765,12.33333333
2766,2
2767,3
2768,1.5
2769,10
2770,1
2771,0
2772,37
2773,1
2774,0
2775,1
2776,1
2777,0
2778,1.333333333
2779,1
2780,3.166666667
2781,6.666666667
2782,1
2783,4
2784,2
2785,1
2786,1.666666667
2787,12.16666667
2788,0
2789,3.166666667
2790,2.5
2791,1
2792,10.16666667
2793,1.333333333
2794,1.666666667
2795,1
2796,1
2797,0
2798,1
2799,1
2800,3.833333333
2801,1
2802,1.75
2803,1.833333333
2804,12.83333333
2805,1
2806,1
2807,3.666666667
2808,6.333333333
2809,16.83333333
2810,6.5
2811,2.666666667
2812,4.5
2813,12.5
2814,5.833333333
2815,8
2816,1.6
2817,0
2818,1
2819,14.16666667
2820,3
2821,1.5
2822,3.666666667
2823,12
2824,5.5
2825,0
2826,4.166666667
2827,0
2828,4.333333333
2829,1
2830,1
2831,0
2832,9
2833,1.666666667
2834,0
2835,1
2836,1
2837,10
2838,2
2839,1
2840,3
2841,1
2842,3
2843,1
2844,2
2845,1
2846,4
2847,1
2848,1
2849,4
2850,6.166666667
2851,2.333333333
2852,15.16666667
2853,0
2854,7.833333333
2855,1.166666667
2856,1
2857,2
2858,11
2859,0
2860,19
2861,0
2862,1
2863,1.833333333
2864,2
2865,9
2866,3.666666667
2867,1
2868,0
2869,2.166666667
2870,3
2871,6.166666667
2872,11.33333333
2873,5.166666667
2874,1
2875,0
2876,1
2877,1
2878,4
2879,2.833333333
2880,2.5
2881,3.5
2882,0
2883,27.83333333
2884,1.8
2885,2
2886,5.666666667
2887,0
2888,0
2889,14.4
2890,1
2891,0
2892,1
2893,13.16666667
2894,0
2895,3.333333333
2896,1
2897,3
2898,3
2899,0
2900,4.166666667
2901,0
2902,4.5
2903,3.333333333
2904,2
2905,1
2906,0
2907,6.166666667
2908,1.5
2909,34
2910,17.83333333
2911,1
2912,1
2913,6.666666667
2914,1
2915,1
2916,13.33333333
2917,1
2918,1
2919,2
2920,5.5
2921,11.5
2922,7.4
2923,2
2924,1
2925,0
2926,1
2927,1
2928,0
2929,2
2930,11.83333333
2931,3.166666667
2932,1.5
2933,2.666666667
2934,1.666666667
2935,10.66666667
2936,1
2937,1
2938,0
2939,8.833333333
2940,1
2941,2.5
2942,1
2943,6.5
2944,6.166666667
2945,21
2946,3.5
2947,2
2948,1.833333333
2949,1.833333333
2950,1.333333333
2951,1.666666667
2952,1
2953,4
2954,3
2955,1.833333333
2956,0
2957,1
2958,1
2959,1.5
2960,2.333333333
2961,1
2962,2.166666667
2963,7.5
2964,1
2965,3
2966,7
2967,1
2968,1.833333333
2969,1
2970,1
2971,8.666666667
2972,3.166666667
2973,4.666666667
2974,1.4
2975,1
2976,3
2977,0
2978,2.5
2979,5.833333333
2980,1
2981,2.333333333
2982,1
2983,0
2984,0
2985,0
2986,1
2987,1.666666667
2988,2.666666667
2989,1
2990,1.833333333
2991,11.66666667
2992,13.33333333
2993,1
2994,2
2995,2.5
2996,1
2997,0
2998,9.5
2999,1.833333333
3000,5.166666667
3001,0
3002,2.833333333
3003,0
3004,7
3005,3.833333333
3006,4.666666667
3007,1
3008,1.833333333
3009,4.666666667
3010,32.33333333
3011,3.5
3012,5.333333333
3013,7
3014,5
3015,1
3016,1
3017,4.4
3018,1
3019,14.16666667
3020,6
3021,3
3022,1
3023,1
3024,1
3025,1
3026,0
3027,12
3028,0
3029,2.833333333
3030,1
3031,2.333333333
3032,1
3033,4.333333333
3034,8
3035,1
3036,4.333333333
3037,1
3038,3.5
3039,1
3040,1
3041,1.25
3042,1
3043,0
3044,4.166666667
3045,1
3046,1
3047,0
3048,2
3049,1
3050,1
3051,0
3052,2
3053,1
3054,1.333333333
3055,1
3056,39.4
3057,5.333333333
3058,5.666666667
3059,1
3060,1.333333333
3061,16.83333333
3062,1
3063,5.666666667
3064,1
3065,2
3066,1
3067,4
3068,1.75
3069,4
3070,0
3071,4
3072,3.5
3073,1
3074,7
3075,3
3076,2.5
3077,3.166666667
3078,1.666666667
3079,3
3080,4.5
3081,3.166666667
3082,5.5
3083,10.16666667
3084,0
3085,1
3086,13
3087,1.5
3088,9.166666667
3089,1
3090,3
3091,2
3092,4.5
3093,0
3094,12.5
3095,2.666666667
3096,0
3097,0
3098,0
3099,2
3100,7.8
3101,1
3102,1.833333333
3103,1
3104,3
3105,2.666666667
3106,4
3107,11.83333333
3108,1.833333333
3109,1.666666667
3110,0
3111,1
3112,2
3113,4.166666667
3114,2
3115,1
3116,1.333333333
3117,4.166666667
3118,8
3119,2
3120,1
3121,0
3122,1
3123,1
3124,1.4
3125,0
3126,2.833333333
3127,0
3128,0
3129,5.833333333
3130,1.6
3131,4
3132,1.833333333
3133,8
3134,0
3135,0
3136,3
3137,2
3138,1.833333333
3139,1
3140,2
3141,8.833333333
3142,5.666666667
3143,1
3144,13.66666667
3145,6.666666667
3146,1
3147,1
3148,8.666666667
3149,18.33333333
3150,1
3151,0
3152,1
3153,2
3154,1.666666667
3155,1
3156,7.666666667
3157,5.833333333
3158,1
3159,1.833333333
3160,0
3161,3
3162,1
3163,1
3164,0
3165,3.166666667
3166,1
3167,1.666666667
3168,0
3169,1.4
3170,4.5
3171,1
3172,1.166666667
3173,5.833333333
3174,3
3175,1
3176,9.5
3177,1.4
3178,1
3179,1.4
3180,2.666666667
3181,0
3182,1.333333333
3183,6.666666667
3184,1
3185,1
3186,7.833333333
3187,3.666666667
3188,0
3189,31.83333333
3190,2
3191,0
3192,1.833333333
3193,16.5
3194,5.5
3195,3.833333333
3196,3.166666667
3197,5.5
3198,5.8
3199,1
3200,7.666666667
3201,1
3202,2.166666667
3203,0
3204,1
3205,5.666666667
3206,2.8
3207,2
3208,34
3209,6.833333333
3210,4.5
3211,1
3212,1
3213,7.666666667
3214,6
3215,2
3216,6.833333333
3217,4.333333333
3218,2.5
3219,0
3220,0
3221,1
3222,11.16666667
3223,1
3224,17.5
3225,14.16666667
3226,20.5
3227,1.666666667
3228,3.666666667
3229,0
3230,2.666666667
3231,1
3232,3.5
3233,1.833333333
3234,1
3235,13.83333333
3236,3
3237,5
3238,0
3239,5.333333333
3240,1
3241,1.25
3242,5
3243,3.5
3244,1.5
3245,1
3246,1.666666667
3247,0
3248,1
3249,0
3250,2
3251,6.166666667
3252,1
3253,1.833333333
3254,31.5
3255,12.16666667
3256,0
3257,1.5
3258,1.25
3259,1
3260,2
3261,3
3262,0
3263,3
3264,0
3265,4.5
3266,1
3267,0
3268,3.666666667
3269,1
3270,2
3271,1
3272,0
3273,25.5
3274,9.166666667
3275,1.25
3276,0
3277,42.16666667
3278,2
3279,6.333333333
3280,2
3281,1
3282,6.333333333
3283,2
3284,0
3285,2.166666667
3286,65.16666667
3287,5.666666667
3288,1
3289,0
3290,16.4
3291,13.4
3292,1
3293,1
3294,8.666666667
3295,0
3296,1.833333333
3297,1
3298,1
3299,1
3300,5.833333333
3301,4.666666667
3302,3.5
3303,0
3304,4.166666667
3305,1.6
3306,5.666666667
3307,1
3308,5.666666667
3309,2.833333333
3310,2
3311,1
3312,1
3313,0
3314,1
3315,2.833333333
3316,11
3317,1.333333333
3318,1
3319,1.666666667
3320,2
3321,1.666666667
3322,0
3323,11
3324,1
3325,17.66666667
3326,3.833333333
3327,1
3328,5.333333333
3329,1
3330,3
3331,5.666666667
3332,2.833333333
3333,2
3334,4.833333333
3335,1.666666667
3336,3.833333333
3337,3
3338,3
3339,0
3340,1
3341,1
3342,0
3343,1.25
3344,1
3345,0
3346,1
3347,0
3348,50
3349,1
3350,15
3351,9
3352,4
3353,3.833333333
3354,0
3355,3
3356,21.83333333
3357,2.333333333
3358,2
3359,1
3360,2.5
3361,6
3362,14.66666667
3363,4.666666667
3364,16
3365,1
3366,1
3367,1
3368,5
3369,1.333333333
3370,2.666666667
3371,48.83333333
3372,2
3373,1
3374,27.5
3375,10.66666667
3376,17
3377,1
3378,0
3379,2
3380,12.66666667
3381,1
3382,1
3383,1
3384,0
3385,8
3386,4
3387,3.666666667
3388,1
3389,2.5
3390,53
3391,1
3392,2
3393,0
3394,3
3395,13
3396,5
3397,1
3398,1
3399,2.5
3400,6.166666667
3401,4
3402,8
3403,4
3404,1.333333333
3405,7.166666667
3406,1.833333333
3407,2.4
3408,0
3409,7
3410,4
3411,1
3412,2
3413,1
3414,0
3415,1
3416,14.16666667
3417,1
3418,12
3419,1.5
3420,2.833333333
3421,5.5
3422,7
3423,10.66666667
3424,2
3425,0
3426,1
3427,23.5
3428,0
3429,1
3430,0
3431,0
3432,3.6
3433,3.666666667
3434,1
3435,12
3436,0
3437,5.166666667
3438,3
3439,2.333333333
3440,1
3441,6.333333333
3442,1
3443,0
3444,1
3445,0
3446,8
3447,0
3448,4.666666667
3449,4.666666667
3450,29
3451,18.66666667
3452,1
3453,3
3454,2
3455,2
3456,1
3457,2
3458,3.166666667
3459,9.2
3460,5.333333333
3461,13.5
3462,1
3463,0
3464,2.666666667
3465,1
3466,0
3467,3
3468,1
3469,6.333333333
3470,1
3471,6.666666667
3472,2.833333333
3473,2.5
3474,2
3475,1
3476,6.166666667
3477,1
3478,5.666666667
3479,1
3480,0
3481,1.166666667
3482,1
3483,2
3484,0
3485,1
3486,4
3487,9.5
3488,1
3489,3.4
3490,1
3491,56.83333333
3492,15
3493,5
3494,4.333333333
3495,7.333333333
3496,1
3497,6
3498,5.833333333
3499,7.833333333
3500,12.5
3501,2
3502,3.666666667
3503,2.5
3504,1
3505,20.16666667
3506,6
3507,2
3508,3.666666667
3509,1.833333333
3510,12.83333333
3511,1
3512,5
3513,46
3514,1
3515,6
3516,2
3517,2
3518,18.16666667
3519,63.5
3520,0
3521,1
3522,4.166666667
3523,5.333333333
3524,0
3525,1
3526,1.6
3527,1
3528,2.5
3529,1
3530,3
3531,1.833333333
3532,6.4
3533,3
3534,0
3535,13
3536,4
3537,4
3538,1
3539,1.833333333
3540,8
3541,14.16666667
3542,1
3543,2.5
3544,1
3545,1
3546,2.4
3547,3
3548,3.5
3549,1.666666667
3550,0
3551,3.333333333
3552,1
3553,5
3554,5.5
3555,1.333333333
3556,1.75
3557,5.166666667
3558,1
3559,10.5
3560,7
3561,4.833333333
3562,0
3563,9
3564,17
3565,13.33333333
3566,2.666666667
3567,0
3568,0
3569,0
3570,1.5
3571,3
3572,11.5
3573,6
3574,2.166666667
3575,1
3576,1.833333333
3577,3.5
3578,80.66666667
3579,7.833333333
3580,6.666666667
3581,1
3582,1.833333333
3583,0
3584,1
3585,1
3586,6.833333333
3587,0
3588,1.833333333
3589,0
3590,0
3591,0
3592,1
3593,0
3594,3.333333333
3595,0
3596,3
3597,9
3598,1
3599,0
3600,2.833333333
3601,8.666666667
3602,2.166666667
3603,11.33333333
3604,6.666666667
3605,2
3606,1.25
3607,2.833333333
3608,3.833333333
3609,1.833333333
3610,2
3611,1
3612,1
3613,2.4
3614,22.16666667
3615,1
3616,6.333333333
3617,6.5
3618,1.833333333
3619,6.833333333
3620,1
3621,6.333333333
3622,2.666666667
3623,0
3624,2
3625,15
3626,13
3627,1
3628,0
3629,2.666666667
3630,1
3631,3.333333333
3632,1
3633,1.166666667
3634,33.5
3635,0
3636,1
3637,4
3638,5.166666667
3639,0
3640,0
3641,0
3642,0
3643,11
3644,0
3645,0
3646,2.5
3647,1
3648,2
3649,3
3650,2.5
3651,4
3652,1
3653,2.6
3654,4.333333333
3655,5.833333333
3656,4.5
3657,2
3658,1
3659,0
3660,1
3661,37.16666667
3662,2.5
3663,2
3664,3.75
3665,1
3666,1
3667,0
3668,3.833333333
3669,8.166666667
3670,1
3671,0
3672,95.5
3673,5.666666667
3674,44
3675,8
3676,2
3677,6.166666667
3678,5.5
3679,3
3680,1
3681,0
3682,27.16666667
3683,15.33333333
3684,1
3685,2.833333333
3686,4
3687,20
3688,1
3689,7.5
3690,1.333333333
3691,1.666666667
3692,0
3693,1
3694,1
3695,3.166666667
3696,1
3697,5
3698,6.333333333
3699,1
3700,13.83333333
3701,0
3702,1
3703,1
3704,0
3705,1
3706,0
3707,2.666666667
3708,2.833333333
3709,12.5
3710,7.333333333
3711,1
3712,1
3713,1
3714,1
3715,1
3716,3.666666667
3717,1
3718,8.833333333
3719,2.5
3720,52.83333333
3721,13
3722,51.83333333
3723,0
3724,1
3725,5.5
3726,1
3727,13.33333333
3728,21
3729,1
3730,1
3731,1.75
3732,1
3733,10.66666667
3734,26.5
3735,3
3736,7.166666667
3737,3.5
3738,1.333333333
3739,0
3740,1
3741,0
3742,1.666666667
3743,7.833333333
3744,3.166666667
3745,8.25
3746,1.666666667
3747,0
3748,1.833333333
3749,1.666666667
3750,2
3751,8
3752,3.333333333
3753,19.16666667
3754,1.5
3755,2
3756,1.666666667
3757,20.33333333
3758,4.166666667
3759,3
3760,2.666666667
3761,1
3762,1
3763,9.333333333
3764,1
3765,3
3766,1.25
3767,1.5
3768,9.333333333
3769,4.666666667
3770,1
3771,5.666666667
3772,0
3773,0
3774,1
3775,1
3776,2.5
3777,1.666666667
3778,1
3779,1
3780,3.166666667
3781,1.5
3782,0
3783,2.333333333
3784,1.2
3785,1
3786,4.5
3787,8.5
3788,1
3789,1
3790,1
3791,7.75
3792,3.5
3793,3.833333333
3794,2.5
3795,12.5
3796,1
3797,3
3798,1.833333333
3799,11
3800,2
3801,1
3802,2.5
3803,0
3804,1.833333333
3805,2.166666667
3806,22.16666667
3807,17.33333333
3808,18.16666667
3809,7.4
3810,2.833333333
3811,1
3812,1.666666667
3813,1
3814,8.333333333
3815,4.333333333
3816,1
3817,5
3818,3
3819,2
3820,10
3821,0
3822,6.5
3823,4.5
3824,2.666666667
3825,2.166666667
3826,9.333333333
3827,11.5
3828,1
3829,2.2
3830,2
3831,18
3832,3
3833,1.6
3834,2
3835,4
3836,1
3837,1.25
3838,0
3839,3.666666667
3840,6.166666667
3841,5.333333333
3842,0
3843,1
3844,1
3845,5.333333333
3846,10.16666667
3847,1.833333333
3848,1
3849,1.75
3850,5
3851,1
3852,9.666666667
3853,1
3854,12.83333333
3855,1.833333333
3856,4.833333333
3857,4
3858,1.166666667
3859,1
3860,4.833333333
3861,1
3862,0
3863,6.333333333
3864,1.833333333
3865,3.666666667
3866,8.833333333
3867,1
3868,20.33333333
3869,2.5
3870,1
3871,2.666666667
3872,10.16666667
3873,2
3874,2.2
3875,0
3876,2.5
3877,3
3878,2.333333333
3879,1
3880,0
3881,9.5
3882,0
3883,1.666666667
3884,2
3885,23.8
3886,14.4
3887,2
3888,3.166666667
3889,4.666666667
3890,3.5
3891,1
3892,0
3893,1
3894,1
3895,1
3896,14.5
3897,0
3898,0
3899,4
3900,11.83333333
3901,2
3902,5.333333333
3903,2
3904,12.83333333
3905,0
3906,2.333333333
3907,0
3908,0
3909,3.5
3910,4
3911,0
3912,0
3913,11.16666667
3914,0
3915,0
3916,11.16666667
3917,7.333333333
3918,3.166666667
3919,1.666666667
3920,27.16666667
3921,3
3922,2
3923,2
3924,21
3925,5.333333333
3926,0
3927,1.333333333
3928,0
3929,0
3930,1
3931,3.833333333
3932,1
3933,8.333333333
3934,2
3935,8.666666667
3936,1
3937,1
3938,11.16666667
3939,4.5
3940,6.833333333
3941,0
3942,1
3943,0
3944,11.83333333
3945,3
3946,10
3947,3
3948,3.666666667
3949,42.66666667
3950,2
3951,1
3952,36
3953,0
3954,1.25
3955,3.166666667
3956,1.666666667
3957,17
3958,1
3959,1
3960,0
3961,2.833333333
3962,7.666666667
3963,1.333333333
3964,6
3965,0
3966,0
3967,2.333333333
3968,15.66666667
3969,9.5
3970,9.166666667
3971,1
3972,12.66666667
3973,8.833333333
3974,5.5
3975,15.33333333
3976,6.833333333
3977,23
3978,2.6
3979,2
3980,2.666666667
3981,2.833333333
3982,4.166666667
3983,1
3984,6.166666667
3985,7.5
3986,5
3987,0
3988,1
3989,11.16666667
3990,15.83333333
3991,1
3992,27
3993,3
3994,9.333333333
3995,9.333333333
3996,25.83333333
3997,0
3998,1
3999,1
4000,4.5
4001,1.25
4002,5
4003,7.333333333
4004,4.166666667
4005,1
4006,6.666666667
4007,1.75
4008,18.16666667
4009,1
4010,1
4011,0
4012,1
4013,1.333333333
4014,11
4015,0
4016,0
4017,1
4018,1
4019,1
4020,2
4021,1
4022,1.833333333
4023,8.2
4024,1
4025,2.666666667
4026,5
4027,3
4028,6
4029,2
4030,1.8
4031,1
4032,1
4033,0
4034,22
4035,1
4036,1.5
4037,1
4038,5.166666667
4039,2.166666667
4040,0
4041,2.666666667
4042,8
4043,0
4044,15
4045,3.666666667
4046,1
4047,1.833333333
4048,1
4049,8.666666667
4050,9.2
4051,5
4052,0
4053,2.5
4054,2.833333333
4055,120.1666667
4056,0
4057,1
4058,1.333333333
4059,1
4060,0
4061,2.833333333
4062,1
4063,3.666666667
4064,5.166666667
4065,1
4066,1.6
4067,0
4068,6.166666667
4069,18.83333333
4070,0
4071,3.333333333
4072,1
4073,1
4074,1
4075,6.166666667
4076,1.5
4077,6.166666667
4078,3.166666667
4079,6
4080,1
4081,1
4082,1
4083,5
4084,1.5
4085,1
4086,5.333333333
4087,1
4088,2
4089,0
4090,9.166666667
4091,8.5
4092,1.5
4093,9.833333333
4094,2.666666667
4095,4.166666667
4096,1
4097,18.33333333
4098,3
4099,3.666666667
4100,2.666666667
4101,0
4102,2
4103,7
4104,23.83333333
4105,1
4106,2.666666667
4107,1.6
4108,17.83333333
4109,3.166666667
4110,1
4111,1.5
4112,1
4113,2
4114,6.333333333
4115,0
4116,4
4117,7
4118,6.166666667
4119,8.333333333
4120,1
4121,5
4122,1.666666667
4123,2.5
4124,7.2
4125,2.166666667
4126,2.5
4127,1
4128,1
4129,2
4130,0
4131,1
4132,5.166666667
4133,1.8
4134,4
4135,1.833333333
4136,0
4137,0
4138,3
4139,1
4140,12
4141,12.66666667
4142,1
4143,17.5
4144,1
4145,1
4146,1.833333333
4147,1
4148,12.5
4149,1
4150,1
4151,2
4152,1.4
4153,17
4154,8.333333333
4155,3
4156,8.666666667
4157,5.5
4158,1.6
4159,2.5
4160,0
4161,1
4162,19.16666667
4163,2
4164,1
4165,1
4166,1
4167,4
4168,0
4169,2
4170,0
4171,1
4172,3.666666667
4173,18.5
4174,2.333333333
4175,0
4176,1
4177,0
4178,1
4179,0
4180,0
4181,11.16666667
4182,1
4183,2
4184,1
4185,6.833333333
4186,1
4187,1
4188,7.666666667
4189,1.666666667
4190,5.333333333
4191,3.166666667
4192,1
4193,6
4194,0
4195,0
4196,1.666666667
4197,1
4198,6
4199,1
4200,1.833333333
4201,1
4202,1
4203,4.166666667
4204,2
4205,1
4206,11
4207,2.666666667
4208,1
4209,0
4210,7.166666667
4211,0
4212,2
4213,3
4214,2
4215,3
4216,1.666666667
4217,0
4218,1
4219,4.4
4220,8.166666667
4221,1.666666667
4222,1
4223,3
4224,2.666666667
4225,16.16666667
4226,13
4227,1.833333333
4228,1.833333333
4229,1
4230,5
4231,1.166666667
4232,1
4233,1
4234,1
4235,8
4236,3
4237,2
4238,1
4239,1.666666667
4240,3.5
4241,1.5
4242,4
4243,0
4244,1.833333333
4245,2.25
4246,4.333333333
4247,1
4248,8
4249,29.5
4250,5.833333333
4251,8
4252,0
4253,2
4254,4.333333333
4255,1.666666667
4256,4.166666667
4257,1.666666667
4258,2.166666667
4259,3
4260,2.333333333
4261,2.666666667
4262,9.166666667
4263,1.666666667
4264,4.6
4265,14.16666667
4266,1
4267,0
4268,1
4269,3.166666667
4270,2
4271,0
4272,1
4273,4.5
4274,1
4275,4
4276,0
4277,2
4278,13.33333333
4279,1.833333333
4280,1.666666667
4281,8
4282,3.833333333
4283,1.5
4284,0
4285,12.5
4286,0
4287,13
4288,34.83333333
4289,1
4290,0
4291,1.833333333
4292,4
4293,12.16666667
4294,4
4295,2.4
4296,3.666666667
4297,1
4298,2
4299,6
4300,19.83333333
4301,5.666666667
4302,1
4303,1
4304,1
4305,9.6
4306,7.833333333
4307,1
4308,0
4309,8
4310,0
4311,1
4312,0
4313,5.5
4314,1
4315,1
4316,14.83333333
4317,5.666666667
4318,1.666666667
4319,16.66666667
4320,1.5
4321,1
4322,0
4323,0
4324,5.333333333
4325,1
4326,1.5
4327,1
4328,0
4329,1.666666667
4330,3
4331,1.833333333
4332,1.833333333
4333,11.66666667
4334,1
4335,0
4336,0
4337,1
4338,5.5
4339,19.33333333
4340,1.833333333
4341,3.666666667
4342,1
4343,1
4344,9.5
4345,1
4346,0
4347,3
4348,7.5
4349,1
4350,5
4351,9.333333333
4352,20.5
4353,40.66666667
4354,28.16666667
4355,1
4356,1
4357,1
4358,19
4359,1
4360,5
4361,0
4362,1
4363,15.33333333
4364,1
4365,1
4366,7.666666667
4367,17.16666667
4368,2.666666667
4369,0
4370,1.333333333
4371,0
4372,0
4373,1
4374,8.166666667
4375,0
4376,0
4377,9.666666667
4378,1
4379,0
4380,2
4381,1
4382,1.5
4383,1
4384,1
4385,16.33333333
4386,24.5
4387,5.666666667
4388,3.166666667
4389,0
4390,5.666666667
4391,0
4392,3.666666667
4393,0
4394,6.4
4395,0
4396,0
4397,2
4398,1.833333333
4399,3
4400,2.833333333
4401,8.833333333
4402,5.333333333
4403,3.333333333
4404,18.66666667
4405,1
4406,3
4407,5.333333333
4408,1
4409,3
4410,15
4411,1
4412,2
4413,1
4414,1
4415,1.833333333
4416,2.333333333
4417,4.6
4418,4.5
4419,1.666666667
4420,2.5
4421,2
4422,34.83333333
4423,2
4424,2
4425,2.666666667
4426,0
4427,3
4428,1.75
4429,1
4430,6.333333333
4431,2.666666667
4432,1
4433,1
4434,1.5
4435,0
4436,7.5
4437,6.166666667
4438,2.166666667
4439,1.6
4440,27.5
4441,2.333333333
4442,2
4443,4.666666667
4444,1
