ID,I6N
651,2.176444133
652,1.631582467
653,1.2880718
654,2.617494417
655,0
656,2.769186583
657,2.065671217
658,0
659,1.2860501
660,2.031397733
661,2.242681617
662,1.28990116
663,1.6483302
664,0
665,1.2954766
666,3.115022333
667,1.899422367
668,2.177756983
669,1.2880718
670,1.2880718
671,1.582254233
672,1.2880718
673,1.639956333
674,0
675,1.2880718
676,2.6094513
677,2.401942117
678,1.521591667
679,2.657093175
680,3.115449167
681,1.639956333
682,1.2880718
683,0
684,1.992160717
685,1.812190817
686,2.5977074
687,1.631582467
688,2.4904501
689,1.64292024
690,2.4706485
691,1.694824967
692,1.2880718
693,3.034953767
694,3.05111465
695,1.2880718
696,1.2880718
697,0
698,1.6247037
699,0
700,0
701,3.2195122
702,2.02469655
703,1.28549145
704,1.582254233
705,2.573841983
706,0
707,3.173486283
708,1.462409067
709,2.95382
710,1.2860501
711,0
712,2.575836967
713,1.96299596
714,3.007437625
715,2.9896572
716,1.2860501
717,2.6003606
718,2.472905417
719,2.6786442
720,2.023748517
721,1.521825683
722,2.19826395
723,2.9191544
724,2.574421683
725,3.224357833
726,2.5182739
727,0
728,1.2880718
729,2.710275467
730,0
731,2.7170154
732,2.319494117
733,1.523321167
734,2.494859383
735,2.56125385
736,1.64292008
737,1.582254283
738,0
739,0
740,1.2880718
741,1.2954766
742,2.7769139
743,1.28549145
744,1.293235667
745,2.031579617
746,1.2880718
747,1.2954766
748,0
749,2.864911
750,2.032733133
751,2.790075283
752,1.639956333
753,2.4065688
754,2.2620045
755,2.6367105
756,1.845993167
757,2.375587925
758,1.639956333
759,1.546997525
760,1.6247037
761,1.935165033
762,1.28990116
763,1.28549145
764,2.369478017
765,0
766,1.565755767
767,2.076049983
768,2.99133906
769,2.113174517
770,2.288201567
771,0
772,3.154923267
773,3.33676975
774,0
775,0
776,2.2989834
777,2.375156833
778,1.2880718
779,1.28549145
780,2.696198433
781,1.28872358
782,0
783,1.85648015
784,3.091224883
785,2.537498583
786,0
787,2.278187633
788,1.28990116
789,2.5935533
790,1.58164775
791,1.814076183
792,1.28990116
793,1.462409067
794,1.2880718
795,3.14133325
796,1.465619067
797,1.28872358
798,1.28549145
799,0
800,0
801,1.2880718
802,0
803,2.452456633
804,1.2954766
805,2.61914995
806,1.965507
807,0
808,1.282907933
809,1.523321167
810,2.000261717
811,0
812,1.2880718
813,2.323249383
814,1.289658
815,1.289658
816,1.2880718
817,1.639956333
818,2.059349733
819,2.178583983
820,1.2880718
821,2.06615245
822,2.411536933
823,2.0531209
824,2.03694555
825,0
826,0
827,3.3731173
828,2.86129985
829,1.857018433
830,1.639956333
831,1.347488417
832,0
833,0
834,1.582254233
835,0
836,0
837,2.023748517
838,2.0110074
839,1.28549145
840,0
841,1.28868898
842,2.381694983
843,1.994153
844,0
845,1.5017803
846,3.151150383
847,1.2880718
848,2.6003606
849,1.636680925
850,1.2880718
851,1.293235667
852,1.293235667
853,2.1713148
854,0
855,2.1331677
856,1.523321167
857,1.717681467
858,0
859,2.727530133
860,2.118317017
861,0
862,2.1713148
863,0
864,1.5559789
865,2.630635117
866,1.2880718
867,2.032733133
868,2.075604767
869,1.9299646
870,0
871,2.211053067
872,2.28812785
873,2.2620046
874,2.30850942
875,1.639956333
876,1.639956333
877,1.2954766
878,2.842963667
879,1.957857783
880,3.262405525
881,0
882,2.97162558
883,1.404706967
884,2.6752149
885,1.375175025
886,1.28549145
887,1.2880718
888,1.696886617
889,1.54699735
890,2.351942567
891,1.2880718
892,2.059853517
893,0
894,1.567648467
895,2.56318695
896,1.3612011
897,1.522231133
898,1.726081067
899,2.746216317
900,1.769577717
901,1.64253205
902,1.953525625
903,2.986377683
904,1.668765317
905,2.41968845
906,2.547413883
907,1.966046417
908,1.289658
909,1.293235667
910,1.465619067
911,1.639956333
912,2.592535433
913,1.651213033
914,1.713415833
915,1.523321167
916,3.060415167
917,2.620631533
918,1.2880718
919,2.4146796
920,2.890711817
921,0
922,2.2791905
923,1.2880718
924,1.639956517
925,0
926,1.2880718
927,1.6603517
928,1.580539717
929,1.639956333
930,3.049791667
931,1.956360017
932,1.50295788
933,1.76826085
934,3.179457183
935,0
936,1.639956333
937,2.65393274
938,0
939,0
940,2.39068616
941,1.347488417
942,1.8923178
943,1.682360267
944,3.02441
945,1.547556
946,1.282907933
947,2.080221867
948,1.99778445
949,1.2880718
950,1.752565033
951,1.712809283
952,1.287035325
953,2.802746333
954,2.5760769
955,2.95886992
956,3.198172367
957,1.64253205
958,2.924138617
959,1.282907933
960,1.2880718
961,2.811944117
962,2.715424333
963,1.694060133
964,1.639956333
965,2.712979433
966,2.571213917
967,1.2880718
968,2.865455917
969,2.803790283
970,1.293235667
971,0
972,1.2880718
973,2.655432417
974,2.4699965
975,1.2880718
976,1.8140601
977,1.2880718
978,1.2860501
979,2.6003606
980,2.853954267
981,1.6483302
982,3.01985
983,2.973018983
984,2.642853883
985,1.2954766
986,1.565312467
987,2.610338633
988,0
989,1.63901242
990,2.364432975
991,2.203302733
992,2.676795717
993,1.2880718
994,2.417450917
995,2.505654217
996,2.119302
997,0
998,3.092100933
999,1.2880718
1000,1.2880718
1001,1.2880718
1002,1.5816478
1003,1.287035325
1004,1.639956333
1005,1.406436517
1006,1.282907933
1007,3.144787317
1008,2.749946633
1009,0
1010,0
1011,0
1012,1.2954766
1013,2.428354367
1014,2.294134267
1015,1.52159175
1016,2.579645483
1017,1.813521883
1018,1.2880718
1019,1.378782925
1020,2.511575317
1021,1.89942235
1022,1.2880718
1023,1.28703776
1024,1.91064865
1025,2.47620735
1026,2.25640425
1027,2.976580567
1028,1.2932325
1029,2.74621625
1030,1.639956433
1031,2.098623833
1032,0
1033,1.2860501
1034,1.639956333
1035,1.639956433
1036,1.28872358
1037,1.289658
1038,1.346380433
1039,1.2954766
1040,2.630055567
1041,1.642532075
1042,2.55760676
1043,0
1044,2.549987933
1045,1.86520705
1046,2.931399083
1047,1.830758733
1048,1.2954766
1049,1.289658
1050,2.058402033
1051,2.057066633
1052,2.677909983
1053,2.544311183
1054,1.639956433
1055,3.129530733
1056,1.639956433
1057,1.53569004
1058,1.582254333
1059,1.406436483
1060,1.8291377
1061,1.2860501
1062,3.238827467
1063,1.5816478
1064,1.8121908
1065,1.42986346
1066,0
1067,1.910653233
1068,1.2880718
1069,2.36363895
1070,1.582254333
1071,1.2880718
1072,3.071125775
1073,1.444677875
1074,0
1075,3.195500567
1076,1.521591667
1077,0
1078,2.71812515
1079,2.73164225
1080,1.76826085
1081,1.42986346
1082,0
1083,0
1084,0
1085,2.084915667
1086,1.2880718
1087,1.580539817
1088,1.2880718
1089,1.631582467
1090,1.954529683
1091,1.2880718
1092,1.639956433
1093,2.0651929
1094,2.219800817
1095,2.8752964
1096,1.46240915
1097,1.997784467
1098,0
1099,1.2880718
1100,1.580773733
1101,2.0221684
1102,1.899422367
1103,2.92284686
1104,1.2880718
1105,1.50295788
1106,0
1107,2.6402244
1108,1.2880718
1109,0
1110,2.178583983
1111,1.28659084
1112,1.2880718
1113,1.2880718
1114,0
1115,2.620410333
1116,1.523927767
1117,1.2954766
1118,2.439025667
1119,2.4021334
1120,2.564441367
1121,0
1122,3.130204783
1123,1.639956433
1124,3.3449461
1125,2.0595437
1126,2.098623833
1127,2.269193367
1128,3.2463615
1129,2.46802134
1130,0
1131,2.554125783
1132,1.582254233
1133,1.293235667
1134,1.2880718
1135,2.753207783
1136,1.565725117
1137,1.2880718
1138,1.708844233
1139,1.5239277
1140,2.17858395
1141,1.635771375
1142,1.5029579
1143,1.2848994
1144,3.2105826
1145,1.639956433
1146,2.942659683
1147,2.19142475
1148,1.2880718
1149,2.5961258
1150,1.639956517
1151,1.768260833
1152,1.999119817
1153,2.34385515
1154,1.28990116
1155,2.690324783
1156,1.6519763
1157,1.2860501
1158,2.572989917
1159,1.28990116
1160,1.2880718
1161,2.51519945
1162,1.523321167
1163,2.502506017
1164,1.2880718
1165,1.28990116
1166,1.2880718
1167,2.63702765
1168,1.5559789
1169,1.2880718
1170,1.29014475
1171,3.256695083
1172,2.497758267
1173,0
1174,1.46240915
1175,2.171170417
1176,0
1177,2.098623833
1178,2.731312767
1179,1.567251133
1180,2.230735417
1181,2.064828667
1182,1.5017803
1183,1.63901242
1184,1.406436467
1185,1.2880718
1186,1.582254233
1187,1.769801067
1188,2.66606645
1189,2.616412733
1190,1.639956333
1191,2.804271633
1192,1.639956433
1193,2.880534633
1194,0
1195,1.68236035
1196,2.94629795
1197,1.293235667
1198,1.2848994
1199,2.45207905
1200,2.269193367
1201,0
1202,2.454575267
1203,2.402490883
1204,2.3229691
1205,0
1206,2.894204217
1207,0
1208,1.89942235
1209,2.704868017
1210,0
1211,1.2880718
1212,2.7444437
1213,1.89942235
1214,0
1215,1.6519763
1216,1.955995783
1217,2.653375167
1218,2.045056417
1219,1.28990116
1220,2.799649217
1221,0
1222,0
1223,0
1224,0
1225,1.814060133
1226,1.2860501
1227,1.2880718
1228,1.447649233
1229,1.2880718
1230,3.078654417
1231,1.52159175
1232,1.289658
1233,1.522231183
1234,1.68367725
1235,0
1236,0
1237,1.2848994
1238,2.256404317
1239,0
1240,1.282907933
1241,0
1242,1.2880718
1243,1.2880718
1244,1.2880718
1245,0
1246,2.102846375
1247,1.6429202
1248,1.406436483
1249,2.277546267
1250,0
1251,1.2880718
1252,0
1253,0
1254,0
1255,2.306718017
1256,3.019061383
1257,1.40470705
1258,2.7637682
1259,1.6519763
1260,1.855492383
1261,1.2880718
1262,0
1263,1.639956517
1264,0
1265,1.3472544
1266,2.2564043
1267,0
1268,2.203924767
1269,2.4021334
1270,2.941639617
1271,1.2880718
1272,2.655743683
1273,2.26128995
1274,2.2738926
1275,2.749910433
1276,1.28659084
1277,1.282907933
1278,1.6483267
1279,1.28990116
1280,2.381576117
1281,1.63480515
1282,0
1283,2.098623833
1284,1.347488417
1285,0
1286,2.886943367
1287,1.58164775
1288,2.272252233
1289,1.898820317
1290,2.662079717
1291,1.289658
1292,1.2880718
1293,1.2932325
1294,0
1295,2.203254733
1296,2.25640425
1297,3.1564925
1298,1.899422367
1299,1.28549145
1300,1.931893733
1301,2.224098633
1302,0
1303,0
1304,0
1305,0
1306,1.2954766
1307,0
1308,0
1309,0
1310,1.6429202
1311,0
1312,0
1313,2.150775217
1314,2.9785834
1315,1.90339458
1316,1.6838864
1317,2.455433767
1318,2.6003606
1319,1.286050125
1320,0
1321,2.8041279
1322,2.25640425
1323,1.2880718
1324,1.375175025
1325,1.76826085
1326,1.509726217
1327,2.098623833
1328,0
1329,1.899422367
1330,2.208502775
1331,2.626228225
1332,3.451066483
1333,1.90288025
1334,2.916629983
1335,2.1757372
1336,1.730499917
1337,1.71128325
1338,2.95728185
1339,0
1340,2.765028383
1341,2.9400735
1342,2.257051117
1343,1.2932325
1344,2.120354
1345,1.28489945
1346,1.89942235
1347,2.586768833
1348,2.17556495
1349,2.760829567
1350,1.282907933
1351,2.092963017
1352,2.759217533
1353,1.37517505
1354,0
1355,1.288071817
1356,2.373515
1357,1.286050125
1358,2.235522175
1359,0
1360,1.582254233
1361,1.4604442
1362,1.289658
1363,2.214916233
1364,1.582254233
1365,1.285491475
1366,1.6348049
1367,2.12429275
1368,1.725856883
1369,0
1370,2.152088083
1371,1.4491205
1372,1.282907933
1373,2.5206509
1374,0
1375,0
1376,2.655743833
1377,1.63480515
1378,2.466432667
1379,1.288071817
1380,1.965313083
1381,2.251050483
1382,1.708427025
1383,3.315188
1384,3.27970855
1385,1.711875617
1386,1.6544827
1387,1.910653267
1388,0
1389,1.2880718
1390,1.2880718
1391,1.521591667
1392,1.638274325
1393,0
1394,1.899422367
1395,2.472394067
1396,0
1397,2.54894345
1398,1.28872358
1399,1.2880718
1400,1.791747633
1401,2.313748233
1402,1.289658
1403,2.11232695
1404,1.813521883
1405,2.4904501
1406,1.406202467
1407,2.535751733
1408,0
1409,3.14045572
1410,2.384434617
1411,3.225864283
1412,1.9567043
1413,3.122692733
1414,2.124292733
1415,1.406436467
1416,0
1417,3.351772383
1418,1.639956433
1419,2.0836791
1420,0
1421,2.19942284
1422,1.899422367
1423,1.289658
1424,3.277119417
1425,3.074421333
1426,2.098623833
1427,1.288071817
1428,2.840539867
1429,1.80031402
1430,2.204081683
1431,3.432392667
1432,2.35114535
1433,0
1434,0
1435,1.28489945
1436,2.031397733
1437,1.495118333
1438,1.2954766
1439,1.813521867
1440,0
1441,3.151714817
1442,1.54822388
1443,3.052472633
1444,2.402253417
1445,1.289658
1446,1.625577733
1447,1.289658
1448,1.639956433
1449,1.642532075
1450,2.710997383
1451,0
1452,2.629963733
1453,2.256404317
1454,1.289658
1455,0
1456,0
1457,3.07539725
1458,2.24352445
1459,0
1460,2.663405967
1461,3.32329252
1462,1.547755267
1463,2.724392683
1464,1.288071817
1465,1.28489945
1466,1.2954766
1467,3.236436283
1468,3.180626267
1469,3.044238183
1470,1.910653267
1471,0
1472,1.28990118
1473,0
1474,2.703014525
1475,2.9185231
1476,1.28990118
1477,1.293235667
1478,1.2954766
1479,0
1480,1.288071817
1481,1.28990118
1482,1.288071817
1483,0
1484,1.2880718
1485,2.023748517
1486,0
1487,1.639956333
1488,1.639956333
1489,2.075604767
1490,0
1491,3.065565117
1492,2.591965067
1493,1.405563033
1494,0
1495,1.5233212
1496,1.580539817
1497,2.135871717
1498,0
1499,1.2880718
1500,2.8810131
1501,1.590713583
1502,3.2255347
1503,0
1504,1.856480167
1505,1.845594917
1506,2.1034707
1507,2.00026175
1508,2.412451117
1509,1.9033946
1510,2.342140583
1511,1.347488433
1512,1.2860501
1513,2.176444167
1514,1.282907967
1515,1.2880718
1516,1.936221833
1517,0
1518,1.288071817
1519,1.4656191
1520,3.322215
1521,2.847976267
1522,3.3674108
1523,2.272044633
1524,2.117402233
1525,0
1526,1.288071817
1527,2.339281967
1528,1.726081183
1529,2.251130667
1530,2.316071217
1531,1.347488433
1532,1.293235667
1533,1.289658
1534,1.2954766
1535,1.5233212
1536,1.28703778
1537,1.288071817
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1.288071817
1544,0
1545,0
1546,0
1547,2.02440182
1548,2.733760867
1549,2.261289925
1550,2.728585575
1551,1.2954766
1552,0
1553,2.476685833
1554,1.98246346
1555,2.173332833
1556,0
1557,1.28549145
1558,2.204252883
1559,1.6237042
1560,2.52085815
1561,1.90545225
1562,0
1563,1.288071817
1564,1.696886633
1565,3.029682233
1566,1.6519763
1567,3.342615
1568,1.46240915
1569,2.20309785
1570,3.4507388
1571,1.28990118
1572,2.6003606
1573,2.574421683
1574,1.2880718
1575,1.282907967
1576,2.615037917
1577,2.186667967
1578,2.820053517
1579,1.288071817
1580,1.580539817
1581,2.791051633
1582,1.624938333
1583,1.52159175
1584,0
1585,1.288071817
1586,1.899422367
1587,1.639956417
1588,0
1589,2.3667363
1590,2.54728445
1591,2.907091783
1592,3.225607433
1593,1.347488417
1594,1.521591667
1595,1.2880718
1596,1.293235667
1597,2.819535967
1598,3.095938467
1599,1.639956433
1600,1.631582633
1601,2.58695766
1602,0
1603,1.289658
1604,0
1605,0
1606,1.2880718
1607,1.50295792
1608,1.288071817
1609,2.173871333
1610,1.28659086
1611,1.288071817
1612,3.0794292
1613,0
1614,1.650130167
1615,2.178583983
1616,0
1617,1.293235667
1618,2.35864825
1619,1.89250655
1620,1.639956433
1621,1.282907967
1622,0
1623,1.648330233
1624,1.282907967
1625,2.637461917
1626,1.2880718
1627,0
1628,0
1629,1.284813
1630,1.289658
1631,2.342140583
1632,1.521591667
1633,2.9416399
1634,1.28703778
1635,0
1636,3.0114115
1637,3.031128917
1638,1.28990118
1639,3.035347683
1640,1.2880718
1641,1.855701533
1642,1.86436785
1643,1.631582467
1644,1.639956517
1645,2.544334217
1646,1.287035325
1647,2.6753558
1648,2.731312583
1649,2.240556267
1650,1.282907933
1651,1.288071817
1652,0
1653,2.436638133
1654,0
1655,1.289658
1656,3.259219833
1657,1.8135218
1658,0
1659,1.288071817
1660,1.2880718
1661,2.2218779
1662,1.293235667
1663,0
1664,1.639956433
1665,2.290174233
1666,1.288071817
1667,1.797726017
1668,1.40470705
1669,2.25640425
1670,1.857018417
1671,2.564441467
1672,1.404706967
1673,2.963173767
1674,1.3472544
1675,1.63755246
1676,2.272913933
1677,1.286050125
1678,2.39068616
1679,1.523071633
1680,2.60951115
1681,2.910761267
1682,1.288071817
1683,2.934153867
1684,2.33993326
1685,1.973643117
1686,1.284813
1687,2.928949517
1688,3.126613667
1689,1.346380433
1690,1.28872358
1691,2.720666117
1692,2.54033995
1693,1.287035325
1694,1.465619067
1695,2.9386394
1696,1.63480515
1697,2.51008162
1698,2.38443485
1699,1.2880718
1700,1.282907967
1701,3.370680533
1702,2.064828667
1703,2.4904501
1704,2.746181517
1705,1.548309617
1706,1.288071817
1707,2.2986984
1708,2.5026093
1709,3.318474133
1710,1.287035325
1711,1.288071817
1712,1.2954766
1713,1.282907967
1714,1.288071817
1715,1.282907933
1716,2.363638783
1717,1.288071817
1718,1.28489945
1719,0
1720,1.567251167
1721,1.589295075
1722,2.38443485
1723,2.595378
1724,1.282907967
1725,1.288071817
1726,0
1727,1.813521883
1728,2.712767483
1729,2.558930467
1730,1.5559789
1731,2.698039133
1732,1.282907967
1733,1.922178167
1734,0
1735,1.288071817
1736,1.580539717
1737,2.32134475
1738,1.857018433
1739,2.653491283
1740,3.15094425
1741,2.0378179
1742,1.607726267
1743,1.288071817
1744,2.28737508
1745,2.036235817
1746,2.17948
1747,3.289592617
1748,1.288071817
1749,1.285491475
1750,1.550024217
1751,0
1752,1.282907933
1753,1.282907967
1754,3.266392233
1755,2.098623833
1756,2.315439917
1757,2.920672267
1758,2.68387795
1759,2.6983409
1760,2.86549375
1761,2.94840205
1762,2.112332
1763,1.5233212
1764,1.462409067
1765,3.104789383
1766,2.759587283
1767,1.882676867
1768,1.726081183
1769,3.0442212
1770,2.455444383
1771,1.288071817
1772,0
1773,2.098623833
1774,1.288071817
1775,1.668154783
1776,1.521695633
1777,1.57102284
1778,2.25640425
1779,1.293235667
1780,2.278187533
1781,0
1782,1.639956333
1783,2.81459975
1784,1.6483302
1785,2.256404317
1786,2.714939433
1787,1.2880718
1788,1.89942235
