ID,I6N
1789,3.04151465
1790,2.171927233
1791,1.521825683
1792,2.505446783
1793,1.346380433
1794,0
1795,2.6891152
1796,2.92284678
1797,1.582254233
1798,1.288071817
1799,1.639956333
1800,1.964846383
1801,1.523927717
1802,1.64253205
1803,1.6483302
1804,1.910552917
1805,2.505654217
1806,1.288071817
1807,2.0327331
1808,1.6544827
1809,2.985916267
1810,1.7555955
1811,1.81198165
1812,2.48354845
1813,1.2880718
1814,2.449506433
1815,2.3412774
1816,3.000402133
1817,1.697619983
1818,1.8554924
1819,1.81198165
1820,1.813521883
1821,2.374178933
1822,1.288071817
1823,1.813521883
1824,2.000261717
1825,1.28872358
1826,1.288071817
1827,1.631582633
1828,1.2880718
1829,1.288071817
1830,1.639956517
1831,1.768260833
1832,0
1833,1.28748848
1834,1.2880718
1835,1.86662295
1836,0
1837,3.3730571
1838,1.2860501
1839,1.289658
1840,0
1841,1.288071817
1842,2.145528467
1843,2.12587895
1844,1.726081083
1845,1.2954766
1846,2.892221983
1847,1.28489945
1848,2.06615245
1849,1.2880718
1850,1.693616983
1851,1.709078233
1852,2.488155767
1853,1.814060117
1854,2.44163375
1855,1.465619083
1856,0
1857,1.6681548
1858,1.2932325
1859,0
1860,1.96443495
1861,1.631582467
1862,1.769577717
1863,1.282907933
1864,1.63755234
1865,2.000261717
1866,1.968222067
1867,1.639956433
1868,3.10423825
1869,2.098623833
1870,1.288071817
1871,1.462409183
1872,1.89942235
1873,1.63755246
1874,1.931893733
1875,1.9033946
1876,1.689075667
1877,2.6277836
1878,1.914899467
1879,0
1880,0
1881,2.1203489
1882,0
1883,2.548733517
1884,3.37271318
1885,3.127734817
1886,3.0365995
1887,2.56530835
1888,2.8851795
1889,3.016567417
1890,1.768260817
1891,1.8554924
1892,1.4290754
1893,1.282907967
1894,1.46561915
1895,3.2255347
1896,3.173473033
1897,1.582254233
1898,1.2880718
1899,1.521591717
1900,2.27805095
1901,1.288071817
1902,1.639956333
1903,2.943199817
1904,1.289658
1905,1.288071817
1906,2.113073917
1907,1.4624091
1908,3.215386817
1909,3.001375167
1910,0
1911,1.28703778
1912,1.9994192
1913,1.293235667
1914,1.2848994
1915,1.287035325
1916,1.857018433
1917,2.25640425
1918,1.631582633
1919,1.288071817
1920,0
1921,1.899422367
1922,2.604854917
1923,1.59071355
1924,3.2479689
1925,0
1926,1.639956433
1927,2.362924017
1928,1.7530082
1929,0
1930,0
1931,1.282907967
1932,2.557224217
1933,0
1934,0
1935,1.288071817
1936,1.2880718
1937,1.2848994
1938,1.993120267
1939,1.28872358
1940,0
1941,2.64307616
1942,2.818716633
1943,0
1944,2.535751733
1945,1.639956333
1946,1.899422367
1947,0
1948,0
1949,0
1950,3.137316517
1951,2.342140767
1952,1.462409067
1953,1.77111785
1954,1.740012725
1955,1.289658
1956,1.40470705
1957,1.2880718
1958,0
1959,2.920170033
1960,2.155860017
1961,1.636680925
1962,0
1963,1.288071817
1964,2.25640425
1965,2.354484383
1966,0
1967,1.282907967
1968,1.523321183
1969,2.338395917
1970,1.293235667
1971,2.4966987
1972,1.580539717
1973,2.272956817
1974,1.441069975
1975,2.12035404
1976,1.631582467
1977,1.462409067
1978,1.288071817
1979,2.899889417
1980,2.138577183
1981,1.282907967
1982,1.581647767
1983,1.465619083
1984,2.355477233
1985,1.2880718
1986,1.682360367
1987,1.79242225
1988,1.285491475
1989,1.696886617
1990,0
1991,1.291129975
1992,1.64292014
1993,1.631582567
1994,1.668154817
1995,1.63480505
1996,1.465619083
1997,1.293235667
1998,1.75419315
1999,1.899422367
2000,0
2001,3.379177
2002,1.293235667
2003,2.629004417
2004,1.77111785
2005,1.89942235
2006,1.7692486
2007,1.406436483
2008,1.288071817
2009,2.031579633
2010,1.289658
2011,1.87886164
2012,0
2013,2.665564125
2014,1.844919717
2015,1.639956433
2016,0
2017,1.282907967
2018,1.6399564
2019,2.402490883
2020,2.34355286
2021,2.617073783
2022,2.323381533
2023,1.463655017
2024,1.282907967
2025,1.282907967
2026,2.943903817
2027,1.856480133
2028,1.547556125
2029,2.5474311
2030,0
2031,1.293235667
2032,2.906183167
2033,2.0541393
2034,2.93994735
2035,1.639956383
2036,0
2037,1.288071817
2038,1.287035325
2039,2.897835533
2040,2.098623833
2041,3.22188425
2042,1.580773783
2043,1.910653267
2044,1.282907967
2045,2.68484765
2046,2.7741677
2047,1.813521783
2048,2.178583983
2049,1.523321183
2050,3.14312195
2051,1.42986342
2052,1.28659086
2053,1.2848994
2054,2.178583983
2055,0
2056,2.032357283
2057,1.2932325
2058,2.558930567
2059,1.28489945
2060,0
2061,2.2614617
2062,2.084915667
2063,0
2064,1.285491475
2065,0
2066,1.285491475
2067,1.924244517
2068,0
2069,0
2070,0
2071,3.302385117
2072,2.68483715
2073,3.012197667
2074,1.288071817
2075,2.363292783
2076,3.031163117
2077,1.52159175
2078,1.639956383
2079,1.879188333
2080,1.966046417
2081,1.2880718
2082,1.28990118
2083,0
2084,2.204081683
2085,1.89942235
2086,2.06568575
2087,1.7260811
2088,1.547556075
2089,1.813521783
2090,2.111551617
2091,0
2092,2.0802219
2093,1.769591883
2094,1.2932325
2095,1.2880718
2096,2.407051917
2097,1.639956433
2098,0
2099,0
2100,2.887105433
2101,2.176444167
2102,1.28990118
2103,0
2104,0
2105,3.195349433
2106,1.639956383
2107,2.098623833
2108,1.871957317
2109,0
2110,1.293235667
2111,3.27698045
2112,0
2113,1.2880718
2114,0
2115,1.2954766
2116,0
2117,1.639956517
2118,2.675038883
2119,2.321344867
2120,0
2121,1.282907967
2122,1.293235667
2123,1.89942235
2124,2.150775217
2125,1.92132116
2126,2.125277483
2127,1.713415767
2128,3.329383
2129,0
2130,2.19942288
2131,2.9763985
2132,1.7711179
2133,2.410878733
2134,1.521825733
2135,1.4298634
2136,2.867468083
2137,2.7504972
2138,0
2139,3.416330067
2140,1.2880718
2141,1.6483302
2142,2.741028817
2143,1.856480133
2144,2.000261717
2145,1.288071817
2146,1.412068867
2147,1.2880718
2148,0
2149,1.64292014
2150,3.0048278
2151,1.97285184
2152,1.465619083
2153,2.031890583
2154,1.293235633
2155,0
2156,1.286050125
2157,1.49830002
2158,0
2159,0
2160,0
2161,3.152364083
2162,0
2163,0
2164,0
2165,2.815558217
2166,1.2880718
2167,2.556734733
2168,2.458451933
2169,0
2170,1.293235633
2171,2.40450762
2172,1.522837717
2173,3.202043183
2174,1.2880718
2175,1.582254283
2176,2.64342435
2177,0
2178,0
2179,1.2880718
2180,0
2181,1.899422333
2182,1.293235633
2183,1.813521783
2184,2.031579633
2185,2.41599825
2186,1.465619083
2187,1.639956433
2188,1.89942235
2189,0
2190,2.203524133
2191,3.240236733
2192,1.58164775
2193,2.666867067
2194,1.639956383
2195,2.751501783
2196,0
2197,2.473252483
2198,3.02091084
2199,2.25640425
2200,0
2201,1.293235633
2202,2.263747183
2203,0
2204,1.631582633
2205,1.52392765
2206,3.19847695
2207,1.288071817
2208,2.72905995
2209,2.176444167
2210,1.8007322
2211,1.282907967
2212,3.142564767
2213,1.4656191
2214,1.288071817
2215,2.32552235
2216,1.857018417
2217,1.50954905
2218,1.63668105
2219,3.514576583
2220,2.277546383
2221,1.2954766
2222,1.2880718
2223,2.473252533
2224,2.864724233
2225,2.166256517
2226,2.393344217
2227,2.363292783
2228,1.966155633
2229,1.2880718
2230,0
2231,1.6429202
2232,2.29428775
2233,1.5233212
2234,1.286050125
2235,2.9794859
2236,1.639956333
2237,3.11663875
2238,1.289657975
2239,2.093411325
2240,0
2241,2.86181835
2242,2.8232112
2243,0
2244,1.64292014
2245,1.639956383
2246,1.2880718
2247,1.2954766
2248,2.305498667
2249,2.256404317
2250,1.2880718
2251,2.470634867
2252,1.2880718
2253,2.135871683
2254,1.2880718
2255,2.970748817
2256,1.521591667
2257,1.59071355
2258,2.558930367
2259,1.2860501
2260,2.06568575
2261,3.14732355
2262,3.072775267
2263,1.465619083
2264,1.855911633
2265,2.376260283
2266,2.92895448
2267,2.095419967
2268,2.455444383
2269,1.91064865
2270,0
2271,1.856480133
2272,2.729293983
2273,2.72684072
2274,1.347488417
2275,1.52159175
2276,2.453450783
2277,2.098623833
2278,2.031397733
2279,2.821848533
2280,2.256846217
2281,2.626090467
2282,1.2880718
2283,1.631582567
2284,2.156570483
2285,1.910653267
2286,1.580539817
2287,1.631582633
2288,2.00026175
2289,3.202352817
2290,1.347488417
2291,2.11057584
2292,2.953910467
2293,1.293235633
2294,0
2295,2.0928061
2296,1.81352185
2297,1.727187967
2298,1.642532075
2299,1.64292008
2300,1.639956383
2301,0
2302,0
2303,0
2304,0
2305,0
2306,2.30238272
2307,1.2880718
2308,1.284813
2309,2.822034183
2310,1.899422367
2311,1.639956333
2312,2.453930217
2313,2.1034707
2314,1.293235633
2315,2.17858395
2316,1.288071817
2317,1.28703776
2318,1.2880718
2319,1.28906595
2320,3.145599
2321,1.523071767
2322,0
2323,0
2324,0
2325,3.035282433
2326,1.697619983
2327,1.8125502
2328,0
2329,1.727397133
2330,2.37169755
2331,0
2332,1.288071817
2333,1.288071817
2334,1.812550217
2335,1.547556
2336,0
2337,2.558930367
2338,2.311447783
2339,3.4329626
2340,1.2880718
2341,2.675039017
2342,1.288071783
2343,1.288071817
2344,0
2345,1.42582532
2346,1.285491475
2347,1.97470444
2348,2.998833017
2349,1.6483302
2350,1.5967806
2351,1.639956333
2352,2.031579617
2353,1.465619083
2354,1.293235667
2355,2.046006533
2356,1.2880718
2357,1.639956383
2358,0
2359,0
2360,1.2880718
2361,1.696886617
2362,3.400921517
2363,1.282907933
2364,2.098623833
2365,0
2366,1.282907967
2367,2.772986133
2368,2.401632417
2369,2.4805318
2370,1.899422383
2371,1.2880718
2372,1.8455949
2373,2.6873417
2374,2.080221833
2375,1.3457739
2376,1.648330233
2377,2.453553467
2378,0
2379,0
2380,2.438246817
2381,1.28990116
2382,1.2880718
2383,1.2880718
2384,0
2385,2.080221833
2386,1.77111785
2387,3.066426233
2388,3.093657667
2389,0
2390,1.567001683
2391,1.293235633
2392,1.2860501
2393,1.2880718
2394,2.20392485
2395,2.492858983
2396,2.963804317
2397,1.581008317
2398,2.589888617
2399,1.28659086
2400,1.899422367
2401,2.463851117
2402,1.95583775
2403,2.037817933
2404,2.566159483
2405,1.5029579
2406,2.08636395
2407,1.2880718
2408,1.878457383
2409,1.293235667
2410,1.856480133
2411,0
2412,1.282907967
2413,2.176444133
2414,2.655743833
2415,1.59071355
2416,1.52223115
2417,3.00696885
2418,2.4904501
2419,1.2880718
2420,1.2880718
2421,1.282907967
2422,1.2954766
2423,1.282907967
2424,1.2880718
2425,1.965973733
2426,1.855911633
2427,2.921546617
2428,2.574421783
2429,3.217647883
2430,1.293235667
2431,2.037890983
2432,2.740914133
2433,1.7258569
2434,2.396308867
2435,1.984113967
2436,1.581647767
2437,1.289657975
2438,1.682360367
2439,2.7645604
2440,0
2441,1.282907967
2442,2.693651983
2443,1.631582467
2444,1.6519763
2445,1.2880718
2446,0
2447,0
2448,0
2449,0
2450,0
2451,2.428679233
2452,2.5020716
2453,2.807183433
2454,1.639956433
2455,2.151773383
2456,2.42400596
2457,2.256404317
2458,3.1181184
2459,1.639956333
2460,1.282907967
2461,1.293235633
2462,1.285491475
2463,1.631582467
2464,0
2465,2.112332
2466,2.031397733
2467,1.2880718
2468,1.899422383
2469,2.229908417
2470,1.347488417
2471,1.289657975
2472,2.5272179
2473,0
2474,1.2880718
2475,1.28549145
2476,0
2477,1.639956517
2478,1.28990118
2479,1.28872356
2480,0
2481,0
2482,2.4865669
2483,1.521591667
2484,0
2485,0
2486,1.94139746
2487,2.6793955
2488,2.52814192
2489,2.4508721
2490,1.582254283
2491,3.180998533
2492,0
2493,2.263204533
2494,2.29431255
2495,2.124693383
2496,2.5454612
2497,1.811981633
2498,1.28906595
2499,2.1698238
2500,3.32369715
2501,1.2880718
2502,1.639956333
2503,1.582254383
2504,0
2505,2.048978933
2506,2.5137277
2507,1.8554924
2508,1.2932325
2509,2.906061933
2510,2.8539493
2511,1.582254283
2512,2.06501055
2513,2.295108167
2514,2.28145445
2515,0
2516,1.2880718
2517,1.607726217
2518,1.29323245
2519,2.718096467
2520,0
2521,1.6429202
2522,2.90103385
2523,2.455175233
2524,2.256404317
2525,0
2526,1.45036645
2527,2.42268625
2528,2.8112982
2529,1.28703776
2530,1.465619067
2531,2.76984035
2532,1.81198165
2533,1.910653233
2534,1.639956383
2535,1.856480133
2536,2.952561833
2537,1.2880718
2538,0
2539,3.139317617
2540,2.2238937
2541,1.2880718
2542,1.582254333
2543,2.72731245
2544,1.46240905
2545,2.916838
2546,0
2547,1.63577125
2548,2.285949125
2549,2.559452667
2550,0
2551,1.580773733
2552,1.872796533
2553,1.639956383
2554,1.857018417
2555,1.88074795
2556,3.104903625
2557,0
2558,2.702871783
2559,2.2033081
2560,2.562050167
2561,1.2880718
2562,1.286050125
2563,3.226479333
2564,1.293235667
2565,1.2870353
2566,3.08981245
2567,1.989774783
2568,1.35878844
2569,1.285491475
2570,3.004077367
2571,1.654482717
2572,2.144957567
2573,2.878610717
2574,1.65813455
2575,3.043655383
2576,1.4624091
2577,0
2578,2.287834467
2579,3.045866483
2580,0
2581,1.288071817
2582,2.023748517
2583,1.285491475
2584,3.26573345
2585,0
2586,3.151011633
2587,1.2880718
2588,3.11129185
2589,1.291129975
2590,1.2880718
2591,1.284813
2592,1.639956433
2593,1.8121908
2594,3.09509288
2595,1.287035325
2596,2.069774767
2597,2.83545145
2598,1.288071817
2599,0
2600,0
2601,1.2880718
2602,1.2880718
2603,2.091772275
2604,1.771117917
2605,0
2606,2.4904501
2607,1.81198165
2608,1.2848129
2609,3.07158175
2610,0
2611,1.9155561
2612,0
2613,1.293235633
2614,0
2615,2.6094513
2616,1.2880718
2617,0
2618,1.812953267
2619,1.857018417
2620,1.288071817
2621,1.290426
2622,2.112332
2623,0
2624,1.2880718
2625,2.6871847
2626,1.288071817
2627,1.813521883
2628,1.2880718
2629,1.284813
2630,1.293235667
2631,2.023748517
2632,2.3424868
2633,1.42907538
2634,1.2880718
2635,3.002598467
2636,1.285491475
2637,1.293235667
2638,1.285491475
2639,0
2640,1.2880718
2641,2.785398733
2642,1.345773883
2643,2.25462466
2644,1.2880718
2645,0
2646,2.381348767
2647,0
2648,1.565755733
2649,1.2932325
2650,3.010046917
2651,0
2652,1.293235667
2653,1.899422367
2654,1.2880718
2655,1.6483265
2656,1.288071817
2657,0
2658,1.282907967
2659,2.354605017
2660,1.282907967
2661,2.098623833
2662,1.8304068
2663,1.938687267
2664,0
2665,0
2666,0
2667,1.35745884
2668,2.547994433
2669,1.2880718
2670,0
2671,2.259567467
2672,1.813521783
2673,2.926395167
2674,0
2675,0
2676,2.68351295
2677,1.285491475
2678,1.2880718
2679,1.28549145
2680,1.582254333
2681,2.399538267
2682,0
2683,2.013482517
2684,1.289657975
2685,1.581647817
2686,1.2880718
2687,3.359442667
2688,1.523321183
2689,0
2690,1.46401875
2691,0
2692,0
2693,0
2694,1.696886633
2695,1.347254417
2696,1.462409067
2697,2.224050633
2698,1.282907967
2699,2.85901305
2700,1.286050125
2701,1.3583377
2702,2.065671217
2703,1.2880718
2704,2.786355517
2705,2.098623833
2706,0
2707,3.429961625
2708,0
2709,0
2710,1.4064365
2711,2.56454475
2712,0
2713,2.39765725
2714,2.776443583
2715,1.28549145
2716,1.712809333
2717,1.857018417
2718,1.899422367
2719,2.203254733
2720,1.347488417
2721,2.433622283
2722,1.639956383
2723,1.791747633
2724,2.928544933
2725,2.5887142
2726,2.5192151
2727,3.0604655
2728,1.2880718
2729,2.988474533
2730,1.580539717
2731,1.966046417
2732,2.692503383
2733,0
2734,0
2735,2.25640425
2736,2.9683071
2737,3.06417885
2738,1.2880718
2739,1.2848129
2740,2.872929383
2741,2.462327733
2742,1.521825767
2743,1.8125502
2744,1.639956517
2745,2.098623833
2746,2.796538833
2747,3.51174575
2748,1.726290233
2749,2.987077567
2750,0
2751,1.289658
2752,0
2753,1.2880718
2754,0
2755,0
2756,1.375175025
2757,2.031579633
2758,1.289658
2759,1.289657975
2760,1.683677133
2761,1.28659084
2762,1.465619083
2763,0
2764,2.628529167
2765,2.82070905
2766,1.590713583
2767,1.825592333
2768,1.46474505
2769,2.74443945
2770,1.2880718
2771,0
2772,3.31199125
2773,1.2880718
2774,0
2775,1.28990116
2776,1.2880718
2777,0
2778,1.404707
2779,1.2932325
2780,1.932375
2781,2.422119533
2782,1.289657975
2783,2.098623833
2784,1.639956333
2785,1.282907967
2786,1.52182575
2787,2.819169083
2788,0
2789,1.933035617
2790,1.769039417
2791,1.2880718
2792,2.70579575
2793,1.4064365
2794,1.52182575
2795,1.289657975
2796,1.285491475
2797,0
2798,1.2880718
2799,1.2880718
2800,2.06568575
2801,1.29323245
2802,1.555978925
2803,1.582254333
2804,2.751233667
2805,1.2954766
2806,1.28659086
2807,2.0199729
2808,2.42030945
2809,3.0013499
2810,2.426787733
2811,1.804150567
2812,2.178583983
2813,2.850972483
2814,2.309561617
2815,2.58695766
2816,1.49624248
2817,0
2818,1.2880718
2819,2.91955505
2820,1.899422367
2821,1.45036645
2822,2.023748517
2823,2.82836265
2824,2.3146989
2825,0
2826,2.116579417
2827,0
2828,2.1436337
2829,1.28990116
2830,1.2880718
2831,0
2832,2.6873417
2833,1.5233212
2834,0
2835,1.2880718
2836,1.2880718
2837,2.7129818
2838,1.6519763
2839,1.28703776
2840,1.871957317
2841,1.2880718
2842,1.874113433
2843,1.2880718
2844,1.639956333
2845,1.288071817
2846,2.098623833
2847,1.285491475
2848,1.288071817
2849,2.016857933
2850,2.401632233
2851,1.708844217
2852,2.954018683
2853,0
2854,2.564441467
2855,1.345773883
2856,1.288071817
2857,1.639956333
2858,2.773785775
2859,0
2860,2.997108317
2861,0
2862,1.289658
2863,1.581647817
2864,1.608972217
2865,2.651712117
2866,2.0208987
2867,1.29323245
2868,0
2869,1.668154817
2870,1.89942235
2871,2.379069833
2872,2.67721635
2873,2.273492
2874,1.282907967
2875,0
2876,1.293235667
2877,1.2954766
2878,2.098623833
2879,1.855911617
2880,1.75519525
2881,2.00026175
2882,0
2883,3.21212025
2884,1.52963368
2885,1.639956333
2886,2.342140767
2887,0
2888,0
2889,2.91347094
2890,1.2880718
2891,0
2892,1.29323245
2893,2.8759223
2894,0
2895,1.957319533
2896,1.2880718
2897,1.777580133
2898,1.899422367
2899,0
2900,2.117409667
2901,0
2902,2.17170085
2903,1.957857817
2904,1.64292008
2905,1.286050125
2906,0
2907,2.3918478
2908,1.463265083
2909,3.275548467
2910,3.031035833
2911,1.2880718
2912,1.285491475
2913,2.4545753
2914,1.288071817
2915,1.289657975
2916,2.880226783
2917,1.2880718
2918,1.282907933
2919,1.64832655
2920,2.274612617
2921,2.779770317
2922,2.47473664
2923,1.635771325
2924,1.2880718
2925,0
2926,1.2932325
2927,1.289658
2928,0
2929,1.639956433
2930,2.793238667
2931,1.933217533
2932,1.467205
2933,1.81198165
2934,1.5233212
2935,2.744458483
2936,1.28872356
2937,1.289657975
2938,0
2939,2.639140183
2940,1.293235667
2941,1.768260833
2942,1.293235667
2943,2.40228115
2944,2.391233217
2945,3.086098983
2946,1.990272183
2947,1.639956383
2948,1.582254333
2949,1.582254283
2950,1.406436483
2951,1.523321183
2952,1.28990116
2953,2.1034707
2954,1.888191433
2955,1.580773833
2956,0
2957,1.2880718
2958,1.289658
2959,1.444677875
2960,1.69688665
2961,1.2880718
2962,1.682360267
2963,2.518667933
2964,1.2880718
2965,1.8881915
2966,2.4783046
2967,1.2880718
2968,1.581647817
2969,1.28489945
2970,1.289658
2971,2.604802467
2972,1.91141
2973,2.14045195
2974,1.4258253
2975,1.285491475
2976,1.89942235
2977,0
2978,1.754241583
2979,2.3169067
2980,1.288071817
2981,1.726290333
2982,1.282907933
2983,0
2984,0
2985,0
2986,1.2954766
2987,1.529965
2988,1.8135218
2989,1.2880718
2990,1.580773833
2991,2.812241583
2992,2.877425183
2993,1.28872356
2994,1.639956383
2995,1.768260867
2996,1.2880718
2997,0
2998,2.689115333
2999,1.58100845
3000,2.268342583
3001,0
3002,1.855701567
3003,0
3004,2.4904501
3005,2.049535217
3006,2.204252883
3007,1.2880718
3008,1.582254233
3009,2.19826395
3010,3.2287946
3011,1.99778445
3012,2.2988467
3013,2.479995483
3014,2.236240817
3015,1.28872356
3016,1.2880718
3017,2.15373712
3018,1.288071817
3019,2.905654833
3020,2.384434617
3021,1.89942235
3022,1.28549145
3023,1.2880718
3024,1.2880718
3025,1.285491475
3026,0
3027,2.815016683
3028,0
3029,1.855701533
3030,1.28703776
3031,1.72531865
3032,1.2880718
3033,2.147217683
3034,2.545167467
3035,1.288071817
3036,2.1461126
3037,1.293235633
3038,1.987467767
3039,1.2880718
3040,1.293235633
3041,1.3787829
3042,1.2954766
3043,0
3044,2.118835333
3045,1.285491475
3046,1.28868898
3047,0
3048,1.639956433
3049,1.285491475
3050,1.2880718
3051,0
3052,1.639956333
3053,1.28549145
3054,1.404707033
3055,1.28990116
3056,3.33056352
3057,2.284346467
3058,2.341140933
3059,1.291129975
3060,1.412069
3061,3.003652383
3062,1.2880718
3063,2.328833733
3064,1.2860501
3065,1.639956333
3066,1.2880718
3067,2.098623833
3068,1.547556125
3069,2.08373105
3070,0
3071,2.067148533
3072,1.990272183
3073,1.2860501
3074,2.4904501
3075,1.899422367
3076,1.77111785
3077,1.88500895
3078,1.521591733
3079,1.899422367
3080,2.177271167
3081,1.914361217
3082,2.3162057
3083,2.7272216
3084,0
3085,1.2880718
3086,2.850081783
3087,1.4656191
3088,2.66686725
3089,1.293235667
3090,1.866622933
3091,1.63577125
3092,2.105160833
3093,0
3094,2.851600017
3095,1.811981667
3096,0
3097,0
3098,0
3099,1.6483302
3100,2.47864998
3101,1.282907967
3102,1.580773833
3103,1.28990118
3104,1.89942235
3105,1.798171533
3106,2.046006533
3107,2.819357233
3108,1.582254233
3109,1.5233212
3110,0
3111,1.282907933
3112,1.639956333
3113,2.092489717
3114,1.639956433
3115,1.29323245
3116,1.4064365
3117,2.092489717
3118,2.558930467
3119,1.639956333
3120,1.2880718
3121,0
3122,1.2880718
3123,1.288071817
3124,1.41150438
3125,0
3126,1.855701533
3127,0
3128,0
3129,2.341254467
3130,1.50295792
3131,2.112332
3132,1.580773817
3133,2.56999675
3134,0
3135,0
3136,1.89942235
3137,1.639956333
3138,1.581647817
3139,1.2880718
3140,1.639956433
3141,2.642853733
3142,2.33797005
3143,1.2880718
3144,2.890832483
3145,2.41650475
3146,1.2880718
3147,1.2880718
3148,2.63030295
3149,3.043394667
3150,1.289657975
3151,0
3152,1.28703776
3153,1.639956333
3154,1.529965
3155,1.28990116
3156,2.548641683
3157,2.363292783
3158,1.289657975
3159,1.580773833
3160,0
3161,1.899422367
3162,1.287035325
3163,1.2880718
3164,0
3165,1.885009
3166,1.288071817
3167,1.52182575
3168,0
3169,1.43048036
3170,2.172194483
3171,1.286050125
3172,1.346380417
3173,2.3601968
3174,1.8938092
3175,1.285491475
3176,2.59343795
3177,1.42986336
3178,1.28990118
3179,1.43048036
3180,1.812190817
3181,0
3182,1.404707033
3183,2.454575267
3184,1.293235667
3185,1.286050125
3186,2.5646488
3187,2.031397733
3188,0
3189,3.2521725
3190,1.6483302
3191,0
3192,1.581008367
3193,2.988657783
3194,2.305325567
3195,2.031883983
3196,1.914361217
3197,2.289219633
3198,2.35476436
3199,1.2880718
3200,2.538678617
3201,1.2954766
3202,1.68291475
3203,0
3204,1.28549145
3205,2.336691767
3206,1.84929332
3207,1.639956517
3208,3.2538592
3209,2.467283267
3210,2.177585833
3211,1.2880718
3212,1.288071817
3213,2.545409017
3214,2.375156833
3215,1.639956433
3216,2.455175133
3217,2.049895983
3218,1.754241583
3219,0
3220,0
3221,1.2880718
3222,2.7527497
3223,1.2870353
3224,3.023884483
3225,2.91960305
3226,3.089952167
3227,1.5233212
3228,2.031890583
3229,0
3230,1.814060133
3231,1.2880718
3232,1.997784467
3233,1.5670016
3234,1.2880718
3235,2.906517967
3236,1.899422367
3237,2.2620046
3238,0
3239,2.28108755
3240,1.282907967
3241,1.37517505
3242,2.272252233
3243,1.99778445
3244,1.4624091
3245,1.28549145
3246,1.523071733
3247,0
3248,1.2880718
3249,0
3250,1.639956383
3251,2.36244175
3252,1.2880718
3253,1.582254333
3254,3.247423383
3255,2.831931783
3256,0
3257,1.46388955
3258,1.37517505
3259,1.28906595
3260,1.64253205
3261,1.89942235
3262,0
3263,1.878457333
3264,0
3265,2.177442317
3266,1.293235667
3267,0
3268,2.031397733
3269,1.2880718
3270,1.6429202
3271,1.2880718
3272,0
3273,3.1583166
3274,2.666867067
3275,1.375175025
3276,0
3277,3.3239741
3278,1.639956333
3279,2.4196884
3280,1.639956333
3281,1.293235633
3282,2.38940815
3283,1.639956333
3284,0
3285,1.643450267
3286,3.4279122
3287,2.29810045
3288,1.286050125
3289,0
3290,3.00295434
3291,2.89850812
3292,1.28659084
3293,1.2880718
3294,2.62485405
3295,0
3296,1.580773783
3297,1.282907967
3298,1.2880718
3299,1.289657975
3300,2.35933365
3301,2.196137333
3302,1.993788825
3303,0
3304,2.111866283
3305,1.49829998
3306,2.342486933
3307,1.2880718
3308,2.342140767
3309,1.8460411
3310,1.6483265
3311,1.2880718
3312,1.289658
3313,0
3314,1.28872358
3315,1.857018417
3316,2.76409695
3317,1.40470695
3318,1.29323245
3319,1.522231183
3320,1.63755234
3321,1.521591733
3322,0
3323,2.76660645
3324,1.2880718
3325,3.024313617
3326,2.064828667
3327,1.293235667
3328,2.2616827
3329,1.2880718
3330,1.899422367
3331,2.299465267
3332,1.857018433
3333,1.639956433
3334,2.230735417
3335,1.521591733
3336,2.048100317
3337,1.8301974
3338,1.9033946
3339,0
3340,1.28489945
3341,1.2880718
3342,0
3343,1.3787829
3344,1.2880718
3345,0
3346,1.284813
3347,0
3348,3.411640167
3349,1.2874885
3350,2.9449077
3351,2.651620433
3352,2.1034707
3353,2.06501055
3354,0
3355,1.880747883
3356,3.12072735
3357,1.727397133
3358,1.64253205
3359,1.2880718
3360,1.75521325
3361,2.38443485
3362,2.931857333
3363,2.19826395
3364,2.98089995
3365,1.282907933
3366,1.282907967
3367,1.2880718
3368,2.261289925
3369,1.391418383
3370,1.823211633
3371,3.368422983
3372,1.639956433
3373,1.2880718
3374,3.1932515
3375,2.748835967
3376,3.02091084
3377,1.2954766
3378,0
3379,1.610512433
3380,2.8583283
3381,1.285491475
3382,1.28489945
3383,1.28659084
3384,0
3385,2.558930367
3386,2.080221833
3387,2.0327331
3388,1.289658
3389,1.7306818
3390,3.3876266
3391,1.28703778
3392,1.631582567
3393,0
3394,1.825592333
3395,2.868962033
3396,2.256404317
3397,1.28990116
3398,1.2880718
3399,1.77111785
3400,2.399513767
3401,2.0802219
3402,2.579645533
3403,2.098623833
3404,1.406436483
3405,2.493683483
3406,1.582254233
3407,1.72078004
3408,0
3409,2.487968517
3410,2.098623833
3411,1.282907967
3412,1.639956333
3413,1.2880718
3414,0
3415,1.2880718
3416,2.90652365
3417,1.2880718
3418,2.824253883
3419,1.462409183
3420,1.857018433
3421,2.24427605
3422,2.509757333
3423,2.757830867
3424,1.6483302
3425,0
3426,1.28489945
3427,3.113056417
3428,0
3429,1.288071817
3430,0
3431,0
3432,2.00926618
3433,2.031890583
3434,1.2870353
3435,2.76809725
3436,0
3437,2.266187833
3438,1.89942235
3439,1.68870245
3440,1.2880718
3441,2.4057068
3442,1.2880718
3443,0
3444,1.28990116
3445,0
3446,2.568816917
3447,0
3448,2.138198133
3449,2.2032547
3450,3.259219833
3451,3.045070167
3452,1.2880718
3453,1.890275283
3454,1.631582567
3455,1.631582467
3456,1.2880718
