ID,E6N
658,0
659,0.00021425
660,0.002847063
661,0.003407731
662,0.003320108
663,0.001546218
664,0
665,0.002131591
666,0.022014778
667,0.002285257
668,0.007873445
669,3.35E-06
670,0.003975261
671,0.00072895
672,0.000100383
673,0.00091123
674,0
675,0.000439
676,0.003987651
677,0.005946759
678,0.00014035
679,0.00299902
680,0.027559597
681,7.74E-05
682,5.63E-06
683,0
684,0.002297111
685,0.006483933
686,0.009452133
687,0.000419
688,0.004437246
689,0.001230331
690,0.006326103
691,0.000317017
692,0.000627333
693,0.01276535
694,0.018739465
695,0.000439
696,0.000700539
697,0
698,0.000728587
699,0
700,0
701,0.038242683
702,0.004551894
703,0.00024525
704,0.003587422
705,0.00424259
706,0
707,0.012869242
708,0.0002865
709,0.020710373
710,0.0003995
711,0
712,0.004666203
713,0.01059567
714,0.013868109
715,0.036354674
716,0.0001325
717,0.010073277
718,0.021958951
719,0.008389186
720,0.010908883
721,0.004571832
722,0.003645532
723,0.008587392
724,0.004983383
725,0.042848994
726,0.016676203
727,0
728,0.0008123
729,0.015113421
730,0
731,0.015507284
732,0.009363249
733,0.000632549
734,0.016380973
735,0.006887416
736,0.003998915
737,0.000535833
738,0
739,0
740,0.004840814
741,0.000363
742,0.019611215
743,0.002156628
744,0.000129667
745,0.003260461
746,0.000558333
747,0.000418
748,0
749,0.013251596
750,0.002991303
751,0.009815488
752,0.008282508
753,0.001896973
754,0.014952706
755,0.009853195
756,0.004685276
757,0.002204601
758,9.77E-05
759,0.00053325
760,0.00179702
761,0.005753672
762,4.04E-05
763,0.002054348
764,0.007356347
765,0
766,0.004212877
767,0.00329127
768,0.038083729
769,0.003980212
770,0.001609113
771,0
772,0.003415722
773,0.104565596
774,0
775,0
776,0.001203043
777,0.005123535
778,0.000434
779,0.003297556
780,0.005011946
781,0.000858996
782,0
783,0.010272427
784,0.036132462
785,0.002671963
786,0
787,0.011271123
788,7.48E-06
789,0.000967326
790,0.002213447
791,0.004394968
792,0.006530881
793,7.23E-05
794,7.20E-05
795,0.019776732
796,0.003043821
797,0.000858996
798,0.00018875
799,0
800,0
801,8.26E-05
802,0
803,0.007653557
804,0.000116
805,0.015384894
806,0.002935327
807,0
808,1.36E-05
809,0.002116419
810,0.010125306
811,0
812,7.89E-05
813,0.002706412
814,0.002183889
815,5.73E-05
816,0.00035
817,0.001243174
818,0.004400575
819,0.006168727
820,0.003665308
821,0.001525098
822,0.009710473
823,0.005905252
824,0.011532701
825,0
826,0
827,0.025500412
828,0.002499708
829,0.002993787
830,0.000317667
831,6.17E-05
832,0
833,0
834,0.00491543
835,0
836,0
837,0.001724929
838,0.00053215
839,0.00010555
840,0
841,0.001459682
842,0.013510313
843,0.003199156
844,0
845,0.005551434
846,0.072175443
847,0.0006645
848,0.012491221
849,0.000545727
850,0.000226333
851,0.000402
852,0
853,0.006984078
854,0
855,0.004221268
856,0.001378627
857,0.006178824
858,0
859,0.020025065
860,0.009906094
861,0
862,0.001383371
863,0
864,0.000360375
865,0.002677192
866,0.00014185
867,0.001500759
868,0.001465708
869,0.008117873
870,0
871,0.025310812
872,0.002548861
873,0.011275455
874,0.008556574
875,0.006699173
876,0.002241154
877,0.001224024
878,0.012608244
879,0.001431092
880,0.044553018
881,0
882,0.040385733
883,0.002143824
884,0.01027861
885,0.0017536
886,0.001295777
887,0.00023295
888,0.000181433
889,0.000164113
890,0.01202496
891,1.88E-06
892,0.012019142
893,0
894,0.004233104
895,0.004646484
896,3.55E-07
897,0.001096641
898,0.000929069
899,0.016333613
900,0.005142511
901,0.00015625
902,0.006319012
903,0.030753073
904,0.007981927
905,0.013003157
906,0.01569968
907,0.003293743
908,0
909,0.00165269
910,0.000516833
911,0.00078837
912,0.014492568
913,0.001183148
914,0.000392667
915,0.001830564
916,0.031968235
917,0.018535996
918,0.001343855
919,0.007417623
920,0.011611724
921,0
922,0.003692253
923,1.14E-05
924,0.000603283
925,0
926,0.00060915
927,0.003577279
928,0.002216205
929,0.003297048
930,0.014092476
931,0.000399667
932,0.000840051
933,0.002929125
934,0.020124203
935,0
936,0.001803446
937,0.01335677
938,0
939,0
940,0.002346272
941,0.000626131
942,0.002126831
943,0.002636967
944,0.013391557
945,0.003181275
946,6.48E-07
947,0.000764543
948,0.002178264
949,0.000149
950,0.002155943
951,0.001099526
952,0.00021325
953,0.029643894
954,0.003472431
955,0.032937573
956,0.031338215
957,0.001524172
958,0.017076994
959,0.001259775
960,0.000995838
961,0.020793616
962,0.009324849
963,0.00128962
964,0.000153333
965,0.011037664
966,0.004914284
967,0.000938524
968,0.014027699
969,0.022106677
970,0.001751305
971,0
972,3.27E-05
973,0.012586624
974,0.013230762
975,0.000346833
976,0.007312849
977,1.08E-05
978,0.008307272
979,0.004449821
980,0.014236263
981,0.008528349
982,0.035304036
983,0.019079002
984,0.010883132
985,0.000939
986,0.000777871
987,0.010087029
988,0
989,0.00012688
990,0.004297833
991,0.015024916
992,0.015377332
993,0.002636584
994,0.008693279
995,0.006196224
996,0.0004275
997,0
998,0.024124074
999,0.000154383
1000,2.45E-05
1001,0.001790552
1002,0.000302667
1003,0.00014275
1004,0.000121117
1005,0.000644997
1006,0.005550774
1007,0.021394919
1008,0.022830787
1009,0
1010,0
1011,0
1012,0.000118
1013,0.002195848
1014,0.003913556
1015,0.004308358
1016,0.011823214
1017,0.004652105
1018,0.002943347
1019,0.006804201
1020,0.015437321
1021,0.003655514
1022,0.000638452
1023,9.44E-05
1024,0.0007105
1025,0.015953746
1026,0.004321673
1027,0.018332086
1028,0.0002195
1029,0.010423094
1030,0.000113417
1031,0.008235856
1032,0
1033,0
1034,0.0001138
1035,0.007086718
1036,0.000234006
1037,0.003981859
1038,0.000126
1039,0.004437807
1040,0.005402646
1041,0.00038625
1042,0.001810809
1043,0
1044,0.013516091
1045,0.001113764
1046,0.016040371
1047,0.001370477
1048,0.000373
1049,0.000978745
1050,0.01074759
1051,0.001061718
1052,0.010013875
1053,0.005693451
1054,3.90E-05
1055,0.010288607
1056,0.003406434
1057,0.001883554
1058,0.00025415
1059,5.57E-05
1060,0.004464058
1061,0.000476
1062,0.008906716
1063,0.00498361
1064,0.003376384
1065,0.004539182
1066,0
1067,0.001229427
1068,0.0002955
1069,0.014426587
1070,0.00081496
1071,6.25E-05
1072,0.008254898
1073,0.000221375
1074,0
1075,0.006008084
1076,0.001441409
1077,0
1078,0.007091431
1079,0.008296252
1080,0.000428667
1081,0.005412806
1082,0
1083,0
1084,0
1085,0.013364852
1086,2.07E-05
1087,0.000439067
1088,9.75E-05
1089,0.000311333
1090,0.008569911
1091,0
1092,0.000703409
1093,0.004183277
1094,0.010442704
1095,0.015262001
1096,0.002262153
1097,0.001632515
1098,0
1099,2.35E-05
1100,0.001909917
1101,0.00274012
1102,0.002812467
1103,0.036410763
1104,5.29E-05
1105,0.000296
1106,0
1107,0.014158267
1108,0.000138183
1109,0
1110,0.006289522
1111,0.00013228
1112,2.45E-05
1113,5.82E-06
1114,0
1115,0.009765378
1116,0.004270259
1117,0
1118,0.009245291
1119,0.008350461
1120,0.009961492
1121,0
1122,0.025909725
1123,0.000201167
1124,0.083131761
1125,0.009932722
1126,0.001581635
1127,0.004516134
1128,0.05551739
1129,0.006780641
1130,0
1131,0.010935708
1132,0.00565118
1133,0
1134,0
1135,0.006071359
1136,5.91E-05
1137,0.000162183
1138,0.00012301
1139,0.000727409
1140,0.007407988
1141,0.001093597
1142,0.011731391
1143,0
1144,0.007009542
1145,0.000137317
1146,0.015137262
1147,0.008922412
1148,0.000725833
1149,0.013683294
1150,0.006187208
1151,0.002396511
1152,0.00262019
1153,0.005005299
1154,0.006530881
1155,0.008083799
1156,0.001396181
1157,0.00014575
1158,0.009890619
1159,0.001382118
1160,5.39E-05
1161,0.002189266
1162,0.003696942
1163,0.021814316
1164,0.00262209
1165,0.00020442
1166,7.30E-05
1167,0.006952561
1168,0.004153801
1169,5.29E-05
1170,0.000654
1171,0.024226964
1172,0.017574377
1173,0
1174,0.001076991
1175,0.016607175
1176,0
1177,0.0004605
1178,0.0024058
1179,0.001578541
1180,0.000528852
1181,0.004297246
1182,0.00016498
1183,0.000931186
1184,0.000748306
1185,0.0001005
1186,0.002747761
1187,0.005860806
1188,0.002089115
1189,0.003723623
1190,0.000119873
1191,0.015276437
1192,0.005671742
1193,0.030151948
1194,0
1195,0.001329228
1196,0.027394567
1197,0.000839667
1198,0.001512079
1199,0.004294516
1200,0.003267765
1201,0
1202,0.005070935
1203,0.001598142
1204,0.003698386
1205,0
1206,0.056206011
1207,0
1208,0.001252914
1209,0.01197168
1210,0
1211,0.006524318
1212,0.017190525
1213,0.001446882
1214,0
1215,0.001705579
1216,0.0003795
1217,0.014338683
1218,0.000937925
1219,0.000549016
1220,0.008344856
1221,0
1222,0
1223,0
1224,0
1225,0.005418944
1226,0.000189482
1227,0.00158271
1228,0.002145672
1229,0.002327428
1230,0.042959919
1231,0.001229545
1232,0.003661209
1233,0.000588
1234,0.004711457
1235,0
1236,0
1237,0.001512079
1238,0.002137063
1239,0
1240,0.001430414
1241,0
1242,0.000434
1243,0.000248167
1244,0.000439
1245,0
1246,0.001953785
1247,8.22E-05
1248,0.000388
1249,0.001170427
1250,0
1251,0.002943347
1252,0
1253,0
1254,0
1255,0.006627463
1256,0.028488715
1257,0.002018631
1258,0.002404434
1259,0.005638464
1260,0.001467647
1261,1.09E-06
1262,0
1263,0.001505265
1264,0
1265,0.000315583
1266,0.00573439
1267,0
1268,0.007937432
1269,0.001115211
1270,0.020269407
1271,0.0001509
1272,0.011684115
1273,0.006324949
1274,0.0004375
1275,0.005332448
1276,0.001339597
1277,2.60E-05
1278,0.0001755
1279,0.00015252
1280,0.007412112
1281,0.006612809
1282,0
1283,0.010388611
1284,0.000643732
1285,0
1286,0.017599114
1287,0.000168333
1288,0.002577983
1289,0.010678353
1290,0.014864915
1291,0.00029025
1292,0.000316333
1293,0
1294,0
1295,0.003231595
1296,0.00505454
1297,0.0056288
1298,0.0005225
1299,0.00804799
1300,0.004845318
1301,0.006557504
1302,0
1303,0
1304,0
1305,0
1306,0.000531
1307,0
1308,0
1309,0
1310,0.013798759
1311,0
1312,0
1313,0.000913718
1314,0.075756985
1315,0.0001312
1316,0.000579996
1317,0.01384499
1318,0.014939049
1319,0.005967104
1320,0
1321,0.00840902
1322,0.002664405
1323,0.003975261
1324,0.001246204
1325,0.000275
1326,0.00504452
1327,0.002931455
1328,0
1329,0.001975054
1330,0.002751757
1331,0.007854511
1332,0.038604487
1333,0.008416494
1334,0.028018724
1335,0.000751389
1336,0.001414534
1337,0.002077127
1338,0.015861308
1339,0
1340,0.005063774
1341,0.028172297
1342,0.014715871
1343,0.0004735
1344,0.003195834
1345,0.000218
1346,0.001394294
1347,0.014574212
1348,0.012673346
1349,0.031297181
1350,0.001049271
1351,0.00272109
1352,0.018352965
1353,5.41E-05
1354,0
1355,6.87E-05
1356,0.004335484
1357,0.000129075
1358,0.004580536
1359,0
1360,0.000374333
1361,0.00340346
1362,0.003661209
1363,0.003836971
1364,0.000374333
1365,8.11E-06
1366,0.006005434
1367,0.004062615
1368,0.001562902
1369,0
1370,0.006054067
1371,0.000595978
1372,0.000281
1373,0.003786291
1374,0
1375,0
1376,0.001060186
1377,0.00115983
1378,0.016532337
1379,0.0008123
1380,0.004733593
1381,0.003402794
1382,0.006364377
1383,0.025818744
1384,0.05824856
1385,0.003707212
1386,0.004651883
1387,0.004396242
1388,0
1389,0.000452333
1390,0.000242333
1391,0.000794508
1392,0.001541226
1393,0
1394,0.002377568
1395,0.007261215
1396,0
1397,0.009894565
1398,0.005310297
1399,0.000584167
1400,0.000715148
1401,0.011239694
1402,0.00065075
1403,0.005876974
1404,0.000881887
1405,0.007026539
1406,0.002649745
1407,0.010270227
1408,0
1409,0.039796553
1410,0.00862788
1411,0.02142981
1412,0.003659235
1413,0.024557451
1414,0.006377206
1415,0.00110511
1416,0
1417,0.039105868
1418,0.002217415
1419,0.000621951
1420,0
1421,0.002824541
1422,0.002645662
1423,0.000933724
1424,0.039480734
1425,0.065835594
1426,0.005338672
1427,8.80E-05
1428,0.032206395
1429,0.00132831
1430,0.007595982
1431,0.104056679
1432,0.002346666
1433,0
1434,0
1435,0.006284243
1436,0.002349129
1437,0.000612389
1438,0.000508
1439,0.002339257
1440,0
1441,0.022152544
1442,0.0001768
1443,0.012501908
1444,0.003529271
1445,0.00034375
1446,0.002081795
1447,0.0002465
1448,0.000110683
1449,0.000108325
1450,0.009391022
1451,0
1452,0.003232193
1453,0.010966167
1454,0.005998491
1455,0
1456,0
1457,0.053817103
1458,0.001787372
1459,0
1460,0.017257718
1461,0.081132493
1462,0.000740466
1463,0.021486563
1464,0.001092461
1465,0
1466,0.000531
1467,0.045837987
1468,0.02614908
1469,0.03864494
1470,0.001820647
1471,0
1472,0.00013688
1473,0
1474,0.022561893
1475,0.030734429
1476,0.00033
1477,0.000402
1478,0.00204125
1479,0
1480,0.001257164
1481,0.002005821
1482,0.000558333
1483,0
1484,0.000423
1485,0.018169719
1486,0
1487,0.00169101
1488,0.001649248
1489,0.001798352
1490,0
1491,0.013784377
1492,0.00491688
1493,0.003752862
1494,0
1495,0.000117333
1496,0.004201989
1497,0.005410036
1498,0
1499,0.000439
1500,0.029767839
1501,0.003301161
1502,0.026518301
1503,0
1504,0.000246833
1505,0.000927581
1506,0.0037233
1507,0.00415708
1508,0.00438767
1509,0.0005114
1510,0.003617232
1511,8.75E-05
1512,0.00038775
1513,0.007937636
1514,1.76E-05
1515,0.001196653
1516,0.003167563
1517,0
1518,0.000163383
1519,1.50E-05
1520,0.094288215
1521,0.014473016
1522,0.099040977
1523,0.001081559
1524,0.001526287
1525,0
1526,4.82E-06
1527,0.006757814
1528,0.004883317
1529,0.000908931
1530,0.002806438
1531,0.001346922
1532,0
1533,0
1534,3.92E-05
1535,0.003317937
1536,0.0002352
1537,0.000364167
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0.001880614
1544,0
1545,0
1546,0
1547,0.021457877
1548,0.006007599
1549,0.007739927
1550,0.006837345
1551,0.000603
1552,0
1553,0.005818993
1554,0.004824386
1555,0.005477816
1556,0
1557,0.000114025
1558,0.005782612
1559,0.00077075
1560,0.013471248
1561,0.006198143
1562,0
1563,8.14E-06
1564,0.003585441
1565,0.019590752
1566,0.002017656
1567,0.048718948
1568,0.001559909
1569,0.010174421
1570,0.132562792
1571,0.000745
1572,0.016946507
1573,0.008731499
1574,0.005125923
1575,0.000644667
1576,0.007276495
1577,0.001293051
1578,0.004999914
1579,0.001912039
1580,0.003408699
1581,0.018520789
1582,0.002580167
1583,0.000133883
1584,0
1585,0.000142317
1586,0.008996009
1587,0.002789103
1588,0
1589,0.003039993
1590,0.008021746
1591,0.013593509
1592,0.071382048
1593,0.000595486
1594,0.002119975
1595,0.002327428
1596,5.60E-05
1597,0.026418318
1598,0.03319287
1599,0.002765911
1600,3.88E-05
1601,0.021026963
1602,0
1603,0
1604,0
1605,0
1606,0.0006635
1607,0.0006112
1608,0.000396833
1609,0.005812681
1610,0.001283889
1611,0.004840814
1612,0.043823984
1613,0
1614,0.000147133
1615,0.00140333
1616,0
1617,0.000158667
1618,0.003670852
1619,0.004421949
1620,0.002097373
1621,0.002027814
1622,0
1623,0.004603791
1624,0
1625,0.0153746
1626,3.16E-05
1627,0
1628,0
1629,0.00152746
1630,0.004319721
1631,0.000753761
1632,0.000778109
1633,0.008836336
1634,0.003065788
1635,0
1636,0.038677519
1637,0.025103864
1638,0.001086876
1639,0.003752564
1640,0.0009044
1641,0.000252667
1642,0.000204275
1643,0.000535
1644,0.001424423
1645,0.001750897
1646,2.93E-05
1647,0.021699683
1648,0.002174397
1649,0.01092363
1650,0.000187333
1651,6.97E-05
1652,0
1653,0.004789555
1654,0
1655,0.003661209
1656,0.008344088
1657,0.003156927
1658,0
1659,2.09E-05
1660,0.002760774
1661,0.008814017
1662,0.000417667
1663,0
1664,0.000381667
1665,0.01221278
1666,0.000111717
1667,0.00299942
1668,0.002276831
1669,0.002018218
1670,0.002665074
1671,0.007387976
1672,0.000104433
1673,0.015247974
1674,0.001018904
1675,0.000710343
1676,0.001370215
1677,0.00194442
1678,0.010099329
1679,4.86E-05
1680,0.01568534
1681,0.018109382
1682,1.41E-05
1683,0.013161285
1684,0.007086677
1685,0.002772057
1686,0.00152746
1687,0.058381875
1688,0.018162865
1689,0.000402117
1690,1.08E-05
1691,0.021459373
1692,0.01522526
1693,0.001874482
1694,0.004098599
1695,0.02981996
1696,0.001203486
1697,0.009833875
1698,0.00721026
1699,0.001256135
1700,0.000381
1701,0.025350868
1702,0.004160355
1703,0.007945464
1704,0.010697941
1705,0.002539612
1706,2.60E-05
1707,0.002345099
1708,0.002567006
1709,0.054943199
1710,1.75E-05
1711,2.30E-05
1712,0.000939
1713,7.03E-05
1714,0.0005045
1715,0.001278048
1716,0.001876183
1717,0.000995838
1718,0.000746
1719,0
1720,0.002119505
1721,0.004639888
1722,0.00814806
1723,0.00574558
1724,0.000401
1725,3.35E-06
1726,0
1727,0.004370476
1728,0.008801975
1729,0.002046825
1730,0.001669427
1731,0.02908872
1732,0.000605667
1733,0.004206116
1734,0
1735,0.001003267
1736,0.001305737
1737,0.006220409
1738,0.007941709
1739,0.01459359
1740,0.031316628
1741,0.002481206
1742,0.005193148
1743,1.91E-05
1744,0.011767583
1745,0.005371972
1746,0.002098336
1747,0.030120132
1748,6.67E-05
1749,4.28E-05
1750,0.00301088
1751,0
1752,0.000423333
1753,0.005315273
1754,0.062177536
1755,0.003626917
1756,0.001422755
1757,0.019830274
1758,0.019550945
1759,0.003452663
1760,0.002077896
1761,0.03163275
1762,0.006082904
1763,0.002507751
1764,0.001083091
1765,0.04429251
1766,0.012351902
1767,0.004198844
1768,0.000146133
1769,0.004503842
1770,0.001643233
1771,2.68E-06
1772,0
1773,0.007282519
1774,0.002943347
1775,0.000207833
1776,0.010551794
1777,0.008239267
1778,0.002191026
1779,0.004366356
1780,0.000452833
1781,0
1782,0.002066723
1783,0.00995025
1784,9.76E-05
1785,0.00450527
1786,0.013461629
1787,0.006524318
1788,0.007070279
1789,0.031993154
1790,0.014001144
1791,0.000457167
1792,0.00277005
1793,0.000445967
1794,0
