,S6N
0,0.0
1,0.0
2,7172.443016666667
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,2.3542817666666664
9,2505.952905
10,697.378791
11,5600.678383333333
12,0.0
13,7740.610866666667
14,4838.6754
15,6.115024200000001
16,53585.449833333325
17,2320.99205
18,561.189685
19,30853.780883333337
20,342984.12000000005
21,198410.8695
22,77150.24508333333
23,61763.73049999998
24,36745.81255
25,151449.32283333334
26,0.0
27,53.4637515
28,95772.47566666668
29,3630.4705
30,405.4433853333333
31,7399.850345
32,14949.321649999998
33,16188.079259999999
34,55.847585499999994
35,116491.07233333333
36,283698.85500000004
37,33.45093425
38,3103.0479
39,25553.48517666667
40,168173.44047783333
41,23581.443028333335
42,0.0
43,103487.96383333333
44,242454.0643333333
45,1365.7695
46,325590.5755
47,418.05929761999994
48,108950.1475
49,2098.0671666666667
50,0.0
51,0.0
52,201.4751786
53,0.0
54,833.9628549999999
55,15.8885695
56,3.7857147
57,59705.63359999999
58,0.0
59,0.0
60,0.0
61,0.0
62,24630.227161666666
63,35.38749095000001
64,9328.624133333333
65,3128.73585
66,4620.074025
67,149.6748908333333
68,360285.78199999995
69,30795.800666666662
70,97271.05025
71,2699.843569333333
72,594364.0133333333
73,111560.45833333333
74,314680.249
75,760.5519850000001
76,11532.994466666665
77,6336.597433333333
78,10083.071883333334
79,33935.157133333334
80,6269.837833333334
81,1.5424503999999999
82,22531.587033333333
83,619.80173
84,1046.3451766666667
85,5725.490750000001
86,9160.795
87,0.0
88,1355.43075
89,45624.74493666666
90,14701.060566666667
91,0.0
92,2979.960445
93,2041042.8599999999
94,10575.079116666666
95,0.0
96,7.086999116666667
97,6452049.39
98,26308.129416666667
99,91198.64246666666
100,66.7118565
101,30964.21146
102,8.41873346
103,2362.2219666666665
104,483911.4216666667
105,52909.361750000004
106,416.731574
107,0.0
108,538.4201889999999
109,4214.004739833334
110,18931.925333333333
111,59616.562333333335
112,474.0445835999999
113,104538.02633333333
114,1744599.5166666666
115,0.0
116,1312.446295
117,634395.07
118,3037.2842
119,2963.9764
120,0.0
121,584.86655
122,10424.23815
123,23048.648633333334
124,45730.836183333326
125,3094.0883
126,804422.2736666667
127,7567.793956666667
128,3999.1584
129,0.0
130,0.0
131,179.043496
132,132631.61
133,2145.8000138333337
134,50963.918
135,140367.74075
136,107575.06053333334
137,20115.500979383334
138,5102.962716666666
139,13394.4664
140,0.0
141,190522.65083333335
142,2037.0922
143,3112.9403162500003
144,1773.5226333333333
145,7167.881249999999
146,1579.981736
147,2819.89936
148,17856.088166666665
149,2732.9082999999996
150,111.8165132
151,1392.8043156666665
152,633.461398
153,3757.4177
154,0.0
155,94029.23019999999
156,0.0
157,31620.8967
158,115.58397116666667
159,14.501950749999999
160,0.0
161,4603.408983333334
162,825756.9700000001
163,77.99401833333333
164,56133.86366666667
165,17886.483166666665
166,184.82145905000002
167,1181.3661375
168,15241.242560000002
169,44416.3424
170,23357.83871666667
171,1355.4307266666667
172,120.63207833333333
173,20.54912925
174,2254437.066666667
175,1.964677775
176,0.0
177,2961.84672
178,1136.2298666666668
179,106739.11
180,181168.4593333333
181,460896.4116666667
182,44228.657
183,0.0
184,1103.180775
185,0.0
186,0.0
187,21792.202390833332
188,14212.035633333333
189,260.0586246666666
190,23.458800000000004
191,0.0
192,0.0
193,0.0
194,18154.6581
195,0.0
196,0.0
197,0.0
198,13285.60811666667
199,0.0
200,2170731.9383333335
201,623973.4766666667
202,3011384.41
203,13707474.25
204,49.19550082000001
205,19.3959084
206,1010.1730416666666
207,84353.11239999998
208,9435.224716666666
209,8115.166550833334
210,0.0
211,0.0
212,7966.545783333334
213,14621.195666666667
214,16011.354516666664
215,4.865102833333332
216,46145.94325
217,211807.15
218,3317.9092
219,0.0
220,366.1728110666666
221,0.0
222,3420.2162833333327
223,40564.09816666667
224,1838.1331500000001
225,45128.498499999994
226,282.7883325
227,0.0
228,1650.4599666666666
229,0.0
230,1573446.4808333332
231,0.0
232,7329.5907386
233,7160.008216666668
234,0.0
235,209540.62
236,52778.896
237,2362.916095
238,429.6426083333333
239,149.14994149999998
240,5293.55295
241,0.0
242,0.0
243,35.728690283333336
244,305052.02166666667
245,13.879879833333334
246,0.0
247,12523.380833333335
248,870.31192
249,9328.622233333332
250,22.349183
251,0.0
252,275799.3655
253,15777.747216666668
254,115462.36416666665
255,71921.70633333334
256,60183.29743333333
257,58191.193400000004
258,122771.43123333335
259,0.0
260,39925.58188333334
261,51945.46433333333
262,0.0
263,212.4551
264,0.0
265,151.97777549999998
266,2668.0839333333333
267,712.4568266666666
268,106474.28399999999
269,18.4726504
270,531.818345
271,398135.4233333334
272,30186.13941666667
273,1.5629172
274,86386.28266666667
275,37478.78008333334
276,0.0
277,165590.77000000005
278,3133.1038116666664
279,978084.4833333333
280,616453.7
281,23259.463133333335
282,49122.86716666666
283,0.0
284,55775.76333333333
285,2790.07404
286,25788.228499999997
287,145.15363799999997
288,0.0
289,0.0
290,0.0
291,59653.441549999996
292,0.0
293,12463.26714
294,13.331623
295,168.30100266666668
296,806.28476
297,13948.371783333334
298,119795.91333333333
299,8973315.940000001
300,1373.23449
301,10398.881733333334
302,248313.59166666665
303,146.3112295
304,76572.78325000001
305,79384.3145
306,0.0
307,220093.21333333335
308,81186.16966666667
309,136770.03116666668
310,47968.62485
311,0.0
312,4388.257233333333
313,48.472852180000004
314,3751306.5
315,258680.5588
316,9525.82941666667
317,8316.385416666666
318,14.307397
319,0.0
320,16314.886066666666
321,304745.861
322,65359.19355033333
323,11156.248366666667
324,480.84610000000004
325,0.0
326,4.08609795
327,65633.7875
328,11724675.4
329,8337.462822166666
330,0.0
331,3.4815448200000008
332,0.0
333,3240.8128599999995
334,1.8454538333333332
335,0.0
336,15922.970249999998
337,3186.2550166666665
338,40122.69466666666
339,369.9277183333333
340,100.26792800000001
341,13394.4679
342,30015.207833333334
343,95235.02749999998
344,32967.173
345,6.173833916666666
346,3439.384875
347,1452.7105716666665
348,7501.7361
349,12748.844566666668
350,4339.450966666666
351,0.0
352,2724.109233333333
353,4931.938216666666
354,3684.2286666666664
355,347.54741000000007
356,24456.393416666662
357,98847.36033333333
358,1.56024195
359,11640.762283333335
360,1455574.38
361,1507.6456199999998
362,1350285.201666667
363,601.2776283333334
364,1892847.3
365,1600.7168249999997
366,1039.845805
367,5153.722116666667
368,1.5421517500000002
369,112332.88033333333
370,319.12652149999997
371,3780.000285
372,538.4201724999999
373,11902.608366666665
374,0.0
375,0.0
376,0.0
377,1355.4307
378,4638.509633333334
379,643674.885
380,484.6504266666666
381,619.80173
382,385.2642042166667
383,32441.166050000003
384,0.0
385,159388.81833333333
386,12430.063666666667
387,1.6134298999999999
388,35030.8235
389,14842.521050000001
390,591.1443412333334
391,781.7935433333333
392,3576.8243116666667
