,E7N
0,0.0053981645
1,0.0
2,0.0
3,0.0
4,0.022781432333333334
5,0.0010953243333333333
6,0.000241
7,0.0
8,0.0
9,0.002947624
10,0.0001005
11,0.002293725
12,0.00040308200000000003
13,0.0
14,0.0
15,0.002317607666666667
16,0.0
17,0.0
18,0.0
19,0.0038496090000000004
20,0.000744
21,0.00253975725
22,0.00016466666666666667
23,0.00168631
24,3.736666666666667e-05
25,0.0
26,0.012560745666666666
27,0.0
28,0.0
29,0.0
30,4.5299999999999997e-05
31,0.0032519563333333334
32,0.0
33,2.793333333333333e-06
34,0.005100066333333333
35,0.019795970666666666
36,5.225e-14
37,7.400000000000001e-14
38,0.0
39,0.005102590666666666
40,0.0
41,0.0017919314999999998
42,0.0056415273333333335
43,0.00017533333333333333
44,0.008021653
45,0.0
46,0.0
47,0.0
48,0.0
49,0.00016333333333333334
50,0.001201232
51,0.0
52,0.003421615
53,0.013139756
54,0.040698495
55,0.008572810333333333
56,0.0021570670000000004
57,0.0
58,0.00016566666666666664
59,0.0
60,0.0047238413333333335
61,0.0
62,5.316666666666667e-06
63,0.0
64,0.0
65,0.004936378666666667
66,0.0
67,0.06925434700000001
68,0.004377637
69,6.933333333333334e-05
70,0.0008608900000000001
71,0.007598117333333332
72,0.00019355
73,0.0012978213333333334
74,0.0
75,0.0
76,0.0
77,0.003448131
78,0.0022024706666666665
79,0.0
80,0.0
81,0.06276155
82,0.007147453333333334
83,0.0
84,0.015184660749999999
85,0.0008776467500000001
86,0.00089746025
87,0.003058019
88,0.0033678910000000005
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0004235
95,0.0
96,7.83e-05
97,1.2447333333333333e-06
98,0.004030719666666667
99,7.87225e-05
100,0.004686227
101,0.0015414263333333334
102,0.0
103,0.00015733333333333333
104,0.0
105,0.0
106,0.0
107,7.76e-06
108,0.0012238383333333333
109,0.0
110,0.0
111,0.0
112,3.033333333333333e-05
113,0.0
114,0.0
115,1.5333333333333334e-06
116,4.949999999999999e-05
117,0.0005643333333333334
118,0.00013866666666666669
119,0.0
120,0.0
121,0.0
122,4.5299999999999997e-05
123,0.0
124,0.0
125,0.010036665666666666
126,0.0
127,0.0028845166666666665
128,0.000114425
129,0.000359
130,0.000596197
131,0.0006873974999999999
132,8.963333333333332e-05
133,0.0
134,0.001953658333333333
135,0.0
136,0.07435530333333333
137,0.004860664666666667
138,0.0
139,0.0
140,0.00026533333333333335
141,8.236666666666667e-06
142,0.0039321867499999994
143,0.00488936725
144,0.0
145,0.0005769999999999999
146,0.0005516666666666667
147,0.0
148,0.004446645
149,0.000442251014
150,0.0
151,0.03390119999999999
152,0.0009230037514525
153,0.0
154,0.0
155,0.0024976863333333334
156,0.027470239
157,0.00010423333333333334
158,0.0
159,0.01402257225
160,0.00712219125
161,0.003648117333333333
162,0.0033546343333333336
163,0.0011053476666666665
164,0.0056299455000000005
165,0.003211907333333333
166,0.00496056875
167,0.000400400348
168,0.0005267500000000001
169,0.0
170,0.0073595095
171,0.01616890225
172,0.0
173,0.011050063666666667
174,2.8366666666666665e-06
175,0.0
176,6.8225e-05
177,0.01041407325
178,0.003455547
179,0.000241
180,0.0
181,0.0
182,0.0
183,0.0
184,0.00063008175
185,0.0
186,0.0006896666666666667
187,0.00022825000000000002
188,0.00603302125
189,0.0
190,0.023118355999999996
191,0.0
192,0.0
193,0.00016833333333333335
194,0.00016466666666666667
195,0.0
196,0.000156
197,0.00638792375
198,0.01211115025
199,0.008466218999999999
200,0.0
201,0.0
202,0.0021733826666666665
203,0.0
204,0.0
205,0.0
206,0.001800800666666667
207,0.0
208,0.0
209,0.00213807025
210,0.0
211,0.014626841333333335
212,0.002397671666666667
213,0.004170926333333334
214,0.0
215,0.0
216,0.0
217,0.0
218,0.011052857333333332
219,7.0499999999999994e-09
220,0.0
221,1.656666666666667e-05
222,0.0
223,0.0
224,0.002561837333333333
225,0.00018133333333333334
226,9.09e-05
227,0.0
228,0.0230060452
229,0.0042442719999999995
230,0.0190908
231,2.1e-05
232,0.0006770000000000001
233,0.00561664325
234,0.008323580666666667
235,0.0023588496666666664
236,1.2234999999999998e-07
237,0.0
238,0.028233164333333335
239,0.000177
240,0.0
241,0.0009143953333333333
242,0.0
243,0.0025828343333333336
244,0.00213712475
245,0.0
246,0.004404338676799999
247,0.00038575
248,4.115e-06
249,0.006170662666666667
250,0.00039844725
251,0.0
252,0.024099001999999998
253,0.000115175
254,0.0
255,0.012411156333333333
256,0.0
257,1.19e-05
258,0.00010462500000000001
259,0.000852785
260,0.000212
261,0.0013507632500000001
262,0.00018200000024025
263,0.00311464675022175
264,0.007411167666666667
265,0.0
266,0.006826927
267,0.006395100333333334
268,0.000262
269,0.004739925666666666
270,0.0027403623333333333
271,0.0035108486666666668
272,7.756500000000001e-05
273,0.0
274,0.0
275,0.0028785693333333337
276,0.000248
277,9.4e-09
278,0.0004890706666666667
279,0.1161636475
280,0.02240745666666667
281,0.0
282,0.01740745125
283,6.13e-06
284,0.0009545793333333334
285,0.0
286,0.00354842675
287,0.0009298953333333333
288,0.0
289,0.0
290,0.0
291,0.0
292,0.00284707
293,0.0
294,0.0005613333333333333
295,0.013477440666666667
296,0.001199221
297,0.0
298,0.003749367
299,0.0
300,0.0
301,0.0
302,0.0
303,9.766666666666668e-05
304,0.0
305,0.00649634225
306,0.006761319
307,0.001531586
308,0.006099377999999999
309,0.0
310,0.0
311,0.0
312,7.0225e-06
313,2.1875000000000002e-07
314,0.0
315,0.00022400000000000002
316,0.0003013333333333333
317,0.12351845749999998
318,0.0
319,0.0
320,0.0
321,0.0008153333333333332
322,0.0
323,0.0
324,0.001174189
325,0.007218443999999999
326,0.00037666666666666664
327,0.038642170749999996
328,0.00786127260000596
329,0.0
330,0.0
331,0.0003153333333333333
332,0.00021600000000000002
333,0.0025038143999999997
334,6.063333333333333e-05
335,9.193333333333332e-05
336,0.0
337,0.0
338,0.0
339,0.004570707333333333
340,0.0003536666666666666
341,0.0060015730000000005
342,0.00181630625
343,0.0028895120000000003
344,0.026642237
345,0.002376305
346,0.014984488333333332
347,0.0
348,0.0
349,0.0
350,0.0009170807500000001
351,0.0
352,0.014829638666666665
353,0.00014
354,0.0
355,0.0
356,1.1775000000000002e-05
357,0.001484839
358,0.0005426666666666667
359,0.0031194183333333337
360,0.0213321115
361,0.0
362,0.0
363,0.0014793936666666668
364,0.001462344
365,0.0
366,0.003377056
367,0.0
368,0.0009884476666666665
369,0.0
370,0.00489088075
371,0.0
372,0.0
373,0.0
374,0.0046945532500000005
375,0.0
376,0.003924566
377,0.00013275
378,0.00044820699999999995
379,0.0
380,0.1192464985
381,0.0
382,0.0
383,0.0
384,0.1266295381666667
385,0.000807
386,0.0
387,0.0
388,0.008291478799999998
389,0.0049430283333333335
390,0.0
391,0.0
392,0.05062065966666666
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.09672409533333333
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.04825560400000001
419,1.5066666666666668e-05
420,0.0
421,0.009760084
422,0.0043979745
423,0.0
424,0.0
425,0.0
426,0.0719697804
427,0.14479584699999998
428,0.029100782399999997
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0016519879999999999
446,0.0
447,4.1000000000000004e-07
448,0.0013011053333333333
449,0.0005033333333333333
450,0.001171152
451,3.2e-05
452,0.0
453,0.0
454,0.0
455,0.0
456,0.01119761775
457,0.0
458,0.0
459,0.0
460,0.0
461,0.004900935666666666
462,0.0005807095
463,0.0
464,0.0
465,0.0
466,0.0
467,0.08245532249999998
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.09370108325000001
474,0.0001025
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0001376
480,0.008197762666666665
481,0.0031298966666666664
482,0.0
483,0.0015500255000000002
484,0.0
485,0.0
486,0.00010400000000000001
487,5.829999999999999e-05
488,0.0
489,0.0
490,0.0060459345
491,0.11084006974999999
492,3.64e-05
493,0.0028952510000000006
494,0.0
495,6.280666666666667e-07
496,5.8666666666666665e-05
497,0.0
498,0.001095406
499,0.0
500,0.0
501,0.0
502,0.0004493333333333333
503,0.014169224
504,0.0004493333333333333
505,0.0002446666666666667
506,5.78e-05
507,0.0
508,0.0
509,0.0
510,0.0
511,5.3150000000000004e-05
512,0.00013066666666666665
513,0.0
514,0.0
515,0.0
516,0.007577466333333334
517,0.0
518,0.0
519,0.0019330304999999998
520,0.00025075
521,0.0
522,0.0
523,0.004532067666666666
524,0.0
525,0.0031760293333333335
526,0.0
527,0.0035466359999999997
528,3.484999999999999e-05
529,0.006393158666666667
530,0.0
531,0.00028724999999999996
532,0.0006826666666666666
533,0.022258186333333332
534,0.0
535,0.0
536,2.896666666666667e-07
537,0.0
538,0.00015383333333333332
539,9.4e-09
540,0.0
541,0.00014233333333333334
542,0.0
543,0.051115455500000004
544,0.0318927075
545,0.0012336015
546,0.0002408475
547,0.0037242727500000003
548,0.001214655225
549,0.002925332
550,0.0
551,0.000236
552,0.0127387965
553,0.0009823183333333334
554,0.0001025
555,0.0016728783333333334
556,0.0
557,0.014769768800000003
558,0.010427286666666665
559,0.0
560,0.0020011599999999997
561,0.0
562,0.0
563,0.0
564,0.0050164795
565,0.0002626666666666667
566,5.626666666666666e-05
567,0.004287363
568,0.0
569,0.0010774012499999998
570,0.0
571,0.0
572,0.006001462666666666
573,0.0
574,0.0
575,0.000409
576,0.0
577,0.0014638063333333332
578,0.0
579,0.00029475
580,0.00132480575
581,0.00252787925
582,0.0
583,0.00011675000000000002
584,0.0
585,0.0
586,4.7866666666666674e-05
587,5.1e-05
588,0.0
589,0.004178055
590,0.0
591,4.106266666666667e-05
592,0.0
593,0.0
594,0.0038803954999999998
595,0.0
596,0.0002723333333333333
597,0.0
598,0.0
599,0.0
600,0.034612133499999996
601,0.0
602,4.71e-05
603,0.000322
604,0.00019950000000000002
605,0.0026027155
606,0.00011266666666666668
607,0.010814109333333334
608,0.0
609,0.0004925963333333334
610,0.0
611,0.0005755000000000001
612,0.005464577
613,0.0006763333333333334
614,0.00019133333333333337
615,0.0034825055
616,0.0
617,2.0533333333333333e-06
618,9.933333333333334e-08
619,0.00146612
620,0.00014475000000000002
621,0.0034710157500000005
622,0.0021640183333333333
623,0.0
624,0.00015866666666666668
625,0.010028567
626,0.00014066666666666668
627,0.0
628,0.0
629,0.0
630,4.633333333333334e-08
631,0.0
632,0.005049334999999999
633,2.619e-05
634,0.01190448
635,0.0
636,0.08651452999999999
637,1.45e-05
638,7.4375e-05
639,0.0
640,0.002920988666666667
641,0.00047400000000000003
642,0.00721613325
643,0.0067094452499999995
644,0.0
645,0.0
646,0.003013875666666667
647,0.0018337836666666666
648,0.0
649,0.001316927
650,0.0006696666666666666
651,0.0
652,0.0012978213333333334
653,0.0
654,0.0005021499999999999
655,2.6366666666666667e-06
656,2.3025e-06
657,0.0
658,0.000628
659,0.000202
660,4.270000000000001e-05
661,7.000000000000001e-06
662,0.0
663,0.0007610000000000001
664,0.028504422
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0006873333333333333
671,0.007241248749999999
672,0.0019348244
673,0.005241554999999999
674,0.0215019592
675,0.0
676,0.0
677,0.041777909
678,0.00581473575
679,0.001395944
680,0.0
681,0.002095716
682,5.356666666666667e-07
683,1.7233333333333333e-07
684,0.002272447333333333
685,0.0
686,0.023190212
687,0.002826358333333333
688,0.00146612
689,0.0
690,0.0
691,0.00012296
692,0.0006763333333333334
693,0.0
694,0.0
695,0.0
696,0.0
697,8.966666666666668e-06
698,0.0012978213333333334
699,0.0
700,0.0
701,0.005572499333333334
702,0.006545789333333333
703,0.00046699999999999997
704,0.00017199999999999998
705,0.0
706,0.000182
707,0.008069944333333334
708,0.0
