,B7N
0,114.188245
1,0.0
2,0.0
3,0.0
4,655.8516133333334
5,3612.4437999999996
6,0.0
7,0.0
8,0.0
9,7737.596333333334
10,6538.666666666667
11,6572.0622
12,2636.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,11513.553375
20,0.0
21,14.1950355
22,3637.8451333333337
23,44.14253233333333
24,0.0
25,0.0
26,10556.446333333333
27,0.0
28,0.0
29,0.0
30,0.0
31,11413.331
32,0.0
33,0.0
34,4641.411266666667
35,21100.595333333335
36,0.0
37,0.0
38,0.0
39,10864.369666666666
40,0.0
41,11.586742999999998
42,173.79862
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,5.160966666666667
51,0.0
52,148.83147385
53,31509.922666666665
54,6057.288666675
55,14524.775666666666
56,376.06417799999997
57,0.0
58,0.0
59,0.0
60,161.31046466666666
61,0.0
62,2213.3333333333335
63,0.0
64,0.0
65,5139.856333333333
66,0.0
67,25259.9575
68,1.8687823000000001
69,0.0
70,179.13464333333332
71,2867.0723666666668
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,1369.4137666666666
78,6969.970733333333
79,0.0
80,0.0
81,19123.442333333332
82,2019.2250333333334
83,0.0
84,11337.7124
85,0.0
86,0.0
87,1382.23145
88,12478.20925
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,273.326325
95,0.0
96,0.0
97,0.0
98,94.59858000000001
99,0.0
100,0.0
101,45.70083666666667
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,321.2922266666667
109,0.0
110,0.0
111,0.0
112,6540.666666666667
113,0.0
114,0.0
115,0.0
116,3271.3333333333335
117,2366.949333333333
118,3271.3333333333335
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,697.7361533333333
126,0.0
127,5665.222033333333
128,53.6036225
129,0.0
130,888.1872075
131,429.344815
132,0.0
133,0.0
134,0.0
135,0.0
136,113498.16666666667
137,220.15092
138,0.0
139,0.0
140,6540.666666666667
141,0.0
142,937.1183899999999
143,2796.6149
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,3860.784066666667
150,0.0
151,13800.283000000001
152,1717.5777050000002
153,0.0
154,0.0
155,3189.233666666667
156,11860.50775
157,2398.0835733333333
158,0.0
159,8181.453463499999
160,8686.162031
161,3991.9193
162,73.54437333333333
163,6621.339666666667
164,5327.8954
165,3271.3333333333335
166,2769.905025
167,0.0
168,1660.0
169,0.0
170,1080.3294099999998
171,2057.798975
172,0.0
173,3564.1516666666666
174,0.0
175,0.0
176,2453.5
177,15602.85745
178,4246.521333333334
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,287.205535
185,0.0
186,384.1978766666667
187,171.90896999999998
188,519.145185
189,0.0
190,3071.0103333333336
191,0.0
192,0.0
193,137.29993666666664
194,0.0
195,0.0
196,0.0
197,72.77525875
198,1433.1626
199,28.326920333333334
200,0.0
201,0.0
202,3851.5839333333333
203,0.0
204,0.0
205,0.0
206,16.862111666666667
207,0.0
208,0.0
209,175.58194500000002
210,0.0
211,7105.594533333333
212,34.901808333333335
213,1107.5247233333332
214,0.0
215,0.0
216,0.0
217,0.0
218,2905.3939333333333
219,1662.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,1451.83266
229,3271.3333333333335
230,1129.2263333333333
231,0.0
232,3271.3333333333335
233,0.0
234,1072.9091666666666
235,1691.7061333333334
236,0.0
237,0.0
238,36205.606
239,0.0
240,0.0
241,0.0
242,0.0
243,5198.261433333333
244,881.238375
245,0.0
246,2148.71452
247,225.76236
248,2453.5
249,9241.3925
250,0.0
251,0.0
252,26689.506666666664
253,0.0
254,0.0
255,5724.4598000000005
256,0.0
257,0.0
258,0.0
259,46.47695425
260,0.0
261,326.1542775
262,0.0
263,5188.786325
264,6788.083466666667
265,0.0
266,60.6447225
267,2333.4041333333334
268,0.0
269,435.04122666666666
270,0.0
271,9.917013166666665
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,1058.0
279,5356.00805
280,21823.698999999997
281,0.0
282,3449.2465650000004
283,0.0
284,0.0
285,0.0
286,3384.9243175
287,3656.2090000000003
288,0.0
289,0.0
290,0.0
291,0.0
292,186.72355000000002
293,0.0
294,0.0
295,496.28542666666664
296,0.0
297,0.0
298,11460.231749999999
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,12466.7675
306,118.42594
307,13660.6155
308,38.1014325
309,0.0
310,0.0
311,0.0
312,2453.5
313,0.0
314,0.0
315,0.0
316,6538.666666666667
317,8861.852625
318,0.0
319,0.0
320,0.0
321,3271.3333333333335
322,0.0
323,0.0
324,85.39597624999999
325,3445.6888
326,0.0
327,12192.544624999999
328,5010.04874
329,0.0
330,0.0
331,0.0
332,2213.3333333333335
333,175.58454319999998
334,0.0
335,1342.1258866666667
336,0.0
337,0.0
338,0.0
339,444.3160333333333
340,0.0
341,4649.843733333333
342,3136.4044000000004
343,137.22366
344,17422.961
345,0.6450996333333333
346,5183.1115666666665
347,0.0
348,0.0
349,0.0
350,95.94731250000001
351,0.0
352,13282.674666666666
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,13.78537
360,0.0
361,0.0
362,0.0
363,0.0
364,397.41107
365,0.0
366,0.0
367,0.0
368,355.4505933333333
369,0.0
370,123.5451185
371,0.0
372,0.0
373,0.0
374,17116.62185
375,0.0
376,2962.3981999999996
