,S7N
0,40607500000.4325
1,0.0
2,0.0
3,0.0
4,1931700000000.0
5,1961566666.6666667
6,288764039.7
7,0.0
8,0.0
9,17854666666.666668
10,17365636.680000003
11,22976333333.333332
12,10513796.990728049
13,0.0
14,1.53882185
15,13606333333.333334
16,0.0
17,0.0
18,0.0
19,5697250003.330857
20,866566666.6666666
21,4859750000.458715
22,59902050.38333333
23,5264066666.666667
24,3088170.5126666664
25,0.0
26,851940000000.0
27,0.0
28,0.0
29,0.0
30,2550710.375
31,23056666666.666668
32,0.0
33,11464.713113333333
34,55222666666.666664
35,682366666666.6666
36,1.540669675
37,1.5412363249999999
38,0.0
39,54227666666.666664
40,0.0
41,89700000.0
42,76976666666.66667
43,38785919.76666667
44,16340000000.89421
45,0.0
46,0.0
47,0.0
48,1.5403788999999999
49,60223974.78666667
50,161133333.33333334
51,0.0
52,35825250000.73811
53,386933333333.3333
54,1222475000000.8005
55,151590000000.0
56,20902000000.633816
57,0.0
58,41661797.766666666
59,0.0
60,37852000000.0
61,0.0
62,1186.7575413333334
63,0.0
64,0.0
65,158918333333.33334
66,0.0
67,61750000027.20263
68,164000000000.0
69,17013284.323333334
70,17066753074.426666
71,132856666666.66667
72,1424157.848924225
73,4964266666.666667
74,0.0
75,0.0
76,0.0
77,498333333.87900573
78,11067333333.333334
79,0.0
80,0.0
81,8151666666666.667
82,91830000000.0
83,0.0
84,283152500002.9161
85,31246348.747036748
86,210790566.47926944
87,376075001.005222
88,32819750000.555058
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,28723484.92797985
95,0.0
96,6100242.740000001
97,68.683835
98,34015333333.333332
99,157592.81655765002
100,46802333333.333336
101,5150366666.666667
102,0.0
103,41577498.7
104,1.5354777666666666
105,1.5443664000000001
106,0.0
107,80875.01696666666
108,2050666666.6666667
109,0.0
110,0.0
111,0.0
112,1198319.9239999999
113,0.0
114,0.0
115,3566.4629186666666
116,4853888.545
117,1102032701.1666667
118,32911172.936666667
119,0.0
120,0.0
121,1.5416467333333335
122,2550710.375
123,0.0
124,0.0
125,217140000000.0
126,0.0
127,12766666666.666666
128,8875181.1113875
129,174554166.5
130,132709174.22532707
131,137303946.89860892
132,9476613.366666665
133,0.0
134,6754000000.0
135,0.0
136,16069000000000.0
137,41210666666.666664
138,0.0
139,0.0
140,113330382.16666667
141,84874.50106666666
142,87555000000.5532
143,56362500000.46977
144,0.0
145,501400000.0
146,616618487.3333334
147,0.0
148,29089440.454035304
149,579516667.749378
150,0.0
151,9840000000000.0
152,5340650000.385557
153,0.0
154,0.0
155,11474333333.333334
156,587177500004.051
157,12982387.883333333
158,1.5424443666666667
159,222160000001.42905
160,51894500000.7372
161,46223333333.333336
162,38524000000.0
163,24234091503.433334
164,54885250001.11362
165,21820666666.666668
166,12360000001.11362
167,350320000.6284402
168,561425000.3857131
169,0.0
170,94370000001.20563
171,147987750003.5775
172,0.0
173,408760000000.0
174,7424.16545
175,0.0
176,7336491.40619365
177,156765000002.2243
178,20377000000.0
179,288764039.7
180,0.0
181,0.0
182,1.5411847666666667
183,1.5433822666666668
184,225703631.4914037
185,0.0
186,631966666.6666666
187,80967098.74493714
188,34762500000.97229
189,0.0
190,1247633333333.3333
191,0.0
192,0.0
193,102798428.64666666
194,100768456.81666666
195,0.0
196,31416940.083333332
197,146397500000.46994
198,146250002.00374722
199,278790000000.0
200,0.0
201,1.5423354
202,7379666666.666667
203,0.0
204,0.0
205,0.0
206,5376000000.0
207,0.0
208,0.0
209,11436500000.385635
210,0.0
211,421373333333.3333
212,11758000000.0
213,34714000000.0
214,0.0
215,0.0
216,0.0
217,0.0
218,263260000000.0
219,2.12403065
220,0.0
221,395496.98966666666
222,0.0
223,0.0
224,16696333333.333334
225,44485730.1
226,9383912.773333333
227,0.0
228,547060000001.79443
229,32609000000.0
230,777766666666.6666
231,562628.3866666667
232,747500000.0
233,3310125001.353266
234,520612666666.6667
235,16535000000.0
236,20.799058425000002
237,0.0
238,3248800000000.0
239,98558233.06666666
240,0.0
241,1147466666.6666667
242,0.0
243,13379000000.0
244,15669750000.385704
245,0.0
246,13420000001.576675
247,449124466.88579065
248,28592.188547724996
249,67536666666.666664
250,10488401.76285475
251,0.0
252,1152733333333.3333
253,67694827.50105748
254,0.0
255,308036666666.6667
256,0.0
257,131846.758
258,20312127.0359694
259,278100000.6719025
260,384741.0047722
261,1407600000.6719964
262,774543.9008403
263,365250001.7031295
264,119830000000.0
265,0.0
266,61927500000.97232
267,1220000000.6715193
268,1919966.35
269,47813666666.666664
270,123158.12405143335
271,29948333333.333332
272,153467.33825115
273,0.0
274,0.0
275,12732666666.666666
276,84200700.39999999
277,1.685796
278,6133333334.3605385
279,21665500000034.92
280,1117166666666.6667
281,0.0
282,793362500001.8795
283,1576.1563743666666
284,1464933333.3333333
285,0.0
286,25574500000.69901
287,1237933333.3333333
288,0.0
289,0.0
290,0.0
291,0.0
292,8584000000.0
293,0.0
294,666735952.3333334
295,266760000000.0
296,2911300000.0
297,0.0
298,153612500001.04248
299,0.0
300,0.0
301,0.0
302,0.0
303,12275096.636666669
304,0.0
305,2284250001.455297
306,391000000000.0
307,65550000.0
308,6679200001.066815
309,0.0
310,0.0
311,1.5424229500000002
312,86244.50473049999
313,66.026103975
314,0.0
315,97886567.42974177
316,153448666.33333334
317,14223250000070.396
318,0.0
319,0.0
320,0.0
321,1437433333.3333333
322,0.0
323,0.0
324,10167475000.4158
325,6560750001.691199
326,628701077.4
327,3478000000003.65
328,33380600001.333843
329,0.0
330,0.0
331,160023307.06666666
332,1955696.347701
333,452380001.11286145
334,5190733.243333333
335,13301811.333333334
336,0.0
337,0.0
338,0.0
339,39799666666.666664
340,214567940.33333334
341,65483333333.333336
342,7800750000.409223
343,14094333333.333334
344,1365733333333.3333
345,56699766666.666664
346,411750000000.0
347,0.0
348,0.0
349,1.5415420666666666
350,953100000.4699851
351,0.0
352,564326666666.6666
353,168000000.0
354,0.0
355,0.0
356,242444.77514644997
357,3950233333.3333335
358,440466666.6666667
359,12933601423.9349
360,1122675002.501294
361,0.0
362,0.0
363,4812766666.666667
364,18300000000.0
365,0.0
366,97600000000.0
367,0.0
368,1938133333.3333333
369,1.5420848666666667
370,50025362.26675
371,0.0
372,0.0
373,0.0
374,99650750001.0064
375,0.0
376,27750666666.666668
377,38051866.88573545
378,5275173174.728309
379,0.0
380,22659000000040.332
381,0.0
382,0.0
383,0.0
384,30520000000065.855
385,1035466666.6666666
386,0.0
387,0.0
388,59736000001.18474
389,37587333333.333336
390,0.0
391,0.0
392,5620700000000.0
393,0.0
