,I7N
0,1.71117115
1,0.0
2,0.0
3,0.0
4,2.3421517
5,1.7894144666666663
6,1.2367577999999997
7,0.0
8,0.0
9,2.2442783
10,1.557425
11,2.0118017666666668
12,1.51525555
13,0.0
14,1.2330044999999998
15,1.2367577999999997
16,0.0
17,0.0
18,0.0
19,2.514619775
20,1.2367577999999997
21,1.4501823249999999
22,1.7894144666666663
23,1.6360242666666664
24,1.2367577999999997
25,0.0
26,2.3876927333333335
27,0.0
28,0.0
29,0.0
30,1.2367577999999997
31,2.2132744666666664
32,0.0
33,1.2367577999999997
34,2.3042694
35,2.8634486999999997
36,1.209681925
37,1.209681925
38,0.0
39,2.3544213333333333
40,0.0
41,1.5514758
42,1.965025833333333
43,1.2367577999999997
44,1.2185338499999998
45,0.0
46,0.0
47,0.0
48,1.2442643999999998
49,1.5574251
50,1.449072
51,0.0
52,1.95239465
53,2.639753033333333
54,2.517931625
55,2.5487115
56,1.5641226400000001
57,0.0
58,1.2367577999999997
59,0.0
60,1.7894144666666663
61,0.0
62,1.449072
63,0.0
64,0.0
65,2.0494728666666666
66,0.0
67,2.3818530750000004
68,1.5693237
69,1.2367577999999997
70,1.6360243666666665
71,2.1026060333333336
72,1.2185338499999998
73,1.2367577999999997
74,0.0
75,0.0
76,0.0
77,1.5638588333333334
78,2.2132744666666664
79,0.0
80,0.0
81,2.9294474000000004
82,2.273265566666667
83,0.0
84,2.450905725
85,1.2185338499999998
86,1.209681925
87,1.5152557
88,1.9241413250000001
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,1.56522505
95,0.0
96,1.2367577999999997
97,1.2367577999999997
98,1.5574252000000002
99,1.209681925
100,1.2367577999999997
101,1.5574252000000002
102,0.0
103,1.2367577999999997
104,1.2367577999999997
105,1.2367577999999997
106,0.0
107,1.2367577999999997
108,1.7894144666666663
109,0.0
110,0.0
111,0.0
112,1.7894144666666663
113,0.0
114,0.0
115,1.2367577999999997
116,1.5574252333333334
117,1.5574252333333334
118,1.5574252000000002
119,0.0
120,0.0
121,1.2367577999999997
122,1.2367577999999997
123,0.0
124,0.0
125,2.1402771333333335
126,0.0
127,1.7894144666666663
128,1.4501825
129,1.7894144666666663
130,1.8662177999999998
131,1.8662177999999998
132,1.2367577999999997
133,0.0
134,1.2367577999999997
135,0.0
136,3.0778314666666664
137,2.1026060333333336
138,0.0
139,0.0
140,1.7894144666666663
141,1.2367577999999997
142,1.978889325
143,1.82807015
144,0.0
145,1.2367577999999997
146,1.2367577999999997
147,0.0
148,1.2185338499999998
149,1.7117937833333334
150,0.0
151,2.8598325
152,1.5179838
153,0.0
154,0.0
155,2.273265566666667
156,2.4766190249999998
157,1.7108153000000001
158,1.2367577999999997
159,2.396290525
160,2.2825613000000002
161,2.0804766999999997
162,1.6360244000000002
163,2.0118017666666668
164,1.95239465
165,1.5574252333333334
166,1.8209561749999998
167,1.1967592
168,1.368917675
169,0.0
170,2.1401134749999997
171,2.01387875
172,0.0
173,2.402416
174,1.2367577999999997
175,0.0
176,1.4501825
177,2.49002525
178,2.4449705
179,1.2367577999999997
180,0.0
181,0.0
182,1.2367577999999997
183,1.2367577999999997
184,1.8209561749999998
185,0.0
186,2.2132744666666664
187,1.624174425
188,1.75588295
189,0.0
190,2.4639251666666664
191,0.0
192,0.0
193,1.5574252333333334
194,1.2367577999999997
195,0.0
196,1.2367577999999997
197,1.7909649
198,1.5508563499999999
199,1.8958061333333334
200,0.0
201,1.2367577999999997
202,2.1026060333333336
203,0.0
204,0.0
205,0.0
206,1.5574252333333334
207,0.0
208,0.0
209,1.6330263499999997
210,0.0
211,2.6698925333333334
212,1.5574252333333334
213,2.4449705
214,0.0
215,0.0
216,0.0
217,0.0
218,2.380372
219,1.459034425
220,0.0
221,1.2367577999999997
222,0.0
223,0.0
224,1.2367577999999997
225,1.2367577999999997
226,1.2367577999999997
227,0.0
228,2.1325632600000004
229,1.5574252333333334
230,2.421370666666667
231,1.2367577999999997
232,1.5574252333333334
233,1.209681925
234,2.292272966666667
235,2.3042694
236,1.209681925
237,0.0
238,2.8715987
239,1.2367577999999997
240,0.0
241,1.2367577999999997
242,0.0
243,2.3042694
244,1.8590681
245,0.0
246,1.968598
247,1.75588295
248,1.459034425
249,2.4449705
250,1.209681925
251,0.0
252,2.9637201666666666
253,1.209681925
254,0.0
255,2.5322375
256,0.0
257,1.2367577999999997
258,1.209681925
259,1.4339909
260,1.17967065
261,2.052135975
262,1.34411865
263,1.9018561999999999
264,2.4449705
265,0.0
266,1.624174425
267,1.9036471666666668
268,1.2330044999999998
269,1.5574252333333334
270,1.209957
271,1.5574252333333334
272,1.209681925
273,0.0
274,0.0
275,1.2367577999999997
276,1.2367577999999997
277,1.2367577999999997
278,1.3451108999999999
279,2.714141125
280,2.7973125666666667
281,0.0
282,2.4032286750000003
283,1.1981544333333334
284,1.2367577999999997
285,0.0
286,1.8209561749999998
287,1.965025833333333
288,0.0
289,0.0
290,0.0
291,0.0
292,2.4229265000000004
293,0.0
294,1.2367577999999997
295,2.0558301
296,1.2367577999999997
297,0.0
298,2.333893675
299,0.0
300,0.0
301,0.0
302,0.0
303,1.2367577999999997
304,0.0
305,2.25656345
306,1.8051211999999999
307,2.3664715000000003
308,1.288993
309,0.0
310,0.0
311,1.17967065
312,1.4501825
313,1.209681925
314,0.0
315,1.209681925
316,1.5574252333333334
317,2.7041680250000004
318,0.0
319,0.0
320,0.0
321,1.5574252333333334
322,0.0
323,0.0
324,1.4501825
325,2.19357955
326,1.2367577999999997
327,2.600737725
328,1.96872416
329,0.0
330,0.0
331,1.2367577999999997
332,1.4104687666666667
333,1.44121816
334,1.2367577999999997
335,1.557425
336,0.0
337,0.0
338,0.0
339,1.965025833333333
340,1.5574252333333334
341,2.380372
342,1.8590681
343,1.7894144666666663
344,2.7427040666666667
345,1.3451108999999999
346,2.5909943666666666
347,0.0
348,0.0
349,1.2367577999999997
350,1.4501825
351,0.0
352,2.402416
353,1.2442643999999998
354,0.0
355,0.0
356,1.209681925
357,1.2367577999999997
358,1.2367577999999997
359,1.3227692333333332
360,1.197079175
361,0.0
362,0.0
363,1.2367577999999997
364,1.5693237
365,0.0
366,1.2442643999999998
367,0.0
368,1.5574252333333334
369,1.2367577999999997
370,1.507438875
371,0.0
372,0.0
373,0.0
374,2.4575084
375,0.0
376,2.1026060333333336
377,1.6330263499999997
378,1.509131875
379,0.0
380,2.709473975
381,0.0
382,0.0
383,0.0
384,2.519877166666667
385,1.2367577999999997
386,0.0
387,0.0
388,1.83848652
389,1.9054100999999999
390,0.0
391,0.0
392,2.996869033333333
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,3.000314766666666
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,2.903817266666666
419,1.3451108999999999
420,0.0
421,2.2442783
422,1.782044725
423,0.0
424,0.0
425,0.0
426,2.0486315
427,2.08462072
428,1.7132890799999998
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,1.9839683999999997
446,0.0
447,1.2367577999999997
448,1.2367577999999997
449,1.7894144666666663
450,1.5693237
451,1.2442643999999998
452,0.0
453,0.0
454,0.0
455,0.0
456,1.2185338499999998
457,0.0
458,0.0
459,0.0
460,0.0
461,1.965025833333333
462,1.209681925
463,0.0
464,1.5574252333333334
465,1.4501825
466,1.4501825
467,2.8713190749999997
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,2.635680075
474,1.2330044999999998
475,0.0
476,0.0
477,0.0
478,0.0
479,1.2367577999999997
480,1.1681365333333333
481,1.7894144666666663
482,0.0
483,1.8662177999999998
484,0.0
485,0.0
486,1.2442643999999998
487,1.5574252333333334
488,0.0
489,1.209681925
490,2.0917609500000003
491,2.6986414
492,1.2330044999999998
493,1.209681925
494,0.0
495,1.2144161333333334
496,1.2012019
497,1.2442643999999998
498,1.5020674000000003
499,0.0
500,0.0
501,0.0
502,1.5574252333333334
503,2.2132744666666664
504,1.5574252333333334
505,1.5574252333333334
506,1.7894144666666663
507,0.0
508,0.0
509,0.0
510,0.0
511,1.2330044999999998
512,1.8713706333333333
513,0.0
514,0.0
515,0.0
516,1.8490301999999996
517,0.0
518,0.0
519,1.624174425
520,1.624174425
521,0.0
522,0.0
523,1.7894144666666663
524,0.0
525,1.2367577999999997
526,0.0
527,1.2442643999999998
528,1.209681925
529,2.2132744666666664
530,0.0
531,1.288993
532,1.2367577999999997
533,2.6499579
534,0.0
535,0.0
536,1.965025833333333
537,0.0
538,2.2132744666666664
539,1.2367577999999997
540,0.0
541,1.9177719
542,0.0
543,2.754006325
544,2.51388915
545,1.630298275
546,1.68924765
547,1.67933435
548,1.4501825
549,1.68924765
550,0.0
551,1.9177719
