p,t1,t2,t3,t4,t5,t6,t7,t8
DIP-12368N,0.057933137,0.018287516,0.003062483,0.00545757,0.021569959,0.020534119,0.009948697,0.001834089
DIP-12369N,0.01753738,0.00673657,0.008100512,0.020222319,0.021430613,0.011748822,0.017058724,0.017070198
DIP-12371N,0.013393262,0.00385094,0.001171804,0.006431846,0.020969701,0.004980879,0.003186959,0.003607983
DIP-12377N,0.008335185,0.002148774,0.001112805,0.006070902,0.014188224,0.002585846,0.003132472,0.002046655
DIP-12379N,0.004992347,0.003256399,0.001179065,0.007853908,0.003515792,0.002395033,0.002123927,0.00324963
DIP-12381N,0.005718507,0.001227469,0.000867734,0.00385775,0.003930256,0.001467287,0.001153844,0.00094338
DIP-12384N,0.046108004,0.005316226,0.001440474,0.008716915,0.048910247,0.00811153,0.006498918,0.004315283
DIP-12386N,0.009649784,0.002613171,0.001341992,0.006168601,0.00864299,0.00380047,0.002990378,0.002759599
DIP-12387N,0.009649784,0.002613171,0.001341992,0.006168601,0.00864299,0.00380047,0.002990378,0.002759599
DIP-12388N,0.009649784,0.002613171,0.001341992,0.006168601,0.00864299,0.00380047,0.002990378,0.002759599
DIP-12390N,0.009649784,0.002613171,0.001341992,0.006168601,0.00864299,0.00380047,0.002990378,0.002759599
DIP-12392N,0.009649784,0.002613171,0.001341992,0.006168601,0.00864299,0.00380047,0.002990378,0.002759599
DIP-12395N,0.007230296,0.003085995,0.000934901,0.004583708,0.008725168,0.002643748,0.000770297,0.001823743
DIP-12400N,0,0,0,0,0,0,0,0
DIP-12403N,0.010219444,0.002358502,0.001573902,0.006035622,0.014627698,0.003725461,0.003995718,0.002614753
DIP-12415N,0,0,0,0,0,0,0,0
DIP-12423N,0,0,0,0,0,0,0,0
DIP-12425N,0.006266256,0.002145965,0.000179265,0.001641885,0.010726025,0.001617305,0.0004797,0.000326374
DIP-12428N,0.005371077,0.001720892,0.000743837,0.002670437,0.003719451,0.001379118,0.000342948,0.001089167
DIP-12432N,0.003142518,0.001166611,0.000713883,0.003039522,0.004462627,0.001285685,0.00163568,0.001671373
DIP-12433N,0.005233357,0.001755534,0.000834604,0.003245775,0.00845005,0.00171337,0.001037391,0.001302674
DIP-12439N,0.026379625,0.011816851,0.007259101,0.014882802,0.029337573,0.013387182,0.013115357,0.011762626
DIP-12440N,0,0,0,0,0,0,0,0
DIP-12442N,0.016022461,0.004913623,0.005381129,0.011951834,0.020873231,0.007537774,0.012110017,0.007920444
DIP-12444N,0.011130274,0.003360326,0.000538249,0.004381525,0.014845648,0.003541227,0.001373929,0.001735331
DIP-12450N,0.004942267,0.001455923,0.001282086,0.004160346,0.00583107,0.002172637,0.003238241,0.002740788
DIP-12454N,0.047131513,0.008374132,0.004802035,0.012790417,0.056967272,0.012484439,0.009632458,0.01087756
DIP-12455N,0.219923065,0.059190994,0.016452903,0.012879974,0.218350722,0.108194961,0.051293694,0.010362134
DIP-12456N,0,0,0,0,0,0,0,0
DIP-12457N,0.01693329,0.003703007,0.00140326,0.003913384,0.020201515,0.00544541,0.003941231,0.001730628
DIP-12458N,0.004654307,0.000293993,0.000570471,0.003249846,0.00781049,0.000238187,0.000352563,0.000494734
DIP-12468N,0,0,0,0,0,0,0,0
DIP-12469N,0.002829518,0.002167499,0.001243963,0.007103526,0.004291125,0.001471235,0.000560896,0.002482134
DIP-12470N,0.073949338,0.03400493,0.019240815,0.032955745,0.053673003,0.057518956,0.055385565,0.024772432
DIP-12487N,0.007321066,0.002123494,0.001192226,0.006016625,0.007095898,0.002216064,0.001617518,0.002716333
DIP-12492N,0,0,0,0,0,0,0,0
DIP-12494N,0.002923418,0.001319225,0.000455651,0.003874034,0.005630985,0.001448863,0.001830124,0.002590298
DIP-12495N,0.002929678,0.001256494,0.000540518,0.004719401,0.003962412,0.00115409,0.000911323,0.001186044
DIP-12498N,0.025083806,0.004162723,0.005023053,0.014523216,0.014091754,0.010506563,0.013128177,0.009826956
DIP-12499N,0.004350698,0.002432468,0.001914732,0.00664624,0.003526511,0.003936013,0.004014949,0.005350838
DIP-124N,0,0,0,0,0,0,0,0
DIP-12502N,0,0,0,0,0,0,0,0
DIP-12506N,0,0,0,0,0,0,0,0
DIP-12507N,0,0,0,0,0,0,0,0
DIP-12512N,0.00027231,0.000591732,0.000177904,0.003336689,0.000200086,0.000194761,0.00031517,0.000465576
DIP-12528N,0.01706162,0.004012917,0.003103782,0.013536728,0.014181078,0.011053999,0.008466862,0.006894294
DIP-12529N,0.015518531,0.004071903,0.001604763,0.005433145,0.017321709,0.005080892,0.004506401,0.003902378
DIP-12537N,0.003540028,0.001335142,0.001344261,0.005593263,0.001800772,0.001233047,0.001284185,0.001656324
DIP-12539N,0,0,0,0,0,0,0,0
DIP-12540N,0.022755087,0.008174703,0.001773136,0.007383053,0.018511505,0.007787805,0.004082256,0.004145982
DIP-12548N,0.046108004,0.005316226,0.001440474,0.008716915,0.048910247,0.00811153,0.006498918,0.004315283
DIP-12549N,0,0,0,0,0,0,0,0
DIP-12551N,0.016088191,0.003845322,0.001422775,0.006104826,0.025246534,0.003982071,0.003159181,0.00239184
DIP-12552N,0.03450197,0.008243988,0.009728874,0.033508015,0.116753609,0.016823133,0.020244615,0.025538047
DIP-12556N,0.01693329,0.003703007,0.00140326,0.003913384,0.020201515,0.00544541,0.003941231,0.001730628
DIP-12561N,0.025809965,0.011058461,0.005530895,0.011926053,0.026704302,0.015579559,0.011326899,0.010245505
DIP-12566N,0.020010079,0.003952995,0.002739352,0.011197382,0.038509361,0.007178519,0.004478623,0.005967844
DIP-12571N,0,0,0,0,0,0,0,0
DIP-12572N,0.116069724,0.013122033,0.002063137,0.006031551,0.23564742,0.020736775,0.003012814,0.003639962
DIP-12573N,0.03477428,0.016598458,0.006981807,0.00977939,0.048920966,0.026061118,0.02311213,0.008929663
DIP-12576N,0,0,0,0,0,0,0,0
DIP-12581N,0.020197878,0.005714147,0.001833496,0.00468412,0.013194941,0.003713617,0.004637811,0.003284431
DIP-12586N,0,0,0,0,0,0,0,0
DIP-12587N,0,0,0,0,0,0,0,0
DIP-12589N,0.005205187,0.001868825,0.000946701,0.005462998,0.005520223,0.001698894,0.001774569,0.003513927
DIP-12592N,0,0,0,0,0,0,0,0
DIP-12595N,0,0,0,0,0,0,0,0
DIP-12598N,0.010003474,0.004702959,0.004834257,0.013818969,0.014938545,0.008297079,0.010263867,0.010325452
DIP-12601N,0,0,0,0,0,0,0,0
DIP-12603N,0.000901439,0.00047376,0.000416621,0.002308137,0.001500643,0.000493482,0.000633546,0.0010111
DIP-12604N,0.009649784,0.002613171,0.001341992,0.006168601,0.00864299,0.00380047,0.002990378,0.002759599
DIP-12607N,0.05296583,0.009390937,0.004175741,0.006476624,0.097920537,0.023126545,0.009791646,0.004802492
DIP-12612N,0.008842245,0.003303213,0.000862742,0.004473796,0.008768043,0.003697826,0.003357899,0.001931907
DIP-12617N,0.003214508,0.000829548,0.000473804,0.0039948,0.004162498,0.000727722,0.001289527,0.001067534
DIP-12622N,0.002785698,0.001539252,0.000121628,0.003399108,0.005938259,0.001052762,0.000398503,0.002546092
DIP-12624N,0.003918758,0.001404427,0.000715245,0.004762822,0.009593397,0.001577827,0.001178416,0.001622464
DIP-12627N,0.008779645,0.002534523,0.00193334,0.00536937,0.012265971,0.003853108,0.004269222,0.004645419
DIP-12628N,0.008779645,0.002534523,0.00193334,0.00536937,0.012265971,0.003853108,0.004269222,0.004645419
DIP-12630N,0.014463722,0.004655208,0.001209018,0.006502406,0.018607975,0.005928365,0.003181617,0.002903504
DIP-12631N,0.033431511,0.004476378,0.003112405,0.011046763,0.03836287,0.005846776,0.004443367,0.006456935
DIP-12633N,0.004889057,0.000970927,0.005729675,0.007072316,0.004283979,0.000840893,0.011803394,0.004738534
DIP-12639N,0.00082319,0.003363135,0.001231256,0.002724714,0.008342861,0.00297142,0.000293803,0.000894471
DIP-12640N,0.006090977,0.005084963,0.001535326,0.00834783,0.041746463,0.006291568,0.003996786,0.002882812
DIP-12649N,0.009627875,0.00434998,0.002088098,0.00855544,0.009561241,0.007023237,0.006395285,0.005874729
DIP-12653N,0.010773454,0.002807918,0.002383091,0.004319106,0.009325425,0.004666367,0.006785242,0.003060578
DIP-12655N,0,0,0,0,0,0,0,0
DIP-12656N,0.026354585,0.00647441,0.001973277,0.009816028,0.022623982,0.007179835,0.005506398,0.005620778
DIP-12661N,0.08703899,0.02821869,0.011944953,0.012965461,0.071945119,0.042535524,0.025720031,0.008654079
DIP-12663N,0.012191343,0.004106545,0.001464074,0.005085772,0.014784908,0.004755851,0.003284181,0.002399365
DIP-12675N,0.011944073,0.003287296,0.002265547,0.008929953,0.012280263,0.00518222,0.005170929,0.005515436
DIP-12689N,0.005993947,0.001524272,0.001298878,0.005194326,0.007867658,0.002766132,0.003032045,0.002718214
DIP-12695N,0,0,0,0,0,0,0,0
DIP-12697N,0.025675375,0.00685735,0.002706222,0.009247474,0.030248678,0.010464452,0.008867502,0.005837107
DIP-12705N,0,0,0,0,0,0,0,0
DIP-12707N,0.002669888,0.001148822,0.001587971,0.002864478,0.003179934,0.002184481,0.001238245,0.002166106
DIP-12708N,0.002669888,0.001148822,0.001587971,0.002864478,0.003179934,0.002184481,0.001238245,0.002166106
DIP-12709N,0.002669888,0.001148822,0.001587971,0.002864478,0.003179934,0.002184481,0.001238245,0.002166106
DIP-12710N,0.002669888,0.001148822,0.001587971,0.002864478,0.003179934,0.002184481,0.001238245,0.002166106
DIP-12712N,0.015916041,0.004142124,0.000972116,0.005707245,0.02315278,0.005178272,0.00444764,0.002890337
DIP-12716N,0.03577901,0.010548185,0.0052831,0.010934137,0.038702301,0.017511376,0.012123906,0.007326951
DIP-12717N,0.016232171,0.00492954,0.004449858,0.008046592,0.01371302,0.006406055,0.008878186,0.007326951
DIP-12724N,0.001674549,0.001705911,0.001472697,0.004876804,0.004573389,0.001876548,0.001758543,0.003380368
DIP-12729N,0.008773385,0.001006506,0.000758359,0.002766779,0.007349578,0.000813258,0.001886748,0.00134688
DIP-12735N,0.010091114,0.001433452,0.002978523,0.014829882,0.017596827,0.003788626,0.008201906,0.014790284
DIP-12737N,0.015784581,0.002848179,0.001187688,0.005895858,0.006584965,0.002693754,0.00311431,0.002570547
DIP-12739N,0.234871936,0.029525744,0.014231377,0.036438983,0.271916536,0.045520104,0.026741396,0.026639441
DIP-12743N,0.037594409,0.004807823,0.001831681,0.00972647,0.02605045,0.010082826,0.004692298,0.007971234
DIP-12744N,0.037594409,0.004807823,0.001831681,0.00972647,0.02605045,0.010082826,0.004692298,0.007971234
DIP-12745N,0.037594409,0.004807823,0.001831681,0.00972647,0.02605045,0.010082826,0.004692298,0.007971234
DIP-12748N,0.008973705,0.011404886,0.036376286,0.145568676,0.026057596,0.012951602,0.104955972,0.133779409
DIP-12749N,0.002607289,0.002822899,0.001592963,0.010140334,0.006477776,0.00138833,0.00365277,0.003951287
DIP-12750N,0.026817825,0.008772053,0.008619246,0.017825982,0.03912391,0.017728509,0.037565091,0.013886407
DIP-12752N,0.026817825,0.008772053,0.008619246,0.017825982,0.03912391,0.017728509,0.037565091,0.013886407
DIP-12756N,0.020163449,0.00524694,0.001675107,0.006441344,0.02873017,0.005361189,0.002444439,0.003172504
DIP-12758N,0.023428037,0.006092406,0.001967377,0.007762993,0.028776619,0.007464081,0.006507465,0.00473101
DIP-12762N,0.003987618,0.00163569,0.000941255,0.006091256,0.003930256,0.001926554,0.002608969,0.003290074
DIP-12764N,0.008463515,0.001278965,0.000886795,0.004294682,0.008035587,0.001623885,0.001490381,0.003234581
DIP-12765N,0.008463515,0.001278965,0.000886795,0.004294682,0.008035587,0.001623885,0.001490381,0.003234581
DIP-12766N,0.008463515,0.001278965,0.000886795,0.004294682,0.008035587,0.001623885,0.001490381,0.003234581
DIP-12769N,0,0,0,0,0,0,0,0
DIP-12774N,0.06936702,0.039082403,0.015877439,0.034509429,0.067075175,0.058184828,0.054446465,0.033511162
DIP-12775N,0.041178257,0.010827198,0.012708759,0.02108397,0.032253108,0.02139212,0.028802289,0.016574523
DIP-12776N,0.043200235,0.019236909,0.017469494,0.046742148,0.047666857,0.033826552,0.046975327,0.037846196
DIP-12777N,0.040308117,0.007157898,0.002384452,0.00547521,0.155638131,0.011751453,0.003292728,0.003774462
DIP-12779N,0.012933153,0.005492247,0.003781358,0.010864934,0.021677147,0.009552497,0.008566221,0.007993807
DIP-12782N,0.012933153,0.005492247,0.003781358,0.010864934,0.021677147,0.009552497,0.008566221,0.007993807
DIP-12786N,0.012933153,0.005492247,0.003781358,0.010864934,0.021677147,0.009552497,0.008566221,0.007993807
DIP-12805N,0.012976973,0.016546963,0.014544524,0.032715569,0.008453623,0.026841478,0.046043705,0.035223919
DIP-12806N,0.010811014,0.004129016,0.0029994,0.007250074,0.013866657,0.006896906,0.005779902,0.005584096
DIP-12808N,0.01753738,0.00673657,0.008100512,0.020222319,0.021430613,0.011748822,0.017058724,0.017070198
DIP-12815N,0.008507335,0.003012965,0.00090994,0.004811672,0.011969415,0.003920222,0.002652772,0.002924197
DIP-12817N,0.013102173,0.007382606,0.002022291,0.007353201,0.024692725,0.007695689,0.00374465,0.004497751
DIP-12820N,0.048364732,0.015679027,0.007258193,0.018611644,0.075971845,0.022547526,0.014409157,0.01510443
DIP-12825N,0.021140008,0.008393794,0.00259004,0.010227177,0.023588681,0.011276395,0.010438012,0.0064654
DIP-12830N,0.005828057,0.00287814,0.001666031,0.005106125,0.006020437,0.003722829,0.002976489,0.003928713
DIP-12833N,0.003439868,0.002562612,0.001791289,0.005055919,0.00806417,0.004197888,0.002534183,0.003466899
DIP-12834N,0.008839115,0.001861334,0.001638347,0.00549285,0.007771188,0.002609533,0.002715806,0.00296276
DIP-12842N,0.00027231,0.000180703,0.000383491,0.003333976,0.000150064,0.000134227,9.29E-05,0.000750566
DIP-12848N,0.013922232,0.004520383,0.002218802,0.006714087,0.010804631,0.006617924,0.006085457,0.002958057
DIP-12849N,0.014582662,0.004073776,0.001543949,0.00595692,0.019147492,0.004405808,0.0034423,0.002734204
DIP-12850N,0.003790428,0.001089836,0.00085548,0.002812915,0.003869516,0.000809311,0.001653843,0.001098572
DIP-12851N,0.006804616,0.001890359,0.001155012,0.005046421,0.006284836,0.001629149,0.002170936,0.002406889
DIP-12853N,0.006804616,0.001890359,0.001155012,0.005046421,0.006284836,0.001629149,0.002170936,0.002406889
DIP-12856N,0.001712109,0.000766817,0.00054188,0.002917398,0.001318422,0.000690875,0.000392093,0.001370394
DIP-12870N,0.006460316,0.003042926,0.002285062,0.008494378,0.011019008,0.004840072,0.006267081,0.005139212
DIP-12877N,0.013828332,0.005187018,0.003761843,0.005129193,0.016628555,0.007228526,0.008942289,0.005973488
DIP-12885N,0,0,0,0,0,0,0,0
DIP-12888N,0.011117754,0.002314496,0.001301147,0.005879575,0.005127197,0.00176206,0.003791659,0.002522578
DIP-12890N,0,0,0,0,0,0,0,0
DIP-12896N,0.020197878,0.005714147,0.001833496,0.00468412,0.013194941,0.003713617,0.004637811,0.003284431
DIP-12897N,0.007587116,0.004112163,0.001594325,0.007334204,0.012212377,0.00446371,0.002794866,0.004306818
DIP-12898N,0.020175968,0.012620184,0.002469773,0.004016511,0.025853937,0.013435872,0.005804475,0.00139767
DIP-12901N,0.014235232,0.004498849,0.000555949,0.002799345,0.02506074,0.004461078,0.001362177,0.000954667
DIP-12902N,0.005490017,0.005539998,0.002312746,0.007620516,0.009168215,0.006306043,0.004852554,0.004200535
DIP-12908N,0,0,0,0,0,0,0,0
DIP-12910N,0.021543778,0.00472543,0.001887048,0.004955506,0.01862584,0.008295763,0.005497852,0.004034996
DIP-12916N,0.013061483,0.002987685,0.002076298,0.011989828,0.008778762,0.005548055,0.004821571,0.008207314
DIP-12919N,0.001981289,0.001363231,0.000769251,0.004738398,0.003930256,0.000859317,0.000961536,0.003134882
DIP-12921N,0.001981289,0.001363231,0.000769251,0.004738398,0.003930256,0.000859317,0.000961536,0.003134882
DIP-12922N,0.001007859,0.000893216,0.000489689,0.001590321,0.001386308,0.000788255,0.001141023,0.001320544
DIP-12935N,0.042082826,0.009555723,0.005378406,0.012969532,0.052915535,0.014466263,0.015848257,0.008522401
DIP-12942N,0.001840439,0.000829548,0.000162019,0.00156861,0.003294269,0.001433072,0.00014423,0.000203161
DIP-12946N,0.004704387,0.003202094,0.000826435,0.005145476,0.008728741,0.003624132,0.001881406,0.002944889
DIP-12947N,0.021584468,0.004212346,0.002551464,0.006136035,0.020272974,0.008014149,0.007352548,0.004383944
DIP-12948N,0,0,0,0,0,0,0,0
DIP-12949N,0.011621683,0.005951027,0.00250018,0.013272127,0.016814349,0.010459188,0.009074767,0.012132265
DIP-12951N,0,0,0,0,0,0,0,0
DIP-12954N,0,0,0,0,0,0,0,0
DIP-154N,0.006191136,0.002707736,0.000441582,0.003954092,0.007471059,0.004220259,0.002407046,0.002741728
DIP-161N,0.008460385,0.00181452,0.001685545,0.005005713,0.006038302,0.002726653,0.002794866,0.003802678
DIP-16927N,0.020611038,0.006508116,0.002806973,0.017239788,0.035629556,0.006270512,0.005542723,0.007807577
DIP-16928N,0.020611038,0.006508116,0.002806973,0.017239788,0.035629556,0.006270512,0.005542723,0.007807577
DIP-16929N,0.020611038,0.006508116,0.002806973,0.017239788,0.035629556,0.006270512,0.005542723,0.007807577
DIP-16930N,0.101402552,0.029485483,0.013032344,0.028937877,0.152976276,0.049279779,0.036069367,0.020944358
DIP-16931N,0.101402552,0.029485483,0.013032344,0.028937877,0.152976276,0.049279779,0.036069367,0.020944358
DIP-16932N,0.101402552,0.029485483,0.013032344,0.028937877,0.152976276,0.049279779,0.036069367,0.020944358
DIP-16934N,0.01708979,0.004354661,0.002143919,0.007047891,0.012169501,0.004092611,0.003950846,0.00370486
DIP-16935N,0.021766008,0.005684185,0.002228333,0.007870191,0.01932614,0.007446974,0.005566227,0.006234022
DIP-16985N,0,0,0,0,0,0,0,0
DIP-16986N,0,0,0,0,0,0,0,0
DIP-16989N,0.005051817,0.003677727,0.000997985,0.003831969,0.007081606,0.004092611,0.003900633,0.001193569
DIP-16990N,0.011859563,0.005688867,0.00208719,0.002002828,0.017596827,0.00772464,0.006261739,0.00338507
DIP-16991N,0.005051817,0.003677727,0.000997985,0.003831969,0.007081606,0.004092611,0.003900633,0.001193569
DIP-16992N,0.011859563,0.005688867,0.00208719,0.002002828,0.017596827,0.00772464,0.006261739,0.00338507
DIP-16993N,0.005051817,0.003677727,0.000997985,0.003831969,0.007081606,0.004092611,0.003900633,0.001193569
DIP-16995N,0.001928079,0.001393192,0.000305431,0.002804773,0.001329141,0.000751409,0.000738246,0.000800415
DIP-16996N,0.001308339,0.000692851,0.000606778,0.003329905,0.002047306,0.000754041,0.001690167,0.002498124
DIP-16999N,0.206661262,0.018697609,0.004777528,0.03891945,0.046298414,0.025313657,0.012378179,0.038467905
DIP-17002N,0,0,0,0,0,0,0,0
DIP-17003N,0.001452319,0.000894152,0.000564572,0.004011083,0.001314849,0.000455319,0.001086536,0.000974419
DIP-17004N,0.001452319,0.000894152,0.000564572,0.004011083,0.001314849,0.000455319,0.001086536,0.000974419
DIP-17005N,0.001452319,0.000894152,0.000564572,0.004011083,0.001314849,0.000455319,0.001086536,0.000974419
DIP-17006N,0.043015565,0.017406472,0.005559486,0.01461413,0.052372445,0.021998774,0.012395273,0.010819245
DIP-17009N,0.005605827,0.002133793,0.000938532,0.007543171,0.005666714,0.002081836,0.002001064,0.00063958
DIP-17029N,0.004140988,0.000919432,0.000605417,0.002259288,0.006499214,0.00176864,0.000933759,0.00089165
DIP-2198N,0.038686778,0.009316035,0.003260355,0.011247588,0.037462484,0.01343982,0.006259602,0.00936232
DIP-27644N,0.078353245,0.042592535,0.016177424,0.023124791,0.123667286,0.051662969,0.052712494,0.021633788
DIP-27646N,0.012494953,0.004684233,0.001535326,0.004548427,0.016599971,0.00566649,0.003217942,0.003400119
DIP-27647N,0.004140988,0.000919432,0.000605417,0.002259288,0.006499214,0.00176864,0.000933759,0.00089165
DIP-27648N,0.037162469,0.007580162,0.003091982,0.007137449,0.046091182,0.010514458,0.006558747,0.004762048
DIP-27650N,0,0,0,0,0,0,0,0
DIP-27652N,0.020611038,0.006508116,0.002806973,0.017239788,0.035629556,0.006270512,0.005542723,0.007807577
DIP-27653N,0.020611038,0.006508116,0.002806973,0.017239788,0.035629556,0.006270512,0.005542723,0.007807577
DIP-27654N,0.020611038,0.006508116,0.002806973,0.017239788,0.035629556,0.006270512,0.005542723,0.007807577
DIP-27655N,0.020611038,0.006508116,0.002806973,0.017239788,0.035629556,0.006270512,0.005542723,0.007807577
DIP-27657N,0.01763128,0.004629929,0.001545764,0.004960934,0.024771331,0.004299216,0.001641022,0.00134688
DIP-27658N,0.004776377,0.00224802,0.001016592,0.005642113,0.005370159,0.00210684,0.002510678,0.003963514
