,S4N
0,0.0
1,0.0
2,113348.786
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,4.0257072
9,39054.064170000005
10,4427.4260075
11,30820.43675
12,0.0
13,81882.88475
14,33960.39949999999
15,22.428724
16,358328.57499999995
17,23237.997000000003
18,2340.821825
19,132102.37475000002
20,2583924.725
21,1319889.5999999999
22,455719.9115
23,319102.96499999997
24,364825.46
25,1538781.6625
26,0.0
27,361.1563775
28,895657.025
29,11280.9905
30,2970.3719425
31,85566.8595
32,80585.98000000001
33,130453.574
34,162.2402985
35,810406.2100000001
36,1426577.0399999998
37,418.8693875
38,20750.379249999998
39,137389.635
40,608148.54441
41,131987.846
42,0.0
43,1193462.0274999999
44,2116263.925
45,3980.4758
46,1539128.8499999999
47,1808.7671125
48,767752.3225
49,8514.691666666666
50,0.0
51,0.0
52,1180.5536375
53,0.0
54,5552.697
55,121.55192675
56,21.761008500000003
57,202730.29249999998
58,0.0
59,0.0
60,0.0
61,0.0
62,120989.31125
63,191.46601750000002
64,46138.77925
65,17449.32975
66,17375.592
67,1360.7013857499999
68,2414466.6
69,233299.46150000003
70,830976.295
71,34177.11275
72,4640493.524999999
73,747797.6200000001
74,2056128.165
75,4443.8428
76,138136.2125
77,50185.2955
78,52260.885500000004
79,208906.96649999998
80,39621.20125
81,1.5427742333333334
82,134374.41924999998
83,2246.4686666666666
84,2725.414383333333
85,34518.647249999995
86,17540.17
87,0.0
88,5816.597175000001
89,147782.9625
90,136343.03666666665
91,0.0
92,17474.068799999997
93,4166442.875
94,96068.39000000001
95,0.0
96,20.247127
97,37000000.0
98,131328.191
99,312888.771
100,300.78415000000007
101,213311.53
102,23.84141925
103,22820.56866666667
104,3044672.275
105,280553.41
106,1614.8734399999998
107,0.0
108,2500.57195
109,30596.34467375
110,261218.1475
111,376152.991
112,1179.4698975
113,657881.9275
114,15902164.25
115,0.0
116,8237.0853
117,5651611.100000001
118,15149.607650000002
119,28603.906375
120,0.0
121,4019.0364999999997
122,75672.24699999999
123,158582.26700000002
124,267487.71625
125,20927.7725
126,5745437.35
127,48554.715175
128,10292.831
129,0.0
130,0.0
131,1447.545975
132,328696.5
133,13966.84765
134,342717.0625
135,635365.155
136,654897.355
137,197289.28999999998
138,29892.098824999997
139,46138.780750000005
140,0.0
141,2079637.0350000001
142,4313.785
143,37150.42723
144,12382.117675
145,34597.61475
146,21965.9252675
147,11992.284500000002
148,120497.48700000001
149,20940.81233333333
150,335.18783750000006
151,11000.323924999999
152,3944.5714749999997
153,22410.5
154,0.0
155,387132.579
156,0.0
157,201329.505
158,539.316925
159,94.53588385
160,0.0
161,37929.59375
162,6733151.325
163,347.3036525
164,317532.52
165,97339.567
166,1152.7939075000002
167,9321.40785
168,33356.86525
169,233601.51875000002
170,121456.62125
171,5816.597
172,728.8068225000001
173,122.57786399999999
174,26880810.333333332
175,5.809877125
176,0.0
177,30682.5195
178,9444.049533333333
179,676851.3175
180,1045612.925
181,3247658.4499999997
182,279466.345
183,0.0
184,15346.598650000002
185,0.0
186,0.0
187,140547.2715
188,139047.66
189,1877.87831
190,257.52315375
191,0.0
192,0.0
193,0.0
194,138655.82
195,0.0
196,0.0
197,0.0
198,87322.87475
199,0.0
200,12981765.7
201,4844560.7
202,21007599.0
203,105200000.0
204,446.516929
205,91.49092074999999
206,5874.96725
207,402619.62750000006
208,49489.179749999996
209,49237.411975
210,0.0
211,0.0
212,39062.57399999999
213,135787.07333333333
214,124993.19825
215,32.95154
216,238859.1775
217,2036420.2666666666
218,19156.729249999997
219,0.0
220,3637.58472725
221,0.0
222,22080.16325
223,403473.8425
224,26157.6895
225,350015.47
226,1880.6180499999998
227,0.0
228,16146.252900000001
229,0.0
230,9827105.575
231,0.0
232,36777.186
233,38628.445750000006
234,0.0
235,642938.1875
236,424905.935
237,11426.09425
238,3710.2406
239,406.83712750000007
240,36178.0355
241,0.0
242,0.0
243,152.221036675
244,2208818.85
245,74.1568865
246,0.0
247,131875.65475000002
248,4887.3827
249,46138.78175
250,295.61781
251,0.0
252,1016512.385
253,150072.54499999998
254,907700.54
255,521691.865
256,571457.83
257,187766.48174999998
258,732051.7324999999
259,0.0
260,312179.83749999997
261,417727.80000000005
262,0.0
263,1003.1561333333333
264,0.0
265,745.5379375
266,25033.556125
267,4203.031925
268,552164.605
269,59.37760045
270,4606.169325
271,2820442.3000000003
272,130065.2195
273,1.57591
274,871803.9674999999
275,508383.8365
276,0.0
277,945725.921
278,22882.0815
279,6087045.7
280,1245504.2
281,109387.29500000001
282,521011.61
283,0.0
284,399074.75500000006
285,17040.2071
286,183240.69749999998
287,413.1357475
288,0.0
289,0.0
290,0.0
291,255167.175
292,0.0
293,49912.67324999999
294,26.434347
295,1039.30016
296,4344.9949750000005
297,150908.1585
298,1229837.4833333334
299,57847860.75
300,6898.93435
301,69071.329
302,1968341.195
303,890.91793
304,199598.29425
305,488560.51
306,0.0
307,1832810.6825
308,342424.83099999995
309,755865.5549999999
310,415389.21499999997
311,0.0
312,24685.76325
313,342.708134575
314,7480644.925
315,800904.5399999999
316,48580.466
317,69935.37100000001
318,91.01795525
319,0.0
320,77850.39
321,1618881.5375
322,411881.50749999995
323,132863.22149999999
324,2628.6136500000002
325,0.0
326,18.897972000000003
327,619066.5425
328,104525000.0
329,50785.462
330,0.0
331,7.56000665
332,0.0
333,25086.282
334,1.9961923000000001
335,0.0
336,117596.74825
337,25661.8765
338,279018.51
339,2427.9824000000003
340,438.0620875
341,46138.779500000004
342,163512.1795
343,1008089.28
344,109387.29500000001
345,27.429079
346,25659.120000000003
347,7292.781325000001
348,36675.399
349,83569.6345
350,34460.396
351,0.0
352,25968.61575
353,28552.446
354,20115.9084
355,1861.860375
356,116456.31650000002
357,499910.67250000004
358,1.570089475
359,94248.508
360,19550686.75
361,6904.569
362,10302308.075
363,4721.927
364,15669088.75
365,9553.385375000002
366,5346.865475
367,88436.04925
368,1.5426849249999999
369,842604.5875
370,2242.5209375
371,23640.817575
372,2500.5719249999997
373,129005.2175
374,0.0
375,0.0
376,0.0
377,5816.596925
378,25341.02525
379,4700311.275
380,1358.2206466666669
381,2246.4682333333335
382,1808.76677
383,110133.58924999999
384,0.0
385,782870.495
386,74846.09724999999
387,1.6120223
388,245109.825
389,116964.94825000002
390,1108.4917153333333
391,6333.5019
392,60894.0031
393,1799.0067
394,1025631.3674999999
395,16949.3475
396,26504.58775
397,304.0391125
398,1.54159725
399,417151.851
400,6702.405624999999
401,0.0
402,33098.30525
403,11056.592849999999
404,1861.8603575000002
405,239467.96449999997
406,126.13974845000001
407,8148103.25
408,0.0
409,49219.88833333333
410,95716.04075000001
411,112521.82225
412,447645.3025
413,1624991.0375
414,56284.387725
415,8046.992899999999
416,1.5736263666666668
417,13645.28325
418,918750.31
419,106.37937624999999
420,0.0
