,N4N
0,0.0
1,0.0
2,0.75
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,3.25
10,0.0
11,0.0
12,0.0
13,3.1434523
14,0.0
15,0.0
16,1.2939484
17,0.0
18,0.0
19,0.0
20,1.6388889
21,2.7261363750000003
22,1.21250005
23,0.2
24,0.0
25,1.7957702500000001
26,0.0
27,0.0
28,0.5
29,0.0
30,0.0
31,1.416666675
32,0.166666675
33,1.1428571500000002
34,0.0
35,1.0
36,5.669727524999999
37,0.0
38,0.0
39,0.0
40,1.095454575
41,0.750000025
42,0.0
43,1.52083335
44,1.7997581
45,0.0
46,12.302647
47,0.0
48,1.8903846249999998
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,3.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,1.5
68,3.617361075
69,3.707692325
70,1.3193452
71,2.0
72,1.2777306
73,0.17460317749999998
74,1.178571425
75,0.0
76,1.6373719500000001
77,1.80486115
78,0.0
79,0.0
80,2.5583333
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,3.23383835
94,0.0
95,0.0
96,0.0
97,18.2292975
98,2.575
99,0.270833335
100,0.0
101,0.0
102,0.0
103,0.0
104,1.98418815
105,0.916666675
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,2.5602273
112,0.0
113,1.190476275
114,9.318613749999999
115,0.0
116,0.0
117,1.650907725
118,0.0
119,0.33333335
120,0.0
121,0.0
122,2.784226075
123,0.0
124,1.7
125,0.0
126,1.907022125
127,0.566666675
128,1.3333334
129,0.0
130,0.0
131,0.0
132,0.0
133,1.3333334
134,1.375
135,3.875
136,2.47551265
137,0.5
138,0.0
139,0.0
140,0.0
141,0.365546225
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.70833335
149,0.0
150,2.0
151,0.0
152,0.0
153,1.75
154,0.0
155,0.0
156,0.0
157,0.5
158,0.0
159,0.0
160,0.0
161,6.697618875
162,2.1444114
163,0.0
164,0.383333335
165,0.0
166,0.5
167,0.0
168,0.0
169,2.92147085
170,0.0
171,0.0
172,0.0
173,0.0
174,2.5037036666666665
175,0.0
176,0.0
177,0.0
178,0.0
179,1.8877788749999997
180,0.25
181,2.249085575
182,0.232539685
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,2.346696625
201,0.4973582225
202,0.5779190525
203,4.884549075
204,0.0
205,0.0
206,0.0
207,1.13333335
208,0.750000025
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,2.5169224249999997
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.9125000499999999
224,0.0
225,1.3270833249999998
226,0.0
227,0.0
228,0.0
229,0.0
230,4.1348825
231,0.0
232,0.64583335
233,0.0
234,0.0
235,1.0238095249999999
236,4.934523725
237,0.0
238,0.0
239,0.0
240,2.91666665
241,0.0
242,0.0
243,0.0
244,1.4184111750000001
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,6.411260925
253,0.0
254,9.0988457
255,0.0
256,1.75
257,0.0
258,0.0
259,0.0
260,5.7325759000000005
261,1.7895000749999999
262,0.0
263,0.0
264,0.0
265,3.0416666500000002
266,0.0
267,0.0
268,1.4083333749999998
269,0.0
270,0.0
271,0.380952395
272,0.0
273,0.0
274,3.0839285249999997
275,4.884272
276,0.0
277,10.62502225
278,0.2857143
279,2.1785713499999995
280,0.24545455
281,0.0
282,4.517822425
283,0.0
284,0.0
285,0.0
286,0.3154762
287,0.0
288,0.0
289,0.0
290,0.0
291,5.313194425000001
292,0.0
293,0.0
294,0.0
295,1.241666675
296,0.0
297,0.0
298,0.6666667
299,2.061231475
300,0.0
301,0.0
302,0.928071945
303,0.0
304,0.0
305,0.5357143
306,0.0
307,2.3125
308,0.41666668
309,0.6666667
310,0.0
311,0.0
312,3.0
313,0.0
314,6.61601215
315,0.5015151575
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,5.539465450000001
322,4.42256505
323,0.0
324,3.0
325,0.0
326,0.0
327,7.463130775
328,23.859005
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,1.4303571499999999
339,2.0
340,0.0
341,0.0
342,4.2805632
343,1.08333335
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,2.2928572
350,0.0
351,0.0
352,0.0
353,0.0
354,2.25
355,0.0
356,0.0
357,4.1911615
358,0.0
359,0.5178571425
360,1.4389228875
361,0.0
362,7.4554041
363,0.0
364,4.6304963500000005
365,0.0
366,2.625
367,0.0
368,0.0
369,0.0
370,0.0
371,1.5
372,0.0
373,0.383333335
374,0.0
375,0.0
376,0.0
377,0.0
378,1.5
379,2.4529966500000002
380,0.0
381,0.0
382,0.0
383,0.396428575
384,0.0
385,0.0
386,3.3333333
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.750000025
393,0.0
394,3.992261925
395,0.0
396,0.25
397,0.0
398,0.0
399,0.25000000499999997
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,5.067411225000001
406,0.0
407,13.143213000000001
408,0.0
409,0.0
410,0.0
411,6.92445075
412,0.0
413,11.272655
414,6.0
415,0.0
416,0.0
417,5.7
418,0.8374999999999999
419,0.0
420,0.0
421,0.0
422,0.238095245
423,0.0
424,0.0
425,2.0
426,0.0
427,0.4811958975
428,0.0
429,5.7923927
430,0.0
431,1.5552861500000001
432,2.11488095
433,0.0
434,0.0
435,0.0
436,3.31537705
437,0.0
438,0.0
439,0.0
440,4.0
441,0.0
442,0.0
443,0.0
444,0.0
445,1.799999975
446,5.089644975
447,5.06062425
448,0.0
449,0.35000001
450,0.0
451,0.0
452,1.5
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.7638889
461,0.0
462,3.5333333749999998
463,2.43664325
464,0.8181817975
465,0.0
466,0.0
467,1.5097523333333331
468,0.0
469,0.0
470,0.0
471,2.4000000000000004
472,4.2767313
473,0.0
474,1.7586198249999998
475,0.2714646475
476,0.6666667
477,0.0
478,0.35000000499999995
479,1.52471875
480,0.0
481,2.0
482,0.0
483,0.0
484,1.0801626899999999
485,0.0
486,4.04283225
487,0.0
488,0.0
489,0.208333335
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.1010101025
498,2.01785705
499,0.64583335
500,0.0
501,0.0
502,0.0
503,11.848738375
504,0.0
