,I4N
0,0.0
1,0.0
2,1.86224475
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,1.3015847
9,2.257387875
10,1.3015847
11,1.6619384
12,0.0
13,2.7232051
14,2.257387875
15,1.3015847
16,2.795669525
17,1.9267055000000002
18,1.6619384
19,1.39163665
20,2.74785745
21,2.9185581
22,2.33144855
23,2.281879175
24,2.298230225
25,2.83896585
26,0.0
27,1.3015847
28,2.298230225
29,1.30055185
30,1.928969075
31,2.08291655
32,1.9803866
33,2.14693325
34,1.39163665
35,1.928969075
36,3.1633414
37,1.3015847
38,1.3015847
39,2.134757375
40,2.5018892
41,2.0839576
42,0.0
43,2.48159095
44,3.2147349000000003
45,1.3013573999999999
46,3.13960805
47,1.3015847
48,2.9731984750000002
49,1.3033355333333334
50,0.0
51,0.0
52,2.2071228
53,0.0
54,2.298230225
55,1.3015847
56,1.6619384
57,2.431191875
58,0.0
59,0.0
60,0.0
61,0.0
62,1.928969
63,1.3015847
64,1.3015847
65,1.6619384
66,1.3015847
67,1.5726780249999999
68,2.76559825
69,2.95238645
70,2.842303475
71,2.134757375
72,3.312083025
73,2.765321575
74,2.5647192000000003
75,1.6619384
76,3.2759819750000005
77,2.7805485
78,1.6619384
79,2.634456
80,2.36452055
81,1.3016604666666665
82,2.0321167
83,1.3033355333333334
84,1.4234048
85,1.928968975
86,1.3013573999999999
87,0.0
88,1.3015847
89,1.928968975
90,1.6620628000000002
91,0.0
92,1.5726780249999999
93,3.055029275
94,1.928968975
95,0.0
96,1.3015847
97,3.5775205
98,2.514344425
99,2.671477625
100,1.3015847
101,1.3015847
102,1.390845075
103,1.6620628000000002
104,3.2411908
105,1.9803864500000001
106,1.3015847
107,0.0
108,1.3015847
109,1.8629529
110,1.928968975
111,2.8950928499999997
112,1.5726780249999999
113,2.7454831250000002
114,3.5011777250000002
115,0.0
116,1.3015847
117,3.0588284499999996
118,1.3015847
119,2.0833399
120,0.0
121,1.3015847
122,2.713870775
123,2.298230225
124,2.431191875
125,2.8531627
126,3.0272606
127,2.3859650500000003
128,2.1341326
129,0.0
130,0.0
131,1.3015847
132,2.297502
133,2.134757375
134,2.611233625
135,2.6279573000000003
136,3.2091216250000003
137,2.298230225
138,2.257922575
139,1.3015847
140,0.0
141,3.057946725
142,1.6615651999999999
143,1.57188645
144,1.928968975
145,1.3015847
146,1.77219265
147,1.3015847
148,2.1236475500000003
149,1.3016604666666665
150,1.928968975
151,1.6619384
152,1.6619384
153,1.7951633
154,0.0
155,2.3984384
156,0.0
157,2.298230225
158,1.6619384
159,1.5726780249999999
160,0.0
161,2.5609689
162,3.397678525
163,1.6619384
164,2.4587488
165,2.175599725
166,1.5726780249999999
167,1.3015847
168,1.928968975
169,2.882693475
170,1.6619384
171,1.3015847
172,1.3015847
173,1.3015847
174,3.392295766666667
175,1.3015847
176,0.0
177,1.77219265
178,1.9291377333333333
179,3.0019640749999996
180,2.713870775
181,3.11330115
182,2.760185925
183,0.0
184,1.3015847
185,0.0
186,0.0
187,1.8622446
188,1.9803864500000001
189,1.3015847
190,1.3015847
191,0.0
192,0.0
193,0.0
194,2.298230225
195,0.0
196,0.0
197,0.0
198,1.9803864500000001
199,0.0
200,3.4502551500000003
201,3.11649055
202,3.39609235
203,3.578023325
204,1.5726779750000002
205,1.7279544749999998
206,1.7286626999999999
207,2.459026175
208,2.083957525
209,2.083957525
210,0.0
211,0.0
212,1.928968975
213,1.3016604666666665
214,3.028519925
215,1.5718863749999998
216,1.6619383
217,2.541794766666667
218,1.3015847
219,0.0
220,1.4814364999999998
221,0.0
222,2.3243777249999997
223,2.33144855
224,1.30055185
225,2.78245325
226,1.3015847
227,0.0
228,1.3016604666666665
229,0.0
230,3.4302636
231,0.0
232,2.175599725
233,2.587831525
234,0.0
235,2.7974035
236,2.61158825
237,2.688800225
238,1.3015847
239,1.391636625
240,2.2162749250000005
241,0.0
242,0.0
243,1.39163665
244,3.184868675
245,1.3015847
246,0.0
247,2.0833399
248,1.3015847
249,1.3015847
250,1.862244575
251,0.0
252,3.113984575
253,1.6619383
254,3.172323625
255,1.928968975
256,2.24034105
257,2.8674641
258,2.299905
259,0.0
260,2.850572175
261,2.916825725
262,0.0
263,1.3033355333333334
264,0.0
265,2.1750650250000003
266,2.134757375
267,1.3015847
268,2.514344425
269,1.3015847
270,1.6619384
271,2.5881213
272,1.3015847
273,1.30261755
274,2.89190785
275,2.9731984750000002
276,0.0
277,3.4277327
278,2.634456
279,3.021174175
280,3.2712757999999997
281,1.3015847
282,3.135082375
283,0.0
284,2.6940323250000002
285,1.3015847
286,2.61158825
287,1.3015847
288,0.0
289,0.0
290,0.0
291,2.517592425
292,0.0
293,1.6619383
294,1.3013573999999999
295,2.5414968250000003
296,1.3015847
297,2.257922575
298,2.7828133333333334
299,3.49019375
300,1.9803864500000001
301,1.6619383
302,2.961899875
303,1.928968975
304,1.780080175
305,2.674506925
306,0.0
307,3.0428436999999997
308,2.5414968250000003
309,2.134757375
310,1.928968975
311,0.0
312,1.928968975
313,1.5726779750000002
314,3.0534118
315,2.840940975
316,1.6619383
317,1.928968975
318,1.3015847
319,0.0
320,1.3015847
321,3.13960805
322,2.90271275
323,2.39235485
324,1.928968975
325,0.0
326,1.6619383
327,3.445236075
328,3.6529587
329,1.6619383
330,0.0
331,1.3015847
332,0.0
333,1.6619383
334,1.5718863749999998
335,0.0
336,1.928968975
337,2.134757375
338,2.713870775
339,1.6619383
340,1.5718863749999998
341,1.3015847
342,3.08588835
343,2.257387875
344,1.3015847
345,1.3015847
346,1.6619383
347,1.6619383
348,1.3015847
349,2.686376375
350,1.6619383
351,0.0
352,1.7951632500000003
353,1.6619383
354,2.083957525
355,1.3015847
356,1.6619383
357,2.9052073
358,1.3015847
359,2.634456
360,3.40125845
361,1.6619383
362,3.384882275
363,1.6619383
364,3.5208647
365,1.8629528499999999
366,2.207122725
367,2.0166155
368,1.3015847
369,2.713870775
370,2.2088180499999996
371,1.5726779750000002
372,1.3015847
373,2.4587488
374,0.0
375,0.0
376,0.0
377,1.3015847
378,1.6619383
379,3.315111025
380,1.3005224333333334
381,1.3033355333333334
382,1.3015847
383,2.686376375
384,0.0
385,2.176795125
386,2.134757375
387,1.3015847
388,1.6619383
389,1.928968975
390,1.4205916666666667
391,1.3016604666666665
392,2.0833399
393,1.390845025
394,2.9521113
395,1.6619383
396,1.727954425
397,1.3015847
398,1.3015847
399,2.4807215750000005
400,1.6619383
401,0.0
402,1.3015847
403,1.5726779750000002
404,1.3015847
405,3.1070949249999997
406,1.3015847
407,3.338671825
408,0.0
409,1.6647932333333335
410,1.928968975
411,3.2097842500000002
412,2.03160965
413,3.302965825
414,2.79715605
415,1.301584675
416,1.3016604666666665
417,2.431191875
418,2.713870775
419,1.301584675
420,0.0
421,1.301584675
