row,col
3,4763
9,296
10,3255
10,3471
10,3822
10,4735
12,1747
12,3614
15,2117
15,2625
15,3390
16,1529
17,98
17,747
17,1078
17,2255
17,2466
17,3990
17,4594
19,4173
20,2338
21,204
21,507
21,616
21,1270
21,2536
21,2707
21,2729
23,475
23,880
23,1358
23,2832
23,5060
24,215
24,448
24,606
24,3156
32,3601
32,4718
33,329
33,795
33,3325
35,1814
36,329
36,475
36,1431
37,769
37,1146
37,2054
37,3226
37,3419
37,3491
37,3565
37,3806
37,3866
37,4055
37,4401
37,4827
40,615
40,1909
40,2747
45,365
45,1116
45,1640
45,1785
45,2609
45,2910
45,3300
45,3996
45,4837
45,5036
46,795
47,958
47,983
47,1942
47,2749
47,2819
47,2992
47,3224
47,3364
47,3683
47,4083
47,4162
49,1295
49,2001
49,2255
49,3165
49,3306
49,3497
49,4002
55,1014
55,3655
55,4281
57,2408
63,2219
63,2999
67,3661
70,115
70,418
70,853
70,2224
70,2819
70,3141
74,183
74,795
74,973
74,1747
74,3578
74,3963
74,4287
75,880
75,1886
75,2076
75,2707
75,3578
75,4084
76,2111
77,78
77,79
77,308
77,1137
77,2157
77,2400
77,2561
77,2702
77,3075
77,3308
77,3559
77,3753
77,3846
77,3860
77,4598
78,328
78,1683
78,2662
78,3630
79,2747
80,380
80,535
80,636
80,2215
80,2747
81,1639
81,2111
81,5091
83,3672
85,281
86,3252
86,3672
87,3661
89,3519
98,125
98,135
98,165
98,182
98,236
98,280
98,309
98,321
98,411
98,461
98,492
98,535
98,577
98,582
98,587
98,593
98,615
98,694
98,713
98,718
98,766
98,1020
98,1150
98,1301
98,1323
98,1446
98,1558
98,1567
98,1625
98,1683
98,1747
98,1789
98,2071
98,2128
98,2219
98,2388
98,2429
98,2477
98,2488
98,2500
98,2648
98,2865
98,3014
98,3069
98,3081
98,3180
98,3193
98,3202
98,3207
98,3300
98,3396
98,3418
98,3602
98,3614
98,3722
98,3752
98,3787
98,3839
98,3890
98,3916
98,3968
98,3977
98,3989
98,3995
98,4014
98,4020
98,4026
98,4034
98,4045
98,4090
98,4138
98,4215
98,4465
98,4527
98,4550
98,4640
98,4646
98,4718
98,4723
98,4766
98,4833
98,4908
98,5004
98,5069
105,884
105,1463
105,3441
105,3621
106,3390
106,3791
106,4527
114,1570
114,2426
114,2744
114,3852
115,1164
115,1750
115,2261
115,2418
115,2609
115,2687
115,3161
115,3234
115,3236
115,3362
115,3687
115,3801
115,3828
115,3996
115,4959
119,2001
122,3996
125,182
125,2671
125,2719
125,3996
125,4293
126,465
126,931
126,989
126,1183
126,2625
126,2787
126,3060
126,3548
126,3653
126,3903
128,1144
128,5056
129,566
129,719
129,751
129,5014
132,3881
133,745
133,3578
133,3672
133,3682
133,4975
135,182
135,236
135,956
135,3687
135,4260
138,2435
138,3071
140,2747
142,271
142,507
142,860
142,1989
142,2096
142,3835
142,4446
143,386
143,753
144,586
148,1332
154,2945
158,365
159,590
159,3718
162,895
162,1792
162,2262
162,2823
162,3235
162,4042
162,4578
164,2702
164,3403
165,3148
165,3924
165,4121
165,4790
166,244
166,2747
166,4442
166,4718
167,412
167,2073
171,2747
171,3672
173,3451
176,2540
180,701
180,1171
180,1565
180,2625
180,3491
180,3962
180,4298
181,1060
181,4440
182,224
182,236
182,329
182,475
182,535
182,1567
182,2500
182,3614
182,3753
182,4566
182,5054
183,1814
183,3014
183,3300
183,3491
183,3977
183,4539
183,4846
188,880
188,2500
189,2687
189,3390
199,679
199,2747
202,630
202,709
202,903
202,916
202,1422
202,1565
202,2139
202,2893
202,3720
202,4034
202,4293
202,4726
202,4920
202,4975
203,395
203,494
203,630
203,784
203,903
203,916
203,917
203,1122
203,1326
203,2560
203,2699
203,3578
203,3728
203,4293
203,4353
203,4663
203,4920
204,380
204,386
204,561
204,577
204,606
204,630
204,784
204,824
204,860
204,903
204,906
204,916
204,961
204,1008
204,1128
204,1193
204,1469
204,1475
204,1570
204,1665
204,1754
204,1789
204,2139
204,2570
204,2746
204,2910
204,2963
204,3002
204,3019
204,3092
204,3495
204,3554
204,3566
204,3572
204,3578
204,3682
204,3710
204,3720
204,3728
204,3863
204,3925
204,3973
204,4034
204,4324
204,4353
204,4527
204,4826
204,4840
207,216
207,2105
207,5027
209,2910
209,3433
209,3672
215,328
215,498
215,604
215,1335
215,1639
215,2072
215,2215
215,2241
215,2320
215,2643
215,2659
215,3144
215,3564
215,3883
215,4924
215,5091
217,329
217,4153
223,384
223,672
223,2687
224,884
224,1358
224,3634
224,4524
226,905
226,1047
226,2991
226,4055
233,500
233,827
233,965
233,1755
233,2429
234,4338
236,480
236,1439
236,1559
236,2388
236,2707
236,3916
240,2611
240,4635
245,2219
245,3564
245,5091
248,1475
250,2747
255,414
255,920
255,973
255,1653
255,1795
255,2032
255,3173
255,3814
255,4366
255,4954
257,3924
259,380
259,1457
259,1789
259,2115
259,4527
267,2536
267,2625
267,3076
268,4367
269,917
269,3763
269,4055
269,4173
270,2338
271,3330
272,1122
272,1567
272,2128
275,933
275,1317
275,1785
275,2261
275,3491
275,3602
275,4976
276,982
276,2073
276,2401
276,2790
276,3013
276,3614
276,3759
276,3854
279,374
279,1004
279,1062
279,1120
279,2784
279,3457
279,4715
280,577
280,694
280,1567
280,2071
280,2128
280,2219
280,2500
280,3661
280,5054
281,303
281,391
281,615
281,880
281,958
281,985
281,1550
281,1559
281,1593
281,1712
281,1783
281,1845
281,2388
281,2909
281,3500
281,3572
281,3719
281,3722
281,3724
281,3837
281,3954
281,4210
281,4260
281,4400
281,4901
285,1625
285,2071
285,4039
292,2813
292,3734
295,2003
296,1842
296,2027
296,4466
296,4706
297,3371
298,1765
301,749
301,930
301,4799
303,2429
303,2707
303,3390
303,3672
303,4353
304,1698
304,3530
304,4735
305,1567
305,2128
305,3286
305,3661
306,577
306,724
306,1389
306,2076
306,2886
306,3977
308,329
308,725
308,3304
308,3793
308,4440
308,4713
308,5027
309,1209
309,2558
309,2707
309,3148
309,4121
311,329
311,1747
311,2348
313,2489
313,3390
313,3981
317,827
317,3672
322,617
322,2747
322,2945
322,3565
322,3866
322,5076
325,1903
325,4872
327,891
328,450
328,604
328,766
328,1144
328,1529
328,1683
328,2105
328,2111
328,2228
328,2310
328,2408
328,2643
328,2659
328,2662
328,2663
328,3076
328,3113
