row,col
9,296
14,2579
14,4761
14,5092
15,622
15,2625
17,1809
17,4482
19,1648
19,4173
21,507
21,640
21,2707
24,606
24,1075
24,2219
24,3156
29,329
29,2255
29,2458
32,1217
40,615
40,1909
44,329
44,2495
44,2609
44,3094
44,4713
47,983
47,1046
47,1431
47,1942
47,2749
47,2819
47,4162
47,5018
49,1295
49,1769
49,2255
49,2268
49,3165
49,3306
49,4002
49,4054
66,1417
66,2151
70,115
70,418
70,1189
70,1383
70,2819
70,3141
71,204
71,878
71,1381
71,3554
71,4157
71,4316
72,3216
72,4765
76,777
77,78
77,79
77,1703
77,2400
77,2702
77,3559
78,1075
81,2111
83,3672
86,3672
90,3458
95,365
97,1203
99,2578
99,2625
99,4403
101,3006
102,329
103,4509
105,1744
105,2118
105,2193
105,2264
110,4669
112,606
112,842
112,1272
112,2641
112,3214
112,3361
112,4440
112,4538
112,4950
112,5028
114,432
114,2426
115,149
115,507
115,742
115,1115
115,1164
115,2418
115,2584
115,2609
115,3161
115,3234
115,3254
115,3687
115,3801
115,4120
115,4326
115,4367
115,4534
115,4733
115,4959
119,2001
123,261
123,2457
123,2840
123,4143
123,4319
125,182
125,2671
125,2719
125,4293
126,465
126,931
126,989
126,2625
126,2787
126,3653
128,1075
128,1144
128,5056
134,3535
139,4114
139,4425
139,4807
145,206
145,4094
146,2362
149,4722
154,1029
158,2531
159,590
163,275
163,365
163,743
163,828
163,1076
163,1110
163,1196
163,1341
163,1383
163,2081
163,2429
163,2787
163,3395
163,3614
163,3733
163,4068
163,4263
166,4718
167,412
168,4143
173,3451
181,4440
181,4920
182,329
182,1417
182,2004
182,2487
182,3614
182,3753
183,1959
183,3491
183,3977
183,4539
199,446
204,231
204,606
204,630
204,640
204,726
204,734
204,906
204,1230
204,1290
204,1467
204,1731
204,1837
204,2291
204,2746
204,3554
204,3566
204,3619
204,3710
204,4034
204,4527
206,2228
209,3672
221,1383
223,672
231,306
231,322
231,553
231,1029
231,1191
231,1468
231,2618
231,2872
231,3254
231,3731
231,4510
231,4998
231,5076
234,4352
237,3579
237,4117
246,2499
248,3519
249,1383
255,414
255,944
255,1171
255,1653
255,2032
255,3814
255,3827
255,4914
259,640
259,1457
259,1467
259,2041
259,4527
261,262
261,1469
261,3698
261,3972
261,4143
261,4319
261,4497
261,4555
262,579
262,734
262,878
262,1348
262,2705
262,2898
262,3545
262,3768
262,4143
262,4288
262,4319
262,4555
262,4819
266,777
266,2524
266,2804
266,4616
272,329
272,1122
272,2707
275,329
275,2362
275,3491
275,3602
280,1924
280,2071
280,2219
282,2219
283,1075
283,2111
283,2242
283,3625
283,4761
283,4932
283,5056
286,625
292,987
292,1816
292,2362
292,3541
292,3563
296,1099
296,1842
296,4466
296,4706
298,1217
303,2212
303,2429
303,2910
303,3390
303,3672
306,1389
306,2635
306,2886
306,3977
318,827
322,1191
322,2458
322,2650
322,3831
322,4626
322,4876
322,5076
325,1648
325,1903
325,4872
329,365
329,497
329,560
329,668
329,752
329,842
329,875
329,878
329,892
329,900
329,974
329,1090
329,1095
329,1116
329,1163
329,1211
329,1217
329,1272
329,1299
329,1317
329,1341
329,1348
329,1453
329,1569
329,1586
329,1698
329,1744
329,1773
329,1787
329,1900
329,1971
329,2004
329,2019
329,2101
329,2113
329,2205
329,2249
329,2255
329,2256
329,2417
329,2425
329,2469
329,2475
329,2609
329,2635
329,2641
329,2715
329,2746
329,2842
329,2893
329,2900
329,3052
329,3053
329,3065
329,3094
329,3165
329,3200
329,3280
329,3283
329,3304
329,3328
329,3469
329,3523
329,3579
329,4113
329,4131
329,4148
329,4155
329,4178
329,4220
329,4374
329,4385
329,4402
329,4427
329,4461
329,4482
329,4531
329,4537
329,4681
329,4713
329,4756
329,4795
329,4831
329,4861
329,4872
329,4915
329,4916
329,4927
329,4949
329,4957
329,5028
329,5069
329,5072
329,5073
339,2105
339,3375
339,4582
346,2227
351,1467
351,4086
355,1146
355,3107
357,1381
357,2219
360,3013
360,3607
360,3687
360,4626
360,4718
360,4949
365,459
365,615
365,718
365,993
365,994
365,1938
365,2439
365,2547
365,2609
365,2635
365,3117
365,3418
365,3440
365,3789
365,3865
365,3920
365,3977
365,4148
365,4220
365,4242
365,4465
365,4484
365,4527
365,4767
367,1272
367,3361
367,4950
370,680
370,1769
370,2219
370,3619
370,5018
374,2804
378,3519
381,4726
390,3243
390,3720
391,770
394,942
395,1332
396,3156
397,714
397,3535
406,552
406,593
406,1460
406,1558
406,2991
406,2996
406,3155
406,3274
406,3437
406,4249
406,4261
406,4623
411,3559
412,828
412,1703
412,1878
412,1936
412,1957
412,1998
412,2166
412,2386
412,2931
412,4152
412,4544
414,571
414,596
414,714
414,1052
414,1171
414,1332
414,1722
414,2032
414,3920
414,4097
414,4188
414,4285
414,4354
414,4520
414,4733
414,4907
414,4987
415,889
415,1138
415,1953
415,2768
415,3810
415,4471
418,1189
418,3141
419,2212
419,4465
419,4527
419,4819
430,3141
431,3672
432,624
432,892
432,1163
432,1467
432,2380
432,2584
432,2889
432,3840
432,5032
433,624
433,1431
433,1924
433,3519
434,3439
439,4140
446,2040
446,2502
446,4862
452,2281
456,3672
460,1376
465,5027
472,3027
476,2219
476,3476
476,4143
476,4319
476,4819
477,4802
480,1053
480,1122
480,1146
480,2749
480,4992
493,4871
494,606
498,2242
498,2572
498,2761
500,1755
505,3214
505,4126
505,4440
505,4950
506,3451
506,3491
507,1230
507,1467
507,1469
507,2939
507,3209
507,3720
507,4157
507,4819
524,1951
528,606
528,2219
540,2105
546,1075
546,2219
