row,col
3,2772
9,296
10,4735
12,1747
12,3614
16,1529
17,98
17,1078
17,2466
19,1648
19,4173
20,1431
21,204
21,507
21,616
21,640
21,1270
21,2536
21,2737
22,29
22,751
22,1581
22,1754
22,2500
22,3722
22,4003
22,4207
22,4338
22,4385
22,4828
23,475
23,880
23,1431
23,5060
24,448
24,2219
24,3156
24,3634
32,1118
32,3601
33,137
33,795
33,3325
35,1188
36,475
36,1431
37,1102
37,1146
37,1702
37,2054
37,2650
37,2883
37,2945
37,3226
37,3419
37,3491
37,3565
37,3806
37,3866
37,4055
37,4401
37,4827
40,615
40,2747
45,1116
45,1640
45,1785
45,2609
45,3300
45,3996
45,5036
47,958
47,1431
47,2749
47,2819
47,2852
47,2992
47,3224
47,3364
47,3683
47,4083
47,5018
55,1014
55,1921
55,4281
57,2408
63,2219
63,2999
64,5034
65,2747
67,3661
70,853
70,2597
70,2819
74,183
74,795
74,973
74,1747
74,1830
74,2362
74,3578
74,3963
74,4287
75,630
75,880
75,1886
75,2139
75,3578
75,4084
76,777
77,79
77,1137
77,2400
77,2477
77,2561
77,2966
77,3075
77,3308
77,3559
77,3846
77,3860
78,1683
78,2662
79,2747
80,245
80,380
80,535
80,636
80,2747
81,1639
81,5091
83,3286
86,3252
86,3672
98,125
98,135
98,165
98,182
98,236
98,272
98,280
98,309
98,321
98,411
98,461
98,535
98,577
98,582
98,587
98,615
98,670
98,694
98,718
98,764
98,766
98,1020
98,1150
98,1301
98,1323
98,1431
98,1558
98,1625
98,1683
98,1747
98,1761
98,1789
98,2046
98,2071
98,2128
98,2219
98,2388
98,2429
98,2439
98,2453
98,2477
98,2500
98,3006
98,3014
98,3069
98,3081
98,3193
98,3207
98,3300
98,3396
98,3418
98,3722
98,3752
98,3787
98,3839
98,3890
98,3916
98,3968
98,3977
98,3989
98,3995
98,4020
98,4026
98,4034
98,4045
98,4138
98,4215
98,4465
98,4527
98,4606
98,4640
98,4646
98,4723
98,4766
98,4833
98,4908
98,4957
98,5004
98,5069
99,447
99,2625
99,4403
99,4611
106,3390
106,4527
106,4739
111,2362
111,3551
114,432
114,690
114,998
114,1570
114,2426
114,2744
114,2913
114,3852
119,2001
125,182
125,2671
125,2719
125,3996
125,4293
132,3881
135,236
135,4260
135,4313
137,430
137,954
137,1402
137,1431
137,1676
137,2880
137,2945
137,2966
137,3205
137,3226
137,3356
137,3360
137,4262
137,4401
137,4575
137,4859
138,2435
139,432
140,2747
142,271
142,507
142,640
142,855
142,860
142,1740
142,1989
142,2096
142,2737
142,2772
142,4108
142,4446
146,2362
148,1332
149,998
152,475
154,1029
158,1846
158,2531
159,590
159,3718
162,895
162,2262
162,3235
162,4042
162,4578
164,2702
164,3403
165,3148
165,3286
165,4121
165,4790
166,2747
166,4442
171,2747
171,3672
172,3519
173,3451
176,2540
180,1171
180,1565
180,4298
180,4333
181,707
181,1754
181,3208
181,3945
181,4153
181,4440
181,4920
182,236
182,475
182,535
182,1246
182,1567
182,2500
182,3614
182,4566
183,1814
183,3014
183,3300
183,3491
183,3977
183,4539
183,4846
185,2237
188,880
188,2500
189,3390
199,2747
202,630
202,709
202,903
202,916
202,1422
202,1565
202,1709
202,2139
202,3720
202,4293
202,4726
202,4920
202,4975
203,395
203,494
203,640
203,784
203,916
203,1122
203,1290
203,1326
203,1431
203,1681
203,2086
203,2560
203,3578
203,3728
203,4293
203,4353
203,4663
203,4920
204,380
204,386
204,577
204,606
204,630
204,640
204,726
204,784
204,824
204,860
204,903
204,906
204,916
204,961
204,1008
204,1016
204,1050
204,1128
204,1193
204,1230
204,1290
204,1469
204,1475
204,1570
204,1598
204,1665
204,1709
204,1754
204,1789
204,1837
204,2139
204,2570
204,2910
204,2963
204,3002
204,3092
204,3371
204,3495
204,3554
204,3566
204,3572
204,3578
204,3682
204,3710
204,3720
204,3728
204,3863
204,3925
204,4034
204,4108
204,4206
204,4324
204,4353
204,4527
204,4825
204,4826
204,4840
204,5005
207,216
207,5027
209,3433
215,1335
215,1639
215,2659
215,3883
215,4386
215,5091
219,2071
221,2220
223,384
223,672
223,2687
226,905
226,2991
226,4055
226,4251
233,500
233,1755
233,2429
234,2046
234,4338
236,480
236,1439
236,1559
236,1770
236,2388
236,2513
236,3916
239,1107
245,1567
245,1639
245,2001
245,2219
245,2579
245,2737
245,3423
245,4386
245,4893
245,5091
248,1475
248,1770
248,3519
250,2747
251,1985
251,3637
255,414
255,463
255,920
255,944
255,973
255,1171
255,1653
255,2206
255,3173
255,3814
255,3827
255,4366
255,4954
257,2935
267,2536
267,2625
268,4367
269,917
269,3763
269,4249
271,3330
272,1122
272,2128
272,2772
273,1431
275,933
275,1317
275,1785
275,2368
275,3265
275,3491
275,4976
276,536
276,1298
276,1756
276,2401
276,3614
276,3759
279,374
279,1004
279,1062
279,1120
279,2784
279,3457
279,4715
280,577
280,694
280,1567
280,1924
280,2071
280,2128
280,2219
280,2500
280,3286
280,3661
282,2219
283,475
283,3625
283,4932
283,5056
285,365
285,1625
285,1730
285,2362
285,4039
285,4852
292,1502
292,3380
292,3734
296,1099
296,2027
296,4706
297,3371
301,930
301,2118
301,4799
302,3371
303,1685
303,2212
303,2910
303,3390
305,2128
305,3661
306,577
306,1389
306,2886
308,725
308,862
308,4440
308,4713
308,5027
309,1209
309,2558
309,3148
309,4121
310,3058
310,3578
310,3672
310,4055
311,1747
311,2348
313,2489
313,3390
313,3981
317,3672
319,828
322,617
322,1191
322,1869
322,2747
322,2945
322,3565
322,5076
325,1903
327,891
327,1951
335,1828
338,753
338,1007
342,2747
344,3578
344,4055
344,4756
345,2219
347,916
347,2150
350,448
350,1216
350,1529
350,2111
350,2241
350,2579
350,4352
350,4761
356,3226
358,414
358,596
358,1332
358,1896
358,3672
358,4354
358,4590
359,5053
360,2117
362,2804
362,3371
364,707
364,4352
365,447
365,459
365,615
365,718
365,993
365,994
365,2361
365,2453
365,2609
365,3418
365,3440
365,3493
365,3722
365,3789
365,3865
365,4465
365,4484
365,4527
365,4578
365,4767
368,1072
368,4749
369,4778
370,680
370,1567
370,2210
370,2219
371,1524
371,4352
374,615
378,3519
379,3672
380,616
380,818
380,1128
380,1550
380,2001
380,2267
380,2536
380,2772
380,2889
380,2922
380,3112
380,3153
380,3491
380,3492
380,3672
380,3763
380,4185
380,4446
380,4825
380,4972
380,5019
384,570
384,853
384,1550
384,3312
384,3574
384,4827
384,4920
386,476
387,1758
387,3390
387,4153
387,4867
388,631
393,1078
393,4205
394,1118
395,616
395,2522
395,2726
395,2814
395,2909
395,3331
395,3448
395,3582
395,3722
395,4210
396,2001
396,3156
398,857
406,552
406,1460
406,2991
406,3263
411,3909
414,571
414,596
414,1052
414,1167
414,1332
414,1618
414,1896
414,3725
414,4097
414,4354
414,4907
414,4987
414,5067
416,2396
418,1189
419,1980
419,2212
419,2528
419,3034
419,3661
419,4465
419,4527
419,4566
423,1432
425,4958
428,569
428,1007
428,2029
428,2262
428,2348
428,2395
428,2513
428,3226
428,3491
428,3492
428,3938
428,4915
430,598
430,1101
430,1128
430,1153
430,1273
430,1591
430,1598
430,1747
430,2922
430,3141
430,4287
430,4473
430,4587
430,4701
431,3672
432,1163
432,1570
432,2380
432,2512
432,2584
432,2889
432,3716
432,3840
432,3852
432,4095
433,787
433,1570
433,1924
433,3519
436,898
436,2311
436,2747
436,2812
436,3278
437,912
437,1766
437,1896
437,4363
437,4807
442,794
442,3744
443,2351
443,5056
447,1411
447,1530
447,2625
447,2991
447,4403
447,4611
447,4714
447,4961
448,498
448,521
448,1639
448,2579
448,5056
450,2747
456,3672
459,2747
461,1567
461,2071
461,2128
461,2219
461,3228
461,3286
461,3661
461,4752
463,944
463,2206
465,1728
465,2747
465,2748
465,5027
467,3390
471,3519
471,3533
475,487
475,498
475,760
475,856
475,903
475,929
475,965
475,1341
475,1450
475,2191
475,2442
475,2519
475,2694
475,2881
475,2890
475,2970
475,3007
475,3226
475,3672
475,3717
475,3746
475,3760
475,3847
475,3945
475,3948
475,4123
475,4124
475,4235
475,4387
475,4506
475,4756
475,4832
475,4886
475,4901
476,903
476,1008
476,1209
476,1424
476,2219
476,2367
476,3989
476,4819
480,605
480,795
480,884
480,1052
480,1122
480,1146
480,1352
480,1785
480,2168
480,2749
480,2854
480,3004
480,3441
480,3491
480,3728
480,3852
480,3970
480,4280
480,4344
480,4401
480,4799
480,4973
480,4993
482,2219
482,4527
487,784
487,1005
487,1782
487,2321
487,2390
487,2772
487,3672
487,3742
487,4715
487,4818
491,693
493,2749
498,2241
498,3356
500,1626
500,1755
500,3752
500,4061
501,3983
501,4402
506,1445
506,1565
506,2516
506,2747
506,3451
506,3491
506,4705
507,616
507,1209
507,1230
507,2687
507,3209
507,3572
507,3720
507,4353
507,4819
507,4975
507,5005
508,3452
517,888
523,4047
523,4311
523,4377
524,1951
528,606
528,2219
529,3694
533,1639
533,4236
535,2128
535,4220
536,1756
536,1959
536,2401
536,3013
539,1723
541,1238
544,944
544,2507
544,2747
545,4807
548,631
550,2071
550,3495
551,606
554,3661
562,4041
563,1329
566,2586
566,3133
566,4108
566,4206
567,1178
568,3578
568,3996
568,4055
569,731
569,742
569,776
569,915
569,1125
569,1411
569,1414
569,2001
569,2219
569,2584
569,2687
569,3996
570,1977
570,4790
571,596
571,2650
571,3920
571,4354
574,668
574,847
574,998
574,1163
574,1491
574,1570
574,1742
574,2168
574,2563
574,2998
574,3614
577,586
577,616
577,1152
577,1168
577,1230
577,1567
577,1924
577,2128
577,2388
577,2453
577,2500
577,2726
577,2772
577,3722
577,3760
577,3916
577,3977
577,3989
577,4235
577,4315
577,4606
577,4611
577,4677
577,4707
577,4795
577,5069
578,4220
580,1167
580,1373
580,1709
580,1922
580,3920
580,4141
580,4353
580,4466
580,4989
581,2747
582,4723
583,3371
585,2632
585,4932
586,1989
586,2041
586,2360
586,3302
590,4041
596,1167
596,1332
596,1452
596,1618
596,1722
596,1896
596,2165
596,3725
596,4055
596,4097
596,4354
596,4520
596,4987
596,5067
597,707
597,930
597,2563
597,2586
597,2772
597,3255
597,4338
598,1550
598,1555
598,1591
598,1598
598,5019
600,1266
606,1163
606,1229
606,1270
606,1709
606,2278
606,2745
606,2835
606,3324
606,3412
606,3461
606,3572
606,4221
606,4631
613,1062
615,930
615,1095
615,1120
615,1327
615,1586
615,1685
615,2396
615,2429
615,2435
615,2459
615,2714
615,2837
615,3071
615,3079
615,3457
615,3722
615,3728
615,4300
615,4583
615,4682
615,4802
615,4893
616,784
616,2367
616,2536
616,2726
616,2772
616,2814
616,2889
616,2909
616,3389
616,3448
616,3497
616,3722
616,3968
616,4055
616,4210
616,4585
616,4587
616,4819
616,5076
617,626
617,795
617,821
617,1148
617,1200
617,1502
617,1868
617,2261
617,2650
617,3565
617,3609
617,4387
617,4390
617,4510
617,4534
623,2452
626,3119
626,3461
630,1128
630,1450
630,1564
630,1565
630,1758
630,3012
630,3656
630,3920
630,4193
630,4585
631,3867
634,2747
634,3720
635,1062
635,2396
635,2527
635,3441
635,4819
635,5017
636,1436
636,1639
638,3279
640,1270
640,1450
640,1500
640,1709
640,2908
640,3554
640,4749
649,2563
650,1431
650,4351
651,950
651,1301
651,2047
651,4029
654,4300
654,4537
656,966
656,1390
656,2380
656,4173
656,4249
656,4520
656,4818
656,4852
657,865
657,1698
657,3822
666,865
666,987
666,992
666,2362
666,3866
667,3757
668,3405
668,3533
669,2820
673,758
673,3224
678,2844
680,841
680,1424
680,1469
680,1570
680,1805
680,2191
680,2237
680,2560
680,3326
680,3702
680,4807
680,4928
681,2672
684,1034
684,4206
685,920
685,1576
690,707
690,1581
690,3492
690,4353
690,4846
691,698
692,2325
693,956
693,1745
693,1908
693,2558
693,2579
693,2850
693,3672
693,4526
694,967
694,991
694,1341
694,2551
694,2607
694,3011
694,3330
694,3510
694,3661
694,3964
694,4026
694,4301
694,4834
695,1062
696,930
702,920
702,3519
702,4726
704,2500
707,843
707,880
707,1022
707,1031
707,1050
707,1072
707,1270
707,1492
707,1799
707,2181
707,2348
707,2602
707,2787
707,3194
707,3209
707,3236
707,3355
707,3432
707,3446
707,3594
707,4353
707,4418
707,4790
708,3675
709,751
709,1230
709,1754
709,2183
709,2219
709,2325
709,3656
709,4385
709,4522
709,4828
709,4965
712,2483
712,2634
712,3663
718,1567
718,2128
718,2219
718,2862
718,2909
718,3722
721,2857
724,1469
724,1487
724,1618
724,1737
724,2429
724,2740
724,3815
725,973
725,1407
725,1570
725,1597
725,1758
725,1886
725,2142
725,2404
725,2998
725,3194
725,3239
725,3390
725,3664
725,3672
725,3962
725,4441
725,4681
725,4802
726,1567
729,965
729,1095
729,1570
729,1837
729,2402
729,3094
729,3222
729,4344
729,4802
731,1424
731,1436
731,1709
731,2396
731,2584
731,3451
731,4367
732,2128
732,2388
732,3225
732,4467
732,4527
733,1062
733,2804
740,2219
742,3734
745,3752
745,4443
745,4726
750,2618
750,3500
750,3518
750,3634
751,1230
751,1754
751,2033
751,2183
751,2536
751,3656
751,3891
751,4250
751,4385
751,4703
751,4965
752,2001
753,2811
753,3687
753,4896
756,2772
756,3513
756,4392
764,3449
767,956
767,3840
776,2370
776,3654
776,4341
777,2219
777,2524
780,867
780,1270
780,1805
780,3137
780,3325
781,3513
783,1363
783,3578
783,4055
784,1370
784,2128
784,2142
784,2212
784,2522
784,2737
784,2889
784,3395
784,4210
784,4585
785,1013
785,1298
785,1959
785,2907
787,1570
787,1830
787,2747
787,3989
790,1747
790,3513
793,3199
795,944
795,1021
795,2046
795,2837
795,3187
795,3332
795,3491
795,3561
795,3733
795,4317
795,4642
795,4756
795,4915
796,2500
797,3513
805,880
805,1469
805,2191
805,2501
805,3356
805,3469
806,1072
809,3566
809,4353
810,2747
810,2909
810,3722
813,962
813,1903
813,2001
813,2846
813,3020
813,3058
814,880
815,1195
818,3491
820,3722
828,943
828,1703
828,2386
828,2766
828,2931
828,4013
830,4078
830,4386
831,5092
842,3491
842,3634
843,1492
843,2519
843,4097
843,4353
853,1332
853,2219
855,998
856,888
857,4055
860,2142
862,2075
862,2436
862,2560
864,2567
865,1816
865,3255
865,3337
865,3471
865,3822
865,4862
867,1411
867,3137
868,1166
868,2962
869,1431
869,3682
869,4901
872,1868
875,3677
880,904
880,905
880,982
880,1050
880,1378
880,1431
880,1469
880,1570
880,1597
880,1709
880,1802
880,2388
880,3034
880,3355
880,3519
880,3578
880,3743
880,4123
880,4146
880,4293
880,4353
880,4392
880,4448
880,4920
883,2001
887,2232
888,4259
892,1890
895,1792
895,2262
895,3213
895,3235
895,3634
895,4042
895,4578
899,1431
899,1463
899,2019
899,3390
899,3733
899,4034
899,4287
899,5025
901,1246
901,4224
903,1128
903,3208
903,4153
905,1341
905,2236
