ID,SC,DC,EC,IC,LAC,BC,NC
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,7399398.5,5,0.007728877,2.3510146,2.4,220.79735,3.1666667
3,2739833,1,0.004702949,1.3183347,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,55.54518,1,2.08E-05,1.3183347,0,0,0
9,4766629,6,0.006204065,2.4903438,2,3876.7412,2.4
10,56490.953,1,0.000675,1.3183347,0,0,0
11,390437.34,2,0.001768796,1.6893625,0,195.7395,0
12,5192182.5,6,0.006476298,2.4903438,0.33333334,2398.3464,0.4
13,242707.45,8,0.001324551,2.704051,1.25,7344.7896,2.2857144
14,525623.2,4,0.00206042,2.1802213,0,3825.678,0
15,229.2082,1,3.50E-05,1.3183347,0,0,0
16,4526845.5,11,0.006033147,2.9234889,1.4545455,17935.512,1.675
17,1162967.2,4,0.00306451,2.1802213,0,9676.651,0
18,21561.043,2,0.000416,1.6893625,0,550.2971,0
19,2377556.8,2,0.004369837,1.6893625,0,1901.0621,0
20,123000000,14,0.031571712,3.0732245,1.5714285,6178.124,1.6923077
21,46800000,16,0.019399187,3.1490195,2,10697.944,2.8428571
22,27100000,9,0.014791395,2.78779,1.5555556,4971.3203,1.75
23,8572723,7,0.008297688,2.6062086,0.2857143,23556.867,0.33333334
24,4675613,4,0.006141288,2.1802213,0,7616.997,0
25,10900000,5,0.009364653,2.3510146,0.4,1370.1885,0.5
26,26980.998,3,0.000421,1.9660108,0,4815.924,0
27,0,0,0,0,0,0,0
28,16200000,5,0.011424249,2.3510146,0.8,2608.4233,1
29,0,0,0,0,0,0,0
30,29784.87,3,0.00049,1.9660108,0,543.5637,0
31,4286170.5,6,0.005884157,2.4903438,1,2123.075,1.2
32,5505494,4,0.006662944,2.1802213,0.5,4240.541,0.6666667
33,2590373,7,0.004568272,2.6062086,0.2857143,2672.8433,0.33333334
34,7481.658,2,0.000245,1.6893625,0,246.201,0
35,12500000,3,0.010035277,1.9660108,0.6666667,2102.5525,1
36,26500000,22,0.014619397,3.3089168,3.2727273,33406.684,6.35822
37,0,0,0,0,0,0,0
38,381056.12,1,0.001753785,1.3183347,0,0,0
39,2305076.5,4,0.004306043,2.1802213,0,6184.8345,0
40,16400000,12,0.011473943,2.9793713,1.3333334,13537.536,1.4545455
41,10200000,5,0.009055797,2.3510146,0.4,4825.5117,0.5
42,0,0,0,0,0,0,0
43,6413859,5,0.00719383,2.3510146,0,2167.575,0
44,46800000,25,0.019448888,3.3648,1.04,65398.32,2.5428298
45,96431.586,2,0.00088,1.6893625,0,1468.269,0
46,22100000,19,0.013314057,3.23896,9.052631,15239.779,12.250107
47,309047.75,2,0.001579613,1.6893625,0,1001.26306,0
48,13800000,15,0.010564516,3.1130617,0.6666667,42912.125,2.5428572
49,87695.31,1,0.00084,1.3183347,0,0,0
50,0,0,0,0,0,0,0
