,S6N
0,32342000000.34843
1,0.0
2,0.0
3,0.0
4,1437075000000.0
5,1467275000.0
6,219125282.325
7,0.0
8,0.0
9,13440000000.0
10,12915219.9925
11,17137250000.0
12,8550528.29164488
13,0.0
14,1.5442016666666667
15,10223750000.0
16,0.0
17,0.0
18,0.0
19,4569000002.694698
20,647625000.0
21,3953000000.366769
22,45650292.285
23,3923225000.0
24,2280737.6305
25,0.0
26,634722500000.0
27,0.0
28,0.0
29,0.0
30,1927637.479
31,17555250000.0
32,0.0
33,8862.4407
34,41889000000.0
35,515325000000.0
36,1.5375743
37,1.53963706
38,0.0
39,40647250000.0
40,0.0
41,91066666.66666667
42,58237500000.0
43,29901804.375
44,13221400000.712593
45,0.0
46,0.0
47,0.0
48,1.5441439
49,45637281.4275
50,143400000.0
51,0.0
52,28491800000.58965
53,291625000000.0
54,975140000000.6744
55,114335000000.0
56,17296166667.19444
57,0.0
58,31256322.2775
59,0.0
60,28346000000.0
61,0.0
62,1353.35384765
63,0.0
64,0.0
65,118539000000.0
66,0.0
67,75800000022.2749
68,162000000000.0
69,12916328.148249999
70,12675098719.83625
71,101115000000.0
72,1173790.91965746
73,3785400000.0
74,0.0
75,0.0
76,0.0
77,570000000.4096396
78,8340000000.0
79,0.0
80,0.0
81,6122250000000.0
82,68830000000.0
83,0.0
84,227870000002.3509
85,25005058.255891617
86,169634883.0846629
87,303500000.8049512
88,26589600000.44489
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,23498602.7813071
95,0.0
96,4615512.3125
97,76.96378924999999
98,25898750000.0
99,127839.14443488003
100,35535750000.0
101,3907575000.0
102,0.0
103,30912844.2025
104,1.5400776
105,1.542233175
106,0.0
107,62092.340375
108,1550325000.0
109,0.0
110,0.0
111,0.0
112,915675.1492500001
113,0.0
114,0.0
115,2761.96146875
116,3586516.04375
117,841127521.375
118,24707353.697499998
119,0.0
120,0.0
121,1.5366429249999998
122,1927638.0175
123,0.0
124,0.0
125,161952500000.0
126,0.0
127,9553750000.0
128,7283955.28383794
129,132953565.375
130,107816066.58894739
131,111533810.42555809
132,7289705.695
133,0.0
134,5100750000.0
135,0.0
136,11992000000000.0
137,30872000000.0
138,0.0
139,0.0
140,85917873.5
141,64199.745025000004
142,69971800000.43301
143,44937400000.37514
144,0.0
145,379325000.0
146,462588026.25
147,0.0
148,23921444.00452252
149,586200000.7254858
150,0.0
151,9750000000000.0
152,4299180000.309742
153,0.0
154,0.0
155,8612000000.0
156,466660000003.2461
157,9972384.9925
158,1.54023105
159,177710000001.13986
160,41881800000.58167
161,34506000000.0
162,28718250000.0
163,18025867742.225
164,43565400000.896416
165,16552250000.0
166,9905000000.896404
167,298800000.5214843
168,448940000.3086295
169,0.0
170,75360000000.9662
171,118809000002.89058
172,0.0
173,307395000000.0
174,5522.884064999999
175,0.0
176,6036749.830097141
177,125876000001.78682
178,15367500000.0
179,219125282.325
180,0.0
181,0.0
182,1.5413116
183,1.5406907749999998
184,183148695.30000496
185,0.0
186,481225000.0
187,65084286.11981726
188,28024000000.774097
189,0.0
190,930075000000.0
191,0.0
192,0.0
193,77783689.7
194,77246945.275
195,0.0
196,23932940.0025
197,116496000000.37741
198,179000001.60441217
199,208037500000.0
200,0.0
201,1.5380877750000002
202,5629250000.0
203,0.0
204,0.0
205,0.0
206,4037000000.0
207,0.0
208,0.0
209,9266400000.308868
210,0.0
211,320390000000.0
212,8967500000.0
213,26437750000.0
214,0.0
215,0.0
216,0.0
217,0.0
218,199732500000.0
219,2.1767975
220,0.0
221,295768.37175
222,0.0
223,0.0
224,12698000000.0
225,33935438.975
226,7173322.815
227,0.0
228,545760000000.9292
229,24292750000.0
230,578900000000.0
231,420282.13474999997
232,569875000.0
233,2623040001.1072817
234,388200500000.0
235,12541250000.0
236,17.09384766
237,0.0
238,2423875000000.0
239,74638862.16250001
240,0.0
241,871400000.0
242,0.0
243,10141500000.0
244,12725800000.309137
245,0.0
246,11180666667.9831
247,363027538.8083621
248,23074.6426943
249,50747500000.0
250,8550046.351365719
251,0.0
252,877100000000.0
253,54037322.181228675
254,0.0
255,234107500000.0
256,0.0
257,100630.595925
258,16422695.8890412
259,226820000.54153123
260,518178.6698376
261,1143660000.5415342
262,943063.08027714
263,445400001.3661764
264,91077500000.0
265,0.0
266,50026000000.77403
267,1400000000.5052452
268,1954282.1333333335
269,36298750000.0
270,141612.47723517497
271,22809000000.0
272,122212.22798699999
273,0.0
274,0.0
275,9527750000.0
276,63003848.375
277,1.6965566250000002
278,4575000001.156791
279,17331400000029.494
280,842025000000.0
281,0.0
282,632110000001.5276
283,1798.3376058500003
284,1099725000.0
285,0.0
286,20375600000.561638
287,941925000.0
288,0.0
289,0.0
290,0.0
291,0.0
292,6548000000.0
293,0.0
294,505250000.0
295,199830000000.0
296,2225800000.0
297,0.0
298,122337000000.8346
299,0.0
300,0.0
301,0.0
302,0.0
303,9451195.295
304,0.0
305,1898400001.1559448
306,387000000000.0
307,66666666.666666664
308,5430560000.865421
309,0.0
310,0.0
311,1.5425549666666667
312,69512.23860188
313,54.05430152
314,0.0
315,79393795.38341218
316,116166370.575
317,11439800000056.906
318,0.0
319,0.0
320,0.0
321,1096125000.0
322,0.0
323,0.0
324,8081340000.329869
325,5301600001.356566
326,479824359.625
327,2774160000002.9424
328,33580600001.021645
329,0.0
330,0.0
331,121206344.875
332,2236236.6357008
333,379833334.2612472
334,3878504.37
335,10105600.127500001
336,0.0
337,0.0
338,0.0
339,29783250000.0
340,163570908.875
341,49190000000.0
342,6283600000.327705
343,10673000000.0
344,1028025000000.0
345,42787825000.0
346,308307500000.0
347,0.0
348,0.0
349,1.5429146500000002
350,764940000.3775038
351,0.0
352,422455000000.0
353,167000000.0
354,0.0
355,0.0
356,194315.68756547998
357,3007375000.0
358,335675000.0
359,9825416205.728735
360,1126000001.6195757
361,0.0
362,0.0
363,3652625000.0
364,18400000000.0
365,0.0
366,98000000000.0
367,0.0
368,1469500000.0
369,1.5400016749999998
370,42378514.1253542
371,0.0
372,0.0
373,0.0
374,79489800000.81223
375,0.0
376,20776000000.0
377,30872310.347977865
378,4200211030.6548767
379,0.0
380,18143800000033.84
381,0.0
382,0.0
383,0.0
384,30451833333402.824
385,772675000.0
386,0.0
387,0.0
388,49940000000.99262
389,27921500000.0
390,0.0
391,0.0
392,4261900000000.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,15476250000000.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,4850350000000.0
419,4325001.156850475
420,0.0
421,154812500000.0
422,38292200000.54942
423,0.0
424,0.0
425,0.0
426,5140149200007.986
427,23000882000014.89
428,3320025400002.3853
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,23600000000.0
446,0.0
447,3276.5535564750003
448,2592125000.0
449,264681309.25
450,11800000000.0
451,8713611.0
452,0.0
453,0.0
454,0.0
455,0.0
456,906960001.2956116
457,0.0
458,0.0
459,0.0
460,0.0
461,32626000000.0
462,50091.4474278
463,0.0
464,2.6966757
465,2.4660136200000005
466,2.4658507199999997
467,5457400000026.24
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,11533200000013.664
474,297686.39666666667
475,0.0
476,0.0
477,0.0
478,0.0
479,114427812.0525
480,5112727.6806113
481,11144750000.0
482,0.0
483,1833580000.8052776
484,0.0
485,0.0
486,92900000.0
487,3298719.83625
488,0.0
489,1.5421194599999999
490,1036666666.6666666
491,10447800000027.285
492,37568.264
493,404200000.581942
494,0.0
495,53.004570699999995
496,7016149.151881125
497,1.5418334999999999
498,127660101.72893357
499,0.0
500,0.0
501,0.0
502,302529860.25
503,387027500000.0
504,302529860.125
505,62705154.7
506,4313347.98
507,0.0
508,0.0
509,0.0
510,0.0
511,80780.69
512,820644.55708
513,0.0
514,0.0
515,0.0
516,126455000000.0
517,0.0
518,0.0
519,6698200000.319265
520,67180873.64106973
521,0.0
522,0.0
523,30266250000.0
524,0.0
525,15231000000.0
526,0.0
527,106000000000.0
528,1791720.0968076002
529,52830000000.0
530,0.0
531,138408245.708902
532,786175000.0
533,1038175000000.0
534,0.0
535,0.0
536,7.885658675
537,0.0
538,13266076.74
539,1.6965670249999998
540,0.0
541,969652.1135327499
542,0.0
543,3204020000005.171
544,2786040000000.7427
545,1772400000.4525688
546,169973411.69313392
547,894000000.7728643
548,3848440000.31824
549,15642000000.443827
550,0.0
551,2668672.7419913746
552,88034000002.62509
553,1479100000.0
554,297686.39666666667
555,6333525000.0
556,0.0
557,101203333334.60878
558,331892500000.0
559,0.0
560,5330750000.0
561,0.0
562,0.0
563,0.0
564,714333333.3333334
565,138778954.05
566,4034105.82
567,66169409.1346282
568,0.0
569,1504000000.3317697
570,0.0
571,0.0
572,46947500000.0
573,0.0
574,0.0
575,187412151.125
576,0.0
577,2158950000.0
578,0.0
579,54328577.52134685
580,1404280000.3436246
581,26675400000.858494
582,0.0
583,20078842.58841714
584,1.5419700500000002
585,1.5414263000000001
586,109627.941859475
587,177338.76090639998
588,0.0
589,21347000000.0
590,0.0
591,32250002.35736845
592,0.0
593,0.0
594,405493810.64042526
595,0.0
596,61264632.95
597,0.0
598,0.0
599,0.0
600,537960000011.68884
601,0.0
602,1682927.89125
603,126801873.2
604,1130073.5333333334
605,192333333.33333334
606,41216249.155
607,429272500000.0
608,0.0
609,10592078.5016693
610,0.0
611,5358388.382402133
612,26502000002.604874
613,569850000.0
614,38293568.975
615,345000000.0
616,0.0
617,4065.4774974999996
618,2.83524675
619,18300000000.0
620,32435023.912428856
621,20862400000.30867
622,6198000000.0
623,0.0
624,38626243.77499999
625,126750001.18720913
626,23537058.549999997
627,0.0
628,0.0
629,0.0
630,3.137548025
631,0.0
632,34664500000.0
633,12100085.4014625
634,29425000001.485706
635,0.0
636,17825750000000.0
637,514840.49178419996
638,10385378.090261761
639,0.0
640,9462750000.0
641,704800000.3083702
642,105284000000.4654
643,86660000000.31734
644,0.0
645,1.5419772999999999
646,400750000.43861556
647,4190500000.0
648,0.0
649,2817400000.0
650,519800000.0
651,0.0
652,3785400000.0
653,1.6699793799999998
654,22144.3177554
655,8504.300987499999
656,7900.84611782
657,0.0
658,870875000.0
659,39934509.574999996
660,15600000.0
661,3727.1332712666663
662,0.0
663,16466666.666666666
664,31320000004.13634
665,1.5427586999999998
666,0.0
667,0.0
668,0.0
669,0.0
670,590225000.0
671,105510000000.90575
672,2714400000.533719
673,87467000000.0
674,2164033333334.213
675,0.0
676,1.542624
677,16200003.239089
678,50674000000.45458
679,3434800000.317815
680,0.0
681,37200000000.0
682,191.530074
683,2.997093375
684,7829250000.0
685,0.0
686,793625000000.0
687,9295500000.0
688,18300000000.0
689,0.0
690,0.0
691,2665990.1318953503
692,569850000.0
693,0.0
694,0.0
695,0.0
696,0.0
697,3851.59688515
698,3785400000.0
699,0.0
700,0.0
701,41065000000.0
702,69055000000.0
703,265897925.125
704,5778442.524999999
705,0.0
706,938895.7333333334
707,290837500000.0
708,1.541842625
709,111376519.575
710,84350000001.8816
711,376925000.0
712,14831413.9475
713,313587500000.0
714,20078842.5884115
715,3007375000.0
716,5100750000.0
717,303460000.66408694
718,27168500000.0
719,3179326.9422326665
720,0.0
721,0.0
722,17110800000015.02
723,105000000.57410693
724,13383750000.0
725,0.0
726,2395828.8000000003
727,8134.176670000001
728,197792000009.0612
729,11400000.0
730,11081521.65
731,707811.6167027
732,9265000000000.0
733,3274925000.0
734,0.0
735,0.0
736,4069350000.0
737,293520000.4708744
738,13665500000000.0
739,0.0
740,0.0
741,33745.929832500005
742,5635250000.0
743,47333.29289
744,19428200000.308414
745,11814000000.0
746,0.0
747,0.0
748,219666667.96564126
749,224000001.05026087
750,165377016.3745274
751,100630.5961
752,2736725.5650000004
753,7725400000.445463
754,929200000.0
755,114035000000.0
756,871400000.0
757,9513600000.41415
758,906960001.2956531
759,21324400000.62809
760,2984343.58708275
761,1.542304875
762,0.0
763,0.0
764,0.0
765,28583600000.644592
766,131679.66978765
767,0.0
768,60266000000020.95
769,0.0
770,26318.9753375
771,385750000.0
772,0.0
773,0.0
774,11999035.0
775,329600.06
776,2460.6921666666667
777,28616616.975
778,46267.69766666667
779,46280000.387425825
780,10304250000.0
781,6244850.4399999995
782,139931.25585
783,0.0
784,0.0
785,29200001.056832034
786,44200000000.0
787,277.24376800000005
788,2407080000.474263
789,1.542615525
790,73751393.875
791,35847406.574999996
792,80500000000.0
793,3411175000000.0
794,1.54204442
795,2165817.36125
796,1.542469475
797,1717372.52125
798,8323425000.0
799,8209250000.0
800,0.0
801,446536.43325
802,236588888.375
803,1022094.0167500002
804,229733.44333333333
805,1.541846525
806,52748000001.98876
807,0.0
808,135500000.84138042
809,12550000.435783874
810,1.5368665
811,911831960.375
812,0.0
813,4234380000.318506
814,6698500000.0
815,0.0
816,3656.5218325
817,14001.944739999999
818,519800000.0
819,0.0
820,0.0
821,13771791.84007344
822,0.0
823,0.0
824,0.0
825,7950000000000.638
826,70306835.5897095
827,1.6902945249999999
828,1277750000.0
829,51736856.86
830,0.0
831,0.0
832,793716667.1888171
833,500400000005.65027
834,0.0
835,68825.60355435
836,0.0
837,350566.77249999996
838,0.0
839,2885600000.6573715
840,943748.1866666666
841,912912.029
842,414612000000.6644
843,249024224.125
844,0.0
845,94370548.59871554
846,0.0
847,24962000000.0
848,0.0
849,42609250000.0
850,5072400000.774085
851,1119808.8240000003
852,9814518.495
853,14832053.492500002
854,86200000.0
855,11024.646588725
856,0.0
857,6157940000001.649
858,0.0
859,1178975000.0
860,1362500000.0
861,26421323.4875
862,0.0
863,20132079.667061098
864,0.0
865,16816750000000.0
866,1365357.7025000001
867,661035000000.0
868,51346806.724999994
869,29901804.375
870,928199.58525
871,1840640000.4786446
872,312003348.1782919
873,65487402.86
874,3401482.2099999995
875,2390825000.0
876,1097406.9875088502
877,138000000.0
878,237943086.5
879,0.0
880,0.0
881,873975000.0
882,14001.94725
883,43812746.55952413
884,53135000000.0
885,35535750000.0
886,3450001.156254825
887,426938.590825
888,3825374.11675288
889,3210070.54
890,35916000000.34528
891,22394750000.0
892,1365357.7025000001
893,0.0
894,873000000.0
895,549000000.0
896,37200000000.0
897,4667800000.622652
898,0.0
899,0.0
900,65850000.385796726
901,80148000001.27457
902,352786753.17519265
903,307036.636
904,1.54253455
905,0.0
906,21495166667.973747
907,326506666670.0407
908,0.0
909,219125282.325
910,3947925000000.0
911,1.543688025
912,23.351071525000002
913,0.0
914,1.5418798999999999
915,17579490.46
916,0.0
917,1.542193775
918,1.5421113
919,681.0593742499999
920,594383333334.4735
921,1072494000001.0397
922,64199.744925
923,47263000000000.0
924,6489450000.0
925,2880832.0599999996
926,10849442.0625
927,520.1451906200001
928,0.0
929,79159899.39972298
930,686125.68768376
931,12311000000.0
932,0.0
933,0.0
934,0.0
935,14200000000000.0
936,25792.103666666662
937,189917500000.0
938,14849741.84865776
939,0.0
940,356975000.6655831
941,497.86840275
942,0.0
943,0.0
944,1827000000.0
945,3920426.7705285596
946,7021600000.77405
947,83013393.175
948,1277950000.0
949,2532680000.3181505
950,1415.5361265600002
951,0.0
952,0.0
953,104036.29600499998
954,887380000.3080547
955,0.0
956,175550.634792575
957,0.0
958,13680750000.0
959,0.0
960,918925000.0
961,110051746.90482903
962,393566666667.30176
963,586710000000.0
964,0.0
965,0.0
966,0.0
967,0.0
968,7121350000.0
969,2341967.11760874
970,421066.25
971,0.0
972,194315.68757396
973,1650421.7333333332
974,9098264.7975
975,1487750.5325433
976,912912.029
977,104000001.61335023
978,0.0
979,0.0
980,4659720000.338329
981,56502984343.175095
982,78098.65563400001
983,0.0
984,1.5421512
985,684000000.51166
986,0.0
987,0.0
988,0.0
989,0.0
990,350646.89666666667
991,0.0
992,65546666671.32492
993,49610257.67353893
994,0.0
995,12388750000.0
996,0.0
997,124666666.66666667
998,16552250000.0
999,0.0
1000,0.0
1001,211935000000.0
1002,20758.8877002
1003,906960001.2956082
1004,967306000006.2449
1005,243643.9833333333
1006,49100000000.0
1007,53301593.0790304
1008,3471800000.430922
1009,0.0
1010,1616500000.0
1011,9098264.7975
1012,2634000000.0
1013,0.0
1014,242894.18800000002
1015,20775118060.0575
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,265897925.125
1021,60692800000.43087
1022,4588800000006.975
1023,0.0
1024,10198700000.0
1025,15696160.752357502
1026,25908.476925
1027,52492000000.773834
1028,0.0
1029,2033050000000.0
1030,8550046.35125172
1031,1700256750004.4785
1032,172718000000.32077
1033,32551427.939999998
1034,25792.104000000003
1035,11499200000.427132
1036,0.0
1037,0.0
1038,144964000000.67474
1039,519800000.0
1040,0.0
1041,440983441.0
1042,0.0
1043,0.0
1044,34265433.75
1045,83140000000.0
1046,23639250000.0
1047,65317219.688133396
1048,0.0
1049,0.0
1050,3714049.40434138
1051,0.0
1052,1827000000.0
1053,6614093.938999999
1054,15595479.99
1055,0.0
1056,62678934.275
1057,18548852.925801102
1058,0.0
1059,45856600000.87101
1060,61.88982228
1061,3007525000.0
1062,0.0
1063,0.0
1064,6016338.558089519
1065,5517152.374481866
1066,2778125000.403973
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,11766669.246288767
1072,265506000000.30826
1073,30677007.2275
1074,200506800000.79556
1075,0.0
1076,25997722.525
1077,150655000000.0
1078,0.0
1079,276838715.5
1080,265897925.125
1081,912912.029
1082,0.0
1083,440650000000.0
1084,0.0
1085,29708750000.0
1086,7061521.31
1087,0.0
1088,751775000000.0
1089,0.0
1090,0.0
1091,65725000.51377767
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,3112843.6
1097,1896975000.0
1098,2985125000.0
1099,18581.46020875
1100,8550046.3513267
1101,21801900.489707682
1102,21824400000.308365
1103,1.5414669
1104,208765000000.0
1105,38105000000.0
1106,10320750000.0
1107,12485600003.073704
1108,28849400001.608162
1109,7673333333.333333
1110,375400000000.0
1111,0.0
1112,0.0
1113,379325000.0
1114,18328526.64
1115,465093230.0
1116,1289050000.0
1117,1.5411542999999999
1118,0.0
1119,35762500000.0
1120,0.0
1121,0.0
1122,1542110.7323262
1123,0.0
1124,7900.84610682
1125,24266750000.0
1126,194488000001.57416
1127,6183000000.0
1128,80780.68666666666
1129,1.541267375
1130,4900533.0775
1131,18629147.33
1132,374137500000.0
1133,6244850.4399999995
1134,22804000000.0
1135,1304375000.0
1136,2.6317636
1137,87500000.43162015
1138,0.0
1139,22260495.450000003
1140,139432500000.0
1141,10320750000.0
1142,3434000000.309939
1143,59711090.06853775
1144,56982000000.93065
1145,22800777.88738808
1146,0.0
1147,210380000000.4279
1148,356059720.5
1149,0.0
1150,0.0
1151,87019200000.76132
1152,464620000.3084297
1153,20011200000.327118
1154,541373.4143668666
1155,233667573.92193657
1156,76310000003.96117
1157,0.0
1158,143167500000.0
1159,0.0
1160,4190500000.0
1161,46643750000.0
1162,357347.98666666663
1163,26195737.575
1164,0.0
1165,79156770.665
1166,1827000000.0
1167,202122537.75
1168,1.54313334
1169,59024475000.0
1170,42698403.0775
1171,254046666668.0326
1172,6765675000.0
1173,0.0
1174,4968176.64
1175,0.0
1176,772675000.0
1177,111473075.32054548
1178,265130000000.0
1179,51917.600374999995
1180,1706000002.0264955
1181,0.0
1182,539235000000.0
1183,16020405884.321777
1184,446.13875
1185,45733333.333333336
1186,1729682.135909025
1187,63007505.150000006
1188,241980370.88716412
1189,440983441.0
1190,47905000000.0
1191,0.0
1192,12902469.507567033
1193,0.0
1194,0.0
1195,1.538968775
1196,0.0
1197,1.58799778
1198,2.17917238
1199,1.58767952
1200,9804.102724999999
1201,11.1222257
1202,11.12224785
1203,3878900000.0
1204,138778954.05
1205,0.0
1206,0.0
1207,2.3815837
1208,2.3803159799999998
1209,2.3817695399999996
1210,2.38072194
1211,1.5370887000000002
