,I6N
590,0.0
591,1.5146845
592,0.0
593,0.0
594,1.65695668
595,0.0
596,1.785553725
597,0.0
598,0.0
599,0.0
600,2.6880834800000004
601,0.0
602,1.5544958
603,1.234905325
604,1.2318444666666668
605,1.5496467333333335
606,1.2349053499999998
607,1.893551125
608,0.0
609,1.2093617749999999
610,0.0
611,1.1977864
612,2.4156079200000002
613,1.234905325
614,1.2349053499999998
615,1.2318444666666668
616,0.0
617,1.234905325
618,1.1839819249999999
619,1.2440878999999998
620,1.47023712
621,1.99254468
622,1.234905325
623,0.0
624,1.2349053499999998
625,1.2071839500000001
626,1.5544958
627,0.0
628,0.0
629,0.0
630,1.47465225
631,0.0
632,2.20738025
633,1.234905325
634,1.21456474
635,0.0
636,2.8973080500000004
637,1.21643796
638,1.9936424799999997
639,0.0
640,2.2978847
641,1.65695668
642,2.0451015999999997
643,1.6550834600000002
644,0.0
645,1.21456474
646,1.6176667500000002
647,1.234905325
648,0.0
649,1.5544958
650,1.234905325
651,0.0
652,1.234905325
653,1.21456474
654,1.1977864
655,1.234905325
656,1.21456474
657,0.0
658,1.5544958
659,1.5544958
660,1.569043
661,1.1977864
662,0.0
663,1.2318444666666668
664,2.3302647399999996
665,1.21456474
666,0.0
667,0.0
668,0.0
669,0.0
670,1.5544958
671,2.3258045000000003
672,1.81432832
673,1.995439925
674,2.2621938
675,0.0
676,1.21456474
677,1.18897255
678,2.1780463200000004
679,1.47023712
680,0.0
681,1.2440878999999998
682,1.234905325
683,1.2349053499999998
684,1.785553725
685,0.0
686,2.7213833750000003
687,1.785553725
688,1.2440878999999998
689,0.0
690,0.0
691,1.7979047166666664
692,1.234905325
693,0.0
694,0.0
695,0.0
696,0.0
697,1.4732570249999999
698,1.234905325
699,0.0
700,0.0
701,2.0972838499999997
702,2.0972838499999997
703,1.234905325
704,1.5544958
705,0.0
706,1.2318444666666668
707,2.7015973250000003
708,1.234905325
709,1.234905325
710,1.8284196833333333
711,1.5544958
712,1.234905325
713,1.995439925
714,1.21456474
715,1.234905325
716,1.234905325
717,1.21456474
718,1.234905325
719,1.1977864
720,0.0
721,0.0
722,2.6976175
723,1.9971920250000004
724,1.78555375
725,0.0
726,1.2318444666666668
727,1.234905325
728,2.33010196
729,1.2318444666666668
730,1.7266269
731,1.2071839500000001
732,2.834145925
733,1.78555375
734,0.0
735,0.0
736,1.5544958
737,1.8474968600000001
738,2.85305255
739,0.0
740,0.0
741,1.234905325
742,1.5544958
743,1.234905325
744,1.7949399
745,2.230621175
746,0.0
747,0.0
748,1.1977864
749,1.61346175
750,1.91109018
751,1.234905325
752,1.234905325
753,1.9730509399999998
754,1.5544958
755,2.37356115
756,1.234905325
757,1.79494
758,1.21643796
759,2.13553042
760,1.4080658750000001
761,1.1839819249999999
762,0.0
763,0.0
764,0.0
765,1.79681312
766,1.18897255
767,0.0
768,2.9209578799999996
769,0.0
770,1.915681775
771,1.2349053499999998
772,0.0
773,0.0
774,1.7266269
775,1.2318444666666668
776,1.2318444666666668
777,1.234905325
778,1.2318444666666668
779,1.4052460999999998
780,1.9603744499999998
781,1.2349053499999998
782,1.4732570249999999
783,0.0
784,0.0
785,1.89857264
786,1.9835205000000002
787,1.234905325
788,1.6604989199999998
789,1.234905325
790,1.234905325
791,1.234905325
792,1.2440878999999998
793,2.621830075
794,1.21456474
795,1.234905325
796,1.234905325
797,1.234905325
798,1.234905325
799,1.6134226249999999
800,0.0
801,1.234905325
802,1.234905325
803,1.234905325
804,1.2318444666666668
805,1.234905325
806,2.5151726000000005
807,0.0
808,1.6176667500000002
809,1.4455356499999998
810,1.2349053499999998
811,1.234905325
812,0.0
813,1.65508348
814,1.234905325
815,0.0
816,1.234905325
817,1.234905325
818,1.234905325
819,0.0
820,0.0
821,1.6604989199999998
822,0.0
823,0.0
824,0.0
825,2.5969618199999998
826,1.5146845
827,1.234905325
828,1.234905325
829,1.234905325
830,0.0
831,0.0
832,1.5696642833333334
833,2.6247869799999997
834,0.0
835,1.2071839500000001
836,0.0
837,1.234905325
838,0.0
839,1.8500822199999998
840,1.2318444666666668
841,1.234905325
842,2.19950954
843,1.5544958
844,0.0
845,1.4594230833333333
846,0.0
847,1.78555375
848,0.0
849,2.2978847
850,1.47023712
851,1.2349053499999998
852,1.234905325
853,1.5544958
854,1.569043
855,1.234905325
856,0.0
857,2.42378754
858,0.0
859,1.234905325
860,1.9603744499999998
861,1.5544958
862,0.0
863,1.21456474
864,0.0
865,3.0652729499999998
866,1.234905325
867,2.1487640249999997
868,1.234905325
869,1.234905325
870,1.234905325
871,1.66049894
872,1.21456474
873,1.234905325
874,1.5544958
875,2.330867725
876,1.2071839500000001
877,1.2440878999999998
878,1.785553725
879,0.0
880,0.0
881,1.5544958
882,1.234905325
883,1.21643792
884,2.2978847
885,1.234905325
886,1.234905325
887,1.234905325
888,1.56168572
889,1.234905325
890,1.99254468
891,2.35410865
892,1.234905325
893,0.0
894,1.2440878999999998
895,1.2440878999999998
896,1.8047503
897,2.1174069600000003
898,0.0
899,0.0
900,1.4732570249999999
901,2.06405758
902,1.2164379799999998
903,1.234905325
904,1.234905325
905,0.0
906,2.1113528333333336
907,2.20794265
908,0.0
909,1.234905325
910,2.5963139
911,1.234905325
912,1.2349053499999998
913,0.0
914,1.1977864
915,1.5544958
916,0.0
917,1.234905325
918,1.234905325
919,1.2349053499999998
920,2.1008603833333335
921,2.378726
922,1.2349053499999998
923,3.084227975
924,1.234905325
925,1.234905325
926,1.5544958
927,1.21456474
928,0.0
929,1.21456474
930,1.47023712
931,1.5544958
932,0.0
933,0.0
934,0.0
935,2.8589029999999998
936,1.2318444666666668
937,2.20738025
938,1.21456474
939,0.0
940,1.5146845
941,1.234905325
942,0.0
943,0.0
944,1.2349053499999998
945,1.4721103
946,1.47023712
947,1.234905325
948,1.234905325
949,1.607942
950,1.21456474
951,0.0
952,0.0
953,1.234905325
954,1.47211034
955,0.0
956,1.2071839500000001
957,0.0
958,1.78555375
959,0.0
960,1.234905325
961,1.2093617749999999
962,1.9101733666666665
963,2.28080535
964,0.0
965,0.0
966,0.0
967,0.0
968,1.5544958
969,1.38494222
970,1.2318444666666668
971,0.0
972,1.21456474
973,1.2318444666666668
974,1.234905325
975,1.21456474
976,1.234905325
977,1.4965650000000001
978,0.0
979,0.0
980,1.21456474
981,1.5146845
982,1.1977864
983,0.0
984,1.234905325
985,1.4052460999999998
986,0.0
987,0.0
988,0.0
989,0.0
990,1.2318444666666668
991,0.0
992,2.0370403833333333
993,1.2025653333333333
994,0.0
995,2.12552305
996,0.0
997,1.2318444666666668
998,1.5544958
999,0.0
1000,0.0
1001,1.83024625
1002,1.47023712
1003,1.21643792
1004,2.57199682
1005,1.2318444666666668
1006,1.2440878999999998
1007,1.4052460999999998
1008,1.21456474
1009,0.0
1010,1.234905325
1011,1.234905325
1012,1.234905325
1013,0.0
1014,1.234905325
1015,1.3161441
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,1.234905325
1021,1.6908374800000001
1022,2.6056267600000003
1023,0.0
1024,1.3161441
1025,1.21456474
1026,1.234905325
1027,1.28142898
1028,0.0
1029,2.5053235250000006
1030,1.21456474
1031,2.1844874
1032,1.7949399
1033,1.234905325
1034,1.2318444666666668
1035,1.47023712
1036,0.0
1037,0.0
1038,2.0230557599999996
1039,1.234905325
1040,0.0
1041,1.2349053499999998
1042,0.0
1043,0.0
1044,2.0972838499999997
1045,2.20738025
1046,1.234905325
1047,1.7591860000000001
1048,0.0
1049,0.0
1050,1.47023712
1051,0.0
1052,1.2349053499999998
1053,1.4732570249999999
1054,1.234905325
1055,0.0
1056,1.234905325
1057,1.21456474
1058,0.0
1059,2.4456757800000006
1060,1.21643792
1061,1.5544958
1062,0.0
1063,0.0
1064,1.21456474
1065,1.41562565
1066,1.2093617749999999
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,1.7100093333333335
1072,1.64458118
1073,1.2349053499999998
1074,1.755033825
1075,0.0
1076,1.234905325
1077,1.9603743249999999
1078,0.0
1079,1.5544958
1080,1.234905325
1081,1.234905325
1082,0.0
1083,2.5829310750000003
1084,0.0
1085,2.2978847
1086,1.234905325
1087,0.0
1088,2.755651975
1089,0.0
1090,0.0
1091,1.2071839500000001
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,1.2318444666666668
1097,1.234905325
1098,1.785553725
1099,1.433445725
1100,1.21456474
1101,1.2025653333333333
1102,1.99254468
1103,1.234905325
1104,2.1255230999999997
1105,2.0972837999999996
1106,1.234905325
1107,1.39775272
1108,1.5868895200000002
1109,2.4258449
1110,1.960374275
1111,0.0
1112,0.0
1113,1.234905325
1114,1.234905325
1115,1.5544958
1116,1.5544958
1117,1.2440878999999998
1118,0.0
1119,2.0622182
1120,0.0
1121,0.0
1122,1.21643792
1123,0.0
1124,1.21456474
1125,1.234905325
1126,1.7102258
1127,2.610498025
1128,1.2318444666666668
1129,1.234905325
1130,1.5544958
1131,1.234905325
1132,2.2746437750000004
1133,1.2349053499999998
1134,2.2978847
1135,1.5544958
1136,1.4965650000000001
1137,1.4455356499999998
1138,0.0
1139,1.234905325
1140,1.995439925
1141,1.234905325
1142,1.65508348
1143,1.21456474
1144,1.88411492
1145,1.84749682
1146,0.0
1147,1.72771214
1148,1.5544958
1149,0.0
1150,0.0
1151,1.93475884
1152,1.47023712
1153,1.7241844199999998
1154,1.2026458
1155,1.47023712
1156,2.40586695
1157,0.0
1158,2.1255230999999997
1159,0.0
1160,1.234905325
1161,1.5544958
1162,1.2318445
1163,1.234905325
1164,0.0
1165,1.234905325
1166,1.2349053499999998
1167,1.234905325
1168,1.21456474
1169,1.3750709250000002
1170,1.234905325
1171,1.9368156
1172,1.5544958
1173,0.0
1174,1.234905325
1175,0.0
1176,1.234905325
1177,1.607942
1178,2.2978847
1179,1.234905325
1180,1.7737103600000002
1181,0.0
1182,2.2500736750000003
1183,1.6056895400000002
1184,1.2318445
1185,1.2318444666666668
1186,1.4455356499999998
1187,1.4732570249999999
1188,1.21456474
1189,1.2349053499999998
1190,2.2978847
1191,0.0
1192,1.3614664666666665
1193,0.0
1194,0.0
1195,1.234905325
1196,0.0
1197,1.21456474
1198,1.52279404
1199,1.21456474
1200,1.785553725
1201,1.5544958
1202,1.5544958
1203,1.234905325
1204,1.234905325
1205,0.0
1206,0.0
1207,1.52537944
1208,1.52537944
1209,1.52537944
1210,1.52537944
1211,1.21643792
1212,1.2071839500000001
1213,1.2071839500000001
1214,0.0
1215,0.0
1216,1.7048496499999999
1217,1.733694575
1218,1.8134527249999999
1219,0.0
1220,1.21456474
1221,1.234905325
1222,0.0
1223,1.21643792
1224,1.234905325
1225,1.47023712
1226,1.5544958
1227,0.0
1228,1.21456474
1229,1.21456474
1230,1.21456474
1231,1.21456474
1232,1.2349053499999998
1233,1.47023712
1234,2.1255230999999997
1235,0.0
1236,2.39747076
1237,1.234905325
1238,1.5544958
1239,1.785553725
1240,0.0
1241,1.234905325
1242,1.2145647599999998
1243,0.0
1244,1.234905325
1245,0.0
1246,0.0
1247,1.8047503
1248,1.8567550749999997
1249,1.234905325
1250,1.52279404
1251,1.8946793833333333
1252,1.523220925
1253,1.2349053499999998
1254,0.0
1255,1.5544958
1256,0.0
1257,0.0
1258,0.0
1259,2.73804508
1260,1.2164379799999998
1261,0.0
1262,0.0
1263,1.234905325
1264,0.0
1265,2.0972838499999997
1266,1.6550834600000002
1267,0.0
1268,1.234905325
1269,1.7949399
1270,0.0
1271,2.401809575
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,1.21456474
1277,1.21456474
1278,1.52279404
1279,1.52279404
1280,1.21456474
1281,1.74425836
1282,0.0
1283,1.21643792
1284,1.5544958
1285,1.5544958
1286,0.0
1287,0.0
1288,1.5544958
1289,1.234905325
1290,2.61831584
1291,1.9156819
1292,1.234905325
1293,1.234905325
1294,1.7266269
1295,0.0
1296,1.7949400399999997
1297,1.37352798
1298,1.234905325
1299,1.1977864
1300,1.234905325
1301,2.390084925
1302,0.0
1303,1.234905325
1304,1.960374275
1305,2.935790175
1306,2.53426315
1307,1.78555375
1308,2.912697825
1309,1.960374275
1310,1.865311875
1311,1.960374275
1312,1.8302462
1313,0.0
1314,1.2164379799999998
1315,0.0
1316,2.3108381749999998
1317,1.2349053499999998
1318,1.2349053499999998
1319,0.0
1320,1.21643792
1321,2.421262075
1322,0.0
1323,1.234905325
1324,2.6486486
1325,1.234905325
1326,2.79422855
1327,3.022920675
1328,1.5544958
1329,2.2978847
1330,2.876221275
1331,2.7094532
1332,2.1904617833333333
1333,1.78555375
1334,1.7053202166666663
1335,1.6550834399999999
1336,1.18897245
1337,1.5544958
1338,2.43832714
1339,2.64460995
1340,2.87103882
1341,2.7283558
1342,2.43778585
1343,2.2419247400000004
1344,1.7855537
1345,2.8404364500000003
1346,2.9022564499999994
1347,1.6833628750000003
1348,2.5590679799999996
1349,1.5544958
1350,1.234905325
1351,2.0800803599999997
1352,1.21456474
1353,2.62703542
1354,0.0
1355,2.39979066
1356,2.0622182000000002
1357,2.62355904
1358,2.592509825
1359,2.2978847
1360,1.65695666
1361,2.1847403
1362,1.785553725
1363,1.234905325
1364,1.729135425
1365,1.88411492
1366,2.5829310750000003
1367,2.86721462
1368,2.15156166
1369,1.5544958
1370,1.234905325
1371,2.20738025
1372,2.5964672
1373,0.0
1374,0.0
1375,0.0
1376,2.94752344
1377,0.0
1378,0.0
1379,2.0370823199999997
1380,0.0
1381,0.0
1382,1.5544958
1383,1.234905325
1384,2.3670111833333336
1385,0.0
1386,2.520073633333334
1387,1.6604989199999998
1388,2.000373
1389,1.785553725
1390,2.8675401000000003
1391,1.234905325
1392,1.7855537
1393,1.6550834600000002
1394,3.12134115
1395,3.109442525
1396,3.0863295749999997
1397,3.0495398249999996
1398,1.52537944
1399,3.0630998
1400,2.7135271199999997
1401,1.785553725
1402,0.0
1403,1.78555375
1404,1.234905325
1405,1.21456474
1406,1.785553725
1407,2.421262075
1408,1.785553725
1409,2.49278274
1410,3.1101016
1411,2.21147646
1412,3.0978971250000003
1413,1.95195965
1414,1.2318444666666668
1415,0.0
1416,2.0047709400000002
1417,2.6104978250000004
1418,1.97773485
1419,1.6550834600000002
1420,2.84818545
1421,2.7757821999999996
1422,0.0
1423,2.2917750750000003
1424,1.701377766666667
1425,2.2886114749999997
1426,1.5544958
1427,2.19830856
1428,2.841434675
1429,1.234905325
1430,1.21456474
1431,2.4258449
1432,1.9045204399999995
1433,1.234905325
1434,1.5544958
1435,1.47211034
1436,2.4929752499999998
1437,1.5544958
1438,1.234905325
1439,2.1330671600000004
1440,2.01113742
1441,1.88411482
1442,1.234905325
1443,2.0972838499999997
1444,2.69624222
1445,1.6134226249999999
1446,2.06405758
1447,1.6134226249999999
1448,1.234905325
1449,2.811215
1450,2.8152662
1451,1.9063407399999996
1452,1.234905325
1453,0.0
1454,1.8552809799999999
1455,1.7076404
1456,1.47023712
1457,2.9280051999999994
1458,1.785553725
1459,2.0143734749999997
1460,1.9603744499999998
1461,1.97936205
1462,1.7855537
1463,2.84143475
1464,2.7931274200000002
1465,1.8143282199999997
1466,2.0225102
1467,2.12736262
1468,0.0
1469,2.0622182
1470,1.9156819
1471,2.230621175
1472,2.85906854
1473,2.1768691000000002
1474,2.7805493249999995
1475,2.339295
1476,2.63503125
1477,2.4308925799999996
1478,1.2318445
1479,0.0
1480,3.090733425
1481,1.234905325
1482,1.234905325
1483,2.30438562
1484,1.5544958
1485,1.960374275
1486,2.1175051600000003
1487,0.0
1488,1.7940382799999999
1489,1.785553725
1490,2.25653498
1491,1.5544958
1492,2.61871212
1493,1.234905325
1494,0.0
1495,2.9257731
1496,0.0
1497,1.8302462750000001
1498,1.4732570249999999
1499,3.02670955
1500,1.234905325
1501,1.9603743249999999
1502,1.95702444
1503,2.023679175
1504,1.8006744
1505,1.2349053499999998
1506,1.5544958
1507,2.660788675
1508,1.79681312
1509,2.2930193
1510,2.834145925
1511,1.234905325
1512,2.4940465
1513,2.35427186
1514,2.20738025
1515,1.234905325
1516,2.35410865
1517,1.569043
1518,1.5544958
1519,1.4464969666666667
1520,1.234905325
1521,1.5544958
1522,1.21456474
1523,1.2093617749999999
1524,1.234905325
1525,2.8371507400000007
1526,2.20738025
1527,0.0
1528,1.234905325
1529,1.8770540999999998
1530,2.77058025
1531,1.234905325
1532,3.09117395
1533,3.013768725
1534,1.5544958
1535,1.3081572333333333
1536,2.9724517500000003
1537,1.21456474
1538,0.0
1539,1.234905325
1540,1.8302462750000001
1541,1.5544958
1542,2.2872784000000004
1543,2.895459675
1544,1.9360499599999996
1545,1.234905325
1546,1.234905325
1547,0.0
1548,1.1977864
1549,3.110668825
1550,2.246404525
1551,1.1977864
1552,1.2440878999999998
1553,2.6431427750000003
1554,1.21456474
1555,1.2093617749999999
1556,2.36563812
1557,2.63651702
1558,1.1977864
1559,2.255134375
1560,1.7791549
1561,1.21456474
1562,1.234905325
1563,2.4929752499999998
1564,2.34829548
1565,1.785553725
1566,1.2318444666666668
1567,1.5112318
1568,0.0
1569,1.6267496399999999
1570,3.0347150249999997
1571,2.7584344599999997
1572,1.2318445
1573,1.5544958
1574,1.234905325
1575,2.81324718
1576,1.6200082999999998
1577,1.2093617749999999
1578,0.0
1579,2.7493186499999998
1580,2.6751307250000003
1581,0.0
1582,1.5741771833333331
1583,1.2318444666666668
1584,1.234905325
1585,1.785553725
1586,0.0
1587,2.75990484
1588,1.2318444666666668
1589,2.6819862399999996
1590,1.8496387250000002
1591,1.234905325
1592,2.56180874
1593,2.4331158999999998
1594,1.2093617749999999
1595,2.75539575
1596,2.0972838499999997
1597,1.2349053499999998
1598,1.785553725
1599,1.4578030199999998
1600,1.9262531666666665
1601,1.9603743249999999
1602,1.2349053499999998
1603,1.47211034
1604,2.64978056
1605,2.5951778
1606,2.0972837999999996
1607,1.4156256833333334
1608,2.19385074
1609,2.59488816
1610,2.7757821999999996
1611,2.917018675
1612,1.234905325
1613,0.0
1614,1.234905325
1615,1.6134226249999999
1616,2.709453275
1617,1.9603744499999998
1618,2.38661614
1619,2.65705006
1620,2.2746437750000004
1621,2.94715456
1622,1.7791548666666668
1623,1.234905325
1624,1.234905325
1625,1.960374275
1626,2.1780463200000004
1627,2.404292825
1628,1.960374275
1629,2.686387225
1630,2.5829310000000003
1631,0.0
1632,1.78555375
1633,1.234905325
1634,0.0
1635,1.7767413399999998
1636,1.27955576
