,E6N
0,0.005613309800000001
1,0.0
2,0.0
3,0.0
4,0.02232969275
5,0.00112676975
6,0.00023175
7,0.0
8,0.0
9,0.00300182
10,0.00010272500000000002
11,0.002221556
12,0.0003397328
13,0.0
14,0.0
15,0.0023487752500000003
16,0.0
17,0.0
18,0.0
19,0.0035043126
20,0.000767
21,0.0024318104
22,0.000167
23,0.0017240517500000001
24,3.78e-05
25,0.0
26,0.0119436525
27,0.0
28,0.0
29,0.0
30,4.7325e-05
31,0.0033044055000000004
32,0.0
33,2.89e-06
34,0.00520003125
35,0.020330196249999998
36,1.374e-14
37,7.36e-15
38,0.0
39,0.00520869225
40,0.0
41,0.0017882273333333332
42,0.005704005000000001
43,0.000183
44,0.0070358562
45,0.0
46,0.0
47,0.0
48,0.0
49,0.00016575
50,0.00132541575
51,0.0
52,0.0031931548000000004
53,0.013319764999999999
54,0.019956119
55,0.008759276750000001
56,0.00229617547
57,0.0
58,0.00017125
59,0.0
60,0.00486116
61,0.0
62,5.9650000000000005e-06
63,0.0
64,0.0
65,0.004617013
66,0.0
67,0.06876700560000001
68,0.004352885999999999
69,6.840000000000001e-05
70,0.00065909125
71,0.00770759975
72,0.00015512
73,0.001296902
74,0.0
75,0.0
76,0.0
77,0.0038742815
78,0.00222994375
79,0.0
80,0.0
81,0.06387938125
82,0.007321587249999999
83,0.0
84,0.015165280199999997
85,0.0007171664
86,0.0008136144000000002
87,0.002560425
88,0.0036478070000000003
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0004064
95,0.0
96,8.219999999999999e-05
97,1.39115e-06
98,0.0041027955
99,6.552e-05
100,0.00476681325
101,0.0015664099999999999
102,0.0
103,0.00016175
104,0.0
105,0.0
106,0.0
107,8.065000000000002e-06
108,0.0012719547499999999
109,0.0
110,0.0
111,0.0
112,3.17e-05
113,0.0
114,0.0
115,1.585e-06
116,5.04e-05
117,0.000558
118,0.000142
119,0.0
120,0.0
121,0.0
122,4.7325e-05
123,0.0
124,0.0
125,0.010195731250000001
126,0.0
127,0.0029760184999999997
128,0.00011461999999999998
129,0.00037400000000000004
130,0.000557641
131,0.0006363186
132,9.385e-05
133,0.0
134,0.00201051675
135,0.0
136,0.07414619
137,0.00498770225
138,0.0
139,0.0
140,0.00027425
141,8.602500000000001e-06
142,0.0040755324
143,0.0044765236
144,0.0
145,0.000599
146,0.000562
147,0.0
148,0.0035975216000000004
149,0.000610596000066
150,0.0
151,0.03374261
152,0.0009520970000274
153,0.0
154,0.0
155,0.0025633465
156,0.024394874
157,0.00010905000000000001
158,0.0
159,0.012827629000000002
160,0.006703283799999999
161,0.0035974017499999997
162,0.0033114002500000007
163,0.0008767697499999999
164,0.005079429200000001
165,0.00326793275
166,0.004546592
167,0.00043549999999999996
168,0.0005814
169,0.0
170,0.0071938152
171,0.014032282600000001
172,0.0
173,0.010916849
174,2.9800000000000003e-06
175,0.0
176,7.588e-05
177,0.010725494200000001
178,0.00355339175
179,0.00023175
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0006107294
185,0.0
186,0.0007185
187,0.00024099999999999998
188,0.006014094
189,0.0
190,0.023367037
191,0.0
192,0.0
193,0.00016600000000000002
194,0.0001615
195,0.0
196,0.0001625
197,0.0067129488
198,0.010313032199999999
199,0.0082825105
200,0.0
201,0.0
202,0.00224606825
203,0.0
204,0.0
205,0.0
206,0.0018520182500000003
207,0.0
208,0.0
209,0.0023341092
210,0.0
211,0.014939816749999998
212,0.00244488825
213,0.004265041000000001
214,0.0
215,0.0
216,0.0
217,0.0
218,0.011258265249999998
219,8.44e-09
220,0.0
221,1.7125e-05
222,0.0
223,0.0
224,0.0025809565
225,0.000188
226,9.522500000000001e-05
227,0.0
228,0.020637464799999998
229,0.0043440614999999995
230,0.01937918525
231,2.18e-05
232,0.00069775
233,0.004851898000000001
234,0.007663343499999999
235,0.00235274175
236,1.3722e-07
237,0.0
238,0.027505859500000004
239,0.00017625
240,0.0
241,0.0009509535
242,0.0
243,0.0026350985000000004
244,0.002295096
245,0.0
246,0.004305803
247,0.000417
248,4.564000000000001e-06
249,0.006328906
250,0.0003359388
251,0.0
252,0.02462646175
253,0.00011535999999999998
254,0.0
255,0.01267230125
256,0.0
257,1.255e-05
258,0.00011592
259,0.0007994625999999999
260,0.00019399999999999997
261,0.0013519512
262,0.0001912
263,0.0035025156
264,0.007530727500000001
265,0.0
266,0.0068359722
267,0.00681224725
268,0.0002616666666666667
269,0.00482202275
270,0.00207792525
271,0.00354603975
272,6.3416e-05
273,0.0
274,0.0
275,0.0029697645000000003
276,0.00025725
277,1.055e-08
278,0.00036560675
279,0.113105978
280,0.02271889175
281,0.0
282,0.0170620624
283,6.8775e-06
284,0.00098364875
285,0.0
286,0.0037886530000000003
287,0.0009654975
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0029852375
293,0.0
294,0.0005725
295,0.013951436
296,0.0012238402499999998
297,0.0
298,0.0035573847999999996
299,0.0
300,0.0
301,0.0
302,0.0
303,0.00010185
304,0.0
305,0.0058783272
306,0.006721025
307,0.0015302633333333334
308,0.0053012829999999995
309,0.0
310,0.0
311,0.0
312,7.796000000000001e-06
313,2.448e-07
314,0.0
315,0.0002474
316,0.0003095
317,0.1146389436
318,0.0
319,0.0
320,0.0
321,0.0008292499999999999
322,0.0
323,0.0
324,0.0011601082
325,0.006359487800000001
326,0.00036525
327,0.0398416932
328,0.008951651199999999
329,0.0
330,0.0
331,0.00032575
332,0.00024275000000000002
333,0.002197226
334,6.269999999999999e-05
335,9.497500000000002e-05
336,0.0
337,0.0
338,0.0
339,0.0046726432500000005
340,0.00036399999999999996
341,0.0061570685
342,0.001993111
343,0.00297512825
344,0.027231524
345,0.00211639875
346,0.015344754999999998
347,0.0
348,0.0
349,0.0
350,0.0009191465999999999
351,0.0
352,0.0149108375
353,0.00014
354,0.0
355,0.0
356,1.304e-05
357,0.00152215475
358,0.00056125
359,0.00236900025
360,0.01117068825
361,0.0
362,0.0
363,0.00150186675
364,0.0014673870000000001
365,0.0
366,0.003382724
367,0.0
368,0.00100858575
369,0.0
370,0.004011636000000001
371,0.0
372,0.0
373,0.0
374,0.0048174186
375,0.0
376,0.00402154275
377,0.00014560000000000002
378,0.0003798262
379,0.0
380,0.11503494560000001
381,0.0
382,0.0
383,0.0
384,0.15012758333333331
385,0.0008309999999999999
386,0.0
387,0.0
388,0.008259756
389,0.0050992535
390,0.0
391,0.0
392,0.0514409865
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0983163575
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.048257419249999996
419,1.1225e-05
420,0.0
421,0.009912778
422,0.0042833762
423,0.0
424,0.0
425,0.0
426,0.030704819000000005
427,0.057044677999999994
428,0.015469788600000001
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.001658475
446,0.0
447,3.1e-07
448,0.00132650775
449,0.0005217500000000001
450,0.001172566
451,3.19e-05
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0091461206
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0050279485
462,0.000464953
463,0.0
464,0.0
465,0.0
466,0.0
467,0.079473171
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.092454569
474,0.00010233333333333333
475,0.0
476,0.0
477,0.0
478,0.0
479,0.00012615
480,0.0063651574999999995
481,0.00323041925
482,0.0
483,0.0015620179999999999
484,0.0
485,0.0
486,0.00010400000000000001
487,6.065e-05
488,0.0
489,0.0
490,0.006037787
491,0.108036786
492,3.633333333333333e-05
493,0.0024012608
494,0.0
495,9.2865e-07
496,6.35e-05
497,0.0
498,0.0008929667500000001
499,0.0
500,0.0
501,0.0
502,0.00045725000000000003
503,0.01426712325
504,0.00045725000000000003
505,0.00025425
506,5.9325000000000005e-05
507,0.0
508,0.0
509,0.0
510,0.0
511,5.326666666666667e-05
512,0.000147
513,0.0
514,0.0
515,0.0
516,0.0075458765
517,0.0
518,0.0
519,0.00211248
520,0.000254
521,0.0
522,0.0
523,0.00461981
524,0.0
525,0.003258046
526,0.0
527,0.0035251109999999996
528,3.85e-05
529,0.0065623595
530,0.0
531,0.0003162
532,0.0006935000000000001
533,0.02225180325
534,0.0
535,0.0
536,3.25e-07
537,0.0
538,0.000163325
539,1.055e-08
540,0.0
541,0.00016
542,0.0
543,0.050632953800000005
544,0.033161732799999996
545,0.0013727204
546,0.00025707
547,0.0044253752
548,0.00130819418
549,0.0032030864
550,0.0
551,0.000265
552,0.012176691
553,0.00100250175
