,D6N
1442,1.0
1443,5.0
1444,21.8
1445,2.25
1446,5.2
1447,2.25
1448,1.0
1449,21.0
1450,21.25
1451,4.2
1452,1.0
1453,0.0
1454,3.8
1455,2.8
1456,1.8
1457,31.0
1458,3.0
1459,15.5
1460,4.0
1461,19.5
1462,3.0
1463,23.0
1464,30.0
1465,3.4
1466,5.0
1467,6.6
1468,0.0
1469,4.75
1470,3.75
1471,6.25
1472,47.0
1473,7.4
1474,19.25
1475,20.0
1476,13.5
1477,12.6
1478,1.0
1479,0.0
1480,74.5
1481,1.0
1482,1.0
1483,8.2
1484,2.0
1485,4.0
1486,6.0
1487,0.0
1488,3.4
1489,3.0
1490,7.6
1491,2.0
1492,18.2
1493,1.0
1494,0.0
1495,30.75
1496,0.0
1497,3.25
1498,1.75
1499,48.75
1500,1.0
1501,4.0
1502,4.4
1503,4.5
1504,3.8333333333333335
1505,1.0
1506,2.0
1507,14.25
1508,3.4
1509,8.0
1510,22.5
1511,1.0
1512,15.4
1513,9.2
1514,6.0
1515,1.0
1516,7.75
1517,2.0
1518,2.0
1519,1.8333333333333333
1520,1.0
1521,2.0
1522,1.0
1523,1.0
1524,1.0
1525,42.6
1526,6.0
1527,0.0
1528,1.0
1529,4.0
1530,18.75
1531,1.0
1532,74.75
1533,45.5
1534,2.0
1535,1.3333333333333333
1536,37.25
1537,1.0
1538,0.0
1539,1.0
1540,3.25
1541,2.0
1542,7.0
1543,27.5
1544,4.6
1545,1.0
1546,1.0
1547,0.0
1548,1.0
1549,88.5
1550,6.5
1551,1.0
1552,1.0
1553,13.75
1554,1.0
1555,1.0
1556,9.4
1557,19.4
1558,1.0
1559,8.25
1560,3.0
1561,1.0
1562,1.0
1563,10.0
1564,11.2
1565,3.0
1566,1.0
1567,2.0
1568,0.0
1569,2.8
1570,51.0
1571,28.6
1572,1.0
1573,2.0
1574,1.0
1575,36.6
1576,2.5
1577,1.0
1578,0.0
1579,17.75
1580,14.75
1581,0.0
1582,2.3333333333333335
1583,1.0
1584,1.0
1585,3.0
1586,0.0
1587,27.0
1588,1.0
1589,19.6
1590,4.0
1591,1.0
1592,14.6
1593,18.8
1594,1.0
1595,36.5
1596,5.0
1597,1.0
1598,3.0
1599,1.8
1600,4.666666666666667
1601,4.0
1602,1.0
1603,1.8
1604,21.6
1605,16.8
1606,5.0
1607,1.6666666666666667
1608,7.0
1609,15.4
1610,19.0
1611,29.75
1612,1.0
1613,0.0
1614,1.0
1615,2.25
1616,16.0
1617,4.0
1618,9.6
1619,19.6
1620,6.75
1621,78.2
1622,3.0
1623,1.0
1624,1.0
1625,4.0
1626,6.8
1627,8.5
1628,4.0
1629,15.25
1630,12.0
1631,0.0
1632,3.0
1633,1.0
1634,0.0
1635,3.2
1636,1.2
1637,2.0
1638,1.0
1639,3.0
1640,1.2
1641,13.0
1642,1.0
1643,1.6666666666666667
1644,5.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,6.2
1650,2.6666666666666665
1651,1.0
1652,1.0
1653,1.0
1654,8.0
1655,1.0
1656,1.0
1657,1.0
1658,1.0
1659,2.8333333333333335
1660,1.0
1661,0.0
1662,0.0
1663,0.0
1664,7.0
1665,18.25
1666,1.75
1667,4.75
1668,35.2
1669,20.75
1670,19.4
1671,41.333333333333336
1672,28.5
1673,73.75
1674,15.0
1675,18.0
1676,3.0
1677,39.6
1678,7.6
1679,9.0
1680,2.0
1681,2.0
1682,53.5
1683,5.0
1684,9.0
1685,27.0
1686,2.8
1687,15.666666666666666
1688,66.25
1689,1.0
1690,1.25
1691,33.0
1692,5.0
1693,13.2
1694,7.75
1695,13.5
1696,3.0
1697,5.0
1698,4.0
1699,26.0
1700,16.0
1701,7.0
1702,8.25
1703,10.4
1704,7.666666666666667
1705,11.75
1706,6.0
1707,7.333333333333333
1708,7.0
1709,2.0
1710,18.0
1711,21.5
1712,34.25
1713,1.0
1714,33.5
1715,23.0
1716,24.6
1717,4.5
1718,6.25
1719,4.0
1720,4.25
1721,3.0
1722,4.6
1723,55.8
1724,1.0
1725,8.0
1726,5.0
1727,16.5
1728,2.25
1729,27.166666666666668
1730,4.4
1731,13.6
1732,1.0
1733,7.2
1734,2.8
1735,7.0
1736,5.5
1737,7.25
1738,4.0
1739,6.0
1740,9.5
1741,27.0
1742,7.5
1743,7.25
1744,24.5
1745,13.0
1746,2.6
1747,20.0
1748,8.0
1749,32.4
1750,2.3333333333333335
1751,5.0
1752,9.0
1753,2.0
1754,1.0
1755,12.25
1756,10.8
1757,1.0
1758,1.0
1759,1.0
1760,7.0
1761,9.166666666666666
1762,4.0
1763,1.0
1764,6.2
1765,1.8
1766,1.8
1767,0.0
1768,1.0
1769,8.75
1770,2.5
1771,2.6
1772,4.2
1773,4.4
1774,1.75
1775,2.25
1776,1.0
1777,34.0
1778,2.25
1779,2.0
1780,9.25
1781,7.0
1782,2.0
1783,4.0
1784,0.0
1785,7.2
1786,1.0
1787,1.25
1788,2.0
1789,0.0
1790,2.0
1791,2.0
1792,1.0
1793,2.0
1794,1.0
1795,3.2
1796,1.0
1797,1.0
1798,1.0
1799,7.8
1800,1.0
1801,1.0
1802,1.8
1803,1.0
1804,3.0
1805,3.6666666666666665
1806,3.0
1807,1.8
1808,6.75
1809,3.6666666666666665
1810,3.75
1811,4.4
1812,1.0
1813,1.0
1814,1.75
1815,1.75
1816,4.0
1817,3.6
1818,1.0
1819,4.0
1820,0.0
1821,1.0
1822,19.75
1823,1.8
1824,1.0
1825,3.5
1826,2.0
1827,3.4
1828,3.0
1829,3.0
1830,6.0
1831,8.25
1832,1.0
1833,1.0
1834,12.4
1835,2.0
1836,0.0
1837,1.0
1838,2.25
1839,2.0
1840,2.25
1841,1.0
1842,11.75
1843,5.25
1844,6.0
1845,6.0
1846,3.8333333333333335
1847,2.8
1848,1.0
1849,4.25
1850,1.6
1851,3.6
1852,3.4
1853,3.0
1854,1.0
1855,6.8
1856,1.0
1857,5.2
1858,3.0
1859,4.0
1860,1.0
1861,6.2
1862,10.0
1863,1.8
1864,1.0
1865,1.0
1866,1.25
1867,2.0
1868,2.25
1869,2.0
1870,1.0
1871,6.0
1872,1.0
1873,4.0
1874,1.0
1875,1.0
1876,2.0
1877,6.6
1878,1.0
1879,1.4
1880,7.25
1881,1.0
1882,1.8
1883,1.6
1884,1.0
1885,1.0
1886,1.0
1887,1.0
1888,1.0
1889,1.0
1890,1.0
1891,3.0
1892,2.0
1893,1.0
1894,1.0
1895,1.0
1896,1.75
1897,7.0
1898,1.25
1899,1.0
1900,1.0
1901,4.2
1902,1.0
1903,1.0
1904,18.5
1905,1.0
1906,3.6
1907,2.8
1908,1.0
1909,3.0
1910,3.0
1911,6.0
1912,3.6
1913,1.0
1914,2.0
1915,1.0
1916,1.8
1917,0.0
1918,2.0
1919,1.0
1920,1.0
1921,1.0
1922,1.0
1923,2.0
1924,1.0
1925,1.0
1926,1.8
1927,0.0
1928,0.0
1929,0.0
1930,1.0
1931,1.0
1932,2.0
1933,1.0
1934,1.0
1935,5.0
1936,9.6
1937,8.0
1938,1.0
1939,4.4
1940,1.0
1941,5.6
1942,1.0
1943,1.0
1944,2.6
1945,1.0
1946,1.0
1947,1.0
1948,5.5
1949,1.0
1950,1.0
1951,1.0
1952,3.6
1953,1.0
1954,3.0
1955,2.0
1956,1.0
1957,1.0
1958,2.0
1959,1.0
1960,1.0
1961,21.25
1962,1.25
1963,3.0
1964,17.0
1965,1.0
1966,5.0
1967,1.0
1968,3.75
1969,2.0
1970,6.0
1971,3.0
1972,7.75
1973,1.0
1974,2.0
1975,5.2
1976,6.75
1977,1.0
1978,5.25
1979,1.0
1980,1.0
1981,3.0
1982,1.0
1983,2.4
1984,1.0
1985,1.0
1986,2.0
1987,2.0
1988,4.8
1989,1.0
1990,2.0
1991,2.0
1992,2.0
1993,1.0
1994,1.0
1995,4.0
1996,2.0
1997,1.0
1998,1.0
1999,2.0
2000,1.0
2001,1.0
2002,1.0
2003,6.6
2004,1.0
2005,1.2
2006,1.0
2007,1.0
2008,2.8
2009,7.4
2010,4.2
2011,6.4
2012,1.0
2013,1.0
2014,3.8
2015,1.0
2016,1.0
2017,1.0
2018,1.0
2019,0.0
2020,1.0
2021,24.5
2022,1.0
2023,2.8
2024,1.25
2025,2.0
2026,6.2
2027,3.0
2028,2.0
2029,1.0
2030,1.0
2031,0.0
2032,2.0
2033,1.0
2034,1.0
2035,1.0
2036,1.0
2037,1.0
2038,4.0
2039,7.0
2040,6.0
2041,1.0
2042,1.0
2043,4.0
2044,7.25
2045,3.0
2046,2.0
2047,1.0
2048,4.5
2049,1.0
2050,1.0
2051,2.0
2052,1.0
2053,1.0
2054,1.0
2055,11.0
2056,1.0
2057,8.0
2058,1.0
2059,1.8
2060,2.6
2061,3.6
2062,1.0
2063,12.2
2064,5.4
2065,1.0
2066,1.0
2067,6.5
2068,1.0
2069,4.4
2070,4.4
2071,4.4
2072,1.0
2073,3.4
2074,0.0
2075,2.0
2076,7.0
2077,1.8
2078,5.0
2079,4.0
2080,5.0
2081,7.0
2082,1.0
2083,1.0
2084,2.0
2085,1.0
2086,1.0
2087,2.0
2088,1.0
2089,2.0
2090,1.8
2091,5.0
2092,1.0
2093,1.0
2094,1.0
2095,1.0
2096,16.0
2097,3.0
2098,1.0
2099,1.75
2100,1.0
2101,7.0
2102,1.0
2103,1.0
2104,1.0
2105,1.0
2106,1.0
2107,1.0
2108,1.8
2109,1.8
2110,1.0
2111,1.0
2112,1.0
2113,1.0
2114,0.0
2115,0.0
2116,1.0
2117,1.0
