,B3N
0,179.70566666666664
1,0.0
2,0.0
3,0.0
4,662.29569
5,3810.7627666666667
6,0.0
7,0.0
8,0.0
9,7198.259866666667
10,6933.333333333333
11,6972.571766666667
12,3468.6666666666665
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,12975.675333333333
20,0.0
21,19.692791666666665
22,3841.1023666666665
23,78.31249166666667
24,0.0
25,0.0
26,11185.438666666667
27,0.0
28,0.0
29,0.0
30,0.0
31,12016.232166666668
32,0.0
33,0.0
34,4923.246333333333
35,22878.775999999998
36,0.0
37,0.0
38,0.0
39,12645.701333333333
40,0.0
41,10.603440666666666
42,177.0607653333333
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,8.58263
51,0.0
52,178.30051333333336
53,33820.61433333334
54,9449.915333333332
55,16708.761333333332
56,653.84054
57,0.0
58,0.0
59,0.0
60,168.58623333333335
61,0.0
62,3468.6666666666665
63,0.0
64,0.0
65,5435.309466666667
66,0.0
67,48731.55666666667
68,1.8087448
69,0.0
70,178.221
71,3039.898833333333
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,2032.5317000000002
78,7446.4252333333325
79,0.0
80,0.0
81,20243.254666666668
82,2159.5127666666667
83,0.0
84,16129.165333333332
85,0.0
86,0.0
87,1498.2978000000003
88,17477.960666666666
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,439.1259166666667
95,0.0
96,0.0
97,0.0
98,98.12107833333334
99,0.0
100,0.0
101,45.52498033333333
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,343.0660133333334
109,0.0
110,0.0
111,0.0
112,6935.333333333333
113,0.0
114,0.0
115,0.0
116,3468.6666666666665
117,2511.7068999999997
118,3468.6666666666665
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,709.1346666666668
126,0.0
127,6014.353066666667
128,72.79123666666668
129,0.0
130,987.7714766666667
131,441.99344
132,0.0
133,0.0
134,0.0
135,0.0
136,129691.58666666667
137,242.60924666666665
138,0.0
139,0.0
140,6935.333333333333
141,0.0
142,1587.9207999999999
143,3946.2731333333336
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,10456.181166666667
150,0.0
151,15026.855
152,2373.46168
153,0.0
154,0.0
155,3668.6494
156,16465.49266666667
157,3658.4257333333335
158,0.0
159,12937.041333333333
160,12472.469
161,5794.921766666666
162,81.10062333333333
163,7020.536799999999
164,7426.985766666668
165,3468.6666666666665
166,3814.9335000000005
167,0.0
168,3468.6666666666665
169,0.0
170,1392.8290666666664
171,3972.919933333333
172,0.0
173,3759.1958666666665
174,0.0
175,0.0
176,3468.6666666666665
177,20748.896666666667
178,4441.414833333333
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,147.76733
185,0.0
186,414.40505666666667
187,234.24526333333333
188,732.81293
189,0.0
190,3243.1958
191,0.0
192,0.0
193,150.89917666666668
194,0.0
195,0.0
196,0.0
197,99.38772866666666
198,2966.9665333333337
199,28.872123333333334
200,0.0
201,0.0
202,4091.0187
203,0.0
204,0.0
205,0.0
206,18.948536666666666
207,0.0
208,0.0
209,241.21342333333334
210,0.0
211,8352.026
212,33.52828366666666
213,1296.9794666666667
214,0.0
215,0.0
216,0.0
217,0.0
218,3095.7785666666664
219,3468.6666666666665
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,2772.269733333333
229,3468.6666666666665
230,1193.9031666666667
231,0.0
232,3468.6666666666665
233,0.0
234,1107.00818
235,1739.5217
236,0.0
237,0.0
238,38116.15466666666
239,0.0
240,0.0
241,0.0
242,0.0
243,5514.488566666667
244,1220.1866666666665
245,0.0
246,5358.3623333333335
247,317.8403333333333
248,3468.6666666666665
249,9597.945000000002
250,0.0
251,0.0
252,30185.531000000003
253,0.0
