,I3N
0,1.9607805999999997
1,0.0
2,0.0
3,0.0
4,2.3360018666666664
5,1.7858843999999998
6,1.2350467333333335
7,0.0
8,0.0
9,2.2387330333333333
10,1.5547376000000002
11,2.0073147666666666
12,1.5547376000000002
13,0.0
14,1.2350467333333335
15,1.2350467333333335
16,0.0
17,0.0
18,0.0
19,2.7102653333333335
20,1.2350467333333335
21,1.5547376000000002
22,1.7858843999999998
23,1.6330031
24,1.2350467333333335
25,0.0
26,2.3813704999999996
27,0.0
28,0.0
29,0.0
30,1.2350467333333335
31,2.2079036
32,0.0
33,1.2350467333333335
34,2.2984584333333333
35,2.8684551
36,1.2350467333333335
37,1.2350467333333335
38,0.0
39,2.3741767
40,0.0
41,1.5547376000000002
42,1.9607805999999997
43,1.2350467333333335
44,1.2350467333333335
45,0.0
46,0.0
47,0.0
48,1.2422205
49,1.5547376000000002
50,1.5547376000000002
51,0.0
52,2.135218033333333
53,2.6321375333333332
54,2.8466434
55,2.5559744
56,1.845216533333333
57,0.0
58,1.2350467333333335
59,0.0
60,1.7858843999999998
61,0.0
62,1.5547376000000002
63,0.0
64,0.0
65,2.044780333333333
66,0.0
67,2.9203167666666663
68,1.5661203000000001
69,1.2350467333333335
70,1.6330031
71,2.0977524666666665
72,1.2350467333333335
73,1.2350467333333335
74,0.0
75,0.0
76,0.0
77,1.7858843999999998
78,2.2079036
79,0.0
80,0.0
81,2.9200962
82,2.2984584333333333
83,0.0
84,2.6539169333333334
85,1.2350467333333335
86,1.2350467333333335
87,1.5547376000000002
88,2.0977524666666665
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,1.7858843999999998
95,0.0
96,1.2350467333333335
97,1.2350467333333335
98,1.5547376000000002
99,1.2350467333333335
100,1.2350467333333335
101,1.5547376000000002
102,0.0
103,1.2350467333333335
104,1.2350467333333335
105,1.2350467333333335
106,0.0
107,1.2350467333333335
108,1.7858843999999998
109,0.0
110,0.0
111,0.0
112,1.7858843999999998
113,0.0
114,0.0
115,1.2350467333333335
116,1.5547376000000002
117,1.5547376000000002
118,1.5547376000000002
119,0.0
120,0.0
121,1.2350467333333335
122,1.2350467333333335
123,0.0
124,0.0
125,2.135218033333333
126,0.0
127,1.7858843999999998
128,1.5547376000000002
129,1.7858843999999998
130,1.9607805999999997
131,1.9607805999999997
132,1.2350467333333335
133,0.0
134,1.2350467333333335
135,0.0
136,3.069532166666667
137,2.0977524666666665
138,0.0
139,0.0
140,1.7858843999999998
141,1.2350467333333335
142,2.2387330333333333
143,2.044780333333333
144,0.0
145,1.2350467333333335
146,1.2350467333333335
147,0.0
148,1.2350467333333335
149,2.0977524666666665
150,0.0
151,2.8494804
152,1.6330032
153,0.0
154,0.0
155,2.2984584333333333
156,2.7085095999999997
157,1.7858843999999998
158,1.2350467333333335
159,2.6513992
160,2.5559744
161,2.1014072999999995
162,1.6330032
163,2.0073147666666666
164,2.135218033333333
165,1.5547377333333332
166,1.9607805999999997
167,1.2350467333333335
168,1.5547377333333332
169,0.0
170,2.3242559666666662
171,2.2645305666666666
172,0.0
173,2.3960852666666668
174,1.2350467333333335
175,0.0
176,1.5547377333333332
177,2.7102653333333335
178,2.438436166666667
179,1.2350467333333335
180,0.0
181,0.0
182,1.2350467333333335
183,1.2350467333333335
184,1.9607805999999997
185,0.0
186,2.2079036
187,1.7858843999999998
188,1.9607805999999997
189,0.0
190,2.457274066666667
191,0.0
192,0.0
193,1.5547377333333332
194,1.2350467333333335
195,0.0
196,1.2350467333333335
197,2.0073147666666666
198,1.9607805999999997
199,1.8917507
200,0.0
201,1.2350467333333335
202,2.0977524666666665
203,0.0
204,0.0
205,0.0
206,1.5547377333333332
207,0.0
208,0.0
209,1.7858843999999998
210,0.0
211,2.6835768666666664
212,1.5547377333333332
213,2.457274066666667
214,0.0
215,0.0
216,0.0
217,0.0
218,2.3741767
219,1.5547377333333332
220,0.0
221,1.2350467333333335
222,0.0
223,0.0
224,1.2350467333333335
225,1.2350467333333335
226,1.2350467333333335
227,0.0
228,2.6208338666666666
229,1.5547377333333332
230,2.4149231666666666
231,1.2350467333333335
232,1.5547377333333332
233,1.2350467333333335
234,2.2864391333333334
235,2.2984584333333333
236,1.2350467333333335
237,0.0
238,2.8625928333333337
239,1.2350467333333335
240,0.0
241,1.2350467333333335
242,0.0
243,2.2984584333333333
244,2.0977524666666665
245,0.0
246,2.2984584333333333
247,1.9607805999999997
248,1.5547377333333332
249,2.438436166666667
250,1.2350467333333335
251,0.0
252,2.9590457333333333
253,1.2350467333333335
254,0.0
255,2.5416176333333333
256,0.0
257,1.2350467333333335
258,1.2350467333333335
259,1.5547377333333332
260,1.2350467333333335
261,2.2984584333333333
262,1.5547377333333332
263,2.3741767
264,2.438436166666667
265,0.0
266,1.7858843999999998
267,2.2984584333333333
268,1.2350467333333335
269,1.5547377333333332
270,1.2350467333333335
271,1.5547377333333332
272,1.2350467333333335
273,0.0
274,0.0
275,1.2350467333333335
276,1.2350467333333335
277,1.2350467333333335
278,1.3430133666666666
279,2.9438373666666666
280,2.7941381333333335
281,0.0
282,2.6731786
283,1.2350467333333335
284,1.2350467333333335
285,0.0
286,1.9607805999999997
287,1.9607805999999997
288,0.0
289,0.0
290,0.0
291,0.0
292,2.438436166666667
293,0.0
294,1.2350467333333335
295,2.0977524666666665
296,1.2350467333333335
297,0.0
298,2.5370785
299,0.0
300,0.0
301,0.0
302,0.0
303,1.2350467333333335
304,0.0
305,2.5100268
306,1.8009168000000002
307,2.3741767
308,1.5547377333333332
309,0.0
310,0.0
311,1.2350467333333335
312,1.5547377333333332
313,1.2350467333333335
314,0.0
315,1.2350467333333335
316,1.5547377333333332
317,2.904820133333333
318,0.0
319,0.0
320,0.0
321,1.5547377333333332
322,0.0
323,0.0
324,1.6330032
325,2.438436166666667
326,1.2350467333333335
327,2.890810633333333
328,2.3741767
329,0.0
330,0.0
331,1.2350467666666665
332,1.5547377333333332
333,1.5547376000000002
334,1.2350467666666665
335,1.5547376000000002
336,0.0
337,0.0
338,0.0
339,1.9607805999999997
340,1.5547377333333332
341,2.3741767
342,2.0977524666666665
343,1.7858843999999998
344,2.734499766666667
345,1.3430134
346,2.5836659333333336
347,0.0
348,0.0
349,1.2350467666666665
350,1.5547377333333332
351,0.0
352,2.3960852666666668
353,1.2422205
354,0.0
355,0.0
356,1.2350467666666665
357,1.2350467666666665
358,1.2350467666666665
359,1.3430133666666666
360,1.2350467666666665
361,0.0
362,0.0
363,1.2350467666666665
364,1.5661204
365,0.0
366,1.2422205
367,0.0
368,1.5547377333333332
369,1.2350467666666665
370,1.7858843999999998
371,0.0
372,0.0
373,0.0
374,2.7009868333333333
375,0.0
376,2.0977524666666665
377,1.7858843999999998
378,1.6330032
379,0.0
380,2.937864
381,0.0
382,0.0
383,0.0
384,3.0198418000000005
385,1.2350467666666665
386,0.0
387,0.0
388,2.2079036
389,1.9607805999999997
390,0.0
391,0.0
392,2.994068466666667
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,2.9974959333333335
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,2.8946040333333336
419,1.3430134
420,0.0
421,2.2387330333333333
422,1.8917507
423,0.0
424,0.0
425,0.0
426,2.4708660333333334
427,2.6794124
428,2.1724625333333334
429,0.0
