,BC
0,0.0
1,0.0
2,337.595028
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,3165.71576
10,0.0
11,205.34312
12,2309.0265099999997
13,7630.75258
14,3993.7694999999994
15,0.0
16,15040.853
17,9633.2891
18,493.946372
19,1401.0267600000002
20,3571.3920599999997
21,8817.41706
22,5096.7069200000005
23,15799.421400000001
24,7672.832999999999
25,6107.67262
26,2865.5698249999996
27,0.0
28,2462.5177599999997
29,0.0
30,923.12292
31,2164.51414
32,2944.73902
33,3197.4036
34,49.2402
35,1903.88924
36,33461.59619999999
37,10650.30505
38,0.0
39,6094.026400000001
40,13158.1435
41,4864.908399999999
42,0.0
43,3232.7244120000005
44,62491.1762
45,722.42194
46,15074.833799999999
47,668.8520120000001
48,36382.309400000006
49,0.0
50,0.0
51,0.0
52,11739.3786
53,0.0
54,1778.52842
55,0.0
56,7003.6
57,9202.9432
58,0.0
59,0.0
60,0.0
61,0.0
62,5405.68428
63,0.0
64,0.0
65,2927.912375
66,0.0
67,3047.54728
68,10595.6109
69,29362.984600000003
70,18081.88175
71,6342.69114
72,70993.8514
73,16550.241400000003
74,5598.06934
75,869.5956679999999
76,92807.242
77,14235.1386
78,4760.41826
79,16427.947000000004
80,368.022438
81,11187.101
82,7233.4181
83,0.0
84,1129.07342
85,12824.1606
86,0.0
87,0.0
88,0.0
89,674.525584
90,8689.333333333334
91,11056.56752
92,186.249112
93,15520.574600000002
94,612.543424
95,0.0
96,0.0
97,439677.714
98,5457.8156
99,5870.214660000001
100,0.0
101,0.0
102,219.12048
103,28.896136666666667
104,46872.5842
105,2720.6472000000003
106,7182.929399999999
107,0.0
108,0.0
109,2956.124254
110,1073.7619060000002
111,22415.2184
112,102.86703519999999
113,5164.189840000001
114,243452.33399999997
115,0.0
116,0.0
117,44048.1042
118,0.0
119,10571.8564
120,67.899182
121,219.322672
122,11429.207339999999
123,764.8017659999999
124,4578.9125
125,41583.21339999999
126,8130.637639999999
127,853.4848079999999
128,883.341925
129,0.0
130,0.0
131,0.0
132,9080.067
133,668.6646900000001
134,6224.116959999999
135,31995.929000000004
136,69562.91974
137,2353.7605974
138,1685.8377799999998
139,93.568634
140,0.0
141,21500.8266
142,56.652320399999994
143,1025.13324
144,4320.59338
145,0.0
146,678.2893
147,0.0
148,2390.738788
149,450.821198
150,2348.34722
151,630.558192
152,778.846028
153,72.362788
154,8596.072
155,2097.53884
156,2514.189175
157,1472.5870799999998
158,792.523326
159,123.48869199999999
160,0.0
161,1.88404146
162,136319.51400000002
163,314.02068399999996
164,11532.9368
165,25890.0158
166,0.0
167,0.0
168,571.0703220000001
169,2406.86032
170,7076.8815
171,0.0
172,0.0
173,0.0
174,156468.2608
175,0.0
176,0.0
177,8821.6968
178,1641.30542
179,24760.015599999995
180,6750.8178800000005
181,64828.888399999996
182,8841.14864
183,0.0
184,0.0
185,0.0
186,0.0
187,351.46939
188,7992.080559999999
189,0.0
190,0.0
191,0.0
192,0.0
193,6611.990360000001
194,11738.638725
195,0.0
196,0.0
197,0.0
198,7962.347100000001
199,0.0
200,146460.08379999996
201,16853.6432
202,82369.0876
203,396012.132
204,318.367234
205,270.471018
206,3743.6463799999997
207,3088.07302
208,1481.0457599999997
209,19427.506400000002
210,0.0
211,0.0
212,9385.0006
213,664.55662
214,15529.2016
215,187.433294
216,1026.01946
217,5697.25048
218,0.0
219,0.0
220,816.34788
221,84.73600200000001
222,22451.8374
223,1792.5074399999999
224,0.0
225,10746.35924
226,920.3083260000001
227,0.0
228,0.0
229,7049.89926
230,130157.15499999998
231,0.0
232,6686.52984
233,5758.68818
234,0.0
235,10504.629700000001
236,6161.04874
237,29704.994799999997
238,0.0
239,30.2670365
240,954.2212888000001
241,200.307575
242,0.0
243,2002.118
244,105328.24799999999
245,0.0
246,63802.442399999985
247,3179.07182
248,3778.2973500000003
249,0.0
250,8798.8206
251,0.0
252,13419.6834
253,90.432439
254,7442.454519999999
255,3084.50086
256,1560.8490799999997
257,19057.1896
258,3093.870182
259,0.0
260,10080.21672
261,24079.9512
262,0.0
263,0.0
264,0.0
265,1953.2483562000002
266,2994.1008400000005
267,290.11705680000006
268,2722.5616600000003
269,0.0
270,414.99525400000005
271,5798.889259999999
272,0.0
273,3054.7291760000003
274,47769.50499999999
275,43627.45280000001
276,0.0
277,173818.372
278,17659.4928
279,16399.1446
280,97225.7825
281,0.0
282,42780.35919999999
283,0.0
284,14835.758600000001
285,0.0
286,14209.193299999999
287,0.0
288,0.0
289,0.0
290,0.0
291,3342.9937400000003
292,0.0
293,42.81340819999999
294,6053.814848
295,20365.385
296,0.0
297,11747.5048
298,32563.147
299,171719.892
300,741.467198
301,546.8132439999999
302,47656.838
303,278.201766
304,339.185058
305,18597.7068
306,0.0
307,44841.978
308,16402.3188
309,4319.8968
310,2348.9859800000004
311,497.76365999999996
312,107.6956126
313,1246.15424
314,3738.3204400000004
315,20363.9254
316,2330.3815999999997
317,3014.2374
318,0.0
319,0.0
320,0.0
321,28979.9624
322,7553.313099999999
323,5284.5326000000005
324,0.0
325,0.0
326,49.700272999999996
327,162807.65400000004
328,1455624.7
329,7590.21998
330,2211.0054999999998
331,205.91103400000003
332,0.0
333,1162.134468
334,10499.472
335,0.0
336,576.72088
337,4247.500480000001
338,24970.287
339,0.0
340,1072.57508
341,0.0
342,22477.979000000003
343,7827.63316
344,0.0
345,0.0
346,364.42997800000006
347,2530.0703000000003
348,0.0
349,9477.18698
350,1547.9456559999999
351,0.0
352,1858.51154
353,898.0285620000001
354,2106.05
355,0.0
356,1140.9883800000002
357,43917.8318
358,0.0
359,13156.976
360,151844.984
361,1996.4543600000002
362,93185.0948
363,1476.64874
364,255398.144
365,3378.1369399999994
366,5278.9841
367,3745.56092
368,0.0
369,17836.849200000004
370,15532.9604
371,0.0
372,0.0
373,5401.5055
374,0.0
375,0.0
376,0.0
377,0.0
378,40.416802000000004
379,115878.5284
380,151.3436222
381,0.0
382,0.0
383,15395.563679999997
384,0.0
385,6724.62538
386,58.781212200000006
387,0.0
388,239.672858
389,1949.37948
390,172.72418
391,0.0
392,11590.9574
393,14.5142212
394,46318.993
395,1172.409072
396,79.51691919999999
397,0.0
398,0.0
399,4006.3294200000005
400,574.908954
401,0.0
402,1028.0482
403,1717.81348
404,0.0
405,31933.819999999996
406,0.0
407,39486.6094
408,0.0
409,8836.341333333332
410,1943.7309800000003
411,81144.5166
412,5292.10176
413,34423.534999999996
414,46532.866
415,0.0
416,0.0
417,0.0
418,3986.54228
419,0.0
420,0.0
421,0.0
422,7364.712219999999
423,5213.6
424,0.0
425,179.739676
426,0.0
427,21313.6086
428,0.0
429,17553.2412
430,0.0
431,65574.48800000001
432,11615.031599999998
433,0.0
434,0.0
435,15530.546599999998
436,5776.31174
437,2846.987644
