,SC
0,0.0
1,0.0
2,4816916.836
3,1388327.49
4,0.0
5,0.0
6,0.0
7,0.0
8,28.19432352
9,1836719.866
10,50784.618800000004
11,309578.38600000006
12,2997156.3838
13,877263.2119999999
14,330629.05280000006
15,236.41293220000003
16,3605506.032
17,776608.3219999999
18,14579.609959999998
19,1587581.678
20,57119780.0
21,20223598.556
22,15739312.224000001
23,3378029.3880000003
24,4084810.7800000003
25,17590054.2
26,8664.328449999999
27,3006.41225
28,11904672.9
29,29912.881
30,31640.769139999997
31,2996756.794
32,4321767.01
33,1726352.9760000003
34,2012.2542170000002
35,9475117.52
36,16132823.059999999
37,2336.71297
38,277505.6484
39,1650419.092
40,11071884.9
41,7565974.4
42,0.0
43,12586233.02
44,27656622.6
45,53809.0634
46,13761578.719999999
47,132174.51926
48,8396487.2
49,64513.529
50,0.0
51,4.30627624
52,53537.681
53,0.0
54,45052.28228
55,4082.0695
56,89.49683728
57,1607124.6599999997
58,0.0
59,0.0
60,0.0
61,0.0
62,830284.652
63,2148.4167260000004
64,731408.254
65,126691.2155
66,155263.318
67,657974.68132
68,22262174.2
69,15393292.12
70,14826846.5
71,1802568.141
72,40301799.5
73,10897719.6
74,59360561.239999995
75,26203.178399999997
76,1346918.1080000002
77,330287.588
78,801189.556
79,3711501.404
80,195565.71
81,314180.5608
82,1264263.1
83,21620.80266666667
84,167467.51460000002
85,273333.03500000003
86,178801.59875000003
87,1425.8785400000002
88,48575.579
89,1264531.656
90,1181130.7133333334
91,2499279.87
92,204241.201
93,21039689.1
94,660012.008
95,0.0
96,122.85829499999997
97,453160000.0
98,3836468.606
99,1959054.2479999997
100,2390.0785208
101,2548137.412
102,615.470121
103,569258.1599999999
104,29058024.9
105,3338282.32
106,10138.90018
107,6850.764633333333
108,14811.028950000002
109,3625986.6496699997
110,2426946.452
111,4577559.859999999
112,8015.675660000001
113,8364666.08
114,289500000.0
115,0.0
116,188297.41820000001
117,87280000.0
118,133726.8792
119,277809.934
120,1610.82948
121,1424929.8120000002
122,1256536.99
123,1834705.9259999997
124,2815614.6259999997
125,378445.39
126,92579773.8
127,250404.2314
128,1959307.5300000003
129,0.0
130,0.0
131,26280.30475
132,20400000.0
133,141123.81380000003
134,5588946.056
135,20696286.84
136,7786164.6494
137,2520863.90378
138,318307.6954
139,765245.354
140,0.0
141,32948211.2
142,836834.43592
143,828078.99
144,108896.62520000001
145,330657.92799999996
146,849514.8400000001
147,82376.08320000002
148,1535779.9980000001
149,268233.68200000003
150,2586.68969
151,99394.20999999999
152,31282.45266
153,160155.858
154,32200000.0
155,3815337.028
156,156577.2265
157,1724643.428
158,10849.248179999999
159,699.0676425
160,0.0
161,438838.7244
162,71620000.0
163,3127.9173800000003
164,3274085.48
165,1496274.128
166,18808.24698
167,149105.0195
168,211022.8494
169,1073442.44
170,1597870.248
171,48575.5792
172,7307.454739999999
173,756.1038625
174,809600000.0
175,25.579667174999997
176,0.0
177,292985.6318
178,79559.1518
179,11666382.248
180,12763320.58
181,38862013.96
182,2776628.8099999996
183,0.0
184,243643.3222
185,0.0
186,0.0
187,1651374.18554
188,1847897.56
189,18761.4046
190,2445.00463
191,0.0
192,0.0
193,4192386.9060000004
194,11002665.91
195,0.0
196,0.0
197,0.0
198,1452739.626
199,0.0
200,205520000.0
201,100519038.9
202,349420000.0
203,2025600000.0
204,4403.474632800001
205,716.860926
206,50553.4546
207,5813074.5
208,547409.06
209,698598.7794
210,0.0
211,0.0
212,372456.134
213,2613766.68
214,1629623.912
215,318.94875920000004
216,3526483.2480000006
217,78234016.7
218,149791.68400000004
219,0.0
220,45203.57546000001
221,13469.216988
222,295120.1384
223,5354608.79
224,242379.95825
225,2964084.488
226,4599547.115999999
227,23099.04425
228,147531.4696
229,908522.092
230,123720000.0
231,0.0
232,487885.89060000004
233,385889.324
234,0.0
235,9749230.765999999
236,4412579.21
237,91071.22680000002
238,45949.2423
239,10570.2651
240,261286.18400000004
241,725499.915
242,0.0
243,392106.29417999997
244,31905631.9
245,824.227348
246,309760000.0
247,2628248.446
248,1079305.375
249,731408.262
250,3432.3928
251,0.0
252,5182673.0
253,3927139.1560000004
254,5053405.26
255,6617586.75
256,7340125.460000001
257,2023273.7939999998
258,14118116.5
259,372.86098400000003
260,5357307.4
261,13639335.86
262,0.0
263,13954.6388
264,0.0
265,10920.42538
266,1761764.015
267,743642.5008
268,7886238.360000001
269,3189.993616
270,55672.6222
271,37690484.9
272,1452134.0189999999
273,193477.22233999998
274,11540107.6
275,17162451.34
276,0.0
277,10187923.84
278,275701.978
279,62468214.8
280,70200000.0
281,732296.158
282,4424424.4
283,0.0
284,3856758.4
285,256789.0628
286,3093303.092
287,2533.646474
288,0.0
289,67338.539
290,0.0
291,3271659.092
292,486483.57
293,479190.916
294,86951.92659999999
295,16804.5406
296,68993.0632
297,7181872.052000001
298,36231446.625
299,1125700000.0
300,187174.9644
301,1175404.5599999998
302,40436975.8
303,11687.932839999998
304,5150435.396
305,5712902.18
306,681.7995
307,18936082.96
308,8694247.52
309,10684791.3
310,5185562.26
311,109731.72089780001
312,470256.0340000001
313,3209.2607787
314,31067537.5
315,6882074.08
316,414192.75800000003
317,635543.7440000001
318,22237.157400000004
319,0.0
320,2923632.4800000004
321,16828495.0
322,5700804.15
323,1855729.6800000002
324,23404.6066
325,0.0
326,248.72423399999997
327,8013653.82
328,1625600000.0
329,809693.8439999999
330,172360.755863325
331,556.2640108
332,760899.134
333,747599.794
334,9.20723036
335,0.0
336,1415058.7859999998
337,1545987.8120000002
338,4417138.24
339,19614.597120000002
340,16006.781669999997
341,872760.99
342,4119324.532
343,13268871.616
344,894168.5
345,317.08551520000003
346,482550.69812
347,56062.043900000004
348,346904.08075
349,1507963.8320000002
350,1638107.3400000003
351,0.0
352,113022.4858
353,232523.2414
354,180809.29859999998
355,10137.07574
356,798515.1972
357,5047672.28
358,7.611855640000002
359,4415068.748000001
360,466720000.0
361,128933.38299999999
362,178360000.0
363,141339.4928
364,151000000.0
365,173108.8178
366,51056.474200000004
367,6539370.744
368,7.658571540000001
369,13107337.620000001
370,169157.5386
371,332774.7694
372,14811.028950000002
373,1624533.068
374,0.0
375,0.0
376,962680.8
377,48575.583
378,219553.50119999997
379,258008609.3
380,718598.848
381,21620.80266666667
382,15285.243660000002
383,5897039.114800001
384,4.795695220000001
385,30023938.487999998
386,779154.416
387,1.6471709799999998
388,4659842.932
389,2511889.256
390,36872.9499928
391,58744.56933333334
392,1138027.0380000002
393,19481.567320000002
394,34363420.1
395,148055.1636
396,531525.7139999999
397,3944.6889880000003
398,1.5420867
399,4202437.6048
400,54874.287200000006
401,0.0
402,267510.6708000001
403,94661.31746
404,10137.07576
405,2416114.032
406,701.1459880199999
407,56920000.0
408,0.0
409,1163605.0866666667
410,988664.294
