,IC
0,0.0
1,0.0
2,2.3525602
3,1.3169628
4,0.0
5,0.0
6,0.0
7,0.0
8,1.3167178400000001
9,2.4014200600000004
10,1.3167178400000001
11,1.68670666
12,2.3273869199999995
13,2.82730298
14,2.2778033199999994
15,1.3167178400000001
16,2.8906262
17,2.1758116999999997
18,1.68670666
19,1.6135020199999999
20,2.9386373800000003
21,3.0141531200000005
22,2.6617719200000005
23,2.4936114199999997
24,2.3117308199999997
25,2.84047402
26,1.7584066750000003
27,1.3163136249999998
28,2.3124213200000003
29,1.31413165
30,1.9624214800000002
31,2.4573313
32,2.1337626999999997
33,2.63855596
34,1.3909234000000001
35,1.9624214800000002
36,3.29033566
37,1.5937031000000002
38,1.3167178400000001
39,2.1758116999999997
40,2.9909945000000002
41,2.3458894800000003
42,0.0
43,2.54795192
44,3.3497229400000004
45,1.53937514
46,3.22927682
47,1.6135020199999999
48,3.07246126
49,1.3184419666666667
50,0.0
51,1.3167178400000001
52,2.4475896999999995
53,0.0
54,2.3458894800000003
55,1.3163136249999998
56,1.6135020199999999
57,2.48459554
58,0.0
59,0.0
60,0.0
61,0.0
62,1.9624214800000002
63,1.3167178400000001
64,1.3167178400000001
65,1.686291825
66,1.3167178400000001
67,1.85183206
68,2.83816008
69,3.13174892
70,3.03878445
71,2.1393535
72,3.3866599200000005
73,2.8615391199999998
74,2.73038778
75,1.68670666
76,3.3796110600000007
77,2.80773694
78,1.68670666
79,2.71403058
80,2.4565023
81,2.11349414
82,2.1326696800000002
83,1.3184419666666667
84,1.6135020199999999
85,2.0909205999999996
86,1.3169628
87,1.3167178400000001
88,1.3167178400000001
89,1.9070918200000002
90,1.6863581333333333
91,2.9833873399999997
92,1.53937514
93,3.1659095799999997
94,1.9070918200000002
95,0.0
96,1.3167178400000001
97,3.7035775600000003
98,2.5500059
99,2.72801176
100,1.3167178400000001
101,1.3167178400000001
102,1.4443497
103,1.6863581333333333
104,3.33704222
105,2.27826266
106,1.4640493600000002
107,1.3165055
108,1.3163136249999998
109,2.0365556399999996
110,1.77945996
111,2.97116206
112,1.68670666
113,2.8237986
114,3.62783536
115,0.0
116,1.3167178400000001
117,3.10834686
118,1.3167178400000001
119,2.3609788
120,1.5620580333333332
121,1.68670666
122,2.83816008
123,2.4567296999999995
124,2.48459554
125,3.12422778
126,3.0925295000000004
127,2.3853131000000003
128,2.519061125
129,0.0
130,0.0
131,1.318264375
132,2.4903437999999998
133,2.1758116999999997
134,2.8078216
135,2.96663166
136,3.1324898200000004
137,2.2971350399999997
138,2.2783169200000004
139,1.3909234000000001
140,0.0
141,3.1556604800000003
142,1.83990564
143,1.61283498
144,1.9624214800000002
145,1.3167178400000001
146,1.9800354599999999
147,1.3167178400000001
148,2.2349612199999997
149,1.68670666
150,1.9624214800000002
151,1.68670666
152,1.68670666
153,1.8384426400000002
154,2.91710795
155,2.4295133
156,2.4900949249999997
157,2.3124213200000003
158,1.68670666
159,1.53937514
160,0.0
161,2.60873272
162,3.51776554
163,1.68670666
164,2.5540971800000003
165,2.3119619800000004
166,1.68670666
167,1.3163136249999998
168,1.9624214800000002
169,2.9366366
170,1.68670666
171,1.3167178400000001
172,1.3167178400000001
173,1.3163136249999998
174,3.5717487599999997
175,1.318264375
176,0.0
177,1.8520645999999998
178,1.9073942599999998
179,3.12675846
180,2.78059716
181,3.2132749000000005
182,2.87585668
183,0.0
184,1.3167178400000001
185,0.0
186,0.0
187,1.72443274
188,2.1329696
189,1.3167178400000001
190,1.3167178400000001
191,0.0
192,0.0
193,2.72114282
194,2.850203375
195,0.0
196,0.0
197,0.0
198,2.00526358
199,0.0
200,3.5745383200000007
201,3.19172974
202,3.46379126
203,3.69695312
204,1.53937514
205,1.74113388
206,1.6688316800000003
207,2.67775112
208,2.0909828599999996
209,2.24415826
210,0.0
211,0.0
212,1.9624214800000002
213,1.6863581333333333
214,3.28144822
215,1.6135020199999999
216,1.79763738
217,2.84351074
218,1.3167178400000001
219,0.0
220,1.6125011
221,1.53862942
222,2.4755699200000003
223,2.4569307999999994
224,1.3155839999999999
225,2.7482099
226,2.03649334
227,1.318264375
228,1.3167178400000001
229,2.1996535199999996
230,3.5717159799999996
231,0.0
232,2.42966656
233,2.619451
234,0.0
235,2.82691044
236,2.65864616
237,2.75237456
238,1.3167178400000001
239,1.4097197499999998
240,2.24338426
241,1.4078193749999999
242,0.0
243,1.91835142
244,3.3671077000000005
245,1.3167178400000001
246,3.4504593
247,2.1758116999999997
248,1.6860424999999999
249,1.3167178400000001
250,1.8526645600000002
251,0.0
252,3.1896402000000004
253,1.6867065
254,3.23658864
255,2.07763994
256,2.49340514
257,3.06142548
258,2.3836245600000003
259,1.3167178400000001
260,2.92416744
261,3.1158932800000003
262,0.0
263,1.3167178400000001
264,0.0
265,2.24343852
266,2.36194074
267,1.85206454
268,2.55413754
269,1.3167178400000001
270,1.68670666
271,2.5931203
272,1.3167178400000001
273,1.8824827599999998
274,3.00070894
275,3.19451914
276,0.0
277,3.6139133799999996
278,2.73079562
279,3.1256785000000002
280,3.4920681250000003
281,1.3167178400000001
282,3.2893694800000004
283,0.0
284,2.82403782
285,1.3167178400000001
286,2.7089068
287,1.3167178400000001
288,0.0
289,1.318264375
290,0.0
291,2.8486469999999997
292,1.3184419666666667
293,1.68670662
294,1.8520644999999998
295,2.59991934
296,1.3167178400000001
297,2.48459554
298,3.1322851000000003
299,3.61194816
300,2.00526358
301,1.6867064200000002
302,3.0956602400000004
303,1.9073942
304,2.0782071600000003
305,2.747272
306,1.3105316999999999
307,3.1354185600000006
308,2.85973784
309,2.1758116999999997
310,1.9624214800000002
311,1.7238588
312,2.1337626999999997
313,1.5393750000000002
314,3.1527813399999998
315,3.06619584
316,1.6867064200000002
317,1.9624214800000002
318,1.90709178
319,0.0
320,1.68670666
321,3.22927682
322,3.0204409
323,2.48459554
324,1.9624214800000002
325,0.0
326,1.6135018200000002
327,3.5945607599999994
328,3.78173096
329,1.9624214800000002
330,1.4788818250000002
331,1.6867064200000002
332,1.3167178400000001
333,1.6867064200000002
334,1.93689334
335,0.0
336,1.9624214800000002
337,2.27826266
338,2.76175594
339,1.6867064200000002
340,1.9079942200000002
341,1.318264375
342,3.19521648
343,2.3341739
344,1.318264375
345,1.3167178400000001
346,1.6135018200000002
347,1.6867064200000002
348,1.3169628
349,3.08497524
350,1.8517232
351,0.0
352,1.7963935
353,1.6867064200000002
354,2.24389786
355,1.3167178400000001
356,1.6867064200000002
357,3.06449382
358,1.3167178400000001
359,2.7904407
360,3.5971518600000003
361,1.6867064200000002
362,3.5166033800000003
363,1.6867064200000002
364,3.63338126
365,1.8527344000000003
366,2.1934880800000003
367,2.2703723200000003
368,1.3167178400000001
369,2.8447913199999997
370,2.56550706
371,1.5393750000000002
372,1.3163136249999998
373,2.5767463800000003
