,N7N
0,0.0
1,0.0
2,0.8571428571428571
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,2.8809523857142856
10,0.0
11,0.0
12,0.0
13,2.1999999999999997
14,0.0
15,0.0
16,1.2068594028571429
17,0.0
18,0.0
19,0.0
20,1.326530657142857
21,2.267857128571429
22,0.7142857428571429
23,0.05714285714285715
24,0.0
25,1.43888894
26,0.0
27,0.0
28,0.35714287142857143
29,0.0
30,0.0
31,1.4285714285714286
32,0.14285714285714285
33,1.2
34,0.0
35,0.5714285714285714
36,5.458761571428572
37,0.0
38,0.0
39,0.0
40,0.8179894000000001
41,0.5714285857142857
42,0.0
43,1.0833333428571428
44,0.9098870428571428
45,0.0
46,9.665689642857144
47,0.0
48,1.9882117714285712
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,2.107142857142857
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,1.0
68,3.068197242857143
69,3.1681612285714285
70,1.4666666250000002
71,1.1428571428571428
72,1.055722957142857
73,0.10884354428571429
74,1.0476190571428572
75,0.0
76,1.2683749857142856
77,1.4977891
78,0.0
79,0.0
80,2.1785714142857144
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,3.23777774
94,0.0
95,0.0
96,0.0
97,11.711164528571429
98,1.9428571714285714
99,0.22619047714285714
100,0.0
101,0.0
102,0.0
103,0.0
104,1.5713504285714284
105,0.916666675
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,2.4472428142857146
112,0.0
113,1.2817460799999998
114,7.651348871428572
115,0.0
116,0.0
117,1.6645604499999997
118,0.0
119,0.0
120,0.0
121,0.0
122,2.6088435857142858
123,0.0
124,1.6119047428571431
125,0.0
126,1.3426335285714284
127,0.3428571428571429
128,1.3333334
129,0.0
130,0.0
131,0.0
132,0.0
133,1.1111111666666666
134,1.0285714714285714
135,3.875
136,1.4832256766666667
137,0.3333333333333333
138,0.0
139,0.0
140,0.0
141,0.31428571428571433
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.9761904857142858
149,0.0
150,2.0
151,0.0
152,0.0
153,1.1428571428571428
154,0.0
155,0.0
156,0.0
157,0.5000000166666666
158,0.0
159,0.0
160,0.0
161,5.433333366666667
162,1.2655749285714284
163,0.0
164,0.19999999999999998
165,0.0
166,0.2857142857142857
167,0.0
168,0.0
169,2.4201226399999998
170,0.0
171,0.0
172,0.0
173,0.0
174,3.191462666666667
175,0.0
176,0.0
177,0.0
178,0.0
179,1.328982957142857
180,0.11734694285714285
181,1.868006842857143
182,0.26836735714285714
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,1.6883666571428573
201,0.5681010942857142
202,0.4695620542857144
203,4.721166500000001
204,0.0
205,0.0
206,0.0
207,0.9600000000000002
208,0.8333333285714285
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,2.091548114285714
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.4642857428571428
224,0.0
225,0.7412698666666665
226,0.0
227,0.0
228,0.0
229,0.0
230,2.4407881571428574
231,0.0
232,1.1309523857142858
233,0.0
234,0.0
235,1.2190476749999999
236,4.499999942857143
237,0.0
238,0.0
239,0.0
240,2.9999999857142856
241,0.0
242,0.0
243,0.0
244,1.0596065228571427
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,5.6706071428571425
253,0.0
254,7.147111871428571
255,0.0
256,0.75
257,0.0
258,0.0
259,0.0
260,5.105519428571427
261,1.5944277571428571
262,0.0
263,0.0
264,0.0
265,2.976190471428571
266,0.0
267,0.0
268,1.2047618857142857
269,0.0
270,0.0
271,0.17619047714285713
272,0.0
273,0.0
274,2.7788600142857143
275,3.2339922285714287
276,0.0
277,10.416118599999999
278,0.3306122528571428
279,1.9608391857142855
280,0.25347826
281,0.0
282,3.2089148428571432
283,0.0
284,0.0
285,0.0
286,0.19897958999999998
287,0.0
288,0.0
289,0.0
290,0.0
291,4.3036848
292,0.0
293,0.0
294,0.0
295,1.197619057142857
296,0.0
297,0.0
298,0.6666667
299,2.0155736600000003
300,0.0
301,0.0
302,0.7365440171428572
303,0.0
304,0.0
305,0.45170069714285704
306,0.0
307,1.6183506857142855
308,0.3666666728571428
309,0.6666667
310,0.0
311,0.0
312,2.5714285714285716
313,0.0
314,6.719905160000001
315,0.513333344
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,5.215243428571427
322,3.1675634571428573
323,0.0
324,3.0
325,0.0
326,0.0
327,6.021015666666667
328,19.005404285714285
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,1.3057823285714285
339,1.4285714285714286
340,0.0
341,0.0
342,3.9905633857142857
343,0.9047619142857143
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,1.921768714285714
350,0.0
351,0.0
352,0.0
353,0.0
354,2.238095242857143
355,0.0
356,0.0
357,3.8666666571428574
358,0.0
359,0.45034012285714287
360,1.2360959400000002
361,0.0
362,6.063714014285714
363,0.0
364,3.6375474999999997
365,0.0
366,2.7857142857142856
367,0.0
368,0.0
369,0.0
370,0.0
371,1.0
372,0.0
373,0.2714285714285714
374,0.0
375,0.0
376,0.0
377,0.0
378,0.8571428571428571
379,2.0870305
380,0.0
381,0.0
382,0.0
383,0.41666665
384,0.0
385,0.0
386,2.476190485714286
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.9047619142857144
393,0.0
394,1.9069263628571427
395,0.0
396,0.0
397,0.0
398,0.0
399,0.1666666685714286
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,4.942070185714286
406,0.0
407,13.3711756
408,0.0
409,0.0
410,0.0
411,4.041854642857143
412,0.0
413,9.637452999999997
414,4.0
415,0.0
416,0.0
417,4.771428571428571
418,1.15272109
419,0.0
420,0.0
421,0.0
422,0.15238095428571427
423,0.0
424,0.0
425,2.0
426,0.0
427,0.4700640685714285
428,0.0
429,3.7020450000000005
430,0.0
431,1.5264410085714286
432,1.985033985714286
433,0.0
434,0.0
435,0.0
436,3.1026643999999997
437,0.0
438,0.0
439,0.0
440,4.0
441,0.0
442,0.0
443,0.0
444,0.0
445,1.8857142714285715
446,3.446882042857143
447,3.1825947857142856
448,0.0
449,0.42857142857142855
450,0.0
451,0.0
452,1.5
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.6523809571428572
461,0.0
