,L7N
0,0.0
1,0.0
2,0.42857142857142855
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,2.1619047714285715
10,0.0
11,0.0
12,0.0
13,1.5442176571428572
14,0.0
15,0.0
16,0.9623273714285715
17,0.0
18,0.0
19,0.0
20,1.1201814285714284
21,1.5699856
22,0.5428571428571428
23,0.04761904857142857
24,0.0
25,1.0399999999999998
26,0.0
27,0.0
28,0.2714285714285714
29,0.0
30,0.0
31,0.8809523857142858
32,0.09523809999999999
33,0.6
34,0.0
35,0.38095239999999997
36,2.577694242857144
37,0.0
38,0.0
39,0.0
40,0.72727275
41,0.4047619142857143
42,0.0
43,0.8142857142857143
44,0.46222945
45,0.0
46,6.7667146
47,0.0
48,0.7457304671428572
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,1.4761904857142858
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.5
68,2.5515873142857144
69,2.1823954142857143
70,0.9621212125
71,0.7857142857142857
72,0.4938775557142856
73,0.08571428571428573
74,0.8761904957142856
75,0.0
76,0.40311355714285707
77,0.6923520985714287
78,0.0
79,0.0
80,1.6333333142857143
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,2.75
94,0.0
95,0.0
96,0.0
97,1.7924369714285715
98,1.1326530571428572
99,0.19319728
100,0.0
101,0.0
102,0.0
103,0.0
104,0.9295918357142857
105,0.625000025
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,1.4142857142857144
112,0.0
113,1.1142857142857143
114,1.9187017857142856
115,0.0
116,0.0
117,0.5476190649999999
118,0.0
119,0.0
120,0.0
121,0.0
122,1.568254
123,0.0
124,1.1333333428571428
125,0.0
126,1.2285714285714284
127,0.2857143
128,1.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.8333333333333334
134,0.7244898014285714
135,0.873015885
136,0.4688311733333334
137,0.2333333333333333
138,0.0
139,0.0
140,0.0
141,0.2877122857142857
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.6285714428571428
149,0.0
150,1.3333334
151,0.0
152,0.0
153,0.6190476285714286
154,0.0
155,0.0
156,0.0
157,0.3833333333333333
158,0.0
159,0.0
160,0.0
161,4.390872916666666
162,0.5950010142857142
163,0.0
164,0.16190476285714286
165,0.0
166,0.14285714285714285
167,0.0
168,0.0
169,1.8533333199999997
170,0.0
171,0.0
172,0.0
173,0.0
174,0.8108108
175,0.0
176,0.0
177,0.0
178,0.0
179,0.44109977999999994
180,0.10317460285714286
181,0.6767018914285714
182,0.23629148714285714
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.6566626685714285
201,0.4538085185714285
202,0.24647517142857148
203,0.9133828085714287
204,0.0
205,0.0
206,0.0
207,0.8000000399999999
208,0.5000000142857143
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.421059314285714
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.3428571428571429
224,0.0
225,0.43333333333333335
226,0.0
227,0.0
228,0.0
229,0.0
230,1.1236787142857143
231,0.0
232,0.6761904857142856
233,0.0
234,0.0
235,0.8999999999999999
236,3.2346937857142857
237,0.0
238,0.0
239,0.0
240,2.2142857142857144
241,0.0
242,0.0
243,0.0
244,0.7317627099999999
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,3.3249999999999997
253,0.0
254,3.8749323571428573
255,0.0
256,0.6
257,0.0
258,0.0
259,0.0
260,2.9444443999999996
261,0.9628942642857145
262,0.0
263,0.0
264,0.0
265,2.157142857142857
266,0.0
267,0.0
268,0.9931973142857142
269,0.0
270,0.0
271,0.14557823428571431
272,0.0
273,0.0
274,0.9342403857142856
275,1.6921768714285714
276,0.0
277,2.2971428400000002
278,0.2772108914285714
279,1.7987012714285713
280,0.23076923
281,0.0
282,2.5949872714285713
283,0.0
284,0.0
285,0.0
286,0.15
287,0.0
288,0.0
289,0.0
290,0.0
291,3.561904814285714
292,0.0
293,0.0
294,0.0
295,0.44897961428571426
296,0.0
297,0.0
298,0.6
299,0.7028163300000001
300,0.0
301,0.0
302,0.31976912428571425
303,0.0
304,0.0
305,0.3894557914285714
306,0.0
307,0.8563151099999999
308,0.30612246
309,0.5
310,0.0
311,0.0
312,1.5714285714285714
313,0.0
314,5.971765
315,0.378181822
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,3.5503648857142855
322,2.7318682142857145
323,0.0
324,2.0
325,0.0
326,0.0
327,1.215098716666667
328,0.8173090657142857
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,1.1105442385714286
339,0.7142857142857143
340,0.0
341,0.0
342,1.9228991714285715
343,0.6190476428571429
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,1.4785714571428572
350,0.0
351,0.0
352,0.0
353,0.0
354,1.5238095285714286
355,0.0
356,0.0
357,3.476623385714286
358,0.0
359,0.14285714285714285
360,0.490090096
361,0.0
362,2.5533102999999997
363,0.0
364,0.8025865271428572
365,0.0
366,2.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.5
372,0.0
373,0.21904762
374,0.0
375,0.0
376,0.0
377,0.0
378,0.42857142857142855
379,0.8244444571428572
380,0.0
381,0.0
382,0.0
383,0.15
384,0.0
385,0.0
386,1.7857143142857146
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.5714285857142857
393,0.0
394,1.2529375714285715
395,0.0
396,0.0
397,0.0
398,0.0
399,0.13877551428571427
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,1.7487302714285715
406,0.0
407,4.83871
408,0.0
409,0.0
410,0.0
411,0.6210526342857143
412,0.0
413,4.884631485714286
414,0.7469696999999998
415,0.0
416,0.0
417,3.8666667142857145
418,0.6666666999999998
419,0.0
420,0.0
421,0.0
422,0.1292517057142857
423,0.0
424,0.0
425,1.5
426,0.0
427,0.33071691142857146
428,0.0
429,1.9058123714285713
430,0.0
431,0.8002384214285715
432,1.6156462428571428
433,0.0
434,0.0
435,0.0
436,2.560461757142857
437,0.0
438,0.0
439,0.0
440,3.5555556000000004
441,0.0
442,0.0
443,0.0
444,0.0
445,0.7777777785714285
446,1.5696145
447,1.9724194214285717
448,0.0
449,0.2857143
450,0.0
451,0.0
452,1.2
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.565079377142857
461,0.0
462,1.7238095142857142
