,B7N
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,1336.9329809571427
10,0.0
11,492.49327
12,0.0
13,4944.53378
14,6937.090528571427
15,0.0
16,21523.291514285716
17,7771.9746
18,476.7344014285714
19,0.0
20,1379.104697142857
21,9745.461714285715
22,2978.932571428571
23,10696.803857142859
24,6106.300042857144
25,7130.56142
26,0.0
27,0.0
28,4298.806285714286
29,0.0
30,857.70959
31,273.47282
32,962.6617185714285
33,1733.16486
34,0.0
35,2768.5706
36,35576.10342857143
37,0.0
38,0.0
39,4719.406851428571
40,4276.748166666667
41,2594.3672714285713
42,0.0
43,1529.8710457142859
44,48918.89514285714
45,0.0
46,12102.927071428572
47,0.0
48,38473.62699999999
49,0.0
50,0.0
51,0.0
52,7611.510085999999
53,0.0
54,2033.7588057142857
55,0.0
56,4079.4285714285716
57,8026.988260000001
58,0.0
59,0.0
60,0.0
61,0.0
62,6216.604644285713
63,0.0
64,0.0
65,4593.82115
66,0.0
67,0.0
68,7511.946835714286
69,21512.580285714288
70,21871.051724999998
71,138.97134285714284
72,50500.28757142857
73,19311.40071428571
74,6415.799728571428
75,723.4407514285714
76,77910.43057142859
77,13255.962371428572
78,6332.407514285714
79,12705.902971428572
80,516.4638685714286
81,0.0
82,5392.853414285714
83,0.0
84,747.3967333333334
85,9194.051071428572
86,0.0
87,0.0
88,0.0
89,1655.3141085714285
90,7116.0
91,0.0
92,256.29852166666666
93,11795.464
94,598.3474714285715
95,0.0
96,0.0
97,353584.59714285715
98,5415.0359
99,6783.913371428572
100,0.0
101,0.0
102,80.609246
103,134.825
104,44906.944142857144
105,764.0740774999999
106,0.0
107,0.0
108,0.0
109,1303.0837814285715
110,877.24814
111,19380.018000000004
112,73.79987
113,7383.176628571428
114,229766.68142857144
115,0.0
116,0.0
117,46112.054833333335
118,0.0
119,7179.5627
120,0.0
121,0.0
122,11266.7371
123,1311.5283000000002
124,5907.947085714286
125,23316.239428571425
126,9289.173271428572
127,798.963537142857
128,534.3311
129,0.0
130,0.0
131,0.0
132,8233.706
133,635.3870700000001
134,7301.698157142857
135,18823.6415
136,42503.9155
137,1499.3790486666664
138,2173.314505714286
139,0.0
140,0.0
141,17090.861571428573
142,356.67343
143,1375.038825
144,8943.170428571428
145,0.0
146,902.8346799999999
147,0.0
148,2210.801814285714
149,0.0
150,5061.26364
151,581.6163671428573
152,1355.6554600000002
153,75.04851714285714
154,0.0
155,3192.0544600000003
156,0.0
157,1873.203541666667
158,3516.076692857143
159,108.86491285714285
160,0.0
161,5.4684773
162,108216.56557142858
163,412.4961657142857
164,10568.314657142855
165,18475.512285714285
166,107.98250428571428
167,0.0
168,759.853588
169,2240.0236400000003
170,5557.566042857143
171,0.0
172,0.0
173,0.0
174,110173.60666666667
175,0.0
176,0.0
177,4572.40066
178,2239.5619333333334
179,23082.203142857143
180,12224.564285714283
181,58983.89485714286
182,10596.702242857142
183,0.0
184,0.0
185,0.0
186,0.0
187,243.00185714285712
188,1654.2337166666666
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,3839.097133333333
195,0.0
196,0.0
197,0.0
198,4986.532400000001
199,0.0
200,105221.053
201,27349.999285714286
202,102111.58542857142
203,484788.6271428571
204,292.39307799999995
205,368.34802
206,4342.518714285715
207,2313.9161
208,1384.4063834285714
209,12627.704857142857
210,0.0
211,0.0
212,7710.4734
213,0.0
214,12014.088142857143
215,0.0
216,1040.8998000000001
217,5441.5070000000005
218,0.0
219,0.0
220,1048.3076285714285
221,0.0
222,14860.32814285714
223,1683.4567628571428
224,0.0
225,7842.432166666666
226,0.0
227,0.0
228,0.0
229,0.0
230,76322.07510000002
231,0.0
232,2427.7837142857143
233,6155.295395
234,0.0
235,18644.0975
236,8871.895328571429
237,22045.880057142855
238,0.0
239,41.0258325
240,873.2933738571428
241,0.0
242,0.0
243,0.0
244,84321.56185714285
245,0.0
246,0.0
247,4616.736014285714
248,0.0
249,0.0
250,6136.857142857143
251,0.0
252,14332.238
253,204.78064333333336
254,9605.576799999999
255,404.3543751666666
256,641.5546966666667
257,20819.846
258,2403.3171657142852
259,0.0
260,6264.072685714286
261,21561.527428571426
262,0.0
263,0.0
264,0.0
265,366.3775465714286
266,4044.553342857143
267,0.0
268,3636.345828571429
269,0.0
270,429.08896142857145
271,6800.918714285716
272,0.0
273,0.0
274,37433.971999999994
275,18579.109214285712
276,0.0
277,107640.60899999998
278,13576.317285714287
279,17582.8915
280,101163.23
281,0.0
282,22402.373285714286
283,0.0
284,14304.765057142857
285,0.0
286,10454.934342857143
287,0.0
288,0.0
289,0.0
290,0.0
291,202.0159405
292,0.0
293,43.715094
294,0.0
295,23385.053142857145
296,0.0
297,3422.1081925714284
298,14918.840833333334
299,193851.5612
300,979.3802914285715
301,656.3181228571428
302,36124.83985714286
303,678.3032742857142
304,281.68669475
305,13256.619857142856
306,0.0
307,39204.958999999995
308,15864.106142857141
309,6569.905216666666
310,2237.8524157142856
311,0.0
312,0.0
313,4398.4
314,3408.7932
315,13293.2896
316,3530.411028571429
317,1866.7926942857143
318,0.0
319,0.0
320,0.0
321,25082.44814285714
322,7281.938000000001
323,13207.23714285714
324,0.0
325,0.0
326,3014.285714285714
327,123207.66266666666
328,991532.4514285715
329,580.5752857142858
330,0.0
331,0.0
332,0.0
333,556.958094
334,0.8571428571428571
335,0.0
336,1635.8564333333334
337,3686.3006842857144
338,24762.59914285714
339,0.0
340,525.9173800000001
341,0.0
342,23682.715428571428
343,857.3750457142858
344,0.0
345,0.0
346,669.1678975
347,3883.7034714285714
348,0.0
349,2810.830045
350,402.2276014285714
351,0.0
352,2049.827
353,3964.6458142857146
354,799.2003285714285
355,0.0
356,1181.3329285714283
357,26635.857714285714
358,0.0
359,12809.836428571429
360,98867.22880000001
361,2594.55348
362,69023.42014285714
363,2502.3261714285713
364,246657.95857142858
365,4476.665057142857
366,3152.9644857142857
367,1241.9057614285714
368,0.0
369,14309.007
370,5152.948695833333
371,0.0
372,0.0
373,3703.013085714286
374,0.0
375,0.0
376,0.0
377,0.0
378,60.79789999999999
379,66756.59814285715
380,0.0
381,0.0
382,0.0
383,17458.771999999997
384,0.0
385,1767.548317857143
386,252.74887071428566
387,0.0
388,1040.7075842857143
389,5515.695171428572
390,422.66889999999995
391,0.0
392,5540.246757142857
393,24.04558833333333
394,15625.514285714287
395,1458.0838
396,142.32866216666665
397,0.0
398,0.0
399,6798.553
400,420.41778833333336
401,0.0
402,0.0
403,0.0
404,0.0
405,31558.847999999998
406,0.0
407,41433.971999999994
408,0.0
409,7330.666666666667
410,6572.370485714286
411,59452.625
412,5750.514439999999
413,25341.91
414,50903.506
415,0.0
416,0.0
417,110.78173000000001
418,8034.680314285715
419,0.0
420,0.0
421,0.0
