ID,SC,DC,EC,IC,LAC,BC,NC
0,1300000000,4,0.006575257,1.9535972,1.5,186.20514,2
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,13400000000,6,0.02112757,2.1987836,0,471.39847,0
5,45200000,3,0.001226925,1.7799315,0,3784.6755,0
6,1224839.4,1,0.000202,1.2322093,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,302000000,6,0.003169921,2.1987836,0,6855.476,0
10,371574.25,2,0.000111,1.5502322,0,6860,0
11,123000000,4,0.002019075,1.9535972,0,6881.2793,0
12,401451.84,2,0.000116,1.5502322,0,3432,0
13,0,0,0,0,0,0,0
14,1.5434542,1,0,1.2322093,0,0,0
15,184000000,1,0.002475177,1.2322093,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,159000000,16,0.002300631,2.6964884,0,13057.091,0
20,21400000,1,0.000843,1.2322093,0,0,0
21,127000000,2,0.002053222,1.5502322,0,21.152012,0
22,905131.06,3,0.000174,1.7799315,0,3787.8015,0
23,103000000,2,0.001847612,1.5502322,0,12.241706,0
24,47044.836,1,3.96E-05,1.2322093,0,0,0
25,0,0,0,0,0,0,0
26,3120000000,7,0.010182899,2.2885702,0,11105.032,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,87952.22,1,5.41E-05,1.2322093,0,0,0
31,354000000,6,0.003432505,2.1987836,0,11969.26,0
32,0,0,0,0,0,0,0
33,298.5465,1,3.14E-06,1.2322093,0,0,0
34,899000000,7,0.005468964,2.2885702,1.1428572,4873.115,1.7333333
35,14400000000,25,0.02188991,2.8530133,2.32,24461.105,4.688889
36,1.5386987,1,0,1.2322093,0,0,0
37,1.5440474,1,0,1.2322093,0,0,0
38,0,0,0,0,0,0,0
39,933000000,8,0.005572098,2.363623,0.25,12668.739,0.2857143
40,0,0,0,0,0,0,0
41,94400000,2,0.00177274,1.5502322,0,11.586743,0
42,1040000000,4,0.005871581,1.9535972,0.5,206.2268,0.6666667
43,1262800.8,1,0.000205,1.2322093,0,0,0
44,351000000,1,0.003418984,1.2322093,0,0,0
45,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
49,887424.5,2,0.000172,1.5502322,1,0,2
50,85700000,2,0.001688629,1.5502322,0,8.752392,0
51,0,0,0,0,0,0,0
52,159000000,5,0.002303231,2.0895245,1.6,144.83563,2
53,5800000000,13,0.013898042,2.6079578,0.9230769,34185.633,2.1595237
54,16900000000,24,0.023728972,2.8405402,0.9166667,10526.884,1.4359299
