ID,SC,DC,EC,IC,LAC,BC,NC
769,1.17E+12,71,0.19712114,3.0678146,16.704226,39045.44,37.906796
1411,1.06E+12,87,0.1877233,3.0917714,8.965517,102865.82,24.654999
1396,1.00E+12,88,0.1825979,3.0929928,7.159091,91529.805,23.398182
1397,8.96E+11,73,0.17262578,3.0713694,7.917808,53855.793,18.216923
1400,8.62E+11,57,0.16938765,3.0366366,14.561403,45726.03,25.117361
1672,7.72E+11,53,0.16032842,3.024921,14.716981,18006.457,25.752928
1674,7.64E+11,73,0.15946037,3.0713694,5.9452057,62884.47,13.107066
924,7.19E+11,68,0.15472552,3.0621624,8.205882,90851.01,17.165092
1724,7.14E+11,62,0.1541168,3.0493019,9.225806,38628.523,19.15368
1533,6.34E+11,75,0.14520147,3.0747085,7.0933332,78478.766,22.110807
1395,6.27E+11,98,0.1443945,3.1038663,3,159974,12.546427
1413,6.24E+11,79,0.14412096,3.0809255,3.6962025,80152.62,10.009966
1689,6.21E+11,66,0.14374113,3.0580974,5.3030305,46177.457,11.192834
1481,6.06E+11,75,0.14196487,3.0747085,5.7066665,76015.28,17.148346
385,6.01E+11,42,0.14144892,2.9822342,15.047619,7932.1,19.50711
1715,5.81E+11,45,0.13903022,2.9957747,11.2,12181.334,16.020098
1669,5.65E+11,41,0.13708562,2.9773302,11.609756,9495.564,15.962884
1683,5.26E+11,54,0.13228546,3.0279884,5.5185184,30229.87,9.299388
1576,5.21E+11,42,0.13161382,2.9822342,10.619047,18029.07,14.567632
1398,4.52E+11,56,0.12264551,3.0338454,5.428571,35705.24,11.48641
1692,3.81E+11,31,0.11255999,2.9128559,8.580646,2445.2756,9.726621
1260,3.54E+11,36,0.10851485,2.9490778,6.9444447,16864.916,7.9302945
1473,3.50E+11,54,0.10785073,3.0279884,6.851852,46499.67,14.665235
1622,3.39E+11,92,0.10619462,3.0976179,3.3695652,216582.7,16.001097
1716,3.37E+11,34,0.1058354,2.935758,7.1764708,13486.337,9.105509
723,3.34E+11,31,0.10550146,2.9128559,4.2580647,10617.266,4.508652
1572,3.33E+11,31,0.10519417,2.9128559,7.612903,13514.089,8.472925
401,3.16E+11,41,0.10248025,2.9773302,4.243902,31769.682,5.72173
1309,3.07E+11,27,0.1009969,2.8755226,8.740741,22351.033,9.221001
1550,3.06E+11,89,0.1009127,3.0941832,2.2696629,177868.34,10.706161
1534,3.03E+11,46,0.10037187,2.9999018,3.4347825,25256.102,4.9555554
280,3.01E+11,30,0.1001069,2.9043071,9.333333,6729.1187,10.220396
1778,2.96E+11,34,0.09928449,2.935758,6,3490.9792,7.4732018
492,2.94E+11,30,0.09886242,2.9043071,9.666667,13601.095,10.963796
