geneID,id,essential
AICDA,3904,0
RAB35,3905,1
PHC1,3906,0
COX6A1,3907,1
RFX4,3908,1
RIC8B,3909,0
SRSF9,3910,1
FGFR1OP2,3911,1
KLRB1,3912,0
COL12A1,3913,1
BTN3A3,3914,1
TDP2,3915,1
FRK,3916,1
DSE,3917,0
RWDD1,3918,0
RSPH4A,3919,0
MAK,3920,1
TMEM14C,3921,0
PAK1IP1,3922,1
GCNT2,3923,0
SMIM8,3924,0
NEDD9,3925,1
CEP85L,3926,0
ADTRP,3927,0
ASF1A,3928,0
MCM9,3929,1
FAM184A,3930,0
RNGTT,3931,1
MAN1A1,3932,0
GABRR2,3933,0
SERINC1,3934,1
HDDC2,3935,0
TPD52L1,3936,1
HINT3,3937,1
NCOA7,3938,0
RIPOR2,3939,1
SASH1,3940,0
UST,3941,1
LY6G5C,3942,0
ULBP1,3943,0
FBXO5,3944,1
MTRF1L,3945,1
PPARD,3946,0
OPRM1,3947,0
FANCE,3948,1
TULP1,3949,1
SLC26A8,3950,1
MAPK14,3951,1
RHAG,3952,1
KCTD20,3953,0
STK38,3954,1
SRSF3,3955,1
SOD2,3956,1
MRPL18,3957,1
IL17A,3958,0
IL17F,3959,0
MCM3,3960,1
RNF8,3961,1
PHACTR1,3962,0
MDGA1,3963,0
CILK1,3964,1
FBXO9,3965,1
CD83,3966,0
MDN1,3967,1
GLP1R,3968,0
SAYSD1,3969,0
BMP5,3970,0
BACH2,3971,1
RBM24,3972,0
CAP2,3973,0
TREML2,3974,0
ZNF451,3975,0
BAG2,3976,0
RAB23,3977,0
TSPO2,3978,0
FHL5,3979,0
GPR63,3980,0
KHDRBS2,3981,0
FBXL4,3982,0
CCNC,3983,1
PRDM13,3984,0
E2F3,3985,1
PTP4A1,3986,1
SIM1,3987,0
ASCC3,3988,1
HDGFL1,3989,0
BVES,3990,0
COL9A1,3991,1
MED23,3992,1
WASF1,3993,0
GPLD1,3994,0
ALDH5A1,3995,0
CRYBG1,3996,0
VNN1,3997,1
VNN2,3998,0
ACOT13,3999,0
SMAP1,4000,0
RPS12,4001,1
C6orf62,4002,0
B3GAT2,4003,0
GMNN,4004,1
EYA4,4005,1
SOBP,4006,0
NR2E1,4007,1
SNX3,4008,0
SLC17A2,4009,0
HBS1L,4010,1
TRIM38,4011,0
PEX7,4012,1
ZBTB24,4013,0
FIG4,4014,0
PERP,4015,0
ARFGEF3,4016,0
SLC16A10,4017,0
HECA,4018,0
ADGRG6,4019,0
PHACTR2,4020,0
EPM2A,4021,0
OR14J1,4022,0
OR5V1,4023,1
OR12D3,4024,0
SLC39A7,4025,1
HSD17B8,4026,0
CCR6,4027,0
TAPBP,4028,0
UNC93A,4029,0
SLC22A2,4030,0
PHF1,4031,0
CUTA,4032,0
PACRG,4033,0
QKI,4034,1
C6orf118,4035,0
PDE10A,4036,0
MDFI,4037,0
TFEB,4038,1
SMOC2,4039,0
CCND3,4040,1
BYSL,4041,1
FAM120B,4042,0
TBP,4043,1
GUCA1B,4044,1
PRPH2,4045,0
BICRAL,4046,0
PPP2R5D,4047,1
MRPL2,4048,1
PTK7,4049,0
SRF,4050,1
CUL9,4051,1
DNPH1,4052,0
DUSP22,4053,1
EXOC2,4054,1
COX7A2,4055,0
TMEM30A,4056,1
GMDS,4057,0
SENP6,4058,1
IMPG1,4059,0
VEGFA,4060,1
PRPF4B,4061,1
TTK,4062,1
SLC29A1,4063,0
CCN6,4064,0
BTN2A1,4065,0
LAMA4,4066,0
TENT5A,4067,0
CLIC5,4068,0
FBRSL1,4069,0
ENPP5,4070,1
LY86,4071,0
PRSS16,4072,0
MEP1A,4073,0
TBX18,4074,0
ERBIN,4075,1
PCDHB2,4076,0
HARS2,4077,1
NUDT12,4078,0
CEP72,4079,0
MAN2A1,4080,0
SEMA5A,4081,0
C7,4082,1
TENT4A,4083,0
GHR,4084,0
HMGCS1,4085,1
DAP,4086,0
NME5,4087,1
BRD8,4088,1
KIF20A,4089,1
NNT,4090,1
MRPS30,4091,1
HSPA9,4092,1
MRPS27,4093,1
PFDN1,4094,1
HBEGF,4095,0
SLC4A9,4096,1
LOX,4097,0
GZMK,4098,0
CDH9,4099,0
APBB3,4100,1
TMCO6,4101,1
SPARC,4102,1
IK,4103,1
HMGCR,4104,1
CERT1,4105,1
FAF2,4106,1
HAND1,4107,0
PCDHB3,4108,0
PCDHB5,4109,0
PCDHB6,4110,0
PCDHB7,4111,0
PDE8B,4112,0
CLK4,4113,1
PCDHB15,4114,0
HAVCR1,4115,0
GRM6,4116,0
ITK,4117,1
RNF130,4118,1
THG1L,4119,1
ARSB,4120,0
CLINT1,4121,1
THBS4,4122,0
CNOT6,4123,1
IL12B,4124,0
BTNL8,4125,0
TTC1,4126,1
MSH3,4127,0
RASGRF2,4128,1
GABRG2,4129,1
CCNG1,4130,1
POLR3G,4131,0
DROSHA,4132,1
CDH6,4133,0
LMNB1,4134,1
ARRDC3,4135,0
GOLPH3,4136,0
SUB1,4137,1
NPR3,4138,0
FAM172A,4139,0
SLC27A6,4140,0
TARS1,4141,1
IRX4,4142,0
LNPEP,4143,0
PDE4D,4144,1
RAD1,4145,1
BRIX1,4146,1
AGXT2,4147,0
PRLR,4148,1
SLC12A7,4149,1
IL4,4150,1
RAD50,4151,1
IL5,4152,0
ST8SIA4,4153,0
GNPDA1,4154,1
PCDH12,4155,0
SKP1,4156,1
NUP155,4157,1
PPP2CA,4158,1
FGF1,4159,1
NR3C1,4160,1
KCT2,4161,1
PPWD1,4162,1
LIFR,4163,0
TRIM23,4164,0
TRAPPC13,4165,1
C9,4166,0
SEC24A,4167,0
TXNDC15,4168,0
TTC33,4169,1
RARS1,4170,1
WWC1,4171,1
MACROH2A1,4172,1
TCERG1,4173,1
DPYSL3,4174,0
SMAD5,4175,1
CSNK1A1,4176,1
HMGXB3,4177,1
ERGIC1,4178,0
PDGFRB,4179,1
CDX1,4180,0
ATP6V0E1,4181,1
BNIP1,4182,1
STC2,4183,1
CPEB4,4184,0
HRH2,4185,0
DBN1,4186,0
ZNF346,4187,0
UNC5A,4188,0
EHHADH,4189,0
CNTN3,4190,0
SMC4,4191,1
SELENOK,4192,0
ACTR8,4193,1
TBCCD1,4194,0
TIMMDC1,4195,1
CRBN,4196,0
KNG1,4197,0
HRG,4198,1
BCL6,4199,1
HGD,4200,0
CLDN16,4201,0
ARL6,4202,0
NPHP3,4203,0
CD86,4204,0
AMOTL2,4205,0
NIT2,4206,0
FAM162A,4207,0
OGG1,4208,0
KPNA1,4209,1
PCCB,4210,0
UBE3A,4211,1
ARMC8,4212,1
CEP70,4213,0
RBP2,4214,0
RBP1,4215,0
SLC25A36,4216,0
GRK7,4217,1
RNF7,4218,1
TFDP2,4219,1
XRN1,4220,1
KAT2B,4221,1
BCHE,4222,0
SERPINI2,4223,1
PDCD10,4224,1
LRRC31,4225,0
WNT5A,4226,1
PFKFB4,4227,0
COL7A1,4228,0
FGF12,4229,0
PRKAR2A,4230,0
HES1,4231,0
USP4,4232,0
ACAP2,4233,0
ECT2,4234,1
GNAT1,4235,0
GNAI2,4236,1
TFG,4237,1
USP9Y,4238,1
HYAL1,4239,0
TUSC2,4240,0
NPRL2,4241,0
RPL24,4242,1
CYB561D2,4243,0
C3orf14,4244,0
FXR1,4245,0
CBLB,4246,0
BBX,4247,0
IFT57,4248,1
GNB4,4249,0
HHLA2,4250,1
IQCG,4251,0
GBE1,4252,1
MORC1,4253,0
UMPS,4254,1
NCBP2,4255,1
SNX4,4256,1
TTMP,4257,0
FRMD4B,4258,0
SLC41A3,4259,0
ROPN1B,4260,0
PLXNA1,4261,0
ATP6V1A,4262,1
ABTB1,4263,0
PODXL2,4264,0
UPK1B,4265,0
CSPG5,4266,1
KLHL18,4267,0
SCAP,4268,1
EFCC1,4269,0
CFAP92,4270,0
NEK11,4271,1
MRPL3,4272,1
PLSCR4,4273,0
HEMK1,4274,1
CISH,4275,0
MAPKAPK3,4276,1
ACVR2B,4277,1
WDR48,4278,1
COMMD2,4279,0
GORASP1,4280,0
PEX5L,4281,0
RRP9,4282,1
ABCC5,4283,0
AADAC,4284,0
ABHD14B,4285,0
EIF1B,4286,1
ARHGEF26,4287,1
KLHL24,4288,0
PLCH1,4289,0
VIPR1,4290,0
DNAH1,4291,0
SSR3,4292,1
ZBTB47,4293,1
TNNC1,4294,0
NKTR,4295,1
CLCN2,4296,0
FOXP1,4297,1
EIF4G1,4298,1
SPCS1,4299,0
NEK4,4300,1
SLC4A3,4301,0
INO80D,4302,1
EEF1B2,4303,0
ADAM23,4304,1
DGUOK,4305,0
MOB1A,4306,0
KANSL3,4307,1
LMAN2L,4308,0
RTKN,4309,0
TTL,4310,0
IL1A,4311,1
CCL20,4312,1
PIKFYVE,4313,1
KCNIP3,4314,1
FAHD2A,4315,0
NCL,4316,1
ACTR1B,4317,0
SLC35F5,4318,0
ZAP70,4319,1
ACTR3,4320,1
STEAP3,4321,0
EPB41L5,4322,0
TFCP2L1,4323,1
SF3B6,4324,1
TP53I3,4325,1
DNAJC27,4326,0
POMC,4327,1
STAM2,4328,0
OTOF,4329,1
GPD2,4330,0
CENPA,4331,1
CYTIP,4332,1
ACVR1,4333,1
TANC1,4334,0
SLC30A3,4335,1
MPV17,4336,0
GTF3C2,4337,1
EIF2B4,4338,1
NRBP1,4339,1
ITGB6,4340,0
FNDC4,4341,0
ITGA4,4342,0
PSMD14,4343,1
SNX17,4344,0
ASB3,4345,0
PPM1G,4346,1
PDE1A,4347,0
REEP6,4348,0
PCSK4,4349,0
GCG,4350,0
APC2,4351,0
IFIH1,4352,0
RPS15,4353,1
GCA,4354,0
INO80B,4355,1
MOGS,4356,1
TTC31,4357,0
NDUFS7,4358,1
PCGF1,4359,0
GRB14,4360,1
CLIP4,4361,0
TLX2,4362,0
SPTBN1,4363,0
AUP1,4364,1
RTN4,4365,0
HTRA2,4366,1
LOXL3,4367,0
DOK1,4368,0
GALNT3,4369,0
POLE4,4370,1
TACR1,4371,0
CCDC88A,4372,0
ACADL,4373,0
EVA1A,4374,1
MRPL19,4375,1
LANCL1,4376,0
WDR75,4377,1
EFEMP1,4378,0
REG1A,4379,1
FANCL,4380,1
FN1,4381,1
STAT1,4382,1
GLS,4383,1
PAPOLG,4384,1
DNAH6,4385,0
PECR,4386,0
UNC50,4387,0
IGFBP2,4388,0
ELMOD3,4389,1
IGFBP5,4390,0
USP34,4391,0
EFHD1,4392,0
KCNJ13,4393,0
CCT4,4394,1
GGCX,4395,0
NEU2,4396,0
EHBP1,4397,0
OTX1,4398,0
TXNDC9,4399,0
COQ10B,4400,0
GNLY,4401,0
SF3B1,4402,1
ST3GAL5,4403,0
CHST10,4404,0
PDCL3,4405,1
MOB4,4406,1
HSPE1,4407,1
KDM3A,4408,0
PLCD4,4409,0
CHMP3,4410,1
ZNF142,4411,0
IL1R2,4412,0
PRKAG3,4413,0
SMYD1,4414,0
IL1R1,4415,0
WNT6,4416,1
IL1RL2,4417,1
IL1RL1,4418,0
IL18R1,4419,0
IL18RAP,4420,0
SLC9A2,4421,0
FHL2,4422,1
MLPH,4423,0
CNPPD1,4424,0
UXS1,4425,1
ABCB6,4426,1
STK16,4427,0
SLC5A7,4428,0
HDLBP,4429,1
PPP1R7,4430,1
PASK,4431,1
STK25,4432,1
TPO,4433,0
PROC,4434,0
ID2,4435,1
TAF1B,4436,1
HPCAL1,4437,0
ODC1,4438,1
BIRC6,4439,1
NOL10,4440,1
PLEKHB2,4441,0
GORASP2,4442,0
STRN,4443,1
CEBPZ,4444,1
PRKD3,4445,1
DCAF17,4446,0
QPCT,4447,0
RAB3GAP1,4448,0
SLC25A12,4449,0
RMDN2,4450,1
DLX2,4451,1
LCT,4452,0
DARS1,4453,1
SRSF7,4454,1
SDC1,4455,0
PLCL1,4456,0
SLC1A4,4457,0
SOS1,4458,1
KYNU,4459,0
WIPF1,4460,0
ORC2,4461,1
COX7A2L,4462,0
PNO1,4463,1
ORC4,4464,1
PLEK,4465,0
RND3,4466,0
ATF2,4467,1
THADA,4468,0
AAK1,4469,1
TRAK2,4470,0
C2orf42,4471,0
TIA1,4472,0
PCYOX1,4473,0
KISS1R,4474,0
EPAS1,4475,1
ARID3A,4476,1
SUMO1,4477,0
CD207,4478,0
GRIN3B,4479,0
VAX2,4480,0
ATP6V1B1,4481,1
NFE2L2,4482,1
MSH6,4483,0
PLEKHA3,4484,0
SPR,4485,1
EPHA4,4486,1
PARD3B,4487,0
FARSB,4488,1
ALMS1,4489,1
BCL9,4490,1
PRRX1,4491,0
DHCR24,4492,0
DNAJC16,4493,0
MARK1,4494,1
TNR,4495,0
MORN1,4496,0
GPX7,4497,0
CACYBP,4498,0
SCP2,4499,0
TPSG1,4500,1
PAPPA2,4501,0
RALGPS2,4502,0
ANGPTL1,4503,0
CEP104,4504,0
FAM20B,4505,0
TCEANC2,4506,0
TMEM59,4507,0
LRRC42,4508,0
WRAP73,4509,1
NPHS2,4510,1
MRPL37,4511,1
ICMT,4512,1
RPL22,4513,1
CHD5,4514,1
QSOX1,4515,1
STXBP3,4516,1
PHF13,4517,0
ERRFI1,4518,0
PARK7,4519,0
ELAPOR1,4520,0
OPRD1,4521,0
AMPD2,4522,0
SRSF4,4523,0
MECR,4524,1
KCNC4,4525,0
EDEM3,4526,0
WDR77,4527,1
ATP5PB,4528,1
RAP1A,4529,0
HDAC1,4530,1
CAPZA1,4531,0
S100PBP,4532,0
RNF19B,4533,0
SCAMP3,4534,1
TRIM62,4535,0
ASH1L,4536,0
DLGAP3,4537,0
SFPQ,4538,1
RHOU,4539,0
GON4L,4540,1
ARHGEF2,4541,0
LAMTOR2,4542,1
MEF2D,4543,0
DOCK7,4544,1
SRM,4545,1
FBXO2,4546,1
FBXO6,4547,1
C1orf21,4548,0
SWT1,4549,0
MAD2L2,4550,1
DNAJC6,4551,1
LEPR,4552,0
IVNS1ABP,4553,1
KIAA2013,4554,0
MFN2,4555,1
PRG4,4556,0
MIIP,4557,0
SMG7,4558,1
NCF2,4559,0
PDC,4560,0
SLC35D1,4561,0
PLA2G4A,4562,0
GADD45A,4563,1
PRAMEF1,4564,0
PRAMEF12,4565,0
WLS,4566,0
PRDM2,4567,0
RGS2,4568,1
RPE65,4569,0
RO60,4570,0
AMPD1,4571,0
UCHL5,4572,1
BCAS2,4573,1
SRSF11,4574,1
CTH,4575,0
AGMAT,4576,1
OLFML3,4577,0
TNNI3K,4578,1
CFHR3,4579,0
PLEKHM2,4580,0
CRYZ,4581,0
PHTF1,4582,1
ZBTB17,4583,1
CD58,4584,0
TFAP2E,4585,0
CD2,4586,0
TTF2,4587,1
NR5A2,4588,1
KIF21B,4589,0
TMEM9,4590,0
ADPRS,4591,1
MAP7D1,4592,1
WARS2,4593,1
HAO2,4594,0
OSCP1,4595,0
MRPS15,4596,1
EXOC8,4597,1
GNPAT,4598,0
TSNAX,4599,0
C1orf109,4600,1
RRAGC,4601,1
NID1,4602,0
LGALS8,4603,0
NT5C1A,4604,0
HPCAL4,4605,0
MTR,4606,1
BMP8B,4607,0
MYCL,4608,0
SIPA1L2,4609,0
ZP4,4610,0
RLF,4611,1
KMO,4612,0
ZNF684,4613,0
KCNQ4,4614,1
RIMS3,4615,0
AKT3,4616,1
ETV3,4617,1
ACADM,4618,0
ST6GALNAC5,4619,1
SLAMF1,4620,0
CD48,4621,0
ADGRL2,4622,0
PADI2,4623,0
SDHB,4624,1
MFAP2,4625,0
RPF1,4626,1
KDM5B,4627,1
UAP1,4628,0
ACTL8,4629,0
CTBS,4630,0
RGS4,4631,0
KLHL12,4632,0
IGSF21,4633,0
SSX2IP,4634,0
ZNHIT6,4635,1
PLA2G2D,4636,0
RBBP5,4637,1
GBP3,4638,0
GBP1,4639,0
KIF17,4640,0
GPR89A,4641,0
CDK18,4642,0
RAB29,4643,1
CD160,4644,1
ECE1,4645,0
HMGCL,4646,0
GALE,4647,1
ID3,4648,1
CR2,4649,0
CD46,4650,0
PRPF3,4651,1
APH1A,4652,0
P3H1,4653,0
SLC2A1,4654,1
EBNA1BP2,4655,1
CDC20,4656,1
MPL,4657,1
ARTN,4658,0
IPO13,4659,1
ATP6V0B,4660,1
B4GALT2,4661,1
ERI3,4662,0
PTCH2,4663,0
AKR1A1,4664,1
PRDX1,4665,1
PIK3R3,4666,0
TSPAN1,4667,0
BLZF1,4668,0
CCDC181,4669,0
SLC19A2,4670,0
FAAH,4671,0
NSUN4,4672,1
TMED5,4673,0
MROH9,4674,0
DR1,4675,1
CNN3,4676,0
PRRC2C,4677,1
F3,4678,1
ABCD3,4679,0
VAMP4,4680,0
DPH5,4681,1
FASLG,4682,1
PTBP2,4683,0
TNFSF4,4684,1
PRDX6,4685,0
DARS2,4686,1
HSD11B1,4687,1
IRF6,4688,0
DIEXF,4689,1
PLPPR5,4690,0
PLPPR4,4691,0
SERPINC1,4692,0
RCAN3,4693,0
SYF2,4694,1
RSRP1,4695,0
SLC35A3,4696,0
RCOR3,4697,0
STMN1,4698,1
MTFR1L,4699,1
MAN1C1,4700,0
NEK2,4701,1
RPS6KA1,4702,1
DHDDS,4703,1
NENF,4704,0
NSL1,4705,1
PROX1,4706,0
ARID1A,4707,1
CENPF,4708,1
RPA2,4709,1
PPP1R8,4710,1
STX12,4711,1
MTARC2,4712,0
SLC5A9,4713,0
OSBPL9,4714,1
TXNDC12,4715,0
ESYT2,4716,0
POLR1G,4717,1
MESD,4718,1
RCN2,4719,0
CHRNB4,4720,1
MUC5B,4721,0
CTSD,4722,0
COLEC11,4723,0
STAG1,4724,1
A4GNT,4725,0
STK11,4726,1
KMT2A,4727,1
TREH,4728,0
IFT46,4729,0
MMP8,4730,0
APOA1,4731,1
ZNF541,4732,0
SLC8A2,4733,0
KPTN,4734,0
RPS25,4735,1
KIF14,4736,1
TNNT2,4737,0
DDX59,4738,1
CAMSAP2,4739,0
ATF6,4740,0
CRYGD,4741,0
MREG,4742,0
TNP1,4743,0
FASTKD2,4744,1
NRP2,4745,1
CREB1,4746,1
KLF7,4747,0
TTR,4748,1
B4GALT6,4749,0
C1orf54,4750,0
CA14,4751,0
CFAP94,4752,1
IRAG2,4753,0
ATP10B,4754,0
SPCS2,4755,1
USP35,4756,1
ELOVL4,4757,0
FILIP1,4758,0
HMGN3,4759,0
UBE3D,4760,1
CNR1,4761,0
SPACA1,4762,0
ANKRD13C,4763,1
SGIP1,4764,0
PHF3,4765,0
ZC2HC1B,4766,0
ADGB,4767,0
PLAGL1,4768,0
FBXO30,4769,0
TNFAIP3,4770,0
AKAP7,4771,0
RAB32,4772,0
MYB,4773,1
ALDH8A1,4774,0
SGK1,4775,1
RNF146,4776,0
ARG1,4777,0
CCN2,4778,1
TCF21,4779,1
PMFBP1,4780,0
FBXL5,4781,1
MED28,4782,1
SLC16A7,4783,0
RXYLT1,4784,1
ZNF430,4785,0
VAMP8,4786,0
DCLRE1B,4787,1
MYL12B,4788,0
FOXO3,4789,0
ARMC2,4790,0
GHRH,4791,0
RPN2,4792,1
TGIF2,4793,1
CASQ2,4794,0
OLFM3,4795,0
PKD2,4796,0
ABCG2,4797,1
SPP1,4798,1
STBD1,4799,0
CCNI,4800,1
RARRES1,4801,0
MFSD1,4802,0
RAB3GAP2,4803,0
EEF2KMT,4804,0
PPL,4805,1
UBN1,4806,1
KLF12,4807,1
UCHL3,4808,1
PCDH17,4809,0
HS1BP3,4810,0
LDAH,4811,0
WDR35,4812,0
CCND2,4813,1
FGF23,4814,1
ELL2,4815,0
DNAH7,4816,0
CYP20A1,4817,0
NDUFB3,4818,0
GTF3C3,4819,1
SATB2,4820,0
UBE2B,4821,1
TRPM6,4822,1
GDA,4823,0
KLF9,4824,0
TJP2,4825,0
ECRG4,4826,0
ITGB1BP1,4827,1
CPSF3,4828,1
PIGZ,4829,0
SENP5,4830,1
CCDC92,4831,0
C1orf198,4832,0
TRIM67,4833,0
HEATR1,4834,1
PTBP3,4835,0
RAD23B,4836,1
FKBP15,4837,0
CTNNAL1,4838,1
ABITRAM,4839,0
DYNC2I2,4840,0
SET,4841,0
PTPA,4842,1
GLE1,4843,1
RAB14,4844,1
CNTRL,4845,0
TRIM32,4846,0
FBXW2,4847,0
PHF19,4848,0
NEK6,4849,1
BSPRY,4850,0
PPP6C,4851,1
NDUFA8,4852,1
HDHD3,4853,0
RBM18,4854,1
SLC46A2,4855,0
HSDL2,4856,1
MAPKAP1,4857,1
NR4A3,4858,1
INVS,4859,0
GALNT12,4860,0
DENND1A,4861,0
ALG2,4862,1
CSF3R,4863,0
KDSR,4864,1
VPS4B,4865,0
ONECUT2,4866,0
C19orf25,4867,1
ZBTB45,4868,1
YLPM1,4869,1
DCAF4,4870,0
PROX2,4871,0
VSX2,4872,0
FCF1,4873,1
PGF,4874,0
IFI27L2,4875,1
BBOF1,4876,0
NEK9,4877,1
ACYP1,4878,0
IFT43,4879,0
NPC2,4880,0
DNAL1,4881,0
IRF2BPL,4882,0
ACOT2,4883,1
LTBP2,4884,1
AREL1,4885,1
MLH3,4886,0
TTLL5,4887,0
FLVCR2,4888,1
ABCD4,4889,1
DLST,4890,1
PPP4R4,4891,1
TGFB3,4892,1
ZC2HC1C,4893,0
SLIRP,4894,1
RBM25,4895,1
ALDH6A1,4896,0
GPR68,4897,0
ESRRB,4898,1
EIF2B2,4899,1
NRDE2,4900,1
COQ6,4901,1
ZNF410,4902,0
RHOQ,4903,0
GPR75,4904,1
SUPT7L,4905,1
KLHL29,4906,0
DNMT3A,4907,1
TMEM214,4908,1
ATAD2B,4909,1
FKBP1B,4910,0
ATL2,4911,1
YPEL5,4912,1
FAM98A,4913,0
YIPF4,4914,0
AFTPH,4915,1
LGALSL,4916,1
CNRIP1,4917,0
BCL11A,4918,1
CRIPT,4919,1
EPCAM,4920,1
SLC17A5,4921,0
OGFRL1,4922,0
SLF2,4923,1
IDE,4924,0
TECTB,4925,0
ELOVL3,4926,1
IFIT3,4927,1
NKX2-3,4928,0
IFIT2,4929,1
GPAM,4930,0
CUTC,4931,1
PPP1R3C,4932,0
PYROXD2,4933,0
CNNM1,4934,0
MXI1,4935,0
SMNDC1,4936,1
PAAT,4937,0
HELLS,4938,1
PRLHR,4939,0
TCTN3,4940,0
DENND10,4941,0
AVPI1,4942,0
WDR11,4943,1
ARMH3,4944,1
KCNIP2,4945,0
CFAP58,4946,0
GOT1,4947,1
CPN1,4948,1
SFRP5,4949,1
GNA13,4950,1
HOXB8,4951,0
KANSL1,4952,1
HOXB5,4953,1
CRHR1,4954,0
HOXB3,4955,0
HOXB1,4956,0
DUSP1,4957,0
PANK3,4958,1
MSX2,4959,0
TEK,4960,1
RCL1,4961,1
CAAP1,4962,0
EQTN,4963,0
MOB3B,4964,0
INSL6,4965,1
INSL4,4966,0
MLANA,4967,0
CD274,4968,0
IFNA6,4969,1
IFNA8,4970,1
GRIA2,4971,0
NUP43,4972,1
MTHFD1L,4973,1
LRP11,4974,0
CCDC170,4975,1
PCMT1,4976,0
PLEKHG1,4977,0
MYCT1,4978,0
TASL,4979,0
MAGEB4,4980,0
CYSTM1,4981,0
WDR55,4982,1
ARAP3,4983,0
PCDHB8,4984,0
PCDHB10,4985,0
PCDHB14,4986,0
PCDHB12,4987,0
SLC25A2,4988,1
TNN,4989,0
MRPS14,4990,1
CENPL,4991,1
TNFSF18,4992,0
SEC16B,4993,0
GORAB,4994,0
GPR31,4995,0
ACAT2,4996,0
TCP1,4997,1
TTLL2,4998,0
SNX19,4999,0
KCNJ5,5000,0
MSANTD2,5001,0
TP53AIP1,5002,0
TEX11,5003,0
ARR3,5004,0
PDZD11,5005,1
SLC10A7,5006,0
NUDCD1,5007,0
ENY2,5008,1
MASTL,5009,1
KIAA1217,5010,0
LYZL1,5011,0
PLXDC2,5012,0
EPC1,5013,0
IQSEC3,5014,0
CCDC77,5015,0
TAF12,5016,1
ENOX1,5017,0
TNFSF11,5018,0
MTRF1,5019,0
SOHLH2,5020,0
DNAJC15,5021,0
PROSER1,5022,0
UFM1,5023,1
WBP4,5024,1
ELF1,5025,0
SMAD9,5026,0
HSPH1,5027,1
KBTBD7,5028,0
ALG5,5029,1
EXOSC8,5030,1
ETF1,5031,1
TGFBI,5032,0
FAM53C,5033,0
SIL1,5034,0
PAIP2,5035,1
MYOT,5036,0
KDM3B,5037,1
EGR1,5038,0
SERP1,5039,0
PLS1,5040,0
ZFP30,5041,0
NR2C1,5042,1
UTP20,5043,1
TMPO,5044,0
ARL1,5045,1
GLT8D2,5046,1
MTERF2,5047,0
SOCS2,5048,1
NFYB,5049,1
WASHC3,5050,0
APAF1,5051,1
DUSP4,5052,1
CLU,5053,1
TNFRSF10B,5054,1
SORBS3,5055,0
PTK2B,5056,1
CHRNA2,5057,0
ADRA1A,5058,0
PPP3CC,5059,1
PDLIM2,5060,0
EPHX2,5061,0
RNF170,5062,0
NPPB,5063,1
UBIAD1,5064,1
TARDBP,5065,1
TNFRSF8,5066,0
PRAMEF2,5067,0
ZNF706,5068,0
LYPLA1,5069,1
CRISPLD1,5070,0
COPS5,5071,1
RDH10,5072,0
EPX,5073,0
AKAP1,5074,0
COIL,5075,0
TRIM25,5076,0
SCPEP1,5077,0
SPOP,5078,1
TBX2,5079,0
SLC35B1,5080,1
TBX4,5081,0
TEX14,5082,0
FAM117A,5083,0
NCAPH,5084,1
LRAT,5085,1
TMEM131L,5086,0
MND1,5087,1
TRIM6,5088,0
ABCC11,5089,0
TENT4B,5090,1
ADCY7,5091,0
CEP89,5092,0
TSHZ3,5093,0
ECHDC2,5094,0
TAS2R8,5095,0
PLBD1,5096,0
TAS2R10,5097,0
PRB2,5098,0
PYROXD1,5099,1
IAPP,5100,0
KCNJ8,5101,0
TAS2R7,5102,0
BCL2L14,5103,0
TAS2R9,5104,0
PSPC1,5105,0
ZNF549,5106,0
A1BG,5107,0
ZSCAN18,5108,0
ZNF211,5109,0
PDZRN3,5110,0
RGSL1,5111,0
LHX4,5112,0
RNF2,5113,0
TRMT1L,5114,0
SEC22A,5115,0
CSTA,5116,0
DPPA4,5117,0
POPDC2,5118,0
B4GALT4,5119,1
NAA50,5120,1
CD80,5121,0
KIF18A,5122,1
GJA8,5123,1
DESI2,5124,0
MAPK8IP1,5125,1
CRY2,5126,1
PEX16,5127,1
DEPDC7,5128,0
CAT,5129,1
PILRB,5130,0
ZMYM2,5131,0
GJB6,5132,0
GJA3,5133,0
TBC1D15,5134,1
ADGRB2,5135,0
HCRTR1,5136,0
ZCCHC17,5137,0
FABP3,5138,1
KHDRBS1,5139,1
TMEM39B,5140,1
CCRL2,5141,1
CCR2,5142,0
POLR3GL,5143,0
GHSR,5144,0
TNFSF10,5145,1
ZNF639,5146,0
SLITRK3,5147,0
PIK3CA,5148,1
PDS5A,5149,1
TMEM156,5150,0
LIAS,5151,1
CPXM2,5152,0
TMEM54,5153,0
ZSCAN20,5154,0
CSMD2,5155,0
HPCA,5156,1
LRIF1,5157,0
TMIGD3,5158,0
CLCC1,5159,1
GPSM2,5160,1
GTDC1,5161,0
CXCR4,5162,0
ZRANB3,5163,0
ACVR2A,5164,1
POLK,5165,1
SV2C,5166,1
FLT3,5167,1
RPL21,5168,1
MTIF3,5169,0
GTF3A,5170,1
RASL11A,5171,1
UBL3,5172,0
FYTTD1,5173,0
MTERF4,5174,1
XPNPEP2,5175,1
SASH3,5176,0
OCRL,5177,0
PAEP,5178,0
OBP2A,5179,1
MRPS2,5180,1
TBX22,5181,0
FMOD,5182,0
MYOG,5183,0
LAX1,5184,0
PLG,5185,1
KIAA1191,5186,0
COPA,5187,1
CD244,5188,0
LY9,5189,0
HS3ST2,5190,1
RBBP6,5191,1
ZC3H7A,5192,0
PRM2,5193,0
SERAC1,5194,0
ANXA11,5195,0
LDB3,5196,1
OPN4,5197,1
