geneID,id,essential
RMND5A,9518,0
CD8A,9519,0
RPIA,9520,1
PTPRD,9521,1
LURAP1L,9522,0
CNKSR3,9523,1
GTF2E1,9524,1
CFDP1,9525,1
TGIF2LX,9526,0
ZDHHC7,9527,0
CIBAR2,9528,1
C7orf31,9529,1
TMPRSS11D,9530,0
JAZF1,9531,0
CMIP,9532,1
SPHKAP,9533,0
KCNJ16,9534,0
PID1,9535,0
TRIP12,9536,0
FBXO36,9537,1
CEBPG,9538,1
KCTD15,9539,0
ZNF599,9540,0
MCOLN2,9541,0
LGI4,9542,0
DDAH1,9543,0
SREK1,9544,1
CHD1,9545,1
ANKFN1,9546,1
DGKE,9547,1
HS2ST1,9548,0
MSI2,9549,1
CACNA2D1,9550,0
ZUP1,9551,1
HS3ST3A1,9552,0
GDPD1,9553,0
NUS1,9554,1
SEMA3D,9555,0
PPP2R5E,9556,1
ASB17,9557,1
GRAP,9558,0
SLC5A10,9559,0
AK5,9560,0
CABYR,9561,0
IMPACT,9562,0
ANKRD29,9563,0
SDHAF4,9564,1
CHST9,9565,0
THY1,9566,0
DNAAF1,9567,0
C16orf74,9568,0
TBCEL,9569,0
JPH3,9570,1
ANKH,9571,1
OTULIN,9572,0
UBASH3B,9573,0
ROBO4,9574,0
ROBO3,9575,0
PANX3,9576,0
TBRG1,9577,0
NRGN,9578,0
RETREG1,9579,0
CDH12,9580,1
GPR15,9581,0
TOMM70,9582,1
ABI3BP,9583,0
ANGPT1,9584,0
PITPNC1,9585,0
CC2D1B,9586,1
CERS3,9587,0
PRKCA,9588,1
LRRK1,9589,1
CEP112,9590,0
GAL3ST2,9591,0
ABCA9,9592,0
ABCA6,9593,0
ABCA10,9594,1
ABCA5,9595,0
ENPP3,9596,1
C4orf19,9597,0
UCHL1,9598,0
MIA3,9599,1
DISP1,9600,0
TNIK,9601,1
FAM167A,9602,0
NEIL2,9603,1
PGM5,9604,0
WNT3A,9605,0
OBSCN,9606,1
LONRF1,9607,0
TRIM11,9608,0
ENAH,9609,0
PPP1R3A,9610,1
CCSAP,9611,0
ASZ1,9612,0
SH3RF1,9613,0
GBP5,9614,0
BUB3,9615,1
GPR26,9616,0
CCDC173,9617,0
MMP21,9618,0
C10orf90,9619,0
DIPK1A,9620,1
ATP5MC3,9621,0
CNTNAP3B,9622,0
MAGED4,9623,1
MAGED4B,9624,1
SRSF12,9625,0
PDLIM3,9626,0
SORBS2,9627,0
ELOC,9628,1
LY96,9629,1
PSMA8,9630,0
TMSB4Y,9631,0
CXADR,9632,1
BTG3,9633,1
EURL,9634,0
CHODL,9635,0
TMPRSS15,9636,0
NCAM2,9637,0
L3MBTL4,9638,0
PDE1C,9639,0
RABGEF1,9640,1
MRPL39,9641,1
JAM2,9642,1
ATP5PF,9643,1
GABPA,9644,1
ADAMTS1,9645,0
ADAMTS5,9646,0
TSEN2,9647,1
SLFN13,9648,0
WNT7A,9649,1
XPC,9650,1
CCDC174,9651,1
FGD5,9652,1
FLCN,9653,1
DPH3,9654,1
OXNAD1,9655,0
PLCL2,9656,1
CXXC1,9657,1
SKA1,9658,1
PPP4R1,9659,1
APCDD1,9660,0
PIEZO2,9661,0
MPPE1,9662,0
USP43,9663,0
RAB6B,9664,0
EME1,9665,1
EPHB1,9666,1
ACSS1,9667,0
ANKRD40,9668,0
ZNF18,9669,0
CA10,9670,0
VOPP1,9671,0
SEPTIN14,9672,1
APOOL,9673,1
DKK2,9674,0
CYP2U1,9675,0
RSPH10B,9676,0
FBXL18,9677,0
CNTNAP5,9678,0
PROM2,9679,0
AK9,9680,0
ODF1,9681,0
KLF10,9682,1
PTPRN2,9683,1
AZIN1,9684,1
ATP6V1C1,9685,1
PIP4P2,9686,0
OTUD6B,9687,1
CDK19,9688,1
GTF3C6,9689,1
TTC39B,9690,0
AGPAT5,9691,1
MMS19,9692,1
OR4K1,9693,1
PI4K2A,9694,0
MARVELD1,9695,0
ZFYVE27,9696,0
GOLGA7B,9697,0
GPR78,9698,1
TRMT44,9699,0
SLC25A28,9700,1
HSPA13,9701,0
SAMSN1,9702,1
USP25,9703,1
GRAMD2B,9704,0
ZCCHC10,9705,0
C16orf87,9706,0
MOV10,9707,0
RHOC,9708,1
PPM1J,9709,1
DBI,9710,0
SLC16A1,9711,1
HEATR3,9712,1
TRIM74,9713,1
NIFK,9714,1
OXA1L,9715,1
SLC7A7,9716,0
MAGEC1,9717,0
LARP1,9718,0
CNOT8,9719,0
GRIA1,9720,0
LRGUK,9721,1
SETD9,9722,0
MIER3,9723,0
NUP205,9724,1
ZKSCAN2,9725,0
C9orf85,9726,0
XAGE2,9727,0
PIK3AP1,9728,0
RBM45,9729,0
TTN,9730,1
VSIG4,9731,0
PDIA4,9732,0
KDM8,9733,1
PDZD9,9734,0
OTOA,9735,0
KCTD18,9736,0
FAM126B,9737,0
FLACC1,9738,0
C2CD6,9739,0
TMEM237,9740,0
FZD7,9741,0
SPAG17,9742,0
DEPTOR,9743,0
FMN2,9744,0
RNF20,9745,1
CYLC2,9746,1
PPARGC1B,9747,0
ELMO1,9748,1
SLC26A2,9749,0
LSM11,9750,1
MED7,9751,1
SAXO1,9752,0
RRAGA,9753,1
SLC24A2,9754,0
TRIM42,9755,0
PXYLP1,9756,0
ADCY8,9757,1
RASA2,9758,0
RMND1,9759,1
RAET1L,9760,0
SLA,9761,0
TMBIM4,9762,0
VBP1,9763,1
RAB39B,9764,0
CLIC2,9765,0
AFF2,9766,0
MICU3,9767,0
GRIP1,9768,0
VPS37A,9769,1
KIF5A,9770,1
NAT2,9771,1
MAGEA8,9772,0
PSD3,9773,0
CARNMT1,9774,1
MCU,9775,0
MIDEAS,9776,0
CFAP70,9777,0
GNA14,9778,0
FAM161B,9779,0
GNAQ,9780,0
WIF1,9781,1
UGT2B4,9782,0
GPR61,9783,1
MMP16,9784,0
ADK,9785,1
KCNMA1,9786,1
BATF,9787,1
DCK,9788,1
ADAMTS3,9789,0
ALX3,9790,0
DPY19L4,9791,1
NDUFAF6,9792,1
DRAM2,9793,0
C8orf37,9794,0
PPEF2,9795,0
CFAP161,9796,0
ADAMTSL3,9797,0
ART3,9798,0
SLC28A1,9799,1
WHAMM,9800,1
CXCL13,9801,0
N6AMT1,9802,1
RWDD2B,9803,0
USP16,9804,0
CCT8,9805,1
MAP3K7CL,9806,0
NAA11,9807,0
BACH1,9808,0
CLDN17,9809,0
CLDN8,9810,0
TSPAN7,9811,0
TIAM1,9812,0
SCAF4,9813,1
RPGR,9814,1
CDK20,9815,1
PCGF6,9816,0
ANKRD9,9817,0
SFR1,9818,0
SORCS3,9819,0
SFXN2,9820,1
ATP5MPL,9821,1
FUT6,9822,0
TDRD9,9823,0
FGF18,9824,1
PCDH1,9825,0
SH3RF2,9826,1
GDF6,9827,0
UQCRB,9828,1
MTERF3,9829,1
PTDSS1,9830,1
PPP2R2B,9831,1
RPL30,9832,1
KCNS2,9833,0
FAM122C,9834,0
SUPV3L1,9835,1
FAM122B,9836,0
EEF1A1,9837,1
FBXO43,9838,1
HKDC1,9839,1
HK1,9840,0
TYSND1,9841,0
PHF6,9842,0
CD109,9843,0
LRFN2,9844,1
NODAL,9845,0
PRG3,9846,0
UBE2L6,9847,0
ZDHHC5,9848,0
MED19,9849,1
ZFAND3,9850,0
NPTN,9851,0
KAT6B,9852,1
SAMD8,9853,0
RAB11FIP1,9854,1
UNC5D,9855,0
GLYATL2,9856,0
UTP14A,9857,1
AIFM1,9858,1
MAPK13,9859,1
BAG4,9860,0
MS4A1,9861,0
TBC1D31,9862,1
NTAQ1,9863,0
ATAD2,9864,0
FBXO32,9865,0
NSMCE2,9866,1
ZNF689,9867,0
PRR14,9868,0
FBRS,9869,1
FRRS1,9870,0
PHKG2,9871,1
MFSD14A,9872,0
SASS6,9873,1
COX6A2,9874,1
ITGAD,9875,0
ADGRG4,9876,0
ZIC3,9877,0
MALSU1,9878,1
VPS8,9879,0
GALK2,9880,1
LHFPL4,9881,0
B3GNT7,9882,0
MPV17L,9883,1
BUB1B,9884,1
PDE6D,9885,0
EIF4A2,9886,1
BRPF1,9887,1
RPUSD3,9888,1
SST,9889,1
TATDN2,9890,0
GHRL,9891,0
SEC13,9892,1
EXOG,9893,1
NTAN1,9894,0
SHCBP1L,9895,1
NMNAT2,9896,0
ZFYVE9,9897,1
ATP2B2,9898,0
LYZL4,9899,0
SLC6A1,9900,1
SMG1,9901,1
FCHO2,9902,1
RBPMS,9903,0
TMEM171,9904,0
KLHL40,9905,0
C8A,9906,1
TIMP4,9907,0
SYN2,9908,0
NRG1,9909,1
ODR4,9910,1
CPT2,9911,0
NECAP2,9912,0
LRP8,9913,0
CDCP2,9914,0
PAXIP1,9915,1
STEAP2,9916,0
SSBP3,9917,1
HTR5A,9918,0
CLDN12,9919,0
MMP14,9920,1
FZD1,9921,0
GATAD1,9922,1
SUSD3,9923,0
TMED6,9924,0
CLEC18A,9925,0
DHRS4,9926,0
C1orf158,9927,0
CLEC18C,9928,1
ARMC12,9929,0
DDX19B,9930,1
ST3GAL2,9931,0
FCSK,9932,0
IL34,9933,0
DHRS1,9934,0
CACNA1D,9935,0
ARSL,9936,0
KIT,9937,1
HYDIN,9938,0
AASDH,9939,0
ZNF19,9940,0
CACNA2D3,9941,1
RNF111,9942,0
CCNB2,9943,1
FAM81A,9944,0
MYO1E,9945,1
APPL1,9946,0
PWWP3B,9947,0
AFAP1L1,9948,0
TSC22D3,9949,0
VPS26C,9950,0
DYRK1A,9951,1
KCNJ6,9952,0
KCNJ15,9953,0
ERG,9954,1
ETS2,9955,0
TSPAN18,9956,0
LCA5L,9957,0
SLC35B2,9958,0
TMEM164,9959,0
MX1,9960,1
CREB3L1,9961,1
C2CD2,9962,0
TAB3,9963,0
SLC38A10,9964,1
C9orf43,9965,0
ZNF618,9966,0
DGKI,9967,1
TMEM268,9968,0
SVOPL,9969,0
SNX22,9970,1
UBN2,9971,0
BRAF,9972,1
SLC34A2,9973,0
ACAN,9974,0
PSMG3,9975,1
CABP1,9976,1
WDR19,9977,0
SLC37A3,9978,0
AP3S2,9979,0
FMNL2,9980,0
GAREM2,9981,0
SPPL3,9982,1
DPYSL5,9983,0
DRC1,9984,0
RAB28,9985,0
PRXL2B,9986,0
TNFRSF14,9987,0
PANK4,9988,0
CIB4,9989,0
MEGF11,9990,0
CUSTOS,9991,0
PEX10,9992,1
RER1,9993,1
RADIL,9994,0
SKI,9995,1
WIPI2,9996,1
LDLRAP1,9997,0
AGAP1,9998,1
KRTCAP3,9999,0
ANKRD61,10000,0
PAFAH2,10001,0
EXTL1,10002,1
SLC30A2,10003,0
BABAM2,10004,1
TRIM63,10005,0
CFAP251,10006,1
MRPL17,10007,1
DUSP2,10008,1
GRHL3,10009,0
UBXN11,10010,0
NLRP14,10011,0
PTPDC1,10012,0
GALNT14,10013,1
NCK1,10014,1
HPD,10015,0
RHPN1,10016,1
TPRG1L,10017,0
LRRC43,10018,1
PRXL2C,10019,0
XDH,10020,0
XKR8,10021,1
CNNM4,10022,1
EYA3,10023,0
DZIP1L,10024,0
TMSB15A,10025,0
FANCC,10026,1
MRAS,10027,1
WASF2,10028,1
ABHD3,10029,0
ESYT3,10030,0
FAIM,10031,1
TENT5B,10032,0
CLSTN2,10033,0
COLEC12,10034,0
RNF207,10035,0
CUL4B,10036,1
GPR153,10037,0
SLC13A3,10038,0
GPRASP2,10039,0
RHBDL2,10040,1
AUTS2,10041,0
SHROOM4,10042,0
H2BC5,10043,0
CDC25C,10044,0
H4C1,10045,1
H4C2,10046,1
H4C3,10047,1
H4C4,10048,1
H4C5,10049,1
H4C6,10050,1
H4C8,10051,1
H4C9,10052,1
H4C11,10053,1
H4C12,10054,1
H4C13,10055,1
H4C14,10056,1
H4C15,10057,1
H4-16,10058,1
MITD1,10059,0
EIF5B,10060,1
RIBC1,10061,0
TMSB15B,10062,0
CATIP,10063,0
CNOT11,10064,1
KCNB1,10065,0
TSPAN33,10066,0
NRG2,10067,0
AHCYL2,10068,0
B4GALT5,10069,1
CD1D,10070,0
CD1A,10071,0
SPATA2,10072,1
CD1C,10073,0
FAM86C1P,10074,0
CD1B,10075,0
DNAH3,10076,0
CD1E,10077,0
HMHB1,10078,0
CPA2,10079,1
NCF1,10080,0
CPA5,10081,0
TSR2,10082,1
PPP1R9A,10083,0
ZC3H18,10084,1
ZFAND2B,10085,0
POM121L2,10086,0
GDPD5,10087,1
DYNC1I1,10088,0
PFKFB1,10089,1
ALAS2,10090,0
TMED4,10091,0
PPP1R15B,10092,1
COPG2,10093,1
EMSY,10094,0
PAGE5,10095,0
GPAT4,10096,0
PKD1L1,10097,0
ZSCAN12,10098,0
TAGLN2,10099,1
ELK4,10100,0
SLAMF8,10101,0
SLC45A3,10102,0
DUSP23,10103,0
RNF166,10104,1
NBL1,10105,0
HTR6,10106,0
ITLN2,10107,0
F11R,10108,0
USF1,10109,0
PLA2G2F,10110,0
SPATA2L,10111,0
NIT1,10112,0
DEDD,10113,0
ZNF276,10114,0
NPM2,10115,0
EDA,10116,0
FGF17,10117,1
VWA5B1,10118,0
CDA,10119,0
PINK1,10120,1
B4GALT3,10121,0
DMTN,10122,0
ADAMTS4,10123,0
FAM160B2,10124,0
NDUFS2,10125,1
SLC5A11,10126,0
FCER1G,10127,0
APOA2,10128,0
TOMM40L,10129,0
MPZ,10130,0
WFDC8,10131,0
CCAR2,10132,1
WNT9B,10133,0
CACHD1,10134,0
CDC42SE2,10135,0
RAPGEF6,10136,1
EPB41,10137,0
MIS18A,10138,1
ALG8,10139,1
FBXW5,10140,0
CFAP298,10141,1
SYNJ1,10142,0
PAXBP1,10143,1
IFNAR2,10144,0
MRPL10,10145,1
IFNGR2,10146,1
GART,10147,1
SON,10148,1
DONSON,10149,1
SV2A,10150,1
LAD1,10151,0
STC1,10152,1
TNNI1,10153,0
CSRP1,10154,0
PRAC1,10155,0
HOXB13,10156,0
C1QC,10157,0
KCNE2,10158,0
ATP5MC1,10159,0
RCAN1,10160,0
UBE2Z,10161,1
CIART,10162,0
SNF8,10163,1
CLIC6,10164,0
CCDC24,10165,0
RUNX1,10166,1
IGF2BP1,10167,0
GIP,10168,0
CBR1,10169,0
CBR3,10170,1
GJD2,10171,1
ACTC1,10172,0
MORC3,10173,0
CHAF1B,10174,1
CLDN14,10175,0
SIM2,10176,0
HLCS,10177,1
GOLGA6A,10178,1
SCUBE1,10179,0
ARHGAP27,10180,0
ADPGK,10181,0
PTMS,10182,1
PLA2G4D,10183,0
PADI4,10184,0
ADIPOR1,10185,1
CYB5R1,10186,0
PSMD4,10187,1
ATP13A2,10188,0
M1AP,10189,0
PSMB4,10190,1
IRX6,10191,0
BTG2,10192,1
CES5A,10193,0
HK2,10194,1
C1R,10195,1
CELF3,10196,0
ALDH4A1,10197,0
STARD9,10198,0
THEM4,10199,0
TCHH,10200,1
LCE2B,10201,0
UBR1,10202,0
AMFR,10203,1
MED8,10204,1
TGM7,10205,0
RGL4,10206,0
SPRR2G,10207,0
PGLYRP3,10208,0
ISL2,10209,0
RSPRY1,10210,0
CCDC17,10211,0
GPBP1L1,10212,1
NAE1,10213,1
TMEM69,10214,0
ADGRG5,10215,0
DRC7,10216,0
ACE,10217,0
TEPP,10218,0
UROC1,10219,0
EFCAB14,10220,0
SPON2,10221,0
CHCHD6,10222,0
CTBP1,10223,0
LRRC36,10224,0
TPPP3,10225,0
ZDHHC1,10226,0
ATP6V0D1,10227,1
AGRP,10228,0
ZFYVE28,10229,0
CARMIL2,10230,0
C16orf86,10231,1
PIP,10232,1
FAM131B,10233,0
RGS12,10234,0
PSKH1,10235,1
ZYX,10236,1
ABR,10237,1
LYPD5,10238,0
CCDC117,10239,1
ZNF230,10240,0
CCDC107,10241,0
ZNF222,10242,0
NPR2,10243,1
ZNF221,10244,0
ZNF233,10245,0
ZNF235,10246,0
GNE,10247,1
TNFRSF13C,10248,0
OR3A3,10249,0
ARHGAP35,10250,0
PTGIR,10251,0
CALM3,10252,0
DFFA,10253,0
CCDC28B,10254,0
IQCC,10255,1
TMEM234,10256,0
BSDC1,10257,1
ZBTB8A,10258,0
ATAD3B,10259,0
SSU72,10260,1
UBE2J2,10261,1
ZNF362,10262,0
FNDC5,10263,0
CPAMD8,10264,0
NR2F6,10265,0
ANKLE1,10266,1
CCDC58,10267,1
VMA21,10268,1
KALRN,10269,1
CILP2,10270,1
ABCG1,10271,1
TFF3,10272,0
TFF2,10273,0
TFF1,10274,1
TMPRSS3,10275,0
UBASH3A,10276,0
RSPH1,10277,0
SLC37A1,10278,0
PDE9A,10279,0
WDR4,10280,1
NDUFV3,10281,0
PKNOX1,10282,1
CBS,10283,1
U2AF1,10284,1
CRYAA,10285,0
HSF2BP,10286,0
RRP1B,10287,0
PDXK,10288,1
G6PD,10289,1
CSTB,10290,1
RRP1,10291,1
AGPAT3,10292,0
TRAPPC10,10293,0
GAB3,10294,0
GATD3A,10295,0
ICOSLG,10296,0
AIRE,10297,0
CFAP410,10298,0
LRRC3,10299,0
ITGB2,10300,0
FAM207A,10301,0
RALGDS,10302,0
FTCD,10303,1
SPATC1L,10304,0
LSS,10305,1
VAV2,10306,0
MCM3AP,10307,1
C21orf58,10308,0
PCNT,10309,1
DIP2A,10310,0
S100B,10311,1
PRMT2,10312,1
CLDND2,10313,0
ZNF208,10314,0
ADAMTS13,10315,0
CACFD1,10316,0
SLC2A6,10317,0
FCN2,10318,0
C9orf116,10319,1
LCN1,10320,0
ZNF714,10321,0
GPSM1,10322,0
C19orf47,10323,0
HIPK4,10324,1
CFAP157,10325,0
TOR2A,10326,1
ST6GALNAC6,10327,0
SHKBP1,10328,1
RDH13,10329,1
ZER1,10330,1
ZDHHC12,10331,1
PKN3,10332,1
SPTBN4,10333,0
BRSK1,10334,0
COX6B2,10335,1
TMEM190,10336,0
NLRP4,10337,0
PLPP7,10338,0
TAOK1,10339,1
MED27,10340,1
DEDD2,10341,0
SIK3,10342,1
MPZL3,10343,0
JAML,10344,0
NEK8,10345,1
TLCD1,10346,1
PCSK7,10347,1
SAFB,10348,1
CD3G,10349,0
S100A1,10350,1
CHTOP,10351,1
CXCR5,10352,0
ZBTB7B,10353,0
FLAD1,10354,1
SHC1,10355,1
NLRX1,10356,0
ADAR,10357,1
IL6R,10358,1
UBE2Q1,10359,1
CHRNB2,10360,0
CRTC2,10361,0
ANO10,10362,0
FDPS,10363,1
RUSC1,10364,1
FAM189B,10365,0
PAQR6,10366,0
PMF1,10367,1
SLC25A44,10368,0
LMNA,10369,1
CCR5,10370,0
NBEAL2,10371,0
CCDC12,10372,1
PTH1R,10373,0
UBQLN4,10374,0
MYL3,10375,0
PPP1R35,10376,1
GPATCH4,10377,1
LRRC71,10378,0
FCRL3,10379,1
AZGP1,10380,1
FGFR4,10381,0
CYP3A4,10382,0
CYP3A7,10383,1
NACC1,10384,1
CYP11B1,10385,1
HK3,10386,0
LY6K,10387,0
IER2,10388,1
ZNF394,10389,1
CPSF4,10390,1
LY6E,10391,0
VPS28,10392,1
TONSL,10393,1
PTGER1,10394,0
PWWP3A,10395,0
LRRC14,10396,0
ZNF333,10397,1
COL26A1,10398,1
PPP1R16A,10399,0
FOXH1,10400,0
ORAI2,10401,0
ALKBH4,10402,0
CCDC105,10403,0
SH2B2,10404,1
MRNIP,10405,0
SQSTM1,10406,1
MGAT4B,10407,0
RPL8,10408,1
MAML1,10409,1
PGLYRP2,10410,0
LRWD1,10411,1
FBXL13,10412,1
NAPEPLD,10413,0
SCGB3A1,10414,0
PSMC2,10415,1
CELF5,10416,1
MFSD12,10417,0
USP41,10418,0
YDJC,10419,1
CCDC116,10420,1
DVL3,10421,1
AP2M1,10422,1
ABCF3,10423,0
PCYT1A,10424,1
FBXO27,10425,0
DMKN,10426,0
U2AF1L4,10427,1
BDH1,10428,0
NPHS1,10429,0
THAP8,10430,0
COX7A1,10431,0
ZNF382,10432,1
LRRC56,10433,0
PLXDC1,10434,0
PGAP3,10435,0
IKZF3,10436,0
GRIN2C,10437,0
FDXR,10438,1
SAP30BP,10439,1
ACOX1,10440,1
PRPSAP1,10441,0
CYGB,10442,0
SRSF2,10443,1
ZNF577,10444,0
TMEM143,10445,0
KLHL10,10446,0
KASH5,10447,0
HCRT,10448,0
ALDH16A1,10449,0
DCD,10450,0
ITGA5,10451,1
SIGLEC11,10452,0
ZNF385A,10453,0
MPP3,10454,1
CD300LG,10455,0
IZUMO2,10456,0
NAGS,10457,1
LSM12,10458,1
ASB16,10459,1
EMC10,10460,0
JOSD2,10461,0
SHANK1,10462,0
FAM171A2,10463,0
DBF4B,10464,1
PLCD3,10465,0
FMNL3,10466,0
AQP5,10467,1
RACGAP1,10468,1
OR7G1,10469,0
LARP4,10470,1
TAMALIN,10471,0
RAVER1,10472,0
KRT84,10473,0
KRT82,10474,0
SYCE2,10475,0
SPC24,10476,1
IP6K3,10477,1
LEMD2,10478,1
ALOX15,10479,0
TREML1,10480,0
ZNF653,10481,0
MED11,10482,1
CXCL16,10483,1
SCIMP,10484,1
BCL6B,10485,0
ASGR2,10486,0
TNFSF13,10487,0
SENP3,10488,0
FGF11,10489,1
EIF4A1,10490,1
RPL26,10491,1
CCDC42,10492,0
POLR3K,10493,1
SNRNP25,10494,1
PRR35,10495,0
WDR90,10496,0
JMJD8,10497,1
CCDC78,10498,0
MSLNL,10499,0
SSTR5,10500,0
SPSB3,10501,0
MEIOB,10502,0
HS3ST6,10503,0
TEDC2,10504,1
CCNF,10505,1
TBC1D24,10506,0
AMDHD2,10507,1
NTN3,10508,1
BICDL2,10509,0
PAQR4,10510,1
FLYWCH2,10511,0
ZG16B,10512,0
ZNF75A,10513,0
ADCY9,10514,0
SHANK2,10515,0
CLPB,10516,1
NEU3,10517,0
CYB561A3,10518,1
PPP1R32,10519,1
ASRGL1,10520,1
GNG3,10521,1
UBXN1,10522,1
LBHD1,10523,0
TTC9C,10524,1
TAF6L,10525,1
NXF1,10526,1
STX5,10527,1
SLC25A45,10528,1
RPL29,10529,1
ITIH3,10530,0
SYVN1,10531,1
ZFPL1,10532,1
RPS6KA4,10533,1
LRP5,10534,1
TPCN2,10535,0
FGF19,10536,1
CYP4A22,10537,0
PDZK1IP1,10538,1
TAL1,10539,0
CMPK1,10540,1
BEND5,10541,0
ELAVL4,10542,0
COA7,10543,1
ZYG11B,10544,1
SLC1A7,10545,1
CZIB,10546,1
MAGOH,10547,1
ACOT11,10548,1
FAM151A,10549,0
PARS2,10550,1
LEXM,10551,0
BSND,10552,0
USP24,10553,0
PLPP3,10554,1
NOL9,10555,1
PRKAA2,10556,1
KLHL21,10557,0
ZSWIM5,10558,0
GMEB1,10559,1
SLC45A1,10560,0
SELENON,10561,0
AK4,10562,1
JAK1,10563,1
RAVER2,10564,0
CTRC,10565,1
LZIC,10566,0
RBP7,10567,0
KNCN,10568,0
FBLIM1,10569,0
TMEM82,10570,1
SLC25A34,10571,0
AKR7A3,10572,0
DRAXIN,10573,0
PDPN,10574,0
LRRC38,10575,0
DHRS3,10576,0
MATN1,10577,0
LAPTM5,10578,1
SDC3,10579,0
PEF1,10580,0
SYNC,10581,0
RBBP4,10582,1
KIAA1522,10583,0
TSSK3,10584,1
TMCO4,10585,0
UBXN10,10586,0
CAMK2N1,10587,0
ALPL,10588,1
WNT4,10589,0
TTLL10,10590,0
SCNN1D,10591,0
MXRA8,10592,0
FAAP20,10593,0
MEGF6,10594,1
CCDC27,10595,0
IL23R,10596,0
DIRAS3,10597,0
C1orf87,10598,0
NFIA,10599,0
OMA1,10600,0
MYSM1,10601,0
TM2D1,10602,0
USP1,10603,1
FUBP1,10604,1
NEXN,10605,0
DNAJB4,10606,0
ADGRL4,10607,0
LRRIQ3,10608,0
LRRC53,10609,0
TYW3,10610,0
LHX8,10611,0
SNX7,10612,0
B3GALT2,10613,1
NTNG1,10614,0
FAM102B,10615,0
HENMT1,10616,0
AKNAD1,10617,1
C1orf52,10618,0
DNAI3,10619,0
GBP2,10620,0
ATXN7L2,10621,0
GBP4,10622,0
ZNF326,10623,0
HFM1,10624,0
BRINP3,10625,0
GFI1,10626,1
KCNT2,10627,1
AGL,10628,0
VCAM1,10629,1
EXTL2,10630,0
SLC30A7,10631,1
ZNF281,10632,1
ARPC5,10633,0
CADM3,10634,0
NLRP3,10635,0
ZNF496,10636,0
TRIM58,10637,0
SLAMF9,10638,0
OR2M5,10639,0
KCNJ9,10640,0
IGSF8,10641,1
DDR2,10642,1
PEA15,10643,1
PEX19,10644,1
NCSTN,10645,1
VANGL2,10646,0
SLAMF6,10647,0
OLFML2B,10648,0
FCRLB,10649,0
FCGR3B,10650,0
SLC9C2,10651,0
KLHDC9,10652,0
C1orf74,10653,1
LMX1A,10654,0
LRRC52,10655,0
FLVCR1,10656,1
FAM71A,10657,0
ATF3,10658,0
RBM15,10659,1
DENND2D,10660,0
AXDND1,10661,0
TDRD5,10662,0
IER5,10663,0
SNED1,10664,0
BPNT1,10665,0
SPATA17,10666,1
C1orf115,10667,0
BROX,10668,0
NBPF20,10669,0
ACP6,10670,1
WDR64,10671,0
KIF26B,10672,0
TFB2M,10673,1
CNST,10674,0
PPP1R21,10675,1
KLHDC8A,10676,1
PM20D1,10677,0
PKDCC,10678,0
OXER1,10679,1
HAAO,10680,1
B3GALNT2,10681,0
MAPKAPK2,10682,1
IL20,10683,1
IL24,10684,1
FCMR,10685,0
PIGR,10686,0
FCAMR,10687,0
CAPN2,10688,0
MRPL55,10689,1
WDR26,10690,1
REL,10691,0
PUS10,10692,0
PEX13,10693,1
KIAA1841,10694,0
TRIM17,10695,0
RFTN2,10696,0
DISC1,10697,0
CAPN13,10698,0
LRRTM1,10699,0
MEMO1,10700,1
DPY30,10701,1
TYW5,10702,0
MAIP1,10703,1
KCNF1,10704,0
SLC66A3,10705,0
ARL5A,10706,0
LRATD1,10707,0
KCNJ3,10708,1
NEUROD1,10709,1
CLHC1,10710,0
FRZB,10711,0
DUSP19,10712,1
CFAP36,10713,0
NUP35,10714,1
CCDC138,10715,0
ZSWIM2,10716,0
FBXO41,10717,1
ACTG2,10718,1
WDCP,10719,0
SMC6,10720,1
VSNL1,10721,1
CCDC74A,10722,0
ANKRD30BL,10723,0
COQ8A,10724,0
SLC16A14,10725,1
TEKT4,10726,0
EN1,10727,0
SGCB,10728,0
SPATA18,10729,1
NOSTRIN,10730,1
CFAP221,10731,0
CCDC140,10732,0
SGPP2,10733,0
INHBB,10734,0
XIRP2,10735,0
BBS5,10736,0
SMARCAD1,10737,0
HPGDS,10738,0
PDLIM5,10739,0
PDHA2,10740,0
STPG2,10741,0
RPRD2,10742,1
ANKRD23,10743,0
CTSS,10744,1
MSX1,10745,0
PACRGL,10746,0
BNIPL,10747,0
C1QTNF7,10748,0
TNFAIP8L2,10749,0
LYSMD1,10750,0
SCNM1,10751,1
TMOD4,10752,0
VPS72,10753,1
ERCC3,10754,1
RNF149,10755,0
IWS1,10756,1
BOLA3,10757,0
CDC42EP3,10758,0
S100A11,10759,1
LCE3D,10760,0
SMCP,10761,0
IVL,10762,1
SPRR3,10763,0
DHX57,10764,0
SPRR2D,10765,0
BMP10,10766,1
PGLYRP4,10767,0
ARHGAP25,10768,0
S100A9,10769,1
S100A12,10770,1
TGFA,10771,0
TDRD10,10772,0
CCNYL1,10773,0
FZD5,10774,1
CRYGC,10775,0
DCAF16,10776,0
C1orf189,10777,0
NPPC,10778,0
GNPDA2,10779,0
ALPP,10780,0
GABRG1,10781,0
ALPG,10782,0
GABRB1,10783,0
PAQR3,10784,0
NIPAL1,10785,0
ALPI,10786,0
ANTXR2,10787,0
HELQ,10788,1
MRPS18C,10789,1
CGGBP1,10790,0
ABRAXAS1,10791,1
GPR155,10792,0
DAPL1,10793,0
PMVK,10794,1
