geneID,essential,,geneID2,essential
KIAA1549L,NE,,,
KIAA1549L,NE,,,
KIAA1549L,NE,,,
KIAA1549L,NE,,,
KIAA1549L,NE,,,
FBXO3,NE,,,
FBXO3,NE,,,
FBXO3,NE,,,
FBXO3,NE,,,
FBXO3,NE,,,
FBXO3,NE,,,
FBXO3,NE,,,
PDHX,NE,,,
PDHX,NE,,,
PDHX,NE,,,
PDHX,NE,,,
PDHX,NE,,,
PDHX,NE,,,
PDHX,NE,,,
SLC1A2,NE,,,
SLC1A2,NE,,,
SLC1A2,NE,,,
SLC1A2,NE,,,
SLC1A2,NE,,,
SLC1A2,NE,,,
SLC1A2,NE,,,
COMMD9,E,,,
COMMD9,NE,,,
COMMD9,NE,,,
COMMD9,NE,,,
COMMD9,NE,,,
COMMD9,NE,,,
COMMD9,NE,,,
COMMD9,NE,,,
SLC15A3,E,,,
SLC15A3,E,,,
SLC15A3,NE,,,
SLC15A3,NE,,,
SLC15A3,NE,,,
SLC15A3,NE,,,
SLC15A3,NE,,,
SLC15A3,NE,,,
SLC15A3,NE,,,
CD5,NE,,,
CD5,NE,,,
CD5,NE,,,
CD5,NE,,,
CD5,NE,,,
CD5,NE,,,
CD5,NE,,,
ACCS,NE,,,
ACCS,NE,,,
ACCS,NE,,,
ACCS,NE,,,
ACCS,NE,,,
ACCS,NE,,,
ACCS,NE,,,
SCGB2A2,NE,,,
SCGB2A2,NE,,,
SCGB2A2,NE,,,
SCGB2A2,NE,,,
SCGB2A2,NE,,,
SCGB2A2,NE,,,
SCGB2A2,NE,,,
MDK,E,,,
MDK,NE,,,
MDK,NE,,,
MDK,NE,,,
MDK,NE,,,
MDK,NE,,,
MDK,NE,,,
MDK,NE,,,
AMBRA1,E,,,
AMBRA1,NE,,,
AMBRA1,NE,,,
AMBRA1,NE,,,
AMBRA1,NE,,,
AMBRA1,NE,,,
AMBRA1,NE,,,
AMBRA1,NE,,,
MADD,E,,,
MADD,NE,,,
MADD,NE,,,
MADD,NE,,,
MADD,NE,,,
MADD,NE,,,
MADD,NE,,,
PTPMT1,E,,,
PTPMT1,E,,,
PTPMT1,E,,,
PTPMT1,E,,,
PTPMT1,E,,,
PTPMT1,E,,,
PTPMT1,E,,,
PTPMT1,NE,,,
NAA40,NE,,,
NAA40,NE,,,
NAA40,NE,,,
NAA40,NE,,,
NAA40,NE,,,
NAA40,NE,,,
NAA40,NE,,,
CARS1,E,,,
CARS1,E,,,
CARS1,E,,,
CARS1,E,,,
CARS1,E,,,
CARS1,E,,,
CARS1,E,,,
CARS1,NE,,,
SLC22A18,NE,,,
SLC22A18,NE,,,
SLC22A18,NE,,,
SLC22A18,NE,,,
SLC22A18,NE,,,
SLC22A18,NE,,,
SLC22A18,NE,,,
CD81,E,,,
CD81,E,,,
CD81,NE,,,
CD81,NE,,,
CD81,NE,,,
CD81,NE,,,
CD81,NE,,,
CD81,NE,,,
SLC35F2,NE,,,
SLC35F2,NE,,,
SLC35F2,NE,,,
SLC35F2,NE,,,
SLC35F2,NE,,,
SLC35F2,NE,,,
SLC35F2,NE,,,
C11orf21,E,,,
C11orf21,NE,,,
C11orf21,NE,,,
C11orf21,NE,,,
C11orf21,NE,,,
C11orf21,NE,,,
C11orf21,NE,,,
C11orf21,NE,,,
ELMOD1,NE,,,
ELMOD1,NE,,,
ELMOD1,NE,,,
ELMOD1,NE,,,
ELMOD1,NE,,,
ELMOD1,NE,,,
ELMOD1,NE,,,
CALCA,NE,,,
CALCA,NE,,,
CALCA,NE,,,
CALCA,NE,,,
CALCA,NE,,,
CALCA,NE,,,
CALCA,NE,,,
SOX6,NE,,,
SOX6,NE,,,
SOX6,NE,,,
SOX6,NE,,,
SOX6,NE,,,
SOX6,NE,,,
SOX6,NE,,,
SMAP,NE,,,
SMAP,NE,,,
SMAP,NE,,,
SMAP,NE,,,
SMAP,NE,,,
SMAP,NE,,,
SMAP,NE,,,
PITPNM1,E,,,
PITPNM1,NE,,,
PITPNM1,NE,,,
PITPNM1,NE,,,
PITPNM1,NE,,,
PITPNM1,NE,,,
PITPNM1,NE,,,
PITPNM1,NE,,,
RPS13,E,,,
RPS13,E,,,
RPS13,E,,,
RPS13,E,,,
RPS13,E,,,
RPS13,E,,,
RPS13,E,,,
RPS13,NE,,,
AIP,NE,,,
AIP,NE,,,
AIP,NE,,,
AIP,NE,,,
AIP,NE,,,
AIP,NE,,,
AIP,NE,,,
NUP98,E,,,
NUP98,E,,,
NUP98,E,,,
NUP98,E,,,
NUP98,E,,,
NUP98,E,,,
NUP98,E,,,
NUP98,E,,,
NUP98,NE,,,
NDUFS8,E,,,
NDUFS8,E,,,
NDUFS8,NE,,,
NDUFS8,NE,,,
NDUFS8,NE,,,
NDUFS8,NE,,,
NDUFS8,NE,,,
NDUFS8,NE,,,
TCIRG1,NE,,,
TCIRG1,NE,,,
TCIRG1,NE,,,
TCIRG1,NE,,,
TCIRG1,NE,,,
TCIRG1,NE,,,
TCIRG1,NE,,,
CHKA,E,,,
CHKA,E,,,
CHKA,E,,,
CHKA,E,,,
CHKA,E,,,
CHKA,E,,,
CHKA,NE,,,
EXPH5,NE,,,
EXPH5,NE,,,
EXPH5,NE,,,
EXPH5,NE,,,
EXPH5,NE,,,
EXPH5,NE,,,
EXPH5,NE,,,
HPS5,E,,,
HPS5,NE,,,
HPS5,NE,,,
HPS5,NE,,,
HPS5,NE,,,
HPS5,NE,,,
HPS5,NE,,,
HPS5,NE,,,
GTF2H1,E,,,
GTF2H1,E,,,
GTF2H1,E,,,
GTF2H1,E,,,
GTF2H1,E,,,
GTF2H1,NE,,,
GTF2H1,NE,,,
POU2AF1,E,,,
POU2AF1,E,,,
POU2AF1,NE,,,
POU2AF1,NE,,,
POU2AF1,NE,,,
POU2AF1,NE,,,
POU2AF1,NE,,,
PTPN5,NE,,,
PTPN5,NE,,,
PTPN5,NE,,,
PTPN5,NE,,,
PTPN5,NE,,,
PTPN5,NE,,,
PTPN5,NE,,,
VWF,E,,,
VWF,NE,,,
VWF,NE,,,
VWF,NE,,,
VWF,NE,,,
VWF,NE,,,
VWF,NE,,,
VWF,NE,,,
PSMD9,NE,,,
PSMD9,NE,,,
PSMD9,NE,,,
PSMD9,NE,,,
PSMD9,NE,,,
PSMD9,NE,,,
P3H3,NE,,,
PPFIBP1,E,,,
PPFIBP1,NE,,,
PPFIBP1,NE,,,
PPFIBP1,NE,,,
PPFIBP1,NE,,,
PPFIBP1,NE,,,
PPFIBP1,NE,,,
PPFIBP1,NE,,,
PRPF40B,NE,,,
PRPF40B,NE,,,
PRPF40B,NE,,,
PRPF40B,NE,,,
PRPF40B,NE,,,
PRPF40B,NE,,,
PRPF40B,NE,,,
CD69,E,,,
CD69,E,,,
CD69,NE,,,
CD69,NE,,,
CD69,NE,,,
CD69,NE,,,
CD69,NE,,,
CD69,NE,,,
PRDM4,E,,,
PRDM4,E,,,
PRDM4,NE,,,
PRDM4,NE,,,
PRDM4,NE,,,
PRDM4,NE,,,
PRDM4,NE,,,
PRDM4,NE,,,
CLEC2B,NE,,,
CLEC2B,NE,,,
CLEC2B,NE,,,
CLEC2B,NE,,,
CLEC2B,NE,,,
CLEC2B,NE,,,
CLEC2B,NE,,,
COQ5,E,,,
COQ5,E,,,
COQ5,E,,,
COQ5,E,,,
COQ5,NE,,,
COQ5,NE,,,
COQ5,NE,,,
COQ5,NE,,,
SELPLG,NE,,,
SELPLG,NE,,,
SELPLG,NE,,,
SELPLG,NE,,,
SELPLG,NE,,,
SELPLG,NE,,,
SELPLG,NE,,,
CORO1C,E,,,
CORO1C,NE,,,
CORO1C,NE,,,
CORO1C,NE,,,
CORO1C,NE,,,
CORO1C,NE,,,
CORO1C,NE,,,
ASIC1,NE,,,
ASIC1,NE,,,
ASIC1,NE,,,
ASIC1,NE,,,
ASIC1,NE,,,
ASIC1,NE,,,
ASIC1,NE,,,
DAO,NE,,,
DAO,NE,,,
DAO,NE,,,
DAO,NE,,,
DAO,NE,,,
DAO,NE,,,
DAO,NE,,,
CAPRIN2,NE,,,
CAPRIN2,NE,,,
CAPRIN2,NE,,,
CAPRIN2,NE,,,
CAPRIN2,NE,,,
CAPRIN2,NE,,,
CAPRIN2,NE,,,
TSPAN11,NE,,,
TSPAN11,NE,,,
TSPAN11,NE,,,
TSPAN11,NE,,,
TSPAN11,NE,,,
TSPAN11,NE,,,
KCTD10,E,,,
KCTD10,NE,,,
KCTD10,NE,,,
KCTD10,NE,,,
KCTD10,NE,,,
KCTD10,NE,,,
KCTD10,NE,,,
KCTD10,NE,,,
SLC11A2,E,,,
SLC11A2,NE,,,
SLC11A2,NE,,,
SLC11A2,NE,,,
SLC11A2,NE,,,
SLC11A2,NE,,,
SLC11A2,NE,,,
SLC11A2,NE,,,
MLEC,NE,,,
MLEC,NE,,,
MLEC,NE,,,
MLEC,NE,,,
MLEC,NE,,,
MLEC,NE,,,
MLEC,NE,,,
MVK,E,,,
MVK,E,,,
MVK,E,,,
MVK,E,,,
MVK,E,,,
MVK,NE,,,
MVK,NE,,,
MVK,NE,,,
CSRNP2,NE,,,
CSRNP2,NE,,,
CSRNP2,NE,,,
CSRNP2,NE,,,
CSRNP2,NE,,,
CSRNP2,NE,,,
CSRNP2,NE,,,
CAMKK2,E,,,
CAMKK2,NE,,,
CAMKK2,NE,,,
CAMKK2,NE,,,
CAMKK2,NE,,,
CAMKK2,NE,,,
CAMKK2,NE,,,
BIN2,NE,,,
BIN2,NE,,,
BIN2,NE,,,
BIN2,NE,,,
BIN2,NE,,,
BIN2,NE,,,
BIN2,NE,,,
IL23A,NE,,,
IL23A,NE,,,
IL23A,NE,,,
IL23A,NE,,,
IL23A,NE,,,
ATP5F1B,E,,,
ATP5F1B,E,,,
ATP5F1B,E,,,
ATP5F1B,E,,,
ATP5F1B,E,,,
ATP5F1B,NE,,,
ATP5F1B,NE,,,
ATP5F1B,NE,,,
PTGES3,E,,,
PTGES3,NE,,,
PTGES3,NE,,,
PTGES3,NE,,,
PTGES3,NE,,,
PTGES3,NE,,,
SYT10,NE,,,
SYT10,NE,,,
SYT10,NE,,,
SYT10,NE,,,
SYT10,NE,,,
SYT10,NE,,,
SYT10,NE,,,
BCL7A,E,,,
BCL7A,NE,,,
BCL7A,NE,,,
BCL7A,NE,,,
BCL7A,NE,,,
BCL7A,NE,,,
BCL7A,NE,,,
RSRC2,E,,,
RSRC2,E,,,
RSRC2,E,,,
RSRC2,E,,,
RSRC2,NE,,,
RSRC2,NE,,,
RSRC2,NE,,,
RSRC2,NE,,,
CYP27B1,E,,,
CYP27B1,NE,,,
CYP27B1,NE,,,
CYP27B1,NE,,,
CYP27B1,NE,,,
CYP27B1,NE,,,
CYP27B1,NE,,,
CYP27B1,NE,,,
MYF6,NE,,,
MYF6,NE,,,
MYF6,NE,,,
MYF6,NE,,,
MYF6,NE,,,
MYF6,NE,,,
MYF6,NE,,,
MYF5,NE,,,
MYF5,NE,,,
MYF5,NE,,,
MYF5,NE,,,
MYF5,NE,,,
MYF5,NE,,,
MYF5,NE,,,
LIN7A,E,,,
LIN7A,NE,,,
LIN7A,NE,,,
LIN7A,NE,,,
LIN7A,NE,,,
LIN7A,NE,,,
LIN7A,NE,,,
LIN7A,NE,,,
KRT18,E,,,
KRT18,NE,,,
KRT18,NE,,,
KRT18,NE,,,
KRT18,NE,,,
KRT18,NE,,,
KRT18,NE,,,
ACSS3,NE,,,
ACSS3,NE,,,
ACSS3,NE,,,
ACSS3,NE,,,
ACSS3,NE,,,
ACSS3,NE,,,
ACSS3,NE,,,
TNS2,NE,,,
TNS2,NE,,,
TNS2,NE,,,
GLI1,NE,,,
GLI1,NE,,,
GLI1,NE,,,
GLI1,NE,,,
GLI1,NE,,,
GLI1,NE,,,
GLI1,NE,,,
PPM1H,NE,,,
PPM1H,NE,,,
PPM1H,NE,,,
PPM1H,NE,,,
PPM1H,NE,,,
PPM1H,NE,,,
PPM1H,NE,,,
METAP2,E,,,
METAP2,E,,,
METAP2,E,,,
METAP2,E,,,
METAP2,E,,,
METAP2,NE,,,
METAP2,NE,,,
METAP2,NE,,,
METAP2,NE,,,
LTA4H,NE,,,
LTA4H,NE,,,
LTA4H,NE,,,
LTA4H,NE,,,
LTA4H,NE,,,
LTA4H,NE,,,
LTA4H,NE,,,
ELK3,E,,,
ELK3,NE,,,
ELK3,NE,,,
ELK3,NE,,,
ELK3,NE,,,
ELK3,NE,,,
ELK3,NE,,,
SLC6A12,E,,,
SLC6A12,NE,,,
SLC6A12,NE,,,
SLC6A12,NE,,,
SLC6A12,NE,,,
WNT5B,NE,,,
WNT5B,NE,,,
WNT5B,NE,,,
WNT5B,NE,,,
WNT5B,NE,,,
WNT5B,NE,,,
WNT5B,NE,,,
MAGOHB,E,,,
MAGOHB,NE,,,
MAGOHB,NE,,,
MAGOHB,NE,,,
MAGOHB,NE,,,
MAGOHB,NE,,,
MAGOHB,NE,,,
TRPV4,NE,,,
TRPV4,NE,,,
TRPV4,NE,,,
TRPV4,NE,,,
TRPV4,NE,,,
TRPV4,NE,,,
TRPV4,NE,,,
ITFG2,NE,,,
ITFG2,NE,,,
ITFG2,NE,,,
ITFG2,NE,,,
ITFG2,NE,,,
ITFG2,NE,,,
ITFG2,NE,,,
FOXM1,E,,,
FOXM1,NE,,,
FOXM1,NE,,,
FOXM1,NE,,,
FOXM1,NE,,,
FOXM1,NE,,,
FOXM1,NE,,,
PRR4,E,,,
PRR4,NE,,,
PRR4,NE,,,
PRR4,NE,,,
PRR4,NE,,,
PRR4,NE,,,
PRR4,NE,,,
PRR4,NE,,,
PRMT8,NE,,,
PRMT8,NE,,,
PRMT8,NE,,,
PRMT8,NE,,,
PRMT8,NE,,,
PRMT8,NE,,,
PRMT8,NE,,,
PARP11,NE,,,
PARP11,NE,,,
PARP11,NE,,,
PARP11,NE,,,
PARP11,NE,,,
PARP11,NE,,,
PARP11,NE,,,
ARPC3,E,,,
ARPC3,E,,,
ARPC3,E,,,
ARPC3,E,,,
ARPC3,E,,,
ARPC3,NE,,,
ARPC3,NE,,,
ARPC3,NE,,,
GPN3,E,,,
GPN3,E,,,
GPN3,E,,,
GPN3,E,,,
GPN3,E,,,
GPN3,E,,,
GPN3,E,,,
GPN3,E,,,
VPS29,E,,,
VPS29,E,,,
VPS29,E,,,
VPS29,E,,,
VPS29,E,,,
VPS29,E,,,
VPS29,E,,,
VPS29,NE,,,
FGF6,E,,,
FGF6,E,,,
FGF6,NE,,,
FGF6,NE,,,
FGF6,NE,,,
FGF6,NE,,,
FGF6,NE,,,
FGF6,NE,,,
MYL2,NE,,,
MYL2,NE,,,
MYL2,NE,,,
MYL2,NE,,,
MYL2,NE,,,
MYL2,NE,,,
MYL2,NE,,,
RAD51AP1,E,,,
RAD51AP1,E,,,
RAD51AP1,E,,,
RAD51AP1,NE,,,
RAD51AP1,NE,,,
RAD51AP1,NE,,,
RAD51AP1,NE,,,
RAD51AP1,NE,,,
CUX2,NE,,,
CUX2,NE,,,
CUX2,NE,,,
CUX2,NE,,,
CUX2,NE,,,
CUX2,NE,,,
CUX2,NE,,,
SH2B3,NE,,,
SH2B3,NE,,,
SH2B3,NE,,,
SH2B3,NE,,,
SH2B3,NE,,,
SH2B3,NE,,,
SH2B3,NE,,,
AKAP3,NE,,,
AKAP3,NE,,,
AKAP3,NE,,,
AKAP3,NE,,,
MANSC1,NE,,,
MANSC1,NE,,,
MANSC1,NE,,,
MANSC1,NE,,,
MANSC1,NE,,,
MANSC1,NE,,,
KCNA1,NE,,,
KCNA1,NE,,,
KCNA1,NE,,,
KCNA1,NE,,,
KCNA1,NE,,,
KCNA1,NE,,,
KCNA1,NE,,,
DUSP16,E,,,
DUSP16,NE,,,
DUSP16,NE,,,
DUSP16,NE,,,
DUSP16,NE,,,
DUSP16,NE,,,
DUSP16,NE,,,
DUSP16,NE,,,
CREBL2,NE,,,
CREBL2,NE,,,
CREBL2,NE,,,
CREBL2,NE,,,
CREBL2,NE,,,
CREBL2,NE,,,
CREBL2,NE,,,
ACAD10,NE,,,
ACAD10,NE,,,
ACAD10,NE,,,
ACAD10,NE,,,
ACAD10,NE,,,
ACAD10,NE,,,
ACAD10,NE,,,
ALDH2,NE,,,
ALDH2,NE,,,
ALDH2,NE,,,
ALDH2,NE,,,
ALDH2,NE,,,
ALDH2,NE,,,
ALDH2,NE,,,
CDKN1B,E,,,
CDKN1B,NE,,,
CDKN1B,NE,,,
CDKN1B,NE,,,
CDKN1B,NE,,,
CDKN1B,NE,,,
CDKN1B,NE,,,
GPRC5D,NE,,,
GPRC5D,NE,,,
GPRC5D,NE,,,
GPRC5D,NE,,,
GPRC5D,NE,,,
GPRC5D,NE,,,
GPRC5D,NE,,,
NAA25,E,,,
NAA25,E,,,
NAA25,E,,,
NAA25,E,,,
NAA25,E,,,
NAA25,E,,,
NAA25,E,,,
NAA25,NE,,,
GSG1,NE,,,
GSG1,NE,,,
GSG1,NE,,,
GSG1,NE,,,
GSG1,NE,,,
GSG1,NE,,,
GSG1,NE,,,
SCNN1A,NE,,,
SCNN1A,NE,,,
SCNN1A,NE,,,
SCNN1A,NE,,,
SCNN1A,NE,,,
SCNN1A,NE,,,
SCNN1A,NE,,,
LTBR,NE,,,
LTBR,NE,,,
LTBR,NE,,,
LTBR,NE,,,
LTBR,NE,,,
LTBR,NE,,,
LTBR,NE,,,
OGFOD2,NE,,,
OGFOD2,NE,,,
OGFOD2,NE,,,
OGFOD2,NE,,,
OGFOD2,NE,,,
OGFOD2,NE,,,
OGFOD2,NE,,,
CDK2AP1,E,,,
CDK2AP1,NE,,,
CDK2AP1,NE,,,
CDK2AP1,NE,,,
CDK2AP1,NE,,,
CDK2AP1,NE,,,
CDK2AP1,NE,,,
OAS3,NE,,,
OAS3,NE,,,
OAS3,NE,,,
OAS3,NE,,,
OAS3,NE,,,
OAS3,NE,,,
OAS3,NE,,,
OAS2,NE,,,
OAS2,NE,,,
OAS2,NE,,,
OAS2,NE,,,
OAS2,NE,,,
OAS2,NE,,,
OAS2,NE,,,
ART4,NE,,,
ART4,NE,,,
ART4,NE,,,
ART4,NE,,,
ART4,NE,,,
ART4,NE,,,
ART4,NE,,,
MGP,NE,,,
MGP,NE,,,
MGP,NE,,,
MGP,NE,,,
MGP,NE,,,
MGP,NE,,,
MGP,NE,,,
RASAL1,NE,,,
RASAL1,NE,,,
RASAL1,NE,,,
RASAL1,NE,,,
RASAL1,NE,,,
RASAL1,NE,,,
RASAL1,NE,,,
ARHGDIB,NE,,,
ARHGDIB,NE,,,
ARHGDIB,NE,,,
ARHGDIB,NE,,,
ARHGDIB,NE,,,
ARHGDIB,NE,,,
ARHGDIB,NE,,,
GTF2H3,E,,,
GTF2H3,E,,,
GTF2H3,E,,,
GTF2H3,E,,,
GTF2H3,E,,,
GTF2H3,E,,,
GTF2H3,E,,,
EIF2B1,E,,,
EIF2B1,E,,,
EIF2B1,E,,,
EIF2B1,E,,,
EIF2B1,E,,,
EIF2B1,E,,,
EIF2B1,E,,,
EIF2B1,NE,,,
DDX55,E,,,
DDX55,E,,,
DDX55,E,,,
DDX55,E,,,
DDX55,E,,,
DDX55,NE,,,
DDX55,NE,,,
DDX55,NE,,,
SLC38A1,NE,,,
SLC38A1,NE,,,
SLC38A1,NE,,,
SLC38A1,NE,,,
SLC38A1,NE,,,
SLC38A1,NE,,,
SLC38A1,NE,,,
RERGL,NE,,,
RERGL,NE,,,
RERGL,NE,,,
RERGL,NE,,,
RERGL,NE,,,
RERGL,NE,,,
RERGL,NE,,,
ENDOU,E,,,
ENDOU,NE,,,
ENDOU,NE,,,
ENDOU,NE,,,
ENDOU,NE,,,
ENDOU,NE,,,
ENDOU,NE,,,
ENDOU,NE,,,
SPRING1,NE,,,
SPRING1,NE,,,
SPRING1,NE,,,
SPRING1,NE,,,
SPRING1,NE,,,
SPRING1,NE,,,
SPRING1,NE,,,
VDR,E,,,
VDR,NE,,,
VDR,NE,,,
VDR,NE,,,
VDR,NE,,,
VDR,NE,,,
VDR,NE,,,
FZD10,NE,,,
FZD10,NE,,,
FZD10,NE,,,
FZD10,NE,,,
FZD10,NE,,,
RFC5,E,,,
RFC5,E,,,
RFC5,E,,,
RFC5,E,,,
RFC5,E,,,
RFC5,E,,,
RFC5,E,,,
RFC5,E,,,
RFC5,NE,,,
STX2,NE,,,
STX2,NE,,,
STX2,NE,,,
STX2,NE,,,
STX2,NE,,,
STX2,NE,,,
STX2,NE,,,
ADGRD1,NE,,,
ADGRD1,NE,,,
COPZ1,E,,,
COPZ1,E,,,
COPZ1,E,,,
COPZ1,E,,,
COPZ1,E,,,
COPZ1,E,,,
COPZ1,E,,,
COPZ1,E,,,
COPZ1,E,,,
COPZ1,NE,,,
TBC1D30,E,,,
TBC1D30,NE,,,
TBC1D30,NE,,,
TBC1D30,NE,,,
TBC1D30,NE,,,
TBC1D30,NE,,,
TBC1D30,NE,,,
TBC1D30,NE,,,
CAND1,E,,,
CAND1,E,,,
CAND1,E,,,
CAND1,NE,,,
CAND1,NE,,,
CAND1,NE,,,
CAND1,NE,,,
IL26,E,,,
IL26,NE,,,
IL26,NE,,,
IL26,NE,,,
IL26,NE,,,
IL26,NE,,,
IL26,NE,,,
IL26,NE,,,
IFNG,NE,,,
IFNG,NE,,,
IFNG,NE,,,
IFNG,NE,,,
IFNG,NE,,,
IFNG,NE,,,
IFNG,NE,,,
RAB5B,E,,,
RAB5B,NE,,,
RAB5B,NE,,,
RAB5B,NE,,,
RAB5B,NE,,,
RAB5B,NE,,,
RAB5B,NE,,,
RAB5B,NE,,,
MDM1,NE,,,
MDM1,NE,,,
MDM1,NE,,,
MDM1,NE,,,
MDM1,NE,,,
MDM1,NE,,,
MDM1,NE,,,
NUP107,E,,,
NUP107,E,,,
NUP107,E,,,
NUP107,E,,,
NUP107,E,,,
NUP107,E,,,
NUP107,E,,,
NUP107,NE,,,
CNOT2,E,,,
CNOT2,E,,,
CNOT2,E,,,
CNOT2,NE,,,
CNOT2,NE,,,
CNOT2,NE,,,
CNOT2,NE,,,
CNOT2,NE,,,
TIMELESS,E,,,
TIMELESS,E,,,
TIMELESS,E,,,
TIMELESS,E,,,
TIMELESS,E,,,
TIMELESS,E,,,
TIMELESS,E,,,
TIMELESS,NE,,,
CPSF6,E,,,
CPSF6,E,,,
CPSF6,E,,,
CPSF6,E,,,
CPSF6,E,,,
CPSF6,E,,,
CPSF6,NE,,,
CPSF6,NE,,,
CPSF6,NE,,,
KRR1,E,,,
KRR1,E,,,
KRR1,E,,,
KRR1,E,,,
KRR1,E,,,
KRR1,E,,,
KRR1,NE,,,
KRR1,NE,,,
MRPL51,E,,,
MRPL51,E,,,
MRPL51,E,,,
MRPL51,E,,,
MRPL51,E,,,
MRPL51,E,,,
MRPL51,E,,,
MRPL51,NE,,,
GAPDH,E,,,
GAPDH,E,,,
GAPDH,E,,,
GAPDH,E,,,
GAPDH,E,,,
GAPDH,E,,,
GAPDH,E,,,
GAPDH,NE,,,
NOP2,E,,,
NOP2,E,,,
NOP2,E,,,
NOP2,E,,,
NOP2,E,,,
NOP2,E,,,
NOP2,E,,,
NOP2,E,,,
CHD4,E,,,
CHD4,E,,,
CHD4,E,,,
CHD4,E,,,
CHD4,E,,,
CHD4,NE,,,
ACRBP,NE,,,
ACRBP,NE,,,
ACRBP,NE,,,
ACRBP,NE,,,
ACRBP,NE,,,
ACRBP,NE,,,
ACRBP,NE,,,
UHRF1BP1L,NE,,,
UHRF1BP1L,NE,,,
UHRF1BP1L,NE,,,
UHRF1BP1L,NE,,,
UHRF1BP1L,NE,,,
UHRF1BP1L,NE,,,
UHRF1BP1L,NE,,,
COPS7A,NE,,,
COPS7A,NE,,,
COPS7A,NE,,,
COPS7A,NE,,,
COPS7A,NE,,,
COPS7A,NE,,,
ING4,NE,,,
ING4,NE,,,
ING4,NE,,,
ING4,NE,,,
ING4,NE,,,
ING4,NE,,,
ING4,NE,,,
GNB3,E,,,
GNB3,NE,,,
GNB3,NE,,,
GNB3,NE,,,
GNB3,NE,,,
GNB3,NE,,,
GNB3,NE,,,
GNB3,NE,,,
CDCA3,E,,,
CDCA3,E,,,
CDCA3,NE,,,
CDCA3,NE,,,
CDCA3,NE,,,
CDCA3,NE,,,
CDCA3,NE,,,
CDCA3,NE,,,
CHPT1,NE,,,
CHPT1,NE,,,
CHPT1,NE,,,
CHPT1,NE,,,
CHPT1,NE,,,
CHPT1,NE,,,
CHPT1,NE,,,
USP5,E,,,
USP5,E,,,
USP5,E,,,
USP5,E,,,
USP5,E,,,
USP5,E,,,
USP5,E,,,
USP5,E,,,
TPI1,E,,,
TPI1,E,,,
TPI1,E,,,
TPI1,E,,,
TPI1,E,,,
TPI1,E,,,
TPI1,E,,,
TPI1,NE,,,
TPI1,NE,,,
GNPTAB,NE,,,
GNPTAB,NE,,,
GNPTAB,NE,,,
GNPTAB,NE,,,
GNPTAB,NE,,,
GNPTAB,NE,,,
GNPTAB,NE,,,
SPSB2,NE,,,
SPSB2,NE,,,
SPSB2,NE,,,
SPSB2,NE,,,
SPSB2,NE,,,
SPSB2,NE,,,
SPSB2,NE,,,
ENO2,NE,,,
ENO2,NE,,,
ENO2,NE,,,
ENO2,NE,,,
ATN1,E,,,
ATN1,NE,,,
ATN1,NE,,,
ATN1,NE,,,
ATN1,NE,,,
ATN1,NE,,,
ATN1,NE,,,
ATN1,NE,,,
C12orf57,NE,,,
C12orf57,NE,,,
C12orf57,NE,,,
C12orf57,NE,,,
C12orf57,NE,,,
C12orf57,NE,,,
PTPN6,NE,,,
PTPN6,NE,,,
PTPN6,NE,,,
PTPN6,NE,,,
PTPN6,NE,,,
PTPN6,NE,,,
PTPN6,NE,,,
LPCAT3,E,,,
LPCAT3,NE,,,
LPCAT3,NE,,,
LPCAT3,NE,,,
LPCAT3,NE,,,
LPCAT3,NE,,,
LPCAT3,NE,,,
NT5DC3,NE,,,
NT5DC3,NE,,,
NT5DC3,NE,,,
NT5DC3,NE,,,
NT5DC3,NE,,,
NT5DC3,NE,,,
NT5DC3,NE,,,
SLCO1B3,NE,,,
SLCO1B3,NE,,,
SLCO1B3,NE,,,
SLCO1B3,NE,,,
SLCO1B3,NE,,,
APOBEC1,NE,,,
APOBEC1,NE,,,
APOBEC1,NE,,,
APOBEC1,NE,,,
APOBEC1,NE,,,
APOBEC1,NE,,,
APOBEC1,NE,,,
NANOG,NE,,,
NANOG,NE,,,
NANOG,NE,,,
NANOG,NE,,,
NANOG,NE,,,
NANOG,NE,,,
NANOG,NE,,,
SUDS3,E,,,
SUDS3,E,,,
SUDS3,E,,,
SUDS3,E,,,
SUDS3,E,,,
SUDS3,NE,,,
SUDS3,NE,,,
SUDS3,NE,,,
GOLT1B,E,,,
GOLT1B,E,,,
GOLT1B,NE,,,
GOLT1B,NE,,,
GOLT1B,NE,,,
GOLT1B,NE,,,
GOLT1B,NE,,,
GYS2,NE,,,
GYS2,NE,,,
GYS2,NE,,,
GYS2,NE,,,
GYS2,NE,,,
GYS2,NE,,,
GYS2,NE,,,
LDHB,NE,,,
LDHB,NE,,,
LDHB,NE,,,
LDHB,NE,,,
LDHB,NE,,,
LDHB,NE,,,
LDHB,NE,,,
PRKAB1,NE,,,
PRKAB1,NE,,,
PRKAB1,NE,,,
PRKAB1,NE,,,
PRKAB1,NE,,,
PRKAB1,NE,,,
PRKAB1,NE,,,
CMAS,NE,,,
CMAS,NE,,,
CMAS,NE,,,
CMAS,NE,,,
CMAS,NE,,,
CMAS,NE,,,
CMAS,NE,,,
HCFC2,E,,,
HCFC2,NE,,,
HCFC2,NE,,,
HCFC2,NE,,,
HCFC2,NE,,,
HCFC2,NE,,,
HCFC2,NE,,,
ST8SIA1,NE,,,
ST8SIA1,NE,,,
