geneID,essential,,geneID2,essential
ARMH1,NE,,,
ARMH1,NE,,,
ARMH1,NE,,,
ARMH1,NE,,,
ZNF43,NE,,,
ZNF43,NE,,,
ZNF43,NE,,,
ZNF43,NE,,,
ZNF43,NE,,,
ZNF43,NE,,,
ZNF43,NE,,,
GPN1,E,,,
GPN1,E,,,
GPN1,E,,,
GPN1,E,,,
GPN1,E,,,
GPN1,E,,,
GPN1,E,,,
GPN1,NE,,,
PLN,NE,,,
PLN,NE,,,
PLN,NE,,,
PLN,NE,,,
PLN,NE,,,
PLN,NE,,,
PLN,NE,,,
C2CD4A,NE,,,
C2CD4A,NE,,,
C2CD4A,NE,,,
C2CD4A,NE,,,
C2CD4A,NE,,,
C2CD4A,NE,,,
C2CD4A,NE,,,
ZNF28,NE,,,
ZNF28,NE,,,
ZNF28,NE,,,
ZNF28,NE,,,
ZNF28,NE,,,
ITGBL1,NE,,,
ITGBL1,NE,,,
ITGBL1,NE,,,
ITGBL1,NE,,,
ITGBL1,NE,,,
ITGBL1,NE,,,
ITGBL1,NE,,,
ZNF511,E,,,
ZNF511,NE,,,
ZNF511,NE,,,
ZNF511,NE,,,
ZNF511,NE,,,
ZNF511,NE,,,
ZNF511,NE,,,
ZNF511,NE,,,
ZNF627,NE,,,
ZNF627,NE,,,
ZNF627,NE,,,
ZNF627,NE,,,
ZNF627,NE,,,
ZNF627,NE,,,
ZNF627,NE,,,
KCNRG,E,,,
KCNRG,NE,,,
KCNRG,NE,,,
KCNRG,NE,,,
KCNRG,NE,,,
KCNRG,NE,,,
KCNRG,NE,,,
KCNRG,NE,,,
WDHD1,E,,,
WDHD1,E,,,
WDHD1,E,,,
WDHD1,E,,,
WDHD1,E,,,
WDHD1,NE,,,
WDHD1,NE,,,
WDHD1,NE,,,
ZNF789,E,,,
ZNF789,NE,,,
ZNF789,NE,,,
ZNF789,NE,,,
ZNF789,NE,,,
ZNF789,NE,,,
ZNF789,NE,,,
ZNF789,NE,,,
CTNND1,NE,,,
CTNND1,NE,,,
CTNND1,NE,,,
CTNND1,NE,,,
CTNND1,NE,,,
CTNND1,NE,,,
CTNND1,NE,,,
DDX39B,E,,,
DDX39B,E,,,
DDX39B,E,,,
DDX39B,E,,,
DDX39B,E,,,
DDX39B,E,,,
DDX39B,NE,,,
DDX39B,NE,,,
SLC34A3,NE,,,
SLC34A3,NE,,,
SLC34A3,NE,,,
SLC34A3,NE,,,
SLC34A3,NE,,,
SLC34A3,NE,,,
SLC34A3,NE,,,
RD3,NE,,,
RD3,NE,,,
RD3,NE,,,
RD3,NE,,,
RD3,NE,,,
RD3,NE,,,
RD3,NE,,,
SPANXC,NE,,,
SPANXC,NE,,,
SPANXC,NE,,,
SPANXC,NE,,,
SPANXC,NE,,,
SPANXC,NE,,,
SPANXC,NE,,,
SH2D1B,NE,,,
SH2D1B,NE,,,
SH2D1B,NE,,,
SH2D1B,NE,,,
SH2D1B,NE,,,
SH2D1B,NE,,,
SH2D1B,NE,,,
ARC,E,,,
ARC,NE,,,
ARC,NE,,,
ARC,NE,,,
ARC,NE,,,
ARC,NE,,,
ARC,NE,,,
NUDT16,NE,,,
NUDT16,NE,,,
NUDT16,NE,,,
NUDT16,NE,,,
NUDT16,NE,,,
NUDT16,NE,,,
NUDT16,NE,,,
TLK1,E,,,
TLK1,NE,,,
TLK1,NE,,,
TLK1,NE,,,
TLK1,NE,,,
TLK1,NE,,,
TLK1,NE,,,
LRBA,E,,,
LRBA,NE,,,
LRBA,NE,,,
LRBA,NE,,,
LRBA,NE,,,
LRBA,NE,,,
LRBA,NE,,,
ZNF536,NE,,,
ZNF536,NE,,,
ZNF536,NE,,,
ZNF536,NE,,,
ZNF536,NE,,,
ZNF536,NE,,,
ZNF536,NE,,,
MMP17,NE,,,
MMP17,NE,,,
MMP17,NE,,,
MMP17,NE,,,
MMP17,NE,,,
MMP17,NE,,,
MMP17,NE,,,
OR2M2,NE,,,
OR2M2,NE,,,
OR2M2,NE,,,
BAZ1A,NE,,,
BAZ1A,NE,,,
BAZ1A,NE,,,
BAZ1A,NE,,,
BAZ1A,NE,,,
BAZ1A,NE,,,
BAZ1A,NE,,,
AKR1C4,NE,,,
AKR1C4,NE,,,
AKR1C4,NE,,,
AKR1C4,NE,,,
AKR1C4,NE,,,
COPS8,E,,,
COPS8,E,,,
COPS8,E,,,
COPS8,E,,,
COPS8,NE,,,
COPS8,NE,,,
COPS8,NE,,,
COPS8,NE,,,
COPS8,NE,,,
CCDC69,NE,,,
CCDC69,NE,,,
CCDC69,NE,,,
CCDC69,NE,,,
CCDC69,NE,,,
CCDC69,NE,,,
CCDC69,NE,,,
MDM4,E,,,
MDM4,E,,,
MDM4,E,,,
MDM4,NE,,,
MDM4,NE,,,
MDM4,NE,,,
MDM4,NE,,,
MDM4,NE,,,
RYR2,E,,,
RYR2,NE,,,
RYR2,NE,,,
RYR2,NE,,,
RYR2,NE,,,
RYR2,NE,,,
ZNF534,NE,,,
ZNF534,NE,,,
ZNF534,NE,,,
ZNF534,NE,,,
ZNF534,NE,,,
ZNF534,NE,,,
ZNF534,NE,,,
KLHL9,NE,,,
KLHL9,NE,,,
KLHL9,NE,,,
KLHL9,NE,,,
KLHL9,NE,,,
KLHL9,NE,,,
KLHL9,NE,,,
FAM3D,NE,,,
FAM3D,NE,,,
FAM3D,NE,,,
FAM3D,NE,,,
FAM3D,NE,,,
FAM3D,NE,,,
FAM3D,NE,,,
NCOA6,E,,,
NCOA6,E,,,
NCOA6,NE,,,
NCOA6,NE,,,
NCOA6,NE,,,
NCOA6,NE,,,
NCOA6,NE,,,
NCOA6,NE,,,
STK39,E,,,
STK39,E,,,
STK39,NE,,,
STK39,NE,,,
STK39,NE,,,
STK39,NE,,,
STK39,NE,,,
STK39,NE,,,
TAT,NE,,,
TAT,NE,,,
TAT,NE,,,
TAT,NE,,,
TAT,NE,,,
TAT,NE,,,
TAT,NE,,,
C6orf89,E,,,
C6orf89,NE,,,
C6orf89,NE,,,
C6orf89,NE,,,
C6orf89,NE,,,
C6orf89,NE,,,
C6orf89,NE,,,
C6orf89,NE,,,
CALM1,E,,,
CALM1,E,,,
CALM1,NE,,,
CALM1,NE,,,
CALM1,NE,,,
CALM1,NE,,,
CALM1,NE,,,
CALM1,NE,,,
LPA,E,,,
LPA,NE,,,
LPA,NE,,,
LPA,NE,,,
LPA,NE,,,
TAFA2,NE,,,
TAFA2,NE,,,
TAFA2,NE,,,
TAFA2,NE,,,
TAFA2,NE,,,
TAFA2,NE,,,
TAFA2,NE,,,
TTC37,E,,,
TTC37,E,,,
TTC37,NE,,,
TTC37,NE,,,
TTC37,NE,,,
TTC37,NE,,,
TTC37,NE,,,
TTC37,NE,,,
TUSC1,NE,,,
TUSC1,NE,,,
TUSC1,NE,,,
TUSC1,NE,,,
TUSC1,NE,,,
TUSC1,NE,,,
TUSC1,NE,,,
MAGEA1,NE,,,
MAGEA1,NE,,,
MAGEA1,NE,,,
MAGEA1,NE,,,
MAGEA1,NE,,,
MAGEA1,NE,,,
MAGEA1,NE,,,
PAPSS2,E,,,
PAPSS2,NE,,,
PAPSS2,NE,,,
PAPSS2,NE,,,
PAPSS2,NE,,,
PAPSS2,NE,,,
PAPSS2,NE,,,
SLC9A6,NE,,,
SLC9A6,NE,,,
SLC9A6,NE,,,
SLC9A6,NE,,,
SLC9A6,NE,,,
SLC9A6,NE,,,
SLC9A6,NE,,,
FAN1,NE,,,
FAN1,NE,,,
FAN1,NE,,,
FAN1,NE,,,
FAN1,NE,,,
FAN1,NE,,,
FAN1,NE,,,
ABCA4,NE,,,
ABCA4,NE,,,
ABCA4,NE,,,
ABCA4,NE,,,
ABCA4,NE,,,
ABCA4,NE,,,
ABCA4,NE,,,
EIF1AY,NE,,,
EIF1AY,NE,,,
EIF1AY,NE,,,
EIF1AY,NE,,,
EIF1AY,NE,,,
MT-ND6,NE,,,
IPO9,E,,,
IPO9,E,,,
IPO9,E,,,
IPO9,E,,,
IPO9,E,,,
IPO9,NE,,,
IPO9,NE,,,
IPO9,NE,,,
IPO9,NE,,,
GPX6,NE,,,
GPX6,NE,,,
GPX6,NE,,,
GPX6,NE,,,
GPX6,NE,,,
GPX6,NE,,,
GPX6,NE,,,
CEP290,NE,,,
CEP290,NE,,,
CEP290,NE,,,
CEP290,NE,,,
CEP290,NE,,,
MT-CO2,NE,,,
GLMP,NE,,,
GLMP,NE,,,
GLMP,NE,,,
TOGARAM1,E,,,
TOGARAM1,NE,,,
TOGARAM1,NE,,,
TOGARAM1,NE,,,
TOGARAM1,NE,,,
TOGARAM1,NE,,,
TOGARAM1,NE,,,
TOGARAM1,NE,,,
DLL1,E,,,
DLL1,NE,,,
DLL1,NE,,,
DLL1,NE,,,
DLL1,NE,,,
DLL1,NE,,,
DLL1,NE,,,
ANKRD13B,E,,,
ANKRD13B,NE,,,
ANKRD13B,NE,,,
ANKRD13B,NE,,,
ANKRD13B,NE,,,
ANKRD13B,NE,,,
ANKRD13B,NE,,,
ANKRD13B,NE,,,
ECI2,NE,,,
ECI2,NE,,,
ECI2,NE,,,
ECI2,NE,,,
ECI2,NE,,,
ECI2,NE,,,
ECI2,NE,,,
UNC13B,E,,,
UNC13B,NE,,,
UNC13B,NE,,,
UNC13B,NE,,,
UNC13B,NE,,,
UNC13B,NE,,,
UNC13B,NE,,,
UNC13B,NE,,,
TEX45,NE,,,
TEX45,NE,,,
TEX45,NE,,,
TEX45,NE,,,
TEX45,NE,,,
TEX45,NE,,,
TEX45,NE,,,
MT-CYB,NE,,,
LDB1,E,,,
LDB1,E,,,
LDB1,E,,,
LDB1,E,,,
LDB1,NE,,,
LDB1,NE,,,
LDB1,NE,,,
LDB1,NE,,,
PPP1R14C,NE,,,
PPP1R14C,NE,,,
PPP1R14C,NE,,,
PPP1R14C,NE,,,
PPP1R14C,NE,,,
PPP1R14C,NE,,,
PPP1R14C,NE,,,
CTR9,E,,,
CTR9,E,,,
CTR9,E,,,
CTR9,E,,,
CTR9,E,,,
CTR9,E,,,
CTR9,NE,,,
CTR9,NE,,,
SMOC1,NE,,,
SMOC1,NE,,,
SMOC1,NE,,,
SMOC1,NE,,,
SMOC1,NE,,,
SMOC1,NE,,,
SMOC1,NE,,,
F5,NE,,,
F5,NE,,,
F5,NE,,,
F5,NE,,,
F5,NE,,,
F5,NE,,,
F5,NE,,,
MSRB1,NE,,,
MSRB1,NE,,,
MSRB1,NE,,,
MSRB1,NE,,,
MSRB1,NE,,,
MSRB1,NE,,,
MSRB1,NE,,,
LRRTM3,NE,,,
LRRTM3,NE,,,
LRRTM3,NE,,,
LRRTM3,NE,,,
LRRTM3,NE,,,
LRRTM3,NE,,,
LRRTM3,NE,,,
ZNF652,NE,,,
ZNF652,NE,,,
ZNF652,NE,,,
ZNF652,NE,,,
ZNF652,NE,,,
ZNF652,NE,,,
ZNF652,NE,,,
SMURF1,E,,,
SMURF1,NE,,,
SMURF1,NE,,,
SMURF1,NE,,,
SMURF1,NE,,,
SMURF1,NE,,,
SMURF1,NE,,,
SLC5A3,E,,,
SLC5A3,NE,,,
SLC5A3,NE,,,
SLC5A3,NE,,,
SLC5A3,NE,,,
GPATCH3,NE,,,
GPATCH3,NE,,,
GPATCH3,NE,,,
GPATCH3,NE,,,
GPATCH3,NE,,,
GPATCH3,NE,,,
GPATCH3,NE,,,
CDC42BPB,E,,,
CDC42BPB,NE,,,
CDC42BPB,NE,,,
CDC42BPB,NE,,,
CDC42BPB,NE,,,
CDC42BPB,NE,,,
CDC42BPB,NE,,,
PLXNB3,NE,,,
PLXNB3,NE,,,
PLXNB3,NE,,,
PLXNB3,NE,,,
PLXNB3,NE,,,
PLXNB3,NE,,,
OXCT2,NE,,,
OXCT2,NE,,,
OXCT2,NE,,,
OXCT2,NE,,,
OXCT2,NE,,,
OXCT2,NE,,,
OXCT2,NE,,,
RPL10A,E,,,
RPL10A,E,,,
RPL10A,E,,,
RPL10A,E,,,
RPL10A,E,,,
RPL10A,E,,,
RPL10A,E,,,
RPL10A,NE,,,
COLGALT2,NE,,,
COLGALT2,NE,,,
COLGALT2,NE,,,
COLGALT2,NE,,,
COLGALT2,NE,,,
COLGALT2,NE,,,
COLGALT2,NE,,,
EPS8L3,NE,,,
EPS8L3,NE,,,
EPS8L3,NE,,,
EPS8L3,NE,,,
EPS8L3,NE,,,
EPS8L3,NE,,,
EPS8L3,NE,,,
EGFL6,E,,,
EGFL6,NE,,,
EGFL6,NE,,,
EGFL6,NE,,,
EGFL6,NE,,,
EGFL6,NE,,,
EGFL6,NE,,,
MT-ND2,NE,,,
SYCP1,NE,,,
SYCP1,NE,,,
SYCP1,NE,,,
SYCP1,NE,,,
SYCP1,NE,,,
SYCP1,NE,,,
SYCP1,NE,,,
APCDD1L,NE,,,
APCDD1L,NE,,,
APCDD1L,NE,,,
APCDD1L,NE,,,
APCDD1L,NE,,,
APCDD1L,NE,,,
APCDD1L,NE,,,
RCSD1,NE,,,
RCSD1,NE,,,
RCSD1,NE,,,
RCSD1,NE,,,
RCSD1,NE,,,
RCSD1,NE,,,
RCSD1,NE,,,
RASSF9,NE,,,
RASSF9,NE,,,
RASSF9,NE,,,
RASSF9,NE,,,
RASSF9,NE,,,
RASSF9,NE,,,
RASSF9,NE,,,
FAM169A,NE,,,
FAM169A,NE,,,
FAM169A,NE,,,
FAM169A,NE,,,
FAM169A,NE,,,
FAM169A,NE,,,
FAM169A,NE,,,
ZNF830,E,,,
ZNF830,E,,,
ZNF830,E,,,
ZNF830,E,,,
ZNF830,E,,,
ZNF830,NE,,,
ZNF830,NE,,,
ZNF830,NE,,,
GRIN3A,NE,,,
GRIN3A,NE,,,
GRIN3A,NE,,,
GRIN3A,NE,,,
GRIN3A,NE,,,
GRIN3A,NE,,,
GRIN3A,NE,,,
MT-ND5,NE,,,
CNOT7,E,,,
CNOT7,NE,,,
CNOT7,NE,,,
CNOT7,NE,,,
CNOT7,NE,,,
CNOT7,NE,,,
CNOT7,NE,,,
CNOT7,NE,,,
TMEM184B,NE,,,
TMEM184B,NE,,,
TMEM184B,NE,,,
TMEM184B,NE,,,
TMEM184B,NE,,,
TMEM184B,NE,,,
TMEM184B,NE,,,
MTOR,E,,,
MTOR,E,,,
MTOR,E,,,
MTOR,E,,,
MTOR,E,,,
MTOR,E,,,
MTOR,E,,,
MTOR,E,,,
MTOR,NE,,,
SCAMP5,NE,,,
SCAMP5,NE,,,
SCAMP5,NE,,,
SCAMP5,NE,,,
SCAMP5,NE,,,
SCAMP5,NE,,,
SCAMP5,NE,,,
ZNF521,NE,,,
ZNF521,NE,,,
ZNF521,NE,,,
ZNF521,NE,,,
ZNF521,NE,,,
ZNF521,NE,,,
ALPK2,E,,,
ALPK2,NE,,,
ALPK2,NE,,,
ALPK2,NE,,,
ALPK2,NE,,,
ALPK2,NE,,,
ALPK2,NE,,,
BRINP2,NE,,,
BRINP2,NE,,,
BRINP2,NE,,,
BRINP2,NE,,,
BRINP2,NE,,,
BRINP2,NE,,,
BRINP2,NE,,,
MAGEB3,NE,,,
MAGEB3,NE,,,
MAGEB3,NE,,,
MAGEB3,NE,,,
MAGEB3,NE,,,
MAGEB3,NE,,,
MAGEB3,NE,,,
LRIG2,NE,,,
LRIG2,NE,,,
LRIG2,NE,,,
LRIG2,NE,,,
LRIG2,NE,,,
LRIG2,NE,,,
LRIG2,NE,,,
MT-CO1,NE,,,
PNP,NE,,,
PNP,NE,,,
PNP,NE,,,
PNP,NE,,,
PNP,NE,,,
PNP,NE,,,
PNP,NE,,,
PAX9,NE,,,
PAX9,NE,,,
PAX9,NE,,,
PAX9,NE,,,
PAX9,NE,,,
LRRC10,E,,,
LRRC10,NE,,,
LRRC10,NE,,,
LRRC10,NE,,,
LRRC10,NE,,,
LRRC10,NE,,,
LRRC10,NE,,,
LRRC10,NE,,,
GK,E,,,
GK,NE,,,
GK,NE,,,
GK,NE,,,
GK,NE,,,
GK,NE,,,
GK,NE,,,
FOXJ3,NE,,,
FOXJ3,NE,,,
FOXJ3,NE,,,
FOXJ3,NE,,,
FOXJ3,NE,,,
ZNF358,NE,,,
ZNF358,NE,,,
ZNF358,NE,,,
ZNF358,NE,,,
ZNF358,NE,,,
SFT2D1,NE,,,
SFT2D1,NE,,,
SFT2D1,NE,,,
SFT2D1,NE,,,
SFT2D1,NE,,,
SFT2D1,NE,,,
SFT2D1,NE,,,
CD247,NE,,,
CD247,NE,,,
CD247,NE,,,
CD247,NE,,,
CD247,NE,,,
CD247,NE,,,
CD247,NE,,,
GRM3,NE,,,
GRM3,NE,,,
GRM3,NE,,,
GRM3,NE,,,
GRM3,NE,,,
GRM3,NE,,,
GRM3,NE,,,
CHAMP1,E,,,
CHAMP1,E,,,
CHAMP1,E,,,
CHAMP1,NE,,,
CHAMP1,NE,,,
CHAMP1,NE,,,
CHAMP1,NE,,,
CHAMP1,NE,,,
INPP5F,NE,,,
INPP5F,NE,,,
INPP5F,NE,,,
INPP5F,NE,,,
INPP5F,NE,,,
INPP5F,NE,,,
INPP5F,NE,,,
ARHGAP11A,NE,,,
ARHGAP11A,NE,,,
ARHGAP11A,NE,,,
ARHGAP11A,NE,,,
ARHGAP11A,NE,,,
ARHGAP11A,NE,,,
ARHGAP11A,NE,,,
SUCNR1,E,,,
SUCNR1,NE,,,
SUCNR1,NE,,,
SUCNR1,NE,,,
SUCNR1,NE,,,
SUCNR1,NE,,,
SUCNR1,NE,,,
HMGN2,E,,,
HMGN2,NE,,,
HMGN2,NE,,,
HMGN2,NE,,,
HMGN2,NE,,,
HMGN2,NE,,,
HMGN2,NE,,,
HMGN2,NE,,,
SELENOM,NE,,,
SELENOM,NE,,,
SELENOM,NE,,,
UBE2J1,E,,,
UBE2J1,NE,,,
UBE2J1,NE,,,
UBE2J1,NE,,,
UBE2J1,NE,,,
UBE2J1,NE,,,
GJC2,NE,,,
GJC2,NE,,,
GJC2,NE,,,
GJC2,NE,,,
GJC2,NE,,,
GJC2,NE,,,
GJC2,NE,,,
OPA1,E,,,
OPA1,E,,,
OPA1,E,,,
OPA1,E,,,
OPA1,E,,,
OPA1,NE,,,
OPA1,NE,,,
OPA1,NE,,,
DENND4B,NE,,,
DENND4B,NE,,,
DENND4B,NE,,,
DENND4B,NE,,,
DENND4B,NE,,,
DENND4B,NE,,,
DENND4B,NE,,,
RYR3,NE,,,
RYR3,NE,,,
RYR3,NE,,,
RYR3,NE,,,
RYR3,NE,,,
RYR3,NE,,,
RYR3,NE,,,
ZNF277,NE,,,
ZNF277,NE,,,
ZNF277,NE,,,
ZNF277,NE,,,
ZNF277,NE,,,
ZNF277,NE,,,
ZNF277,NE,,,
MT-ND3,NE,,,
KTI12,E,,,
KTI12,E,,,
KTI12,E,,,
KTI12,E,,,
KTI12,NE,,,
KTI12,NE,,,
KTI12,NE,,,
KTI12,NE,,,
STYXL2,NE,,,
STYXL2,NE,,,
STYXL2,NE,,,
STYXL2,NE,,,
STYXL2,NE,,,
SELENOT,NE,,,
SELENOT,NE,,,
SELENOT,NE,,,
ARHGEF15,E,,,
ARHGEF15,NE,,,
ARHGEF15,NE,,,
ARHGEF15,NE,,,
ARHGEF15,NE,,,
ARHGEF15,NE,,,
TOX,NE,,,
TOX,NE,,,
TOX,NE,,,
TOX,NE,,,
TOX,NE,,,
TOX,NE,,,
TOX,NE,,,
CES1,NE,,,
CES1,NE,,,
CES1,NE,,,
CES1,NE,,,
CES1,NE,,,
CES1,NE,,,
CES1,NE,,,
CD3E,NE,,,
CD3E,NE,,,
CD3E,NE,,,
CD3E,NE,,,
CD3E,NE,,,
CD3E,NE,,,
CD3E,NE,,,
RUSC2,NE,,,
RUSC2,NE,,,
RUSC2,NE,,,
RUSC2,NE,,,
RUSC2,NE,,,
RUSC2,NE,,,
RUSC2,NE,,,
XP32,NE,,,
XP32,NE,,,
XP32,NE,,,
XP32,NE,,,
XP32,NE,,,
XP32,NE,,,
XP32,NE,,,
FICD,NE,,,
FICD,NE,,,
FICD,NE,,,
FICD,NE,,,
FICD,NE,,,
FICD,NE,,,
FICD,NE,,,
OSTC,E,,,
OSTC,NE,,,
OSTC,NE,,,
OSTC,NE,,,
OSTC,NE,,,
OSTC,NE,,,
OSTC,NE,,,
R3HDM4,NE,,,
R3HDM4,NE,,,
R3HDM4,NE,,,
R3HDM4,NE,,,
R3HDM4,NE,,,
R3HDM4,NE,,,
R3HDM4,NE,,,
TSEN15,E,,,
TSEN15,E,,,
TSEN15,NE,,,
TSEN15,NE,,,
TSEN15,NE,,,
TSEN15,NE,,,
TSEN15,NE,,,
LTN1,E,,,
LTN1,NE,,,
LTN1,NE,,,
LTN1,NE,,,
LTN1,NE,,,
LTN1,NE,,,
LTN1,NE,,,
LTN1,NE,,,
RUNDC1,NE,,,
RUNDC1,NE,,,
RUNDC1,NE,,,
RUNDC1,NE,,,
RUNDC1,NE,,,
RUNDC1,NE,,,
RUNDC1,NE,,,
CCDC152,NE,,,
CCDC152,NE,,,
CCDC152,NE,,,
CCDC152,NE,,,
CCDC152,NE,,,
CCDC152,NE,,,
CCDC152,NE,,,
STKLD1,NE,,,
STKLD1,NE,,,
STKLD1,NE,,,
GRK5,E,,,
GRK5,NE,,,
GRK5,NE,,,
GRK5,NE,,,
GRK5,NE,,,
GRK5,NE,,,
GRK5,NE,,,
TYW1,NE,,,
TYW1,NE,,,
TYW1,NE,,,
TYW1,NE,,,
TYW1,NE,,,
TYW1,NE,,,
TYW1,NE,,,
DCAF12,NE,,,
DCAF12,NE,,,
DCAF12,NE,,,
DCAF12,NE,,,
DCAF12,NE,,,
DCAF12,NE,,,
DCAF12,NE,,,
SFMBT2,NE,,,
SFMBT2,NE,,,
SFMBT2,NE,,,
SFMBT2,NE,,,
SFMBT2,NE,,,
SFMBT2,NE,,,
SFMBT2,NE,,,
ASB12,NE,,,
ASB12,NE,,,
ASB12,NE,,,
ASB12,NE,,,
ASB12,NE,,,
ASB12,NE,,,
PNMA5,NE,,,
PNMA5,NE,,,
PNMA5,NE,,,
PNMA5,NE,,,
PNMA5,NE,,,
PNMA5,NE,,,
PNMA5,NE,,,
ITPRIPL1,NE,,,
ITPRIPL1,NE,,,
ITPRIPL1,NE,,,
ITPRIPL1,NE,,,
ITPRIPL1,NE,,,
ITPRIPL1,NE,,,
ITPRIPL1,NE,,,
MT-ND4,NE,,,
SMC5,E,,,
SMC5,E,,,
SMC5,E,,,
SMC5,E,,,
SMC5,E,,,
SMC5,NE,,,
SMC5,NE,,,
SMC5,NE,,,
MT-ND1,NE,,,
DCAF12L1,NE,,,
DCAF12L1,NE,,,
DCAF12L1,NE,,,
DCAF12L1,NE,,,
DCAF12L1,NE,,,
DCAF12L1,NE,,,
DCAF12L1,NE,,,
PRMT6,NE,,,
PRMT6,NE,,,
PRMT6,NE,,,
PRMT6,NE,,,
PRMT6,NE,,,
SHISA4,NE,,,
SHISA4,NE,,,
SHISA4,NE,,,
SHISA4,NE,,,
SHISA4,NE,,,
SHISA4,NE,,,
SHISA4,NE,,,
CIPC,NE,,,
CIPC,NE,,,
CIPC,NE,,,
CAPZA2,E,,,
CAPZA2,NE,,,
CAPZA2,NE,,,
CAPZA2,NE,,,
CAPZA2,NE,,,
CAPZA2,NE,,,
CAPZA2,NE,,,
CAPZA2,NE,,,
MT-ATP6,NE,,,
TOP1,E,,,
TOP1,E,,,
TOP1,E,,,
TOP1,E,,,
TOP1,E,,,
TOP1,E,,,
TOP1,E,,,
TOP1,NE,,,
PRC1,E,,,
PRC1,E,,,
PRC1,E,,,
PRC1,E,,,
PRC1,E,,,
PRC1,E,,,
PRC1,NE,,,
PRC1,NE,,,
BHLHB9,NE,,,
BHLHB9,NE,,,
BHLHB9,NE,,,
BHLHB9,NE,,,
BHLHB9,NE,,,
BHLHB9,NE,,,
BHLHB9,NE,,,
MAP3K3,E,,,
MAP3K3,NE,,,
MAP3K3,NE,,,
MAP3K3,NE,,,
MAP3K3,NE,,,
MAP3K3,NE,,,
MAP3K3,NE,,,
L1CAM,E,,,
L1CAM,NE,,,
L1CAM,NE,,,
L1CAM,NE,,,
L1CAM,NE,,,
L1CAM,NE,,,
L1CAM,NE,,,
SREBF2,E,,,
SREBF2,E,,,
SREBF2,NE,,,
SREBF2,NE,,,
SREBF2,NE,,,
SREBF2,NE,,,
SREBF2,NE,,,
SREBF2,NE,,,
SREBF2,NE,,,
C1orf174,NE,,,
C1orf174,NE,,,
C1orf174,NE,,,
C1orf174,NE,,,
C1orf174,NE,,,
C1orf174,NE,,,
C1orf174,NE,,,
POU3F3,NE,,,
POU3F3,NE,,,
POU3F3,NE,,,
POU3F3,NE,,,
POU3F3,NE,,,
POU3F3,NE,,,
POU3F3,NE,,,
RASGEF1A,NE,,,
RASGEF1A,NE,,,
RASGEF1A,NE,,,
RASGEF1A,NE,,,
RASGEF1A,NE,,,
RASGEF1A,NE,,,
RASGEF1A,NE,,,
SPOUT1,E,,,
SPOUT1,E,,,
SPOUT1,E,,,
SPOUT1,E,,,
SPOUT1,E,,,
SPOUT1,E,,,
SPOUT1,E,,,
SPOUT1,E,,,
SPOUT1,NE,,,
RPL39,E,,,
RPL39,E,,,
RPL39,E,,,
RPL39,NE,,,
DZIP3,NE,,,
DZIP3,NE,,,
DZIP3,NE,,,
DZIP3,NE,,,
DZIP3,NE,,,
DZIP3,NE,,,
DZIP3,NE,,,
KIAA0753,NE,,,
KIAA0753,NE,,,
KIAA0753,NE,,,
KIAA0753,NE,,,
KIAA0753,NE,,,
KIAA0753,NE,,,
KIAA0753,NE,,,
DCLRE1A,E,,,
DCLRE1A,NE,,,
DCLRE1A,NE,,,
DCLRE1A,NE,,,
DCLRE1A,NE,,,
DCLRE1A,NE,,,
DCLRE1A,NE,,,
DCLRE1A,NE,,,
ATG9A,E,,,
ATG9A,E,,,
ATG9A,NE,,,
ATG9A,NE,,,
ATG9A,NE,,,
ATG9A,NE,,,
ATG9A,NE,,,
ATG9A,NE,,,
NOS1AP,NE,,,
NOS1AP,NE,,,
NOS1AP,NE,,,
NOS1AP,NE,,,
NOS1AP,NE,,,
NOS1AP,NE,,,
NOS1AP,NE,,,
CSAG1,NE,,,
CSAG1,NE,,,
CSAG1,NE,,,
CSAG1,NE,,,
CSAG1,NE,,,
CSAG1,NE,,,
CSAG1,NE,,,
APRT,E,,,
APRT,E,,,
APRT,NE,,,
APRT,NE,,,
APRT,NE,,,
APRT,NE,,,
APRT,NE,,,
APRT,NE,,,
GPRASP1,NE,,,
GPRASP1,NE,,,
GPRASP1,NE,,,
GPRASP1,NE,,,
GPRASP1,NE,,,
GPRASP1,NE,,,
GPRASP1,NE,,,
TBKBP1,NE,,,
TBKBP1,NE,,,
TBKBP1,NE,,,
TBKBP1,NE,,,
TBKBP1,NE,,,
TBKBP1,NE,,,
TBKBP1,NE,,,
MAGEE1,NE,,,
MAGEE1,NE,,,
MAGEE1,NE,,,
MAGEE1,NE,,,
MAGEE1,NE,,,
MAGEE1,NE,,,
MAGEE1,NE,,,
CCDC167,NE,,,
CCDC167,NE,,,
CCDC167,NE,,,
CCDC167,NE,,,
CCDC167,NE,,,
CCDC167,NE,,,
CCDC167,NE,,,
MT-CO3,NE,,,
ZFP2,E,,,
ZFP2,NE,,,
ZFP2,NE,,,
ZFP2,NE,,,
ZFP2,NE,,,
ZFP2,NE,,,
ZFP2,NE,,,
ZFP2,NE,,,
SOWAHA,NE,,,
SOWAHA,NE,,,
SOWAHA,NE,,,
SOWAHA,NE,,,
SOWAHA,NE,,,
SOWAHA,NE,,,
SOWAHA,NE,,,
L3MBTL3,E,,,
L3MBTL3,NE,,,
L3MBTL3,NE,,,
L3MBTL3,NE,,,
L3MBTL3,NE,,,
L3MBTL3,NE,,,
L3MBTL3,NE,,,
