geneID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
TSPAN6,10.7856,10.767,22.166,81.0857,80.7689,11.0754,4.9049,59.9378,6.5123,45.448,58.5745
TNMD,0.0633,0.0263,0.2386,0,0.0415,0.1419,0.053,0.6792,0.2648,0.285,0.1966
DPM1,26.53,27.0366,29.67,35.4927,28.7767,22.4343,21.7061,30.9227,29.6588,27.4237,30.6205
SCYL3,5.559,7.9781,9.3308,14.3979,10.0182,6.5024,4.9946,10.1373,6.9805,8.1474,11.156
C1orf112,2.3726,2.637,2.3913,3.3948,3.3805,2.0817,2.1145,3.4772,2.2288,2.6901,2.9938
FGR,3.5852,4.7203,8.7333,8.6252,7.4724,4.6767,3.5952,10.1748,8.0447,5.7314,6.803
CFH,26.6639,51.8998,109.0279,94.6987,89.7957,33.6209,37.0155,90.5723,35.3869,80.8783,89.1341
FUCA2,12.9444,15.5646,18.1974,28.2053,37.1444,12.2513,14.1923,25.6906,13.6755,22.0575,27.8682
GCLC,19.129,24.4271,52.3787,97.2444,87.6468,23.6536,15.7012,80.9802,21.0908,73.489,71.7993
NFYA,4.3224,4.0042,5.2537,8.7933,7.8974,3.4571,4.6599,7.2536,5.6819,8.279,8.18
STPG1,0,0,0,0,0,0,0,0,0,0,0
NIPAL3,1.8322,3.1119,4.0736,9.5839,7.5654,1.3607,1.3632,4.9315,2.0145,7.6543,6.5433
LAS1L,22.4054,20.0239,20.2904,19.4481,14.2199,16.9067,17.802,22.6046,24.3605,20.5174,20.5024
ENPP4,6.6372,6.3972,7.8749,6.4767,5.8635,5.5339,8.4141,4.3926,3.5941,5.2246,4.4272
SEMA3F,5.2304,7.0926,24.8196,84.8124,66.1802,6.2344,3.4859,51.6276,11.7631,53.5775,57.392
CFTR,0.0557,0.0116,0.0525,6.4708,0.0639,0.0187,0.0291,0.0679,0.0364,0.0399,0.0691
ANKIB1,9.2198,9.6368,10.4058,12.7289,14.7995,9.2037,8.7732,10.9426,8.3495,11.3332,11.2849
CYP51A1,5.7098,6.7213,6.1076,8.7499,9.8277,6.2828,5.5969,7.4294,7.0561,7.8402,9.1703
KRIT1,9.0602,9.8683,10.682,14.6871,12.0352,9.7298,8.412,11.9133,9.4387,9.3179,12.5478
RAD52,7.3588,10.338,7.2205,9.2255,7.2072,11.8644,10.0128,7.6597,8.7964,6.7299,9.2779
BAD,38.6243,42.6602,29.2841,33.3449,36.9688,36.7238,51.2643,28.831,30.5824,27.8243,33.8987
LAP3,24.5646,27.3141,29.826,29.1394,28.9078,22.9714,26.885,26.2766,43.7875,22.6713,34.1666
CD99,39.4084,56.4928,45.2476,25.4957,51.4977,34.7916,32.4112,29.8232,37.6008,31.1745,31.015
HS3ST1,3.6045,5.0908,8.5593,20.0443,29.2409,4.3998,0.7638,21.3261,3.6329,18.505,24.5674
AOC1,0,0,0,0,0,0,0,0,0,0,0
WNT16,0.0925,0.033,0.0427,0.1768,0.0867,0.083,0.0332,0.0645,0.0968,0.0757,0.0985
HECW1,0.0374,0.1556,0.1747,0.4591,0.4749,0.1846,0.0679,0.3103,0.1696,0.378,0.5036
MAD1L1,8.3684,8.0326,7.9386,10.5076,7.3838,6.3992,6.3166,9.4081,6.7299,8.42,8.7093
LASP1,20.8823,22.4284,27.6906,44.8299,59.8593,23.3125,15.723,44.0654,21.4774,46.0153,47.4973
SNX11,8.26,9.4368,9.2022,10.2426,8.0669,7.5013,11.3507,8.0734,13.6337,8.3035,10.082
TMEM176A,12.4962,15.5835,53.9223,36.3504,46.6146,12.0884,19.2092,77.4961,25.1019,37.2185,66.4176
M6PR,21.334,23.6808,26.6659,36.3274,32.8462,22.7355,21.9468,29.727,25.8029,35.1752,36.0984
KLHL13,7.3559,7.4175,4.1925,4.0944,3.7116,8.1678,6.9773,3.8228,3.4716,3.3406,3.6454
CYP26B1,3.8164,0.6894,1.9892,1.1346,2.251,1.7404,0.9312,4.3471,3.7935,1.9363,1.5565
ICA1,3.0954,3.6255,11.8061,36.08,34.7012,3.4959,1.8905,23.7345,4.1665,22.1621,24.1062
DBNDD1,0.3534,0.7113,3.5857,3.5335,7.7144,0.6003,3.24,3.1565,0.5446,2.7104,3.1878
ALS2,4.476,4.4314,4.5507,4.4347,5.049,4.0773,3.5429,4.9542,4.9853,3.9156,4.0977
CASP10,1.2105,1.2176,2.0888,7.0593,2.8264,1.4511,0.6161,4.4876,1.9161,1.8286,5.8058
CFLAR,24.5557,33.1363,29.5714,21.6747,16.3445,25.5778,18.8119,24.7277,30.2954,21.9334,22.4509
TFPI,9.7371,17.4066,16.6236,20.8012,21.4218,20.7305,7.7748,27.7263,14.0173,17.7308,14.665
NDUFAF7,0,0,0,0,0,0,0,0,0,0,0
RBM5,64.7447,52.3426,53.3653,100.0909,90.9344,68.9108,52.3159,90.1538,66.3612,71.3553,92.9333
MTMR7,0.799,0.832,0.6519,0.691,0.5932,0.5789,0.5069,0.7478,0.6414,0.925,0.5312
SLC7A2,7.2254,5.7721,6.6174,7.0718,7.6937,6.1323,2.0701,12.3826,10.1457,10.5582,4.4395
ARF5,83.8956,73.179,79.2865,106.874,140.9255,65.2713,75.8352,102.0999,77.3454,88.5046,99.31
SARM1,2.2617,3.1879,2.2783,1.7535,1.6323,1.9513,2.2056,1.9978,4.4304,2.176,2.0291
PLXND1,15.4478,14.4291,19.4431,18.0485,28.8078,19.9254,13.6183,22.7964,18.8133,17.7129,22.4967
AK2,13.4562,15.5636,17.9482,21.5334,19.9128,10.0958,12.8729,18.7702,18.5391,18.2065,19.641
CD38,0.3434,0.6424,1.9725,3.1394,1.2019,0.2309,0.3355,0.8652,1.7954,0.6091,1.8837
FKBP4,16.116,21.2591,18.2905,20.7976,20.2692,20.8098,29.601,24.7173,22.6002,22.3717,22.069
KDM1A,25.2547,29.2962,35.1565,40.7682,42.6461,24.1943,23.1972,35.8418,25.5462,41.9454,40.2337
RBM6,62.3074,59.6084,62.4716,76.8228,64.7044,61.3271,60.5715,72.511,53.8519,52.6708,69.4738
CAMKK1,17.0195,11.856,9.1701,6.9342,7.3918,12.2725,25.7966,9.1235,4.7111,9.4866,7.7294
RECQL,5.2164,7.838,7.9528,9.0481,6.4316,7.3089,6.5339,5.462,8.3471,6.9786,5.9455
VPS50,0,0,0,0,0,0,0,0,0,0,0
HSPB6,802.3632,537.2195,359.9478,78.6648,215.417,709.871,456.5283,209.6974,805.656,185.9912,291.3059
ARHGAP33,12.8072,7.9473,5.4714,6.7965,12.2414,11.3088,7.2668,6.8648,6.2043,6.3971,12.1731
NDUFAB1,65.8252,63.5001,55.7367,52.6326,54.5749,46.3996,73.1272,45.358,73.981,45.0374,52.435
PDK4,182.769,370.2695,228.0285,203.4616,120.9801,195.1639,36.0712,193.8338,258.0376,381.4091,38.2252
SLC22A16,0.0645,0.0357,0.2084,0.1438,0.0564,0,0.018,0.1887,0.1573,0,0
ZMYND10,0.722,0.4202,0.3888,0.4829,0.7581,0.6257,0.4434,0.446,0.2516,0.4728,0.8667
ABCB5,0.0607,0.0597,0.0773,0.0074,0.2609,0.4257,0.037,0.2423,0.0808,0.0452,0.0549
ARX,0.0148,0.0494,0.016,0.0397,0.0585,0.0532,0.0497,0.0579,0.0155,0.0365,0.0922
SLC25A13,4.9309,6.3658,6.9513,12.9969,11.8038,5.8827,4.5772,8.5106,6.1062,7.5046,8.3976
ST7,8.2932,8.77,7.5498,7.0111,6.6125,9.0703,7.9633,6.5208,6.0025,6.5791,7.5989
CDC27,8.815,9.7756,9.6904,9.2594,9.0243,8.5648,6.6753,7.2028,9.1698,8.524,7.9062
SLC4A1,0.0258,0.0143,0.0278,0.023,0.0113,0.0154,0,0.0672,0.027,0.0141,0.0321
CALCR,0,0.0089,0.0461,0.0143,0,0.0096,0.009,0.0104,0.0224,0.0175,0.0399
HCCS,6.8457,7.8143,6.5926,8.7708,9.7933,7.4367,10.1011,6.659,8.6732,7.2796,8.0746
DVL2,19.3958,21.9941,18.2382,20.5543,18.587,22.9709,21.9304,20.8073,18.2843,19.3645,22.6126
PRSS22,1.1698,4.1462,8.0236,41.7619,36.8096,1.5181,0.6703,17.5946,0.837,14.1888,26.3044
UPF1,26.6865,31.9023,35.3872,35.8943,30.7934,27.3262,26.3135,32.3574,38.6394,25.6111,39.1311
SKAP2,10.6616,14.6985,18.2656,21.9416,24.2347,12.6522,10.3959,20.5662,16.6214,21.398,20.7293
SLC25A5,111.3916,119.0218,105.0705,141.3338,161.4988,116.4648,130.1048,87.6955,131.9328,127.9049,95.8233
MCUB,0,0,0,0,0,0,0,0,0,0,0
HOXA11,10.8721,11.9402,14.6712,15.1905,14.3964,11.0887,13.0649,18.0387,7.2314,17.5112,18.5758
POLR2J,27.2358,28.8217,26.4138,34.39,37.6409,22.3025,28.8868,32.5753,26.5136,26.2692,33.8253
DHX33,5.0658,5.5501,5.5295,6.6959,6.8184,4.8211,4.5732,6.0296,7.6001,6.1927,6.4706
MEOX1,6.3509,3.262,3.9114,2.295,7.9045,5.0233,1.6506,3.1505,3.8166,1.9123,3.5811
THSD7A,2.7048,1.7929,1.997,1.8551,1.8941,1.6661,1.2693,1.49,1.8251,2.9667,1.0713
LIG3,9.7589,7.895,8.9786,9.4992,6.548,7.7688,11.1506,7.9494,10.3532,8.6161,9.9732
RPAP3,6.226,8.2741,11.2422,9.1809,8.0654,7.2319,5.941,6.8285,10.431,6.3759,8.3647
ACSM3,3.5572,1.1922,4.7538,8.4715,9.8511,6.0614,0.5147,6.2849,2.4927,5.3211,7.2166
REXO5,0,0,0,0,0,0,0,0,0,0,0
CIAPIN1,7.439,9.0831,10.0639,13.0707,14.2068,7.5784,10.5587,10.201,11.7422,10.1555,11.5297
SPPL2B,19.6559,19.6896,19.3621,31.5497,25.7252,16.921,16.5643,25.1826,15.5583,18.7564,27.1347
FAM214B,11.6675,12.3827,11.5491,11.0471,15.5356,8.6542,10.6208,12.2727,7.883,10.163,11.1827
COPZ2,25.4685,28.9518,24.3762,10.4304,19.1636,35.5016,61.4943,18.3417,21.1963,15.0861,13.3211
PRKAR2B,10.8622,17.625,23.2843,30.8724,22.15,16.7504,9.0675,23.3023,7.7021,34.1764,17.1812
MSL3,4.1858,5.5064,6.2706,9.8403,9.0888,5.807,4.9625,9.1394,5.7639,7.5092,8.4182
CREBBP,18.7855,15.8925,16.5903,18.3352,13.6545,23.4537,13.3982,18.0033,18.3435,21.5864,17.1561
TSPOAP1,0,0,0,0,0,0,0,0,0,0,0
MPO,0.0664,0.1214,0.1715,0.1776,0.3832,0.1071,0.0667,0.0906,0.1665,0.0543,0.2472
PON1,0.0244,0.0607,0.0787,0.4561,0.3836,0.0437,0.0408,0.1663,0.0509,0.3389,0.0907
GCFC2,4.2335,4.364,5.0467,5.4239,5.0636,4.14,3.1737,5.1279,4.284,3.871,4.8338
WDR54,5.8721,12.3949,11.8682,14.4365,19.8686,6.0853,6.9934,16.4004,8.2932,13.2354,18.5635
CROT,4.8612,8.0136,15.4822,46.3737,37.0388,4.7131,5.2915,30.0104,4.1035,31.334,33.6252
ABCB4,0.5136,0.5693,0.5416,0.959,0.5336,0.2014,0.457,0.647,0.2126,0.6131,0.6112
KMT2E,0,0,0,0,0,0,0,0,0,0,0
RHBDD2,29.3314,33.7162,43.164,38.6327,47.3843,28.6202,30.9193,53.6247,25.2777,39.5801,46.8116
SOX8,2.0152,0.8493,1.5976,1.0671,1.0102,1.6562,1.2892,0.505,1.1853,0.7332,0.6431
IBTK,10.6171,9.5946,11.9598,11.4857,9.8234,9.5191,9.7764,9.9803,11.8049,10.2462,10.4422
ZNF195,3.5527,4.8119,6.6263,13.047,12.0898,3.2697,3.2413,13.2749,5.0557,8.109,10.4755
MYCBP2,8.5024,8.9361,10.5456,9.384,7.0744,9.7338,7.6009,8.8159,10.1526,10.0153,8.9512
FBXL3,20.282,20.1603,18.3089,21.3437,15.0854,19.0791,12.5252,19.1364,18.1029,18.7692,15.7525
ITGAL,0.1393,0.3882,2.4613,5.4025,2.419,0.1983,0.1646,5.2408,0.8993,3.5876,13.5097
PDK2,31.6991,36.1212,25.5643,19.6727,19.0857,28.3306,26.9684,20.2552,19.5195,19.2054,16.9503
ITGA3,17.5951,28.8962,35.0021,61.6817,81.5804,13.2718,15.9509,51.1428,13.0378,63.3843,57.5555
ZFX,7.8971,8.6848,5.9227,6.0682,4.0778,9.8902,7.6017,6.7255,9.016,6.1725,7.0449
LAMP2,9.8489,13.4818,15.4239,15.3652,16.5299,12.7504,9.253,13.5642,11.672,14.1871,12.9486
ITGA2B,0.2816,0.0745,0.4273,0.7533,1.7133,0.3328,0.0214,0.6366,0.1606,0.4086,0.604
ASB4,0.0296,0.0246,0.1063,0.1981,0.1944,0.0708,0.0083,0.1637,0.0206,0.1536,0.1471
GDE1,46.2128,54.0608,35.6738,31.1944,31.8052,39.0498,55.662,23.0956,34.9546,34.5377,23.3832
REX1BD,0,0,0,0,0,0,0,0,0,0,0
CRLF1,5.0379,3.3035,8.1259,1.1708,8.0713,1.1239,11.4291,12.1337,10.3379,1.9556,2.908
OSBPL7,7.7493,7.3255,10.5205,24.7161,19.7295,5.9434,4.7403,23.6415,6.8462,15.2676,20.4224
TMEM98,5.7049,12.707,15.7957,34.1861,20.9658,12.2118,4.3995,29.4663,14.3666,22.3203,18.0081
YBX2,3.1536,1.0756,1.974,0.6491,0.7783,2.6583,3.8374,0.6835,1.3247,0.4634,0.4687
KRT33A,0,0,0.0734,0,0.6262,0,0,0.0997,0.0356,0.1395,0.3386
MAP3K14,9.122,9.3864,16.1922,10.1463,6.9204,6.7142,7.3594,7.1454,17.2392,5.5128,8.0548
ABCC8,0.5143,0.0713,0.2123,0.2867,0.2475,0.3151,0.8901,0.3344,0.1882,0.1333,0.2448
CACNG3,0.0158,0,0,0.0211,0,0,0,0.0154,0.066,0,0
TMEM132A,1.1516,1.6124,2.2455,2.7893,10.0709,1.4672,1.208,1.466,2.6491,1.2007,2.2431
AP2B1,22.7148,28.6343,30.6516,33.38,31.9027,30.0041,25.242,35.2817,28.7995,32.0693,33.4332
TAC1,0.5747,0.4479,0.7349,0.9129,3.6298,0.0644,0.0602,1.3311,0.4131,0.4998,1.472
ZNF263,11.2482,9.5026,10.4357,13.9709,10.8936,8.047,9.8987,12.9848,14.1929,12.1325,14.9698
CX3CL1,39.5262,34.324,19.4316,19.1497,10.4202,24.4282,37.2835,12.5238,24.3323,11.59,19.6389
SPATA20,39.2146,39.7454,25.753,66.7827,69.106,35.5259,39.9274,62.5096,20.2971,53.38,59.8411
CACNA1G,0.0832,0.0285,0.058,0.1441,0.1285,0.0219,0.041,0.0716,0.0665,0.0922,0.1216
TNFRSF12A,33.1587,7.5964,5.0317,8.4629,21.7606,48.0786,5.817,8.1455,6.7443,9.2402,5.751
DLX6,0,0.0378,0.5147,2.2833,1.583,0.0612,0.0762,0.111,0.0714,0.2422,2.3457
MAP3K9,0.0762,0.1774,0.3611,0.9786,1.15,0.1025,0.0447,0.535,0.0558,1.1727,0.7854
RALA,12.2386,13.4696,11.0059,11.4369,14.3493,11.5038,11.9535,11.2996,11.8923,9.8699,11.4845
BAIAP2L1,2.0811,3.4216,11.3694,28.6192,24.0337,2.9812,1.2755,20.8526,1.6412,21.3198,20.7777
KDM7A,0,0,0,0,0,0,0,0,0,0,0
ETV1,0.3549,0.829,0.7402,0.8064,1.3161,0.5707,0.3067,1.0604,0.4536,0.6641,2.1059
AGK,7.8042,8.1375,8.6408,12.6655,11.66,5.4931,6.1082,10.9692,5.7353,9.04,11.6852
TTC22,0.2083,0.531,1.7347,6.0742,5.1027,0.1992,0.1163,4.2386,0.1307,2.6939,6.0872
PHTF2,4.0254,3.9546,4.9627,7.3854,8.061,4.2242,2.9376,5.9963,3.1941,5.616,6.438
CCL26,2.885,0.2525,1.8807,0.5079,1.0961,1.2933,1.7167,1.629,0.7145,0.3729,0.1886
FARP2,5.4429,5.3582,9.8269,14.2389,12.6819,5.4853,5.1325,13.1171,6.5738,11.2433,15.393
USH1C,4.8837,0.2778,0.1107,0.3267,0.0843,0.7375,0.5597,0.0877,0.1478,0.0842,0.1596
GGCT,14.287,20.4384,21.3479,22.7728,28.2545,12.8095,13.6896,16.3822,32.3012,16.5958,18.5429
DBF4,1.0921,0.9352,1.1762,2.5276,1.5767,0.7442,0.5488,1.2888,1.2333,1.493,1.2342
TBXA2R,1.9357,3.0549,1.6431,0.6584,1.421,2.1474,5.5365,1.5359,0.7891,1.4235,1.1613
IFRD1,17.7256,15.1839,12.2156,11.4758,12.1588,29.0509,16.9035,12.8219,13.9894,12.8354,10.876
LGALS14,0,0,0.0849,0,0,0,0,0,0.0412,0,0
COX10,7.4619,7.5507,6.1996,6.5982,7.0702,6.0913,9.0583,6.2657,7.2824,7.0396,6.6371
GTF2IRD1,15.5365,14.4344,13.4774,16.2077,14.6948,18.4501,14.9555,13.7732,16.4987,14.4115,12.253
PAF1,38.3252,37.4695,33.6676,34.5121,34.4892,42.6514,39.0518,34.7048,38.5263,33.1607,37.6058
VPS41,11.055,12.409,13.7466,13.1568,16.5352,10.0758,10.7331,13.5966,9.6635,13.0328,13.8054
ARHGAP44,3.6593,5.0425,5.4419,6.2501,3.8028,4.6201,2.8378,3.4809,3.9836,3.1188,3.4116
ELAC2,28.322,25.6442,30.3216,20.8883,22.5687,31.2358,24.8085,21.5621,25.2871,22.341,22.5951
SCIN,0.4659,1.0329,5.2825,28.9656,22.0986,0.9282,0.3468,8.2169,0.3789,9.3762,12.5687
ARSD,12.5131,8.7125,12.6787,23.8221,27.9093,7.7426,8.5145,20.3215,7.5321,15.7364,30.5187
PNPLA4,3.3681,3.3626,3.3899,4.5257,5.8686,2.7429,2.636,5.4367,3.2297,3.3834,5.4251
MYH13,0.0427,0.0474,0.115,0.0286,0.0374,0.0064,0.0358,0.3125,0.134,0.0991,0.0707
ADIPOR2,22.7383,17.4993,21.3831,22.0125,15.6072,20.599,16.4201,17.496,26.7809,20.0771,15.1957
CDKL3,1.4336,1.7564,1.483,1.2365,1.3122,1.3868,1.7061,1.527,1.2821,1.2663,1.5462
UPP2,0.0496,0.0275,0.0178,0.0443,0.0217,0.0445,0.0139,0.0323,0.0346,0.0948,0.1027
PRSS21,0.0367,0.0305,0.5137,1.5706,0.8186,0.1645,0,3.113,0.3453,0.4205,0.8657
MARK4,18.6769,14.384,11.175,9.3741,12.2088,18.8759,16.3842,9.1912,13.1389,11.086,10.673
PROM1,0.9411,2.9403,2.7421,9.4232,6.5793,1.3501,2.0409,5.8939,0.6319,3.7874,6.1517
CCDC124,56.2603,69.3735,50.2391,34.8927,42.4542,45.8851,75.8877,39.1938,67.7274,35.8333,38.0675
CEACAM21,0.1884,0.522,0.2705,0.504,0.1648,0.1689,0.0526,0.6737,0.5581,0.1799,1.1308
PAFAH1B1,36.945,32.6927,31.8744,29.2735,24.9985,34.5074,31.9396,30.5252,30.605,29.685,27.9775
NOS2,0.5884,0.0843,0.0874,0.57,0.0533,0.2456,0.2549,0.2572,0.0743,0.1993,3.0489
DNAH9,0.0335,0.0405,0.0819,0.0366,0.0999,0.0709,0.028,0.0772,0.1018,0.0698,0.0605
KIAA0100,19.9825,24.3324,23.7957,19.3552,11.5997,20.751,26.3181,14.8268,25.7255,29.0999,16.0719
SLC13A2,0,0,0.0869,0.2158,0.0212,0,0.0135,0.1416,0.0337,0.066,0.0801
GAS7,12.7293,10.5587,10.924,6.354,5.9498,11.2232,10.9462,9.3206,10.6212,5.3167,6.7284
TRAPPC6A,15.9938,10.8426,17.0519,31.4494,33.9536,12.9442,13.2595,30.7791,13.4129,21.046,35.794
MATK,0.1338,0.4172,0.5404,0.4028,0.7464,0.2249,0.1961,1.1256,0.3848,0.5066,2.4927
CEACAM7,0.3914,0.2944,0.261,0.1995,0.0489,0.3844,0.1561,0.0909,0.1949,0.1831,0.5556
CD79B,1.519,1.6558,2.5812,6.5934,3.8103,1.3619,1.0743,4.28,5.0122,1.9897,8.4685
SCN4A,0.8091,0.1818,0.6712,0.1755,0.2368,0.4166,0.1007,0.6931,0.9089,0.179,0.2716
ST7L,4.7611,4.5183,4.1865,5.0786,3.8713,4.1218,4.1245,5.567,4.2836,4.1362,4.5563
TKTL1,0.0442,0.0734,0.0634,0.0788,0.1159,0.0792,0.0123,0.0861,0.1231,0.0482,0.1097
PAX6,0.4423,0.4174,0.3283,0.4478,0.1804,0.209,0.1952,0.3789,0.4687,0.411,0.2524
RPUSD1,11.4267,13.4105,9.639,12.5304,13.0035,10.3383,11.7135,10.4341,10.4902,10.9391,11.7356
RHBDF1,23.9009,23.7829,28.383,49.0126,44.5473,31.8623,24.0769,48.6662,17.1933,40.2771,37.1752
LUC7L,29.9414,23.6826,26.5965,51.6542,35.5327,30.2625,22.6207,44.3529,26.4653,37.8158,34.5638
CACNA2D2,0.9468,1.9975,2.4421,2.48,2.4435,1.5265,1.3792,2.8167,1.3061,2.449,3.2804
BAIAP3,0.3903,0.7265,3.5089,6.2997,8.8085,0.6542,0.2487,9.392,0.6743,8.3071,9.6204
TSR3,0,0,0,0,0,0,0,0,0,0,0
PIGQ,19.197,24.6349,20.3519,25.0514,25.9655,16.4555,19.333,24.1741,19.0123,19.0273,23.664
CRAMP1,0,0,0,0,0,0,0,0,0,0,0
TEAD3,99.4018,85.7231,77.1883,48.8,54.3733,91.5006,93.7474,54.3313,103.8655,55.963,53.8947
SELE,0.6056,0.7598,0.6285,0.8102,1.2429,0.2567,0.415,0.247,2.0149,0.5859,0.2735
DNAJC11,9.7049,10.5352,11.8058,12.1515,12.6358,9.317,10.6776,10.7922,11.4893,11.456,11.3288
FMO3,0.3271,1.9717,0.5945,0.3829,0.3757,1.0632,0.4794,0.9372,0.5345,0.5691,0.4063
MYLIP,15.9501,27.3988,21.5926,29.1455,19.713,16.3684,17.1975,25.6517,11.4918,25.6033,25.8485
NOX1,0.2362,0.2525,0.4543,2.9794,0.1993,0.1815,0.1837,0.5595,0.0529,0.6077,0.9848
E2F2,0.0329,0.0751,0.0973,0.5936,0.5392,0.1105,0.0482,0.1362,0.0258,0.0538,0.1633
PSMB1,113.161,116.2442,117.715,109.6836,106.0196,103.0014,137.4384,111.7738,134.8213,106.5427,106.4445
SYN1,0.2127,0.5857,2.8059,0.3379,0.663,0.1668,0.5121,0.8167,1.2231,0.3917,0.3137
JARID2,3.8398,3.7531,4.838,7.2395,6.3144,3.8614,2.9115,5.444,3.5501,5.6376,6.5917
CDKL5,1.0552,1.0587,1.4499,2.5637,2.6266,1.0113,0.5079,1.9636,0.6975,1.8369,2.4402
CAMK1G,0.0864,0.1293,0.186,0.1849,0.5895,0.062,0.0145,0.0505,0.0542,0.1414,0.0429
CDK11A,12.7663,1.0803,11.3353,14.2327,11.7888,11.7664,10.1337,13.8926,13.0774,13.1237,13.4344
NADK,16.1545,18.0302,24.8144,29.9192,21.5342,21.1825,17.1563,25.6817,26.4043,25.8298,21.9563
TFAP2B,0.1331,0.0123,0.1274,0.1583,0.0291,0.1525,0.0434,0.0793,0.0387,0.0303,0.0184
TFAP2D,0,0.0174,0.0451,0,0,0,0,0.0408,0.0875,0.0342,0.026
DLEC1,0.3192,0.4739,0.7776,0.9863,0.9776,0.3407,0.1782,1.5863,0.3974,1.2444,1.4253
CYTH3,11.2616,13.1902,12.7769,11.2198,10.9949,12.3064,11.9991,12.6325,11.3463,10.5252,9.7038
ADAM22,0.4621,0.9474,1.3965,3.2713,3.9455,0.6114,0.3833,2.9493,0.3894,1.6859,4.4466
SYPL1,71.2265,76.7951,91.2568,128.0956,127.0821,61.983,61.53,100.2465,56.5886,112.8204,113.6896
CYB561,5.7629,8.5256,10.2044,25.2336,28.0094,4.2305,7.682,19.4635,7.3549,16.1826,24.0656
SPAG9,26.0045,21.6678,20.1259,14.5028,15.2728,28.2662,22.1113,16.4556,22.4831,19.1037,16.8923
CELSR3,0.3246,0.4003,0.4495,0.4199,0.3464,0.3422,0.4092,0.4523,0.4103,0.3212,0.3765
AASS,28.2491,16.7425,23.6929,23.4029,17.2366,20.1865,10.9981,24.3549,29.3261,23.144,18.9183
PLEKHG6,0.5125,1.7142,8.6772,14.3026,21.7595,0.919,0.6188,11.1476,1.1964,11.1328,15.3645
SS18L2,7.853,6.7464,8.6832,14.3582,12.3686,5.6796,7.1905,14.0928,8.759,10.7148,9.0377
MPND,12.6691,14.4075,12.7017,12.6774,14.3977,11.3357,15.8934,14.0641,9.3702,13.0066,15.4464
MGST1,66.9588,93.3807,288.3781,227.7303,350.6529,184.6656,49.3055,307.6556,284.2904,212.5225,221.9584
CRY1,7.4934,6.2298,6.8006,7.4837,4.2126,14.7054,7.5043,5.6091,11.7807,5.0406,3.8072
PGLYRP1,0.1793,0.0745,0.2896,0.2398,0.353,0.0402,0.1501,0.306,0.1406,0.2568,0.2783
NFIX,51.3761,49.7994,36.4018,18.9593,18.5703,52.7108,53.933,21.6581,30.2855,27.9015,23.3974
ST3GAL1,21.6737,12.3348,17.4427,19.3415,13.2153,10.2018,10.5903,12.7512,22.8809,20.6795,14.6636
MMP25,0.2764,0.4196,1.6176,3.5365,3.4538,0.4202,0.6943,3.0352,0.9926,1.7411,4.835
IL32,4.4707,5.144,6.8564,11.0529,10.4682,1.9561,1.4677,11.3367,15.1837,7.2613,25.1408
PKD1,46.9354,33.1068,31.9509,12.6375,14.2719,40.0817,39.5497,19.365,33.7981,23.6689,20.4161
MAPK8IP2,0.6302,0.1746,0.5723,0.7604,0.4541,0.3213,0.3518,0.6387,0.5039,0.3642,0.5832
MED24,20.335,21.4622,26.5982,30.9167,27.7689,22.5519,18.3495,33.0288,25.251,23.3304,29.7215
RHOBTB2,5.0267,6.2624,9.036,12.1263,21.0237,5.4857,6.8914,10.8842,5.5243,19.1417,11.2389
HEATR5B,6.1941,6.0427,7.9363,10.8165,9.1441,5.6718,4.0615,9.4907,5.8792,9.6788,10.1894
SEC62,21.1481,21.9746,20.697,20.1156,16.6012,20.1774,19.2515,19.2645,21.1519,20.9335,16.7455
RPS20,270.4138,226.747,288.244,319.5944,293.0263,244.1271,243.5592,361.993,281.071,375.0299,294.3995
CSDE1,214.636,274.1683,212.7625,150.2046,134.2601,260.5491,310.356,149.8722,212.0737,189.0748,141.4038
UBE3C,19.9546,22.3272,22.2006,20.2726,16.4948,23.4213,26.5326,16.2731,23.3888,20.7451,17.4182
REV3L,12.3088,11.5061,12.6081,8.9617,9.8283,10.21,7.7871,8.6449,11.6783,7.3967,9.998
TENM1,0,0,0,0,0,0,0,0,0,0,0
PAX7,0.0068,0.0056,0.0146,0.0181,0.0177,0.0061,0.0057,0,0.0141,0.0055,0.0168
MASP2,5.1149,4.4969,4.8576,6.5806,3.6892,4.498,3.9688,9.1326,3.7764,7.7593,3.7343
IYD,0.0113,0.0281,0.0364,0.1582,0.2218,0.0051,0.033,0.2967,0.0236,0.0968,0.2029
FAM76A,6.1307,6.1634,5.6063,4.6373,5.5371,5.01,4.8243,5.4259,4.0759,4.5947,5.4538
TRAF3IP3,0.6634,0.6619,2.6539,8.0388,2.9108,1.3766,0.635,7.247,1.2685,6.7346,12.3356
POMT2,8.2727,9.425,6.8826,6.9099,8.1005,8.5081,8.0425,7.2317,9.3461,6.9731,6.4798
VTA1,7.7339,9.8414,10.6668,13.8484,14.0178,7.3114,7.4463,11.3914,11.1265,10.1,11.4182
MLXIPL,1.8093,1.0713,6.715,1.1145,1.1788,2.194,0.5559,1.1806,11.7053,0.7672,0.8729
BAZ1B,24.0518,22.3163,20.9665,19.9673,17.9684,26.3752,21.4925,17.9524,24.8653,20.8267,19.6279
RANBP9,17.928,33.8775,33.9669,24.9199,22.7211,22.034,18.1134,19.2766,32.749,21.4428,18.7929
