geneID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
MYADM,114.1674,70.9252,70.0382,26.2254,38.5693,103.266,99.4297,46.7097,70.5508,54.3168,43.1825
MRGPRX3,0,0.0433,0.028,0,0,0,0,0,0,0,0.0323
MROH1,0,0,0,0,0,0,0,0,0,0,0
SERTAD2,7.2139,6.0358,10.337,12.3261,9.4986,5.5921,4.6502,10.0511,6.8356,9.7777,11.4521
AKAP5,0.2434,0.3773,0.2904,0.3344,0.3799,0.2477,0.325,0.3592,0.3852,0.3446,0.4084
NKPD1,0.1092,0.0681,0.2941,0.5724,0.1912,0.0571,0.0762,0.3108,0.0762,0.477,0.6331
GIPC3,0.6622,0.5177,0.7984,1.0843,2.1664,0.2836,0.6456,1.2724,0.6098,0.5664,1.4975
CITED4,16.8557,9.7269,7.119,8.3126,6.637,13.4827,9.9643,6.9626,6.6354,5.8984,6.5674
ABCA13,0.0099,0.0619,0.1364,0.1528,0.2998,0.0334,0.027,0.2567,0.026,0.1403,0.3577
NLRP11,0.0211,0,0.0455,0.0283,0,0.0095,0,0.0206,0.011,0.0086,0.0262
TIGD5,3.7503,4.3826,4.1533,4.1889,4.3882,4.4092,4.1333,4.6238,4.8649,4.5473,5.4265
PDXDC1,25.8497,38.7009,31.5293,44.6017,41.6492,37.3397,37.0428,37.9521,30.3113,33.8764,33.2136
C1orf194,0.2918,0.0971,0.3772,0.3124,0.0766,0.2617,0.0978,0.3985,0.1831,0.1911,0.0725
ZNF154,8.0769,7.0894,5.2361,3.4079,5.219,6.2946,8.7024,2.1966,5.5384,4.5014,6.3852
R3HDM2,19.3477,22.0835,22.6992,29.5038,22.1106,19.7341,16.1851,26.5562,18.0305,27.2128,27.0689
B3GNT3,0.549,2.1779,8.1263,32.5078,29.7718,0.8298,0.5518,19.3385,0.5249,18.5823,27.3138
ITLN1,0.2888,0.4502,0.622,0.6761,0.1421,0.1295,1.5116,0.4225,0.0755,0.8274,0.3587
NRXN1,1.6584,0.6009,0.7828,1.0851,0.585,0.8064,0.6524,0.3838,0.2645,0.5851,0.6034
SEPHS2,18.0959,24.9231,28.0007,23.7573,25.2047,20.0617,24.9802,20.9446,31.6807,23.3124,20.8421
OR10A7,0,0,0,0,0,0,0,0.0438,0,0.0367,0
GPBAR1,1.8959,3.6837,2.5466,1.026,1.7055,2.9221,1.8375,4.1552,5.4573,2.0578,1.1905
ZNF784,12.5695,12.2093,8.104,7.3212,6.7899,11.7487,9.4346,7.2346,9.4329,8.4525,8.2301
ZNF648,0.0234,0,0.0504,0.1095,0.046,0.0105,0.0098,0.0456,0.0245,0.0191,0.0581
C14orf119,11.5327,12.6112,12.7952,16.4174,16.563,11.1713,14.3539,11.6012,15.074,14.0432,14.8267
CCR8,0,0,0,0.1152,0.0377,0,0,0.028,0.03,0,0
GOLGA8J,0,0,0,0,0,0,0,0,0,0,0
BBS10,3.8941,4.3264,4.0785,3.7758,5.2048,3.0429,3.2711,3.8444,5.3171,3.2561,4.9693
FIZ1,8.7421,7.0679,7.0831,8.0045,7.8108,6.745,6.475,7.2591,9.9631,7.0254,8.6658
PUF60,57.7013,58.2086,59.1919,52.2026,51.9399,60.4156,68.2263,54.8536,66.6004,53.8069,53.0186
SSC5D,12.9363,12.2308,7.3163,3.4903,4.201,12.3158,7.3435,3.7233,4.8983,5.3429,4.6997
DCTPP1,13.7528,15.266,16.0837,22.6292,17.2507,12.6721,21.1528,19.6554,16.4522,20.3655,22.0481
ZNF771,12.3459,5.9731,5.1796,2.9032,4.8882,6.9412,4.9855,4.0041,7.3593,3.8651,4.079
TSHZ1,13.4192,11.938,12.3353,17.2666,13.047,11.8628,9.778,14.4467,8.3834,17.2482,13.8422
PSTK,2.1509,1.5803,1.6431,2.6099,2.1994,1.1212,1.3405,1.8051,2.0137,2.3137,2.2986
SOCS4,4.1439,4.6744,4.7251,4.746,4.7441,3.7644,4.1481,3.5965,4.683,4.0599,3.4688
ZADH2,6.8098,7.2237,9.7761,15.229,14.2273,6.927,7.8164,13.1773,7.9245,11.6264,15.4971
OR1E1,0,0,0,0,0,0.081,0,0.0881,0.0944,0.037,0.0561
ZNF48,5.6383,5.1358,4.1535,2.9639,2.6616,4.393,7.6767,3.0639,3.9591,4.2319,3.2028
FAM71E2,0.0268,0.0669,0,0.0359,0.088,0.024,0,0.0654,0,0.0219,0.0666
C3orf80,1.0096,0.9357,0.41,0.155,0.5865,0.5787,0.4435,0.2583,0.8307,0.1355,0.5755
NKX2-6,0.0471,0,0,0,0,0.0422,0,0,0.0492,0,0
TMEM150B,1.0728,0.8513,2.4158,0.9133,1.9841,0.6995,1.3477,2.1877,2.4475,0.7186,2.1196
ANKRD18A,0.0342,0.0474,0.2459,1.3133,0.5094,0.0409,0.0574,0.5455,0.0477,0.7102,0.5954
WFDC11,0.1388,0.8075,0.4483,0,0,0.3732,0.0581,0.0677,0.8706,0.1136,0
TMEM86B,4.1669,3.8897,4.304,5.9984,6.9723,3.1679,3.6733,6.9397,4.0004,4.6879,5.054
OR3A1,0,0.0374,0,0,0.2363,0,0,0,0,0.0368,0.1118
SEPTIN1,0,0,0,0,0,0,0,0,0,0,0
TRNAU1AP,10.7782,9.1895,12.2695,13.8528,16.5922,8.6193,8.9377,15.3241,10.2074,11.3718,12.8336
EXOC3,36.2107,38.3626,34.906,38.8957,36.7604,44.8204,44.1425,39.9421,39.8992,36.6501,36.0501
TDRD6,0.9173,0.9602,0.604,0.8712,0.5926,0.6264,0.9314,0.7973,0.5964,0.8677,0.7556
C12orf40,0.0153,0.0127,0.0658,0,0,0.0137,0,0.0149,0.0479,0.025,0
CSNK1A1L,1.7209,2.2272,2.5986,2.6821,2.8642,2.6882,1.9315,2.4052,2.3004,2.8031,2.4457
LYNX1,18.8997,16.8924,12.2192,7.4481,6.3424,10.8247,14.9625,9.0639,10.0829,12.4457,7.6373
TH,0.1787,2.1729,4.7397,0.7173,2.0818,0.4607,0.2432,1.3726,0.1869,0.9876,19.6983
MED14,11.5811,11.5046,10.3205,11.8416,11.2369,12.1074,8.9914,11.3628,8.8006,9.7441,12.684
FAHD1,5.3802,7.9245,7.0002,11.3167,11.5515,7.626,9.7797,9.7667,8.3411,9.6618,8.1302
TDRP,0,0,0,0,0,0,0,0,0,0,0
RCC1,3.3971,9.4805,11.7199,15.916,23.7922,7.368,5.8316,13.9815,9.1826,14.886,18.2064
WFDC9,0,0.1077,0,0,0,0,0,0,0,0.053,0
MYLPF,0.3909,0.3249,0.4911,0.4357,0.4275,0.3504,0.1091,0.3812,0,0.32,0.809
F2,0.0637,0.3706,0.2058,0.0568,0,0.2665,0.2489,0.1242,0.4217,0.139,0.1055
FAM71C,0.0457,0.038,0.0246,0,0,0.041,0,0.0446,0.0239,0,0.0284
PRKRA,33.3761,34.9176,27.0601,22.8121,18.3838,35.5253,38.1845,17.4735,32.1885,22.0485,17.127
ZNRF2,2.602,2.6553,6.043,9.0244,9.4686,2.4214,1.6627,6.7353,4.8227,7.4605,8.6685
RRH,0.1645,0.2508,0.2363,0.1101,0.072,0.1229,0.1608,0.214,0.1147,0.1347,0
SLC9A4,0.0825,0.1286,0.3332,0.6897,1.394,0.074,0.0518,1.1163,0.0216,0.3461,1.4215
ZNF816,2.0429,2.3288,5.5004,11.8431,9.7095,1.568,1.7368,7.6074,1.9419,5.7647,12.5703
FGD6,3.3811,2.8148,2.8449,2.4215,2.243,3.0314,2.1891,2.3164,2.2145,2.3091,2.4533
ADGRD2,0,0,0,0,0,0,0,0,0,0,0
GPR139,0.0345,0,0,0,0.0452,0,0,0.0336,0,0,0
PLD5,0.062,0.268,0.0935,0,0.0326,0.2112,0.1246,0.1088,0.1686,0.1015,0.0308
OAZ2,46.142,40.1939,36.168,40.3393,51.2672,38.9142,37.5422,38.3132,38.8877,32.5419,41.9006
WFDC10A,0.2656,1.1039,0.7627,0,0.3486,0.1587,0.5931,0.0863,0.7405,0.2174,0.1099
PNPLA1,0,0.0273,0.0707,0.1098,0.0646,0.0294,0.0137,0.1601,0.0687,0.121,0.0816
ALX1,0.066,0.2743,0.1777,0.0883,0.6064,0.5621,0.2764,0.8046,0.4486,0.3782,0.3688
CCDC43,5.7476,7.8146,7.0069,9.1311,9.9274,4.7238,6.1338,6.8319,6.5943,6.9109,7.9313
KCTD4,0.0201,0.0335,0.0651,0,0.0264,0.0722,0,0.0393,0,0.1154,0
MEIOC,0,0,0,0,0,0,0,0,0,0,0
FZD2,0.257,1.4304,1.3477,1.5993,2.8155,0.8715,1.0573,2.1793,0.6893,1.5,3.2192
TIGD2,1.9032,2.8582,3.879,5.7767,8.1922,1.321,1.9538,3.7323,2.7818,3.2668,5.5151
ITPRID1,0,0,0,0,0,0,0,0,0,0,0
HCLS1,12.6346,17.6579,44.1,41.6117,19.4204,14.2634,10.8096,61.1834,19.7294,31.4079,33.051
MTURN,0,0,0,0,0,0,0,0,0,0,0
ZNF609,9.725,11.0449,12.6283,12.8448,12.9266,12.7592,8.0656,12.3776,12.2607,12.8906,15.0481
PAK2,12.7538,12.718,13.2418,15.0076,11.9594,12.1078,10.4423,12.5542,11.9843,14.2702,12.6198
CCDC66,8.0003,8.2348,11.0341,7.9727,7.7146,8.2951,6.3695,8.7847,11.0687,7.4628,7.8743
DEFB124,1.1852,1.1496,1.2765,1.5856,1.8149,3.7193,0.3309,1.5413,3.3049,0.4851,0.4907
KRTAP9-7,0,0,0,0,0,0,0,0,0,0,0
MCFD2,24.9775,23.4925,22.2526,16.8598,21.7402,30.6466,24.5247,18.6273,28.3506,21.3032,17.9195
HARBI1,1.3456,1.7014,1.6908,2.5879,2.7228,1.1311,2.3478,1.7772,2.1986,1.7672,1.706
DEFB123,0,0,0.1216,0.151,0.1482,0,0,0.5505,0.3541,0,0.1402
C11orf71,6.265,3.7282,5.9661,9.0874,6.9245,4.3754,6.5723,8.2972,4.7581,4.2111,7.2893
CYP8B1,0.0432,0.1706,0.1861,0.0434,0.0709,0.1646,0.0724,0.1686,0.3389,0.2211,0.1073
OR6K6,0,0,0,0,0,0,0,0.0403,0,0.0338,0.1027
SERTM1,0.1597,0.0332,0.0573,0.0534,0.0175,0.0597,0.0223,0.013,0.0835,0.0545,0.0331
GAS1,33.9021,42.8484,18.1994,3.8351,5.4062,35.1305,12.4207,16.0248,31.4584,15.1059,5.3778
ARHGAP45,0,0,0,0,0,0,0,0,0,0,0
OR10Q1,0,0,0.0443,0,0,0,0,0.0401,0.086,0,0
ZNF571,2.0622,1.8859,2.544,3.1852,1.9931,1.58,1.5857,2.1392,2.0191,1.9337,2.7008
GLIPR1L2,0.1974,0.4103,0.0266,0.5613,0.0972,0.4425,0.2687,1.0349,0.5677,0.9293,0.4904
DEFB119,0.1123,0.0467,0.0605,0.0751,0.0737,0.2517,0.047,0.219,0.2935,0.046,0
MIGA1,0,0,0,0,0,0,0,0,0,0,0
KCNE1,0.0904,0.0376,0.3893,0.0453,0.0445,0.1215,0.1987,0.2314,0.2126,0.037,0.2245
NRIP1,7.0247,6.3941,9.0435,10.6067,10.0131,6.5767,3.963,7.4737,6.0287,8.6632,7.8337
ZSCAN4,0.038,0.3159,0.7979,4.1427,1.8451,0.3066,0.0795,3.1869,0.0795,1.633,3.1379
BHLHA15,0.3022,0,0.1953,1.8596,0.238,0.1084,0.2531,0.3537,0.2528,0.1979,1.8765
RNF182,0.0899,0.0934,0.1331,0.2405,0.2655,0.0403,0.0471,0.2411,0.1175,0.1104,0.2791
TSPYL5,12.9448,12.0415,10.9864,10.8461,8.9719,10.2174,14.0915,9.1099,10.5767,12.9061,8.7032
FUT7,0.0177,0.0588,0.0571,0.3547,0.0464,0.0158,0.0296,0.1551,0.1109,0.1158,0.0659
H2AC6,0,0,0,0,0,0,0,0,0,0,0
EIF2S3B,0,0,0,0,0,0,0,0,0,0,0
SKIDA1,0,0,0,0,0,0,0,0,0,0,0
H2BC4,0,0,0,0,0,0,0,0,0,0,0
H2BC6,0,0,0,0,0,0,0,0,0,0,0
H2BC7,0,0,0,0,0,0,0,0,0,0,0
H2BC8,0,0,0,0,0,0,0,0,0,0,0
H2BC10,0,0,0,0,0,0,0,0,0,0,0
MB21D2,2.5978,2.7392,2.9344,2.916,4.7071,2.6359,2.2181,2.9168,1.9611,2.9359,3.5411
GSX2,0,0.0293,0,0,0,0,0.0295,0.0343,0.0368,0.0288,0.0437
SSTR2,0.2735,0.6223,0.9767,0.7703,0.718,0.4259,0.1929,0.7441,0.6924,0.5067,0.5006
ZNF594,3.0796,2.9603,3.1,3.8157,3.2267,2.6513,2.8795,3.0889,3.8331,1.7046,3.6074
PCGF5,8.8268,10.1921,8.2722,8.6926,6.1634,9.0608,8.209,6.2539,7.1954,9.3598,5.9909
SLC47A2,0.1602,0.1184,0.1725,0.2858,0.1402,0.0958,0.1342,0.2083,0.0931,0.1603,0.1548
PRF1,0.2862,0.406,1.5415,3.2213,2.0332,0.1812,0.141,2.9725,2.0424,2.8948,4.9143
OR2A4,0,0,0,0,0.06,0,0,0,0,0,0
MAB21L1,0.6899,0.3051,0.822,1.1193,0.4431,0.3948,0.2827,0.7587,0.5065,0.733,0.638
YOD1,2.1249,1.7552,2.8533,5.3119,4.0404,1.9662,1.6997,5.9117,1.8373,6.4285,3.4679
TMEM64,9.7307,11.1741,10.0031,8.0075,10.308,12.0743,9.2169,10.5008,8.1844,10.7204,10.5564
C3orf22,0,0,0.1456,0.0603,0.0591,0.0808,0.0377,0.0439,0.1413,0.0738,0.056
OR10K2,0,0,0.0489,0,0,0,0,0.0443,0,0,0.0564
CHRM4,0.2035,0.0967,0.4382,0.1944,0.0381,0.0782,0.0974,0.2551,0.2431,0.2617,0.1083
SHISA2,0.0443,0.0246,0.0795,0.5532,0.1163,0.1059,0.0371,0.1584,0.1081,0.0846,0.2935
S1PR5,0.136,0.636,3.0758,6.3678,5.3994,0.1219,0.0712,6.5655,0.2489,3.2843,8.0859
CLRN3,0.0373,0,0.0804,0.6492,0.049,0.0335,0.0938,0.0364,0,0.0917,0.0464
GPR157,1.0362,1.2306,2.1522,4.2577,2.7685,1.4599,1.2707,2.9596,1.6252,3.9081,5.4692
CHST13,0.0718,0.1988,0.3606,0.032,0.4709,0.0858,0.02,0.2799,0.6002,0.0587,0.6832
AGTR2,0,0.0489,0,0,0.0193,0,0,0,0,0.012,0
SLC36A4,5.816,6.5909,6.5808,4.863,3.8395,9.6686,4.8707,2.5999,6.7512,4.0953,3.3751
ZDHHC20,8.0861,10.7548,15.1027,26.9486,28.1899,7.0135,6.4909,22.7633,5.907,23.1102,24.5704
ANKRD30B,0,0.0154,0.0597,0.0124,0,0.0249,0.0077,0.009,0.0097,0.0151,0.0459
OR51E1,0.3574,0.4,0.148,0.1287,0.3248,0.1849,0.1151,0.1877,0.3881,0.0675,0.1366
ZFP3,2.3833,2.0879,2.4748,4.1484,2.8029,2.0525,2.7327,2.7077,3.2334,2.7063,2.9599
ARSJ,3.4021,2.9953,1.2476,3.6729,1.4126,4.3505,2.536,1.3255,1.6023,1.5979,1.4953
HOXC9,0.5538,0.1151,0.5666,0.4445,0.218,0.4468,0.2087,0.6751,1.1581,0.2493,0.2063
MAP3K15,0.0553,0.1072,0.0595,0.0739,0.0242,0.0578,0.0694,0.0719,0.0674,0.0905,0.0572
PPA1,18.2207,23.0764,25.5179,37.7921,34.1519,18.5694,15.1496,24.2911,28.0649,30.1816,27.8793
HOXC10,1.394,0.5432,1.126,1.0781,0.343,0.6835,0.7296,0.2549,0.501,0.3031,0.2705
PSMG4,11.9159,13.0044,11.1135,10.8468,9.0292,7.2325,11.6939,11.3821,12.7597,10.2913,11.7475
BHLHE22,0.5527,0.355,0.7711,1.1931,0.4286,0.5743,0.5785,1.6171,0.7224,0.6889,1.4975
MAP6D1,1.2972,1.3107,1.4186,1.1214,0.8382,1.2883,1.2034,1.7518,0.9391,1.356,1.4376
ZNF443,2.0341,3.3023,2.691,5.0355,3.4896,1.594,1.1535,2.7181,1.6245,2.5568,4.6148
CXCR2,0.0726,0.3378,1.3755,4.8346,7.6575,0.2342,0.1458,3.0574,0.0455,1.9722,5.4433
DEFB112,0,0,0,0,0,0,0,0,0.1305,0,0
GREM2,1.0608,2.9257,1.6149,1.774,1.5129,0.5121,1.9989,2.5866,1.6212,2.8726,6.4988
C11orf42,0.224,0.1241,0.0804,0.1998,0.147,0.1339,0.0313,0.0728,0.1561,0.0917,0.1391
SSR4,49.5649,57.9925,69.3151,104.4127,95.354,53.1216,53.2107,86.9584,70.2497,63.278,104.8283
CAPS2,1.319,1.1464,1.7434,1.2031,1.7312,1.2722,1.1214,0.9941,0.7941,1.178,1.4396
ZNF792,1.4486,1.5328,3.1439,4.3311,2.924,1.407,1.1948,4.2171,2.0426,3.5128,3.1348
CUEDC1,35.8777,30.1511,19.8859,20.6935,20.3273,39.1798,41.094,16.2245,21.6875,19.9419,18.7027
SCRIB,22.8631,25.4727,26.4994,30.0292,37.0809,22.1335,25.646,35.7129,23.1032,31.7571,32.863
KCTD2,17.2264,20.5758,18.2795,14.2938,11.1308,17.9587,21.5192,14.7868,22.2356,15.5571,15.7053
D2HGDH,18.2156,14.9655,24.0252,40.0639,61.6978,13.9796,13.9008,64.7391,14.803,45.547,50.3477
OXTR,0.1859,0.0895,0.2319,0.0786,0.0514,0.1404,0.1557,0.1241,0.1126,0.1122,0.1337
CMTR2,0,0,0,0,0,0,0,0,0,0,0
OR56B4,0.0889,0.1109,0,0.0595,0.1167,0.0797,0,0.2167,0.1859,0.0364,0.1656
FAM83H,1.0673,2.2246,8.1693,27.6082,28.9067,0.9911,0.5874,22.2014,0.4065,23.0039,23.499
GPR62,0.2337,0.4048,0.2097,0.1824,0.1534,0.1397,0.3262,0.3609,0.1425,0.3507,0.4353
OR56A1,0,0,0,0,0,0.0714,0,0,0.0417,0,0
ZNF572,0.5863,1.1698,2.0907,2.0044,1.7784,0.6074,1.0256,1.4486,0.94,0.6933,1.9093
ST20,2.7301,1.6847,1.1822,4.895,2.2903,1.6907,1.7914,1.7568,1.4715,3.0875,0.9088
PITPNB,60.6396,54.4281,31.9082,24.3748,24.8325,68.2579,55.9881,24.0013,52.1207,32.9239,25.5082
TCEAL8,30.8393,28.068,26.9578,41.7759,50.0416,27.0817,26.5051,37.2196,20.4306,30.146,36.2018
OR52E4,0,0,0,0,0,0.0407,0,0,0,0.0372,0.0564
LRRC57,4.0813,5.4201,6.3935,9.2183,8.1627,3.7859,4.8532,5.9105,6.3922,8.3456,7.4385
OR52N2,0,0,0.1427,0,0,0.0396,0,0,0.0924,0,0.0549
MRPL14,18.5777,20.1196,21.4331,27.2876,33.8618,21.9449,25.4841,21.9363,30.0323,22.9709,22.867
GPR137C,0.428,0.3467,0.3664,0.6754,1.4404,0.246,0.2206,1.1238,0.0918,0.7097,0.7496
C1orf105,0.0866,0,0.0933,0.058,0.1137,0.0777,0,0,0.0453,0.0355,0.1076
OR52N1,0,0,0,0,0,0.0397,0,0.1296,0,0,0
BBS12,1.4297,2.1085,1.7674,2.0458,2.1539,1.2261,0.9266,0.97,2.106,0.9872,1.4205
ZFP82,2.9033,2.1832,1.8796,1.5711,1.156,2.3398,2.2675,1.5749,2.6776,1.362,1.8433
OR52N5,0,0,0.0444,0,0,0,0,0,0,0,0
LSMEM1,0,0,0,0,0,0,0,0,0,0,0
NQO1,34.6482,43.3998,35.9682,16.1929,55.0513,92.7812,66.3498,34.7243,26.4321,25.5876,18.325
OR56B1,0,0,0.2106,0,0.0513,0.1403,0.0328,0.1526,0.1227,0.032,0
AEN,4.5324,8.6519,7.3001,5.0195,4.9245,5.23,9.7819,4.7945,17.3968,5.6498,4.4046
FKRP,7.7377,11.9264,8.7304,7.4599,7.77,11.9479,9.2882,6.5644,11.4558,6.7467,8.9386
TRAPPC5,35.3392,37.1422,37.4115,28.9443,54.5528,23.2232,25.6018,40.9781,37.8449,22.1498,43.9514
RPH3AL,1.6578,1.9321,6.6744,9.9905,10.5945,1.7086,1.2845,9.5348,4.6333,7.9906,9.1974
SLC25A42,10.1357,8.9815,7.7469,10.6073,10.9072,9.2218,10.3708,12.596,6.9517,8.8664,12.9432
FCRL6,0,0.1278,0.4257,0.3525,0.2594,0.0591,0.0184,0.7925,0.2526,0.1618,1.3091
METTL23,13.0663,13.5584,19.2055,22.1651,18.0433,10.6685,14.8255,17.9297,12.5101,14.8108,22.0662
SLC26A11,8.9445,10.3525,11.4093,12.7328,13.5007,7.3303,7.9589,11.9678,9.0898,10.8005,14.9097
HIGD1A,29.2461,28.8311,27.3916,28.4947,26.5621,16.7672,23.6623,27.1755,25.9664,20.6608,15.2122
CHRM2,5.0231,15.9526,5.209,0.8064,2.4865,11.9411,6.4423,1.5117,7.4435,6.2505,3.0301
OR52N4,0.2469,0.171,0.0443,0.2752,0.108,0.2951,0.2067,0.4013,0.1721,0.2358,0.3066
MAPK15,0.678,1.0146,1.4847,1.6629,14.0302,1.0536,0.8706,5.9512,0.449,2.1831,6.5116
EHMT1,17.3124,16.4839,16.7289,22.1136,17.3457,17.2237,15.7835,19.0524,17.9126,19.4625,19.4186
ADIPOQ,1.2536,0.6973,17.343,0.0863,0.242,0.4215,0.8337,1.0069,13.3299,0.3471,0.0801
F2R,1.7358,2.5511,3.3892,3.431,6.3352,1.5764,1.0223,4.0522,1.1359,4.5932,3.9222
ZNF707,4.013,4.919,6.2518,6.3425,7.8883,3.7988,3.8609,7.2816,6.1284,6.0356,6.9079
MUC16,0.0029,0.0016,0.0273,0.0221,0.0026,0.007,0.0049,0.0294,0.0356,0.0271,0.0181
NPM1,65.5122,63.612,62.1663,71.5138,78.6234,61.5093,43.6427,85.0994,76.4238,80.0058,70.109
PJA1,10.4151,9.0776,11.3448,13.6959,14.0589,10.9851,11.1046,13.4814,9.8837,12.4317,16.3389
DHTKD1,7.2756,5.9121,8.2691,9.2721,10.4223,5.8973,4.9309,8.8659,5.4611,7.825,8.4749
PENK,0.2112,0.3261,0.065,0,0.1188,0.2976,0.0758,0.206,0.5048,0.0741,0.4122
C4orf50,0,0,0,0,0,0,0,0,0,0,0
H2AW,0,0,0,0,0,0,0,0,0,0,0
ZNF746,8.1182,8.4855,9.5535,9.5388,10.2867,9.1309,7.1278,9.5385,9.1346,8.7325,8.6459
POLR2A,25.4944,26.9021,41.6159,68.9517,81.0944,41.9968,18.9166,76.1636,32.8363,64.7903,83.7886
TMEM132C,1.725,1.3983,5.8615,7.3387,4.7772,2.3663,0.7007,6.7212,2.3359,9.2709,5.3345
SLC25A41,2.5584,0.183,0.1481,0.3312,0.4333,0.6413,3.3637,0.1342,0.1726,0.7207,0.5808
TLCD5,0,0,0,0,0,0,0,0,0,0,0
OR5AK2,0,0,0.0494,0,0,0,0,0,0.0959,0.0376,0.057
FRAT2,3.4251,2.8797,4.5641,12.5815,9.194,3.973,3.7273,6.8131,4.8157,7.9365,7.4019
TMEM102,0.8218,1.1686,2.7018,8.6507,7.7489,1.047,0.6339,6.5807,0.995,6.6744,7.6546
TMEM132E,0.0293,0.065,0.2209,0.1437,0.4999,0.0263,0.0164,0.2381,0.1123,0.1279,0.2668
ZNF322,2.0933,2.5089,2.4235,3.1622,2.0377,2.8777,1.8699,2.6711,2.6996,2.4063,2.4806
NME9,0.4601,0.5155,0.6032,1.4987,1.2602,0.538,0.5528,0.6243,0.3974,0.7697,0.7453
SPEM1,0,0.1806,0.0468,0.0581,0.1711,0.0779,0,0.0424,0.1817,0.0356,0
HEPHL1,0.0574,0.1729,0.2162,0.0288,0.4047,0.1093,0.054,0.1678,0.09,0.0059,0.098
LRRC75A,0,0,0,0,0,0,0,0,0,0,0
OR5M8,0,0,0,0,0,0,0,0,0.0477,0,0
CCL13,0.0501,0.5419,0.864,1.4757,1.3162,1.0789,3.2752,8.5087,1.2583,1.4366,6.3515
CFAP65,0,0,0,0,0,0,0,0,0,0,0
DDX60L,2.0405,2.2322,3.4087,4.0737,5.6135,2.0277,1.6348,4.8799,1.7968,3.3823,7.0456
SYNE4,0,0,0,0,0,0,0,0,0,0,0
OGFOD3,0,0,0,0,0,0,0,0,0,0,0
UTS2R,0.0365,0.0303,0.0393,0,0.0479,0.0654,0.0305,0.1067,0,0.0597,0.0906
AATK,4.8179,1.5889,3.5936,4.8688,2.2263,2.963,2.5076,1.3747,3.006,0.9648,1.6714
DDN,0.0912,0.0474,0.0245,0.0457,0.015,0.0307,0.0191,0.0333,0.0477,0.056,0.0566
SAGE1,0,0.0466,0.0151,0,0.0184,0.0126,0,0.041,0.0146,0.0115,0.0348
ZNF467,6.6464,5.3544,5.0611,3.0057,10.5419,5.808,3.9512,4.6563,4.8355,2.299,8.1847
SOX2,1.6306,0.9038,1.2806,9.5895,1.0255,1.4468,0.7824,0.7786,0.6216,1.0707,0.443
ZNF678,0.5902,0.9936,1.0012,1.6385,1.2459,0.6438,0.379,1.5782,0.7715,1.4455,1.8692
TMEM45A,4.3377,11.5672,9.1672,11.5698,16.149,9.3437,6.2602,14.1021,17.2873,11.8816,14.7386
RAP2B,2.6552,3.6639,4.3927,7.1044,9.0807,2.6996,2.4701,9.4375,3.1628,7.9216,10.6067
ZBTB2,6.6643,6.1842,6.8647,7.103,5.7527,6.5577,5.8475,7.5246,4.0481,8.8174,6.1817
RNF135,11.5319,12.5433,12.7304,13.8336,14.1267,10.0463,12.2491,14.4339,10.5511,12.257,14.68
OR6T1,0,0,0,0,0,0,0.0368,0,0.0459,0,0
ACBD4,12.2926,13.9266,11.9219,15.907,13.5942,11.174,14.5733,15.7338,8.2239,10.9886,16.5165
OR8D4,0,0,0,0,0,0,0,0.044,0,0,0
SGSH,15.9851,19.364,22.6945,31.8204,32.0678,16.5432,14.9878,28.0387,17.1823,24.2669,27.3953
MAB21L2,0.6318,0.0769,0.3153,0.0206,0.0404,0.1934,0.2323,0.0301,0.2739,0.0378,0.1914
FANCB,0.2411,0.283,0.275,0.4744,0.3724,0.1908,0.1782,0.1107,0.3411,0.2439,0.2819
EDDM3B,0,0,0,0,0,0,0,0,0,0,0
SETD2,16.1049,13.9485,15.0617,17.667,13.5872,17.583,12.4831,15.1447,13.3642,16.7216,14.5092
EDDM3A,0,0,0,0,0,0,0,0,0,0.1192,0
C6orf223,0.0118,0,0.0254,0.0315,0.0464,0.0106,0.0296,0.0804,0,0.0482,0.117
TMIE,0.5503,0.8006,0.3951,0.4601,0.331,0.3495,1.1329,0.4249,0.5274,0.2252,0.5695
MEX3D,7.815,6.634,5.6918,6.5295,10.5717,6.9531,5.4791,6.9212,5.9018,8.42,7.5675
OR52D1,0.0401,0.0333,0.0432,0.0536,0,0,0,0.1956,0.1677,0.0328,0.0996
MRPS23,14.1559,14.2414,13.0284,13.6585,14.9014,11.1535,18.2737,14.2527,17.0151,14.2109,14.5619
OR52H1,0,0,0,0,0,0.0397,0,0,0,0.0363,0.055
FDCSP,0,0,0.1627,0.4041,1.4868,0.0677,0.0632,0.1473,0,1.5456,0.8441
GPR135,4.0324,4.3854,2.8027,0.8468,0.8616,3.0058,2.356,1.3262,3.0643,0.9596,2.271
ANKRD62,0,0,0,0,0,0,0,0,0,0,0
P2RY13,0.1233,0.2562,0.2157,0.5772,0.7079,0.1105,0.129,0.5561,0.0161,0.2775,1.0334
TNFSF15,0.1009,0.3199,1.8001,8.2354,4.5448,0.1979,0.1162,2.5344,0.0725,2.024,6.7522
ZFP41,3.3967,4.0172,3.7542,3.8763,3.8263,3.3971,4.3528,4.1736,3.906,3.9922,4.7499
PHLDA2,5.1016,5.051,12.9868,12.3473,30.9839,4.1998,2.2139,42.8358,5.2375,14.9592,18.9501
GPR88,0.0616,0.0409,0.1591,0,0,0.011,0.0103,0.048,0.0901,0.0403,0.0459
ZNF875,0,0,0,0,0,0,0,0,0,0,0
