ID,SC,DC,EC,IC,LAC,BC,NC
0,1280000000,4,0.006563146,1.9505931,1.5,186.21616,2
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,13200000000,6,0.021093942,2.1949794,0,472.7496,0
5,44600000,3,0.001224386,1.7774379,0,3780.676,0
6,1218184.5,1,0.000202,1.2310145,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,299000000,6,0.003168167,2.1949794,0,6853.879,0
10,365342.2,2,0.000111,1.5483409,0,6852,0
11,121000000,4,0.002015916,1.9505931,0,6873.2793,0
12,400241.9,2,0.000116,1.5483409,0,3428,0
13,0,0,0,0,0,0,0
14,1.5355955,1,0,1.2310145,0,0,0
15,181000000,1,0.002464273,1.2310145,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,157000000,16,0.002300338,2.690768,0,13036.751,0
20,21000000,1,0.00084,1.2310145,0,0,0
21,126000000,2,0.002060171,1.5483409,0,21.152012,0
22,900967.4,3,0.000174,1.7774379,0,3784.3074,0
23,101000000,2,0.001843947,1.5483409,0,12.242019,0
24,46141.445,1,3.94E-05,1.2310145,0,0,0
25,0,0,0,0,0,0,0
26,3070000000,7,0.010167781,2.2844489,0,11094.156,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,86749.62,1,5.40E-05,1.2310145,0,0,0
31,353000000,6,0.003445145,2.1949794,0,11958.916,0
32,0,0,0,0,0,0,0
33,299.72098,1,3.17E-06,1.2310145,0,0,0
34,893000000,7,0.00547873,2.2844489,1.1428572,4865.94,1.7333333
35,14300000000,25,0.021909202,2.8466105,2.32,24449.1,4.688889
36,1.536499,1,0,1.2310145,0,0,0
37,1.5355041,1,0,1.2310145,0,0,0
38,0,0,0,0,0,0,0
39,918000000,8,0.005557255,2.3592274,0.25,12659.358,0.2857143
40,0,0,0,0,0,0,0
41,94200000,2,0.00177987,1.5483409,0,11.586743,0
42,1030000000,4,0.005880173,1.9505931,0.5,206.12747,0.6666667
43,1257256.8,1,0.000206,1.2310145,0,0,0
44,349000000,1,0.003424628,1.2310145,0,0,0
45,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
49,883068.94,2,0.000172,1.5483409,1,0,2
50,85600000,2,0.001696282,1.5483409,0,8.752392,0
51,0,0,0,0,0,0,0
52,159000000,5,0.002309983,2.0860887,1.6,144.91312,2
53,5730000000,13,0.013883881,2.602607,0.9230769,34166.176,2.1595237
