,L3N
0,0.0
1,0.0
2,0.6666667
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,2.4
10,0.0
11,0.0
12,0.0
13,2.2
14,0.0
15,0.0
16,1.0909091266666666
17,0.0
18,0.0
19,0.0
20,1.5111111333333334
21,1.9444444666666667
22,1.0095238333333334
23,0.22222222666666666
24,0.0
25,1.6888889333333335
26,0.0
27,0.0
28,0.4000000000000001
29,0.0
30,0.0
31,1.1666666666666667
32,0.16666666666666666
33,0.5
34,0.0
35,0.6666667
36,2.9
37,0.0
38,0.0
39,0.0
40,1.3333334
41,0.5
42,0.0
43,1.0952381333333332
44,0.8695651999999999
45,0.0
46,8.947369
47,0.0
48,0.6984127199999999
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,2.2666666666666666
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,1.0
68,3.1333333333333333
69,2.4761904
70,1.03030306
71,1.5
72,0.6488095333333334
73,0.20000000000000004
74,1.07142858
75,0.0
76,0.7738411099999999
77,1.3575757666666668
78,0.0
79,0.0
80,2.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,2.75
94,0.0
95,0.0
96,0.0
97,2.8423005333333333
98,1.7142857000000002
99,0.22222222
100,0.0
101,0.0
102,0.0
103,0.0
104,1.2044444
105,0.6111111333333333
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,1.5
112,0.0
113,1.0
114,2.6912568666666665
115,0.0
116,0.0
117,0.5555555999999999
118,0.0
119,0.5
120,0.0
121,0.0
122,1.7777778000000002
123,0.0
124,1.3333334
125,0.0
126,2.0
127,0.6031746333333333
128,1.0
129,0.0
130,0.0
131,0.0
132,0.0
133,1.0
134,1.1851852
135,0.82443484
136,0.8695651999999999
137,0.4000000000000001
138,0.0
139,0.0
140,0.0
141,0.44444446666666665
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.4666666666666666
149,0.0
150,1.3333334
151,0.0
152,0.0
153,1.2222222666666667
154,0.0
155,0.0
156,0.0
157,0.4000000000000001
158,0.0
159,0.0
160,0.0
161,6.142856999999999
162,0.8421052699999999
163,0.0
164,0.3174603266666667
165,0.0
166,0.3333333333333333
167,0.0
168,0.0
169,2.6857143333333333
170,0.0
171,0.0
172,0.0
173,0.0
174,0.8108108
175,0.0
176,0.0
177,0.0
178,0.0
179,0.82483662
180,0.22222222
181,1.1578947333333334
182,0.19393939666666668
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.8392434833333334
201,0.41403508666666666
202,0.35954227333333333
203,1.1970712
204,0.0
205,0.0
206,0.0
207,1.2063492666666666
208,0.5
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,1.9365078999999998
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.7555555666666667
224,0.0
225,0.8000000000000002
226,0.0
227,0.0
228,0.0
229,0.0
230,1.7268518666666666
231,0.0
232,0.4666666666666666
233,0.0
234,0.0
235,0.8969697
236,4.0
237,0.0
238,0.0
239,0.0
240,2.1666666666666665
241,0.0
242,0.0
243,0.0
244,1.1212121000000002
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,3.9259258999999997
253,0.0
254,5.7192982
255,0.0
256,1.8888888666666668
257,0.0
258,0.0
259,0.0
260,3.6666667
261,1.0952381
262,0.0
263,0.0
264,0.0
265,2.3333333333333335
266,0.0
267,0.0
268,1.1428572
269,0.0
270,0.0
271,0.3452381
272,0.0
273,0.0
274,1.2447553000000002
275,2.5142856666666664
276,0.0
277,2.884004866666667
278,0.25
279,2.0416666666666665
280,0.23076923
281,0.0
282,4.452762833333334
283,0.0
284,0.0
285,0.0
286,0.25
287,0.0
288,0.0
289,0.0
290,0.0
291,4.6888890000000005
292,0.0
293,0.0
294,0.0
295,0.5714286
296,0.0
297,0.0
298,0.6
299,0.7409836000000002
300,0.0
301,0.0
302,0.46666667666666667
303,0.0
304,0.0
305,0.44444445
306,0.0
307,1.4226579333333333
308,0.35714286666666667
309,0.5
310,0.0
311,0.0
312,2.0
313,0.0
314,5.775163666666667
315,0.34343434999999994
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,3.929824533333333
322,4.3076925
323,0.0
324,2.0
325,0.0
326,0.0
327,1.8316956
328,1.1555349666666668
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,1.2222222666666667
339,1.0
340,0.0
341,0.0
342,2.1960783999999998
343,0.8000000000000002
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,2.1818181666666665
350,0.0
351,0.0
352,0.0
353,0.0
354,1.5
355,0.0
356,0.0
357,3.8888889
358,0.0
359,0.25
360,0.6743886866666666
361,0.0
362,3.3081421333333334
363,0.0
364,1.1605769333333333
365,0.0
366,2.0
367,0.0
368,0.0
369,0.0
370,0.0
371,1.0
372,0.0
373,0.30158731333333333
374,0.0
375,0.0
376,0.0
377,0.0
378,1.0
379,0.9885057333333332
380,0.0
381,0.0
382,0.0
383,0.1818181866666667
384,0.0
385,0.0
386,2.5
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.5
393,0.0
394,2.3443224666666667
395,0.0
396,0.22222223333333332
397,0.0
398,0.0
399,0.2857143
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,2.1111112000000003
406,0.0
407,4.821236666666667
408,0.0
409,0.0
410,0.0
411,1.1438127
412,0.0
413,5.946607333333333
414,1.1272727333333332
415,0.0
416,0.0
417,4.888888833333334
418,0.6666667
419,0.0
420,0.0
421,0.0
422,0.2619047666666667
423,0.0
424,0.0
425,1.5
426,0.0
427,0.38611112
428,0.0
429,2.7240830000000003
430,0.0
431,0.8888889000000001
432,1.75
433,0.0
434,0.0
435,0.0
436,2.7878788
437,0.0
438,0.0
439,0.0
440,3.5555556000000004
441,0.0
442,0.0
443,0.0
444,0.0
445,0.48148148333333335
446,2.2380952666666665
447,4.316923
448,0.0
449,0.30158731333333333
450,0.0
451,0.0
452,1.2
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.6888888999999999
461,0.0
462,3.619047566666667
463,1.0
464,0.44444446
465,0.0
466,0.0
467,0.51428574
468,0.0
469,0.0
470,0.0
471,2.5396826
472,4.158730266666667
473,0.0
474,0.37816793666666665
475,0.2518518533333333
476,0.5
477,0.0
478,0.2857143
479,0.30618686666666667
480,0.0
