,S3N
0,0.0
1,0.0
2,298566.61
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,6.9592946
9,113391.38666666666
10,10238.941666666666
11,65774.52
12,0.0
13,158085.01
14,71903.32433333334
15,42.14566666666667
16,782564.9866666667
17,48351.433999999994
18,4611.185866666667
19,278377.9633333333
20,7473119.166666667
21,3114211.5
22,1077339.1500000001
23,934586.5866666666
24,792599.2333333334
25,3523631.5666666664
26,0.0
27,755.4496733333334
28,2012898.3
29,19477.884
30,6561.911666666667
31,349154.36
32,303492.7073333334
33,341722.02433333336
34,447.64020666666664
35,1768139.8333333333
36,2899178.4333333336
37,963.4621099999999
38,45836.581666666665
39,299395.2166666667
40,1201577.4333333333
41,288598.96
42,0.0
43,2764885.0
44,4666023.566666666
45,10703.013
46,3087765.733333333
47,3686.152433333333
48,1893603.5333333332
49,14929.226333333334
50,0.0
51,0.0
52,2619.824033333333
53,0.0
54,12534.481666666667
55,270.34844
56,39.87063333333333
57,409527.14666666667
58,0.0
59,0.0
60,0.0
61,0.0
62,236249.97
63,382.18416333333334
64,103697.17133333332
65,34762.00533333333
66,36363.41366666667
67,2737.606366666667
68,5071961.333333333
69,533737.6466666667
70,1872621.8333333333
71,77895.23466666667
72,10190823.333333334
73,1731173.4666666668
74,5561097.166666667
75,8518.066
76,312942.86666666664
77,98932.45333333332
78,117266.56733333333
79,467364.6766666667
80,79427.73333333334
81,1.5417985000000003
82,279168.2133333333
83,3686.152433333333
84,6719.2847
85,68578.99333333333
86,54494.633
87,0.0
88,11565.904999999999
89,280527.0233333333
90,285720.9533333333
91,0.0
92,38601.503
93,7032199.0
94,205970.25666666668
95,0.0
96,39.40617533333334
97,81500000.0
98,282088.17333333334
99,600596.3633333333
100,580.4489266666666
101,467485.75
102,121.09531633333334
103,65949.24466666667
104,6651994.333333333
105,633676.7066666667
106,3242.7979
107,0.0
108,4929.4373000000005
109,73025.84999999999
110,591775.8033333333
111,841396.48
112,2194.6783
113,1544823.2
114,38400000.0
115,0.0
116,18866.083
117,14266666.666666666
118,32602.50766666666
119,67677.69799999999
120,0.0
121,8746.714333333333
122,174300.39
123,364383.53
124,567391.9533333333
125,60842.81
126,13300000.0
127,99933.34333333332
128,52155.883
129,0.0
130,0.0
131,3668.8495333333335
132,1128240.8
133,30751.636333333332
134,828420.5533333333
135,1859556.2333333332
136,1378421.1333333335
137,422210.0433333334
138,67298.429
139,103697.16666666667
140,0.0
141,5192050.733333333
142,14912.222
143,119388.19533333334
144,27529.474
145,73664.58333333333
146,61300.07233333334
147,23853.335000000003
148,271946.9533333333
149,39545.04666666667
150,646.1352766666668
151,23521.786666666667
152,8570.639533333333
153,50913.06100000001
154,0.0
155,832804.7999999999
156,0.0
157,420697.41333333333
158,1199.4694333333334
159,208.95006666666666
160,0.0
161,89812.59666666666
162,14166666.666666666
163,684.0221799999999
164,676491.5
165,231375.66333333333
166,2901.9929666666667
167,21023.332666666665
168,58583.85566666667
169,507688.62333333335
170,261894.95333333328
171,11565.904999999999
172,1635.677333333333
173,241.10983
174,56566666.666666664
175,10.5173845
176,0.0
177,81333.05866666666
178,17718.963333333333
179,1681008.3666666665
180,2317083.6666666665
181,7222459.166666667
182,620876.5766666667
183,0.0
184,42947.61066666667
185,0.0
186,0.0
187,313644.9633333333
188,328835.49666666664
189,4112.830366666666
190,667.6436833333333
191,0.0
192,0.0
193,0.0
194,293742.88
195,0.0
196,0.0
197,0.0
198,199554.50666666668
199,0.0
200,28033333.333333332
201,12033333.333333334
202,50433333.333333336
203,253333333.33333334
204,1036.8262466666667
205,219.91330333333335
206,13295.032333333334
207,906631.8666666667
208,108439.25333333334
209,118855.915
210,0.0
211,0.0
212,83086.41333333333
213,284630.2133333333
214,272485.63666666666
215,76.554568
216,562142.6
217,4266405.899999999
218,39545.044
219,0.0
220,9264.556793333333
221,0.0
222,49352.45566666667
223,912366.9
224,53823.6935
225,733292.52
226,4377.7716666666665
227,0.0
228,31634.274666666664
229,0.0
230,22100000.0
231,0.0
232,85577.132
233,78921.96999999999
234,0.0
235,1756028.62
236,937804.6333333334
237,22343.125
238,9996.595833333335
239,2190.3320066666665
240,78541.69533333334
241,0.0
242,0.0
243,416.4955
244,4947512.833333333
245,168.38906466666666
246,0.0
247,392567.03
248,10476.051699999998
249,103697.16666666667
250,741.27389
251,0.0
252,1976329.7666666666
253,381873.0733333333
254,2119236.6333333333
255,1188193.9666666666
256,1424243.6666666667
257,377586.83
258,2490435.6
259,0.0
260,770079.4666666667
261,1242982.97
262,0.0
263,1679.2363999999998
264,0.0
265,1799.5529666666669
266,64738.09666666666
267,8645.403333333334
268,1207882.9000000001
269,294.43058933333333
270,10728.152433333335
271,6794223.166666667
272,268585.5366666667
273,1.7043450500000001
274,1997750.2333333334
275,1392143.6666666667
276,0.0
277,2059316.8
278,47763.081
279,13296447.333333334
280,4294834.0
281,213799.03333333333
282,1138673.0
283,0.0
284,850037.9133333332
285,36411.399
286,393511.12999999995
287,780.7509
288,0.0
289,0.0
290,0.0
291,590802.76
292,0.0
293,103989.81666666667
294,60.117474
295,2712.5646
296,10688.609833333334
297,357763.95999999996
298,2560665.5
299,142333333.33333334
300,18033.95
301,163306.25333333333
302,5249070.833333333
303,2045.3062666666667
304,639056.5066666667
305,1059321.0866666667
306,0.0
307,4271540.233333333
308,1048483.2433333333
309,1672161.0333333332
310,921248.3166666668
311,0.0
312,52598.93833333333
313,783.8247333333333
314,12666666.666666666
315,1634616.3
316,98171.44833333332
317,147253.13
318,177.18208333333337
319,0.0
320,156669.53666666665
321,3300407.1
322,899519.18
323,348811.94666666666
324,5280.471566666667
325,0.0
326,39.33390933333333
327,1396662.5666666667
328,246333333.33333334
329,114383.61166666665
330,0.0
331,12.451263333333335
332,0.0
333,58555.653
334,2.1305767666666666
335,0.0
336,267100.79000000004
337,53893.16333333333
338,632989.9
339,4833.383833333333
340,1515.6398900000002
341,103697.16666666667
342,347314.71
343,2295506.2666666666
344,213799.03333333333
345,58.848444666666666
346,64214.578
347,14901.334
348,76377.61633333334
349,166450.43999999997
350,82952.54333333332
351,0.0
352,63370.630000000005
353,58428.968666666675
354,39853.719333333334
355,3441.1968333333334
356,228978.12
357,1034025.3166666668
358,1.5795769666666668
359,222233.14333333334
360,63533333.333333336
361,17838.217666666667
362,24200000.0
363,10386.439666666667
364,34566666.666666664
365,24711.400333333335
366,11049.142333333331
367,298061.26999999996
368,1.5427995666666667
369,1785852.7
370,6815.209433333333
371,52050.76866666666
372,4929.4373000000005
373,299756.7766666667
374,0.0
375,0.0
376,0.0
377,11565.904999999999
378,51972.298
379,12533959.5
380,4594.768766666667
381,3686.152966666667
382,3686.152966666667
383,332125.06666666665
384,0.0
385,2961139.0999999996
386,159852.6133333333
387,1.6134873333333333
388,576165.5666666667
