,E3N
0,0.0
1,0.0
2,0.005378801666666666
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,2.1766666666666666e-05
9,0.003312588
10,0.0010027506666666667
11,0.0024779999999999997
12,0.0
13,0.0023790733333333334
14,0.002646177
15,4.483333333333334e-05
16,0.008700568
17,0.0022289375
18,0.0006676666666666667
19,0.005146939333333333
20,0.026605603333333335
21,0.016898927999999997
22,0.010171925333333333
23,0.009082722333333333
24,0.008776593333333332
25,0.018557497666666666
26,0.0
27,0.00019366666666666667
28,0.014000137333333334
29,0.001343641
30,0.0008023333333333334
31,0.005481184
32,0.004173117333333334
33,0.005415152666666667
34,0.00017833333333333332
35,0.013162621666666666
36,0.016765085333333336
37,0.0002866666666666667
38,0.0021145166666666666
39,0.005287622666666668
40,0.010532437666666667
41,0.005321297666666666
42,0.0
43,0.016416727
44,0.02136964466666667
45,0.0009630000000000001
46,0.01711967
47,0.0006003333333333334
48,0.013618922333333333
49,0.0011773293333333333
50,0.0
51,0.0
52,0.0004950000000000001
53,0.0
54,0.0010885506666666667
55,0.000162
56,3.266666666666666e-05
57,0.006314777
58,0.0
59,0.0
60,0.0
61,0.0
62,0.004569724333333334
63,0.00018666666666666666
64,0.003041519
65,0.0018093363333333333
66,0.0018059903333333335
67,0.00026533333333333335
68,0.022277067
69,0.007216901
70,0.013531439
71,0.002755224
72,0.031608639
73,0.013019984333333331
74,0.022751506333333334
75,0.000689
76,0.004460848333333334
77,0.0020372679999999996
78,0.0032351116666666665
79,0.006489776
80,0.0015307
81,0.0
82,0.005141209
83,0.0006003333333333334
84,0.0006786293333333333
85,0.00257391
86,0.002145085
87,0.0
88,0.0010620319999999999
89,0.005151476666666666
90,0.005234794
91,0.0
92,0.0019398443333333334
93,0.024986707
94,0.004424887333333333
95,0.0
96,5.896666666666667e-05
97,0.085801405
98,0.005258112666666666
99,0.007550209666666666
100,0.00022933333333333334
101,0.0067212796666666665
102,8.349999999999998e-05
103,0.002473124
104,0.025551383
105,0.007732505000000001
106,0.0005456666666666666
107,0.0
108,0.000687
109,0.0026686523333333337
110,0.0076184463333333315
111,0.009063480666666667
112,0.000441
113,0.012263121666666666
114,0.06128349633333333
115,0.0
116,0.0013558866666666667
117,0.037392465666666666
118,0.0017665136666666665
119,0.0025543280000000002
120,0.0
121,0.0009186666666666666
122,0.0041268163333333325
123,0.005976783666666667
124,0.0072767533333333335
125,0.0024013656666666667
126,0.03612547133333333
127,0.0017734026666666666
128,0.002131349
129,0.0
130,0.0
131,0.000585
132,0.009942574000000001
133,0.0017351623333333333
134,0.008689103333333333
135,0.012723015333333336
136,0.011602387666666667
137,0.006445315
138,0.0025732836666666667
139,0.003041519
140,0.0
141,0.022524350666666665
142,0.001140766
143,0.0032716629999999997
144,0.0016403306666666667
145,0.0026788246666666665
146,0.002421587333333333
147,0.0015047279999999997
148,0.005158243333333333
149,0.0018890900000000002
150,0.0002463333333333334
151,0.0014956133333333332
152,0.000911
153,0.00218089
154,0.0
155,0.009036852333333333
156,0.0
157,0.006395986333333333
158,0.0003286666666666666
159,0.00014099999999999998
160,0.0
161,0.0029185716666666668
162,0.03700896433333333
163,0.0002486666666666667
164,0.007813407333333335
165,0.004577987333333333
166,0.0005149999999999999
167,0.0014321283333333333
168,0.0022972426666666664
169,0.00675319
170,0.004923974333333333
171,0.0010620319999999999
172,0.000394
173,0.00015066666666666668
174,0.07427772333333334
175,2.8666666666666668e-05
176,0.0
177,0.0027877390000000004
178,0.001315421
179,0.012720135
180,0.015062515666666665
181,0.026170209
182,0.0076653043333333335
183,0.0
184,0.002035119
185,0.0
186,0.0
187,0.005425908
188,0.005504854666666666
189,0.000633
190,0.00021766666666666665
191,0.0
192,0.0
193,0.0
194,0.005363011666666667
195,0.0
196,0.0
197,0.0
198,0.004292255333333333
199,0.0
200,0.05251436066666667
201,0.03416195633333333
202,0.07029137833333333
203,0.15708724999999998
204,0.000317
205,0.000137
206,0.0010791513333333334
207,0.009429396333333333
208,0.0032387343333333336
209,0.0033995976666666666
210,0.0
211,0.0
212,0.0028447969999999996
213,0.005224937999999999
214,0.003246467
215,7.85e-05
216,0.007329144333333333
217,0.020432780666666667
218,0.0018890900000000002
219,0.0
220,0.0008313266666666666
221,0.0
222,0.0021623076666666668
223,0.009376734
224,0.002357404
225,0.008429291
226,0.0006506666666666667
227,0.0
228,0.0017466089999999999
229,0.0
230,0.046523424333333334
231,0.0
232,0.0027286316666666668
233,0.0027580056666666668
234,0.0
235,0.011848872666666664
236,0.009503544000000001
237,0.0014191266666666667
238,0.000978462
239,0.00035533333333333337
240,0.002717236333333333
241,0.0
242,0.0
243,0.0001238
244,0.021445639
245,0.00012466666666666667
246,0.0
247,0.006124784666666665
248,0.0010129263333333333
249,0.003041519
250,0.000265
251,0.0
252,0.013631824333333334
253,0.006075651333333334
254,0.014201747
255,0.010764435000000001
256,0.011821238999999997
257,0.005958511
258,0.015089612666666667
259,0.0
260,0.008666750666666667
261,0.010958347333333333
262,0.0
263,0.00040100000000000004
264,0.0
265,0.00040433333333333337
266,0.0024965336666666667
267,0.0009096666666666667
268,0.010845255666666666
269,0.00011936666666666668
270,0.001023554
271,0.025186043
272,0.0050577646666666665
273,2.42e-06
274,0.013795543666666667
275,0.011574952999999999
276,0.0
277,0.008339211333333332
278,0.002162384333333333
279,0.034616377999999996
280,0.019289952
281,0.004357149666666667
282,0.007102672666666666
283,0.0
284,0.009019593333333333
285,0.0018884023333333333
286,0.006175032666666667
287,0.000274
288,0.0
289,0.0
290,0.0
291,0.007488825333333333
292,0.0
293,0.0031868179999999997
294,6.99e-05
295,0.0005073333333333333
296,0.0009986786666666668
297,0.005930164666666667
298,0.015760052
299,0.11820397
300,0.001237482
301,0.003985921
302,0.022399364666666668
303,0.000439
304,0.006539983666666666
305,0.010031959
306,0.0
307,0.02042090066666667
308,0.008864244666666665
309,0.012778483
310,0.009443521333333335
311,0.0
312,0.0022475573333333334
313,0.0002746666666666667
314,0.033108139
315,0.012490124666666666
316,0.003076803333333333
317,0.0037575330000000004
318,0.00012700000000000002
319,0.0
320,0.0037220263333333334
321,0.01772765633333333
322,0.009390570666666667
323,0.005811293666666666
324,0.0007116666666666668
325,0.0
326,5.9999999999999995e-05
327,0.008215011
328,0.15485399333333336
329,0.003182306333333334
330,0.0
331,3.11e-05
332,0.0
333,0.0023365350000000003
334,0.0
335,0.0
336,0.005079979000000001
337,0.002293566
338,0.007658091666666666
339,0.0006763333333333334
340,0.000364
341,0.003041519
342,0.0058355609999999995
343,0.014997185333333335
344,0.004357149666666667
345,7.34e-05
346,0.002478214
347,0.001204693
348,0.002626522666666667
349,0.002614483666666667
350,0.0028475126666666667
351,0.0
352,0.0024376353333333332
353,0.0023409313333333337
354,0.001949291
355,0.0005663333333333333
356,0.004522974999999999
