,I3N
0,0.0
1,0.0
2,1.9402861666666666
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,1.3067266333333334
9,2.3143129333333334
10,1.3067266333333334
11,1.6703340333333332
12,0.0
13,2.8060562
14,2.3143129333333334
15,1.3067266333333334
16,2.8669351666666665
17,1.9382118
18,1.6703340333333332
19,1.4283269666666667
20,2.7828385
21,2.9524717000000003
22,2.3970436
23,2.3490996
24,2.3143129333333334
25,2.8826510000000005
26,0.0
27,1.3067266333333334
28,2.3143129333333334
29,1.30578665
30,1.9402861666666666
31,2.1486271333333335
32,2.0100473666666665
33,2.3256163
34,1.4283269666666667
35,1.9402861666666666
36,3.1938790333333333
37,1.3067266333333334
38,1.3067266333333334
39,2.1486271333333335
40,2.9206527666666666
41,2.1486271333333335
42,0.0
43,2.592506933333333
44,3.2557073333333335
45,1.3086066
46,3.1696850666666667
47,1.3067266333333334
48,3.0235146
49,1.3067266333333334
50,0.0
51,0.0
52,2.3143129333333334
53,0.0
54,2.3143129333333334
55,1.3067266333333334
56,1.6703340333333332
57,2.4491970333333333
58,0.0
59,0.0
60,0.0
61,0.0
62,1.9402861666666666
63,1.3067266333333334
64,1.3067266333333334
65,1.6703340333333332
66,1.3067266333333334
67,1.6703340333333332
68,2.8060562
69,2.9966864
70,2.8669351666666665
71,2.1486271333333335
72,3.3649512
73,2.8060562
74,2.5928346666666666
75,1.6703340333333332
76,3.3286348333333335
77,2.826476433333333
78,1.6703340333333332
79,2.6556086666666663
80,2.4039994666666664
81,1.3067266333333334
82,2.0794363666666666
83,1.3067266333333334
84,1.4283269666666667
85,1.9402860666666666
86,1.3086066
87,0.0
88,1.3067266333333334
89,1.9402860666666666
90,1.6703340333333332
91,0.0
92,1.6703340333333332
93,3.0835007666666665
94,1.9402860666666666
95,0.0
96,1.3067266333333334
97,3.618596
98,2.5611767666666667
99,2.7363218333333332
100,1.3067266333333334
101,1.3067266333333334
102,1.4276037666666666
103,1.6703340333333332
104,3.2790304666666668
105,2.0100472666666667
106,1.3067266333333334
107,0.0
108,1.3067266333333334
109,1.9402860666666666
110,1.9402860666666666
111,2.9206527666666666
112,1.6703340333333332
113,2.8060562
114,3.5496673333333333
115,0.0
116,1.3067266333333334
117,3.1435720333333337
118,1.3067266333333334
119,2.1486271333333335
120,0.0
121,1.3067266333333334
122,2.7363218333333332
123,2.3143129333333334
124,2.4491970333333333
125,2.9666775666666667
126,3.0835007666666665
127,2.5236436666666666
128,2.1537185
129,0.0
130,0.0
131,1.3067266333333334
132,2.320219
133,2.1486271333333335
134,2.6826739333333336
135,2.7217059333333338
136,3.2557073333333335
137,2.3143129333333334
138,2.3143129333333334
139,1.3067266333333334
140,0.0
141,3.111839
142,1.6734076
143,1.6703340333333332
144,1.9402860666666666
145,1.3067266333333334
146,1.9402860666666666
147,1.3067266333333334
148,2.2036339333333337
149,1.3067266333333334
150,1.9402860666666666
151,1.6703340333333332
152,1.6703340333333332
153,1.8499436333333332
154,0.0
155,2.4491970333333333
156,0.0
157,2.3143129333333334
158,1.6703340333333332
159,1.6703340333333332
160,0.0
161,2.6242785
162,3.4348871333333335
163,1.6703340333333332
164,2.486730133333333
165,2.2041273
166,1.6703340333333332
167,1.3067266333333334
168,1.9402860666666666
169,2.9421060000000003
170,1.6703340333333332
171,1.3067266333333334
172,1.3067266333333334
173,1.3067266333333334
174,3.426873333333333
175,1.3067266333333334
176,0.0
177,1.9402860666666666
178,1.9402860666666666
179,3.082620933333333
180,2.7363218333333332
181,3.1523387666666665
182,2.8262454666666663
183,0.0
184,1.3067266333333334
185,0.0
186,0.0
187,1.9402860666666666
188,2.0100472666666667
189,1.3067266333333334
190,1.3067266333333334
191,0.0
192,0.0
193,0.0
194,2.3143129333333334
195,0.0
196,0.0
197,0.0
198,2.0100472666666667
199,0.0
200,3.4959363333333333
201,3.177805033333333
202,3.4674391666666664
203,3.6213751
204,1.6703340333333332
205,1.7600253333333333
206,1.7606764666666666
207,2.5236436666666666
208,2.1486271333333335
209,2.1486271333333335
210,0.0
211,0.0
212,1.9402860666666666
213,1.3067266333333334
214,3.0796797999999996
215,1.6703340333333332
216,1.7606764333333331
217,2.5611767666666667
218,1.3067266333333334
219,0.0
220,1.5487336666666665
221,0.0
222,2.4491970333333333
223,2.3595105000000003
224,1.30578665
225,2.8060562
226,1.3067266333333334
227,0.0
228,1.3067266333333334
229,0.0
230,3.480699866666667
231,0.0
232,2.2041273
233,2.623950766666667
234,0.0
235,2.826476433333333
236,2.6556086666666663
237,2.7826683666666665
238,1.3067266333333334
239,1.4283268666666666
240,2.258812766666667
241,0.0
242,0.0
243,1.4283269666666667
244,3.2366450333333336
245,1.3067266333333334
246,0.0
247,2.1486271333333335
248,1.3067266333333334
249,1.3067266333333334
250,1.9402860666666666
251,0.0
252,3.1435720333333337
253,1.6703339
254,3.2141686000000003
255,1.9402860666666666
256,2.3595105000000003
257,2.9342653666666667
258,2.3735226666666667
259,0.0
260,2.9206527666666666
261,2.9505364333333333
262,0.0
263,1.3067266333333334
264,0.0
265,2.2036339333333337
266,2.1486271333333335
267,1.3067266333333334
268,2.5611767666666667
269,1.3067266333333334
270,1.6703340333333332
271,2.6242785
272,1.3067266333333334
273,1.30749505
274,2.9342653666666667
275,3.0236164666666667
276,0.0
277,3.4986251000000004
278,2.6556086666666663
279,3.0605892333333333
280,3.3175466
281,1.3067266333333334
282,3.195793033333333
283,0.0
284,2.7363218333333332
285,1.3067266333333334
286,2.6556086666666663
287,1.3067266333333334
288,0.0
289,0.0
290,0.0
291,2.5675867333333335
292,0.0
293,1.6703339
294,1.3086066
295,2.5611767666666667
296,1.3067266333333334
297,2.3143129333333334
298,2.8060562
299,3.559017766666667
300,2.0100472666666667
301,1.6703339
302,3.0236164666666667
303,1.9402860666666666
304,1.8304376333333332
305,2.7363218333333332
306,0.0
307,3.1245514666666665
308,2.5928346666666666
309,2.1486271333333335
310,1.9402860666666666
311,0.0
312,1.9402860666666666
313,1.6703339
314,3.0928184333333335
315,2.9026337333333334
316,1.6703339
317,1.9402860666666666
318,1.3067266333333334
319,0.0
320,1.3067266333333334
321,3.1696850666666667
322,2.9682546999999997
323,2.4784460999999998
324,1.9402860666666666
325,0.0
326,1.6703339
327,3.510180333333334
328,3.6962283
329,1.6703339999999998
330,0.0
331,1.3067266333333334
332,0.0
333,1.6703339
334,1.6703339
335,0.0
336,1.9402860666666666
337,2.1486271333333335
338,2.7597096666666663
339,1.6703339
340,1.6703339
341,1.3067266333333334
342,3.114942633333333
343,2.3143129333333334
344,1.3067266333333334
345,1.3067266333333334
346,1.6703339
347,1.6703339
348,1.3067266333333334
349,2.7264820000000003
350,1.6703339
351,0.0
352,1.8499436333333332
353,1.6703339
354,2.1486271333333335
355,1.3067266333333334
356,1.6703339
357,2.9522844
