,B3N
0,0.0
1,0.0
2,166.07217666666665
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,2767.2883333333334
10,0.0
11,295.80018333333334
12,0.0
13,6356.549
14,5437.318666666667
15,0.0
16,15924.806333333332
17,8894.144499999999
18,634.3112
19,555.8560666666666
20,1034.3182866666666
21,7139.7606000000005
22,4187.657366666667
23,14791.265999999998
24,9261.280333333334
25,8596.992
26,0.0
27,0.0
28,3242.5192
29,0.0
30,1645.9571666666668
31,465.11773666666676
32,1740.6706666666669
33,2390.0809666666664
34,187.0438333333333
35,2404.7451333333333
36,32330.373000000003
37,0.0
38,0.0
39,6018.645466666666
40,8192.801233333334
41,2737.9035666666664
42,0.0
43,6351.164233333333
44,58066.34
45,0.0
46,15192.574666666667
47,0.0
48,36613.46
49,0.0
50,0.0
51,0.0
52,10648.432666666666
53,0.0
54,2199.6381
55,0.0
56,8330.0
57,8909.623333333333
58,0.0
59,0.0
60,0.0
61,0.0
62,5774.4963
63,0.0
64,0.0
65,3286.3160000000003
66,0.0
67,0.0
68,13593.25
69,26477.355
70,17423.823666666667
71,265.6770066666667
72,86977.98133333334
73,17219.319666666666
74,3405.3743666666664
75,927.3970366666666
76,107444.62666666666
77,16595.99033333333
78,5103.033899999999
79,15565.606666666667
80,361.1713766666667
81,0.0
82,7457.125666666667
83,0.0
84,531.3913666666666
85,11401.193999999998
86,0.0
87,0.0
88,0.0
89,713.1686100000001
90,8330.0
91,0.0
92,378.17698666666666
93,12265.892333333335
94,583.7244233333332
95,0.0
96,0.0
97,438401.0333333334
98,5218.586666666667
99,8549.792666666668
100,0.0
101,0.0
102,97.69004333333334
103,67.65286733333333
104,47879.97266666667
105,819.2613233333333
106,0.0
107,0.0
108,0.0
109,2172.269366666667
110,1471.4133333333332
111,21814.077333333335
112,93.13838666666668
113,6194.361466666666
114,246243.2666666667
115,0.0
116,0.0
117,51914.443
118,0.0
119,8406.975333333334
120,0.0
121,0.0
122,11034.621333333334
123,524.9028233333333
124,4728.8885666666665
125,37650.92933333333
126,11173.735
127,1032.92772
128,389.57697
129,0.0
130,0.0
131,0.0
132,6147.7783
133,693.12182
134,5405.643133333333
135,19817.27566666667
136,82911.41333333333
137,3409.1797666666666
138,2438.5750000000003
139,0.0
140,0.0
141,23744.17066666666
142,225.20772000000002
143,1181.9286666666667
144,4243.687733333333
145,0.0
146,779.5035666666666
147,0.0
148,2994.577766666667
149,0.0
150,2055.2800666666667
151,647.4302666666666
152,958.3007233333334
153,28.33358
154,0.0
155,2751.4359
156,0.0
157,1925.5616333333335
158,942.1729266666667
159,184.66810666666666
160,0.0
161,2.2052983999999998
162,140491.64333333334
163,326.05196666666666
164,11899.684666666668
165,25886.103
166,75.66879666666667
167,0.0
168,665.5450333333333
169,2426.590733333333
170,5805.8911333333335
171,0.0
172,0.0
173,0.0
174,90990.05666666669
175,0.0
176,0.0
177,8526.725666666667
178,1990.5420000000001
179,27804.906999999996
180,7202.157633333333
181,66666.34166666667
182,7945.429000000001
183,0.0
184,0.0
185,0.0
186,0.0
187,985.3004733333332
188,5547.255533333333
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,1650.613
195,0.0
196,0.0
197,0.0
198,8945.886133333332
199,0.0
200,164161.18999999997
201,34999.184
202,133979.20333333334
203,473705.38999999996
204,702.0573333333333
205,307.5178266666667
206,5109.180566666667
207,1843.2035000000003
208,1379.4253666666666
209,17127.005333333334
210,0.0
211,0.0
212,8992.955000000002
213,0.0
214,13114.775666666666
215,282.2163533333333
216,879.6722333333333
217,3171.7172000000005
218,0.0
219,0.0
220,937.1382333333335
221,0.0
222,28564.032333333336
223,1792.7420333333332
224,0.0
225,14229.480333333335
226,0.0
227,0.0
228,0.0
229,0.0
230,120033.745
231,0.0
232,4400.632033333333
233,6711.861833333333
234,0.0
235,15592.739333333333
236,7375.1865333333335
237,39171.708000000006
238,0.0
239,49.95379
240,1524.3594256666668
241,0.0
242,0.0
243,169.99930666666668
244,97635.81333333334
245,0.0
246,0.0
247,3900.4988666666673
248,0.0
249,0.0
250,8473.410666666667
251,0.0
252,14253.620666666668
253,81.65892133333334
254,9235.972833333333
255,398.9450166666666
256,722.4014666666667
257,14364.286333333332
258,3927.4832433333336
259,0.0
260,11054.574666666667
261,19194.986666666668
262,0.0
263,0.0
264,0.0
265,670.34738
266,2753.167266666667
267,0.0
268,3183.5384666666664
269,0.0
270,428.26888333333335
271,7149.867566666668
272,0.0
273,0.0
274,52523.492999999995
275,31093.662666666667
276,0.0
277,124922.25666666667
278,17043.017000000003
279,16940.893
280,91037.805
281,0.0
282,49448.27466666667
283,0.0
284,14920.158666666664
285,0.0
286,14155.600333333334
287,0.0
288,0.0
289,0.0
290,0.0
291,224.67851700000003
292,0.0
293,45.964474333333335
294,0.0
295,25743.149
296,0.0
297,9159.540666666666
298,14194.970333333333
299,198320.59333333335
300,681.1156633333334
301,659.3383666666667
302,44697.051
303,400.10647
304,207.49621833333333
305,19433.335333333333
306,0.0
307,63291.38133333333
308,13861.085666666666
309,4343.694533333333
310,2296.5613000000003
311,0.0
312,0.0
313,1031.9847666666667
314,3977.160433333333
315,11866.841999999999
316,2428.2640666666666
317,3077.7966333333334
318,0.0
319,0.0
320,0.0
321,29153.959666666666
322,7054.296333333335
323,9448.5992
324,0.0
325,0.0
326,8330.0
327,180156.75333333333
328,1308844.4333333333
329,3053.8504666666668
330,0.0
331,0.0
332,0.0
333,661.62273
334,2.0
335,0.0
336,607.2408733333333
337,4420.972400000001
338,32117.82133333333
339,0.0
340,729.4762466666667
341,0.0
342,22810.153333333332
343,4542.546633333333
344,0.0
345,0.0
346,380.31679333333324
347,2768.1664333333333
348,0.0
349,5124.317366666666
350,181.21789333333334
351,0.0
352,2343.865366666667
353,1083.3113333333333
354,1513.9788666666666
355,0.0
356,1088.0678166666667
357,29391.38333333333
358,0.0
359,9725.144666666665
360,153796.97666666665
361,1650.558933333333
362,88688.09166666667
363,1936.3349333333333
364,267381.1533333333
365,6394.409833333334
366,8356.461666666668
367,2352.3056
368,0.0
369,18595.585
370,5166.526133333334
371,0.0
372,0.0
373,5275.767533333333
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,77265.90833333333
380,0.0
381,0.0
382,0.0
383,15516.949
384,0.0
385,3759.08106
386,45.90921433333333
387,0.0
388,333.95485666666667
389,2072.6589
390,192.42614666666668
391,0.0
392,9603.65
393,42.69920333333334
394,34955.19066666667
395,1154.9168333333334
396,88.62481666666666
397,0.0
398,0.0
399,6382.794866666667
400,698.6469666666667
401,0.0
402,0.0
403,1911.5860666666667
404,0.0
405,31545.108333333334
406,0.0
407,42720.86533333333
408,0.0
409,8330.0
410,2211.8924333333334
411,90213.03333333333
412,6116.1305999999995
413,30345.17066666667
414,58140.426666666666
