,B7N
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.05714285714285715
10,0.0
11,170.9858842857143
12,0.0
13,296.3304942857143
14,1324.985742857143
15,0.0
16,14461.797714285714
17,0.0
18,212.5694157142857
19,0.0
20,470.2078428571428
21,3871.420142857143
22,1183.9552142857142
23,4276.828714285714
24,681.2062714285714
25,640.77212
26,0.0
27,0.0
28,944.2412571428571
29,0.0
30,636.6027
31,100.04780285714286
32,598.2360428571428
33,0.0
34,0.0
35,1209.0038142857143
36,16237.898857142858
37,0.0
38,0.0
39,3059.6143142857145
40,4276.748166666667
41,1271.9882857142857
42,0.0
43,1152.7415142857142
44,20065.142285714282
45,0.0
46,5073.578771428572
47,0.0
48,14799.065571428571
49,0.0
50,0.0
51,0.0
52,6999.323399999999
53,0.0
54,805.8011628571429
55,0.0
56,3141.714285714286
57,4861.10246
58,0.0
59,0.0
60,0.0
61,0.0
62,3724.1824714285713
63,0.0
64,0.0
65,2204.19565
66,0.0
67,0.0
68,350.29247857142855
69,6764.269285714286
70,0.0
71,0.0
72,12872.936428571427
73,6383.565142857143
74,3791.218714285714
75,87.90700857142858
76,24621.442142857144
77,7494.135571428572
78,3075.5229
79,8441.528857142857
80,199.52653571428573
81,0.0
82,1978.4320571428573
83,0.0
84,747.3967333333334
85,3141.714285714286
86,0.0
87,0.0
88,0.0
89,30.076637142857148
90,0.0
91,0.0
92,256.29852166666666
93,6195.3142
94,80.63068571428572
95,0.0
96,0.0
97,178301.39714285714
98,2958.8289
99,4522.972000000001
100,0.0
101,0.0
102,0.0
103,0.0
104,19107.265571428572
105,617.5499675
106,0.0
107,0.0
108,0.0
109,1121.3430571428569
110,488.18274
111,9013.943142857144
112,73.79987
113,2059.522957142857
114,79391.0842857143
115,0.0
116,0.0
117,26344.700666666668
118,0.0
119,0.0
120,0.0
121,0.0
122,4553.033714285714
123,256.19769142857143
124,3112.9850571428574
125,12311.651571428572
126,5579.6662857142865
127,557.3685857142857
128,534.3311
129,0.0
130,0.0
131,0.0
132,8233.706
133,422.28037
134,3208.528071428572
135,11534.74025
136,29272.68495
137,6.648715333333333
138,1238.5095142857142
139,0.0
140,0.0
141,7378.258142857143
142,356.67343
143,0.0
144,1962.8117714285713
145,0.0
146,0.0
147,0.0
148,249.19088571428574
149,0.0
150,4394.8
151,290.28958571428575
152,1011.81244
153,7.424865714285714
154,0.0
155,2047.7857
156,0.0
157,1322.5310166666666
158,339.4665042857142
159,108.86491285714285
160,0.0
161,5.084561966666667
162,16387.692714285713
163,214.15815714285714
164,4640.497714285714
165,10375.012
166,107.98250428571428
167,0.0
168,531.60264
169,335.41459999999995
170,2374.7089571428573
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,12642.28314285714
180,5451.8851428571425
181,28311.022285714287
182,2771.838242857143
183,0.0
184,0.0
185,0.0
186,0.0
187,164.52854285714284
188,172.70971666666665
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,1184.6465571428573
199,0.0
200,50419.29157142858
201,15442.684142857146
202,70494.43571428572
203,198437.61571428573
204,292.39307799999995
205,138.828258
206,3404.8044285714286
207,692.14814
208,711.9178714285715
209,6569.686285714285
210,0.0
211,0.0
212,3513.612485714286
213,0.0
214,5891.049714285714
215,0.0
216,128.4993
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,4622.3925714285715
223,431.1144142857143
224,0.0
225,1872.3129833333332
226,0.0
227,0.0
228,0.0
229,0.0
230,43139.99571428572
231,0.0
232,1760.5576571428574
233,3412.4515
234,0.0
235,12860.7805
236,2894.4380428571426
237,13789.96342857143
238,0.0
239,41.0258325
240,4.866486142857143
241,0.0
242,0.0
243,0.0
244,41669.150571428574
245,0.0
246,0.0
247,1046.6082142857142
248,0.0
249,0.0
250,3141.714285714286
251,0.0
252,4702.896428571429
253,69.68629833333334
254,3901.7977142857135
255,29.843936833333334
256,393.55064
257,10084.546400000001
258,1832.8041285714282
259,0.0
260,4822.673714285715
261,7721.242857142856
262,0.0
263,0.0
264,0.0
265,26.228652285714286
266,1194.837942857143
267,0.0
268,1479.2650714285717
269,0.0
270,175.09931714285716
271,3950.5625714285716
272,0.0
273,0.0
274,6611.750571428572
275,4019.2910714285717
276,0.0
277,74845.947
278,4537.096142857144
279,3384.9959285714285
280,101163.23
281,0.0
282,10928.036000000002
283,0.0
284,3701.566485714286
285,0.0
286,5610.791428571429
287,0.0
288,0.0
289,0.0
290,0.0
291,4.364715928571429
292,0.0
293,23.6113862
294,0.0
295,9695.361
296,0.0
297,1133.7885782857143
298,0.0
299,143475.194
300,507.5648857142857
301,225.36919428571426
302,15576.25642857143
303,191.64424428571425
304,258.67616725
305,4862.204285714286
306,0.0
307,16401.216285714287
308,6127.976428571428
309,1686.2909333333334
310,469.54184428571426
311,0.0
312,0.0
313,4398.4
314,795.95332
315,6869.3254
316,1473.1816
317,114.53243142857143
318,0.0
319,0.0
320,0.0
321,15169.728571428572
322,3371.8217714285715
323,6787.879285714285
324,0.0
325,0.0
326,2076.5714285714284
327,42609.80766666667
328,317343.58
329,0.0
330,0.0
331,0.0
332,0.0
333,252.76268
334,0.0
335,0.0
336,383.6795666666667
337,725.0922557142857
338,10055.083428571428
339,0.0
340,0.0
341,0.0
342,9569.432428571428
343,251.55508428571434
344,0.0
345,0.0
346,608.0288899999999
347,1111.4132285714284
348,0.0
349,2056.9400285714287
350,204.15161000000003
351,0.0
352,255.65104285714284
353,437.83354285714285
354,799.2003285714285
355,0.0
356,592.0359142857142
357,9100.84657142857
358,0.0
359,4209.678428571428
360,20880.936800000003
361,837.55484
362,27752.605857142855
363,949.4273428571429
364,80184.83
365,3492.62
366,3152.9644857142857
367,36.38366142857143
368,0.0
369,6544.233285714286
370,1255.5832958333333
371,0.0
372,0.0
373,1951.1847857142857
374,0.0
375,0.0
376,0.0
377,0.0
378,60.79789999999999
379,31012.33142857143
380,0.0
381,0.0
382,0.0
383,12990.7565
384,0.0
385,1690.0563750000001
386,163.11771628571427
387,0.0
388,268.1125985714286
389,647.9544428571428
390,422.66889999999995
391,0.0
392,2076.5714285714284
393,0.0
394,7739.512857142858
395,736.7187142857143
396,27.015790499999998
397,0.0
398,0.0
399,160.57124285714286
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,16002.602142857142
406,0.0
407,22401.609399999998
408,0.0
409,7330.666666666667
410,3609.5366857142863
411,20109.96142857143
412,2502.63696
413,8620.262714285715
414,18957.64385714286
415,0.0
416,0.0
417,19.66815
418,2124.2010285714287
419,0.0
420,0.0
421,0.0
422,94.1341742857143
423,0.0
424,0.0
425,87.68600199999999
426,0.0
427,6916.629142857143
428,0.0
429,8800.627714285714
