name,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12
Q0050,0,0,0,0,0,0,0,0,0,0,0,0
Q0080,0,0,0,0,0,0,0,0,0,0,0,0
Q0085,0,0,0,0,0,0,0,0,0,0,0,0
Q0130,0,0,0,0,0,0,0,0,0,0,0,0
Q0250,0,0,0,0,0,0,0,0,0,0,0,0
Q0275,0,0,0,0,0,0,0,0,0,0,0,0
R0020C,0,0,0,0,0,0,0,0,0,0,0,0
R0030W,0,0,0,0,0,0,0,0,0,0,0,0
YAL001C,2.584420443,3.089811961,3.04125754,2.74339509,2.741338015,2.452950875,2.29994158,1.53105549,1.946840048,1.692293167,2.748998483,2.305271784
YAL002W,0.778610408,1.057330787,1.115441084,0.882326702,0.964638114,0.937496881,0.87620151,0.707822422,0.94680353,0.618855149,0.816135625,0.828107774
YAL003W,17.24337006,6.887967745,11.42292007,15.80873585,23.85299174,22.57262421,24.22416369,28.96613566,38.32251867,20.92561658,20.83117676,15.15824445
YAL004W,0.429271271,0.566539168,0.537210693,0.498161127,0.695371926,0.391299496,0.442402343,0.298448945,0.280944685,0.389968961,0.204926327,0.168113147
YAL005C,119.6118291,130.7785212,134.6798808,125.2801463,133.1467946,91.11238098,97.4883067,97.91129302,97.82466635,89.43602754,94.71897125,86.62847392
YAL007C,1.720929106,1.56429561,1.344580253,1.262261073,1.275747498,1.027853747,1.148505767,1.374993444,2.953093688,3.227140585,2.242576957,2.902512471
YAL009W,1.685832381,1.874812921,1.901495933,1.712463776,2.100827138,1.862394531,1.954750578,1.872101108,1.685089191,1.684249242,1.455614289,1.671269179
YAL010C,0.464665522,0.287026942,0.409891784,0.511897822,0.585691084,0.492305438,0.474912465,0.460317115,0.317688455,0.384720266,0.349161953,0.405764401
YAL011W,0.620747427,0.551257173,0.741658191,0.70174257,0.525386512,0.687203427,0.868619899,0.872404436,0.684032778,0.653571685,0.626409322,0.762141267
YAL012W,11.69655768,2.5649604,5.078540484,4.461665392,4.998408318,4.604348024,6.376806259,22.10804907,22.55441857,14.71712876,15.35919952,13.63550122
YAL013W,3.10839351,3.368515253,2.998146534,2.587557236,2.760912339,2.722141107,3.067852338,3.427049081,2.989955743,2.497450352,2.206885815,2.397299051
YAL014C,2.727846463,3.182468335,3.005002419,3.258510828,3.136473656,3.007111629,3.477074702,3.057323615,2.39012138,2.47744751,2.432296673,2.417886416
YAL015C,1.681151152,1.437250733,0.952672064,1.035125991,1.104312102,1.154840807,1.033494731,1.14307336,1.110223413,1.11756585,1.089087327,1.348686457
YAL016W,10.04126819,14.83791669,12.21485663,12.76871936,12.43188699,13.29018402,10.93587303,7.561551253,8.946041904,8.992612203,7.163835526,7.863073667
YAL017W,4.688187599,5.983943939,5.287001371,4.89812994,5.325990836,5.411382357,4.379981359,2.280861695,3.359107097,3.497648557,2.961410284,3.364016613
YAL018C,0,0,0,0,0,0,0,0,0,0,0,0
YAL019W,0.691173693,0.392894417,0.556423326,0.447611769,0.595736861,0.743126869,0.792058488,2.144022186,2.989551902,1.226510763,1.014253666,1.223079801
YAL021C,4.039519071,3.853133162,4.60031271,4.279691935,4.293453137,4.357098897,4.311188857,4.280499061,6.317344984,4.046137253,3.535977324,4.089906057
YAL022C,2.581271887,2.131942392,2.301477512,1.925975283,1.865403414,1.843698541,2.089052677,2.679467122,3.815299272,2.296642224,1.755737265,1.863348444
YAL023C,9.664665541,7.205713272,6.618379911,5.528359254,5.280285358,5.040447235,5.387357394,8.737896284,15.31245931,12.66054948,11.47082742,10.00528749
YAL024C,0.691580991,0.704428564,0.536443353,0.618821979,0.46434333,0.550872207,0.447481781,0.765521586,1.374037166,1.17688781,1.031074484,1.086378415
YAL025C,0.244764358,0.17969801,0.359909375,0.301283578,0.346056541,0.41516607,0.58535854,2.537919303,1.496702026,0.348911931,0.426434497,0.471960386
YAL026C,1.404757023,1.155684511,1.266043862,1.264332215,1.130631566,1.339438359,1.18410186,1.335870981,1.326424321,1.31840682,1.38340805,1.275076151
YAL027W,1.663284898,1.745100657,1.62903746,1.597303748,1.392710884,1.340282798,1.405521035,0.792415331,1.319817722,1.226167798,1.335427682,1.397339324
YAL028W,0.845973154,2.162970741,2.151378791,1.887923956,1.862685402,1.644479632,1.948069493,0.895903756,0.479912336,0.422832648,0.325022141,0.321458663
YAL029C,2.387258013,1.066221794,1.367922863,1.546612501,1.438933055,1.313548366,1.332713922,4.789830287,2.648189823,2.178161661,2.754044851,2.912669182
YAL030W,2.804752111,4.865768433,4.954084714,4.611591498,4.317577918,4.33957529,4.332282623,3.113357067,2.296164712,2.240419467,2.230144421,1.907772978
YAL031C,2.378870805,2.563721021,2.690376043,2.348365863,2.237126589,2.151063363,2.200807452,1.581015547,2.175941348,1.601788719,1.920125564,1.621947805
YAL032C,0.829750856,0.98093152,0.770795325,0.646205425,0.653441032,0.572434892,0.720805208,0.616320054,0.915415168,0.483387381,0.551638186,0.568327477
YAL033W,2.910305977,1.921357473,1.808686415,1.656286319,1.900877118,1.634493828,1.726743539,2.754839897,4.820210695,2.469391386,3.036149025,2.924528281
YAL034C,3.998084068,7.042648316,7.488078117,7.020941734,8.720105648,7.81626447,8.065723419,4.748554389,4.641182979,2.819498618,2.809088627,2.01150314
YAL034W-A,0.947846969,0.914920132,0.60256965,0.418214132,0.621019324,0.380565206,0.470193813,0.401539584,1.013177633,1.046899756,1.237627268,0.987114787
YAL035W,9.027065595,7.186509132,7.693642299,7.624956608,8.312413533,6.537043254,8.211061954,10.26088651,14.7175792,8.371775468,7.631771247,8.27080043
YAL036C,2.064341426,0.69386369,2.533224185,2.897073269,4.110135317,4.074364265,6.04057757,12.22678264,9.436459222,3.398727815,3.317768017,4.199153582
YAL038W,40.92405701,34.07542356,21.74828339,37.21472486,59.53220495,50.75220108,60.58190918,54.05610784,56.5313975,37.46738052,38.08968989,38.18701935
YAL040C,2.790313482,2.499194543,2.835021416,1.991233031,2.180588325,2.089480599,2.420658589,4.140337388,8.673888683,3.477105141,2.987703482,3.029487292
YAL041W,1.449760556,1.728086273,1.969973564,1.806688309,1.905764222,2.178791125,2.038166007,2.060637077,1.602090518,1.662636042,1.442156712,1.758533517
YAL042W,5.636473973,4.580281417,4.447918971,3.656936169,4.159753482,3.780621449,4.405843417,4.631841501,4.391035398,4.718087991,4.30509154,4.443036397
YAL043C,1.680080374,2.002062162,1.737102509,1.649864753,1.53112948,1.915041169,2.030039271,2.055175026,1.667011897,1.772940914,1.345814347,1.529431025
YAL045C,0,0,0,0,0,0,0,0,0,0,0,0
YAL047C,0,0,0,0,0,0,0,0,0,0,0,0
YAL048C,0,0,0,0,0,0,0,0,0,0,0,0
YAL049C,6.557476839,7.739269734,8.579635938,7.911891619,7.887563705,7.345231056,6.685839812,4.465593259,3.723062913,3.530264298,3.228123665,4.07595404
YAL051W,1.65287741,1.406692545,1.642668883,1.682894667,1.765360236,1.85919408,1.77113684,1.503722151,2.227427681,1.382714232,1.088808974,1.4399091
YAL053W,2.241098682,1.754956643,2.461026033,2.398763339,2.247151454,2.640689611,2.8528862,4.261628548,2.813982248,2.049992283,2.104537209,2.201650143
YAL054C,46.87618637,66.31578954,67.21068827,57.57026418,57.32091268,48.05253728,48.51496124,29.58925629,7.448799611,4.585870902,5.406369845,7.233532747
YAL055W,0.470273018,0.600798706,0.691623132,0.607139945,0.734562417,0.661729117,0.678597013,0.457323889,0.638400694,0.446172168,0.545280218,0.520217002
YAL056W,0.767401973,0.965409358,0.972778002,1.133461515,1.155374288,1.123405655,0.943004072,0.491458167,0.596610675,0.541301916,0.426151107,0.458513935
YAL058W,0,0,0,0,0,0,0,0,0,0,0,0
YAL059W,1.048543036,0.559164375,1.265390913,1.39279,1.584902326,1.713459849,2.477017323,8.886673769,7.044707616,1.00594757,1.345250905,1.57321759
YAL060W,13.29984093,13.26525084,8.248717626,8.496831576,6.603104433,6.094227155,6.214675903,3.195780277,7.786868214,7.097932339,7.098524888,7.18053786
YAL061W,8.41576163,9.214103699,8.06207482,7.260481834,6.098567645,6.250828107,6.771234671,3.226469318,3.266217192,1.628986994,1.215855678,1.492661297
YAL062W,23.70520465,24.607879,21.61985016,18.81837591,16.58996805,13.36211459,12.31370259,13.20725314,19.49793959,12.46991539,10.25828457,11.15429195
YAL063C-A,0,0,0,0,0,0,0,0,0,0,0,0
YAL064W,0,0,0,0,0,0,0,0,0,0,0,0
YAL064W-B,0,0,0,0,0,0,0,0,0,0,0,0
YAL066W,0,0,0,0,0,0,0,0,0,0,0,0
YAL067C,0,0,0,0,0,0,0,0,0,0,0,0
YAL069W,0,0,0,0,0,0,0,0,0,0,0,0
YAR002C-A,8.798626582,6.160325051,6.316713015,5.958221276,5.330924034,5.328044097,5.901952108,6.94205745,9.088038602,8.728527387,11.0805734,8.902387778
YAR002W,1.521611651,1.666258772,2.418026527,2.058483004,1.908290148,1.475563963,1.629848679,3.320823352,3.696899573,1.816322724,2.049239278,1.629779538
YAR003W,1.352889776,1.163202485,1.080027839,1.04311959,1.023482502,1.043459634,1.121321758,0.81363666,1.598636905,1.572942376,1.520553827,1.072158079
YAR007C,4.652798176,5.35877196,5.397537708,4.353710651,4.680093288,4.237874746,4.824879726,3.251094262,6.442985775,6.945470333,5.839549065,4.919213215
YAR008W,1.007654707,0.705031434,0.648212393,0.520354261,0.469206631,0.465608468,0.574079106,0.538702051,1.214666406,1.885948936,1.510177573,1.146272063
YAR014C,1.812500636,1.640201171,1.867043892,1.541734536,1.660364549,1.879156828,1.726377884,2.728429477,3.892163595,2.216080666,2.278747439,1.997149189
YAR018C,0,0,0,0,0,0,0,0,0,0,0,0
YAR019C,1.047863026,0.889057517,0.749185662,0.734228849,0.905365388,0.846363743,0.715759178,0.541434417,0.608420213,0.545204183,0.391324138,0.530374338
YAR023C,0,0,0,0,0,0,0,0,0,0,0,0
YAR027W,1.024137259,1.384752115,1.292012731,1.333343049,1.389946361,1.395872792,0.961540024,0.545546859,0.787651092,0.895151009,0.604690274,0.740992248
YAR028W,0,0,0,0,0,0,0,0,0,0,0,0
YAR030C,0,0,0,0,0,0,0,0,0,0,0,0
YAR031W,0,0,0,0,0,0,0,0,0,0,0,0
YAR033W,0,0,0,0,0,0,0,0,0,0,0,0
YAR035W,24.51016426,33.70704905,33.43116951,18.32079474,18.85834567,15.35655021,12.81487274,5.539960861,5.351506551,6.81125625,7.805742423,6.776827335
YAR042W,0.73011748,0.688823938,0.831219693,0.612655004,0.606409013,0.673171123,0.870941599,0.884067973,0.779577355,0.627053936,0.612577299,0.538183073
YAR047C,0,0,0,0,0,0,0,0,0,0,0,0
YAR064W,0,0,0,0,0,0,0,0,0,0,0,0
YAR066W,0,0,0,0,0,0,0,0,0,0,0,0
YAR068W,0.993796051,1.302239418,0.970618705,0.893087665,0.910413047,0.965331336,1.079671979,1.301272591,1.904040495,1.002666672,1.190354725,0.89403981
YAR069C,0,0,0,0,0,0,0,0,0,0,0,0
YAR071W,0.628759643,0.62434123,0.663204114,0.620815575,0.650798341,0.712409755,0.665741046,0.495491843,0.632301728,0.563871106,0.596605529,0.485172381
YAR073W,1.003645678,0.651015083,0.527015477,0.532990734,0.420110007,0.437979261,0.507725388,1.049500823,2.016633034,1.050365309,1.08995833,1.028661668
YBL001C,15.31847127,20.89886093,17.04032961,17.46191406,17.73173873,16.91936112,14.64574814,15.21224403,12.6578242,13.05065155,12.02199221,13.28436724
YBL002W,12.64014117,13.86758518,5.087940693,1.773233374,0.622355004,0.601366858,0.80204004,2.108709931,3.841360728,13.81958389,19.46503258,17.02833176
YBL003C,32.40627289,40.76559321,32.64820035,27.67641258,24.73547363,26.1993262,25.57481194,18.29473241,13.10510921,28.90876198,37.64298503,31.45859782
YBL004W,1.116934975,0.582379758,1.005121788,1.093656083,0.956585397,1.297606468,1.303146283,3.027475754,4.188883145,1.27452449,1.476142446,1.974108378
YBL005W,1.086047133,0.893543999,0.772360245,0.828110794,0.940717141,1.076794426,1.263772805,1.271840374,1.151361028,0.997971197,0.868328631,0.949507316
YBL005W-B,0,0,0,0,0,0,0,0,0,0,0,0
YBL006C,1.541325808,1.545102557,1.931093494,1.817498684,1.736364523,1.886575699,2.010816336,1.808818459,2.002943079,1.472419341,1.498336593,1.451729933
YBL007C,4.929607868,6.785742124,6.989942074,6.158144633,5.395709356,5.304018974,5.007895629,3.548771381,3.616092285,4.180803379,4.137962421,4.346055746
YBL008W,0.696497262,0.458253672,0.538742055,0.612725675,0.561756472,0.594918331,0.536373715,0.799346983,0.848831693,0.901202857,0.904603859,0.907354692
YBL009W,1.176513831,0.904882769,0.870725691,0.798656563,0.548885107,0.599907001,0.616351644,1.096156021,1.311597983,1.63350757,1.922422329,1.753409783
YBL010C,0,0,0,0,0,0,0,0,0,0,0,0
YBL013W,0,0,0,0,0,0,0,0,0,0,0,0
YBL014C,0.492631177,0.491508722,0.744600475,0.656499267,0.618305226,0.718170981,0.694455087,1.036014835,0.889627651,0.520232489,0.656705101,0.659124216
YBL015W,39.79041545,23.44336828,21.23580106,12.98661391,9.633248646,8.32968235,7.163943608,5.424479405,15.63782644,21.51847966,27.14217568,24.42031543
YBL016W,0,0,0,0,0,0,0,0,0,0,0,0
YBL017C,4.930797338,5.56931289,4.253796418,4.05888176,5.023888111,4.275133769,3.978929122,3.59406662,3.787479003,4.646316528,4.267165184,4.903034051
YBL018C,2.574016333,2.341673454,2.275116642,2.600930969,3.752415895,4.554798524,3.449942509,3.760556142,3.644024293,3.930824201,3.39317433,4.529881795
YBL019W,0.960874915,1.146461725,1.017736475,1.105866552,1.092426459,1.127925594,1.038525144,0.804547449,1.141688228,1.101290385,0.824470301,1.017554184
YBL020W,2.834995826,1.856611252,1.875424266,2.038257678,2.266450246,2.222963253,2.771239162,2.807827711,4.809006293,3.896045446,3.434784969,3.646237214
YBL021C,2.685622215,1.623554587,1.613173286,1.492777904,1.398138563,1.333518624,1.441611687,1.311786334,3.737509489,2.844993194,2.68153588,3.03298521
YBL022C,14.95050589,13.67725531,10.76629384,10.26523971,10.4888347,9.866003038,10.81551456,6.875428995,10.68710796,14.76669057,14.35219002,14.66084925
YBL023C,1.518921971,1.716070811,1.665853461,1.852361679,1.541506131,1.664194942,1.555398464,1.980882565,4.386642694,2.488285462,1.293638627,1.576699615
YBL024W,1.121105631,0.971080561,1.528523445,1.422398726,1.450559457,1.797860583,2.035051942,5.350352882,5.296853781,2.086899519,2.044969797,2.211417
YBL025W,1.221026142,1.285779596,1.189955592,1.173226635,1.098826289,1.21727101,1.423919519,1.421787063,1.29814144,0.969803592,1.028489669,1.005532066
YBL026W,0.543723563,0.483989388,0.443836729,0.497503181,0.598759671,0.580310643,0.376816054,0.572140853,0.624207368,0.648701817,0.744754275,0.828994334
YBL027W,43.88997523,23.47171657,31.10162862,27.39716085,31.13047791,29.72614225,35.51077525,53.823644,63.73471324,49.73763275,46.85863749,43.5307668
YBL029W,0.607186914,0.456145108,0.407742838,0.39672031,0.507387569,0.379644076,0.517044753,1.773607969,2.675033649,0.968938907,1.272859136,1.278771837
YBL030C,40.65133031,36.29234568,30.40995089,26.17967097,22.04960569,19.22352854,20.30758985,22.33013598,32.4852562,31.05874316,35.79063988,31.97916603
YBL031W,0,0,0,0,0,0,0,0,0,0,0,0
YBL032W,5.264665127,4.697791418,3.665535768,2.418893814,2.113251329,1.663732886,1.72014149,1.757173697,2.271077871,3.442939917,4.620325088,4.706832727
YBL033C,9.609044075,11.41342131,12.13707256,10.92427285,11.49692217,10.48285421,12.83560085,13.80531121,10.24414031,6.768426418,6.917354584,6.399823507
YBL034C,2.72260809,1.98956275,1.909203132,1.788744847,1.657459259,1.723888119,1.911535263,1.761440913,2.618173758,3.107670466,2.960078398,2.765186787
YBL035C,1.684806625,1.107970854,1.12851282,0.958028317,1.023951968,1.018426637,1.172715028,1.131821175,3.54363966,4.956345081,3.495011409,2.716909885
YBL036C,1.675614635,1.904447039,2.081057151,2.025808414,2.179595828,2.515661478,2.508432229,3.554917733,2.919459184,2.129541159,2.106108705,2.253602386
YBL037W,1.418025295,1.311100284,1.08022968,0.898859878,0.792759776,0.909859499,0.837124626,0.655035456,0.782791316,1.267196039,1.382911682,1.588996013
YBL038W,3.963691314,2.858860016,2.163983981,1.773110946,1.515281478,1.669946154,1.520169775,1.517125169,2.508847117,3.994454145,4.12335817,4.424182415
YBL039C,0.858183006,0.366369838,1.223098675,1.199724952,1.21700561,1.573272983,2.4740328,15.02702554,11.34062513,1.639140765,2.457003434,2.71462965
YBL040C,2.189831058,1.781229536,2.1770672,2.0615381,1.8520811,2.086428682,1.534315228,1.524630427,2.016070326,2.919411659,2.358600219,2.493735472
YBL041W,11.91242059,15.2466437,17.42876085,14.5469656,13.32560475,13.97369671,13.29454645,12.36905829,10.37311808,12.31657664,11.2650938,10.3803943
YBL042C,1.115732988,1.259396593,2.12513872,2.353449702,1.78185155,2.754574458,2.82727317,6.095126708,3.966141582,1.559272408,1.303431412,1.746125897
YBL043W,9.83684206,4.490057389,5.68623956,4.512878895,4.648776054,4.98976771,5.323781172,2.805518389,7.423229694,8.943875313,8.780354024,8.838478406
YBL044W,0,0,0,0,0,0,0,0,0,0,0,0
YBL045C,14.09038385,16.53916613,17.92060661,13.78402774,9.879261018,9.513332523,9.362737021,5.742931366,11.63235887,11.95600605,15.33504041,14.34087658
YBL046W,1.31596605,1.139312029,2.155346314,1.671959797,1.343391538,1.4983145,1.404979825,1.728159587,2.076166352,1.940253893,1.735418161,1.617236217
YBL047C,5.730170409,6.444843292,7.777159055,6.403028011,6.012215773,5.997431278,5.386054516,3.743005753,3.190943877,4.182604949,3.934303522,3.918841282
YBL049W,1.84007438,3.594182015,3.807105223,4.543451627,5.88275067,5.821134567,4.78053538,3.705361446,2.606462836,2.47536842,1.527934035,1.343994061
YBL050W,5.281126181,7.249922752,6.425085068,5.637892723,6.051255862,6.102785905,5.341911157,3.84899799,7.180848917,6.65586853,4.13948377,5.130177975
YBL051C,5.116450151,6.815467199,6.330073198,5.437166214,5.383003553,5.260439873,5.060707251,4.593103011,6.735399246,5.296881199,4.622101307,5.926716963
YBL052C,0.808335304,0.746928712,0.707740287,0.680869937,0.649362067,0.703216115,0.737803201,0.663020293,0.697856585,0.978980025,0.917957187,1.203950485
YBL053W,0.461675455,0.421182672,0.437328239,0.410221229,0.485980918,0.448871026,0.442436784,0.255968695,0.487085869,0.363923709,0.365939567,0.389292171
YBL054W,0.765507102,0.807340105,1.052009662,1.367524067,1.702460011,2.056441148,2.485265891,5.125198722,4.688890697,0.674803178,0.821841558,1.081684391
YBL056W,1.919026733,2.447160482,2.151732604,2.010360837,1.8696239,1.782133579,1.828248263,1.452358246,2.085619887,1.867897074,1.681746205,1.955742756
YBL058W,5.419216315,8.337599754,7.37654384,6.553982258,6.750816981,6.625723521,7.379645507,4.807851632,4.895790339,5.468343099,4.317680836,4.598277887
YBL059W,0,0,0,0,0,0,0,0,0,0,0,0
YBL061C,1.738756021,1.040785174,1.133889039,0.984802564,1.061193069,0.914073765,1.012383719,3.016590635,4.027624607,2.607368628,2.408037583,2.332708438
YBL063W,0.466389259,0.452500462,0.424827904,0.338275413,0.357683162,0.34832861,0.293970813,0.305504993,0.280370777,0.529111375,0.758576691,0.5564408
YBL064C,10.77676868,17.472435,15.65888023,15.5943257,15.83794212,13.64678383,13.08741474,7.914457638,4.807343205,7.28418827,7.020773252,7.25770553
YBL065W,0,0,0,0,0,0,0,0,0,0,0,0
YBL066C,0.655933122,0.587180297,0.566067427,0.465958317,0.499577353,0.415137539,0.454017967,0.474768063,0.855603138,0.680478613,0.660766641,0.722382605
YBL067C,1.987139622,4.307182948,3.4748226,3.158858379,2.518574397,2.593001286,2.878275156,1.833891153,1.03323104,0.924637755,0.857354959,1.044129292
YBL068W,4.123626312,3.028208256,3.821298043,3.870073954,3.773248752,4.032361666,5.068878651,9.67367649,10.32361507,6.035246372,6.301457723,6.420322418
YBL071C,0.479259461,0.538526167,0.701272289,0.527991533,0.683324516,0.625404596,0.688591381,1.415448249,0.801005781,0.413967609,0.383731276,0.339283327
YBL072C,30.08685303,21.34349187,29.50459735,27.59111595,29.0468928,28.52533786,28.44966507,37.26040013,42.15690358,35.7831955,35.28508377,31.39868482
YBL074C,0,0,0,0,0,0,0,0,0,0,0,0
YBL075C,0.929118534,9.020279884,21.97435506,31.55857913,32.88551712,32.47267214,31.14849218,20.5276947,3.404110313,1.945545912,1.534640789,1.313982248
YBL076C,3.598818461,2.095505238,4.14419357,3.647804578,3.767267148,4.571276585,4.307073991,6.986768087,8.629882336,5.20220089,4.962026199,6.702822685
YBL078C,7.667222659,13.14497503,18.07861773,17.70284239,15.97667948,16.12388198,14.53709157,9.395226957,5.646886826,5.75014019,5.449903965,5.459275007
YBL079W,1.605855346,1.838321884,2.690167586,2.406149864,2.037594319,2.367924293,1.7902625,2.344460289,2.722212096,2.001402696,2.40077126,2.354938467
YBL080C,1.16722246,0.889032583,0.99533242,0.679997702,0.570260008,0.633105437,0.528331638,0.398719003,0.487258464,1.15386647,1.244028131,1.130513807
YBL081W,0.471247206,0.290432687,0.465214402,0.367778202,0.320156008,0.290330956,0.357928028,3.164079209,2.44346565,1.133641362,1.239055236,0.998554826
YBL082C,1.549259901,1.095441182,1.206832011,0.971182287,1.017551303,1.078223506,0.954957187,1.757011811,2.418199539,1.905028899,1.879024148,1.60494566
YBL084C,2.375342687,4.476586024,3.962116559,3.654315551,3.766265551,3.506325165,3.666443984,2.340046962,4.214916547,2.729048093,1.859964689,2.471889337
YBL085W,2.299304167,2.252974828,1.990755558,1.778167804,1.808056394,2.038393855,2.143229564,1.567566355,2.842092673,3.072146813,2.705097596,2.930807193
YBL086C,1.527466496,1.841423114,1.78434221,1.640501618,1.357870182,1.492726048,1.563332597,0.696596801,0.57510225,0.518606037,0.420022746,0.696189701
YBL088C,2.030158043,1.867174864,2.154370427,2.084402482,2.3303442,2.124644995,2.261911948,1.501380483,1.637303273,1.870524446,1.584070921,1.690996091
YBL089W,1.422157566,1.640302857,1.595456997,1.306612372,1.254413883,1.355202834,1.490913272,1.172731439,1.940679232,1.475189169,1.229789019,1.348834515
YBL090W,2.702756166,1.586179018,0.953719576,0.745108108,0.77908502,0.718556285,0.689030131,0.835843146,1.502260625,2.391986767,2.300352732,2.465826273
YBL091C,7.406381766,6.755403042,6.982327461,5.966737747,6.522823016,5.805862744,6.950834115,7.933871904,7.933239301,6.921102683,6.547700087,6.336873373
YBL092W,19.68429438,12.5044864,18.44186465,18.85467148,20.09504827,20.11166382,20.09498914,28.31199455,33.15783119,25.32223829,23.0718015,22.79834557
YBL093C,1.362839063,1.709096392,1.883513332,1.689496279,1.830042402,1.754691124,2.260599534,6.760468165,2.635527611,1.441016634,1.113626321,1.016393721
YBL094C,0,0,0,0,0,0,0,0,0,0,0,0
YBL095W,5.923786322,5.969552517,4.148017168,3.254503886,3.168068409,2.727880398,3.166698138,3.557614803,2.472875913,2.362772306,2.946870963,3.324740012
YBL097W,0,0,0,0,0,0,0,0,0,0,0,0
YBL098W,6.333491485,6.719829877,5.964494229,5.63647747,5.670364698,5.021581173,5.295562347,4.436074416,6.845745087,6.017580668,5.882959684,5.646037896
YBL099W,25.60224088,29.53952853,25.63234965,22.21714465,18.05286535,18.3310655,18.97705968,18.12753169,19.31119474,20.48455238,23.23623912,21.27000555
YBL100C,0,0,0,0,0,0,0,0,0,0,0,0
YBL100W-A,0,0,0,0,0,0,0,0,0,0,0,0
YBL101C,4.736176967,5.810152849,6.337875684,5.263923804,5.195934931,5.894455115,7.197711309,4.629354398,3.573976755,2.760635058,2.47792999,2.38264366
YBL102W,9.828793845,13.09419918,12.42358271,10.62434355,9.934701603,9.952353795,9.682546616,6.693586349,7.250076612,7.472418785,7.300807635,7.366876602
YBL103C,2.151294669,1.861847162,2.755690575,2.495270332,2.643356403,2.99975117,3.279315233,2.738004128,2.645671844,2.560022593,2.400539557,2.361355782
YBL104C,1.821350892,1.182926535,1.540035089,1.348308047,1.345801194,1.355053465,1.491151293,1.626752178,1.376577934,1.675928076,1.476666967,1.509466608
YBL105C,1.762139281,1.465158939,1.777797023,1.641842008,1.422647715,1.538749218,1.60946552,1.61728855,1.611296217,1.610789299,1.521158814,1.642199278
YBL106C,1.417052269,2.191818476,2.175383449,1.968506217,1.684891939,1.792581876,1.606207331,1.118350387,0.846842726,0.884422024,1.218089342,1.504078507
YBL107C,4.22307992,3.331713994,2.999166727,2.503379107,2.344084183,3.057409525,2.930197318,3.090415081,3.837792873,6.469610691,4.688368956,5.514580568
YBL108W,0,0,0,0,0,0,0,0,0,0,0,0
YBL112C,11.89968713,8.501767636,6.610468388,7.148816586,7.995968978,6.446767807,6.622926553,5.621885141,11.82948001,15.54763349,14.14405219,12.48169041
YBL113C,0,0,0,0,0,0,0,0,0,0,0,0
YBR001C,5.613602002,7.23936971,5.654315472,4.865162372,4.991124471,4.251461665,3.856664419,2.22721835,2.847687364,2.068463643,2.044918378,2.277716597
YBR003W,4.412797689,2.079299211,1.451125066,1.222177605,1.168246845,0.953525504,1.140072584,0.955904901,1.651000639,2.899992069,3.126350642,3.089553992
YBR004C,1.288971861,0.900034388,0.974872847,0.964321653,0.872380336,0.955604851,1.03379027,2.017947873,1.948684931,1.328906933,1.561485966,1.547393044
YBR006W,2.879870971,2.89784352,1.989484152,2.342256149,2.414083084,2.397341887,2.228016178,1.231172641,0.981591602,1.3575689,1.506461501,1.543868462
YBR007C,0.948935091,0.339109699,0.322658141,0.318017781,0.307496071,0.302719235,0.39998887,1.087674856,1.633533478,1.395663222,1.374680638,1.233872771
YBR008C,1.46369644,1.471010248,1.828637083,1.840108315,2.338567654,2.966857751,4.396318833,4.419653892,1.582960764,2.057187319,2.235266209,2.138644576
YBR010W,39.31872304,40.94597626,25.56824621,16.58818054,14.70802307,12.81349881,13.59132894,11.47804483,15.17992973,32.67769178,44.3445371,37.81779226
YBR011C,34.0748024,38.51727295,33.91332054,32.10728137,29.60144552,32.85136859,36.30208079,29.96805509,39.08314769,31.42267736,29.84061495,31.55992317
YBR012C,0.547182461,0.782358229,0.587503016,0.542166352,0.722328862,0.693596324,0.626382858,0.421950956,0.690542261,0.811153491,0.627184481,0.748731494
YBR012W-B,0,0,0,0,0,0,0,0,0,0,0,0
YBR013C,0,0,0,0,0,0,0,0,0,0,0,0
YBR014C,2.112127463,2.649044911,2.217641115,2.784775336,2.646437248,2.726401329,2.552144051,2.031479836,3.159136852,3.044353326,2.475699822,2.682706436
YBR015C,1.697536032,1.947139025,2.080369711,2.192047675,1.774992863,2.110763232,2.132067681,2.526827455,3.507303238,2.853808721,2.199581146,2.448878606
YBR017C,1.2549932,1.385528724,1.650845369,1.687146505,1.829813202,1.89802444,1.899706205,2.894996206,3.416994174,2.147696098,1.475762189,1.890694896
YBR018C,0,0,0,0,0,0,0,0,0,0,0,0
YBR019C,0,0,0,0,0,0,0,0,0,0,0,0
YBR020W,0,0,0,0,0,0,0,0,0,0,0,0
YBR021W,0.504629006,0.337722247,0.563514849,0.568415224,0.544307689,0.5793914,0.732880612,4.776182771,5.451783378,2.595632474,2.415781339,1.814822118
YBR023C,2.070737958,2.485603253,3.921722015,3.902181705,3.363139788,3.613283475,3.387735208,4.71688811,6.439747811,3.574906111,3.666288932,3.759124756
YBR024W,2.92447257,3.162057956,3.139689843,2.587763468,2.094986161,2.336018562,2.224124988,1.471132835,1.524513563,2.324688911,1.985209386,2.359177351
YBR025C,6.014115493,3.973793268,6.799419403,8.321041266,7.955172539,9.206867854,10.03199927,13.9196202,17.27171771,13.03896872,8.181241512,9.203751246
YBR027C,0,0,0,0,0,0,0,0,0,0,0,0
