ID,SC,DC,EC,IC,LAC,BC,NC
0,1250000000,4,0.006579555,1.948014,1.5,186.36385,2
1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0
4,12900000000,6,0.021150263,2.191711,0,470.9573,0
5,43300000,3,0.001227419,1.7752976,0,3739.0935,0
6,1181287.4,1,0.000203,1.2299925,0,0,0
7,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
9,289000000,6,0.003170625,2.191711,0,6806.334,0
10,355927.53,2,0.000111,1.5467186,0,6772,0
11,117000000,4,0.002018269,1.948014,0,6793.2866,0
12,388496.5,2,0.000116,1.5467186,0,3388,0
13,0,0,0,0,0,0,0
14,1.5426787,1,0,1.2299925,0,0,0
15,163000000,1,0.002383024,1.2299925,0,0,0
16,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
19,151000000,16,0.002291206,2.6858501,0,12845.449,0
20,20300000,1,0.00084,1.2299925,0,0,0
21,123000000,2,0.002064261,1.5467186,0,20.258684,0
22,873319.7,3,0.000174,1.7752976,0,3743.455,0
23,98500000,2,0.001850012,1.5467186,0,12.242019,0
24,44899.332,1,3.95E-05,1.2299925,0,0,0
25,0,0,0,0,0,0,0
26,2990000000,7,0.01018632,2.2809072,0,10967.655,0
27,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0
30,80836.516,1,5.30E-05,1.2299925,0,0,0
31,343000000,6,0.003452534,2.191711,0,11833.443,0
32,0,0,0,0,0,0,0
33,292.80527,1,3.18E-06,1.2299925,0,0,0
34,854000000,7,0.005447853,2.2809072,1.1428572,4789.283,1.7333333
35,13900000000,25,0.021976119,2.8411047,2.32,24246.252,4.688889
36,1.539718,1,0,1.2299925,0,0,0
37,1.5411538,1,0,1.2299925,0,0,0
38,0,0,0,0,0,0,0
39,863000000,8,0.005476232,2.3554487,0.25,12448.2705,0.2857143
40,0,0,0,0,0,0,0
41,91800000,2,0.00178655,1.5467186,0,11.586743,0
42,996000000,4,0.005885064,1.948014,0.5,206.52391,0.6666667
43,1208740.9,1,0.000205,1.2299925,0,0,0
44,338000000,1,0.003428482,1.2299925,0,0,0
45,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
49,855860.75,2,0.000172,1.5467186,1,0,2
50,83200000,2,0.001700298,1.5467186,0,8.752392,0
51,0,0,0,0,0,0,0
