,IC
0,0.0
1,0.0
2,1.6079762999999998
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,1.269833825
9,2.13759984
10,0.0
11,1.60875792
12,0.0
13,1.8579207500000001
14,2.13759984
15,1.26878338
16,2.45230144
17,0.0
18,1.60875792
19,1.2682940333333335
20,2.2122487
21,0.0
22,0.0
23,2.0477547400000002
24,1.7074923000000002
25,2.3244747200000004
26,0.0
27,0.0
28,1.8847337800000001
29,1.2648990500000001
30,1.6087579
31,1.6087579
32,1.3547575
33,2.1860249
34,0.0
35,1.8079426400000003
36,2.97156272
37,1.2688953500000002
38,0.0
39,1.85767644
40,2.14611266
41,2.0545031000000002
42,0.0
43,2.09938738
44,2.8170596999999993
45,1.2683355
46,2.8878883799999997
47,1.2713729333333335
48,2.7675246
49,1.2713729333333335
50,0.0
51,0.0
52,1.8737064600000004
53,0.0
54,2.1380822
55,1.2688953500000002
56,1.5412745
57,2.13629406
58,0.0
59,0.0
60,0.0
61,0.0
62,1.8079426400000003
63,1.26878338
64,1.26878338
65,1.2696751000000002
66,0.0
67,0.0
68,2.35853494
69,2.57043016
70,2.41949665
71,1.89210874
72,3.0116106
73,2.46943934
74,2.16754822
75,1.6087579
76,2.91166656
77,2.37399158
78,1.6087579
79,2.19241838
80,2.13832692
81,0.0
82,1.85767644
83,1.2713729333333335
84,1.2713729333333335
85,1.8079426400000003
86,0.0
87,0.0
88,1.26878338
89,1.8079426400000003
90,1.2682940333333335
91,0.0
92,0.0
93,2.80530464
94,1.6087579
95,0.0
96,1.26878338
97,0.0
98,2.16803058
99,2.09810166
100,1.26878338
101,1.26878338
102,1.33626678
103,0.0
104,2.99120002
105,1.672614975
106,1.2648990500000001
107,0.0
108,1.2688953500000002
109,1.6087579
110,0.0
111,2.7173023199999995
112,1.26878338
113,2.50313628
114,3.2346055999999996
115,0.0
116,1.26878338
117,0.0
118,1.26878338
119,1.2682940333333335
120,0.0
121,1.2688953500000002
122,2.3305711749999998
123,1.85767644
124,2.1976839999999997
125,0.0
126,2.72269194
127,1.85767644
128,1.2683355
129,0.0
130,0.0
131,0.0
132,0.0
133,1.93299034
134,0.0
135,0.0
136,1.8579207500000001
137,1.89210874
138,1.88325654
139,1.2695174
140,0.0
141,2.3624671399999997
142,0.0
143,1.523066075
144,1.6087579
145,1.26878338
146,0.0
147,1.26878338
148,1.65941698
149,1.2682940333333335
150,1.75894206
151,1.26878338
152,1.6129221666666667
153,1.7074922800000003
154,0.0
155,2.2709650399999997
156,0.0
157,2.0477547400000002
158,1.6087579
159,1.47371292
160,0.0
161,2.147503
162,3.09463868
163,1.6087579
164,2.0101276200000004
165,1.9724408400000004
166,1.47371292
167,1.2648990500000001
168,1.6129221666666667
169,2.7073699799999997
170,1.6087579
171,1.2682940333333335
172,1.26878338
173,1.2688953500000002
174,3.159451966666667
175,1.269833825
176,0.0
177,0.0
178,1.8566381666666667
179,2.64478234
180,2.41907692
181,2.69574144
182,2.3755046799999997
183,0.0
184,1.26878338
185,0.0
186,0.0
187,0.0
188,1.6080302
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,1.54081896
199,0.0
200,3.14477732
201,2.8528443799999996
202,3.1142221
203,3.31754912
204,1.2713729333333335
205,1.65809094
206,1.5910083
207,2.0545031000000002
208,1.9724408400000004
209,1.9724408400000004
210,0.0
211,0.0
212,1.6087579
213,1.2682940333333335
214,2.317329033333333
215,1.40510932
216,0.0
217,0.0
218,1.26878338
219,0.0
220,1.4038283599999999
221,0.0
222,1.6087579
223,1.7951993400000004
224,0.0
225,2.48528724
226,1.2688953500000002
227,0.0
228,0.0
229,0.0
230,3.0096847199999996
231,0.0
232,1.8762650400000003
233,2.39552324
234,0.0
235,1.6080302
236,2.4699117599999996
237,1.9630566399999996
238,1.26878336
239,0.0
240,2.10711182
241,0.0
242,0.0
243,0.0
244,2.8285707199999996
245,1.26878336
246,0.0
247,1.85767644
248,1.26489895
249,1.26878336
250,1.26878336
251,0.0
252,2.8931345333333334
253,1.6129221666666667
254,2.89156344
255,0.0
256,0.0
257,2.6688442199999995
258,2.05162112
259,0.0
260,2.65890676
261,2.72671642
262,0.0
263,0.0
264,0.0
265,1.8632290999999999
266,1.6584917000000001
267,1.26878336
268,2.24020296
269,1.2682939666666666
270,1.54127446
271,1.97159112
272,0.0
273,0.0
274,2.6830902199999995
275,2.53068362
276,0.0
277,3.1136263499999997
278,2.39929682
279,2.3955330399999997
280,0.0
281,1.26878336
282,2.5718391
283,0.0
284,2.34567914
285,1.26878336
286,2.3315070199999997
287,1.26878338
288,0.0
289,0.0
290,0.0
291,2.27029
292,0.0
293,1.6129221666666667
294,0.0
295,2.35551474
296,1.26878336
297,1.85767644
298,0.0
299,3.11846264
300,1.85767644
301,1.47259274
302,2.54181462
303,1.7074922800000003
304,1.6080302
305,2.37260918
306,0.0
307,2.70498222
308,2.1976839999999997
309,2.046495966666667
310,1.54053168
311,0.0
312,1.6087579
313,1.26489895
314,2.76035425
315,2.6162153399999997
316,1.6087579
317,1.8079426400000003
318,0.0
319,0.0
320,0.0
321,2.9205786000000002
322,2.69834096
323,2.1976839999999997
324,1.85767644
325,0.0
326,0.0
327,3.042030033333333
328,3.3710958599999996
329,1.26878336
330,0.0
331,1.2713729666666667
332,0.0
333,1.26878336
334,1.26878336
335,0.0
336,0.0
337,1.6087579
338,2.3585350000000003
339,1.54081896
340,1.26830435
341,1.2683355
342,2.8963633399999997
343,1.7583558
344,0.0
345,1.26878336
346,1.26983385
347,1.26878336
348,1.26830435
349,0.0
350,1.6087579
351,0.0
352,1.7074922800000003
353,1.6087579
354,1.9724408400000004
355,1.26878336
356,1.54081896
357,2.6237814599999996
358,1.26878336
359,2.4663488
360,0.0
361,1.6087579
362,3.0847527
363,1.268895325
364,3.26850632
365,1.47259274
366,1.8082751
367,1.26489895
368,1.26878336
369,1.9724408400000004
370,0.0
371,0.0
372,1.268895325
373,2.1006401400000003
374,0.0
375,0.0
376,0.0
377,1.26878336
378,1.26878336
379,2.88338954
380,0.0
381,1.2713729666666667
382,1.26878336
383,0.0
384,0.0
385,1.26878338
386,1.6087579
387,1.26983385
388,1.6087579
389,1.85767644
390,1.2678721
391,0.0
392,1.85767644
393,1.2682939666666666
394,0.0
395,1.6087579
396,1.47259274
397,1.26983385
398,1.26878336
399,1.80393078
400,1.26878336
401,0.0
402,1.26878336
403,0.0
404,1.26878336
405,2.86782702
406,1.26878336
407,3.1034787600000002
408,0.0
409,1.6129221666666667
410,1.6087579
411,2.7057219999999993
412,1.6129221666666667
413,3.0523059800000003
414,2.54139216
415,1.26878336
416,0.0
417,2.31893702
418,2.50313636
419,1.26878336
420,0.0
421,0.0
422,1.7661925799999998
423,1.26489895
424,1.26878336
