,SC
641,0.0
642,207.67112419999998
643,1051.775948
644,326.58660080000004
645,4292.7202
646,0.0
647,0.0
648,111.03759319999999
649,7792.791846
650,16.727168600000002
651,0.0
652,259.201978
653,882.0242599999998
654,0.0
655,1614.17337
656,38.9964678
657,0.0
658,5.193861433333333
659,240.67519300000004
660,0.0
661,3740.629233333333
662,83.00349333333334
663,0.0
664,0.0
665,47882.816399999996
666,366.75545
667,2107.10262
668,1.63544232
669,0.0
670,65.924638
671,2.4548654599999997
672,224.05298919999996
673,0.0
674,12.643008
675,0.0
676,3927.49006
677,6.25056454
678,0.0
679,10855.6394
680,2.96052462
681,1.5939357666666665
682,0.0
683,95.31396831999999
684,2.9809725800000004
685,3400.9442800000006
686,0.0
687,1990.98426
688,121.348478
689,658.029968
690,2.03335006
691,0.0
692,6670.302802
693,2442.3584
694,12.64305552
695,24.6882914
696,0.0
697,1.578219625
698,0.0
699,0.0
700,0.0
701,245.13198400000002
702,4.248219775
703,524.877481
704,0.0
705,0.0
706,3321.027304
707,2.0830838000000003
708,6899.454800000001
709,0.0
710,0.0
711,394.2411636
712,473.56736199999995
713,5515.566975
714,66613.13966666667
715,5.974339
716,0.0
717,14099.322940000002
718,0.0
719,32236.93076
720,2318.6249533333335
721,1386.9420599999999
722,3585.4565333333335
723,1112.4040719999998
724,41414.8926
725,7740.295740000001
726,0.0
727,120.5742275
728,5317.48938
729,0.0
730,1669.2385445
731,1748.4992859999998
732,12.6430233
733,3098.306254
734,4983.5324200000005
735,2714.704028
736,1.5768442200000001
737,0.0
738,0.0
739,1383.7653500000001
740,0.0
741,18062.4734
742,230.301105
743,0.0
744,4.724557
745,22.9519925
746,0.0
747,0.0
748,0.0
749,188.856324
750,0.0
751,2412.5896999999995
752,41.224693
753,82773.94666666667
754,0.0
755,6.89557952
756,37.70792350000001
757,4.2370927
758,0.0
759,52.17313
760,875.6047000000001
761,1.79610196
762,0.0
763,354.1666024
764,0.0
765,0.0
766,1137.901512
767,280408.68080000003
768,1573.61205
769,343.35227
770,0.0
771,3071.2260666666666
772,2656960.78
773,0.0
774,0.0
775,12.306639
776,1551.96716
777,48.226181
778,313.4081
779,426.62978400000003
780,16.6568942
781,0.0
782,981.51881
783,17443.8234
784,317.771317
785,0.0
786,4121.330314000001
787,1.6069642600000003
788,42.045427333333336
789,107.477024
790,4853.8960799999995
791,1917.4881
792,2.28314012
793,1.8312903399999996
794,5597.238050000001
795,320.41517659999994
796,0.0
797,0.0
798,0.0
799,0.0
800,1.6828120000000002
801,0.0
802,2728.95432
803,0.0
804,1810.0392479999998
805,144.83971485000004
806,0.0
807,0.0
808,112.45317600000001
809,2985.19168
810,0.0
811,2.87206396
812,502.5801684
813,0.0
814,1.6872375
815,13.336730800000002
816,246.23799560000003
817,826.9540980000002
818,0.0
819,409.220028
820,281.22362400000003
821,294.9392645
822,7120.465223199999
823,2211.194712
824,0.0
825,0.0
826,40227.6274
827,446.87720599999994
828,498.1217500000001
829,25.316436599999996
830,2.43247742
831,0.0
832,0.0
833,1418.5118
834,0.0
835,0.0
836,581.4776599999999
837,127.1762978
838,1.7874177
839,0.0
840,42.059183499999996
841,4731.77636
842,0.0
843,0.0
844,1383.76529
845,2483896.566666667
846,33.824498750000004
847,4478.047566666667
848,0.0
849,5.34064514
850,20.939884333333335
851,0.0
852,3211.7214400000003
853,0.0
854,188.966255
855,44.4106518
856,88.40096159999999
857,0.0
858,2247.9001713999996
859,2494.8028799999997
860,0.0
861,86.79183980000002
862,0.0
863,0.0
864,844.1479999999999
865,2.53748868
866,100.75231799999999
867,1.543312475
868,9494.586739999999
869,0.0
870,222989.97259999998
871,900.06677
872,40899.70733333333
873,0.0
874,1650.92387
875,318.08131
876,0.0
877,3192.5589400000003
878,36.5762225
879,0.0
880,0.0
881,322378.70199999993
882,265.33283
883,6113.0305
884,12.081775
885,0.0
886,2.9566651199999994
887,5.291109560000001
888,4.588157574999999
889,11876.0436
890,0.0
891,2237.529326
892,0.0
893,0.0
894,754.7899399999999
895,1.561394
896,50.503661199999996
897,25.5291839
898,20567.8787625
899,1666.5475459999998
900,2.0613759
901,0.0
902,12814.6021
903,194.72928000000002
904,11273.61594
905,8719.11918
906,1043.53418
907,0.0
908,208.56535
909,38.82001694
910,15.0454162
911,2412.568988
912,1.89107718
913,10.618123399999998
914,63.504460249999994
915,8705.325459999998
916,3081.692192
917,215.61992
918,8265.07658
919,209.02575099999999
920,0.0
921,515.4135
922,1.65566376
923,17.542368399999997
924,0.0
925,55.36914220000001
926,0.0
927,292.97664599999996
928,398.70164600000004
929,5289.176939999999
930,3.7866554399999997
931,63.836890000000004
932,99.24480525000001
933,27730.277380000003
934,0.0
935,243.19375599999998
936,170.8073875
937,0.0
938,0.0
939,735.680134
940,24.42809485
941,0.0
942,0.0
943,14695.982999999998
944,0.0
945,0.0
946,138.3964492
947,292.95928799999996
948,4.03775308
949,226.532204
950,121.984058
951,2.8137219200000003
952,24204.290999999997
953,217.149852
954,38639.0222
955,76814.2572
956,0.0
957,49864.256180000004
958,0.0
959,256.82508856
960,10087.557
961,1396.976406
962,28.226809600000003
963,4.31413328
964,2953.524208
965,912.8218379999998
966,12.081773
967,7001.510920000001
968,26367.989
969,254.23236333333332
970,0.0
971,1.7168933
972,2803.8333
973,3359.6347199999996
974,8.51095892
975,2.00586192
976,1.6235736799999998
977,0.0
978,0.0
979,0.0
980,0.0
981,7396.44268
982,57903.27836
983,1824.5678199999998
984,0.0
985,12.359604
986,5508.09924
987,0.0
988,0.0
989,99.58737875
990,13083.10744
991,14863.566200000001
992,393.88591799999995
993,2851.71166
994,822.68702
995,37.98661933333333
996,0.0
997,49022.531800000004
998,4.0362933
999,1.7559708600000001
1000,111.03758759999998
1001,12.7437462
1002,0.0
1003,3.2315031399999996
1004,2.2745967
1005,0.0
1006,21719.7968
1007,9253.19132
1008,0.0
1009,0.0
1010,0.0
1011,1.7957101999999998
1012,95.25190319999999
1013,608.258974
1014,581.2453700000001
1015,2923.5038600000003
1016,449.28152199999994
1017,136.23741
1018,1583.51045
1019,3966.999226
1020,152.41037599999999
1021,12.44970872
1022,3.0871053500000003
1023,0.0
1024,4400.868600000001
1025,939.5000660000002
1026,31509.5946
1027,0.0
1028,3911.0050199999996
1029,4.3628371999999995
1030,1287.3671799999997
1031,0.0
1032,1.5433291999999998
1033,2.30839842
1034,1284.3247556
1035,1.66925604
1036,394.13679
1037,20.2464662
1038,0.0
1039,1325.07592
1040,0.0
1041,1306.087192
1042,0.0
1043,38045.246399999996
1044,94.5350864
1045,56784.88696000001
1046,22.0049784
1047,0.0
1048,25.399569
1049,3371.3519999999994
1050,0.0
1051,15530.834600000002
1052,795.1993560000001
1053,3.0035638199999997
1054,4841.75144
1055,2408.2209648
1056,0.0
1057,2.62101514
1058,1.54295662
1059,0.0
1060,9.803514875
1061,2013.0899060000004
1062,1681.25482
1063,155.4250176
1064,970.0654280000001
1065,0.0
1066,0.0
1067,0.0
1068,49537.56268
1069,15.0749592
1070,2.24830198
1071,0.0
1072,0.0
1073,0.0
1074,6302.51148
1075,186.55303650000002
1076,0.0
1077,2129.602334
1078,1224.99593
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,1.6634000333333336
1086,34.2727266
1087,2.92766254
1088,0.0
1089,2055.66656
1090,1.54263334
1091,18.023612519999997
1092,500.90128000000004
1093,0.0
1094,9272.503219999999
1095,0.0
1096,96.3142354
1097,0.0
1098,1.95563572
1099,576.521938
1100,9.216164233333332
1101,719.7777820000001
1102,218746.333
1103,2.3148964800000007
1104,2.31927956
1105,0.0
1106,544.879324
1107,5.637178239999999
1108,0.0
1109,1344.89626
1110,1.83310308
1111,1.7559993399999996
1112,1.5428058400000002
1113,0.0
1114,3844.0276400000002
1115,1459.4630274
1116,0.0
1117,14677.470500000001
1118,0.0
1119,2819.3371399999996
1120,0.0
1121,13055.6397
1122,7.2009062
1123,0.0
1124,315.948722
1125,194.48745200000002
1126,2707.946834
1127,3256.5956
1128,2806.629
1129,0.0
1130,547.225625
1131,1917.4882499999999
1132,1.5427886333333334
1133,1.5430800599999999
1134,1283.3103168000002
1135,1.592145925
1136,5.335485660000001
1137,6.363207266666667
1138,68.3000375
1139,1183.769616
1140,66.4401575
1141,38212.68092
1142,1.543867
1143,2582.41906
1144,3.0090402999999997
1145,13914.79426
1146,1113.9477472
1147,82.1087562
1148,5100.83978
1149,280.42792599999996
1150,0.0
1151,14.3436114
1152,0.0
1153,1917.4883
1154,13209.008666666668
1155,0.0
1156,0.0
1157,3644.7129
1158,118.13685000000001
1159,0.0
1160,122.00803124999999
1161,137.2916582
1162,13705.2228
1163,298.43206200000003
1164,6.100155620000001
1165,1.5421989999999999
1166,5528.230820000001
1167,190.76592333333335
1168,2.3149120400000003
1169,9.622995
1170,61648.467800000006
1171,80825.62240000001
1172,0.0
1173,85.293709
1174,5570.0299624
1175,0.0
1176,16.8631019
1177,296.567474
1178,0.0
1179,16.301195999999997
1180,715.435588
1181,11.018374333333332
1182,0.0
1183,4.789845480000001
1184,2.90588126
1185,305.154984
1186,1165.9216600000002
1187,63.169972800000004
1188,589.0100160000001
1189,5.756809500000001
1190,18392.4896
1191,7811.385851999999
1192,20250.389
1193,0.0
1194,284.58248100000003
1195,23834.3008
1196,65.48778566666665
1197,52.817561999999995
1198,182.285456
1199,570.578636
1200,0.0
1201,95.6683142
1202,272.59913
1203,1043.697476
1204,0.0
1205,869135.22
1206,0.0
1207,53.804832
1208,964.98557
1209,0.0
1210,1570.8670399999999
1211,0.0
1212,88.27896519999999
1213,0.0
1214,0.0
1215,35.2037566
1216,5834.86322
1217,136.6065528
1218,18.7370953
1219,1223.7168172000002
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,1435.22132
1225,1.6006249666666665
1226,26.4637416
1227,1.8098519400000002
1228,84.39194260000001
1229,22158.8932
1230,28.910736280000002
1231,0.0
1232,11.617002620000001
1233,16.102189700000004
1234,0.0
1235,0.0
1236,52.817595999999995
1237,724.86203
1238,0.0
1239,284.76894999999996
1240,0.0
1241,49.51949233333334
1242,4.71756632
1243,12.643010659999998
1244,0.0
1245,0.0
1246,3.83072626
1247,28.617574400000002
1248,35.0819484
1249,0.0
1250,136.23740600000002
1251,0.0
1252,0.0
1253,0.0
1254,230.85934740000002
1255,9885.55934
1256,84.4227526
1257,1080.2465499999998
1258,1377.5387
1259,30.7497586
1260,1.5436952199999998
1261,0.0
1262,0.0
1263,0.0
1264,16.798203333333333
1265,788.9009480000001
1266,0.0
1267,13443.324666666667
1268,59.09808466666667
1269,6033.06454
1270,0.0
1271,5040.71532
1272,0.0
1273,34.579684500000006
1274,77.8106625
1275,263.271828
1276,1.6071183666666666
1277,0.0
1278,6.22805432
1279,2628.125512
1280,1933.63795
1281,0.0
1282,3945.5995399999993
1283,0.0
1284,0.0
1285,8761.2598
1286,3.81310368
1287,231.6681133333333
1288,23372.156300000002
1289,4856.71334
1290,0.0
1291,7.005315799999999
1292,1.54297875
1293,0.0
1294,723.492958
1295,910.655864
1296,3923.8574000000003
1297,20.271964
1298,1891.1588
1299,172.4398984
1300,90.2984296
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,48934.45220000001
1310,0.0
1311,0.0
1312,45.255918400000006
1313,1189441.276
1314,3.8340150399999997
1315,3.2161490199999996
1316,7064.30206
1317,3547.3987666666667
1318,0.0
1319,0.0
1320,0.0
1321,651.419764
1322,0.0
1323,0.0
1324,5.99833604
1325,837.2268449999999
1326,65.85169414
1327,0.0
1328,648.69274
1329,42.237777
1330,178.10568333333333
1331,161215.91
1332,0.0
1333,12263.127225
1334,0.0
1335,15.1634125
1336,94.1766038
1337,29353.380000000005
1338,0.0
1339,728.7169807500001
1340,22519.563899999997
1341,3962.48934
1342,0.0
1343,2887.320633333333
1344,0.0
1345,178.7973072
1346,2499.31366
1347,7704.34074
1348,0.0
1349,0.0
1350,303.5439586
1351,13349.555400000001
1352,1.5420500499999998
1353,0.0
1354,2.54743794
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,109.83988500000001
1360,1917.48815
1361,0.0
1362,349.38953868
1363,50.430807
1364,0.0
1365,93.5793625
1366,88.99871675
1367,173.57964357999998
1368,0.0
1369,266.20323399999995
1370,2.059206725
1371,0.0
1372,902.195506
1373,0.0
1374,0.0
1375,72.311597
1376,93.984275
1377,4569.508108
1378,112.980876
1379,400.251942
1380,507.11795599999994
1381,1583.510325
1382,14066.057499999999
1383,655349.0140000001
1384,4505.5064999999995
1385,12.64302108
1386,610.4475699999999
1387,0.0
1388,8.6886422
1389,0.0
1390,9.63921286
1391,0.0
1392,0.0
1393,302.738038
1394,1507.7172
1395,0.0
1396,2128.29999
1397,1258.9515
1398,12.501497
1399,24.831123420000004
1400,282.3989348
1401,0.0
1402,0.0
1403,11.5226765
1404,2332.88998
1405,185.08867719999998
1406,2485.01836
1407,0.0
1408,54202.3146
1409,1839.57326
1410,13226.09822
1411,921.4372
1412,42218.1008
1413,1338.3608000000002
1414,15.7122308
1415,0.0
1416,71259.7194
1417,1.5434091
1418,4.440338325
1419,0.0
1420,734.5214166666666
1421,205.419796
1422,0.0
1423,15672.20885
1424,1415784.94
1425,8306.746019999999
1426,2.1966897399999996
1427,85976.2074
1428,243.90950333333333
1429,1942.69532
1430,2531893.9634
1431,0.0
1432,0.0
1433,0.0
1434,4811.831
1435,60.344936
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,27271.420800000004
1441,4.15193436
1442,18135.719999999998
1443,726.081152
1444,3.855714
1445,33.0906212
1446,0.0
1447,3.4184535400000002
1448,3.72507915
1449,777.0866239999999
1450,0.0
1451,713.47262
1452,4544.694725
1453,1363.6789999999999
1454,0.0
1455,0.0
1456,590528.0708
1457,88.5481412
1458,0.0
1459,46843.6094
1460,1151392.9666666666
1461,34.85223620000001
1462,26412.489
1463,18.4104904
1464,1.54256285
1465,0.0
1466,25006.024799999996
1467,60862.9372
1468,26470.198979999997
1469,47.17207833333333
1470,0.0
1471,4.165123966666666
1472,0.0
1473,0.0
1474,14054.58432
1475,20.939884333333335
1476,0.0
1477,0.0
1478,0.0
1479,263.271788
1480,297.9113066666667
1481,22.348938800000003
1482,0.0
1483,14.080029999999999
1484,119609.8
1485,0.0
1486,112.603487
1487,42.29050948
1488,155.9769
1489,0.0
1490,6430.453739999999
1491,153.55486
1492,11.34637985
1493,0.0
1494,3.56955742
1495,1426.6870860000001
1496,2147.337826
1497,0.0
1498,12.643010799999999
1499,11304.177675
1500,1597.5762333333332
1501,75966.0214
1502,0.0
1503,8.5549418
1504,6.851382699999999
1505,452.99380199999996
1506,8081.555499200002
1507,58.174822600000006
1508,105.85016040000001
1509,288.7386624
1510,2.4246233200000002
1511,33.123479333333336
1512,1850.0795138
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,3.3397517800000003
1518,1.5958321666666668
1519,0.0
1520,0.0
1521,0.0
1522,122.294092
1523,26.638225
1524,0.0
1525,1.6558430999999998
1526,0.0
1527,223.860335
1528,27.6472134
1529,1098.0305400000002
1530,215.619888
1531,1.5422199666666667
1532,1.5425566000000002
1533,0.0
1534,745.3817339999999
1535,4.7130167
1536,14.824762399999997
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,95746.7288
1547,1739.4535079999998
1548,9984.704590000001
1549,0.0
1550,0.0
1551,0.0
1552,1592.4260600000002
1553,251.82297
1554,0.0
1555,0.0
1556,0.0
1557,282.92631960000006
1558,1.88213435
1559,5494.72276
1560,0.0
1561,0.0
1562,0.0
1563,975.6712880000001
1564,9592.759199999999
1565,0.0
1566,45647.202750000004
1567,303.11762600000003
1568,4901.058075999999
1569,830321.2679999999
1570,21.215065499999998
1571,0.0
1572,2768.9687
1573,7797.714719999998
1574,0.0
1575,1087.089778
1576,420.0226624
1577,1564.20726
1578,629.040892
1579,638.1409739999999
1580,5456.23648
1581,355.658336
1582,3.8047531999999995
1583,0.0
1584,5.302256100000001
1585,2989.9539999999997
1586,1443.1874533333332
1587,0.0
1588,0.0
1589,343.1812766666667
1590,106.96354324999999
1591,0.0
1592,12.6430082
1593,178.13830000000002
1594,84.3919266
1595,0.0
1596,5093.451866
1597,5709.4441400000005
1598,639.31895
1599,0.0
1600,36100.671
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,44.65275066666667
1607,16.1036736
1608,2242.2181800000003
1609,67.8364122
1610,1383.7652
1611,414855.234
1612,0.0
1613,2.132776
1614,56.4044816
1615,0.0
1616,4.339097233333333
1617,3050.2693600000002
1618,0.0
1619,632.933364
1620,0.0
1621,0.0
1622,21.17755933333333
1623,0.0
1624,2762.15004
1625,1.83137446
1626,0.0
1627,0.0
1628,59.461796
1629,0.0
1630,100.80250600000002
1631,42.304259
1632,9743.308459999998
1633,136.23739300000003
1634,0.0
1635,0.0
1636,64177.064679999996
1637,18.4104993
1638,2391.23156
1639,33.45176119999999
1640,9.69606642
1641,59.818213
1642,0.0
1643,199.7285652
1644,88.28836040000002
1645,0.0
1646,6094.57872
1647,263.68207200000006
1648,0.0
1649,16.0950007
1650,0.0
1651,0.0
1652,1248.005468
1653,0.0
1654,0.0
1655,4189.403266666667
1656,418.2536464600001
1657,0.0
1658,0.0
1659,15.715399000000001
1660,1808.7826474
1661,112.21646199999999
1662,0.0
1663,15.982761100000001
1664,2153.5915800000002
1665,7.937874859999999
1666,12.9860222
1667,331.29944
1668,98.09115919999999
