,DC
2135,0.0
2136,0.0
2137,0.0
2138,44.6
2139,1.0
2140,2.0
2141,7.0
2142,2.4
2143,3.0
2144,1.0
2145,0.0
2146,1.0
2147,0.0
2148,2.0
2149,16.4
2150,0.0
2151,1.0
2152,2.8
2153,1.0
2154,0.0
2155,0.0
2156,1.2
2157,0.0
2158,0.0
2159,0.0
2160,25.0
2161,0.0
2162,0.0
2163,0.0
2164,12.0
2165,1.0
2166,6.0
2167,5.8
2168,0.0
2169,0.0
2170,7.0
2171,1.4
2172,27.0
2173,0.0
2174,1.4
2175,8.4
2176,0.0
2177,0.0
2178,1.0
2179,0.0
2180,1.4
2181,1.0
2182,2.0
2183,3.8
2184,6.2
2185,1.4
2186,2.0
2187,3.0
2188,0.0
2189,4.0
2190,16.0
2191,1.3333333333333333
2192,8.4
2193,2.0
2194,9.0
2195,0.0
2196,7.0
2197,16.0
2198,4.8
2199,0.0
2200,1.0
2201,5.8
2202,0.0
2203,0.0
2204,1.25
2205,11.0
2206,1.0
2207,8.6
2208,3.0
2209,2.2
2210,0.0
2211,17.2
2212,1.0
2213,1.0
2214,3.0
2215,2.6
2216,2.0
2217,0.0
2218,114.6
2219,4.2
2220,0.0
2221,1.0
2222,7.0
2223,10.2
2224,1.4
2225,2.0
2226,6.0
2227,1.0
2228,1.0
2229,0.0
2230,2.0
2231,5.0
2232,1.0
2233,0.0
2234,10.0
2235,2.0
2236,13.6
2237,0.0
2238,0.0
2239,0.0
2240,10.8
2241,9.2
2242,0.0
2243,1.6
2244,1.6
2245,1.0
2246,0.0
2247,5.2
2248,3.6
2249,1.0
2250,4.4
2251,1.0
2252,3.8
2253,1.0
2254,13.6
2255,1.0
2256,1.0
2257,0.0
2258,1.0
2259,3.2
2260,17.2
2261,17.2
2262,1.6
2263,3.0
2264,4.2
2265,12.6
2266,0.0
2267,6.0
2268,0.0
2269,0.0
2270,2.4
2271,7.0
2272,0.0
2273,1.0
2274,1.75
2275,0.0
2276,3.2
2277,3.8
2278,10.2
2279,6.2
2280,6.8
2281,1.0
2282,0.0
2283,5.4
2284,0.0
2285,2.0
2286,2.0
2287,3.0
2288,25.8
2289,1.25
2290,0.0
2291,0.0
2292,1.0
2293,0.0
2294,3.8
2295,1.0
2296,1.0
2297,2.0
2298,0.0
2299,1.6
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,4.8
2306,1.0
2307,0.0
2308,9.2
2309,2.4
2310,1.8
2311,4.8
2312,3.0
2313,1.0
2314,4.4
2315,1.0
2316,1.0
2317,1.0
2318,0.0
2319,14.2
2320,1.0
2321,0.0
2322,0.0
2323,0.0
2324,13.6
2325,1.0
2326,2.2
2327,0.0
2328,2.4
2329,6.0
2330,0.0
2331,1.0
2332,1.0
2333,1.6
2334,1.0
2335,0.0
2336,0.0
2337,4.0
2338,63.4
2339,1.0
2340,7.8
2341,0.0
2342,1.0
2343,0.0
2344,0.0
2345,1.0
2346,0.0
2347,10.6
2348,2.0
2349,2.0
2350,1.8
2351,2.4
2352,0.0
2353,0.0
2354,3.0
2355,1.0
2356,1.6
2357,0.0
2358,0.0
2359,1.0
2360,1.4
2361,50.4
2362,0.0
2363,3.0
2364,0.0
2365,0.0
2366,6.4
2367,3.6
2368,0.0
2369,3.0
2370,1.0
2371,1.6
2372,0.0
2373,3.6
2374,0.0
2375,2.0
2376,7.0
2377,0.0
2378,0.0
2379,6.0
2380,1.0
2381,1.0
2382,1.0
2383,0.0
2384,3.6
2385,2.2
2386,0.0
2387,12.6
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,1.0
2393,5.0
2394,5.0
2395,9.6
2396,1.75
2397,5.8
2398,1.0
2399,3.0
2400,6.6
2401,1.0
2402,2.0
2403,7.0
2404,1.6
2405,4.2
2406,1.0
2407,2.4
2408,0.0
2409,2.6
2410,0.0
2411,0.0
2412,3.8
2413,6.8
2414,1.0
2415,1.0
2416,20.0
2417,6.6
2418,1.0
2419,1.0
2420,0.0
2421,1.0
2422,0.0
2423,1.0
2424,2.8
2425,3.0
2426,13.0
2427,6.6
2428,28.8
2429,1.0
2430,1.8
2431,0.0
2432,2.4
2433,6.6
2434,3.4
2435,2.0
2436,0.0
2437,1.6
2438,8.8
2439,0.0
2440,0.0
2441,8.6
2442,0.0
2443,0.0
2444,1.0
2445,0.0
2446,0.0
2447,0.0
2448,0.0
2449,0.0
2450,3.6
2451,6.4
2452,8.4
2453,2.0
2454,2.0
2455,6.0
2456,4.2
2457,21.0
2458,2.0
2459,1.0
2460,0.0
2461,0.0
2462,2.0
2463,0.0
2464,4.0
2465,3.6
2466,1.0
2467,2.6
2468,5.0
2469,1.0
2470,1.0
2471,7.2
2472,0.0
2473,1.0
2474,1.0
2475,0.0
2476,1.0
2477,1.0
2478,0.0
2479,0.0
2480,0.0
2481,0.0
2482,1.0
2483,0.0
2484,0.0
2485,2.0
2486,6.0
2487,8.0
2488,5.8
2489,2.0
2490,19.5
2491,0.0
2492,5.6
2493,4.6
2494,4.2
2495,9.4
2496,2.0
2497,0.0
2498,3.4
2499,40.4
2500,1.0
2501,2.0
2502,2.0
2503,0.0
2504,4.4
2505,5.2
2506,2.6
2507,1.0
2508,12.0
2509,0.0
2510,1.0
2511,3.8
2512,3.2
2513,6.4
2514,0.0
2515,1.0
2516,2.0
2517,0.0
2518,8.0
2519,0.0
2520,1.6
2521,0.0
2522,4.0
2523,3.2
2524,0.0
2525,1.0
2526,4.2
2527,10.4
2528,1.0
2529,1.0
2530,11.2
2531,2.6
2532,0.0
2533,2.0
2534,3.0
2535,14.0
2536,1.0
2537,0.0
2538,21.4
2539,4.4
2540,1.0
2541,2.0
2542,8.25
2543,1.0
2544,12.4
2545,0.0
2546,2.0
2547,5.0
2548,4.0
2549,0.0
2550,1.5
2551,1.5
2552,1.8
2553,2.0
2554,2.8
2555,0.0
2556,0.0
2557,7.8
2558,4.0
2559,3.2
2560,1.0
2561,1.0
2562,26.0
2563,0.0
2564,0.0
2565,13.0
2566,2.8
2567,1.0
2568,0.0
2569,12.0
2570,1.0
2571,2.8
2572,12.8
2573,2.4
2574,13.6
2575,1.0
2576,0.0
2577,5.4
2578,11.4
2579,0.0
2580,1.0
2581,3.4
2582,1.0
2583,20.6
2584,0.0
2585,13.8
2586,1.0
2587,20.2
2588,1.0
2589,1.0
2590,1.0
2591,2.0
2592,1.25
2593,20.0
2594,0.0
2595,4.0
2596,0.0
2597,1.0
2598,0.0
2599,0.0
2600,1.0
2601,0.0
2602,0.0
2603,2.4
2604,0.0
2605,5.2
2606,1.0
2607,0.0
2608,12.0
2609,0.0
2610,0.0
2611,0.0
2612,0.0
2613,0.0
2614,0.0
2615,0.0
2616,0.0
2617,1.0
2618,2.4
2619,1.0
2620,1.0
2621,0.0
2622,0.0
2623,1.0
2624,8.0
2625,0.0
2626,2.4
2627,1.0
2628,1.0
2629,1.0
2630,3.6
2631,4.8
2632,1.0
2633,1.0
2634,14.0
2635,1.0
2636,0.0
2637,1.0
2638,0.0
2639,1.0
2640,10.2
2641,1.0
2642,4.0
2643,1.0
2644,0.0
2645,3.6
2646,0.0
2647,2.0
2648,0.0
2649,16.0
2650,0.0
2651,1.0
2652,2.0
2653,1.0
2654,0.0
2655,1.0
2656,0.0
2657,1.0
2658,4.6
2659,0.0
2660,3.8
2661,2.2
2662,3.2
2663,0.0
2664,0.0
2665,0.0
2666,1.0
2667,7.2
2668,0.0
2669,0.0
2670,4.6
2671,2.0
2672,12.4
2673,0.0
2674,0.0
2675,5.0
2676,0.0
2677,1.0
2678,0.0
2679,1.0
2680,5.25
2681,0.0
2682,2.0
2683,0.0
2684,2.0
2685,1.0
2686,33.8
2687,1.8
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.0
2693,2.0
2694,1.4
2695,1.6
2696,2.6
2697,0.0
2698,10.0
2699,1.0
2700,1.0
2701,3.8
2702,1.0
2703,10.2
2704,3.6
2705,0.0
2706,0.0
2707,0.0
2708,0.0
2709,1.0
2710,7.4
2711,0.0
2712,5.4
2713,8.6
2714,1.0
2715,2.0
2716,2.4
2717,3.0
2718,4.4
2719,0.0
2720,6.8
2721,2.0
2722,1.8
2723,15.6
2724,8.2
2725,0.0
2726,13.4
2727,1.0
2728,9.6
2729,1.6
2730,3.0
2731,9.6
2732,0.0
2733,0.0
2734,4.6
2735,8.0
2736,0.0
2737,1.0
2738,0.0
2739,12.4
2740,4.6
2741,1.0
2742,3.0
2743,2.0
2744,4.0
2745,6.8
2746,76.4
2747,1.75
2748,15.8
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,1.0
2756,3.6
2757,0.0
2758,0.0
2759,0.0
2760,1.0
2761,1.0
2762,0.0
2763,8.6
2764,13.0
2765,0.0
2766,2.8
2767,1.2
2768,0.0
2769,1.0
2770,0.0
2771,0.0
2772,1.0
2773,0.0
2774,1.0
2775,1.0
2776,0.0
2777,1.4
2778,1.0
2779,3.0
2780,6.8
2781,0.0
2782,4.0
2783,2.0
2784,0.0
2785,1.8
2786,7.6
2787,0.0
2788,2.4
2789,1.6
2790,0.0
2791,6.0
2792,1.2
2793,0.0
2794,1.0
2795,1.0
2796,0.0
2797,1.0
2798,1.0
2799,2.0
2800,0.0
2801,1.0
2802,0.0
2803,3.4
2804,0.0
2805,1.0
2806,1.0
2807,5.8
2808,14.6
2809,6.4
2810,1.6
2811,3.8
2812,12.4
2813,2.0
2814,7.0
2815,1.0
2816,0.0
2817,1.0
2818,11.6
2819,3.0
2820,1.25
2821,4.0
2822,12.0
2823,3.2
2824,0.0
2825,3.0
2826,0.0
2827,4.6
2828,1.0
2829,1.0
2830,0.0
2831,0.0
2832,1.4
2833,0.0
2834,1.0
2835,1.0
2836,9.8
2837,1.0
2838,1.0
2839,1.4
2840,1.0
2841,3.0
2842,1.0
2843,2.0
2844,1.0
2845,4.0
2846,0.0
2847,1.0
2848,0.0
2849,3.4
2850,0.0
2851,11.0
2852,0.0
2853,8.0
2854,0.0
2855,1.0
2856,0.0
2857,0.0
2858,0.0
2859,19.4
2860,0.0
2861,1.0
2862,1.6
2863,1.8
2864,7.6
2865,3.2
2866,1.0
2867,0.0
2868,1.0
2869,2.8
2870,4.6
2871,3.0
2872,4.0
2873,1.0
2874,0.0
2875,0.0
2876,0.0
2877,3.4
2878,3.0
2879,1.6
2880,3.6
2881,0.0
2882,23.2
2883,1.4
2884,2.0
2885,5.0
2886,0.0
2887,0.0
2888,9.0
2889,1.0
2890,0.0
2891,0.0
2892,8.6
2893,0.0
2894,3.6
2895,1.0
2896,3.4
2897,2.4
2898,0.0
2899,2.6
2900,0.0
2901,4.4
2902,2.0
2903,2.0
2904,0.0
2905,0.0
2906,5.5
2907,1.0
2908,28.2
2909,13.4
2910,1.0
2911,1.0
2912,6.0
2913,0.0
2914,0.0
2915,10.0
2916,1.0
2917,0.0
2918,0.0
2919,5.6
2920,12.6
2921,0.0
2922,2.0
2923,0.0
2924,0.0
2925,0.0
2926,0.0
2927,0.0
2928,2.0
2929,11.8
2930,3.0
2931,0.0
2932,2.8
2933,1.0
2934,8.2
2935,1.0
2936,0.0
2937,0.0
2938,7.8
2939,0.0
2940,2.0
2941,0.0
2942,4.25
2943,5.6
2944,19.8
2945,3.6
2946,2.0
2947,1.0
2948,2.0
2949,1.0
2950,1.8
2951,0.0
2952,3.6
2953,0.0
2954,2.0
2955,0.0
2956,1.0
2957,0.0
2958,0.0
2959,2.6
2960,1.0
2961,0.0
2962,4.0
2963,1.0
2964,0.0
2965,4.0
2966,1.0
2967,2.0
2968,1.0
2969,1.0
2970,8.4
2971,2.6
2972,4.4
2973,0.0
2974,1.0
2975,3.2
2976,0.0
2977,2.0
2978,6.0
2979,0.0
2980,2.0
2981,1.0
2982,0.0
2983,0.0
2984,0.0
2985,0.0
2986,1.0
2987,2.2
2988,1.0
2989,1.6
2990,9.2
2991,12.8
2992,1.0
2993,0.0
2994,2.6
2995,1.0
2996,0.0
2997,9.2
2998,1.8
2999,0.0
3000,0.0
3001,2.0
3002,0.0
3003,6.8
3004,4.2
3005,4.0
3006,1.0
3007,2.0
3008,3.8
3009,29.0
3010,2.2
3011,5.4
3012,5.8
3013,2.2
3014,1.0
3015,1.0
3016,3.5
3017,1.0
3018,11.4
3019,5.4
3020,2.8
3021,0.0
3022,1.0
3023,1.0
3024,0.0
3025,0.0
3026,10.0
3027,0.0
3028,2.4
3029,1.0
3030,1.0
3031,1.0
3032,3.0
3033,4.2
3034,0.0
3035,4.2
3036,1.0
3037,3.6
3038,1.0
3039,1.0
3040,0.0
3041,0.0
3042,0.0
3043,2.2
3044,0.0
3045,1.0
3046,0.0
3047,1.0
3048,0.0
3049,0.0
3050,0.0
3051,2.0
3052,1.0
3053,1.0
3054,1.0
3055,38.0
3056,5.2
3057,4.6
3058,1.0
3059,0.0
3060,17.2
3061,1.0
3062,4.4
3063,0.0
3064,2.0
3065,1.0
3066,4.0
3067,0.0
3068,2.4
3069,0.0
3070,3.0
3071,2.8
3072,0.0
3073,7.0
3074,2.8
3075,1.6
3076,1.8
3077,1.0
3078,3.0
3079,4.8
3080,2.6
3081,5.8
3082,10.0
3083,0.0
3084,1.0
3085,11.2
3086,1.0
3087,6.8
3088,0.0
3089,2.2
3090,2.0
3091,3.6
3092,0.0
3093,11.0
3094,2.2
3095,0.0
3096,0.0
3097,0.0
3098,2.0
3099,0.0
3100,0.0
3101,2.0
3102,0.0
3103,3.0
3104,1.2
3105,3.6
3106,12.2
3107,1.6
3108,1.8
3109,0.0
3110,0.0
3111,2.0
3112,2.0
3113,1.6
3114,1.0
3115,1.0
3116,4.5
3117,0.0
3118,1.8
3119,1.0
3120,0.0
3121,1.0
3122,1.0
3123,1.0
3124,0.0
3125,3.0
3126,0.0
3127,0.0
3128,6.0
3129,1.0
3130,0.0
3131,1.0
3132,7.2
3133,0.0
3134,0.0
3135,2.4
3136,2.0
3137,1.2
3138,1.0
3139,2.0
3140,9.0
3141,5.4
3142,1.0
3143,10.0
3144,5.4
3145,1.0
3146,1.0
3147,8.4
3148,14.4
3149,0.0
3150,0.0
3151,1.0
3152,2.0
3153,1.0
3154,1.0
3155,5.2
3156,3.2
3157,0.0
3158,2.0
3159,0.0
3160,3.0
3161,1.0
3162,1.0
3163,0.0
3164,1.8
3165,1.0
3166,1.6
3167,0.0
3168,1.0
3169,4.6
3170,1.0
3171,1.0
3172,4.4
3173,0.0
3174,1.0
3175,10.0
3176,1.4
3177,1.0
3178,1.6
3179,2.0
3180,0.0
3181,1.0
3182,6.4
3183,1.0
3184,0.0
3185,8.0
3186,1.0
3187,0.0
3188,16.2
3189,0.0
3190,0.0
3191,1.8
3192,10.2
3193,2.0
3194,3.0
3195,2.6
3196,4.6
3197,5.0
3198,1.0
3199,6.8
3200,0.0
3201,1.5
3202,0.0
3203,1.0
3204,0.0
3205,2.2
3206,1.0
3207,18.0
3208,4.2
3209,4.8
3210,1.0
3211,1.0
3212,5.8
3213,3.6
3214,1.6
3215,6.8
3216,3.2
3217,0.0
3218,0.0
3219,0.0
3220,1.0
3221,8.0
3222,1.0
3223,16.2
3224,13.6
3225,19.8
3226,1.4
3227,4.0
3228,0.0
3229,2.8
3230,1.0
3231,3.0
3232,1.6
3233,1.0
3234,14.0
3235,3.0
3236,4.6
3237,0.0
3238,2.75
3239,0.0
3240,1.0
3241,5.0
3242,3.0
3243,1.6
3244,1.0
3245,1.8
3246,0.0
3247,1.0
3248,0.0
3249,2.0
3250,4.4
3251,1.0
3252,2.0
3253,26.4
3254,9.6
3255,0.0
3256,0.0
3257,2.0
3258,0.0
3259,0.0
3260,2.8
3261,0.0
3262,0.0
3263,0.0
3264,4.0
3265,0.0
3266,0.0
3267,3.0
3268,1.0
3269,2.0
3270,1.0
3271,0.0
3272,22.4
3273,9.2
3274,1.0
3275,0.0
3276,30.0
3277,2.0
3278,4.8
3279,1.8
3280,0.0
3281,4.6
3282,2.0
3283,0.0
3284,1.25
3285,59.4
3286,6.0
3287,1.0
3288,0.0
3289,14.2
3290,12.0
3291,1.0
3292,1.0
3293,7.6
3294,0.0
3295,1.8
3296,0.0
3297,0.0
3298,0.0
3299,3.8
3300,3.4
3301,0.0
3302,0.0
3303,2.8
3304,1.0
3305,4.8
3306,1.0
3307,5.0
3308,2.2
3309,0.0
3310,1.0
3311,0.0
3312,0.0
3313,0.0
3314,2.6
3315,10.4
3316,1.4
3317,0.0
3318,1.0
3319,1.4
3320,1.0
3321,0.0
3322,0.0
3323,1.0
3324,13.6
3325,3.8
3326,0.0
3327,4.8
3328,1.0
3329,2.0
3330,4.0
3331,3.0
3332,2.0
3333,4.4
3334,1.8
3335,2.4
3336,1.0
3337,3.0
3338,0.0
3339,1.0
3340,0.0
3341,0.0
3342,0.0
3343,1.0
3344,0.0
3345,0.0
3346,0.0
3347,0.0
3348,1.0
3349,11.4
3350,8.2
3351,0.0
3352,2.6
3353,0.0
3354,2.0
3355,17.4
3356,2.4
3357,0.0
3358,1.0
3359,1.2
3360,5.8
3361,14.2
3362,4.2
3363,16.4
3364,1.0
3365,0.0
3366,1.0
3367,0.0
3368,1.0
3369,1.0
3370,41.2
3371,2.0
3372,1.0
3373,19.6
3374,10.4
3375,15.6
3376,0.0
3377,0.0
3378,2.0
3379,13.0
3380,1.0
3381,0.0
3382,1.0
3383,0.0
3384,0.0
3385,4.4
3386,2.4
3387,0.0
3388,1.0
3389,44.4
3390,1.0
3391,0.0
3392,0.0
3393,2.6
3394,9.6
3395,4.0
3396,1.0
3397,1.0
3398,2.6
3399,6.6
3400,3.0
3401,8.0
3402,4.0
3403,1.0
3404,5.4
3405,2.0
3406,1.0
3407,0.0
3408,4.333333333333333
3409,4.0
3410,1.0
3411,2.0
3412,1.0
3413,0.0
3414,0.0
3415,12.6
3416,1.0
3417,8.8
3418,1.6
3419,3.0
3420,0.0
3421,0.0
3422,8.0
3423,2.0
3424,0.0
3425,1.0
3426,23.0
3427,0.0
3428,1.0
3429,0.0
3430,0.0
3431,2.0
3432,3.0
3433,0.0
3434,7.0
3435,0.0
3436,4.8
3437,2.8
3438,0.0
3439,1.0
3440,6.4
3441,1.0
3442,0.0
3443,1.0
3444,0.0
3445,7.8
3446,0.0
3447,2.0
3448,3.4
3449,24.0
3450,18.8
3451,1.0
3452,3.0
3453,0.0
3454,0.0
3455,1.0
3456,1.8
3457,1.8
3458,9.2
3459,4.2
3460,8.6
3461,1.0
3462,0.0
3463,2.4
3464,1.0
3465,0.0
3466,2.6
3467,1.0
3468,6.2
3469,0.0
3470,6.2
3471,2.4
3472,2.4
3473,0.0
3474,1.0
3475,6.2
3476,1.0
3477,5.6
3478,0.0
3479,0.0
3480,1.0
3481,1.0
3482,2.0
3483,0.0
3484,1.0
3485,4.0
3486,9.6
3487,1.0
3488,0.0
3489,0.0
3490,52.0
3491,13.6
3492,3.8
3493,4.2
3494,4.8
3495,1.0
3496,4.4
3497,4.2
3498,0.0
3499,10.8
3500,2.0
3501,3.6
3502,1.0
3503,1.0
3504,12.5
3505,0.0
3506,0.0
3507,3.0
3508,0.0
3509,7.4
3510,1.0
3511,4.0
3512,26.0
3513,0.0
3514,6.0
3515,0.0
3516,2.0
3517,18.2
3518,56.6
3519,0.0
3520,1.0
3521,4.6
3522,4.8
3523,0.0
3524,1.0
3525,1.6
3526,1.0
3527,2.25
3528,1.0
3529,2.0
3530,2.0
3531,3.0
3532,0.0
3533,0.0
3534,9.0
3535,4.0
3536,0.0
3537,1.0
3538,2.0
3539,7.8
3540,11.6
3541,0.0
3542,2.4
3543,1.0
3544,1.0
3545,2.4
3546,3.0
3547,1.0
3548,0.0
3549,0.0
3550,1.8
3551,0.0
3552,5.0
3553,5.2
3554,1.0
3555,1.75
3556,4.8
3557,1.0
3558,9.4
3559,6.2
3560,0.0
3561,0.0
3562,8.6
3563,14.0
3564,11.0
3565,3.0
3566,0.0
3567,0.0
3568,0.0
3569,1.0
3570,2.6
3571,6.2
3572,0.0
3573,1.6
3574,1.0
3575,2.0
3576,2.6
3577,59.0
3578,8.2
3579,5.4
3580,0.0
3581,0.0
3582,0.0
3583,1.0
3584,1.0
3585,6.4
3586,0.0
3587,2.0
3588,0.0
3589,0.0
3590,0.0
3591,1.0
3592,0.0
3593,2.8
3594,0.0
3595,0.0
3596,0.0
3597,1.0
3598,0.0
3599,2.4
3600,5.4
3601,2.0
3602,11.6
3603,6.4
3604,0.0
3605,1.0
3606,3.2
3607,4.2
3608,1.8
3609,2.0
3610,1.0
3611,1.0
3612,1.6
3613,21.0
3614,0.0
3615,5.4
3616,6.0
3617,1.6
3618,3.0
3619,1.0
3620,5.2
3621,2.4
3622,0.0
3623,1.4
3624,11.6
3625,0.0
3626,1.0
3627,0.0
3628,1.0
3629,0.0
3630,3.0
3631,0.0
3632,0.0
3633,18.0
3634,0.0
3635,0.0
3636,3.5
3637,5.6
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.0
3643,0.0
3644,0.0
3645,2.0
3646,1.0
3647,1.8
3648,3.0
3649,2.6
3650,1.0
3651,0.0
3652,0.0
3653,4.4
3654,4.4
3655,3.6
3656,2.0
3657,1.0
3658,0.0
3659,1.0
3660,0.0
3661,2.2
3662,2.0
3663,0.0
3664,1.0
3665,1.0
3666,0.0
3667,4.0
3668,6.6
3669,1.0
3670,0.0
3671,80.2
3672,5.0
3673,38.6
3674,7.2
3675,2.0
3676,4.2
3677,4.4
3678,0.0
3679,1.0
3680,0.0
3681,16.8
3682,14.6
3683,1.0
3684,2.6
3685,4.2
3686,18.6
3687,1.0
3688,6.0
3689,1.4
3690,1.0
3691,0.0
3692,1.0
3693,1.0
3694,3.6
3695,1.0
3696,5.0
3697,5.4
3698,0.0
3699,12.6
3700,0.0
3701,1.0
3702,1.0
3703,0.0
3704,0.0
3705,0.0
3706,2.8
3707,1.0
3708,10.8
3709,6.6
3710,1.0
3711,1.0
3712,0.0
3713,0.0
3714,0.0
3715,3.2
3716,0.0
3717,7.2
3718,0.0
3719,33.0
3720,11.0
3721,38.0
3722,0.0
3723,0.0
3724,5.6
3725,1.0
3726,0.0
3727,17.0
3728,0.0
3729,1.0
3730,2.0
3731,1.0
3732,9.4
3733,15.2
3734,3.0
3735,7.2
3736,3.8
3737,1.0
3738,0.0
3739,1.0
3740,0.0
3741,0.0
3742,4.6
3743,2.8
3744,4.0
3745,1.8
3746,0.0
3747,0.0
3748,1.8
3749,0.0
3750,8.0
3751,2.0
3752,10.2
3753,1.0
3754,2.0
3755,1.0
3756,18.0
3757,3.6
3758,2.0
3759,2.0
3760,0.0
3761,0.0
3762,9.8
3763,1.0
3764,2.0
3765,1.0
3766,1.0
3767,8.0
3768,5.0
3769,1.0
3770,4.8
3771,0.0
3772,0.0
3773,1.0
3774,1.0
3775,2.6
3776,1.6
3777,0.0
3778,1.0
3779,1.2
3780,1.75
3781,0.0
3782,2.0
3783,0.0
3784,0.0
3785,3.4
3786,3.4
3787,0.0
3788,1.0
3789,0.0
3790,0.0
3791,2.6
3792,3.0
3793,1.75
3794,9.4
3795,0.0
3796,0.0
3797,1.8
3798,0.0
3799,0.0
3800,1.0
3801,2.6
3802,0.0
3803,2.0
3804,2.3333333333333335
3805,22.0
3806,16.8
3807,7.0
3808,4.8
3809,3.0
3810,1.0
3811,1.0
3812,1.0
3813,7.8
3814,4.0
3815,0.0
3816,0.0
3817,3.0
3818,1.75
3819,10.0
3820,0.0
3821,6.6
3822,3.6
3823,2.8
3824,1.4
3825,9.0
3826,11.4
3827,1.0
3828,1.0
3829,1.0
3830,17.0
3831,0.0
3832,2.0
3833,2.0
3834,0.0
3835,1.0
3836,0.0
3837,0.0
3838,2.2
3839,5.8
3840,3.6
3841,0.0
3842,1.0
3843,0.0
3844,4.0
3845,7.4
3846,2.0
3847,1.0
3848,1.0
3849,4.4
3850,1.0
3851,9.8
3852,1.0
3853,12.6
3854,1.4
3855,4.4
3856,0.0
3857,1.0
3858,1.0
3859,4.6
3860,1.0
3861,0.0
3862,3.0
3863,2.0
3864,3.0
3865,7.8
3866,0.0
3867,19.4
3868,1.0
3869,1.0
3870,2.0
3871,9.2
3872,0.0
3873,1.8
3874,0.0
3875,0.0
3876,1.0
3877,2.0
3878,1.0
3879,0.0
3880,0.0
3881,0.0
3882,1.0
3883,0.0
3884,21.0
3885,12.4
3886,1.6
3887,3.0
3888,5.0
3889,2.4
3890,0.0
3891,0.0
3892,0.0
3893,1.0
3894,1.0
3895,14.0
3896,0.0
3897,0.0
3898,3.6
3899,11.0
3900,1.6
3901,5.4
3902,0.0
3903,9.0
3904,0.0
3905,2.2
3906,0.0
3907,0.0
3908,2.6
3909,3.6
3910,0.0
3911,0.0
3912,4.0
3913,0.0
3914,0.0
3915,6.8
3916,6.8
3917,2.0
3918,1.2
3919,26.8
3920,2.6
3921,1.0
3922,2.0
3923,0.0
3924,4.6
3925,0.0
3926,1.4
3927,0.0
3928,0.0
3929,1.0
3930,4.0
3931,0.0
3932,8.4
3933,2.4
3934,3.6
3935,0.0
3936,0.0
3937,8.6
3938,2.8
3939,6.4
3940,0.0
3941,1.0
3942,0.0
3943,9.6
3944,3.0
3945,0.0
3946,2.0
3947,2.0
3948,43.0
3949,1.6
3950,1.0
3951,0.0
3952,0.0
3953,0.0
3954,2.6
3955,0.0
3956,0.0
3957,1.0
3958,0.0
3959,0.0
3960,3.0
3961,7.6
3962,1.0
3963,4.0
3964,0.0
3965,0.0
3966,2.0
3967,14.4
3968,8.6
3969,3.8
3970,1.0
3971,8.4
3972,7.4
3973,4.0
3974,13.8
3975,4.0
3976,16.6
3977,1.4
3978,2.0
3979,1.8
3980,0.0
3981,4.6
3982,0.0
3983,7.25
3984,7.0
3985,4.6
3986,0.0
3987,1.0
3988,8.0
3989,13.4
3990,1.0
3991,26.6
3992,3.0
3993,8.4
3994,6.8
3995,23.0
3996,0.0
3997,0.0
3998,1.0
3999,2.2
4000,0.0
4001,5.0
4002,6.0
4003,2.8
4004,1.0
4005,0.0
4006,1.0
4007,17.0
4008,1.0
4009,0.0
4010,0.0
4011,1.0
4012,0.0
4013,0.0
4014,0.0
4015,0.0
4016,1.0
4017,0.0
4018,0.0
4019,1.0
4020,1.0
4021,1.8
4022,6.6
4023,1.0
4024,3.0
4025,2.2
4026,3.2
4027,5.6
4028,2.0
4029,1.0
4030,1.0
4031,1.0
4032,0.0
4033,14.4
4034,0.0
4035,1.0
4036,1.0
4037,4.4
4038,1.0
4039,0.0
4040,2.2
4041,7.4
4042,0.0
4043,12.2
4044,1.5
4045,0.0
4046,0.0
4047,1.0
4048,7.2
4049,8.6
4050,0.0
4051,0.0
4052,2.2
4053,3.0
4054,76.5
4055,0.0
4056,1.0
4057,1.0
4058,1.0
4059,0.0
4060,2.4
4061,1.0
4062,3.2
4063,5.0
4064,0.0
4065,1.0
4066,0.0
4067,5.8
4068,17.2
4069,0.0
4070,3.0
4071,1.0
4072,0.0
4073,1.0
4074,6.0
4075,1.6
4076,5.4
4077,3.2
4078,5.6
4079,0.0
4080,1.0
4081,1.0
4082,5.0
4083,1.0
4084,1.0
4085,5.6
4086,1.0
4087,2.0
4088,0.0
4089,9.6
4090,8.0
4091,1.75
4092,9.4
4093,1.0
4094,3.8
4095,1.0
4096,13.4
4097,0.0
4098,3.2
4099,3.0
4100,0.0
4101,1.2
4102,6.0
4103,17.8
4104,1.0
4105,2.0
4106,1.6
4107,15.8
4108,2.75
4109,0.0
4110,1.0
4111,1.0
4112,1.0
4113,5.0
4114,0.0
4115,2.2
4116,7.0
4117,5.0
4118,6.0
4119,1.0
4120,4.8
4121,1.4
4122,2.0
4123,6.0
4124,1.6
4125,2.6
4126,1.0
4127,1.0
4128,2.0
4129,0.0
4130,1.0
4131,4.2
