,DC
4132,1.0
4133,4.0
4134,2.0
4135,0.0
4136,0.0
4137,1.8
4138,1.0
4139,6.0
4140,11.8
4141,0.0
4142,12.8
4143,0.0
4144,0.0
4145,1.75
4146,1.0
4147,10.2
4148,0.0
4149,0.0
4150,1.0
4151,0.0
4152,0.0
4153,8.0
4154,3.0
4155,4.8
4156,2.0
4157,1.0
4158,3.0
4159,0.0
4160,1.0
4161,15.2
4162,1.0
4163,1.0
4164,1.0
4165,0.0
4166,2.2
4167,0.0
4168,2.0
4169,0.0
4170,0.0
4171,3.0
4172,17.4
4173,1.0
4174,0.0
4175,0.0
4176,0.0
4177,1.0
4178,0.0
4179,0.0
4180,11.6
4181,1.0
4182,2.0
4183,1.0
4184,5.4
4185,1.0
4186,1.0
4187,7.2
4188,1.8
4189,6.0
4190,3.0
4191,1.0
4192,0.0
4193,0.0
4194,0.0
4195,1.2
4196,1.0
4197,5.8
4198,1.0
4199,2.0
4200,0.0
4201,0.0
4202,4.2
4203,2.0
4204,1.0
4205,7.6
4206,2.0
4207,1.0
4208,0.0
4209,4.5
4210,0.0
4211,0.0
4212,1.8
4213,2.0
4214,1.0
4215,1.0
4216,0.0
4217,1.0
4218,3.4
4219,7.2
4220,1.0
4221,1.0
4222,0.0
4223,2.6
4224,13.8
4225,12.4
4226,2.0
4227,2.0
4228,0.0
4229,5.0
4230,1.0
4231,1.0
4232,1.0
4233,1.0
4234,7.6
4235,2.8
4236,2.0
4237,0.0
4238,1.8
4239,2.6
4240,1.75
4241,4.0
4242,0.0
4243,2.0
4244,1.0
4245,1.6
4246,1.0
4247,6.6
4248,24.0
4249,1.6
4250,7.6
4251,0.0
4252,2.0
4253,4.2
4254,1.0
4255,0.0
4256,1.0
4257,2.6
4258,3.0
4259,2.0
4260,2.6
4261,7.4
4262,1.2
4263,2.4
4264,14.0
4265,1.0
4266,0.0
4267,1.0
4268,0.0
4269,1.6
4270,0.0
4271,1.0
4272,3.0
4273,1.0
4274,1.0
4275,0.0
4276,2.0
4277,12.8
4278,2.0
4279,1.8
4280,3.0
4281,2.8
4282,1.5
4283,0.0
4284,9.8
4285,0.0
4286,8.6
4287,21.0
4288,1.0
4289,0.0
4290,1.8
4291,4.0
4292,7.2
4293,3.2
4294,3.0
4295,1.4
4296,1.0
4297,2.0
4298,3.4
4299,19.8
4300,3.2
4301,1.0
4302,1.0
4303,1.0
4304,8.8
4305,7.8
4306,1.0
4307,0.0
4308,0.0
4309,0.0
4310,1.0
4311,0.0
4312,2.4
4313,0.0
4314,0.0
4315,13.4
4316,5.8
4317,1.0
4318,12.4
4319,1.0
4320,1.0
4321,0.0
4322,0.0
4323,2.2
4324,1.0
4325,1.0
4326,1.0
4327,0.0
4328,2.0
4329,2.8
4330,1.0
4331,1.6
4332,10.8
4333,0.0
4334,0.0
4335,0.0
4336,1.0
4337,4.0
4338,17.6
4339,2.0
4340,3.0
4341,1.0
4342,0.0
4343,9.0
4344,1.0
4345,0.0
4346,3.0
4347,4.2
4348,0.0
4349,4.0
4350,10.6
4351,15.2
4352,21.4
4353,27.2
4354,1.0
4355,1.0
4356,1.0
4357,19.0
4358,0.0
4359,4.4
4360,0.0
4361,1.0
4362,13.2
4363,1.0
4364,0.0
4365,7.4
4366,15.0
4367,2.8
4368,0.0
4369,1.4
4370,0.0
4371,0.0
4372,0.0
4373,7.8
4374,0.0
4375,0.0
4376,9.0
4377,1.0
4378,0.0
4379,1.75
4380,1.0
4381,2.0
4382,1.0
4383,1.0
4384,10.6
4385,16.8
4386,5.8
4387,2.6
4388,0.0
4389,5.0
4390,0.0
4391,3.0
4392,0.0
4393,4.5
4394,0.0
4395,0.0
4396,1.8
4397,2.0
4398,2.0
4399,1.4
4400,6.4
4401,4.0
4402,2.8
4403,11.8
4404,1.0
4405,2.0
4406,3.0
4407,0.0
4408,2.6
4409,16.8
4410,1.0
4411,2.2
4412,1.0
4413,1.0
4414,1.4
4415,1.0
4416,4.0
4417,4.0
4418,0.0
4419,3.0
4420,1.8
4421,32.0
4422,0.0
4423,2.0
4424,2.8
4425,0.0
4426,3.0
4427,1.0
4428,0.0
4429,5.6
4430,2.8
4431,1.0
4432,1.0
4433,1.6
4434,0.0
4435,7.0
4436,5.4
4437,2.6
4438,1.6
4439,25.4
4440,2.0
4441,2.0
4442,3.2
4443,0.0
4444,6.0
4445,1.25
4446,1.6
4447,7.0
4448,1.0
4449,2.0
4450,2.0
4451,1.0
4452,1.0
4453,2.8
4454,18.4
4455,2.0
4456,0.0
4457,1.4
4458,1.0
4459,3.8
4460,2.4
4461,5.4
4462,0.0
4463,1.0
4464,3.8
4465,6.0
4466,1.8
4467,2.0
4468,0.0
4469,1.0
4470,1.0
4471,14.6
4472,3.0
4473,0.0
4474,32.8
4475,0.0
4476,2.0
4477,0.0
4478,8.6
4479,1.0
4480,3.0
4481,6.8
4482,11.4
4483,1.0
4484,0.0
4485,1.0
4486,0.0
4487,0.0
4488,1.0
4489,0.0
4490,2.0
4491,4.8
4492,1.0
4493,0.0
4494,0.0
4495,1.0
4496,3.8
4497,3.6
4498,0.0
4499,2.8
4500,1.0
4501,0.0
4502,25.4
4503,1.0
4504,2.0
4505,3.4
4506,5.0
4507,0.0
4508,4.4
4509,12.8
4510,7.2
4511,0.0
4512,0.0
4513,2.0
4514,0.0
4515,4.0
4516,4.8
4517,2.0
4518,0.0
4519,13.0
4520,1.0
4521,0.0
4522,2.6
4523,0.0
4524,2.4
4525,1.0
4526,23.6
4527,2.0
4528,0.0
4529,0.0
4530,2.0
4531,1.0
4532,1.6
4533,6.0
4534,1.0
4535,3.4
4536,4.6
4537,1.6
4538,6.0
4539,1.0
4540,3.0
4541,1.0
4542,2.6
4543,1.0
4544,11.8
4545,7.4
4546,1.0
4547,1.0
4548,7.0
4549,1.0
4550,19.2
4551,6.8
4552,1.25
4553,0.0
4554,2.8
4555,1.0
4556,0.0
4557,1.0
4558,0.0
4559,11.0
4560,1.0
4561,1.0
4562,0.0
4563,5.0
4564,0.0
4565,9.0
4566,4.25
4567,8.0
4568,1.0
4569,1.8
4570,1.0
4571,2.0
4572,1.0
4573,8.0
4574,1.8
4575,1.0
4576,0.0
4577,9.8
4578,6.8
4579,0.0
4580,1.0
4581,11.0
4582,5.4
4583,0.0
4584,4.0
4585,6.0
4586,0.0
4587,1.0
4588,1.0
4589,0.0
4590,1.6
4591,1.0
4592,3.0
4593,5.6
4594,4.0
4595,1.0
4596,18.0
4597,0.0
4598,0.0
4599,2.8
4600,6.0
4601,3.0
4602,1.8
4603,1.0
4604,1.0
4605,7.6
4606,0.0
4607,0.0
4608,0.0
4609,0.0
4610,0.0
4611,2.0
4612,0.0
4613,4.8
4614,1.0
4615,3.4
4616,0.0
4617,0.0
4618,14.8
4619,0.0
4620,0.0
4621,0.0
4622,6.0
4623,1.0
4624,1.0
4625,13.4
4626,1.0
4627,7.0
4628,3.0
4629,0.0
4630,1.0
4631,3.6
4632,1.8
4633,0.0
4634,0.0
4635,0.0
4636,9.4
4637,2.4
4638,0.0
4639,0.0
4640,0.0
4641,1.8
4642,1.0
4643,0.0
4644,0.0
4645,4.8
4646,1.8
4647,0.0
4648,1.0
4649,1.0
4650,2.0
4651,1.0
4652,0.0
4653,1.0
4654,1.6
4655,15.0
4656,1.6
4657,0.0
4658,1.0
4659,0.0
4660,2.0
4661,1.0
4662,8.4
4663,1.0
4664,5.0
4665,0.0
4666,0.0
4667,0.0
4668,3.6
4669,1.0
4670,0.0
4671,13.0
4672,6.0
4673,0.0
4674,1.0
4675,1.0
4676,0.0
4677,4.8
4678,4.6
4679,1.8
4680,2.4
4681,3.0
4682,0.0
4683,6.8
4684,1.6
4685,3.0
4686,1.4
4687,3.0
4688,1.0
4689,0.0
4690,0.0
4691,1.0
4692,0.0
4693,0.0
4694,0.0
4695,0.0
4696,3.6
4697,1.0
4698,1.0
4699,0.0
4700,6.8
4701,3.4
4702,2.4
4703,0.0
4704,1.0
4705,1.0
4706,1.0
4707,1.2
4708,3.0
4709,7.6
4710,10.4
4711,0.0
4712,3.8
4713,10.2
4714,7.2
4715,1.0
4716,3.6
4717,27.8
4718,1.0
4719,1.6
4720,1.0
4721,1.2
4722,2.0
4723,0.0
4724,1.8
4725,9.0
4726,3.6
4727,2.8
4728,0.0
4729,0.0
4730,4.0
4731,0.0
4732,17.0
4733,32.0
4734,6.8
4735,2.0
4736,1.6
4737,0.0
4738,16.0
4739,2.0
4740,5.0
4741,0.0
4742,2.4
4743,1.0
4744,1.0
4745,2.0
4746,0.0
4747,1.8
4748,0.0
4749,1.0
4750,1.6
4751,1.0
4752,1.0
4753,1.0
4754,0.0
4755,18.2
4756,1.0
4757,2.0
4758,2.0
4759,1.0
4760,35.4
4761,3.0
4762,3.0
4763,5.4
4764,5.0
4765,2.2
4766,4.0
4767,6.0
4768,0.0
4769,1.4
4770,3.0
4771,1.0
4772,0.0
4773,0.0
4774,22.0
4775,7.0
4776,2.0
4777,1.0
4778,0.0
4779,0.0
4780,1.0
4781,4.6
4782,1.0
4783,0.0
4784,5.0
4785,0.0
4786,1.0
4787,0.0
4788,0.0
4789,6.6
4790,3.2
4791,1.0
4792,0.0
4793,2.0
4794,12.4
4795,1.0
4796,0.0
4797,0.0
4798,4.0
4799,1.0
4800,3.0
4801,17.6
4802,4.0
4803,9.6
4804,0.0
4805,4.4
4806,10.6
4807,2.0
4808,4.0
4809,0.0
4810,1.6
4811,0.0
4812,0.0
4813,0.0
4814,0.0
4815,1.0
4816,7.6
4817,5.4
4818,24.6
4819,1.0
4820,1.0
4821,0.0
4822,3.0
4823,0.0
4824,5.2
4825,2.6
4826,11.6
4827,3.6
4828,14.8
4829,0.0
4830,4.0
4831,0.0
4832,1.0
4833,0.0
4834,0.0
4835,3.0
4836,14.2
4837,1.0
4838,0.0
4839,4.6
4840,1.0
4841,5.4
4842,0.0
4843,0.0
4844,0.0
4845,12.6
4846,2.0
4847,0.0
4848,11.8
4849,1.0
4850,6.8
4851,8.6
4852,0.0
4853,0.0
4854,0.0
4855,2.0
4856,1.25
4857,0.0
4858,2.0
4859,1.0
4860,5.4
4861,5.2
4862,0.0
4863,1.0
4864,0.0
4865,1.75
4866,0.0
4867,30.8
4868,1.0
4869,1.4
4870,2.0
4871,6.0
4872,1.0
4873,5.8
4874,2.0
4875,9.4
4876,0.0
4877,0.0
4878,0.0
4879,4.6
4880,0.0
4881,2.0
4882,0.0
4883,0.0
4884,0.0
4885,2.0
4886,0.0
4887,6.4
4888,1.2
4889,2.2
4890,0.0
4891,1.0
4892,2.4
4893,0.0
4894,35.4
4895,1.0
4896,8.4
4897,0.0
4898,0.0
4899,2.6
4900,6.2
4901,1.0
4902,1.0
4903,1.0
4904,4.0
4905,0.0
4906,9.6
4907,3.2
4908,1.0
4909,0.0
4910,0.0
4911,0.0
4912,2.0
4913,6.6
4914,8.8
4915,8.0
4916,0.0
4917,0.0
4918,9.75
4919,16.4
4920,0.0
4921,0.0
4922,0.0
4923,6.6
4924,3.0
4925,3.6
4926,1.8
4927,2.8
4928,1.8
4929,0.0
4930,1.0
4931,11.2
4932,3.0
4933,0.0
4934,0.0
4935,3.0
4936,0.0
4937,1.25
4938,0.0
4939,1.0
4940,2.0
4941,13.0
4942,0.0
4943,0.0
4944,0.0
4945,0.0
4946,40.0
4947,8.4
4948,7.0
4949,8.8
4950,0.0
4951,1.0
4952,0.0
4953,7.8
4954,0.0
4955,2.25
4956,2.0
4957,1.0
4958,4.4
4959,1.0
4960,3.0
4961,0.0
4962,2.0
4963,0.0
4964,5.6
4965,16.6
4966,1.0
4967,1.6
4968,5.0
4969,1.0
4970,4.0
4971,3.4
4972,2.8
4973,0.0
4974,8.2
4975,4.4
4976,3.6
4977,1.0
4978,1.0
4979,1.0
4980,0.0
4981,0.0
4982,1.25
4983,0.0
4984,1.0
4985,2.0
4986,6.8
4987,1.0
4988,10.2
4989,1.0
4990,0.0
4991,1.0
4992,1.0
4993,1.0
4994,2.2
4995,7.6
4996,3.0
4997,4.4
4998,2.0
4999,1.8
5000,1.3333333333333333
5001,59.6
5002,10.6
5003,1.8
5004,6.2
5005,1.0
5006,0.0
5007,2.0
5008,0.0
5009,1.0
5010,0.0
5011,4.4
5012,1.0
5013,0.0
5014,2.0
5015,9.0
5016,4.0
5017,10.8
5018,0.0
5019,37.0
5020,10.0
5021,1.0
5022,0.0
5023,0.0
5024,0.0
5025,0.0
5026,17.6
5027,13.8
5028,2.6
5029,2.0
5030,1.0
5031,5.8
5032,0.0
5033,2.4
5034,4.0
5035,1.0
5036,1.0
5037,2.0
5038,1.6
5039,0.0
5040,4.0
5041,1.4
5042,0.0
5043,0.0
5044,5.6
5045,0.0
5046,7.2
5047,2.0
5048,4.6
5049,0.0
5050,1.75
5051,0.0
5052,1.4
5053,0.0
5054,0.0
5055,11.0
5056,2.0
5057,2.2
5058,0.0
5059,0.0
5060,6.6
5061,5.8
5062,1.6
5063,3.4
5064,0.0
5065,1.0
5066,6.0
5067,1.0
5068,12.8
5069,2.0
5070,7.8
5071,2.8
5072,6.6
5073,1.0
5074,1.0
5075,18.8
5076,3.0
5077,2.4
5078,9.0
5079,0.0
5080,0.0
5081,0.0
5082,3.4
5083,8.8
5084,3.0
5085,2.6
5086,4.6
5087,0.0
5088,3.0
5089,2.0
5090,11.8
5091,7.0
5092,0.0
