ID,SC,DC,EC,IC,LAC,BC,NC
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,1014.86206,2,0.002155874,1.6219276,1,0,2
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,2.100582,1,2.44E-05,1.2769442,0,0,0
9,669.18665,5,0.001734951,2.222359,2.4,3588.4841,3
10,10.9166975,1,0.000213,1.2769442,0,0,0
11,809.6614,2,0.001783137,1.6219276,0,586.12634,0
12,0,0,0,0,0,0,0
13,676.85284,4,0.000901,2.069158,0.5,2748.9475,0.6666667
14,1147.353,5,0.002371955,2.222359,0,11706.105,0
15,3.0981963,1,3.84E-05,1.2769442,0,0,0
16,3623.466,8,0.004436339,2.535207,1,8111.2144,1.25
17,316.15836,3,0.001309788,1.8752657,0,7327.444,0
18,164.07956,2,0.001022815,1.6219276,0,1063.3087,0
19,458.90585,1,0.001463869,1.2769442,0,0,0
20,32581.18,6,0.01252878,2.3464322,1,898.41095,1.2
21,0,0,0,0,0,0,0
22,2434.5178,4,0.00339201,2.069158,0.5,4327.8027,0.6666667
23,5249.3604,4,0.0039299,2.069158,0,5848.2,0
24,9256.584,5,0.006615139,2.222359,0,12126.507,0
25,29827.049,9,0.012271124,2.6086574,1.5555556,8757.343,1.875
26,0,0,0,0,0,0,0
27,17.68421,1,0.000133,1.2769442,0,0,0
28,19299.303,4,0.009472369,2.069158,0.5,4821.582,0.6666667
29,2451.2942,1,0.004004928,1.2769442,0,0,0
30,6.6691885,2,0.000151,1.6219276,0,361.8111,0
31,58.79036,2,0.000486,1.6219276,1,0,2
32,259.62885,2,0.001061123,1.6219276,0,336.23154,0
33,11736.97,6,0.008916518,2.3464322,0.33333334,2677.1206,0.4
34,0,0,0,0,0,0,0
35,11209.394,3,0.007081376,1.8752657,0,5252.12,0
36,64618.652,20,0.018684315,3.0212464,2.9,40377.586,6.1253934
37,9.78869,1,0.000176,1.2769442,0,0,0
38,0,0,0,0,0,0,0
39,1988.3914,4,0.002770728,2.069158,0,8288.459,0
40,5.985098,1,0.000159,1.2769442,0,0,0
41,1185.7809,2,0.002830783,1.6219276,0,1033.3715,0
42,0,0,0,0,0,0,0
43,13160.337,4,0.007546017,2.069158,1.5,161.60997,2
44,48078.44,17,0.017387796,2.9505274,0.5882353,50150.48,1.7767857
45,0,0,0,0,0,0,0
46,18473.498,16,0.009595031,2.922324,5.375,17391.455,7.8229604
47,0,0,0,0,0,0,0
48,38164.617,14,0.015703201,2.8569171,0.71428573,49341.58,2.0871794
49,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0
52,20.04473,3,0.000219,1.8752657,0,1800.5072,0
53,0,0,0,0,0,0,0
54,192.42189,5,0.000843,2.222359,2,2815.3806,2.8333333
55,2.8422604,1,6.66E-05,1.2769442,0,0,0
56,3.6392126,2,1.80E-05,1.6219276,0,7018,0
