ID,SC,DC,EC,IC,LAC,BC,NC
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
2,1708.0137,2,0.002389581,1.6320881,1,0,2
3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0
8,2.0316656,1,1.25E-05,1.2832252,0,0,0
9,1576.948,5,0.002136782,2.2414846,2.4,3893.2297,3
10,155.02733,1,0.000695,1.2832252,0,0,0
11,1167.4758,2,0.001718724,1.6320881,0,458.15265,0
12,0,0,0,0,0,0,0
13,1397.2407,7,0.000653,2.4722683,1.1428572,8482.032,2.25
14,1631.1699,5,0.002177547,2.2414846,0,9441.591,0
15,3.3473818,1,2.49E-05,1.2832252,0,0,0
16,2407.8306,7,0.002726199,2.4722683,1.1428572,3584.7744,1.3666667
17,0,0,0,0,0,0,0
18,264.06717,2,0.000995,1.6320881,0,756.84894,0
19,21581.025,1,0.009262673,1.2832252,0,0,0
20,30577.482,6,0.009532698,2.3677683,1,1153.1835,1.2
21,0,0,0,0,0,0,0
22,33581.44,4,0.011565091,2.0857236,0.5,4868.723,0.6666667
23,7911.5806,4,0.00385294,2.0857236,0,9272.318,0
24,7866.042,5,0.004428207,2.2414846,0,12562.255,0
25,42787.098,9,0.011598445,2.6350615,1.5555556,8822.584,1.875
26,0,0,0,0,0,0,0
27,22.152515,1,0.000115,1.2832252,0,0,0
28,20204.5,4,0.007639052,2.0857236,0.5,3989.3506,0.6666667
29,0,0,0,0,0,0,0
30,8.421478,2,0.000134,1.6320881,0,653.6467,0
31,79.12683,2,0.000443,1.6320881,1,0,2
32,353.60907,2,0.00097,1.6320881,0,335.56137,0
33,403.00705,2,0.001141236,1.6320881,1,0,2
34,0,0,0,0,0,0,0
35,43313.938,3,0.012821402,1.8888615,0,7110.1465,0
36,57752.57,20,0.012298583,3.056729,2.9,33487.47,5.7698183
37,15.277968,1,0.000188,1.2832252,0,0,0
38,0,0,0,0,0,0,0
39,3603.828,4,0.0030497,2.0857236,0,8798.554,0
40,144071.69,12,0.024017796,2.805562,1.3333334,9648.102,1.4545455
41,10624.4795,4,0.00641181,2.0857236,0.5,5617.904,0.6666667
42,0,0,0,0,0,0,0
43,12775.44,6,0.005253661,2.3677683,1,2885.502,1.3333334
44,62771.71,18,0.01502166,3.0106244,0.7777778,46271.926,1.9482843
45,0,0,0,0,0,0,0
46,211921.2,18,0.028170187,3.0106244,7.7777777,16706.627,11.18224
47,159.45789,1,0.000734,1.2832252,0,0,0
48,21004.592,13,0.008008677,2.849455,0.7692308,42470.695,2
49,334.64554,1,0.001057264,1.2832252,0,0,0
50,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0
52,72.89181,5,0.000427,2.2414846,0,20314.562,0
53,0,0,0,0,0,0,0
54,233.88768,5,0.000694,2.2414846,2,3089.16,2.8333333
55,2.984445,1,5.63E-05,1.2832252,0,0,0
