,L4N
0,1.5
1,0.0
2,0.0
3,0.0
4,0.125
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.1818181875
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,1.1428572
35,2.32
36,0.0
37,0.0
38,0.0
39,0.25
40,0.0
41,0.0
42,0.5
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,1.0
50,0.0
51,0.0
52,1.7000000000000002
53,1.01373625
54,1.041666675
55,1.507575775
56,0.125
57,0.0
58,0.0
59,0.0
60,0.6666667
61,0.0
62,0.0
63,0.0
64,0.0
65,0.625
66,0.0
67,3.4833333500000006
68,0.0
69,0.0
70,0.916666675
71,0.8
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,5.155711300000001
82,0.5714286
83,0.0
84,3.4285714999999994
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.6666667
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,1.1500000000000001
126,0.0
127,0.0
128,0.0
129,2.0
130,1.5
131,1.5
132,0.0
133,0.0
134,0.0
135,0.0
136,1.3857143
137,1.2
138,0.0
139,0.0
140,0.0
141,0.0
142,1.0357143
143,0.79166665
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,1.2380953000000001
152,0.166666675
153,0.0
154,0.0
155,0.85714287
156,0.9777778049999999
157,0.0
158,0.0
159,0.64903848
160,0.17803031
161,0.625
162,0.166666675
163,0.475
164,1.1500000000000001
165,0.0
166,1.5
167,0.0
168,0.0
169,0.0
170,0.55357145
171,0.375000005
172,0.0
173,1.3263889
174,0.0
175,0.0
176,0.0
177,2.5
178,2.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,2.0
185,0.0
186,2.0
187,0.6666667
188,0.5
189,0.0
190,1.35000005
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,1.0
199,1.2000000499999999
200,0.0
201,0.0
202,0.4
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.6666667
210,0.0
211,2.0
212,0.0
213,0.5333333375
214,0.0
215,0.0
216,0.0
217,0.0
218,1.75
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,1.7243589750000003
229,0.0
230,0.475
231,0.0
232,0.0
233,0.0
234,1.38888895
235,0.5714286
236,0.0
237,0.0
238,0.9440994
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.4
245,0.0
246,0.85714287
247,0.5
248,0.0
249,0.22222222
250,0.0
251,0.0
252,1.8285714
253,0.0
254,0.0
255,1.6363636000000001
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.5714286
262,1.0
263,0.5
264,0.22222222
265,0.0
266,0.6666667
267,1.1428572
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,9.76249975
280,2.3732057500000003
281,0.0
282,0.5089285724999999
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,2.6666667
293,0.0
294,0.0
295,0.4
296,0.0
297,0.0
298,0.19230770000000003
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.19545454750000002
306,0.0
307,1.25
