,B4N
0,181.3864325
1,0.0
2,0.0
3,0.0
4,615.2173600000001
5,3800.23155
6,0.0
7,0.0
8,0.0
9,7108.318975
10,6906.0
11,6940.750475000001
12,3455.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,12973.683250000002
20,0.0
21,19.83426475
22,3823.447925
23,61.641104250000005
24,0.0
25,0.0
26,11151.3025
27,0.0
28,0.0
29,0.0
30,0.0
31,11987.82175
32,0.0
33,0.0
34,4894.082074999999
35,23258.1255
36,0.0
37,0.0
38,0.0
39,12614.234999999999
40,0.0
41,10.84926625
42,184.6373275
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,8.618577250000001
51,0.0
52,169.94367000000003
53,33822.822
54,9982.7165
55,16922.725
56,609.8189275
57,0.0
58,0.0
59,0.0
60,172.15904874999998
61,0.0
62,3455.0
63,0.0
64,0.0
65,5356.107599999999
66,0.0
67,48949.7995
68,1.8087448
69,0.0
70,133.5971375
71,3056.2611249999995
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,2048.897125
78,7418.059175
79,0.0
80,0.0
81,20220.389499999997
82,2264.6075499999997
83,0.0
84,16117.929625
85,0.0
86,0.0
87,1486.406325
88,18235.273500000003
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,442.34606
95,0.0
96,0.0
97,0.0
98,99.623325
99,0.0
100,0.0
101,45.14979175
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,344.138635
109,0.0
110,0.0
111,0.0
112,6908.0
113,0.0
114,0.0
115,0.0
116,3455.0
117,2477.8803000000003
118,3455.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,729.7577200000001
126,0.0
127,5991.679425
128,73.34217100000001
129,0.0
130,983.6628
131,452.7038325
132,0.0
133,0.0
134,0.0
135,0.0
136,129390.97
137,253.92464999999999
138,0.0
139,0.0
140,6908.0
141,0.0
142,1541.7132
143,3901.8256
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,10415.9535
150,0.0
151,14997.786
152,2634.829495
153,0.0
154,0.0
155,3694.5368
156,16334.544875
157,3647.8750999999997
158,0.0
159,11995.909749999999
160,12414.026500000002
161,5289.6781
162,78.61478249999999
163,6971.829825
164,7752.13125
165,3455.0
166,4189.577625
167,0.0
168,3455.0
169,0.0
170,1387.43095
171,3921.7629249999995
172,0.0
173,3743.4102249999996
174,0.0
175,0.0
176,3455.0
177,20726.240749999997
178,4449.667675
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,147.89281
185,0.0
186,415.70815999999996
187,235.53064750000004
188,746.7415625000001
189,0.0
190,3293.787625
191,0.0
192,0.0
193,148.1917925
194,0.0
195,0.0
196,0.0
197,99.56379875
198,2961.28595
199,24.555132500000003
200,0.0
201,0.0
202,4071.27905
203,0.0
204,0.0
205,0.0
206,19.032998749999997
207,0.0
208,0.0
209,243.2173625
210,0.0
211,8383.8925
212,34.073612250000004
