,SC
418,1274800000.0
419,225779.418
420,779279.625
421,1.5424585
422,2701400000.0
423,6979480.82
424,1.5419396
425,6815470.76
426,0.0
427,594320000.0
428,0.0
429,4733000000.0
430,13217543.5
431,14664000000.0
432,1722200000.0
433,32048.7465
434,377512.13
435,103720000.0
436,311240000.0
437,676834756.4
438,95887786.4
439,695202.5620000002
440,78240000.0
441,23394938.9
442,255351.35800000007
443,1492744.1639999999
444,55060000.0
445,19172000000.0
446,113220000.0
447,313160000.0
448,348205.624
449,83880000.0
450,1709704.3932319998
451,11112441.7
452,17421848.46
453,0.0
454,6647.7287400000005
455,13217543.5
456,8640947.879999999
457,91911.798
458,104380000.0
459,3475.250576000001
460,1081860000.0
461,24966673.9
462,77480000.0
463,647200000.0
464,1338400000.0
465,4215455.788000001
466,25024235.2
467,307440000000.0
468,0.0
469,0.0
470,5611498.08
471,1389200000.0
472,202020000.0
473,176960000.0
474,5733000000.0
475,4559000000.0
476,258352835.3
477,471760000.0
478,1581420000.0
479,1434000000.0
480,10082288.16
481,725220000.0
482,66458642.470000006
483,0.0
484,5092400000.0
485,972628.848
486,3446600000.0
487,33996000000.0
488,24611138.7
489,1903600000.0
490,3112969.072
491,147080000.0
492,96488881.6
493,409600000.0
494,643383.186
495,106260000.0
496,206409281.04000002
497,137360000.0
498,523180000.0
499,984780.9400000001
500,1239293.9472
501,498751.59500000003
502,106437.13299999999
503,1733400000.0
504,28103584.2
505,189620000.0
506,23106000000.0
507,1.54117756
508,0.0
509,0.0
510,38581.09602786667
511,5917200000.0
512,30702000000.0
513,10091.14896
514,109400000.0
515,8666065.05
516,8145018.359999999
517,65989949.24600001
518,11626000000.0
519,32613.334599999995
520,5672916.279999999
521,462000000.0
522,2664800000.0
523,6617.86022
524,130527.13660000001
525,102200000.0
526,6667101.88
527,267640000.0
528,5070.0774599999995
529,2987513.72
530,63189666.54
531,236300000.0
532,15408840.5
533,7133975.159999999
534,499580000.0
535,68602354.5
536,488400000.0
537,280200000.0
538,429766.0225
539,2404151.9699999997
540,7071179.56
541,0.0
542,0.0
543,67800000.0
544,178080000.0
545,52841837.2
546,1401.1633250000002
547,22199650.04
548,6657.954000000001
549,25752192.9
550,96620000.0
551,6976621.8
552,89960000.0
553,62345487.239999995
554,6124000000.0
555,32844133.9083138
556,18074.26072
557,20589459.1
558,10238308.459999999
559,185080000.0
560,684400000.0
561,1188872.0620000002
562,1054505.4
563,1462458.28
564,86960000.0
565,798060000.0
566,232846.57760000002
567,1977600000.0
568,9184000000.0
569,10590600000.0
570,130020000.0
571,54892112.3
572,1812200000.0
573,2393200000.0
574,292280000.0
575,764000000.0
576,37594000000.0
577,23503014.856
578,2246400000.0
579,2854000000.0
580,533800000.0
581,71191248.2
582,14553858.040000001
583,15825.34372
584,16594098.959999999
585,303980000.0
586,44895288.5
587,30003589.9
588,15.56773694
589,68368.0024
590,0.0
591,3084128.4359999998
592,808820000.0
593,76660000.0
594,678820000.0
595,1047400000.0
596,1142120000.0
597,6385200000.0
598,178900000.0
599,896732.224
600,26538534.16
601,5914000000.0
602,2697400000.0
603,240440000.0
604,1553004.9780000001
605,89220000000.0
606,313900000.0
607,11081564.2
608,18891527.36
609,52785.263046
610,56205.485400000005
611,1128780000.0
612,545799.918
613,18168935.56
614,2530600000.0
615,143450000000.0
616,660400000.0
617,701240000.0
618,1939859.2540000002
619,0.0
620,0.0
621,27531578.1
622,1082981.444
623,4661800000.0
624,23836000000.0
625,16442230.040000001
626,15256300.2
627,230833.5504
628,52417649.6
629,113940000000.0
630,24125.880759999996
631,545799.918
632,231380000.0
633,1433600000.0
634,362260000.0
635,8032788.812000001
636,34716000000.0
637,14202108.16
638,6898539.786
639,91820000000.0
640,459600000.0
641,0.0
642,900469.2380000001
643,39168720.160000004
644,147500000.0
645,779400000.0
646,42260000.0
647,517028.7132089
648,9955389.440000001
649,214000000.0
650,2016203.9599999997
651,40755288.126
652,6436812.8
653,62117253.4
654,0.0
655,65000000.0
656,8988055.18
657,0.0
658,7845007.915999999
659,235180000.0
660,58260000.0
661,1032370.224
662,29474796.560000002
663,40991696.1
664,21741783.4
665,991000000.0
666,11130049.040000001
667,273420000.0
668,85380000.0
669,38415927.1
670,2844915.9919999996
671,1439460.694
672,1164173.75
673,0.0
674,545799.918
675,20298000000.0
676,162840000.0
677,257865.6652
678,572920000.0
679,39088000000.0
680,25898.388400000003
681,484.195719
682,0.0
683,408040000.0
684,233680000.0
685,1104000000.0
686,694765.904
687,19452328.2
688,16901991.56
689,1130600000.0
690,884072.9859999999
691,1951387.1719999998
692,2877200000.0
693,2898400000.0
694,10184070.42
695,1146760.544
696,0.0
697,114000000.0
698,0.0
699,89760000.0
700,72388000000.0
701,264320000.0
702,3499000.968
703,41595950.0
704,206700000.0
705,0.0
706,18750000000.0
707,2675433.528
708,8834000000.0
709,14503314.988
710,52736710.9
711,1795000000.0
712,738940000.0
713,3873000000.0
714,16566000000.0
715,24158.457250000003
716,33204000000.0
717,1266400000.0
718,23688000000.0
719,65300000.0
720,276500000.0
721,69240000.0
722,227400000.0
723,183660000.0
724,8340000000.0
725,3037800000.0
726,1235.5896375
727,1743483.56
728,1558820000.0
729,0.0
730,4875400000.0
731,420120000.0
732,2372709.5
733,10022000000.0
734,400460000.0
735,11593662.3
736,308256.574
737,6568878.3
738,318840000.0
739,145720000.0
740,5568252.36
741,2599800000.0
742,6832149.75
743,99929313.309
744,3089000000.0
745,540873.062
746,873620000.0
747,0.0
748,13630000000.0
749,79400000.0
750,10994000000.0
751,263320000.0
752,658488733.5
753,28960406.0
754,4531000000.0
755,1799200000.0
756,243680000.0
757,8903.33336
758,7126199.859999999
759,32207083.9
760,61044000000.0
761,490256.26800000004
762,10395839.84
763,216520000.0
764,43047195.839999996
765,54127967.4
766,22472436.1
767,659600000.0
768,68060000.0
769,26348779.9
770,0.0
771,211780000.0
772,7366000000.0
773,247960000.0
774,5863182.576
775,82280000.0
776,69836052.0
777,237231.36039999998
778,117768814.52000001
779,3050200000.0
780,4950272.02
781,49525000.0
782,982000000.0
783,34538000000.0
784,53550646.6
785,0.0
786,852000000.0
787,143.236145
788,21862548.6
789,50634920.4
790,49353359.6
791,124280000.0
792,46283.446599999996
793,25405.166599999997
794,3559600000.0
795,84140000.0
796,4950272.02
797,46793.851279999995
798,0.0
799,0.0
800,11888.208300000002
801,374620000.0
802,219460000.0
803,54454.458
804,8494000000.0
805,163900000.0
806,144100000.0
807,7129604.1948
808,93640000.0
809,341720000.0
810,6568878.3
811,9703.601568000002
812,36968138.2
813,152950000.0
814,5865.455292000001
815,462531.11
816,3615466.6119999997
817,350200000.0
818,357440000.0
819,34258120.239999995
820,4550867.68
821,464160000.0
822,1868000000.0
823,2946000000.0
824,42335890.3
825,6667800000.0
826,2668800000.0
827,28559498.1
828,44180000.0
829,649631.4239999999
830,272102.625
831,0.0
832,1611789.046
833,46878357.3
834,32388814.0
835,1941100.9666666668
836,7478482.38
837,15372411.0
838,711287.2378
839,1627333.522
840,42146955.0
841,1340600000.0
842,499240000.0
843,0.0
844,53996070.9
845,1492000000.0
846,4291169.9399999995
847,1633600000.0
848,2982187.6459999997
849,95627.18599999999
850,1027304.1799999999
851,1.5427366200000001
852,292040000.0
853,1433789.0499999998
854,220680000.0
855,6285407.819999999
856,294640000.0
857,70212640.5
858,5229400000.0
859,3002600000.0
860,0.0
861,23587958.14
862,0.0
863,1227329.04675
864,589400000.0
865,254651.66660000003
866,46855232.5
867,8509226.08
868,462640000.0
869,42974.08566666667
870,641300000.0
871,19933368.84
872,174320000.0
873,5011200000.0
874,189360000.0
875,40650413.2
876,7410007.18
877,1876200000.0
878,100180000.0
879,34446000000.0
880,487440000.0
881,364380000.0
882,14524511.7
883,794260000.0
884,28747634.0
885,5653431.924000001
886,164838.48260000002
887,174194.42094
888,1728272.5068
889,1205200000.0
890,1707630.652
891,3637800000.0
892,2612100.596
893,78760000.0
894,169160000.0
895,421.94514680000003
896,2897198.892
897,21247443.3
898,1270800000.0
899,224600000.0
900,562880.794
901,7183000000.0
902,34252000000.0
903,2741800000.0
904,1832400000.0
905,16962000000.0
906,25673093.6
907,1236062.52279936
908,14767739.52
909,4746702.3768
910,3818190.9400000004
911,9126000000.0
912,121104259.17
913,3458719.696
914,57636643.1
915,45892000000.0
916,9963600000.0
917,4494267.236
918,240940000.0
919,1179800000.0
920,20510000000.0
921,105102839.58
922,28918.323800000002
923,4022688.0800000005
924,4914800000.0
925,832138.014
926,159922674.2
927,11798152.440000001
928,36561134.0
929,1057200000.0
930,149106703.0086
931,452020000.0
932,65980000.0
933,2525200000.0
934,187892130.16
935,12476248.7
936,2828800000.0
937,0.0
938,24633750000.0
939,12155591.98
940,98382259.32280001
941,1212060000.0
942,49332473.07
943,718800000.0
944,30707245.6
945,10834667.78
946,43403441.1
947,32565175.4
948,5691293.12
949,61080000.0
950,8408739.212000001
951,656250.5939999999
952,7206000000.0
953,56713358.2
954,13286000000.0
955,2370200000.0
956,44485155.2
957,1259600000.0
958,2348968.866
959,4385548.184
960,30938000000.0
961,712060000.0
962,108240000.0
963,41005.13426
964,920200000.0
965,192716270.9
966,3139549.4540000004
967,1157400000.0
968,6712000000.0
969,6195195.38
970,3676400000.0
971,1200.942744
972,7582000000.0
973,5537800000.0
974,11162947.940000001
975,2212800000.0
976,74.6832776
977,177580000.0
978,616740000.0
979,2296200000.0
980,2012600000.0
981,40960000000.0
982,5083400000.0
983,808600000.0
984,34625000.0
985,10715432.415826
986,332600000.0
987,0.0
988,2492010.568
989,1129000000.0
990,2161400000.0
991,550740000.0
992,13912453.26
993,414680000.0
994,235300000.0
995,771110.3019999999
996,39958.8638
997,3789800000.0
998,31741.241060000008
999,1200.3285759999999
1000,120540000.0
1001,2833542.6399999997
1002,85139.6446
1003,71171.325
1004,13660375.36
1005,162800000.0
1006,1648200000.0
1007,17144000000.0
1008,0.0
1009,0.0
1010,0.0
1011,128224.99
1012,213420000.0
1013,47246258.5
1014,139140000.0
1015,4359400000.0
1016,95140000.0
1017,42335890.3
1018,123740000.0
1019,894400000.0
1020,153280000.0
1021,20295446.080000002
1022,5495.57366
1023,31300277.9
1024,4575400000.0
1025,242480000.0
1026,462120000.0
1027,577225.3400000001
1028,2470400000.0
1029,60679.9992
1030,381060000.0
1031,1361577.22
1032,1.5421767800000001
1033,443986.49000000005
1034,181700000.0
1035,643383.186
1036,30708751.9
1037,248015.069
1038,535060000.0
1039,203480000.0
1040,4285672.75
1041,205320000.0
1042,939120000.0
1043,112780000.0
1044,29624074.3
1045,1004600000.0
1046,41440604.42
1047,768027.23
1048,4950272.02
1049,6148000000.0
1050,199780000.0
1051,214080000.0
1052,418380000.0
1053,58370.472259999995
1054,1355200000.0
1055,36451195.4
1056,130200000.0
1057,4165706.06
1058,1847413.1259999997
1059,727400000.0
1060,676948.1675000001
1061,503940000.0
1062,94460000.0
1063,155460000.0
1064,436380000.0
1065,678820000.0
1066,8880010.1
1067,532591.315
1068,209220000.0
1069,41385586.4
1070,18339.3198
1071,8849400000.0
1072,1284552.5960000001
1073,0.0
1074,555600000.0
1075,6934641.18
1076,28694.238250000002
1077,1020440000.0
1078,1346140000.0
1079,8122059.9
1080,396500000.0
1081,998112.0750000001
1082,0.0
1083,624080000.0
1084,1351400000.0
1085,525.1202020000001
1086,2016662.698
1087,14404.419339999999
1088,1611789.046
1089,319260000.0
1090,69505.9526
1091,2873307.004
1092,54421805.9
1093,463380000.0
1094,1259000000.0
1095,19917556.7
1096,36196618.5
1097,0.0
1098,55786153.64
1099,5061277.711999999
1100,460180000.0
1101,22589504.7
1102,941400000.0
1103,104148.56548
1104,1009341.642
1105,14793028.933333332
1106,6520400000.0
1107,19137.8378
1108,21688.880933333334
1109,271440000.0
1110,79879.99344
1111,1200.3285759999999
1112,2150627.40481246
1113,910600000.0
1114,1004600000.0
1115,228180000.0
1116,883.780148
1117,1745800000.0
1118,33594828.3
1119,283320000.0
1120,611315.6460000001
1121,19340000000.0
1122,217880.19
1123,73384000000.0
1124,590200000.0
1125,12017934.1
1126,50142956.3
1127,117660000000.0
1128,179080000.0
1129,46651.79866
1130,3743000000.0
1131,135300000.0
1132,35886.320273599995
1133,1.5422381
1134,515260000.0
1135,197373.80479999998
1136,105592.3912
1137,1318773.5458
1138,12996171.739999998
1139,356780000.0
1140,6360757.58
1141,222718214.6
1142,1.5426123400000002
1143,244420000.0
1144,1178307.8998000002
1145,619800000.0
1146,4542400000.0
1147,715531.8140000001
1148,1607800000.0
1149,96280000.0
1150,71140000.0
1151,86660000.0
1152,7265000000.0
1153,124280000.0
1154,78920000.0
1155,337636710.24
1156,618125.812
1157,129280000.0
1158,4494267.236
1159,6437.23016
1160,581060000.0
1161,67320000.0
1162,3266800000.0
1163,56580000.0
1164,494388.9600000001
1165,9213.463679999999
1166,388080000.0
1167,94820000.0
1168,6312583.9799999995
1169,2528985.62
1170,1873000000.0
1171,198300000.0
1172,0.0
1173,11155285.5
1174,2393400000.0
1175,0.0
1176,10365088.18
1177,112540000.0
1178,38049799.56
1179,1704579.86
1180,902460000.0
1181,199763.9214
1182,8558379.9
1183,294940000.0
1184,15154.241539999999
1185,208120000.0
1186,134960000.0
1187,28228505.0
1188,62000000.0
1189,45083.422139999995
1190,1016200000.0
1191,190320000.0
1192,24896000000.0
1193,490045.37250000006
1194,5429764.9799999995
1195,8372600000.0
1196,531100000.0
1197,6568878.3
1198,111960000.0
1199,67980000.0
1200,124280000.0
1201,3712600000.0
1202,8958361.74
1203,260160000.0
1204,504674.79180258
1205,1527200000.0
1206,151257405.878
1207,6585762.24
1208,5183800000.0
1209,129760000.0
1210,177580000.0
1211,16012000000.0
1212,14441706.5
1213,1200.3285759999999
1214,11512375.1
1215,3271109.3600000003
1216,2399600000.0
1217,6865396.06
1218,970208.4309999999
1219,2335400000.0
1220,4815982.812
1221,0.0
1222,618125.812
1223,0.0
1224,53520947.1
1225,183500000.0
1226,32244112.6
1227,38935062.9
1228,96620000.0
1229,68254000000.0
1230,9264353.940000001
1231,42335890.3
1232,1578109.9800000002
1233,170110566.8
1234,64400000.0
1235,6016319.1
1236,3922650.25
1237,6845891.5200000005
1238,110700000.0
1239,12107490.712000001
1240,5199.5056
1241,237231.36039999998
1242,101372.68479999999
1243,1022442.0719999999
1244,0.0
1245,399460000.0
1246,31116.790999999997
1247,965611.6632
1248,4046587.932
1249,112235.22
1250,42335890.3
1251,397180000.0
1252,16838892.066666666
1253,5400866.36
1254,606600000.0
1255,4899800000.0
1256,41866887.4
1257,54440000.0
1258,51607527.3
1259,10406050.1
1260,2295.3961957
1261,0.0
1262,29214398.7
1263,371533333.3333333
1264,2095878.4980000004
1265,301960000.0
1266,81675000.0
1267,184120000.0
1268,22740129.7
1269,7690000000.0
1270,1099832.54
1271,473580000.0
1272,3772500000.0
1273,1056103.1132
1274,3606600000.0
1275,2471899.9320000005
1276,1501.187606
1277,276908.5219
1278,79417.61279999999
1279,190900000.0
1280,124700000.0
1281,123146.38
1282,768400000.0
1283,2331582.58
1284,54066666.666666664
1285,4525600000.0
1286,148403.2294
1287,9039491.74
1288,91140000.0
1289,8964000000.0
1290,643383.186
1291,627857.9459999999
1292,1.54227925
1293,7677800000.0
1294,22875492.96
1295,188400000.0
1296,271600000.0
1297,13502185.1
1298,177580000.0
1299,1125200000.0
1300,200400000.0
1301,0.0
1302,0.0
1303,3304864.078
1304,57.436127
1305,643383.186
1306,0.0
1307,0.0
1308,0.0
1309,60222395.8
1310,21003342.75
1311,10257548.375
1312,6032897.34
1313,2157600000.0
1314,128680.24200000001
1315,815000000.0
1316,838800000.0
1317,751200000.0
1318,124280000.0
1319,10347342.76
1320,25258000000.0
1321,12802869.36
1322,38415927.1
1323,18280061.376
1324,172660000.0
1325,8134800000.0
1326,48936825.9
1327,48100000.0
1328,6226138.92
1329,1489200000.0
1330,5458200000.0
1331,4969200000.0
1332,2524000000.0
1333,6030000000.0
1334,77820000.0
1335,472300000.0
1336,25488138.44
1337,1212800000.0
1338,0.0
1339,310000000.0
1340,4332800000.0
1341,925600000.0
1342,545799.918
1343,8263964.38
1344,845018.0639999999
1345,4155611.532
1346,964200000.0
1347,1600400000.0
1348,18771400000.0
1349,6655360.75
1350,16019117.7
1351,1044800000.0
1352,3666742.4
1353,113578.755
1354,6959015.040000001
1355,781780000.0
1356,574690.0484
1357,1675000000.0
1358,0.0
1359,5278014.32
1360,143900000.0
1361,50900000.0
1362,6824000000.0
1363,2226391.2399999998
1364,53.53215125
1365,501840000.0
1366,76516836.38
1367,15111150.24
1368,182040000.0
1369,6155000000.0
1370,28754614.8
1371,1582370.7319999998
1372,186900000.0
1373,10949.4514
1374,0.0
1375,3201298.96
1376,7262967.5762794
1377,8282000000.0
1378,1743483.56
1379,396100000.0
1380,141940000.0
1381,257480000.0
1382,6048400000.0
1383,5686000000.0
1384,4181123.7299999995
1385,71780000.0
1386,101308783.4
1387,0.0
1388,591524.4340000001
1389,70356.60160000001
1390,8998669.5
1391,278140000.0
1392,16412000000.0
1393,21940881.4
1394,454460000.0
1395,504400000.0
1396,6532800000.0
1397,42796070.9
1398,4718315.96
1399,6517634.45
1400,5342400000.0
1401,1081042.1600000001
1402,1986880000.0
1403,18789545.9
1404,197680000.0
1405,33299603.6
1406,461840000.0
1407,1027304.1799999999
1408,10708000000.0
1409,550600000.0
1410,5060600000.0
1411,63380000.0
1412,4679000000.0
1413,218600000.0
1414,160640000.0
1415,0.0
1416,5922000000.0
1417,17799845.64
1418,745100000.0
1419,643383.186
1420,510980000.0
1421,152435407.7
1422,56404733.8
1423,18198000000.0
1424,1177600000.0
1425,13942825.6
1426,28184.0617
1427,3388400000.0
1428,3623229.5400000005
1429,888240000.0
1430,110300000000.0
1431,580660000.0
1432,0.0
1433,0.0
1434,17477132.56
1435,69578316.2
1436,442900000.0
1437,39966309.96
1438,24648765.6
1439,10615023.08
1440,2754800000.0
1441,51236.0922
1442,950600000.0
1443,68047391.9
1444,247132.8025
1445,121280000.0
1446,144258.37125000003
1447,14468.27224
1448,216264.78259999998
1449,1915600000.0
1450,0.0
1451,96802378.9
1452,443780000.0
1453,42879121.4
1454,0.0
1455,0.0
1456,27736000000.0
1457,69539366.7
1458,13.00275125
1459,615000000.0
1460,12290000000.0
1461,7444440.32
1462,3967600000.0
1463,20816634.1
1464,1.543014475
1465,643383.186
1466,94540000000.0
1467,2298600000.0
1468,74066000000.0
1469,94260000.0
1470,0.0
1471,552308.354
1472,89122000000.0
1473,9138000000.0
1474,30036000000.0
1475,2186266.012
1476,1027304.1799999999
1477,42139808.75
1478,4992524.875
1479,2471899.9320000005
1480,17363165.32
1481,540873.062
1482,0.0
1483,247455.9574
1484,129120000.0
1485,0.0
1486,15433577.9
1487,10995359.14
1488,34518534.9
1489,56457695.364
1490,2504800000.0
1491,550600000.0
1492,1756400000.0
1493,0.0
1494,110990.6922
1495,50428870.8
1496,107880000.0
1497,221780000.0
1498,545799.918
1499,43908000000.0
1500,192600000.0
1501,2361200000.0
1502,33628000000.0
1503,169857.00999999998
1504,20927693.48
1505,126660000.0
1506,142660000.0
1507,391100000.0
1508,3875664.94
1509,53774819.0
1510,393059.20300000004
1511,421323.6248
1512,374100000.0
1513,103686083.10319999
1514,2034340.1400000001
1515,3581200000.0
1516,0.0
1517,13758044.62
1518,13180.7814598
1519,133540000000.0
1520,3204000000.0
1521,126860000000.0
1522,5756061.9399999995
1523,92460000.0
1524,4578644.888
1525,36.7994931
1526,1174600000.0
1527,162200000.0
1528,30544134.6
1529,17621557.1
1530,5360076.45
1531,1.9240537800000002
1532,1.5429484
1533,783485.004
1534,315840000.0
1535,156006.26799999998
1536,145929.7062
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,13437490.02
1542,10789724.5
1543,0.0
1544,0.0
1545,0.0
1546,411420000.0
1547,309100000.0
1548,228500000.0
1549,8534200000.0
1550,5607659.58
1551,1.5424101000000001
1552,218200000.0
1553,265040000.0
1554,4285200000.0
1555,17999344.266666666
1556,43294.930799999995
1557,185709417.64000002
1558,44628037.0
1559,1722800000.0
1560,1055540000.0
1561,156300000.0
1562,1621.474306
1563,188885337.7
1564,5389800000.0
1565,28375000.0
1566,16766000000.0
1567,8474596.940000001
1568,420620000.0
1569,157220000000.0
1570,13268316.459999999
1571,3979400000.0
1572,939800000.0
1573,7985395.62
1574,2658895.22
1575,419880000.0
1576,41560054.4
1577,105300000.0
1578,5400866.36
1579,54120000.0
1580,12273800000.0
1581,95820000.0
1582,125543.3604
1583,0.0
1584,65431.17599999999
1585,278100000.0
1586,76289167.101
1587,268640000.0
1588,501920000.0
1589,1466800000.0
1590,15082000000.0
1591,97812000000.0
1592,36295467.3
1593,18137427.2
1594,96620000.0
1595,4084.7397
1596,14490000000.0
1597,54352000000.0
1598,15853477.3
1599,23212.67956
1600,2290600000.0
1601,817624.4700000001
1602,10.86101348
1603,291811670.0304
