,EC
0,0.0
1,0.0
2,0.0083177788
3,0.0073569815
4,0.0
5,0.0
6,0.0
7,0.0
8,2.564e-05
9,0.0081828852
10,0.0056368165999999996
11,0.0013173744
12,0.0061365688000000005
13,0.0025109706000000006
14,0.0017028229999999998
15,0.0014043246
16,0.0053667488
17,0.0043440504
18,0.00025919999999999996
19,0.003116045
20,0.046474901400000004
21,0.0146001762
22,0.0106344262
23,0.0071423638
24,0.0049575174
25,0.0380049826
26,0.0005384
27,9.63e-05
28,0.009173459
29,0.0006064999999999999
30,0.0007078
31,0.0062431911999999996
32,0.0053377018
33,0.004021244
34,0.00013518
35,0.007623085
36,0.010232721
37,0.00016225000000000001
38,0.0024731562
39,0.002883171
40,0.0088006892
41,0.009313005999999999
42,5.8750000000000005e-06
43,0.0140794114
44,0.0159700604
45,0.0006621999999999999
46,0.0089387278
47,0.0009588158
48,0.007052053599999999
49,0.0006243333333333334
50,0.0004116666666666667
51,7.358000000000001e-06
52,0.0006766
53,0.0032218102
54,0.0012188283999999998
55,0.0005008
56,1.59e-05
57,0.0031392461999999997
58,0.0008032500000000001
59,0.0
60,0.0033767268000000003
61,0.0
62,0.0020161926
63,0.00010410000000000001
64,0.0019268823999999997
65,0.000694417
66,0.0009326000000000001
67,0.0024571276
68,0.013061489200000002
69,0.014359968800000001
70,0.023901301399999998
71,0.0036091295999999993
72,0.0178441288
73,0.009790468400000002
74,0.025837261
75,0.0003174
76,0.0025705572000000003
77,0.0011568954
78,0.0020136636000000004
79,0.005225805
80,0.0010536546
81,0.0022055638
82,0.0030501027999999997
83,0.0002593333333333333
84,0.0016672456000000001
85,0.0015404093999999999
86,0.00094875
87,9.962e-05
88,0.0005932
89,0.002778128
90,0.0035309926
91,0.0047238218
92,0.0016982674000000004
93,0.0089068558
94,0.0044661894
95,0.0
96,2.7580000000000004e-05
97,0.051853413800000005
98,0.0065846889999999995
99,0.0028566629999999997
100,9.203999999999999e-05
101,0.0039261382
102,6.701e-05
103,0.0030154532499999994
104,0.0143623318
105,0.0048814800000000005
106,0.0002388
107,0.0001938
108,0.000429
109,0.0207613714
110,0.0053136932
111,0.0059958673999999995
112,0.00017360000000000002
113,0.0083998838
114,0.054449758800000005
115,0.0018705175
116,0.0013463976
117,0.039807042400000006
118,0.0008222
119,0.0018297524
120,0.000129
121,0.0038796259999999997
122,0.0036552022
123,0.010617313
124,0.0040801296
125,0.0026181888
126,0.026875130200000003
127,0.0009314346
128,0.005886128799999999
129,0.0
130,0.0
131,0.00043680000000000005
132,0.0172485588
133,0.0008956153999999999
134,0.006478006
135,0.0164250944
136,0.007765115
137,0.0042995708
138,0.0018482190000000003
139,0.0020773722
140,0.0
141,0.029772266599999996
142,0.0036743471999999998
143,0.00206347
144,0.0007676
145,0.0014768910000000001
146,0.003245199
147,0.000696
148,0.0047705836
149,0.0011961568
150,0.000113
151,0.0007576
152,0.0013418596000000001
153,0.0012139976
154,0.030635247600000005
155,0.0053311926
156,0.0009696619999999999
157,0.0049331028
158,0.00039239999999999994
159,5.1735999999999994e-05
160,0.0
161,0.0019013597999999999
162,0.0229134176
163,0.00010946
164,0.004100393999999999
165,0.0032729856
166,0.0003104
167,0.0014367256000000002
168,0.00085118
169,0.004244062200000001
170,0.0029996146000000005
171,0.0006632
172,0.000221
173,7.159999999999999e-05
174,0.1117418542
175,1.0564e-05
176,0.0
177,0.0038215946
178,0.0007834000000000001
179,0.0097747666
180,0.009866380599999999
181,0.015272870599999998
182,0.0043263877999999995
183,0.0
184,0.0021729896
185,0.0
186,0.0
187,0.0035541242
188,0.0035470832
189,0.0003324
190,0.00013976
191,0.0
192,0.0
193,0.0111927258
194,0.009833459
195,0.0
196,0.0
197,0.0
198,0.0038309294
199,0.00012164000000000001
200,0.05086375620000001
201,0.030532348999999997
202,0.0507083478
203,0.144660162
204,0.0002932
205,6.521999999999999e-05
206,0.000621
207,0.0075229704
208,0.0021777172
209,0.0031235494
210,4.125e-05
211,0.0
212,0.0015917630000000002
213,0.005059972750000001
214,0.004288827
215,4.034e-05
216,0.0048253232
217,0.034588912799999996
218,0.0021087489999999996
219,0.0
220,0.000834
221,0.0003026
222,0.0014584672
223,0.00623166
224,0.0022025452000000003
225,0.0039219452000000005
226,0.0058807364
227,0.0006986000000000001
228,0.0010203246
229,0.0024793456
230,0.0419854756
231,0.0
232,0.0014562016
233,0.0015348342
234,0.00012404
235,0.0103209712
236,0.004910027799999999
237,0.0006490000000000001
238,0.0007058
239,0.0003164
240,0.0023576058
241,0.00241194525
242,0.001962015
243,0.001439743
244,0.0170564596
245,8.464e-05
246,0.1107017688
247,0.005261440000000001
248,0.0023648068
249,0.0019268821999999998
250,0.0001602
251,0.0
252,0.005394273000000001
253,0.0063181982000000015
254,0.006351005
255,0.0075766518000000005
256,0.0074785832
257,0.0034200123999999998
258,0.0137168012
259,0.0004538
260,0.007056817799999999
261,0.015090933400000001
262,0.0
263,0.00029180000000000005
264,0.0
265,0.0003344
266,0.0036992338
267,0.0041835468
268,0.007637920800000001
269,0.00013954
270,0.001021762
271,0.0189091238
272,0.0029764898
273,0.0021054177999999995
274,0.0084073044
275,0.023889982799999997
276,0.0
277,0.0076807846
278,0.001542037
279,0.019290154
280,0.041232532
281,0.001881276
282,0.005105494
283,0.0
284,0.004939024
285,0.0014874004000000002
286,0.0049582952
287,0.0001057
288,0.00017979999999999998
289,0.0019783862
290,0.0
291,0.004582039600000001
292,0.001925715333333333
293,0.0020681964
294,0.0018728769999999998
295,0.0007594
296,0.000758
297,0.00676421
298,0.0217669596
299,0.09620858480000001
300,0.0016476595999999999
301,0.0036078014
302,0.02215905
303,0.0002594
304,0.007307053400000001
305,0.0067400488
306,0.00025325
307,0.0118815256
308,0.010927925199999999
309,0.009348998200000002
310,0.0059441063999999995
311,0.0010454304
312,0.0020279742
313,9.4682e-05
314,0.0094663356
315,0.0066778806
316,0.0015578938000000001
317,0.0022397424
318,0.0007548
319,0.0
320,0.004220162999999999
321,0.010455268399999999
322,0.0065432046
323,0.0040469358
324,0.0003352
325,0.00029180000000000005
326,3.1140000000000003e-05
327,0.0075489528
328,0.11675673980000001
329,0.0020939388
330,0.0026476088000000004
331,8.072e-05
332,0.0024825096
333,0.0026910357999999994
334,6.188e-06
335,0.0
336,0.010251676800000002
337,0.0048894483999999995
338,0.0059439288
339,0.0003022
340,0.0004962
341,0.00184630575
342,0.0075341207999999995
343,0.0092533112
344,0.0018683392500000002
345,4.54e-05
346,0.0023001975999999997
347,0.0004982000000000001
348,0.0012952762000000002
349,0.0027375622
350,0.0046010736
351,0.0
352,0.0011899172
353,0.0010079718
354,0.0010123842000000001
355,0.000202
356,0.0020742792
357,0.00753027
358,2.1043999999999997e-06
359,0.0057554958000000005
360,0.0883048052
361,0.0009906110000000002
362,0.048924203799999996
