,NC
715,0.0
716,8.40777854
717,3.0742855999999996
718,14.771199000000001
719,3.3333333000000005
720,0.6
721,5.0
722,0.0
723,0.33333332800000004
724,5.336837439999999
725,0.0
726,0.0
727,0.0
728,0.97381896
729,0.0
730,1.56056886
731,1.2
732,0.0
733,0.342057948
734,3.3190576
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.8174359160000002
742,0.0
743,0.0
744,0.39746033000000003
745,0.0
746,0.266666672
747,0.0
748,3.41823046
749,0.0
750,8.10731762
751,0.0
752,0.70909092
753,1.5
754,1.3372834200000001
755,0.0
756,1.89551114
757,0.0
758,0.0
759,0.0
760,1.4398255739999999
761,0.0
762,0.0
763,0.192380958
764,0.0
765,0.26666668
766,1.46666668
767,2.0509523799999996
768,1.44
769,0.61
770,0.0
771,3.7748556399999997
772,8.8552254
773,0.32
774,0.0
775,1.67333334
776,2.57666664
777,0.0
778,0.0
779,2.00794814
780,0.0
781,0.0
782,0.0
783,3.6859309000000002
784,0.303663008
785,0.0
786,0.6933333599999999
787,0.0
788,4.34052504
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,2.1151697
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,1.53333332
803,0.0
804,0.6990476459999999
805,0.43333334
806,0.0
807,0.0
808,0.0
809,0.8000000199999999
810,0.0
811,0.0
812,2.12619046
813,1.0
814,0.0
815,0.0
816,0.0
817,1.36666668
818,0.0
819,0.0
820,0.0
821,2.48333334
822,3.0799999399999995
823,0.0
824,0.0
825,0.8902597499999999
826,0.45279070800000004
827,11.961428399999999
828,0.0
829,0.0
830,0.0
831,0.0
832,3.0
833,0.0
834,0.0
835,0.0
836,2.0
837,1.0700000099999998
838,0.0
839,0.0
840,0.0
841,1.6666665999999999
842,1.81333332
843,0.0
844,0.0
845,9.1668298
846,0.0
847,0.652991478
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,1.22
855,0.0
856,0.0
857,1.72
858,0.6857142780000001
859,0.0
860,0.0
861,0.7333333200000001
862,0.0
863,0.0
864,3.1111110799999997
865,0.0
866,2.0
867,0.28380952800000003
868,0.0
869,0.0
870,2.72
871,0.42000000000000004
872,1.05333334
873,1.2614286
874,0.0
875,0.0
876,0.0
877,3.0220427
878,0.0
879,5.51662776
880,0.533333328
881,5.13863264
882,0.0
883,0.80055556
884,2.0
885,0.0
886,0.0
887,0.0
888,0.8
889,0.49928573
890,0.0
891,0.769523828
892,0.0
893,0.0
894,7.73253954
895,0.0
896,0.0
897,2.13333334
898,1.36375294
899,0.0
900,0.0
901,1.04869455
902,2.56153306
903,0.5142857279999999
904,1.5619047799999999
905,0.942835468
906,0.6666667
907,0.0
908,0.0
909,0.0
910,2.0
911,1.8120346400000003
912,0.9199999999999999
913,0.0
914,0.0
915,3.946331
916,1.3948252
917,0.0
918,4.33333324
919,1.2582784
920,1.93398888
921,0.35000000400000003
922,0.0
923,0.0
924,2.73558086
925,0.0
926,0.0
927,0.0
928,0.0
929,0.552012222
930,0.0
931,0.0
932,1.0
933,6.535815700000001
934,0.8166667000000001
935,0.0
936,0.99515616
937,0.0
938,1.123036855
939,0.266666668
940,0.0
941,0.16398990200000002
942,1.2
943,5.08460014
944,0.0
945,0.0
946,0.926666668
947,0.96666668
948,3.1999999800000003
949,0.0
950,0.0
951,0.0
952,0.535246242
953,2.3416665599999997
954,1.7852973600000002
955,4.01789692
956,0.0
957,9.6804588
958,0.0
959,0.0
960,2.4704553799999998
961,1.78586694
962,3.9
963,0.0
964,0.173333336
965,1.04666668
966,0.0
967,3.00952716
968,1.2561904999999998
969,0.0
970,0.0
971,0.0
972,3.45494754
973,1.2
974,1.2
975,0.0
976,0.0
977,0.0
978,1.49879118
979,2.40297862
980,0.6409524
981,2.7205124
982,3.8843042000000003
983,0.45555555999999997
984,0.0
985,0.0
986,3.5107936000000004
987,0.0
988,0.6666667
989,3.9863780399999995
990,0.96
991,5.7333332000000015
992,0.0
993,0.0
994,2.2095238999999998
995,2.1666667
996,2.0
997,2.7739372
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,2.0
1005,0.0
1006,1.0850069799999997
1007,0.7428744980000002
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.40595238799999994
1013,3.0199999999999996
1014,0.0
1015,0.39267677
1016,0.0
1017,0.0
1018,0.0
1019,0.4
1020,0.0
1021,0.0
1022,0.0
1023,1.244761934
1024,2.5746154
1025,0.0
1026,10.037611800000002
1027,0.0
1028,2.42619046
1029,0.2
1030,0.6666667
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,1.5345238399999999
1040,0.0
1041,8.251726600000001
1042,1.0666666599999999
1043,2.42619044
1044,0.0
1045,10.4885538
1046,1.1000000399999998
1047,0.0
1048,0.0
1049,1.0641025800000001
1050,3.41752448
1051,3.8444443999999995
1052,2.5398524
1053,2.0
1054,1.1561197799999998
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,1.21476186
1062,0.0
1063,1.0
1064,0.8
1065,2.0
1066,0.5
1067,0.0
1068,2.8
1069,0.0
1070,0.0
1071,13.141364
1072,0.0
1073,0.0
1074,11.2722264
1075,0.0
1076,0.0
1077,4.929154119999999
1078,2.71225616
1079,1.36
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.20714285999999998
1085,0.0
1086,0.0
1087,0.0
1088,3.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.36000000400000004
1094,3.73290204
1095,0.0
1096,3.56666666
1097,0.0
1098,0.0
1099,0.0
1100,4.3
1101,2.0
1102,2.1583333199999997
1103,0.0
1104,0.0
1105,0.0
1106,0.908430442
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,5.04666664
1114,6.5381192
1115,0.0
1116,0.0
1117,0.5061732720000001
1118,0.7366666599999999
1119,0.0
1120,0.0
1121,1.31489844
1122,0.0
1123,12.480521
1124,0.5
1125,1.3333334
1126,3.04
1127,14.038637399999999
1128,1.0388889
1129,0.0
1130,0.356190478
1131,0.0
1132,0.0
1133,0.0
1134,7.2617827
1135,0.0
1136,0.0
1137,1.4
1138,0.6
1139,0.8400000000000001
1140,0.8
1141,1.2
1142,0.0
1143,2.503550994
1144,0.0
1145,5.4456711
1146,0.04
1147,0.0
1148,0.3179798
1149,0.0
1150,0.0
1151,0.64
1152,8.70858575
1153,0.0
1154,6.1472223999999995
1155,1.53
1156,0.0
1157,0.177777776
1158,0.0
1159,0.0
1160,4.061110940000001
1161,0.0
1162,2.2600000000000002
1163,0.0
1164,0.0
1165,0.0
1166,3.4872727599999997
1167,0.0
1168,0.0
1169,0.0
1170,11.8681511
1171,3.5238095799999996
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.552156896
1178,0.0
1179,0.0
1180,1.8
1181,0.0
1182,0.6666667
1183,2.0
1184,0.0
1185,0.0
1186,1.0
1187,1.9513708399999998
1188,4.05555554
1189,3.0
1190,5.890909000000001
1191,0.0
1192,4.235892939999999
1193,0.0
1194,0.0
1195,2.7310455599999997
1196,0.0
1197,0.0
1198,2.4452379799999995
1199,1.9866666599999998
1200,0.0
1201,0.10969697199999999
1202,0.0
1203,0.08888889
1204,0.0
1205,4.507705700000001
1206,0.0
1207,2.0
1208,0.39720447
1209,0.0
1210,0.0
1211,0.27895207
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,3.33472528
1217,0.0
1218,0.0
1219,1.270242188
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.66666668
1226,0.0
1227,0.0
1228,0.0
1229,1.5717228399999998
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,7.32445506
1246,2.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,2.95191926
1252,0.0
1253,0.0
1254,0.0
1255,3.38817466
1256,0.0
1257,1.46076922
1258,0.0
1259,0.6
1260,0.0
1261,0.0
1262,1.8
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.5
1268,2.8457142
1269,0.7121983359999999
1270,0.0
1271,4.48833344
1272,0.35714287499999997
1273,2.1366666400000005
1274,4.392881040000001
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,1.39444448
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,4.87998752
1286,2.0
1287,0.47333334000000005
1288,0.7333333599999999
1289,1.3992856999999999
1290,0.0
1291,0.0
1292,0.0
1293,1.5048718
1294,0.0
1295,1.0
1296,5.27052606
1297,0.0
1298,0.0
1299,0.8
1300,0.42000000000000004
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,2.0
1310,0.0
1311,0.0
1312,0.64
1313,6.172307699999999
1314,0.0
1315,0.0
1316,1.575
1317,2.23888892
1318,0.0
1319,0.33333334
1320,12.7816826
1321,0.5
1322,0.0
1323,0.0
1324,0.40000001999999996
1325,0.495238108
1326,1.3333334
1327,0.0
1328,0.0
1329,0.0
1330,10.5887812
1331,11.643998999999999
1332,0.45999999999999996
1333,3.53388384
1334,2.35555556
1335,2.12857144
1336,0.0
1337,3.7287725000000003
1338,0.0
1339,0.8643356680000001
1340,1.37194454
1341,1.4400000000000002
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.580555578
1347,0.5559524
1348,0.5735149660000001
1349,0.0
1350,0.0
1351,0.8
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,2.8319912999999994
1358,0.0
1359,1.0
1360,0.0
1361,0.0
1362,1.4019413799999998
1363,2.0
1364,0.0
1365,0.0
1366,0.75
1367,0.0
1368,0.0
1369,0.45131314199999994
1370,0.0
1371,0.0
1372,5.6178572
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.64646467
1378,0.0
1379,0.0
1380,0.0
1381,0.53333336
1382,0.297922664
1383,9.5538296
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,1.6
1391,0.5
1392,0.7635358780000001
1393,1.26666672
1394,1.1428572
1395,2.71547624
1396,0.585976708
1397,0.0
1398,0.0
1399,0.6666667
1400,0.401282064
1401,0.0
1402,0.48000001000000003
1403,0.0
1404,0.22777777600000002
1405,0.0
1406,1.1428572
1407,0.0
1408,1.41521196
1409,0.8
1410,6.28158454
1411,0.0
1412,2.59450424
1413,0.5
1414,0.0
1415,0.0
1416,1.48208828
1417,0.0
1418,0.0
1419,0.0
1420,1.35047622
1421,0.0
1422,0.6
1423,6.032932099999999
1424,10.4763578
1425,0.56666668
1426,0.0
1427,3.10151514
1428,0.0
1429,1.6
1430,24.3692762
1431,0.44355312599999996
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.40000001999999996
1440,6.3855537799999995
1441,0.2
1442,5.88329412
1443,0.295238108
1444,0.0
1445,0.9
1446,0.0
1447,0.0
1448,0.0
1449,0.243796444
1450,0.0
1451,4.165000040000001
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,2.39043786
1457,1.1600000000000001
1458,0.0
1459,1.8574602800000002
1460,4.51595588
1461,0.0
1462,1.8878787600000002
1463,0.0
1464,0.0
1465,0.0
1466,4.2921955
1467,8.933197
1468,2.72011408
1469,1.0
1470,0.0
1471,0.0
1472,7.361816999999999
1473,0.4998084240000001
1474,1.43126776
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,2.0
1485,0.0
1486,0.0
1487,0.0
1488,2.45333332
1489,0.4
1490,5.142068480000001
1491,2.13238096
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.2
1497,0.0
1498,0.0
1499,2.13053088
1500,0.0
1501,11.654008900000001
1502,1.34161124
1503,0.0
1504,0.24000000000000005
1505,0.0
1506,0.0
1507,4.750396879999999
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.5280808180000001
1516,0.0
1517,0.0
1518,0.0
1519,3.77421206
1520,2.47440512
1521,7.861869899999999
1522,0.16
1523,2.32571428
1524,0.0
1525,0.0
1526,0.0
1527,0.6666667
1528,1.0057143
1529,1.4400000000000002
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.335353544
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,2.00000002
1547,3.6790908399999998
1548,0.5
1549,11.5539478
1550,0.0
1551,0.0
1552,0.761904782
1553,1.33333334
1554,8.904017399999999
1555,0.0
1556,0.0
1557,1.33333334
1558,0.0
1559,2.80287882
1560,0.63333334
1561,0.0
1562,0.0
1563,0.0
1564,1.4901335
1565,0.0
1566,6.998434179999999
1567,0.0
1568,0.5
1569,18.7648434
1570,0.0
1571,0.24444444399999998
1572,2.1499999599999997
1573,0.0
1574,0.0
1575,0.70666666
1576,6.178571600000001
1577,2.11575092
1578,0.0
1579,0.0
1580,0.9746535980000001
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.30190477399999993
1588,1.738345
1589,6.453881699999999
1590,12.5128422
1591,1.13605786
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,2.0975188
1597,12.619572600000001
1598,0.0
1599,0.0
1600,0.46666667000000006
1601,0.0
1602,0.0
1603,2.7817332200000005
1604,1.2
1605,0.0
1606,0.0
1607,0.0
1608,1.17920634
1609,0.0
1610,0.0
1611,7.90138008
1612,0.0
1613,0.0
1614,4.8399999000000005
1615,0.0
1616,0.0
1617,2.0866666599999997
1618,0.0
1619,1.4
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.715656532
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.25714286
1631,0.0
1632,0.7441077980000002
1633,0.0
1634,0.0
1635,6.937459259999999
1636,2.18024724
1637,0.0
1638,4.43722242
1639,0.0
1640,0.42000000000000004
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.91818182
1647,2.26428576
1648,0.15
1649,0.0
1650,0.0
1651,0.0
1652,4.133333400000001
1653,0.0
1654,0.0
1655,3.5868151
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.42000000000000004
1661,0.0
1662,0.0
1663,0.0
1664,0.31025642200000003
1665,0.0
1666,0.0
1667,0.0
1668,0.5
1669,0.43333334
1670,0.38333332000000003
1671,0.0
1672,4.743725540000001
1673,2.0
1674,0.0
1675,2.72
1676,1.0
1677,2.5714286
1678,0.0
1679,2.37380952
1680,1.6983141400000001
1681,0.0
1682,1.4165659800000001
1683,0.273809528
1684,1.30000004
1685,0.0
1686,8.4499998
1687,8.73108
1688,0.0
1689,0.0
1690,3.6956013999999997
1691,1.1614285599999998
1692,0.0
1693,0.0
1694,2.7109064199999997
1695,0.0
1696,0.77777776
1697,0.85
1698,0.0
1699,0.0
1700,4.40302762
1701,2.79999998
1702,1.2190476799999999
1703,1.94552084
1704,0.066666668
1705,0.0
1706,2.0
1707,1.9304040400000002
1708,10.9536126
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.46666668
1715,0.7
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.4
1721,3.2
1722,2.37264404
1723,0.0
1724,0.0
1725,0.70000002
1726,0.0
1727,1.478098548
1728,4.25968096
1729,0.0
1730,0.415040634
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.8800000000000001
1737,2.0
1738,5.636345059999999
1739,1.29123924
1740,0.0
1741,0.4
1742,0.0
1743,0.961904794
1744,0.0
1745,0.756666668
1746,2.5403283400000003
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.9
1753,4.196472559999999
1754,0.6666667
1755,5.428571
1756,0.698404344
1757,3.4457143
1758,4.9118509800000005
1759,7.54615568
1760,2.45940188
1761,0.44000000000000006
1762,0.0
1763,0.0
1764,3.25888924
1765,2.60863636
1766,0.572212898
1767,0.73333334
1768,1.7973937599999998
1769,0.24444444
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,3.0
1778,0.0
1779,5.7599998999999995
1780,0.0
1781,1.0
1782,2.0606227599999998
1783,0.0
1784,1.45333334
1785,0.17636364
1786,0.0
1787,0.46666668
1788,1.4895774999999998
1789,0.9333333400000001
1790,0.0
1791,7.56071412
1792,0.0
1793,0.0
1794,2.48888888
1795,0.843119558
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.22857144
1803,0.0
1804,0.0
1805,0.0
1806,0.53333336
1807,0.0
1808,9.602185
1809,0.4
1810,1.00000004
1811,2.0
1812,0.0
1813,0.76352092
1814,0.72
1815,9.691597400000001
1816,0.38000000399999995
1817,0.0
1818,0.0
1819,0.0
1820,2.72968252
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.2
1833,0.0
1834,1.0
1835,1.3
1836,3.2157738200000003
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,1.5399999999999998
1842,0.7233333319999999
1843,0.0
